ID;InstitutioneleSectoren;ActivaEnPassiva;FinancieleInstrumenten;BalansstandenEnTransacties;Perioden;FinancieleTransactiesEnBalans_1
23;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2002;145145
24;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2003 1e kwartaal;135780
25;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2003 2e kwartaal;138502
26;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2003 3e kwartaal;137516
27;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2003 4e kwartaal;139855
28;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2003;135780
29;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2004 1e kwartaal;136813
30;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2004 2e kwartaal;141300
31;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2004 3e kwartaal;146492
32;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2004 4e kwartaal;144859
33;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2004;136813
34;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2005 1e kwartaal;137405
35;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2005 2e kwartaal;142051
36;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2005 3e kwartaal;156703
37;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2005 4e kwartaal;152690
38;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2005;137405
39;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2006 1e kwartaal;152576
40;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2006 2e kwartaal;148708
41;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2006 3e kwartaal;150382
42;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2006 4e kwartaal;143380
43;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2006;152576
44;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2007 1e kwartaal;141130
45;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2007 2e kwartaal;145788
46;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2007 3e kwartaal;150338
47;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2007 4e kwartaal;148743
48;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2007;141130
49;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2008 1e kwartaal;153347
50;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2008 2e kwartaal;168452
51;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2008 3e kwartaal;182350
52;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2008 4e kwartaal;181684
53;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2008;153347
54;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2009 1e kwartaal;242072
55;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2009 2e kwartaal;248641
56;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2009 3e kwartaal;231605
57;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2009 4e kwartaal;244492
58;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2009;242072
59;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2010 1e kwartaal;222802
60;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2010 2e kwartaal;227163
61;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2010 3e kwartaal;232707
62;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2010 4e kwartaal;221359
63;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2010;222802
64;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2011 1e kwartaal;223019
65;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2011 2e kwartaal;223156
66;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2011 3e kwartaal;225685
67;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2011 4e kwartaal;224379
68;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2011;223019
69;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2012 1e kwartaal;223168
70;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2012 2e kwartaal;231916
71;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2012 3e kwartaal;240980
72;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2012 4e kwartaal;234814
73;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2012;223168
74;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2013 1e kwartaal;242855
75;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2013 2e kwartaal;250746
76;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2013 3e kwartaal;249087
77;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2013 4e kwartaal;243564
78;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2013;242855
79;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2014 1e kwartaal;237259
80;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2014 2e kwartaal;237794
81;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2014 3e kwartaal;244782
82;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2014 4e kwartaal;240958
83;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2014;237259
84;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2015 1e kwartaal;249426
85;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2015 2e kwartaal;269360
86;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2015 3e kwartaal;249437
87;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2015 4e kwartaal;240856
88;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2015;249426
89;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2016 1e kwartaal;241829
90;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2016 2e kwartaal;249081
91;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2016 3e kwartaal;250515
92;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2016 4e kwartaal;239074
93;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2016;241829
94;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2017 1e kwartaal;245166
95;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2017 2e kwartaal;245103
96;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2017 3e kwartaal;241911
97;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2017 4e kwartaal;234817
98;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2017;245166
99;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2018 1e kwartaal;243689
100;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2018 2e kwartaal;247870
101;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2018 3e kwartaal;248826
102;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2018 4e kwartaal;243337
103;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2018;243689
104;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2019 1e kwartaal;244669
105;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2019 2e kwartaal;254701
106;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2019 3e kwartaal;267148
107;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2019 4e kwartaal;261235
108;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2019;244669
109;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2020 1e kwartaal;257907
110;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2020 2e kwartaal;277733
111;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2020 3e kwartaal;301544
112;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2020 4e kwartaal;292044
113;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2020;257907
114;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2021 1e kwartaal;279303
115;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2021 2e kwartaal;280290
116;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2021 3e kwartaal;285450
117;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2021 4e kwartaal;276071
118;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2021;279303
119;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2022 1e kwartaal;288585
120;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2022 2e kwartaal;278335
121;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2022 3e kwartaal;280154
122;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2022 4e kwartaal;257186
123;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2022;288585
124;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2023 1e kwartaal;285335
125;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2023 2e kwartaal;279957
126;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2023 3e kwartaal;278064
127;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2023 4e kwartaal;259178
128;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2023;285335
129;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2024 1e kwartaal;285987
130;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2024 2e kwartaal;281658
131;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2024 3e kwartaal;287991
132;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2024 4e kwartaal;283648
133;Overheid;Activa;AF Totaal financiële activa en passiva;Beginbalans;2024;285987
134;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;1995;-17039
135;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;1996;-249
136;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;1997;-4177
137;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;1998;-479
138;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;1999 1e kwartaal;-144
139;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;1999 2e kwartaal;-1046
140;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;1999 3e kwartaal;821
141;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;1999 4e kwartaal;-484
142;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;1999;-853
143;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2000 1e kwartaal;4862
144;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2000 2e kwartaal;-7254
145;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2000 3e kwartaal;3309
146;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2000 4e kwartaal;-3748
147;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2000;-2831
148;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2001 1e kwartaal;1343
149;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2001 2e kwartaal;5708
150;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2001 3e kwartaal;-3600
151;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2001 4e kwartaal;-6139
152;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2001;-2688
153;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2002 1e kwartaal;3402
154;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2002 2e kwartaal;782
155;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2002 3e kwartaal;-4394
156;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2002 4e kwartaal;-2175
157;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2002;-2385
158;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2003 1e kwartaal;3494
159;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2003 2e kwartaal;-2526
160;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2003 3e kwartaal;608
161;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2003 4e kwartaal;-2456
162;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2003;-880
163;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2004 1e kwartaal;2651
164;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2004 2e kwartaal;3514
165;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2004 3e kwartaal;-2624
166;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2004 4e kwartaal;-5669
167;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2004;-2128
168;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2005 1e kwartaal;3647
169;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2005 2e kwartaal;13122
170;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2005 3e kwartaal;-8822
171;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2005 4e kwartaal;-2145
172;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2005;5802
173;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2006 1e kwartaal;867
174;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2006 2e kwartaal;480
175;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2006 3e kwartaal;-7861
176;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2006 4e kwartaal;-1713
177;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2006;-8227
178;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2007 1e kwartaal;3233
179;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2007 2e kwartaal;5672
180;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2007 3e kwartaal;-4408
181;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2007 4e kwartaal;1179
182;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2007;5676
183;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2008 1e kwartaal;7638
184;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2008 2e kwartaal;8877
185;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2008 3e kwartaal;-3421
186;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2008 4e kwartaal;68448
187;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2008;81542
188;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2009 1e kwartaal;16134
189;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2009 2e kwartaal;-15905
190;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2009 3e kwartaal;-8899
191;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2009 4e kwartaal;-17640
192;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2009;-26310
193;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2010 1e kwartaal;1113
194;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2010 2e kwartaal;1500
195;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2010 3e kwartaal;-13694
196;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2010 4e kwartaal;6208
197;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2010;-4873
198;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2011 1e kwartaal;2808
199;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2011 2e kwartaal;28
200;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2011 3e kwartaal;-6369
201;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2011 4e kwartaal;-4377
202;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2011;-7910
203;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2012 1e kwartaal;7395
204;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2012 2e kwartaal;6242
205;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2012 3e kwartaal;-9944
206;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2012 4e kwartaal;4661
207;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2012;8354
208;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2013 1e kwartaal;8736
209;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2013 2e kwartaal;5199
210;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2013 3e kwartaal;-7204
211;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2013 4e kwartaal;-11523
212;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2013;-4792
213;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2014 1e kwartaal;-3037
214;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2014 2e kwartaal;5326
215;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2014 3e kwartaal;-8609
216;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2014 4e kwartaal;438
217;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2014;-5882
218;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2015 1e kwartaal;11082
219;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2015 2e kwartaal;-14804
220;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2015 3e kwartaal;-7497
221;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2015 4e kwartaal;-7202
222;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2015;-18421
223;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2016 1e kwartaal;1569
224;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2016 2e kwartaal;-1327
225;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2016 3e kwartaal;-11363
226;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2016 4e kwartaal;7055
227;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2016;-4066
228;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2017 1e kwartaal;-1835
229;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2017 2e kwartaal;-969
230;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2017 3e kwartaal;-10087
231;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2017 4e kwartaal;6540
232;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2017;-6351
233;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2018 1e kwartaal;6298
234;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2018 2e kwartaal;-91
235;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2018 3e kwartaal;-4426
236;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2018 4e kwartaal;-1377
237;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2018;404
238;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2019 1e kwartaal;6498
239;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2019 2e kwartaal;7575
240;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2019 3e kwartaal;-11280
241;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2019 4e kwartaal;-490
242;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2019;2303
243;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2020 1e kwartaal;21495
244;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2020 2e kwartaal;20530
245;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2020 3e kwartaal;-10473
246;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2020 4e kwartaal;-12290
247;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2020;19262
248;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2021 1e kwartaal;4669
249;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2021 2e kwartaal;4802
250;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2021 3e kwartaal;-11193
251;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2021 4e kwartaal;9331
252;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2021;7609
253;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2022 1e kwartaal;-297
254;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2022 2e kwartaal;15111
255;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2022 3e kwartaal;-14031
256;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2022 4e kwartaal;26450
257;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2022;27233
258;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2023 1e kwartaal;-10510
259;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2023 2e kwartaal;-1458
260;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2023 3e kwartaal;-15014
261;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2023 4e kwartaal;14347
262;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2023;-12635
263;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2024 1e kwartaal;-5316
264;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2024 2e kwartaal;4748
265;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2024 3e kwartaal;-13124
266;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2024 4e kwartaal;15111
267;Overheid;Activa;AF Totaal financiële activa en passiva;Financiële transacties;2024;1419
268;Overheid;Activa;AF Totaal financiële activa en passiva;Overige mutaties;1995;-1363
269;Overheid;Activa;AF Totaal financiële activa en passiva;Overige mutaties;1996;3670
270;Overheid;Activa;AF Totaal financiële activa en passiva;Overige mutaties;1997;4939
271;Overheid;Activa;AF Totaal financiële activa en passiva;Overige mutaties;1998;7047
272;Overheid;Activa;AF Totaal financiële activa en passiva;Overige mutaties;1999 1e kwartaal;262
273;Overheid;Activa;AF Totaal financiële activa en passiva;Overige mutaties;1999 2e kwartaal;2182
274;Overheid;Activa;AF Totaal financiële activa en passiva;Overige mutaties;1999 3e kwartaal;1158
275;Overheid;Activa;AF Totaal financiële activa en passiva;Overige mutaties;1999 4e kwartaal;13973
276;Overheid;Activa;AF Totaal financiële activa en passiva;Overige mutaties;1999;17575
277;Overheid;Activa;AF Totaal financiële activa en passiva;Overige mutaties;2000 1e kwartaal;4855
278;Overheid;Activa;AF Totaal financiële activa en passiva;Overige mutaties;2000 2e kwartaal;-3146
279;Overheid;Activa;AF Totaal financiële activa en passiva;Overige mutaties;2000 3e kwartaal;-8444
280;Overheid;Activa;AF Totaal financiële activa en passiva;Overige mutaties;2000 4e kwartaal;-3128
281;Overheid;Activa;AF Totaal financiële activa en passiva;Overige mutaties;2000;-9863
282;Overheid;Activa;AF Totaal financiële activa en passiva;Overige mutaties;2001 1e kwartaal;-1295
283;Overheid;Activa;AF Totaal financiële activa en passiva;Overige mutaties;2001 2e kwartaal;-3112
284;Overheid;Activa;AF Totaal financiële activa en passiva;Overige mutaties;2001 3e kwartaal;-6724
285;Overheid;Activa;AF Totaal financiële activa en passiva;Overige mutaties;2001 4e kwartaal;5543
286;Overheid;Activa;AF Totaal financiële activa en passiva;Overige mutaties;2001;-5588
287;Overheid;Activa;AF Totaal financiële activa en passiva;Overige mutaties;2002 1e kwartaal;876
288;Overheid;Activa;AF Totaal financiële activa en passiva;Overige mutaties;2002 2e kwartaal;-3390
289;Overheid;Activa;AF Totaal financiële activa en passiva;Overige mutaties;2002 3e kwartaal;-2799
290;Overheid;Activa;AF Totaal financiële activa en passiva;Overige mutaties;2002 4e kwartaal;-1667
291;Overheid;Activa;AF Totaal financiële activa en passiva;Overige mutaties;2002;-6980
292;Overheid;Activa;AF Totaal financiële activa en passiva;Overige mutaties;2003 1e kwartaal;-772
293;Overheid;Activa;AF Totaal financiële activa en passiva;Overige mutaties;2003 2e kwartaal;1540
294;Overheid;Activa;AF Totaal financiële activa en passiva;Overige mutaties;2003 3e kwartaal;1731
