ID;NuttigeToepassingEnEindverwerking;BedrijfstakkenBranchesSBI2008;Perioden;Bedrijfsafval_1
75;Totaal bedrijfsafvalstoffen;10-12 Voedings-, genotmiddelenindustrie;1994;10263.0
76;Totaal bedrijfsafvalstoffen;10-12 Voedings-, genotmiddelenindustrie;1996;9847.0
77;Totaal bedrijfsafvalstoffen;10-12 Voedings-, genotmiddelenindustrie;1998;9871.0
78;Totaal bedrijfsafvalstoffen;10-12 Voedings-, genotmiddelenindustrie;2000;10278.0
79;Totaal bedrijfsafvalstoffen;10-12 Voedings-, genotmiddelenindustrie;2001;10132.0
80;Totaal bedrijfsafvalstoffen;10-12 Voedings-, genotmiddelenindustrie;2002;9705.0
81;Totaal bedrijfsafvalstoffen;10-12 Voedings-, genotmiddelenindustrie;2003;9125.0
82;Totaal bedrijfsafvalstoffen;10-12 Voedings-, genotmiddelenindustrie;2004;8440.0
83;Totaal bedrijfsafvalstoffen;10-12 Voedings-, genotmiddelenindustrie;2005;8070.0
84;Totaal bedrijfsafvalstoffen;10-12 Voedings-, genotmiddelenindustrie;2006;8078.0
85;Totaal bedrijfsafvalstoffen;10-12 Voedings-, genotmiddelenindustrie;2007;8205.0
86;Totaal bedrijfsafvalstoffen;10-12 Voedings-, genotmiddelenindustrie;2008;8144.0
87;Totaal bedrijfsafvalstoffen;10-12 Voedings-, genotmiddelenindustrie;2009;8157.0
88;Totaal bedrijfsafvalstoffen;10-12 Voedings-, genotmiddelenindustrie;2010;8217.0
89;Totaal bedrijfsafvalstoffen;10-12 Voedings-, genotmiddelenindustrie;2011;8130.0
90;Totaal bedrijfsafvalstoffen;10-12 Voedings-, genotmiddelenindustrie;2012;8242.0
91;Totaal bedrijfsafvalstoffen;10-12 Voedings-, genotmiddelenindustrie;2013;8394.0
92;Totaal bedrijfsafvalstoffen;10-12 Voedings-, genotmiddelenindustrie;2014;8208.0
93;Totaal bedrijfsafvalstoffen;10-12 Voedings-, genotmiddelenindustrie;2015;8275.0
94;Totaal bedrijfsafvalstoffen;10-12 Voedings-, genotmiddelenindustrie;2016;8478.0
95;Totaal bedrijfsafvalstoffen;10-12 Voedings-, genotmiddelenindustrie;2017;8728.0
96;Totaal bedrijfsafvalstoffen;10-12 Voedings-, genotmiddelenindustrie;2018;8762.0
97;Totaal bedrijfsafvalstoffen;10-12 Voedings-, genotmiddelenindustrie;2019;8352.0
98;Totaal bedrijfsafvalstoffen;10-12 Voedings-, genotmiddelenindustrie;2020;8277.0
99;Totaal bedrijfsafvalstoffen;10-12 Voedings-, genotmiddelenindustrie;2021;8329.0
100;Totaal bedrijfsafvalstoffen;10 Voedingsmiddelenindustrie;1994;9556.0
101;Totaal bedrijfsafvalstoffen;10 Voedingsmiddelenindustrie;1996;9055.0
102;Totaal bedrijfsafvalstoffen;10 Voedingsmiddelenindustrie;1998;9135.0
103;Totaal bedrijfsafvalstoffen;10 Voedingsmiddelenindustrie;2000;9477.0
104;Totaal bedrijfsafvalstoffen;10 Voedingsmiddelenindustrie;2001;9358.0
105;Totaal bedrijfsafvalstoffen;10 Voedingsmiddelenindustrie;2002;8926.0
106;Totaal bedrijfsafvalstoffen;10 Voedingsmiddelenindustrie;2003;8355.0
107;Totaal bedrijfsafvalstoffen;10 Voedingsmiddelenindustrie;2004;7686.0
108;Totaal bedrijfsafvalstoffen;10 Voedingsmiddelenindustrie;2005;7309.0
109;Totaal bedrijfsafvalstoffen;10 Voedingsmiddelenindustrie;2006;7298.0
110;Totaal bedrijfsafvalstoffen;10 Voedingsmiddelenindustrie;2007;7423.0
111;Totaal bedrijfsafvalstoffen;10 Voedingsmiddelenindustrie;2008;7295.0
112;Totaal bedrijfsafvalstoffen;10 Voedingsmiddelenindustrie;2009;7361.0
113;Totaal bedrijfsafvalstoffen;10 Voedingsmiddelenindustrie;2010;7381.0
114;Totaal bedrijfsafvalstoffen;10 Voedingsmiddelenindustrie;2011;7380.0
115;Totaal bedrijfsafvalstoffen;10 Voedingsmiddelenindustrie;2012;7564.0
116;Totaal bedrijfsafvalstoffen;10 Voedingsmiddelenindustrie;2013;7680.0
117;Totaal bedrijfsafvalstoffen;10 Voedingsmiddelenindustrie;2014;7544.0
118;Totaal bedrijfsafvalstoffen;10 Voedingsmiddelenindustrie;2015;7620.0
119;Totaal bedrijfsafvalstoffen;10 Voedingsmiddelenindustrie;2016;7800.0
120;Totaal bedrijfsafvalstoffen;10 Voedingsmiddelenindustrie;2017;8040.0
121;Totaal bedrijfsafvalstoffen;10 Voedingsmiddelenindustrie;2018;8067.0
122;Totaal bedrijfsafvalstoffen;10 Voedingsmiddelenindustrie;2019;7668.0
123;Totaal bedrijfsafvalstoffen;10 Voedingsmiddelenindustrie;2020;7631.0
124;Totaal bedrijfsafvalstoffen;10 Voedingsmiddelenindustrie;2021;7684.0
125;Totaal bedrijfsafvalstoffen;11 Drankenindustrie;1994;675.0
126;Totaal bedrijfsafvalstoffen;11 Drankenindustrie;1996;763.0
127;Totaal bedrijfsafvalstoffen;11 Drankenindustrie;1998;715.0
128;Totaal bedrijfsafvalstoffen;11 Drankenindustrie;2000;778.0
129;Totaal bedrijfsafvalstoffen;11 Drankenindustrie;2001;750.0
130;Totaal bedrijfsafvalstoffen;11 Drankenindustrie;2002;757.0
131;Totaal bedrijfsafvalstoffen;11 Drankenindustrie;2003;749.0
132;Totaal bedrijfsafvalstoffen;11 Drankenindustrie;2004;729.0
133;Totaal bedrijfsafvalstoffen;11 Drankenindustrie;2005;736.0
134;Totaal bedrijfsafvalstoffen;11 Drankenindustrie;2006;755.0
135;Totaal bedrijfsafvalstoffen;11 Drankenindustrie;2007;761.0
136;Totaal bedrijfsafvalstoffen;11 Drankenindustrie;2008;825.0
137;Totaal bedrijfsafvalstoffen;11 Drankenindustrie;2009;774.0
138;Totaal bedrijfsafvalstoffen;11 Drankenindustrie;2010;820.0
139;Totaal bedrijfsafvalstoffen;11 Drankenindustrie;2011;734.0
140;Totaal bedrijfsafvalstoffen;11 Drankenindustrie;2012;663.0
141;Totaal bedrijfsafvalstoffen;11 Drankenindustrie;2013;699.0
142;Totaal bedrijfsafvalstoffen;11 Drankenindustrie;2014;651.0
143;Totaal bedrijfsafvalstoffen;11 Drankenindustrie;2015;650.0
144;Totaal bedrijfsafvalstoffen;11 Drankenindustrie;2016;674.0
145;Totaal bedrijfsafvalstoffen;11 Drankenindustrie;2017;684.0
146;Totaal bedrijfsafvalstoffen;11 Drankenindustrie;2018;692.0
147;Totaal bedrijfsafvalstoffen;11 Drankenindustrie;2019;681.0
148;Totaal bedrijfsafvalstoffen;11 Drankenindustrie;2020;643.0
149;Totaal bedrijfsafvalstoffen;11 Drankenindustrie;2021;643.0
150;Totaal bedrijfsafvalstoffen;12 Tabaksindustrie;1994;32.0
151;Totaal bedrijfsafvalstoffen;12 Tabaksindustrie;1996;28.0
152;Totaal bedrijfsafvalstoffen;12 Tabaksindustrie;1998;21.0
153;Totaal bedrijfsafvalstoffen;12 Tabaksindustrie;2000;23.0
154;Totaal bedrijfsafvalstoffen;12 Tabaksindustrie;2001;24.0
155;Totaal bedrijfsafvalstoffen;12 Tabaksindustrie;2002;22.0
156;Totaal bedrijfsafvalstoffen;12 Tabaksindustrie;2003;21.0
157;Totaal bedrijfsafvalstoffen;12 Tabaksindustrie;2004;25.0
158;Totaal bedrijfsafvalstoffen;12 Tabaksindustrie;2005;24.0
159;Totaal bedrijfsafvalstoffen;12 Tabaksindustrie;2006;22.0
160;Totaal bedrijfsafvalstoffen;12 Tabaksindustrie;2007;21.0
161;Totaal bedrijfsafvalstoffen;12 Tabaksindustrie;2008;21.0
162;Totaal bedrijfsafvalstoffen;12 Tabaksindustrie;2009;21.0
163;Totaal bedrijfsafvalstoffen;12 Tabaksindustrie;2010;16.0
164;Totaal bedrijfsafvalstoffen;12 Tabaksindustrie;2011;16.0
165;Totaal bedrijfsafvalstoffen;12 Tabaksindustrie;2012;15.0
166;Totaal bedrijfsafvalstoffen;12 Tabaksindustrie;2013;15.0
167;Totaal bedrijfsafvalstoffen;12 Tabaksindustrie;2014;13.0
168;Totaal bedrijfsafvalstoffen;12 Tabaksindustrie;2015;5.0
169;Totaal bedrijfsafvalstoffen;12 Tabaksindustrie;2016;4.0
170;Totaal bedrijfsafvalstoffen;12 Tabaksindustrie;2017;4.0
171;Totaal bedrijfsafvalstoffen;12 Tabaksindustrie;2018;3.0
172;Totaal bedrijfsafvalstoffen;12 Tabaksindustrie;2019;3.0
173;Totaal bedrijfsafvalstoffen;12 Tabaksindustrie;2020;3.0
174;Totaal bedrijfsafvalstoffen;12 Tabaksindustrie;2021;3.0
175;Totaal bedrijfsafvalstoffen;13-15 Textiel-, kleding-, lederindustrie;1994;72.0
176;Totaal bedrijfsafvalstoffen;13-15 Textiel-, kleding-, lederindustrie;1996;68.0
177;Totaal bedrijfsafvalstoffen;13-15 Textiel-, kleding-, lederindustrie;1998;86.0
178;Totaal bedrijfsafvalstoffen;13-15 Textiel-, kleding-, lederindustrie;2000;74.0
179;Totaal bedrijfsafvalstoffen;13-15 Textiel-, kleding-, lederindustrie;2001;68.0
180;Totaal bedrijfsafvalstoffen;13-15 Textiel-, kleding-, lederindustrie;2002;100.0
181;Totaal bedrijfsafvalstoffen;13-15 Textiel-, kleding-, lederindustrie;2003;92.0
182;Totaal bedrijfsafvalstoffen;13-15 Textiel-, kleding-, lederindustrie;2004;72.0
183;Totaal bedrijfsafvalstoffen;13-15 Textiel-, kleding-, lederindustrie;2005;77.0
184;Totaal bedrijfsafvalstoffen;13-15 Textiel-, kleding-, lederindustrie;2006;81.0
185;Totaal bedrijfsafvalstoffen;13-15 Textiel-, kleding-, lederindustrie;2007;82.0
186;Totaal bedrijfsafvalstoffen;13-15 Textiel-, kleding-, lederindustrie;2008;89.0
187;Totaal bedrijfsafvalstoffen;13-15 Textiel-, kleding-, lederindustrie;2009;78.0
188;Totaal bedrijfsafvalstoffen;13-15 Textiel-, kleding-, lederindustrie;2010;82.0
189;Totaal bedrijfsafvalstoffen;13-15 Textiel-, kleding-, lederindustrie;2011;79.0
190;Totaal bedrijfsafvalstoffen;13-15 Textiel-, kleding-, lederindustrie;2012;101.0
191;Totaal bedrijfsafvalstoffen;13-15 Textiel-, kleding-, lederindustrie;2013;100.0
192;Totaal bedrijfsafvalstoffen;13-15 Textiel-, kleding-, lederindustrie;2014;39.0
193;Totaal bedrijfsafvalstoffen;13-15 Textiel-, kleding-, lederindustrie;2015;39.0
194;Totaal bedrijfsafvalstoffen;13-15 Textiel-, kleding-, lederindustrie;2016;47.0
195;Totaal bedrijfsafvalstoffen;13-15 Textiel-, kleding-, lederindustrie;2017;50.0
196;Totaal bedrijfsafvalstoffen;13-15 Textiel-, kleding-, lederindustrie;2018;53.0
197;Totaal bedrijfsafvalstoffen;13-15 Textiel-, kleding-, lederindustrie;2019;52.0
198;Totaal bedrijfsafvalstoffen;13-15 Textiel-, kleding-, lederindustrie;2020;63.0
199;Totaal bedrijfsafvalstoffen;13-15 Textiel-, kleding-, lederindustrie;2021;59.0
200;Totaal bedrijfsafvalstoffen;16+23 Hout- en bouwmaterialenindustrie;1994;1036.0
201;Totaal bedrijfsafvalstoffen;16+23 Hout- en bouwmaterialenindustrie;1996;1061.0
202;Totaal bedrijfsafvalstoffen;16+23 Hout- en bouwmaterialenindustrie;1998;1117.0
203;Totaal bedrijfsafvalstoffen;16+23 Hout- en bouwmaterialenindustrie;2000;1435.0
204;Totaal bedrijfsafvalstoffen;16+23 Hout- en bouwmaterialenindustrie;2001;1270.0
205;Totaal bedrijfsafvalstoffen;16+23 Hout- en bouwmaterialenindustrie;2002;1262.0
206;Totaal bedrijfsafvalstoffen;16+23 Hout- en bouwmaterialenindustrie;2003;1197.0
207;Totaal bedrijfsafvalstoffen;16+23 Hout- en bouwmaterialenindustrie;2004;1081.0
208;Totaal bedrijfsafvalstoffen;16+23 Hout- en bouwmaterialenindustrie;2005;1125.0
209;Totaal bedrijfsafvalstoffen;16+23 Hout- en bouwmaterialenindustrie;2006;1146.0
210;Totaal bedrijfsafvalstoffen;16+23 Hout- en bouwmaterialenindustrie;2007;1136.0
211;Totaal bedrijfsafvalstoffen;16+23 Hout- en bouwmaterialenindustrie;2008;1193.0
212;Totaal bedrijfsafvalstoffen;16+23 Hout- en bouwmaterialenindustrie;2009;995.0
213;Totaal bedrijfsafvalstoffen;16+23 Hout- en bouwmaterialenindustrie;2010;963.0
214;Totaal bedrijfsafvalstoffen;16+23 Hout- en bouwmaterialenindustrie;2011;1031.0
215;Totaal bedrijfsafvalstoffen;16+23 Hout- en bouwmaterialenindustrie;2012;914.0
216;Totaal bedrijfsafvalstoffen;16+23 Hout- en bouwmaterialenindustrie;2013;846.0
217;Totaal bedrijfsafvalstoffen;16+23 Hout- en bouwmaterialenindustrie;2014;818.0
218;Totaal bedrijfsafvalstoffen;16+23 Hout- en bouwmaterialenindustrie;2015;834.0
219;Totaal bedrijfsafvalstoffen;16+23 Hout- en bouwmaterialenindustrie;2016;706.0
220;Totaal bedrijfsafvalstoffen;16+23 Hout- en bouwmaterialenindustrie;2017;750.0
221;Totaal bedrijfsafvalstoffen;16+23 Hout- en bouwmaterialenindustrie;2018;665.0
222;Totaal bedrijfsafvalstoffen;16+23 Hout- en bouwmaterialenindustrie;2019;688.0
223;Totaal bedrijfsafvalstoffen;16+23 Hout- en bouwmaterialenindustrie;2020;629.0
224;Totaal bedrijfsafvalstoffen;16+23 Hout- en bouwmaterialenindustrie;2021;640.0
225;Totaal bedrijfsafvalstoffen;16 Houtindustrie;1994;399.0
226;Totaal bedrijfsafvalstoffen;16 Houtindustrie;1996;296.0
227;Totaal bedrijfsafvalstoffen;16 Houtindustrie;1998;350.0
228;Totaal bedrijfsafvalstoffen;16 Houtindustrie;2000;377.0
229;Totaal bedrijfsafvalstoffen;16 Houtindustrie;2001;347.0
230;Totaal bedrijfsafvalstoffen;16 Houtindustrie;2002;310.0
231;Totaal bedrijfsafvalstoffen;16 Houtindustrie;2003;303.0
232;Totaal bedrijfsafvalstoffen;16 Houtindustrie;2004;237.0
233;Totaal bedrijfsafvalstoffen;16 Houtindustrie;2005;248.0
234;Totaal bedrijfsafvalstoffen;16 Houtindustrie;2006;260.0
235;Totaal bedrijfsafvalstoffen;16 Houtindustrie;2007;264.0
236;Totaal bedrijfsafvalstoffen;16 Houtindustrie;2008;250.0
237;Totaal bedrijfsafvalstoffen;16 Houtindustrie;2009;215.0
238;Totaal bedrijfsafvalstoffen;16 Houtindustrie;2010;240.0
239;Totaal bedrijfsafvalstoffen;16 Houtindustrie;2011;250.0
240;Totaal bedrijfsafvalstoffen;16 Houtindustrie;2012;176.0
241;Totaal bedrijfsafvalstoffen;16 Houtindustrie;2013;164.0
242;Totaal bedrijfsafvalstoffen;16 Houtindustrie;2014;176.0
243;Totaal bedrijfsafvalstoffen;16 Houtindustrie;2015;189.0
244;Totaal bedrijfsafvalstoffen;16 Houtindustrie;2016;144.0
245;Totaal bedrijfsafvalstoffen;16 Houtindustrie;2017;155.0
246;Totaal bedrijfsafvalstoffen;16 Houtindustrie;2018;133.0
247;Totaal bedrijfsafvalstoffen;16 Houtindustrie;2019;149.0
248;Totaal bedrijfsafvalstoffen;16 Houtindustrie;2020;144.0
249;Totaal bedrijfsafvalstoffen;16 Houtindustrie;2021;148.0
250;Totaal bedrijfsafvalstoffen;17-18 Papier- en grafische industrie;1994;1034.0
251;Totaal bedrijfsafvalstoffen;17-18 Papier- en grafische industrie;1996;1012.0
252;Totaal bedrijfsafvalstoffen;17-18 Papier- en grafische industrie;1998;1143.0
253;Totaal bedrijfsafvalstoffen;17-18 Papier- en grafische industrie;2000;1256.0
254;Totaal bedrijfsafvalstoffen;17-18 Papier- en grafische industrie;2001;1208.0
255;Totaal bedrijfsafvalstoffen;17-18 Papier- en grafische industrie;2002;1206.0
256;Totaal bedrijfsafvalstoffen;17-18 Papier- en grafische industrie;2003;1230.0
257;Totaal bedrijfsafvalstoffen;17-18 Papier- en grafische industrie;2004;1182.0
258;Totaal bedrijfsafvalstoffen;17-18 Papier- en grafische industrie;2005;1153.0
259;Totaal bedrijfsafvalstoffen;17-18 Papier- en grafische industrie;2006;1167.0
260;Totaal bedrijfsafvalstoffen;17-18 Papier- en grafische industrie;2007;1168.0
261;Totaal bedrijfsafvalstoffen;17-18 Papier- en grafische industrie;2008;1027.0
262;Totaal bedrijfsafvalstoffen;17-18 Papier- en grafische industrie;2009;923.0
263;Totaal bedrijfsafvalstoffen;17-18 Papier- en grafische industrie;2010;957.0
264;Totaal bedrijfsafvalstoffen;17-18 Papier- en grafische industrie;2011;965.0
265;Totaal bedrijfsafvalstoffen;17-18 Papier- en grafische industrie;2012;843.0
266;Totaal bedrijfsafvalstoffen;17-18 Papier- en grafische industrie;2013;843.0
267;Totaal bedrijfsafvalstoffen;17-18 Papier- en grafische industrie;2014;823.0
268;Totaal bedrijfsafvalstoffen;17-18 Papier- en grafische industrie;2015;833.0
269;Totaal bedrijfsafvalstoffen;17-18 Papier- en grafische industrie;2016;807.0
270;Totaal bedrijfsafvalstoffen;17-18 Papier- en grafische industrie;2017;820.0
271;Totaal bedrijfsafvalstoffen;17-18 Papier- en grafische industrie;2018;833.0
272;Totaal bedrijfsafvalstoffen;17-18 Papier- en grafische industrie;2019;823.0
273;Totaal bedrijfsafvalstoffen;17-18 Papier- en grafische industrie;2020;789.0
274;Totaal bedrijfsafvalstoffen;17-18 Papier- en grafische industrie;2021;835.0
275;Totaal bedrijfsafvalstoffen;17 Papierindustrie;1994;746.0
276;Totaal bedrijfsafvalstoffen;17 Papierindustrie;1996;702.0
277;Totaal bedrijfsafvalstoffen;17 Papierindustrie;1998;799.0
278;Totaal bedrijfsafvalstoffen;17 Papierindustrie;2000;857.0
279;Totaal bedrijfsafvalstoffen;17 Papierindustrie;2001;837.0
280;Totaal bedrijfsafvalstoffen;17 Papierindustrie;2002;839.0
281;Totaal bedrijfsafvalstoffen;17 Papierindustrie;2003;871.0
282;Totaal bedrijfsafvalstoffen;17 Papierindustrie;2004;861.0
283;Totaal bedrijfsafvalstoffen;17 Papierindustrie;2005;837.0
284;Totaal bedrijfsafvalstoffen;17 Papierindustrie;2006;814.0
285;Totaal bedrijfsafvalstoffen;17 Papierindustrie;2007;808.0
286;Totaal bedrijfsafvalstoffen;17 Papierindustrie;2008;741.0
287;Totaal bedrijfsafvalstoffen;17 Papierindustrie;2009;648.0
288;Totaal bedrijfsafvalstoffen;17 Papierindustrie;2010;710.0
289;Totaal bedrijfsafvalstoffen;17 Papierindustrie;2011;714.0
290;Totaal bedrijfsafvalstoffen;17 Papierindustrie;2012;629.0
291;Totaal bedrijfsafvalstoffen;17 Papierindustrie;2013;630.0
292;Totaal bedrijfsafvalstoffen;17 Papierindustrie;2014;640.0
293;Totaal bedrijfsafvalstoffen;17 Papierindustrie;2015;655.0
294;Totaal bedrijfsafvalstoffen;17 Papierindustrie;2016;661.0
295;Totaal bedrijfsafvalstoffen;17 Papierindustrie;2017;692.0
296;Totaal bedrijfsafvalstoffen;17 Papierindustrie;2018;703.0
297;Totaal bedrijfsafvalstoffen;17 Papierindustrie;2019;699.0
298;Totaal bedrijfsafvalstoffen;17 Papierindustrie;2020;674.0
299;Totaal bedrijfsafvalstoffen;17 Papierindustrie;2021;709.0
300;Totaal bedrijfsafvalstoffen;18 Grafische industrie;1994;288.0
301;Totaal bedrijfsafvalstoffen;18 Grafische industrie;1996;310.0
302;Totaal bedrijfsafvalstoffen;18 Grafische industrie;1998;345.0
303;Totaal bedrijfsafvalstoffen;18 Grafische industrie;2000;398.0
304;Totaal bedrijfsafvalstoffen;18 Grafische industrie;2001;371.0
305;Totaal bedrijfsafvalstoffen;18 Grafische industrie;2002;367.0
306;Totaal bedrijfsafvalstoffen;18 Grafische industrie;2003;359.0
307;Totaal bedrijfsafvalstoffen;18 Grafische industrie;2004;321.0
308;Totaal bedrijfsafvalstoffen;18 Grafische industrie;2005;316.0
309;Totaal bedrijfsafvalstoffen;18 Grafische industrie;2006;353.0
310;Totaal bedrijfsafvalstoffen;18 Grafische industrie;2007;360.0
311;Totaal bedrijfsafvalstoffen;18 Grafische industrie;2008;286.0
312;Totaal bedrijfsafvalstoffen;18 Grafische industrie;2009;275.0
313;Totaal bedrijfsafvalstoffen;18 Grafische industrie;2010;247.0
314;Totaal bedrijfsafvalstoffen;18 Grafische industrie;2011;251.0
315;Totaal bedrijfsafvalstoffen;18 Grafische industrie;2012;214.0
316;Totaal bedrijfsafvalstoffen;18 Grafische industrie;2013;213.0
317;Totaal bedrijfsafvalstoffen;18 Grafische industrie;2014;183.0
318;Totaal bedrijfsafvalstoffen;18 Grafische industrie;2015;179.0
319;Totaal bedrijfsafvalstoffen;18 Grafische industrie;2016;145.0
320;Totaal bedrijfsafvalstoffen;18 Grafische industrie;2017;128.0
321;Totaal bedrijfsafvalstoffen;18 Grafische industrie;2018;130.0
322;Totaal bedrijfsafvalstoffen;18 Grafische industrie;2019;125.0
323;Totaal bedrijfsafvalstoffen;18 Grafische industrie;2020;115.0
324;Totaal bedrijfsafvalstoffen;18 Grafische industrie;2021;126.0
325;Totaal bedrijfsafvalstoffen;19-22 Raffinaderijen en chemie;1994;3241.0
326;Totaal bedrijfsafvalstoffen;19-22 Raffinaderijen en chemie;1996;3378.0
327;Totaal bedrijfsafvalstoffen;19-22 Raffinaderijen en chemie;1998;3267.0
328;Totaal bedrijfsafvalstoffen;19-22 Raffinaderijen en chemie;2000;2329.0
329;Totaal bedrijfsafvalstoffen;19-22 Raffinaderijen en chemie;2001;1986.0
330;Totaal bedrijfsafvalstoffen;19-22 Raffinaderijen en chemie;2002;1810.0
