ID;GewichtVolleWagen;Brandstofsoort;LeeftijdVoertuig;Perioden;TotaalKilometersInNederland_1;KilometersDoorNederlandseVoertuigen_2;KilometersDoorBuitenlandseVoertuigen_3;TotaalKilometers_4;KilometersInNederland_5;KilometersInHetBuitenland_6
319;Totaal;Overige (excl. Diesel);5 tot 10 jaar;1999;;;;;;
320;Totaal;Overige (excl. Diesel);5 tot 10 jaar;2000;;;;;;
321;Totaal;Overige (excl. Diesel);5 tot 10 jaar;2001;;;;;;
322;Totaal;Overige (excl. Diesel);5 tot 10 jaar;2002;0.8;0.6;0.2;2.1;0.6;1.4
323;Totaal;Overige (excl. Diesel);5 tot 10 jaar;2003;0.7;0.6;0.1;1.7;0.6;1.2
324;Totaal;Overige (excl. Diesel);5 tot 10 jaar;2004;0.7;0.6;0.1;1.8;0.6;1.1
325;Totaal;Overige (excl. Diesel);5 tot 10 jaar;2005;0.8;0.7;0.1;2.0;0.7;1.3
326;Totaal;Overige (excl. Diesel);5 tot 10 jaar;2006;0.8;0.7;0.1;1.9;0.7;1.1
327;Totaal;Overige (excl. Diesel);5 tot 10 jaar;2007;0.5;0.4;0.1;1.3;0.4;0.8
328;Totaal;Overige (excl. Diesel);5 tot 10 jaar;2008;0.4;0.3;0.1;1.1;0.3;0.7
329;Totaal;Overige (excl. Diesel);5 tot 10 jaar;2009;0.5;0.4;0.1;1.2;0.4;0.8
330;Totaal;Overige (excl. Diesel);5 tot 10 jaar;2010;0.3;0.3;0.1;0.8;0.3;0.5
331;Totaal;Overige (excl. Diesel);5 tot 10 jaar;2011;0.3;0.3;0.0;0.7;0.3;0.5
332;Totaal;Overige (excl. Diesel);5 tot 10 jaar;2012;0.3;0.2;0.0;0.6;0.2;0.4
333;Totaal;Overige (excl. Diesel);5 tot 10 jaar;2013;0.2;0.2;0.0;0.5;0.2;0.3
334;Totaal;Overige (excl. Diesel);5 tot 10 jaar;2014;0.3;0.3;0.0;0.5;0.3;0.2
335;Totaal;Overige (excl. Diesel);5 tot 10 jaar;2015;0.9;0.8;0.1;1.0;0.8;0.2
336;Totaal;Overige (excl. Diesel);5 tot 10 jaar;2016;1.3;1.2;0.1;1.3;1.2;0.2
337;Totaal;Overige (excl. Diesel);5 tot 10 jaar;2017;1.9;1.8;0.1;2.0;1.8;0.2
338;Totaal;Overige (excl. Diesel);5 tot 10 jaar;2018;2.7;2.5;0.2;2.8;2.5;0.3
339;Totaal;Overige (excl. Diesel);5 tot 10 jaar;2019;2.7;2.5;0.2;2.8;2.5;0.3
340;Totaal;Overige (excl. Diesel);5 tot 10 jaar;2020;2.3;2.2;0.2;2.3;2.2;0.2
341;Totaal;Overige (excl. Diesel);10 jaar of ouder;1990;;;;;;
342;Totaal;Overige (excl. Diesel);10 jaar of ouder;1991;;;;;;
343;Totaal;Overige (excl. Diesel);10 jaar of ouder;1992;;;;;;
344;Totaal;Overige (excl. Diesel);10 jaar of ouder;1993;;;;;;
345;Totaal;Overige (excl. Diesel);10 jaar of ouder;1994;;;;;;
346;Totaal;Overige (excl. Diesel);10 jaar of ouder;1995;;;;;;
347;Totaal;Overige (excl. Diesel);10 jaar of ouder;1996;;;;;;
348;Totaal;Overige (excl. Diesel);10 jaar of ouder;1997;;;;;;
349;Totaal;Overige (excl. Diesel);10 jaar of ouder;1998;;;;;;
350;Totaal;Overige (excl. Diesel);10 jaar of ouder;1999;;;;;;
351;Totaal;Overige (excl. Diesel);10 jaar of ouder;2000;;;;;;
352;Totaal;Overige (excl. Diesel);10 jaar of ouder;2001;;;;;;
353;Totaal;Overige (excl. Diesel);10 jaar of ouder;2002;8.9;7.2;1.7;21.5;7.2;14.2
354;Totaal;Overige (excl. Diesel);10 jaar of ouder;2003;8.4;6.9;1.5;19.4;6.9;12.5
355;Totaal;Overige (excl. Diesel);10 jaar of ouder;2004;7.6;6.2;1.4;18.7;6.2;12.5
356;Totaal;Overige (excl. Diesel);10 jaar of ouder;2005;8.3;6.9;1.4;20.6;6.9;13.6
357;Totaal;Overige (excl. Diesel);10 jaar of ouder;2006;9.3;7.9;1.4;21.1;7.9;13.2
358;Totaal;Overige (excl. Diesel);10 jaar of ouder;2007;9.6;8.1;1.5;23.2;8.1;15.1
359;Totaal;Overige (excl. Diesel);10 jaar of ouder;2008;9.5;8.2;1.4;24.2;8.2;16.1
360;Totaal;Overige (excl. Diesel);10 jaar of ouder;2009;9.1;7.6;1.5;23.2;7.6;15.6
361;Totaal;Overige (excl. Diesel);10 jaar of ouder;2010;9.2;7.7;1.5;23.0;7.7;15.3
362;Totaal;Overige (excl. Diesel);10 jaar of ouder;2011;8.9;7.4;1.5;21.8;7.4;14.4
363;Totaal;Overige (excl. Diesel);10 jaar of ouder;2012;7.3;5.9;1.5;19.8;5.9;13.9
364;Totaal;Overige (excl. Diesel);10 jaar of ouder;2013;8.1;6.4;1.7;19.9;6.4;13.5
365;Totaal;Overige (excl. Diesel);10 jaar of ouder;2014;7.9;6.3;1.6;18.4;6.3;12.1
366;Totaal;Overige (excl. Diesel);10 jaar of ouder;2015;6.4;5.0;1.4;16.3;5.0;11.3
367;Totaal;Overige (excl. Diesel);10 jaar of ouder;2016;6.5;5.0;1.5;15.9;5.0;11.0
368;Totaal;Overige (excl. Diesel);10 jaar of ouder;2017;6.4;5.0;1.5;15.2;5.0;10.3
369;Totaal;Overige (excl. Diesel);10 jaar of ouder;2018;6.9;5.3;1.6;15.8;5.3;10.5
370;Totaal;Overige (excl. Diesel);10 jaar of ouder;2019;5.9;4.4;1.6;13.5;4.4;9.2
371;Totaal;Overige (excl. Diesel);10 jaar of ouder;2020;4.6;3.7;0.9;10.6;3.7;6.9
372;Tot en met 3 500 kg;Totaal;Totaal;1990;;;;;;
373;Tot en met 3 500 kg;Totaal;Totaal;1991;;;;;;
374;Tot en met 3 500 kg;Totaal;Totaal;1992;;;;;;
375;Tot en met 3 500 kg;Totaal;Totaal;1993;;;;;;
376;Tot en met 3 500 kg;Totaal;Totaal;1994;;;;;;
377;Tot en met 3 500 kg;Totaal;Totaal;1995;;;;;;
378;Tot en met 3 500 kg;Totaal;Totaal;1996;;;;;;
379;Tot en met 3 500 kg;Totaal;Totaal;1997;;;;;;
380;Tot en met 3 500 kg;Totaal;Totaal;1998;;;;;;
381;Tot en met 3 500 kg;Totaal;Totaal;1999;;;;;;
382;Tot en met 3 500 kg;Totaal;Totaal;2000;;;;;;
383;Tot en met 3 500 kg;Totaal;Totaal;2001;;;;;;
384;Tot en met 3 500 kg;Totaal;Totaal;2002;113.5;93.2;20.4;262.6;93.2;169.4
385;Tot en met 3 500 kg;Totaal;Totaal;2003;118.6;98.1;20.5;268.5;98.1;170.5
386;Tot en met 3 500 kg;Totaal;Totaal;2004;120.9;100.8;20.1;279.2;100.8;178.4
387;Tot en met 3 500 kg;Totaal;Totaal;2005;133.8;113.1;20.7;314.8;113.1;201.6
388;Tot en met 3 500 kg;Totaal;Totaal;2006;149.0;126.3;22.7;326.1;126.3;199.8
389;Tot en met 3 500 kg;Totaal;Totaal;2007;149.0;126.0;22.9;345.0;126.0;218.9
390;Tot en met 3 500 kg;Totaal;Totaal;2008;157.5;135.3;22.2;365.4;135.3;230.1
391;Tot en met 3 500 kg;Totaal;Totaal;2009;165.3;140.6;24.6;370.5;140.6;229.8
392;Tot en met 3 500 kg;Totaal;Totaal;2010;153.1;127.8;25.4;352.7;127.8;224.9
393;Tot en met 3 500 kg;Totaal;Totaal;2011;149.9;124.5;25.4;338.9;124.5;214.4
394;Tot en met 3 500 kg;Totaal;Totaal;2012;136.3;110.9;25.4;321.7;110.9;210.8
395;Tot en met 3 500 kg;Totaal;Totaal;2013;134.7;106.1;28.5;308.4;106.1;202.3
396;Tot en met 3 500 kg;Totaal;Totaal;2014;137.6;108.3;29.3;302.1;108.3;193.7
397;Tot en met 3 500 kg;Totaal;Totaal;2015;135.6;105.9;29.6;298.4;105.9;192.4
398;Tot en met 3 500 kg;Totaal;Totaal;2016;143.4;110.5;32.8;300.1;110.5;189.6
399;Tot en met 3 500 kg;Totaal;Totaal;2017;141.3;108.7;32.5;292.1;108.7;183.4
400;Tot en met 3 500 kg;Totaal;Totaal;2018;139.8;106.7;33.0;286.2;106.7;179.4
401;Tot en met 3 500 kg;Totaal;Totaal;2019;136.4;101.9;34.5;266.5;101.9;164.7
402;Tot en met 3 500 kg;Totaal;Totaal;2020;127.1;101.0;26.1;228.4;101.0;127.4
403;Tot en met 3 500 kg;Totaal;0 tot 5 jaar;1990;;;;;;
404;Tot en met 3 500 kg;Totaal;0 tot 5 jaar;1991;;;;;;
405;Tot en met 3 500 kg;Totaal;0 tot 5 jaar;1992;;;;;;
406;Tot en met 3 500 kg;Totaal;0 tot 5 jaar;1993;;;;;;
407;Tot en met 3 500 kg;Totaal;0 tot 5 jaar;1994;;;;;;
408;Tot en met 3 500 kg;Totaal;0 tot 5 jaar;1995;;;;;;
409;Tot en met 3 500 kg;Totaal;0 tot 5 jaar;1996;;;;;;
410;Tot en met 3 500 kg;Totaal;0 tot 5 jaar;1997;;;;;;
411;Tot en met 3 500 kg;Totaal;0 tot 5 jaar;1998;;;;;;
412;Tot en met 3 500 kg;Totaal;0 tot 5 jaar;1999;;;;;;
413;Tot en met 3 500 kg;Totaal;0 tot 5 jaar;2000;;;;;;
414;Tot en met 3 500 kg;Totaal;0 tot 5 jaar;2001;;;;;;
415;Tot en met 3 500 kg;Totaal;0 tot 5 jaar;2002;38.2;32.9;5.4;75.8;32.9;43.0
416;Tot en met 3 500 kg;Totaal;0 tot 5 jaar;2003;38.4;33.4;5.0;72.8;33.4;39.4
417;Tot en met 3 500 kg;Totaal;0 tot 5 jaar;2004;37.3;32.9;4.4;68.6;32.9;35.7
418;Tot en met 3 500 kg;Totaal;0 tot 5 jaar;2005;36.5;32.5;4.0;66.5;32.5;34.0
419;Tot en met 3 500 kg;Totaal;0 tot 5 jaar;2006;34.1;30.3;3.8;59.2;30.3;28.9
420;Tot en met 3 500 kg;Totaal;0 tot 5 jaar;2007;31.6;28.0;3.6;54.9;28.0;26.9
421;Tot en met 3 500 kg;Totaal;0 tot 5 jaar;2008;34.6;31.0;3.5;55.8;31.0;24.7
422;Tot en met 3 500 kg;Totaal;0 tot 5 jaar;2009;33.6;30.2;3.5;49.8;30.2;19.7
423;Tot en met 3 500 kg;Totaal;0 tot 5 jaar;2010;29.5;25.8;3.8;43.2;25.8;17.4
424;Tot en met 3 500 kg;Totaal;0 tot 5 jaar;2011;27.9;24.9;3.0;39.2;24.9;14.2
425;Tot en met 3 500 kg;Totaal;0 tot 5 jaar;2012;21.7;19.2;2.5;29.9;19.2;10.8
426;Tot en met 3 500 kg;Totaal;0 tot 5 jaar;2013;17.0;14.1;2.9;24.5;14.1;10.4
427;Tot en met 3 500 kg;Totaal;0 tot 5 jaar;2014;16.8;13.9;2.9;24.1;13.9;10.2
428;Tot en met 3 500 kg;Totaal;0 tot 5 jaar;2015;19.5;16.3;3.2;27.6;16.3;11.3
429;Tot en met 3 500 kg;Totaal;0 tot 5 jaar;2016;22.1;18.2;3.9;30.1;18.2;11.9
430;Tot en met 3 500 kg;Totaal;0 tot 5 jaar;2017;24.1;19.9;4.2;32.2;19.9;12.3
431;Tot en met 3 500 kg;Totaal;0 tot 5 jaar;2018;27.5;22.2;5.3;37.6;22.2;15.4
432;Tot en met 3 500 kg;Totaal;0 tot 5 jaar;2019;30.4;24.2;6.2;41.6;24.2;17.3
433;Tot en met 3 500 kg;Totaal;0 tot 5 jaar;2020;31.8;25.5;6.3;41.6;25.5;16.0
434;Tot en met 3 500 kg;Totaal;5 tot 10 jaar;1990;;;;;;
435;Tot en met 3 500 kg;Totaal;5 tot 10 jaar;1991;;;;;;
436;Tot en met 3 500 kg;Totaal;5 tot 10 jaar;1992;;;;;;
437;Tot en met 3 500 kg;Totaal;5 tot 10 jaar;1993;;;;;;
438;Tot en met 3 500 kg;Totaal;5 tot 10 jaar;1994;;;;;;
439;Tot en met 3 500 kg;Totaal;5 tot 10 jaar;1995;;;;;;
440;Tot en met 3 500 kg;Totaal;5 tot 10 jaar;1996;;;;;;
441;Tot en met 3 500 kg;Totaal;5 tot 10 jaar;1997;;;;;;
442;Tot en met 3 500 kg;Totaal;5 tot 10 jaar;1998;;;;;;
443;Tot en met 3 500 kg;Totaal;5 tot 10 jaar;1999;;;;;;
444;Tot en met 3 500 kg;Totaal;5 tot 10 jaar;2000;;;;;;
445;Tot en met 3 500 kg;Totaal;5 tot 10 jaar;2001;;;;;;
446;Tot en met 3 500 kg;Totaal;5 tot 10 jaar;2002;27.9;22.5;5.4;67.8;22.5;45.3
447;Tot en met 3 500 kg;Totaal;5 tot 10 jaar;2003;31.0;25.2;5.8;74.1;25.2;48.8
448;Tot en met 3 500 kg;Totaal;5 tot 10 jaar;2004;33.9;27.8;6.0;82.8;27.8;55.0
449;Tot en met 3 500 kg;Totaal;5 tot 10 jaar;2005;41.9;35.1;6.8;102.2;35.1;67.1
450;Tot en met 3 500 kg;Totaal;5 tot 10 jaar;2006;49.3;41.7;7.6;108.7;41.7;67.0
451;Tot en met 3 500 kg;Totaal;5 tot 10 jaar;2007;48.7;41.4;7.4;111.5;41.4;70.1
452;Tot en met 3 500 kg;Totaal;5 tot 10 jaar;2008;46.7;40.2;6.6;108.1;40.2;68.0
453;Tot en met 3 500 kg;Totaal;5 tot 10 jaar;2009;44.6;38.0;6.6;99.2;38.0;61.2
454;Tot en met 3 500 kg;Totaal;5 tot 10 jaar;2010;36.5;30.6;5.9;81.8;30.6;51.2
455;Tot en met 3 500 kg;Totaal;5 tot 10 jaar;2011;31.0;26.2;4.7;65.0;26.2;38.8
456;Tot en met 3 500 kg;Totaal;5 tot 10 jaar;2012;27.9;23.7;4.2;54.3;23.7;30.7
457;Tot en met 3 500 kg;Totaal;5 tot 10 jaar;2013;26.7;21.8;4.9;46.6;21.8;24.8
458;Tot en met 3 500 kg;Totaal;5 tot 10 jaar;2014;24.8;20.3;4.5;40.0;20.3;19.7
459;Tot en met 3 500 kg;Totaal;5 tot 10 jaar;2015;23.7;19.5;4.2;35.8;19.5;16.3
460;Tot en met 3 500 kg;Totaal;5 tot 10 jaar;2016;25.5;20.7;4.8;35.9;20.7;15.2
461;Tot en met 3 500 kg;Totaal;5 tot 10 jaar;2017;22.2;18.2;4.0;30.1;18.2;11.9
462;Tot en met 3 500 kg;Totaal;5 tot 10 jaar;2018;19.0;15.4;3.6;25.5;15.4;10.0
463;Tot en met 3 500 kg;Totaal;5 tot 10 jaar;2019;19.4;15.7;3.7;25.4;15.7;9.7
464;Tot en met 3 500 kg;Totaal;5 tot 10 jaar;2020;20.3;16.6;3.7;25.8;16.6;9.2
465;Tot en met 3 500 kg;Totaal;10 jaar of ouder;1990;;;;;;
466;Tot en met 3 500 kg;Totaal;10 jaar of ouder;1991;;;;;;
467;Tot en met 3 500 kg;Totaal;10 jaar of ouder;1992;;;;;;
468;Tot en met 3 500 kg;Totaal;10 jaar of ouder;1993;;;;;;
469;Tot en met 3 500 kg;Totaal;10 jaar of ouder;1994;;;;;;
470;Tot en met 3 500 kg;Totaal;10 jaar of ouder;1995;;;;;;
471;Tot en met 3 500 kg;Totaal;10 jaar of ouder;1996;;;;;;
472;Tot en met 3 500 kg;Totaal;10 jaar of ouder;1997;;;;;;
473;Tot en met 3 500 kg;Totaal;10 jaar of ouder;1998;;;;;;
474;Tot en met 3 500 kg;Totaal;10 jaar of ouder;1999;;;;;;
475;Tot en met 3 500 kg;Totaal;10 jaar of ouder;2000;;;;;;
476;Tot en met 3 500 kg;Totaal;10 jaar of ouder;2001;;;;;;
477;Tot en met 3 500 kg;Totaal;10 jaar of ouder;2002;47.4;37.8;9.6;118.9;37.8;81.1
478;Tot en met 3 500 kg;Totaal;10 jaar of ouder;2003;49.2;39.4;9.7;121.7;39.4;82.2
479;Tot en met 3 500 kg;Totaal;10 jaar of ouder;2004;49.7;40.1;9.6;127.7;40.1;87.6
480;Tot en met 3 500 kg;Totaal;10 jaar of ouder;2005;55.5;45.5;9.9;146.0;45.5;100.5
481;Tot en met 3 500 kg;Totaal;10 jaar of ouder;2006;65.6;54.3;11.3;158.3;54.3;103.9
482;Tot en met 3 500 kg;Totaal;10 jaar of ouder;2007;68.6;56.7;12.0;178.6;56.7;122.0
483;Tot en met 3 500 kg;Totaal;10 jaar of ouder;2008;76.2;64.1;12.1;201.6;64.1;137.4
484;Tot en met 3 500 kg;Totaal;10 jaar of ouder;2009;87.1;72.5;14.6;221.4;72.5;148.9
485;Tot en met 3 500 kg;Totaal;10 jaar of ouder;2010;87.1;71.4;15.7;227.7;71.4;156.3
486;Tot en met 3 500 kg;Totaal;10 jaar of ouder;2011;91.0;73.4;17.6;234.7;73.4;161.4
487;Tot en met 3 500 kg;Totaal;10 jaar of ouder;2012;86.7;68.1;18.7;237.4;68.1;169.4
488;Tot en met 3 500 kg;Totaal;10 jaar of ouder;2013;91.0;70.3;20.7;237.3;70.3;167.0
489;Tot en met 3 500 kg;Totaal;10 jaar of ouder;2014;96.0;74.1;21.9;237.9;74.1;163.8
490;Tot en met 3 500 kg;Totaal;10 jaar of ouder;2015;92.4;70.2;22.2;235.0;70.2;164.8
491;Tot en met 3 500 kg;Totaal;10 jaar of ouder;2016;95.8;71.6;24.2;234.1;71.6;162.5
492;Tot en met 3 500 kg;Totaal;10 jaar of ouder;2017;95.0;70.7;24.3;229.8;70.7;159.2
493;Tot en met 3 500 kg;Totaal;10 jaar of ouder;2018;93.3;69.2;24.1;223.1;69.2;154.0
494;Tot en met 3 500 kg;Totaal;10 jaar of ouder;2019;86.6;61.9;24.7;199.5;61.9;137.6
495;Tot en met 3 500 kg;Totaal;10 jaar of ouder;2020;75.0;58.9;16.1;161.0;58.9;102.1
496;Tot en met 3 500 kg;Diesel;Totaal;1990;;;;;;
497;Tot en met 3 500 kg;Diesel;Totaal;1991;;;;;;
498;Tot en met 3 500 kg;Diesel;Totaal;1992;;;;;;
499;Tot en met 3 500 kg;Diesel;Totaal;1993;;;;;;
500;Tot en met 3 500 kg;Diesel;Totaal;1994;;;;;;
501;Tot en met 3 500 kg;Diesel;Totaal;1995;;;;;;
502;Tot en met 3 500 kg;Diesel;Totaal;1996;;;;;;
503;Tot en met 3 500 kg;Diesel;Totaal;1997;;;;;;
504;Tot en met 3 500 kg;Diesel;Totaal;1998;;;;;;
505;Tot en met 3 500 kg;Diesel;Totaal;1999;;;;;;
506;Tot en met 3 500 kg;Diesel;Totaal;2000;;;;;;
507;Tot en met 3 500 kg;Diesel;Totaal;2001;;;;;;
508;Tot en met 3 500 kg;Diesel;Totaal;2002;105.7;87.0;18.7;241.8;87.0;154.8
509;Tot en met 3 500 kg;Diesel;Totaal;2003;111.1;92.1;19.0;249.4;92.1;157.3
510;Tot en met 3 500 kg;Diesel;Totaal;2004;114.0;95.3;18.7;260.5;95.3;165.2
511;Tot en met 3 500 kg;Diesel;Totaal;2005;126.4;107.1;19.3;294.3;107.1;187.2
512;Tot en met 3 500 kg;Diesel;Totaal;2006;140.4;119.2;21.3;305.0;119.2;185.8
513;Tot en met 3 500 kg;Diesel;Totaal;2007;140.3;118.8;21.4;322.2;118.8;203.4
514;Tot en met 3 500 kg;Diesel;Totaal;2008;148.9;128.0;20.9;341.9;128.0;213.8
515;Tot en met 3 500 kg;Diesel;Totaal;2009;156.5;133.4;23.2;347.6;133.4;214.3
516;Tot en met 3 500 kg;Diesel;Totaal;2010;145.1;121.1;24.0;331.4;121.1;210.2
517;Tot en met 3 500 kg;Diesel;Totaal;2011;142.1;118.3;23.9;318.6;118.3;200.3
518;Tot en met 3 500 kg;Diesel;Totaal;2012;129.6;105.7;23.9;302.7;105.7;197.0
519;Tot en met 3 500 kg;Diesel;Totaal;2013;127.4;100.5;26.9;289.4;100.5;188.9
520;Tot en met 3 500 kg;Diesel;Totaal;2014;130.7;102.9;27.8;284.7;102.9;181.8
521;Tot en met 3 500 kg;Diesel;Totaal;2015;129.7;101.4;28.2;282.7;101.4;181.3
522;Tot en met 3 500 kg;Diesel;Totaal;2016;137.6;106.2;31.4;285.0;106.2;178.8
523;Tot en met 3 500 kg;Diesel;Totaal;2017;135.9;104.7;31.2;278.2;104.7;173.5
524;Tot en met 3 500 kg;Diesel;Totaal;2018;134.3;102.7;31.6;272.3;102.7;169.7
525;Tot en met 3 500 kg;Diesel;Totaal;2019;131.5;98.4;33.1;254.5;98.4;156.2
526;Tot en met 3 500 kg;Diesel;Totaal;2020;123.2;97.9;25.4;218.6;97.9;120.8
527;Tot en met 3 500 kg;Diesel;0 tot 5 jaar;1990;;;;;;
528;Tot en met 3 500 kg;Diesel;0 tot 5 jaar;1991;;;;;;
529;Tot en met 3 500 kg;Diesel;0 tot 5 jaar;1992;;;;;;
530;Tot en met 3 500 kg;Diesel;0 tot 5 jaar;1993;;;;;;
531;Tot en met 3 500 kg;Diesel;0 tot 5 jaar;1994;;;;;;
532;Tot en met 3 500 kg;Diesel;0 tot 5 jaar;1995;;;;;;
533;Tot en met 3 500 kg;Diesel;0 tot 5 jaar;1996;;;;;;
534;Tot en met 3 500 kg;Diesel;0 tot 5 jaar;1997;;;;;;
535;Tot en met 3 500 kg;Diesel;0 tot 5 jaar;1998;;;;;;
536;Tot en met 3 500 kg;Diesel;0 tot 5 jaar;1999;;;;;;
537;Tot en met 3 500 kg;Diesel;0 tot 5 jaar;2000;;;;;;
538;Tot en met 3 500 kg;Diesel;0 tot 5 jaar;2001;;;;;;
539;Tot en met 3 500 kg;Diesel;0 tot 5 jaar;2002;37.9;32.6;5.3;75.4;32.6;42.8
540;Tot en met 3 500 kg;Diesel;0 tot 5 jaar;2003;38.2;33.2;5.0;72.5;33.2;39.3
541;Tot en met 3 500 kg;Diesel;0 tot 5 jaar;2004;37.1;32.7;4.4;68.3;32.7;35.6
542;Tot en met 3 500 kg;Diesel;0 tot 5 jaar;2005;36.4;32.4;4.0;66.4;32.4;34.0
543;Tot en met 3 500 kg;Diesel;0 tot 5 jaar;2006;34.0;30.2;3.8;59.0;30.2;28.8
544;Tot en met 3 500 kg;Diesel;0 tot 5 jaar;2007;31.4;27.9;3.5;54.5;27.9;26.7
545;Tot en met 3 500 kg;Diesel;0 tot 5 jaar;2008;34.4;30.8;3.5;55.3;30.8;24.5
546;Tot en met 3 500 kg;Diesel;0 tot 5 jaar;2009;33.4;30.0;3.4;49.5;30.0;19.5
547;Tot en met 3 500 kg;Diesel;0 tot 5 jaar;2010;29.4;25.6;3.8;42.9;25.6;17.3
548;Tot en met 3 500 kg;Diesel;0 tot 5 jaar;2011;27.8;24.8;3.0;38.9;24.8;14.1
549;Tot en met 3 500 kg;Diesel;0 tot 5 jaar;2012;21.5;19.0;2.5;29.7;19.0;10.7
550;Tot en met 3 500 kg;Diesel;0 tot 5 jaar;2013;16.8;13.9;2.9;24.1;13.9;10.2
551;Tot en met 3 500 kg;Diesel;0 tot 5 jaar;2014;16.5;13.7;2.9;23.7;13.7;10.0
552;Tot en met 3 500 kg;Diesel;0 tot 5 jaar;2015;19.4;16.2;3.2;27.4;16.2;11.2
553;Tot en met 3 500 kg;Diesel;0 tot 5 jaar;2016;22.0;18.1;3.9;30.0;18.1;11.8
554;Tot en met 3 500 kg;Diesel;0 tot 5 jaar;2017;24.0;19.8;4.2;32.1;19.8;12.3
555;Tot en met 3 500 kg;Diesel;0 tot 5 jaar;2018;27.5;22.2;5.3;37.6;22.2;15.4
556;Tot en met 3 500 kg;Diesel;0 tot 5 jaar;2019;30.4;24.2;6.2;41.5;24.2;17.3
557;Tot en met 3 500 kg;Diesel;0 tot 5 jaar;2020;31.8;25.5;6.3;41.5;25.5;16.0
558;Tot en met 3 500 kg;Diesel;5 tot 10 jaar;1990;;;;;;
559;Tot en met 3 500 kg;Diesel;5 tot 10 jaar;1991;;;;;;
560;Tot en met 3 500 kg;Diesel;5 tot 10 jaar;1992;;;;;;
561;Tot en met 3 500 kg;Diesel;5 tot 10 jaar;1993;;;;;;
562;Tot en met 3 500 kg;Diesel;5 tot 10 jaar;1994;;;;;;
563;Tot en met 3 500 kg;Diesel;5 tot 10 jaar;1995;;;;;;
564;Tot en met 3 500 kg;Diesel;5 tot 10 jaar;1996;;;;;;
565;Tot en met 3 500 kg;Diesel;5 tot 10 jaar;1997;;;;;;
566;Tot en met 3 500 kg;Diesel;5 tot 10 jaar;1998;;;;;;
567;Tot en met 3 500 kg;Diesel;5 tot 10 jaar;1999;;;;;;
568;Tot en met 3 500 kg;Diesel;5 tot 10 jaar;2000;;;;;;
569;Tot en met 3 500 kg;Diesel;5 tot 10 jaar;2001;;;;;;
570;Tot en met 3 500 kg;Diesel;5 tot 10 jaar;2002;27.1;21.9;5.2;65.8;21.9;43.9
571;Tot en met 3 500 kg;Diesel;5 tot 10 jaar;2003;30.4;24.7;5.6;72.4;24.7;47.7
572;Tot en met 3 500 kg;Diesel;5 tot 10 jaar;2004;33.2;27.3;5.9;81.2;27.3;53.9
573;Tot en met 3 500 kg;Diesel;5 tot 10 jaar;2005;41.1;34.5;6.7;100.3;34.5;65.8
574;Tot en met 3 500 kg;Diesel;5 tot 10 jaar;2006;48.5;41.0;7.5;106.8;41.0;65.8
575;Tot en met 3 500 kg;Diesel;5 tot 10 jaar;2007;48.3;41.0;7.3;110.2;41.0;69.2
576;Tot en met 3 500 kg;Diesel;5 tot 10 jaar;2008;46.3;39.8;6.5;107.1;39.8;67.2
577;Tot en met 3 500 kg;Diesel;5 tot 10 jaar;2009;44.1;37.6;6.5;98.1;37.6;60.4
578;Tot en met 3 500 kg;Diesel;5 tot 10 jaar;2010;36.2;30.4;5.9;81.1;30.4;50.7
579;Tot en met 3 500 kg;Diesel;5 tot 10 jaar;2011;30.7;26.0;4.7;64.3;26.0;38.3
580;Tot en met 3 500 kg;Diesel;5 tot 10 jaar;2012;27.7;23.5;4.2;53.9;23.5;30.3
581;Tot en met 3 500 kg;Diesel;5 tot 10 jaar;2013;26.5;21.6;4.9;46.2;21.6;24.6
582;Tot en met 3 500 kg;Diesel;5 tot 10 jaar;2014;24.7;20.2;4.5;39.8;20.2;19.6
583;Tot en met 3 500 kg;Diesel;5 tot 10 jaar;2015;23.5;19.3;4.2;35.5;19.3;16.2
584;Tot en met 3 500 kg;Diesel;5 tot 10 jaar;2016;25.3;20.6;4.8;35.7;20.6;15.1
585;Tot en met 3 500 kg;Diesel;5 tot 10 jaar;2017;22.0;18.0;4.0;29.8;18.0;11.8
586;Tot en met 3 500 kg;Diesel;5 tot 10 jaar;2018;18.8;15.3;3.6;25.2;15.3;9.9
587;Tot en met 3 500 kg;Diesel;5 tot 10 jaar;2019;19.2;15.6;3.6;25.2;15.6;9.6
588;Tot en met 3 500 kg;Diesel;5 tot 10 jaar;2020;20.2;16.5;3.7;25.7;16.5;9.2
589;Tot en met 3 500 kg;Diesel;10 jaar of ouder;1990;;;;;;
590;Tot en met 3 500 kg;Diesel;10 jaar of ouder;1991;;;;;;
591;Tot en met 3 500 kg;Diesel;10 jaar of ouder;1992;;;;;;
592;Tot en met 3 500 kg;Diesel;10 jaar of ouder;1993;;;;;;
593;Tot en met 3 500 kg;Diesel;10 jaar of ouder;1994;;;;;;
594;Tot en met 3 500 kg;Diesel;10 jaar of ouder;1995;;;;;;
595;Tot en met 3 500 kg;Diesel;10 jaar of ouder;1996;;;;;;
596;Tot en met 3 500 kg;Diesel;10 jaar of ouder;1997;;;;;;
597;Tot en met 3 500 kg;Diesel;10 jaar of ouder;1998;;;;;;
598;Tot en met 3 500 kg;Diesel;10 jaar of ouder;1999;;;;;;
599;Tot en met 3 500 kg;Diesel;10 jaar of ouder;2000;;;;;;
600;Tot en met 3 500 kg;Diesel;10 jaar of ouder;2001;;;;;;
