ID;Transacties;InstitutioneleSectoren;Perioden;Overheidsinkomsten_1
8048;D21 Productgebonden belastingen;Gemeenten;1999;74
8049;D21 Productgebonden belastingen;Gemeenten;2000 1e kwartaal;8
8050;D21 Productgebonden belastingen;Gemeenten;2000 2e kwartaal;25
8051;D21 Productgebonden belastingen;Gemeenten;2000 3e kwartaal;29
8052;D21 Productgebonden belastingen;Gemeenten;2000 4e kwartaal;21
8053;D21 Productgebonden belastingen;Gemeenten;2000;83
8054;D21 Productgebonden belastingen;Gemeenten;2001 1e kwartaal;10
8055;D21 Productgebonden belastingen;Gemeenten;2001 2e kwartaal;29
8056;D21 Productgebonden belastingen;Gemeenten;2001 3e kwartaal;32
8057;D21 Productgebonden belastingen;Gemeenten;2001 4e kwartaal;24
8058;D21 Productgebonden belastingen;Gemeenten;2001;95
8059;D21 Productgebonden belastingen;Gemeenten;2002 1e kwartaal;10
8060;D21 Productgebonden belastingen;Gemeenten;2002 2e kwartaal;30
8061;D21 Productgebonden belastingen;Gemeenten;2002 3e kwartaal;36
8062;D21 Productgebonden belastingen;Gemeenten;2002 4e kwartaal;25
8063;D21 Productgebonden belastingen;Gemeenten;2002;101
8064;D21 Productgebonden belastingen;Gemeenten;2003 1e kwartaal;10
8065;D21 Productgebonden belastingen;Gemeenten;2003 2e kwartaal;29
8066;D21 Productgebonden belastingen;Gemeenten;2003 3e kwartaal;33
8067;D21 Productgebonden belastingen;Gemeenten;2003 4e kwartaal;24
8068;D21 Productgebonden belastingen;Gemeenten;2003;96
8069;D21 Productgebonden belastingen;Gemeenten;2004 1e kwartaal;11
8070;D21 Productgebonden belastingen;Gemeenten;2004 2e kwartaal;32
8071;D21 Productgebonden belastingen;Gemeenten;2004 3e kwartaal;36
8072;D21 Productgebonden belastingen;Gemeenten;2004 4e kwartaal;26
8073;D21 Productgebonden belastingen;Gemeenten;2004;105
8074;D21 Productgebonden belastingen;Gemeenten;2005 1e kwartaal;11
8075;D21 Productgebonden belastingen;Gemeenten;2005 2e kwartaal;32
8076;D21 Productgebonden belastingen;Gemeenten;2005 3e kwartaal;38
8077;D21 Productgebonden belastingen;Gemeenten;2005 4e kwartaal;27
8078;D21 Productgebonden belastingen;Gemeenten;2005;108
8079;D21 Productgebonden belastingen;Gemeenten;2006 1e kwartaal;16
8080;D21 Productgebonden belastingen;Gemeenten;2006 2e kwartaal;33
8081;D21 Productgebonden belastingen;Gemeenten;2006 3e kwartaal;43
8082;D21 Productgebonden belastingen;Gemeenten;2006 4e kwartaal;22
8083;D21 Productgebonden belastingen;Gemeenten;2006;114
8084;D21 Productgebonden belastingen;Gemeenten;2007 1e kwartaal;18
8085;D21 Productgebonden belastingen;Gemeenten;2007 2e kwartaal;36
8086;D21 Productgebonden belastingen;Gemeenten;2007 3e kwartaal;47
8087;D21 Productgebonden belastingen;Gemeenten;2007 4e kwartaal;24
8088;D21 Productgebonden belastingen;Gemeenten;2007;125
8089;D21 Productgebonden belastingen;Gemeenten;2008 1e kwartaal;19
8090;D21 Productgebonden belastingen;Gemeenten;2008 2e kwartaal;40
8091;D21 Productgebonden belastingen;Gemeenten;2008 3e kwartaal;52
8092;D21 Productgebonden belastingen;Gemeenten;2008 4e kwartaal;26
8093;D21 Productgebonden belastingen;Gemeenten;2008;137
8094;D21 Productgebonden belastingen;Gemeenten;2009 1e kwartaal;17
8095;D21 Productgebonden belastingen;Gemeenten;2009 2e kwartaal;35
8096;D21 Productgebonden belastingen;Gemeenten;2009 3e kwartaal;46
8097;D21 Productgebonden belastingen;Gemeenten;2009 4e kwartaal;23
8098;D21 Productgebonden belastingen;Gemeenten;2009;121
8099;D21 Productgebonden belastingen;Gemeenten;2010 1e kwartaal;18
8100;D21 Productgebonden belastingen;Gemeenten;2010 2e kwartaal;38
8101;D21 Productgebonden belastingen;Gemeenten;2010 3e kwartaal;50
8102;D21 Productgebonden belastingen;Gemeenten;2010 4e kwartaal;25
8103;D21 Productgebonden belastingen;Gemeenten;2010;131
8104;D21 Productgebonden belastingen;Gemeenten;2011 1e kwartaal;21
8105;D21 Productgebonden belastingen;Gemeenten;2011 2e kwartaal;43
8106;D21 Productgebonden belastingen;Gemeenten;2011 3e kwartaal;56
8107;D21 Productgebonden belastingen;Gemeenten;2011 4e kwartaal;28
8108;D21 Productgebonden belastingen;Gemeenten;2011;148
8109;D21 Productgebonden belastingen;Gemeenten;2012 1e kwartaal;22
8110;D21 Productgebonden belastingen;Gemeenten;2012 2e kwartaal;46
8111;D21 Productgebonden belastingen;Gemeenten;2012 3e kwartaal;61
8112;D21 Productgebonden belastingen;Gemeenten;2012 4e kwartaal;30
8113;D21 Productgebonden belastingen;Gemeenten;2012;159
8114;D21 Productgebonden belastingen;Gemeenten;2013 1e kwartaal;23
8115;D21 Productgebonden belastingen;Gemeenten;2013 2e kwartaal;48
8116;D21 Productgebonden belastingen;Gemeenten;2013 3e kwartaal;62
8117;D21 Productgebonden belastingen;Gemeenten;2013 4e kwartaal;31
8118;D21 Productgebonden belastingen;Gemeenten;2013;164
8119;D21 Productgebonden belastingen;Gemeenten;2014 1e kwartaal;25
8120;D21 Productgebonden belastingen;Gemeenten;2014 2e kwartaal;52
8121;D21 Productgebonden belastingen;Gemeenten;2014 3e kwartaal;69
8122;D21 Productgebonden belastingen;Gemeenten;2014 4e kwartaal;34
8123;D21 Productgebonden belastingen;Gemeenten;2014;180
8124;D21 Productgebonden belastingen;Gemeenten;2015 1e kwartaal;29
8125;D21 Productgebonden belastingen;Gemeenten;2015 2e kwartaal;60
8126;D21 Productgebonden belastingen;Gemeenten;2015 3e kwartaal;78
8127;D21 Productgebonden belastingen;Gemeenten;2015 4e kwartaal;39
8128;D21 Productgebonden belastingen;Gemeenten;2015;206
8129;D21 Productgebonden belastingen;Gemeenten;2016 1e kwartaal;29
8130;D21 Productgebonden belastingen;Gemeenten;2016 2e kwartaal;61
8131;D21 Productgebonden belastingen;Gemeenten;2016 3e kwartaal;80
8132;D21 Productgebonden belastingen;Gemeenten;2016 4e kwartaal;40
8133;D21 Productgebonden belastingen;Gemeenten;2016;210
8134;D21 Productgebonden belastingen;Gemeenten;2017 1e kwartaal;35
8135;D21 Productgebonden belastingen;Gemeenten;2017 2e kwartaal;73
8136;D21 Productgebonden belastingen;Gemeenten;2017 3e kwartaal;96
8137;D21 Productgebonden belastingen;Gemeenten;2017 4e kwartaal;48
8138;D21 Productgebonden belastingen;Gemeenten;2017;252
8139;D21 Productgebonden belastingen;Gemeenten;2018 1e kwartaal;40
8140;D21 Productgebonden belastingen;Gemeenten;2018 2e kwartaal;84
8141;D21 Productgebonden belastingen;Gemeenten;2018 3e kwartaal;109
8142;D21 Productgebonden belastingen;Gemeenten;2018 4e kwartaal;55
8143;D21 Productgebonden belastingen;Gemeenten;2018;288
8144;D21 Productgebonden belastingen;Gemeenten;2019 1e kwartaal;48
8145;D21 Productgebonden belastingen;Gemeenten;2019 2e kwartaal;99
8146;D21 Productgebonden belastingen;Gemeenten;2019 3e kwartaal;130
8147;D21 Productgebonden belastingen;Gemeenten;2019 4e kwartaal;65
8148;D21 Productgebonden belastingen;Gemeenten;2019;342
8149;D21 Productgebonden belastingen;Gemeenten;2020 1e kwartaal;31
8150;D21 Productgebonden belastingen;Gemeenten;2020 2e kwartaal;113
8151;D21 Productgebonden belastingen;Gemeenten;2020 3e kwartaal;28
8152;D21 Productgebonden belastingen;Gemeenten;2020 4e kwartaal;39
8153;D21 Productgebonden belastingen;Gemeenten;2020;211
8154;D21 Productgebonden belastingen;Gemeenten;2021 1e kwartaal;19
8155;D21 Productgebonden belastingen;Gemeenten;2021 2e kwartaal;60
8156;D21 Productgebonden belastingen;Gemeenten;2021 3e kwartaal;111
8157;D21 Productgebonden belastingen;Gemeenten;2021 4e kwartaal;50
8158;D21 Productgebonden belastingen;Gemeenten;2021;240
8159;D21 Productgebonden belastingen;Gemeenten;2022 1e kwartaal;52
8160;D21 Productgebonden belastingen;Gemeenten;2022 2e kwartaal;125
8161;D21 Productgebonden belastingen;Gemeenten;2022 3e kwartaal;136
8162;D21 Productgebonden belastingen;Gemeenten;2022 4e kwartaal;83
8163;D21 Productgebonden belastingen;Gemeenten;2022;396
8164;D21 Productgebonden belastingen;Gemeenten;2023 1e kwartaal;67
8165;D21 Productgebonden belastingen;Gemeenten;2023 2e kwartaal;135
8166;D21 Productgebonden belastingen;Gemeenten;2023 3rd kwartaal;167
8167;D21 Productgebonden belastingen;Gemeenten;2023 4e kwartaal;86
8168;D21 Productgebonden belastingen;Gemeenten;2023;455
8169;D21 Productgebonden belastingen;Gemeenten;2024 1e kwartaal;96
8170;D21 Productgebonden belastingen;Gemeenten;2024 2e kwartaal;157
8171;D21 Productgebonden belastingen;Gemeenten;2024 3e kwartaal;174
8172;D21 Productgebonden belastingen;Gemeenten;2024 4e kwartaal;145
8173;D21 Productgebonden belastingen;Gemeenten;2024;572
8174;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;1995;0
8175;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;1996;0
8176;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;1997;0
8177;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;1998;0
8178;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;1999 1e kwartaal;0
8179;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;1999 2e kwartaal;0
8180;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;1999 3e kwartaal;0
8181;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;1999 4e kwartaal;0
8182;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;1999;0
8183;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2000 1e kwartaal;0
8184;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2000 2e kwartaal;0
8185;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2000 3e kwartaal;0
8186;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2000 4e kwartaal;0
8187;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2000;0
8188;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2001 1e kwartaal;0
8189;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2001 2e kwartaal;0
8190;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2001 3e kwartaal;0
8191;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2001 4e kwartaal;0
8192;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2001;0
8193;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2002 1e kwartaal;0
8194;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2002 2e kwartaal;0
8195;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2002 3e kwartaal;0
8196;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2002 4e kwartaal;0
8197;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2002;0
8198;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2003 1e kwartaal;0
8199;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2003 2e kwartaal;0
8200;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2003 3e kwartaal;0
8201;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2003 4e kwartaal;0
8202;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2003;0
8203;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2004 1e kwartaal;0
8204;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2004 2e kwartaal;0
8205;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2004 3e kwartaal;0
8206;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2004 4e kwartaal;0
8207;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2004;0
8208;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2005 1e kwartaal;0
8209;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2005 2e kwartaal;0
8210;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2005 3e kwartaal;0
8211;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2005 4e kwartaal;0
8212;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2005;0
8213;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2006 1e kwartaal;0
8214;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2006 2e kwartaal;0
8215;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2006 3e kwartaal;0
8216;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2006 4e kwartaal;0
8217;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2006;0
8218;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2007 1e kwartaal;0
8219;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2007 2e kwartaal;0
8220;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2007 3e kwartaal;0
8221;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2007 4e kwartaal;0
8222;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2007;0
8223;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2008 1e kwartaal;0
8224;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2008 2e kwartaal;0
8225;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2008 3e kwartaal;0
8226;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2008 4e kwartaal;0
8227;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2008;0
8228;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2009 1e kwartaal;0
8229;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2009 2e kwartaal;0
8230;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2009 3e kwartaal;0
8231;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2009 4e kwartaal;0
8232;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2009;0
8233;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2010 1e kwartaal;0
8234;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2010 2e kwartaal;0
8235;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2010 3e kwartaal;0
8236;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2010 4e kwartaal;0
8237;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2010;0
8238;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2011 1e kwartaal;0
8239;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2011 2e kwartaal;0
8240;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2011 3e kwartaal;0
8241;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2011 4e kwartaal;0
8242;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2011;0
8243;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2012 1e kwartaal;0
8244;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2012 2e kwartaal;0
8245;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2012 3e kwartaal;0
8246;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2012 4e kwartaal;0
8247;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2012;0
8248;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2013 1e kwartaal;0
8249;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2013 2e kwartaal;0
8250;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2013 3e kwartaal;0
8251;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2013 4e kwartaal;0
8252;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2013;0
8253;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2014 1e kwartaal;0
8254;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2014 2e kwartaal;0
8255;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2014 3e kwartaal;0
8256;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2014 4e kwartaal;0
8257;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2014;0
8258;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2015 1e kwartaal;0
8259;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2015 2e kwartaal;0
8260;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2015 3e kwartaal;0
8261;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2015 4e kwartaal;0
8262;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2015;0
8263;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2016 1e kwartaal;0
8264;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2016 2e kwartaal;0
8265;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2016 3e kwartaal;0
8266;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2016 4e kwartaal;0
8267;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2016;0
8268;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2017 1e kwartaal;0
8269;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2017 2e kwartaal;0
8270;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2017 3e kwartaal;0
8271;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2017 4e kwartaal;0
8272;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2017;0
8273;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2018 1e kwartaal;0
8274;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2018 2e kwartaal;0
8275;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2018 3e kwartaal;0
8276;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2018 4e kwartaal;0
8277;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2018;0
8278;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2019 1e kwartaal;0
8279;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2019 2e kwartaal;0
8280;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2019 3e kwartaal;0
8281;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2019 4e kwartaal;0
8282;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2019;0
8283;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2020 1e kwartaal;0
8284;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2020 2e kwartaal;0
8285;D21 Productgebonden belastingen;Gemeenschappelijke regelingen;2020 3e kwartaal;0
