ID;LeeftijdReferentiepersoon;BurgerlijkeStaatReferentiepersoon;Perioden;Huishoudens_1;Eenpersoonshuishoudens_2;Paren_3;Eenouders_4;OverigeHuishoudens_5
44;Totaal over alle leeftijden;Ongehuwd;2007;2118730;1350688;601170;124485;42387
45;Totaal over alle leeftijden;Ongehuwd;2008;2165810;1377296;615282;130720;42512
46;Totaal over alle leeftijden;Ongehuwd;2009;2214814;1405264;630069;136762;42719
47;Totaal over alle leeftijden;Ongehuwd;2010;2265568;1434453;645502;142598;43015
48;Totaal over alle leeftijden;Ongehuwd;2011;2317195;1464216;661471;148191;43317
49;Totaal over alle leeftijden;Ongehuwd;2012;2369266;1494300;677812;153528;43626
50;Totaal over alle leeftijden;Ongehuwd;2013;2421174;1524258;694384;158610;43922
51;Totaal over alle leeftijden;Ongehuwd;2014;2472154;1553594;710995;163376;44189
52;Totaal over alle leeftijden;Ongehuwd;2015;2521962;1582217;727468;167854;44423
53;Totaal over alle leeftijden;Ongehuwd;2016;2570782;1610330;743754;172047;44651
54;Totaal over alle leeftijden;Ongehuwd;2017;2618950;1638213;759855;175977;44905
55;Totaal over alle leeftijden;Ongehuwd;2018;2666634;1666016;775787;179654;45177
56;Totaal over alle leeftijden;Ongehuwd;2019;2714035;1693809;791650;183116;45460
57;Totaal over alle leeftijden;Ongehuwd;2020;2760814;1721221;807521;186340;45732
58;Totaal over alle leeftijden;Ongehuwd;2021;2806884;1748103;823474;189342;45965
59;Totaal over alle leeftijden;Ongehuwd;2022;2852263;1774410;839537;192151;46165
60;Totaal over alle leeftijden;Ongehuwd;2023;2896354;1799686;855644;194721;46303
61;Totaal over alle leeftijden;Ongehuwd;2024;2938688;1823641;871614;197068;46365
62;Totaal over alle leeftijden;Ongehuwd;2025;2979169;1846339;887271;199202;46357
63;Totaal over alle leeftijden;Ongehuwd;2026;3017727;1867823;902457;201118;46329
64;Totaal over alle leeftijden;Ongehuwd;2027;3054397;1888222;917029;202880;46266
65;Totaal over alle leeftijden;Ongehuwd;2028;3089307;1907686;930977;204467;46177
66;Totaal over alle leeftijden;Ongehuwd;2029;3122623;1926273;944328;205924;46098
67;Totaal over alle leeftijden;Ongehuwd;2030;3154528;1944048;957187;207274;46019
68;Totaal over alle leeftijden;Ongehuwd;2031;3185180;1961073;969623;208548;45936
69;Totaal over alle leeftijden;Ongehuwd;2032;3214851;1977499;981754;209748;45850
70;Totaal over alle leeftijden;Ongehuwd;2033;3243760;1993396;993651;210915;45798
71;Totaal over alle leeftijden;Ongehuwd;2034;3272089;2008880;1005363;212083;45763
72;Totaal over alle leeftijden;Ongehuwd;2035;3300016;2024085;1016964;213233;45734
73;Totaal over alle leeftijden;Ongehuwd;2036;3327686;2039068;1028510;214377;45731
74;Totaal over alle leeftijden;Ongehuwd;2037;3355190;2053899;1040032;215499;45760
75;Totaal over alle leeftijden;Ongehuwd;2038;3382587;2068628;1051570;216616;45773
76;Totaal over alle leeftijden;Ongehuwd;2039;3409964;2083274;1063162;217705;45823
77;Totaal over alle leeftijden;Ongehuwd;2040;3437288;2097828;1074820;218775;45865
78;Totaal over alle leeftijden;Ongehuwd;2041;3464526;2112249;1086523;219840;45914
79;Totaal over alle leeftijden;Ongehuwd;2042;3491592;2126464;1098263;220904;45961
80;Totaal over alle leeftijden;Ongehuwd;2043;3518377;2140398;1110009;221959;46011
81;Totaal over alle leeftijden;Ongehuwd;2044;3544760;2153986;1121701;223016;46057
82;Totaal over alle leeftijden;Ongehuwd;2045;3570629;2167178;1133303;224050;46098
83;Totaal over alle leeftijden;Ongehuwd;2046;3595897;2179929;1144779;225058;46131
84;Totaal over alle leeftijden;Ongehuwd;2047;3620391;2192149;1156050;226034;46158
85;Totaal over alle leeftijden;Ongehuwd;2048;3644057;2203829;1167091;226980;46157
86;Totaal over alle leeftijden;Ongehuwd;2049;3666861;2214958;1177840;227891;46172
87;Totaal over alle leeftijden;Ongehuwd;2050;3688652;2225482;1188254;228758;46158
88;Totaal over alle leeftijden;Gehuwd;2007;3490967;79986;3373018;35306;2657
89;Totaal over alle leeftijden;Gehuwd;2008;3473097;80423;3354830;35202;2642
90;Totaal over alle leeftijden;Gehuwd;2009;3457026;80875;3338435;35086;2630
91;Totaal over alle leeftijden;Gehuwd;2010;3442728;81350;3323790;34968;2620
92;Totaal over alle leeftijden;Gehuwd;2011;3429462;81834;3310183;34829;2616
93;Totaal over alle leeftijden;Gehuwd;2012;3417062;82337;3297428;34689;2608
94;Totaal over alle leeftijden;Gehuwd;2013;3405336;82836;3285356;34541;2603
95;Totaal over alle leeftijden;Gehuwd;2014;3394154;83342;3273825;34383;2604
96;Totaal over alle leeftijden;Gehuwd;2015;3383287;83824;3262651;34206;2606
97;Totaal over alle leeftijden;Gehuwd;2016;3372636;84305;3251697;34026;2608
98;Totaal over alle leeftijden;Gehuwd;2017;3361908;84765;3240684;33846;2613
99;Totaal over alle leeftijden;Gehuwd;2018;3350995;85217;3229521;33648;2609
100;Totaal over alle leeftijden;Gehuwd;2019;3339717;85657;3217981;33466;2613
101;Totaal over alle leeftijden;Gehuwd;2020;3327874;86077;3205894;33288;2615
102;Totaal over alle leeftijden;Gehuwd;2021;3315413;86477;3193203;33118;2615
103;Totaal over alle leeftijden;Gehuwd;2022;3302401;86858;3179957;32970;2616
104;Totaal over alle leeftijden;Gehuwd;2023;3288805;87210;3166159;32822;2614
105;Totaal over alle leeftijden;Gehuwd;2024;3274684;87550;3151824;32696;2614
106;Totaal over alle leeftijden;Gehuwd;2025;3259990;87839;3136935;32595;2621
107;Totaal over alle leeftijden;Gehuwd;2026;3244767;88110;3121518;32514;2625
108;Totaal over alle leeftijden;Gehuwd;2027;3228906;88348;3105489;32444;2625
109;Totaal over alle leeftijden;Gehuwd;2028;3212348;88547;3088779;32402;2620
110;Totaal over alle leeftijden;Gehuwd;2029;3194996;88729;3071278;32373;2616
111;Totaal over alle leeftijden;Gehuwd;2030;3176728;88869;3052896;32351;2612
112;Totaal over alle leeftijden;Gehuwd;2031;3157563;88960;3033656;32342;2605
113;Totaal over alle leeftijden;Gehuwd;2032;3137536;89027;3013568;32341;2600
114;Totaal over alle leeftijden;Gehuwd;2033;3116608;89039;2992634;32344;2591
115;Totaal over alle leeftijden;Gehuwd;2034;3094919;89023;2970968;32346;2582
116;Totaal over alle leeftijden;Gehuwd;2035;3072681;88970;2948797;32346;2568
117;Totaal over alle leeftijden;Gehuwd;2036;3050073;88906;2926260;32352;2555
118;Totaal over alle leeftijden;Gehuwd;2037;3027240;88817;2903531;32360;2532
119;Totaal over alle leeftijden;Gehuwd;2038;3004398;88716;2880808;32364;2510
120;Totaal over alle leeftijden;Gehuwd;2039;2981689;88590;2858244;32360;2495
121;Totaal over alle leeftijden;Gehuwd;2040;2959294;88482;2835971;32364;2477
122;Totaal over alle leeftijden;Gehuwd;2041;2937317;88352;2814156;32357;2452
123;Totaal over alle leeftijden;Gehuwd;2042;2915939;88229;2792921;32354;2435
124;Totaal over alle leeftijden;Gehuwd;2043;2895261;88110;2772393;32346;2412
125;Totaal over alle leeftijden;Gehuwd;2044;2875407;87988;2752690;32329;2400
126;Totaal over alle leeftijden;Gehuwd;2045;2856440;87862;2733877;32322;2379
127;Totaal over alle leeftijden;Gehuwd;2046;2838468;87742;2716050;32315;2361
128;Totaal over alle leeftijden;Gehuwd;2047;2821544;87610;2699293;32296;2345
129;Totaal over alle leeftijden;Gehuwd;2048;2805747;87477;2683663;32284;2323
130;Totaal over alle leeftijden;Gehuwd;2049;2791136;87349;2669205;32271;2311
131;Totaal over alle leeftijden;Gehuwd;2050;2777733;87209;2655972;32260;2292
132;Totaal over alle leeftijden;Verweduwd;2007;750013;642631;28506;77992;884
133;Totaal over alle leeftijden;Verweduwd;2008;747436;642240;27857;76435;904
134;Totaal over alle leeftijden;Verweduwd;2009;745379;642362;27201;74886;930
135;Totaal over alle leeftijden;Verweduwd;2010;743768;642973;26525;73315;955
136;Totaal over alle leeftijden;Verweduwd;2011;742613;644048;25840;71740;985
137;Totaal over alle leeftijden;Verweduwd;2012;741786;645493;25135;70153;1005
138;Totaal over alle leeftijden;Verweduwd;2013;741314;647328;24396;68566;1024
139;Totaal over alle leeftijden;Verweduwd;2014;741119;649495;23609;66964;1051
140;Totaal over alle leeftijden;Verweduwd;2015;741181;651968;22770;65364;1079
141;Totaal over alle leeftijden;Verweduwd;2016;741464;654695;21869;63792;1108
142;Totaal over alle leeftijden;Verweduwd;2017;741962;657682;20913;62237;1130
143;Totaal over alle leeftijden;Verweduwd;2018;742520;660767;19907;60689;1157
144;Totaal over alle leeftijden;Verweduwd;2019;743080;663863;18869;59172;1176
145;Totaal over alle leeftijden;Verweduwd;2020;743564;666889;17796;57673;1206
146;Totaal over alle leeftijden;Verweduwd;2021;744160;670026;16696;56203;1235
147;Totaal over alle leeftijden;Verweduwd;2022;745191;673558;15589;54787;1257
148;Totaal over alle leeftijden;Verweduwd;2023;746580;677390;14465;53438;1287
149;Totaal over alle leeftijden;Verweduwd;2024;748268;681467;13338;52151;1312
150;Totaal over alle leeftijden;Verweduwd;2025;750162;685663;12225;50937;1337
151;Totaal over alle leeftijden;Verweduwd;2026;752175;689911;11114;49786;1364
152;Totaal over alle leeftijden;Verweduwd;2027;754226;694113;10024;48699;1390
153;Totaal over alle leeftijden;Verweduwd;2028;756187;698153;8935;47675;1424
154;Totaal over alle leeftijden;Verweduwd;2029;757920;701907;7866;46696;1451
155;Totaal over alle leeftijden;Verweduwd;2030;759336;705243;6846;45767;1480
156;Totaal over alle leeftijden;Verweduwd;2031;760287;707991;5901;44881;1514
157;Totaal over alle leeftijden;Verweduwd;2032;760691;710133;4980;44040;1538
158;Totaal over alle leeftijden;Verweduwd;2033;760535;711408;4311;43249;1567
159;Totaal over alle leeftijden;Verweduwd;2034;759703;711761;3877;42474;1591
160;Totaal over alle leeftijden;Verweduwd;2035;758066;711175;3570;41712;1609
161;Totaal over alle leeftijden;Verweduwd;2036;755574;709635;3328;40977;1634
162;Totaal over alle leeftijden;Verweduwd;2037;752114;707083;3152;40232;1647
163;Totaal over alle leeftijden;Verweduwd;2038;747721;703571;2998;39493;1659
164;Totaal over alle leeftijden;Verweduwd;2039;742428;699135;2876;38750;1667
165;Totaal over alle leeftijden;Verweduwd;2040;736274;693831;2768;37994;1681
166;Totaal over alle leeftijden;Verweduwd;2041;729297;687708;2675;37235;1679
167;Totaal over alle leeftijden;Verweduwd;2042;721584;680831;2600;36466;1687
168;Totaal over alle leeftijden;Verweduwd;2043;713189;673254;2532;35712;1691
169;Totaal over alle leeftijden;Verweduwd;2044;704180;665049;2482;34956;1693
170;Totaal over alle leeftijden;Verweduwd;2045;694611;656273;2439;34206;1693
171;Totaal over alle leeftijden;Verweduwd;2046;684543;646974;2402;33464;1703
172;Totaal over alle leeftijden;Verweduwd;2047;674026;637224;2374;32732;1696
173;Totaal over alle leeftijden;Verweduwd;2048;663086;627024;2349;32020;1693
174;Totaal over alle leeftijden;Verweduwd;2049;651730;616379;2331;31323;1697
175;Totaal over alle leeftijden;Verweduwd;2050;639956;605313;2315;30632;1696
176;Totaal over alle leeftijden;Gescheiden;2007;839809;482849;131141;223323;2496
177;Totaal over alle leeftijden;Gescheiden;2008;860580;499051;133007;226013;2509
178;Totaal over alle leeftijden;Gescheiden;2009;878677;513952;134460;227732;2533
179;Totaal over alle leeftijden;Gescheiden;2010;894434;527708;135588;228595;2543
180;Totaal over alle leeftijden;Gescheiden;2011;908860;540688;136635;228982;2555
181;Totaal over alle leeftijden;Gescheiden;2012;922114;553062;137575;228910;2567
182;Totaal over alle leeftijden;Gescheiden;2013;934200;564818;138428;228372;2582
183;Totaal over alle leeftijden;Gescheiden;2014;945105;575918;139212;227389;2586
184;Totaal over alle leeftijden;Gescheiden;2015;954917;586414;139917;225993;2593
185;Totaal over alle leeftijden;Gescheiden;2016;963597;596247;140561;224189;2600
186;Totaal over alle leeftijden;Gescheiden;2017;971232;605447;141137;222035;2613
187;Totaal over alle leeftijden;Gescheiden;2018;977903;614050;141652;219584;2617
188;Totaal over alle leeftijden;Gescheiden;2019;983633;621987;142111;216913;2622
189;Totaal over alle leeftijden;Gescheiden;2020;988509;629279;142488;214120;2622
190;Totaal over alle leeftijden;Gescheiden;2021;992603;635900;142812;211262;2629
191;Totaal over alle leeftijden;Gescheiden;2022;995980;641826;143085;208441;2628
192;Totaal over alle leeftijden;Gescheiden;2023;998677;647044;143276;205734;2623
193;Totaal over alle leeftijden;Gescheiden;2024;1000765;651510;143406;203224;2625
194;Totaal over alle leeftijden;Gescheiden;2025;1002298;655227;143510;200944;2617
195;Totaal over alle leeftijden;Gescheiden;2026;1003321;658222;143524;198957;2618
196;Totaal over alle leeftijden;Gescheiden;2027;1003898;660500;143483;197299;2616
197;Totaal over alle leeftijden;Gescheiden;2028;1004000;662067;143389;195929;2615
198;Totaal over alle leeftijden;Gescheiden;2029;1003701;662964;143249;194878;2610
199;Totaal over alle leeftijden;Gescheiden;2030;1002967;663193;143055;194118;2601
200;Totaal over alle leeftijden;Gescheiden;2031;1001862;662789;142841;193638;2594
201;Totaal over alle leeftijden;Gescheiden;2032;1000353;661790;142582;193395;2586
202;Totaal over alle leeftijden;Gescheiden;2033;998488;660255;142305;193343;2585
203;Totaal over alle leeftijden;Gescheiden;2034;996223;658227;141974;193440;2582
204;Totaal over alle leeftijden;Gescheiden;2035;993589;655792;141596;193631;2570
205;Totaal over alle leeftijden;Gescheiden;2036;990626;652986;141170;193907;2563
206;Totaal over alle leeftijden;Gescheiden;2037;987366;649857;140699;194254;2556
207;Totaal over alle leeftijden;Gescheiden;2038;983800;646467;140163;194613;2557
208;Totaal over alle leeftijden;Gescheiden;2039;979939;642851;139589;194949;2550
209;Totaal over alle leeftijden;Gescheiden;2040;975853;639072;138964;195270;2547
210;Totaal over alle leeftijden;Gescheiden;2041;971533;635128;138319;195541;2545
211;Totaal over alle leeftijden;Gescheiden;2042;967024;631121;137605;195762;2536
212;Totaal over alle leeftijden;Gescheiden;2043;962368;627063;136864;195913;2528
213;Totaal over alle leeftijden;Gescheiden;2044;957609;623013;136073;195991;2532
214;Totaal over alle leeftijden;Gescheiden;2045;952781;618986;135255;196004;2536
215;Totaal over alle leeftijden;Gescheiden;2046;947870;615027;134393;195919;2531
216;Totaal over alle leeftijden;Gescheiden;2047;942977;611157;133515;195769;2536
217;Totaal over alle leeftijden;Gescheiden;2048;938111;607419;132601;195550;2541
218;Totaal over alle leeftijden;Gescheiden;2049;933280;603797;131669;195271;2543
219;Totaal over alle leeftijden;Gescheiden;2050;928539;600336;130730;194933;2540
220;15;Referentiepersonen;2007;1643;1361;133;11;138
221;15;Referentiepersonen;2008;1620;1342;131;11;136
222;15;Referentiepersonen;2009;1602;1327;130;11;134
223;15;Referentiepersonen;2010;1606;1330;130;11;135
224;15;Referentiepersonen;2011;1558;1292;126;10;130
225;15;Referentiepersonen;2012;1556;1290;125;10;131
226;15;Referentiepersonen;2013;1566;1298;127;10;131
227;15;Referentiepersonen;2014;1614;1338;130;11;135
228;15;Referentiepersonen;2015;1625;1347;131;11;136
229;15;Referentiepersonen;2016;1659;1375;134;11;139
230;15;Referentiepersonen;2017;1632;1353;132;11;136
231;15;Referentiepersonen;2018;1616;1339;130;11;136
232;15;Referentiepersonen;2019;1602;1328;129;11;134
233;15;Referentiepersonen;2020;1547;1282;125;10;130
234;15;Referentiepersonen;2021;1498;1242;121;10;125
235;15;Referentiepersonen;2022;1481;1228;119;10;124
236;15;Referentiepersonen;2023;1464;1214;118;10;122
237;15;Referentiepersonen;2024;1453;1204;117;10;122
238;15;Referentiepersonen;2025;1444;1197;116;10;121
239;15;Referentiepersonen;2026;1439;1192;116;10;121
240;15;Referentiepersonen;2027;1431;1186;115;10;120
241;15;Referentiepersonen;2028;1427;1183;115;10;119
242;15;Referentiepersonen;2029;1427;1183;115;10;119
243;15;Referentiepersonen;2030;1430;1185;115;10;120
244;15;Referentiepersonen;2031;1436;1190;116;10;120
245;15;Referentiepersonen;2032;1441;1194;116;10;121
246;15;Referentiepersonen;2033;1450;1201;117;10;122
247;15;Referentiepersonen;2034;1457;1208;117;10;122
248;15;Referentiepersonen;2035;1467;1216;118;10;123
249;15;Referentiepersonen;2036;1476;1223;119;10;124
250;15;Referentiepersonen;2037;1486;1231;120;10;125
251;15;Referentiepersonen;2038;1491;1236;120;10;125
252;15;Referentiepersonen;2039;1498;1242;121;10;125
253;15;Referentiepersonen;2040;1503;1246;121;10;126
254;15;Referentiepersonen;2041;1508;1250;121;10;127
255;15;Referentiepersonen;2042;1510;1252;121;10;127
256;15;Referentiepersonen;2043;1514;1255;122;10;127
257;15;Referentiepersonen;2044;1515;1256;122;10;127
258;15;Referentiepersonen;2045;1516;1257;122;10;127
259;15;Referentiepersonen;2046;1515;1256;122;10;127
260;15;Referentiepersonen;2047;1512;1254;121;10;127
261;15;Referentiepersonen;2048;1510;1252;121;10;127
262;15;Referentiepersonen;2049;1505;1247;121;10;127
263;15;Referentiepersonen;2050;1498;1243;120;10;125
264;15;Ongehuwd;2007;1643;1361;133;11;138
265;15;Ongehuwd;2008;1620;1342;131;11;136
266;15;Ongehuwd;2009;1602;1327;130;11;134
267;15;Ongehuwd;2010;1606;1330;130;11;135
268;15;Ongehuwd;2011;1558;1292;126;10;130
269;15;Ongehuwd;2012;1556;1290;125;10;131
270;15;Ongehuwd;2013;1566;1298;127;10;131
271;15;Ongehuwd;2014;1614;1338;130;11;135
272;15;Ongehuwd;2015;1625;1347;131;11;136
273;15;Ongehuwd;2016;1659;1375;134;11;139
274;15;Ongehuwd;2017;1632;1353;132;11;136
275;15;Ongehuwd;2018;1616;1339;130;11;136
276;15;Ongehuwd;2019;1602;1328;129;11;134
277;15;Ongehuwd;2020;1547;1282;125;10;130
278;15;Ongehuwd;2021;1498;1242;121;10;125
279;15;Ongehuwd;2022;1481;1228;119;10;124
280;15;Ongehuwd;2023;1464;1214;118;10;122
281;15;Ongehuwd;2024;1453;1204;117;10;122
282;15;Ongehuwd;2025;1444;1197;116;10;121
283;15;Ongehuwd;2026;1439;1192;116;10;121
284;15;Ongehuwd;2027;1431;1186;115;10;120
285;15;Ongehuwd;2028;1427;1183;115;10;119
286;15;Ongehuwd;2029;1427;1183;115;10;119
287;15;Ongehuwd;2030;1430;1185;115;10;120
288;15;Ongehuwd;2031;1436;1190;116;10;120
289;15;Ongehuwd;2032;1441;1194;116;10;121
290;15;Ongehuwd;2033;1450;1201;117;10;122
291;15;Ongehuwd;2034;1457;1208;117;10;122
292;15;Ongehuwd;2035;1467;1216;118;10;123
293;15;Ongehuwd;2036;1476;1223;119;10;124
294;15;Ongehuwd;2037;1486;1231;120;10;125
295;15;Ongehuwd;2038;1491;1236;120;10;125
296;15;Ongehuwd;2039;1498;1242;121;10;125
297;15;Ongehuwd;2040;1503;1246;121;10;126
298;15;Ongehuwd;2041;1508;1250;121;10;127
299;15;Ongehuwd;2042;1510;1252;121;10;127
300;15;Ongehuwd;2043;1514;1255;122;10;127
301;15;Ongehuwd;2044;1515;1256;122;10;127
302;15;Ongehuwd;2045;1516;1257;122;10;127
303;15;Ongehuwd;2046;1515;1256;122;10;127
304;15;Ongehuwd;2047;1512;1254;121;10;127
305;15;Ongehuwd;2048;1510;1252;121;10;127
306;15;Ongehuwd;2049;1505;1247;121;10;127
307;15;Ongehuwd;2050;1498;1243;120;10;125
308;15;Gehuwd;2007;0;0;0;0;0
309;15;Gehuwd;2008;0;0;0;0;0
310;15;Gehuwd;2009;0;0;0;0;0
311;15;Gehuwd;2010;0;0;0;0;0
312;15;Gehuwd;2011;0;0;0;0;0
313;15;Gehuwd;2012;0;0;0;0;0
314;15;Gehuwd;2013;0;0;0;0;0
315;15;Gehuwd;2014;0;0;0;0;0
316;15;Gehuwd;2015;0;0;0;0;0
317;15;Gehuwd;2016;0;0;0;0;0
318;15;Gehuwd;2017;0;0;0;0;0
319;15;Gehuwd;2018;0;0;0;0;0
320;15;Gehuwd;2019;0;0;0;0;0
321;15;Gehuwd;2020;0;0;0;0;0
322;15;Gehuwd;2021;0;0;0;0;0
323;15;Gehuwd;2022;0;0;0;0;0
324;15;Gehuwd;2023;0;0;0;0;0
325;15;Gehuwd;2024;0;0;0;0;0
326;15;Gehuwd;2025;0;0;0;0;0
327;15;Gehuwd;2026;0;0;0;0;0
328;15;Gehuwd;2027;0;0;0;0;0
329;15;Gehuwd;2028;0;0;0;0;0
330;15;Gehuwd;2029;0;0;0;0;0
331;15;Gehuwd;2030;0;0;0;0;0
332;15;Gehuwd;2031;0;0;0;0;0
333;15;Gehuwd;2032;0;0;0;0;0
334;15;Gehuwd;2033;0;0;0;0;0
335;15;Gehuwd;2034;0;0;0;0;0
336;15;Gehuwd;2035;0;0;0;0;0
337;15;Gehuwd;2036;0;0;0;0;0
338;15;Gehuwd;2037;0;0;0;0;0
339;15;Gehuwd;2038;0;0;0;0;0
340;15;Gehuwd;2039;0;0;0;0;0
341;15;Gehuwd;2040;0;0;0;0;0
342;15;Gehuwd;2041;0;0;0;0;0
343;15;Gehuwd;2042;0;0;0;0;0
344;15;Gehuwd;2043;0;0;0;0;0
345;15;Gehuwd;2044;0;0;0;0;0
346;15;Gehuwd;2045;0;0;0;0;0
347;15;Gehuwd;2046;0;0;0;0;0
348;15;Gehuwd;2047;0;0;0;0;0
349;15;Gehuwd;2048;0;0;0;0;0
350;15;Gehuwd;2049;0;0;0;0;0
351;15;Gehuwd;2050;0;0;0;0;0
352;15;Verweduwd;2007;0;0;0;0;0
353;15;Verweduwd;2008;0;0;0;0;0
354;15;Verweduwd;2009;0;0;0;0;0
355;15;Verweduwd;2010;0;0;0;0;0
356;15;Verweduwd;2011;0;0;0;0;0
357;15;Verweduwd;2012;0;0;0;0;0
358;15;Verweduwd;2013;0;0;0;0;0
359;15;Verweduwd;2014;0;0;0;0;0
360;15;Verweduwd;2015;0;0;0;0;0
361;15;Verweduwd;2016;0;0;0;0;0
362;15;Verweduwd;2017;0;0;0;0;0
363;15;Verweduwd;2018;0;0;0;0;0
364;15;Verweduwd;2019;0;0;0;0;0
365;15;Verweduwd;2020;0;0;0;0;0
366;15;Verweduwd;2021;0;0;0;0;0
367;15;Verweduwd;2022;0;0;0;0;0
368;15;Verweduwd;2023;0;0;0;0;0
369;15;Verweduwd;2024;0;0;0;0;0
370;15;Verweduwd;2025;0;0;0;0;0
371;15;Verweduwd;2026;0;0;0;0;0
372;15;Verweduwd;2027;0;0;0;0;0
373;15;Verweduwd;2028;0;0;0;0;0
374;15;Verweduwd;2029;0;0;0;0;0
375;15;Verweduwd;2030;0;0;0;0;0
376;15;Verweduwd;2031;0;0;0;0;0
377;15;Verweduwd;2032;0;0;0;0;0
378;15;Verweduwd;2033;0;0;0;0;0
379;15;Verweduwd;2034;0;0;0;0;0
380;15;Verweduwd;2035;0;0;0;0;0
381;15;Verweduwd;2036;0;0;0;0;0
382;15;Verweduwd;2037;0;0;0;0;0
383;15;Verweduwd;2038;0;0;0;0;0
384;15;Verweduwd;2039;0;0;0;0;0
385;15;Verweduwd;2040;0;0;0;0;0
386;15;Verweduwd;2041;0;0;0;0;0
387;15;Verweduwd;2042;0;0;0;0;0
388;15;Verweduwd;2043;0;0;0;0;0
389;15;Verweduwd;2044;0;0;0;0;0
390;15;Verweduwd;2045;0;0;0;0;0
391;15;Verweduwd;2046;0;0;0;0;0
392;15;Verweduwd;2047;0;0;0;0;0
393;15;Verweduwd;2048;0;0;0;0;0
394;15;Verweduwd;2049;0;0;0;0;0
395;15;Verweduwd;2050;0;0;0;0;0
