ID;Geslacht;Leeftijd;DiagnoseIndelingVTV;Perioden;TotaalOpnamen_1;TotaalOpnamenPer10000Inwoners_2;Dagopnamen_3;DagopnamenPer10000Inwoners_4;KlinischeOpnamen_5;KlinischeOpnamenPer10000Inwoners_6;VerpleegdagenVanKlinischeOpnamen_7;VerpleegdagenPer10000Inwoners_8;GemVerpleegduurPerKlinischeOpname_9
144;Totaal mannen en vrouwen;Totaal alle leeftijden;5;1997;4006.0;2.6;48.0;0.0;3958.0;2.5;29164.0;18.7;7.4
145;Totaal mannen en vrouwen;Totaal alle leeftijden;5;1998;3962.0;2.5;31.0;0.0;3931.0;2.5;26544.0;16.9;6.8
146;Totaal mannen en vrouwen;Totaal alle leeftijden;5;1999;4332.0;2.7;37.0;0.0;4295.0;2.7;27162.0;17.2;6.3
147;Totaal mannen en vrouwen;Totaal alle leeftijden;5;2000;4266.0;2.7;49.0;0.0;4217.0;2.6;26357.0;16.5;6.3
148;Totaal mannen en vrouwen;Totaal alle leeftijden;5;2001;4024.0;2.5;65.0;0.0;3959.0;2.5;24675.0;15.4;6.2
149;Totaal mannen en vrouwen;Totaal alle leeftijden;5;2002;4178.0;2.6;47.0;0.0;4131.0;2.6;24229.0;15.0;5.9
150;Totaal mannen en vrouwen;Totaal alle leeftijden;5;2003;4904.0;3.0;97.0;0.1;4807.0;3.0;27099.0;16.7;5.6
151;Totaal mannen en vrouwen;Totaal alle leeftijden;5;2004;4818.0;3.0;111.0;0.1;4707.0;2.9;26647.0;16.4;5.7
152;Totaal mannen en vrouwen;Totaal alle leeftijden;5;2005;5463.0;3.3;139.0;0.1;5324.0;3.3;31443.0;19.3;5.9
153;Totaal mannen en vrouwen;Totaal alle leeftijden;5;2006;6494.0;4.0;118.0;0.1;6376.0;3.9;35271.0;21.6;5.5
154;Totaal mannen en vrouwen;Totaal alle leeftijden;5;2007;6075.0;3.7;121.0;0.1;5954.0;3.6;33984.0;20.7;5.7
155;Totaal mannen en vrouwen;Totaal alle leeftijden;5;2008;7855.0;4.8;210.0;0.1;7645.0;4.6;41089.0;25.0;5.4
156;Totaal mannen en vrouwen;Totaal alle leeftijden;5;2009;7517.0;4.5;218.0;0.1;7299.0;4.4;39495.0;23.9;5.4
157;Totaal mannen en vrouwen;Totaal alle leeftijden;5;2010;8183.0;4.9;271.0;0.2;7912.0;4.8;43294.0;26.1;5.5
158;Totaal mannen en vrouwen;Totaal alle leeftijden;5;2011;8866.0;5.3;383.0;0.2;8483.0;5.1;43033.0;25.8;5.1
159;Totaal mannen en vrouwen;Totaal alle leeftijden;5;2012;11052.0;6.6;818.0;0.5;10234.0;6.1;51423.0;30.7;5.0
160;Totaal mannen en vrouwen;Totaal alle leeftijden;6;1981;;;;;1044.0;0.7;38505.0;27.0;36.9
161;Totaal mannen en vrouwen;Totaal alle leeftijden;6;1982;;;;;923.0;0.6;32953.0;23.0;35.7
162;Totaal mannen en vrouwen;Totaal alle leeftijden;6;1983;;;;;964.0;0.7;31814.0;22.1;33.0
163;Totaal mannen en vrouwen;Totaal alle leeftijden;6;1984;;;;;933.0;0.6;29383.0;20.4;31.5
164;Totaal mannen en vrouwen;Totaal alle leeftijden;6;1985;;;;;856.0;0.6;26232.0;18.1;30.6
165;Totaal mannen en vrouwen;Totaal alle leeftijden;6;1986;;;;;809.0;0.6;25415.0;17.4;31.4
166;Totaal mannen en vrouwen;Totaal alle leeftijden;6;1987;;;;;765.0;0.5;22158.0;15.1;29.0
167;Totaal mannen en vrouwen;Totaal alle leeftijden;6;1988;;;;;850.0;0.6;26498.0;18.0;31.2
168;Totaal mannen en vrouwen;Totaal alle leeftijden;6;1989;;;;;736.0;0.5;19740.0;13.3;26.8
169;Totaal mannen en vrouwen;Totaal alle leeftijden;6;1990;;;;;742.0;0.5;20018.0;13.4;27.0
170;Totaal mannen en vrouwen;Totaal alle leeftijden;6;1991;;;;;847.0;0.6;26184.0;17.4;30.9
171;Totaal mannen en vrouwen;Totaal alle leeftijden;6;1992;;;;;853.0;0.6;26770.0;17.6;31.4
172;Totaal mannen en vrouwen;Totaal alle leeftijden;6;1993;925.0;0.6;31.0;0.0;894.0;0.6;26186.0;17.1;29.3
173;Totaal mannen en vrouwen;Totaal alle leeftijden;6;1994;1023.0;0.7;37.0;0.0;986.0;0.6;27885.0;18.1;28.3
174;Totaal mannen en vrouwen;Totaal alle leeftijden;6;1995;890.0;0.6;27.0;0.0;863.0;0.6;23110.0;15.0;26.8
175;Totaal mannen en vrouwen;Totaal alle leeftijden;6;1996;976.0;0.6;35.0;0.0;941.0;0.6;26956.0;17.4;28.6
176;Totaal mannen en vrouwen;Totaal alle leeftijden;6;1997;903.0;0.6;46.0;0.0;857.0;0.5;25500.0;16.3;29.8
177;Totaal mannen en vrouwen;Totaal alle leeftijden;6;1998;811.0;0.5;49.0;0.0;762.0;0.5;21553.0;13.7;28.3
178;Totaal mannen en vrouwen;Totaal alle leeftijden;6;1999;878.0;0.6;93.0;0.1;785.0;0.5;20455.0;12.9;26.1
179;Totaal mannen en vrouwen;Totaal alle leeftijden;6;2000;725.0;0.5;61.0;0.0;664.0;0.4;15426.0;9.7;23.2
180;Totaal mannen en vrouwen;Totaal alle leeftijden;6;2001;744.0;0.5;97.0;0.1;647.0;0.4;15529.0;9.7;24.0
181;Totaal mannen en vrouwen;Totaal alle leeftijden;6;2002;718.0;0.4;121.0;0.1;597.0;0.4;13327.0;8.3;22.3
182;Totaal mannen en vrouwen;Totaal alle leeftijden;6;2003;750.0;0.5;181.0;0.1;569.0;0.4;12392.0;7.6;21.8
183;Totaal mannen en vrouwen;Totaal alle leeftijden;6;2004;661.0;0.4;145.0;0.1;516.0;0.3;10756.0;6.6;20.8
184;Totaal mannen en vrouwen;Totaal alle leeftijden;6;2005;628.0;0.4;122.0;0.1;506.0;0.3;9910.0;6.1;19.6
185;Totaal mannen en vrouwen;Totaal alle leeftijden;6;2006;536.0;0.3;97.0;0.1;439.0;0.3;9307.0;5.7;21.2
186;Totaal mannen en vrouwen;Totaal alle leeftijden;6;2007;574.0;0.4;145.0;0.1;429.0;0.3;8977.0;5.5;20.9
187;Totaal mannen en vrouwen;Totaal alle leeftijden;6;2008;678.0;0.4;257.0;0.2;421.0;0.3;8612.0;5.2;20.5
188;Totaal mannen en vrouwen;Totaal alle leeftijden;6;2009;696.0;0.4;201.0;0.1;495.0;0.3;9119.0;5.5;18.4
189;Totaal mannen en vrouwen;Totaal alle leeftijden;6;2010;626.0;0.4;104.0;0.1;522.0;0.3;9743.0;5.9;18.7
190;Totaal mannen en vrouwen;Totaal alle leeftijden;6;2011;601.0;0.4;128.0;0.1;473.0;0.3;7204.0;4.3;15.2
191;Totaal mannen en vrouwen;Totaal alle leeftijden;6;2012;573.0;0.3;99.0;0.1;474.0;0.3;7346.0;4.4;15.5
192;Totaal mannen en vrouwen;Totaal alle leeftijden;7;1981;;;;;389.0;0.3;5453.0;3.8;14.0
193;Totaal mannen en vrouwen;Totaal alle leeftijden;7;1982;;;;;326.0;0.2;4942.0;3.5;15.1
194;Totaal mannen en vrouwen;Totaal alle leeftijden;7;1983;;;;;361.0;0.3;4826.0;3.4;13.4
195;Totaal mannen en vrouwen;Totaal alle leeftijden;7;1984;;;;;325.0;0.2;3530.0;2.4;10.9
196;Totaal mannen en vrouwen;Totaal alle leeftijden;7;1985;;;;;345.0;0.2;3546.0;2.4;10.3
197;Totaal mannen en vrouwen;Totaal alle leeftijden;7;1986;;;;;365.0;0.3;3241.0;2.2;8.9
198;Totaal mannen en vrouwen;Totaal alle leeftijden;7;1987;;;;;299.0;0.2;2934.0;2.0;9.8
199;Totaal mannen en vrouwen;Totaal alle leeftijden;7;1988;;;;;392.0;0.3;3983.0;2.7;10.2
200;Totaal mannen en vrouwen;Totaal alle leeftijden;7;1989;;;;;434.0;0.3;4317.0;2.9;9.9
201;Totaal mannen en vrouwen;Totaal alle leeftijden;7;1990;;;;;487.0;0.3;4365.0;2.9;9.0
202;Totaal mannen en vrouwen;Totaal alle leeftijden;7;1991;;;;;475.0;0.3;3958.0;2.6;8.3
