ID;Geslacht;Onderwijssoort;Herkomstland;Perioden;Leerlingen_1;VoortijdigSchoolverlaters_2;NietVoortijdigSchoolverlaters_3;VoortijdigSchoolverlatersPercentage_4
244;Totaal mannen en vrouwen;Havo 3-5/vwo 3-6;Europa (exclusief Nederland);2014/'15;17810;120;17680;1.0
245;Totaal mannen en vrouwen;Havo 3-5/vwo 3-6;Europa (exclusief Nederland);2015/'16;18520;140;18390;1.0
246;Totaal mannen en vrouwen;Havo 3-5/vwo 3-6;Europa (exclusief Nederland);2016/'17;19460;160;19300;1.0
247;Totaal mannen en vrouwen;Havo 3-5/vwo 3-6;Europa (exclusief Nederland);2017/'18;20280;170;20110;1.0
248;Totaal mannen en vrouwen;Havo 3-5/vwo 3-6;Europa (exclusief Nederland);2018/'19;21040;170;20870;1.0
249;Totaal mannen en vrouwen;Havo 3-5/vwo 3-6;Europa (exclusief Nederland);2019/'20;21770;130;21630;1.0
250;Totaal mannen en vrouwen;Havo 3-5/vwo 3-6;Europa (exclusief Nederland);2020/'21;22800;210;22600;1.0
251;Totaal mannen en vrouwen;Havo 3-5/vwo 3-6;Europa (exclusief Nederland);2021/'22;23430;230;23200;1.0
252;Totaal mannen en vrouwen;Havo 3-5/vwo 3-6;Europa (exclusief Nederland);2022/'23;24200;260;23940;1.0
253;Totaal mannen en vrouwen;Havo 3-5/vwo 3-6;Buiten Europa;2012/'13;41650;260;41380;1.0
254;Totaal mannen en vrouwen;Havo 3-5/vwo 3-6;Buiten Europa;2013/'14;42330;290;42040;1.0
255;Totaal mannen en vrouwen;Havo 3-5/vwo 3-6;Buiten Europa;2014/'15;43270;270;43000;1.0
256;Totaal mannen en vrouwen;Havo 3-5/vwo 3-6;Buiten Europa;2015/'16;45180;280;44900;1.0
257;Totaal mannen en vrouwen;Havo 3-5/vwo 3-6;Buiten Europa;2016/'17;47000;360;46640;1.0
258;Totaal mannen en vrouwen;Havo 3-5/vwo 3-6;Buiten Europa;2017/'18;49110;370;48740;1.0
259;Totaal mannen en vrouwen;Havo 3-5/vwo 3-6;Buiten Europa;2018/'19;50750;360;50390;1.0
260;Totaal mannen en vrouwen;Havo 3-5/vwo 3-6;Buiten Europa;2019/'20;51840;260;51590;0.0
261;Totaal mannen en vrouwen;Havo 3-5/vwo 3-6;Buiten Europa;2020/'21;53960;350;53610;1.0
262;Totaal mannen en vrouwen;Havo 3-5/vwo 3-6;Buiten Europa;2021/'22;56180;510;55670;1.0
263;Totaal mannen en vrouwen;Havo 3-5/vwo 3-6;Buiten Europa;2022/'23;57210;580;56640;1.0
264;Totaal mannen en vrouwen;Totaal mbo (incl. extranei);Totaal;2012/'13;389820;24360;365460;6.0
265;Totaal mannen en vrouwen;Totaal mbo (incl. extranei);Totaal;2013/'14;388970;22530;366440;6.0
266;Totaal mannen en vrouwen;Totaal mbo (incl. extranei);Totaal;2014/'15;388590;21310;367290;5.0
267;Totaal mannen en vrouwen;Totaal mbo (incl. extranei);Totaal;2015/'16;388940;20270;368670;5.0
268;Totaal mannen en vrouwen;Totaal mbo (incl. extranei);Totaal;2016/'17;395090;20890;374190;5.0
269;Totaal mannen en vrouwen;Totaal mbo (incl. extranei);Totaal;2017/'18;398580;22760;375820;6.0
270;Totaal mannen en vrouwen;Totaal mbo (incl. extranei);Totaal;2018/'19;403260;24400;378860;6.0
271;Totaal mannen en vrouwen;Totaal mbo (incl. extranei);Totaal;2019/'20;404020;20860;383170;5.0
272;Totaal mannen en vrouwen;Totaal mbo (incl. extranei);Totaal;2020/'21;408680;23140;385540;6.0
273;Totaal mannen en vrouwen;Totaal mbo (incl. extranei);Totaal;2021/'22;399240;28890;370350;7.0
274;Totaal mannen en vrouwen;Totaal mbo (incl. extranei);Totaal;2022/'23;380700;27300;353400;7.0
275;Totaal mannen en vrouwen;Totaal mbo (incl. extranei);Nederland;2012/'13;291520;15060;276460;5.0
276;Totaal mannen en vrouwen;Totaal mbo (incl. extranei);Nederland;2013/'14;290160;13540;276620;5.0
277;Totaal mannen en vrouwen;Totaal mbo (incl. extranei);Nederland;2014/'15;289490;12620;276870;4.0
278;Totaal mannen en vrouwen;Totaal mbo (incl. extranei);Nederland;2015/'16;289820;12150;277670;4.0
279;Totaal mannen en vrouwen;Totaal mbo (incl. extranei);Nederland;2016/'17;293480;12520;280960;4.0
280;Totaal mannen en vrouwen;Totaal mbo (incl. extranei);Nederland;2017/'18;293540;13800;279750;5.0
281;Totaal mannen en vrouwen;Totaal mbo (incl. extranei);Nederland;2018/'19;294480;14600;279870;5.0
282;Totaal mannen en vrouwen;Totaal mbo (incl. extranei);Nederland;2019/'20;293120;12610;280510;4.0
283;Totaal mannen en vrouwen;Totaal mbo (incl. extranei);Nederland;2020/'21;293390;13950;279430;5.0
284;Totaal mannen en vrouwen;Totaal mbo (incl. extranei);Nederland;2021/'22;285120;17650;267470;6.0
285;Totaal mannen en vrouwen;Totaal mbo (incl. extranei);Nederland;2022/'23;270950;16200;254750;6.0
286;Totaal mannen en vrouwen;Totaal mbo (incl. extranei);Europa (exclusief Nederland);2012/'13;16170;1370;14800;8.0
287;Totaal mannen en vrouwen;Totaal mbo (incl. extranei);Europa (exclusief Nederland);2013/'14;16760;1390;15370;8.0
288;Totaal mannen en vrouwen;Totaal mbo (incl. extranei);Europa (exclusief Nederland);2014/'15;17220;1390;15830;8.0
289;Totaal mannen en vrouwen;Totaal mbo (incl. extranei);Europa (exclusief Nederland);2015/'16;17480;1330;16150;8.0
290;Totaal mannen en vrouwen;Totaal mbo (incl. extranei);Europa (exclusief Nederland);2016/'17;18020;1420;16600;8.0
291;Totaal mannen en vrouwen;Totaal mbo (incl. extranei);Europa (exclusief Nederland);2017/'18;18490;1560;16940;8.0
292;Totaal mannen en vrouwen;Totaal mbo (incl. extranei);Europa (exclusief Nederland);2018/'19;18720;1560;17150;8.0
293;Totaal mannen en vrouwen;Totaal mbo (incl. extranei);Europa (exclusief Nederland);2019/'20;19050;1370;17680;7.0
294;Totaal mannen en vrouwen;Totaal mbo (incl. extranei);Europa (exclusief Nederland);2020/'21;19930;1540;18390;8.0
295;Totaal mannen en vrouwen;Totaal mbo (incl. extranei);Europa (exclusief Nederland);2021/'22;20220;1970;18250;10.0
296;Totaal mannen en vrouwen;Totaal mbo (incl. extranei);Europa (exclusief Nederland);2022/'23;19850;1980;17870;10.0
297;Totaal mannen en vrouwen;Totaal mbo (incl. extranei);Buiten Europa;2012/'13;82130;7930;74200;10.0
298;Totaal mannen en vrouwen;Totaal mbo (incl. extranei);Buiten Europa;2013/'14;82050;7610;74450;9.0
299;Totaal mannen en vrouwen;Totaal mbo (incl. extranei);Buiten Europa;2014/'15;81890;7300;74590;9.0
300;Totaal mannen en vrouwen;Totaal mbo (incl. extranei);Buiten Europa;2015/'16;81640;6790;74850;8.0
301;Totaal mannen en vrouwen;Totaal mbo (incl. extranei);Buiten Europa;2016/'17;83580;6950;76630;8.0
302;Totaal mannen en vrouwen;Totaal mbo (incl. extranei);Buiten Europa;2017/'18;86550;7410;79130;9.0
303;Totaal mannen en vrouwen;Totaal mbo (incl. extranei);Buiten Europa;2018/'19;90070;8230;81830;9.0
304;Totaal mannen en vrouwen;Totaal mbo (incl. extranei);Buiten Europa;2019/'20;91860;6880;84980;7.0
305;Totaal mannen en vrouwen;Totaal mbo (incl. extranei);Buiten Europa;2020/'21;95360;7650;87710;8.0
306;Totaal mannen en vrouwen;Totaal mbo (incl. extranei);Buiten Europa;2021/'22;93900;9270;84630;10.0
307;Totaal mannen en vrouwen;Totaal mbo (incl. extranei);Buiten Europa;2022/'23;89900;9120;80780;10.0
308;Totaal mannen en vrouwen;Entreeopleiding (incl. extranei);Totaal;2012/'13;12030;4140;7890;34.0
309;Totaal mannen en vrouwen;Entreeopleiding (incl. extranei);Totaal;2013/'14;11370;4260;7110;37.0
310;Totaal mannen en vrouwen;Entreeopleiding (incl. extranei);Totaal;2014/'15;10060;3750;6310;37.0
311;Totaal mannen en vrouwen;Entreeopleiding (incl. extranei);Totaal;2015/'16;9390;3310;6080;35.0
312;Totaal mannen en vrouwen;Entreeopleiding (incl. extranei);Totaal;2016/'17;9840;3190;6650;32.0
313;Totaal mannen en vrouwen;Entreeopleiding (incl. extranei);Totaal;2017/'18;11210;3250;7960;29.0
314;Totaal mannen en vrouwen;Entreeopleiding (incl. extranei);Totaal;2018/'19;12310;3600;8720;29.0
315;Totaal mannen en vrouwen;Entreeopleiding (incl. extranei);Totaal;2019/'20;12850;3280;9570;26.0
316;Totaal mannen en vrouwen;Entreeopleiding (incl. extranei);Totaal;2020/'21;12320;3410;8920;28.0
317;Totaal mannen en vrouwen;Entreeopleiding (incl. extranei);Totaal;2021/'22;11780;3590;8190;30.0
318;Totaal mannen en vrouwen;Entreeopleiding (incl. extranei);Totaal;2022/'23;12250;3620;8630;30.0
319;Totaal mannen en vrouwen;Entreeopleiding (incl. extranei);Nederland;2012/'13;5770;2120;3650;37.0
320;Totaal mannen en vrouwen;Entreeopleiding (incl. extranei);Nederland;2013/'14;5320;2110;3210;40.0
321;Totaal mannen en vrouwen;Entreeopleiding (incl. extranei);Nederland;2014/'15;4470;1710;2760;38.0
322;Totaal mannen en vrouwen;Entreeopleiding (incl. extranei);Nederland;2015/'16;4120;1550;2560;38.0
323;Totaal mannen en vrouwen;Entreeopleiding (incl. extranei);Nederland;2016/'17;4180;1450;2730;35.0
324;Totaal mannen en vrouwen;Entreeopleiding (incl. extranei);Nederland;2017/'18;4260;1410;2850;33.0
325;Totaal mannen en vrouwen;Entreeopleiding (incl. extranei);Nederland;2018/'19;4440;1510;2930;34.0
326;Totaal mannen en vrouwen;Entreeopleiding (incl. extranei);Nederland;2019/'20;4700;1460;3240;31.0
327;Totaal mannen en vrouwen;Entreeopleiding (incl. extranei);Nederland;2020/'21;4420;1460;2970;33.0
328;Totaal mannen en vrouwen;Entreeopleiding (incl. extranei);Nederland;2021/'22;4380;1590;2790;36.0
329;Totaal mannen en vrouwen;Entreeopleiding (incl. extranei);Nederland;2022/'23;4590;1520;3060;33.0
330;Totaal mannen en vrouwen;Entreeopleiding (incl. extranei);Europa (exclusief Nederland);2012/'13;770;270;500;36.0
331;Totaal mannen en vrouwen;Entreeopleiding (incl. extranei);Europa (exclusief Nederland);2013/'14;810;350;460;43.0
332;Totaal mannen en vrouwen;Entreeopleiding (incl. extranei);Europa (exclusief Nederland);2014/'15;780;320;460;41.0
333;Totaal mannen en vrouwen;Entreeopleiding (incl. extranei);Europa (exclusief Nederland);2015/'16;740;280;460;38.0
334;Totaal mannen en vrouwen;Entreeopleiding (incl. extranei);Europa (exclusief Nederland);2016/'17;780;290;490;38.0
335;Totaal mannen en vrouwen;Entreeopleiding (incl. extranei);Europa (exclusief Nederland);2017/'18;790;260;530;33.0
336;Totaal mannen en vrouwen;Entreeopleiding (incl. extranei);Europa (exclusief Nederland);2018/'19;700;240;460;35.0
337;Totaal mannen en vrouwen;Entreeopleiding (incl. extranei);Europa (exclusief Nederland);2019/'20;740;240;500;32.0
338;Totaal mannen en vrouwen;Entreeopleiding (incl. extranei);Europa (exclusief Nederland);2020/'21;820;270;550;33.0
339;Totaal mannen en vrouwen;Entreeopleiding (incl. extranei);Europa (exclusief Nederland);2021/'22;850;320;530;38.0
340;Totaal mannen en vrouwen;Entreeopleiding (incl. extranei);Europa (exclusief Nederland);2022/'23;920;340;580;37.0
341;Totaal mannen en vrouwen;Entreeopleiding (incl. extranei);Buiten Europa;2012/'13;5490;1750;3740;32.0
342;Totaal mannen en vrouwen;Entreeopleiding (incl. extranei);Buiten Europa;2013/'14;5250;1810;3440;34.0
343;Totaal mannen en vrouwen;Entreeopleiding (incl. extranei);Buiten Europa;2014/'15;4810;1720;3090;36.0
344;Totaal mannen en vrouwen;Entreeopleiding (incl. extranei);Buiten Europa;2015/'16;4530;1470;3050;33.0
345;Totaal mannen en vrouwen;Entreeopleiding (incl. extranei);Buiten Europa;2016/'17;4880;1440;3440;30.0
346;Totaal mannen en vrouwen;Entreeopleiding (incl. extranei);Buiten Europa;2017/'18;6160;1590;4580;26.0
347;Totaal mannen en vrouwen;Entreeopleiding (incl. extranei);Buiten Europa;2018/'19;7180;1850;5330;26.0
348;Totaal mannen en vrouwen;Entreeopleiding (incl. extranei);Buiten Europa;2019/'20;7420;1590;5830;21.0
349;Totaal mannen en vrouwen;Entreeopleiding (incl. extranei);Buiten Europa;2020/'21;7080;1680;5400;24.0
350;Totaal mannen en vrouwen;Entreeopleiding (incl. extranei);Buiten Europa;2021/'22;6540;1670;4870;26.0
351;Totaal mannen en vrouwen;Entreeopleiding (incl. extranei);Buiten Europa;2022/'23;6740;1750;4990;26.0
352;Totaal mannen en vrouwen;Entreeopl zonder diploma (incl.extranei);Totaal;2012/'13;4940;2130;2800;43.0
353;Totaal mannen en vrouwen;Entreeopl zonder diploma (incl.extranei);Totaal;2013/'14;4330;2050;2280;47.0
354;Totaal mannen en vrouwen;Entreeopl zonder diploma (incl.extranei);Totaal;2014/'15;3660;1800;1860;49.0
355;Totaal mannen en vrouwen;Entreeopl zonder diploma (incl.extranei);Totaal;2015/'16;3260;1630;1630;50.0
356;Totaal mannen en vrouwen;Entreeopl zonder diploma (incl.extranei);Totaal;2016/'17;3410;1670;1740;49.0
357;Totaal mannen en vrouwen;Entreeopl zonder diploma (incl.extranei);Totaal;2017/'18;4110;1800;2310;44.0
358;Totaal mannen en vrouwen;Entreeopl zonder diploma (incl.extranei);Totaal;2018/'19;4590;1950;2640;42.0
359;Totaal mannen en vrouwen;Entreeopl zonder diploma (incl.extranei);Totaal;2019/'20;4710;1700;3010;36.0
360;Totaal mannen en vrouwen;Entreeopl zonder diploma (incl.extranei);Totaal;2020/'21;4490;1780;2710;40.0
361;Totaal mannen en vrouwen;Entreeopl zonder diploma (incl.extranei);Totaal;2021/'22;4620;1960;2650;43.0
362;Totaal mannen en vrouwen;Entreeopl zonder diploma (incl.extranei);Totaal;2022/'23;4850;2030;2820;42.0
363;Totaal mannen en vrouwen;Entreeopl zonder diploma (incl.extranei);Nederland;2012/'13;2290;1020;1280;44.0
364;Totaal mannen en vrouwen;Entreeopl zonder diploma (incl.extranei);Nederland;2013/'14;1930;920;1010;48.0
365;Totaal mannen en vrouwen;Entreeopl zonder diploma (incl.extranei);Nederland;2014/'15;1540;770;770;50.0
366;Totaal mannen en vrouwen;Entreeopl zonder diploma (incl.extranei);Nederland;2015/'16;1400;710;690;51.0
367;Totaal mannen en vrouwen;Entreeopl zonder diploma (incl.extranei);Nederland;2016/'17;1380;730;650;53.0
368;Totaal mannen en vrouwen;Entreeopl zonder diploma (incl.extranei);Nederland;2017/'18;1460;720;740;49.0
369;Totaal mannen en vrouwen;Entreeopl zonder diploma (incl.extranei);Nederland;2018/'19;1610;790;830;49.0
370;Totaal mannen en vrouwen;Entreeopl zonder diploma (incl.extranei);Nederland;2019/'20;1630;700;930;43.0
371;Totaal mannen en vrouwen;Entreeopl zonder diploma (incl.extranei);Nederland;2020/'21;1500;700;790;47.0
372;Totaal mannen en vrouwen;Entreeopl zonder diploma (incl.extranei);Nederland;2021/'22;1570;800;770;51.0
373;Totaal mannen en vrouwen;Entreeopl zonder diploma (incl.extranei);Nederland;2022/'23;1710;800;900;47.0
374;Totaal mannen en vrouwen;Entreeopl zonder diploma (incl.extranei);Europa (exclusief Nederland);2012/'13;330;140;190;44.0
375;Totaal mannen en vrouwen;Entreeopl zonder diploma (incl.extranei);Europa (exclusief Nederland);2013/'14;320;170;160;52.0
376;Totaal mannen en vrouwen;Entreeopl zonder diploma (incl.extranei);Europa (exclusief Nederland);2014/'15;320;170;150;54.0
377;Totaal mannen en vrouwen;Entreeopl zonder diploma (incl.extranei);Europa (exclusief Nederland);2015/'16;280;150;130;53.0
378;Totaal mannen en vrouwen;Entreeopl zonder diploma (incl.extranei);Europa (exclusief Nederland);2016/'17;300;160;140;53.0
379;Totaal mannen en vrouwen;Entreeopl zonder diploma (incl.extranei);Europa (exclusief Nederland);2017/'18;300;150;150;51.0
380;Totaal mannen en vrouwen;Entreeopl zonder diploma (incl.extranei);Europa (exclusief Nederland);2018/'19;310;140;160;46.0
381;Totaal mannen en vrouwen;Entreeopl zonder diploma (incl.extranei);Europa (exclusief Nederland);2019/'20;320;140;180;45.0
382;Totaal mannen en vrouwen;Entreeopl zonder diploma (incl.extranei);Europa (exclusief Nederland);2020/'21;310;150;170;47.0
383;Totaal mannen en vrouwen;Entreeopl zonder diploma (incl.extranei);Europa (exclusief Nederland);2021/'22;370;200;180;53.0
384;Totaal mannen en vrouwen;Entreeopl zonder diploma (incl.extranei);Europa (exclusief Nederland);2022/'23;410;190;220;47.0
385;Totaal mannen en vrouwen;Entreeopl zonder diploma (incl.extranei);Buiten Europa;2012/'13;2310;970;1340;42.0
386;Totaal mannen en vrouwen;Entreeopl zonder diploma (incl.extranei);Buiten Europa;2013/'14;2080;960;1120;46.0
387;Totaal mannen en vrouwen;Entreeopl zonder diploma (incl.extranei);Buiten Europa;2014/'15;1810;850;950;47.0
388;Totaal mannen en vrouwen;Entreeopl zonder diploma (incl.extranei);Buiten Europa;2015/'16;1590;770;820;49.0
389;Totaal mannen en vrouwen;Entreeopl zonder diploma (incl.extranei);Buiten Europa;2016/'17;1740;780;960;45.0
390;Totaal mannen en vrouwen;Entreeopl zonder diploma (incl.extranei);Buiten Europa;2017/'18;2350;930;1420;40.0
391;Totaal mannen en vrouwen;Entreeopl zonder diploma (incl.extranei);Buiten Europa;2018/'19;2680;1020;1650;38.0
392;Totaal mannen en vrouwen;Entreeopl zonder diploma (incl.extranei);Buiten Europa;2019/'20;2760;860;1900;31.0
393;Totaal mannen en vrouwen;Entreeopl zonder diploma (incl.extranei);Buiten Europa;2020/'21;2680;930;1750;35.0
394;Totaal mannen en vrouwen;Entreeopl zonder diploma (incl.extranei);Buiten Europa;2021/'22;2670;960;1710;36.0
395;Totaal mannen en vrouwen;Entreeopl zonder diploma (incl.extranei);Buiten Europa;2022/'23;2730;1030;1700;38.0
396;Totaal mannen en vrouwen;Entreeopl. met diploma (incl.extranei);Totaal;2012/'13;7100;2010;5090;28.0
397;Totaal mannen en vrouwen;Entreeopl. met diploma (incl.extranei);Totaal;2013/'14;7040;2210;4830;31.0
398;Totaal mannen en vrouwen;Entreeopl. met diploma (incl.extranei);Totaal;2014/'15;6400;1960;4450;31.0
399;Totaal mannen en vrouwen;Entreeopl. met diploma (incl.extranei);Totaal;2015/'16;6120;1670;4450;27.0
400;Totaal mannen en vrouwen;Entreeopl. met diploma (incl.extranei);Totaal;2016/'17;6430;1520;4910;24.0
401;Totaal mannen en vrouwen;Entreeopl. met diploma (incl.extranei);Totaal;2017/'18;7100;1450;5650;20.0
402;Totaal mannen en vrouwen;Entreeopl. met diploma (incl.extranei);Totaal;2018/'19;7720;1650;6080;21.0
403;Totaal mannen en vrouwen;Entreeopl. met diploma (incl.extranei);Totaal;2019/'20;8150;1590;6560;19.0
404;Totaal mannen en vrouwen;Entreeopl. met diploma (incl.extranei);Totaal;2020/'21;7830;1630;6210;21.0
405;Totaal mannen en vrouwen;Entreeopl. met diploma (incl.extranei);Totaal;2021/'22;7160;1620;5540;23.0
406;Totaal mannen en vrouwen;Entreeopl. met diploma (incl.extranei);Totaal;2022/'23;7400;1590;5820;21.0
407;Totaal mannen en vrouwen;Entreeopl. met diploma (incl.extranei);Nederland;2012/'13;3480;1100;2380;32.0
408;Totaal mannen en vrouwen;Entreeopl. met diploma (incl.extranei);Nederland;2013/'14;3390;1190;2200;35.0
409;Totaal mannen en vrouwen;Entreeopl. met diploma (incl.extranei);Nederland;2014/'15;2930;940;1990;32.0
410;Totaal mannen en vrouwen;Entreeopl. met diploma (incl.extranei);Nederland;2015/'16;2720;840;1880;31.0
411;Totaal mannen en vrouwen;Entreeopl. met diploma (incl.extranei);Nederland;2016/'17;2800;720;2080;26.0
412;Totaal mannen en vrouwen;Entreeopl. met diploma (incl.extranei);Nederland;2017/'18;2800;690;2120;25.0
413;Totaal mannen en vrouwen;Entreeopl. met diploma (incl.extranei);Nederland;2018/'19;2830;720;2110;25.0
414;Totaal mannen en vrouwen;Entreeopl. met diploma (incl.extranei);Nederland;2019/'20;3070;760;2310;25.0
415;Totaal mannen en vrouwen;Entreeopl. met diploma (incl.extranei);Nederland;2020/'21;2930;760;2170;26.0
416;Totaal mannen en vrouwen;Entreeopl. met diploma (incl.extranei);Nederland;2021/'22;2810;790;2020;28.0
417;Totaal mannen en vrouwen;Entreeopl. met diploma (incl.extranei);Nederland;2022/'23;2880;720;2160;25.0
418;Totaal mannen en vrouwen;Entreeopl. met diploma (incl.extranei);Europa (exclusief Nederland);2012/'13;440;130;310;30.0
419;Totaal mannen en vrouwen;Entreeopl. met diploma (incl.extranei);Europa (exclusief Nederland);2013/'14;480;180;300;37.0
420;Totaal mannen en vrouwen;Entreeopl. met diploma (incl.extranei);Europa (exclusief Nederland);2014/'15;470;150;320;32.0
421;Totaal mannen en vrouwen;Entreeopl. met diploma (incl.extranei);Europa (exclusief Nederland);2015/'16;470;140;330;29.0
422;Totaal mannen en vrouwen;Entreeopl. met diploma (incl.extranei);Europa (exclusief Nederland);2016/'17;490;140;350;28.0
423;Totaal mannen en vrouwen;Entreeopl. met diploma (incl.extranei);Europa (exclusief Nederland);2017/'18;490;110;380;22.0
424;Totaal mannen en vrouwen;Entreeopl. met diploma (incl.extranei);Europa (exclusief Nederland);2018/'19;390;100;290;26.0
425;Totaal mannen en vrouwen;Entreeopl. met diploma (incl.extranei);Europa (exclusief Nederland);2019/'20;420;100;320;23.0
426;Totaal mannen en vrouwen;Entreeopl. met diploma (incl.extranei);Europa (exclusief Nederland);2020/'21;510;120;380;24.0
427;Totaal mannen en vrouwen;Entreeopl. met diploma (incl.extranei);Europa (exclusief Nederland);2021/'22;480;120;350;26.0
428;Totaal mannen en vrouwen;Entreeopl. met diploma (incl.extranei);Europa (exclusief Nederland);2022/'23;510;150;370;28.0
429;Totaal mannen en vrouwen;Entreeopl. met diploma (incl.extranei);Buiten Europa;2012/'13;3180;780;2400;24.0
430;Totaal mannen en vrouwen;Entreeopl. met diploma (incl.extranei);Buiten Europa;2013/'14;3170;840;2330;27.0
431;Totaal mannen en vrouwen;Entreeopl. met diploma (incl.extranei);Buiten Europa;2014/'15;3010;870;2140;29.0
432;Totaal mannen en vrouwen;Entreeopl. met diploma (incl.extranei);Buiten Europa;2015/'16;2940;700;2240;24.0
433;Totaal mannen en vrouwen;Entreeopl. met diploma (incl.extranei);Buiten Europa;2016/'17;3140;660;2480;21.0
434;Totaal mannen en vrouwen;Entreeopl. met diploma (incl.extranei);Buiten Europa;2017/'18;3810;660;3160;17.0
435;Totaal mannen en vrouwen;Entreeopl. met diploma (incl.extranei);Buiten Europa;2018/'19;4500;830;3680;18.0
436;Totaal mannen en vrouwen;Entreeopl. met diploma (incl.extranei);Buiten Europa;2019/'20;4660;730;3930;16.0
437;Totaal mannen en vrouwen;Entreeopl. met diploma (incl.extranei);Buiten Europa;2020/'21;4400;750;3650;17.0
438;Totaal mannen en vrouwen;Entreeopl. met diploma (incl.extranei);Buiten Europa;2021/'22;3870;710;3160;18.0
439;Totaal mannen en vrouwen;Entreeopl. met diploma (incl.extranei);Buiten Europa;2022/'23;4010;720;3290;18.0
440;Totaal mannen en vrouwen;Niveau 2 (inclusief extranei);Totaal;2012/'13;89200;10090;79110;11.0
441;Totaal mannen en vrouwen;Niveau 2 (inclusief extranei);Totaal;2013/'14;85690;8880;76810;10.0
442;Totaal mannen en vrouwen;Niveau 2 (inclusief extranei);Totaal;2014/'15;81400;8080;73320;10.0
443;Totaal mannen en vrouwen;Niveau 2 (inclusief extranei);Totaal;2015/'16;76380;7470;68910;10.0
444;Totaal mannen en vrouwen;Niveau 2 (inclusief extranei);Totaal;2016/'17;71900;7290;64610;10.0
445;Totaal mannen en vrouwen;Niveau 2 (inclusief extranei);Totaal;2017/'18;70640;7720;62920;11.0
446;Totaal mannen en vrouwen;Niveau 2 (inclusief extranei);Totaal;2018/'19;70070;8160;61920;12.0
447;Totaal mannen en vrouwen;Niveau 2 (inclusief extranei);Totaal;2019/'20;68640;6810;61840;10.0
448;Totaal mannen en vrouwen;Niveau 2 (inclusief extranei);Totaal;2020/'21;69450;7470;61990;11.0
449;Totaal mannen en vrouwen;Niveau 2 (inclusief extranei);Totaal;2021/'22;67490;9000;58500;13.0
450;Totaal mannen en vrouwen;Niveau 2 (inclusief extranei);Totaal;2022/'23;63490;8470;55020;13.0
451;Totaal mannen en vrouwen;Niveau 2 (inclusief extranei);Nederland;2012/'13;62930;6280;56650;10.0
452;Totaal mannen en vrouwen;Niveau 2 (inclusief extranei);Nederland;2013/'14;59490;5310;54180;9.0
