ID;AlleLeeftijden;Geslacht;RegioS2005;Perioden;TotaleBevolking_1;Autochtoon_2;Totaal1eEn2eGeneratie_3;k_1eGeneratie_4;k_2eGeneratie_5;Totaal1eEn2eGeneratie_6;k_1eGeneratie_7;k_2eGeneratie_8;Regiocode_9
16;Totaal over alle leeftijden;Totaal bevolking;Nederland;2022;16857880;13023228;1679358;770725;908633;2155294;1101175;1054119;1
17;Totaal over alle leeftijden;Totaal bevolking;Nederland;2023;16884884;13007811;1696120;782582;913538;2180953;1109084;1071869;1
18;Totaal over alle leeftijden;Totaal bevolking;Nederland;2024;16910345;12991307;1712752;794261;918491;2206286;1116885;1089401;1
19;Totaal over alle leeftijden;Totaal bevolking;Nederland;2025;16934122;12973351;1729347;805827;923520;2231424;1124686;1106738;1
20;Totaal over alle leeftijden;Totaal bevolking;Noord-Nederland (LD);2006;1701655;1530165;97465;38420;59045;74025;48011;26014;1
21;Totaal over alle leeftijden;Totaal bevolking;Noord-Nederland (LD);2007;1703245;1528630;98793;39206;59587;75822;48708;27114;1
22;Totaal over alle leeftijden;Totaal bevolking;Noord-Nederland (LD);2008;1705037;1526888;100345;40271;60074;77804;49574;28230;1
23;Totaal over alle leeftijden;Totaal bevolking;Noord-Nederland (LD);2009;1706947;1524704;102282;41590;60692;79961;50577;29384;1
24;Totaal over alle leeftijden;Totaal bevolking;Noord-Nederland (LD);2010;1709272;1522657;104368;43101;61267;82247;51696;30551;1
25;Totaal over alle leeftijden;Totaal bevolking;Noord-Nederland (LD);2011;1711692;1520336;106775;44927;61848;84581;52869;31712;1
26;Totaal over alle leeftijden;Totaal bevolking;Noord-Nederland (LD);2012;1714628;1518059;109508;47084;62424;87061;54135;32926;1
27;Totaal over alle leeftijden;Totaal bevolking;Noord-Nederland (LD);2013;1717618;1515594;112403;49356;63047;89621;55477;34144;1
28;Totaal over alle leeftijden;Totaal bevolking;Noord-Nederland (LD);2014;1720685;1513072;115371;51684;63687;92242;56833;35409;1
29;Totaal over alle leeftijden;Totaal bevolking;Noord-Nederland (LD);2015;1724121;1510927;118401;54091;64310;94793;58216;36577;1
30;Totaal over alle leeftijden;Totaal bevolking;Noord-Nederland (LD);2016;1727608;1508676;121495;56442;65053;97437;59656;37781;1
31;Totaal over alle leeftijden;Totaal bevolking;Noord-Nederland (LD);2017;1730968;1506157;124603;58875;65728;100208;61145;39063;1
32;Totaal over alle leeftijden;Totaal bevolking;Noord-Nederland (LD);2018;1734219;1503596;127625;61179;66446;102998;62688;40310;1
33;Totaal over alle leeftijden;Totaal bevolking;Noord-Nederland (LD);2019;1737312;1501043;130473;63344;67129;105796;64260;41536;1
34;Totaal over alle leeftijden;Totaal bevolking;Noord-Nederland (LD);2020;1740343;1498338;133332;65498;67834;108673;65962;42711;1
35;Totaal over alle leeftijden;Totaal bevolking;Noord-Nederland (LD);2021;1743433;1495524;136266;67596;68670;111643;67759;43884;1
36;Totaal over alle leeftijden;Totaal bevolking;Noord-Nederland (LD);2022;1746559;1492562;139191;69745;69446;114806;69662;45144;1
37;Totaal over alle leeftijden;Totaal bevolking;Noord-Nederland (LD);2023;1749391;1489324;142101;71852;70249;117966;71598;46368;1
38;Totaal over alle leeftijden;Totaal bevolking;Noord-Nederland (LD);2024;1752314;1486000;145010;74023;70987;121304;73636;47668;1
39;Totaal over alle leeftijden;Totaal bevolking;Noord-Nederland (LD);2025;1754963;1482270;147917;76274;71643;124776;75813;48963;1
40;Totaal over alle leeftijden;Totaal bevolking;Oost-Nederland (LD);2006;3455781;2933815;255995;92662;163333;265971;158288;107683;2
41;Totaal over alle leeftijden;Totaal bevolking;Oost-Nederland (LD);2007;3465498;2936496;256872;93013;163859;272130;159921;112209;2
42;Totaal over alle leeftijden;Totaal bevolking;Oost-Nederland (LD);2008;3475184;2938896;257972;93761;164211;278316;161684;116632;2
43;Totaal over alle leeftijden;Totaal bevolking;Oost-Nederland (LD);2009;3485543;2941012;259655;95039;164616;284876;163761;121115;2
44;Totaal over alle leeftijden;Totaal bevolking;Oost-Nederland (LD);2010;3495047;2942148;261615;96552;165063;291284;165718;125566;2
45;Totaal over alle leeftijden;Totaal bevolking;Oost-Nederland (LD);2011;3504668;2942905;264093;98508;165585;297670;167888;129782;2
46;Totaal over alle leeftijden;Totaal bevolking;Oost-Nederland (LD);2012;3513988;2943189;266745;100786;165959;304054;169984;134070;2
47;Totaal over alle leeftijden;Totaal bevolking;Oost-Nederland (LD);2013;3523231;2943099;269663;103221;166442;310469;172296;138173;2
48;Totaal over alle leeftijden;Totaal bevolking;Oost-Nederland (LD);2014;3532277;2942939;272549;105660;166889;316789;174506;142283;2
49;Totaal over alle leeftijden;Totaal bevolking;Oost-Nederland (LD);2015;3540843;2942489;275496;108086;167410;322858;176778;146080;2
50;Totaal over alle leeftijden;Totaal bevolking;Oost-Nederland (LD);2016;3549120;2941936;278186;110408;167778;328998;179088;149910;2
51;Totaal over alle leeftijden;Totaal bevolking;Oost-Nederland (LD);2017;3556834;2941177;280799;112568;168231;334858;181370;153488;2
52;Totaal over alle leeftijden;Totaal bevolking;Oost-Nederland (LD);2018;3564720;2940308;283512;114825;168687;340900;183751;157149;2
53;Totaal over alle leeftijden;Totaal bevolking;Oost-Nederland (LD);2019;3572316;2939612;285976;116802;169174;346728;186079;160649;2
54;Totaal over alle leeftijden;Totaal bevolking;Oost-Nederland (LD);2020;3579747;2938770;288477;118802;169675;352500;188434;164066;2
55;Totaal over alle leeftijden;Totaal bevolking;Oost-Nederland (LD);2021;3586742;2937846;290721;120512;170209;358175;190616;167559;2
56;Totaal over alle leeftijden;Totaal bevolking;Oost-Nederland (LD);2022;3593417;2936996;292943;122234;170709;363478;192635;170843;2
57;Totaal over alle leeftijden;Totaal bevolking;Oost-Nederland (LD);2023;3599759;2935770;294943;123768;171175;369046;194846;174200;2
58;Totaal over alle leeftijden;Totaal bevolking;Oost-Nederland (LD);2024;3605691;2934231;297088;125507;171581;374372;196936;177436;2
59;Totaal over alle leeftijden;Totaal bevolking;Oost-Nederland (LD);2025;3611502;2932623;299193;127109;172084;379686;198950;180736;2
60;Totaal over alle leeftijden;Totaal bevolking;West-Nederland (LD);2006;7625951;5755821;725686;324595;401091;1144444;672119;472325;3
61;Totaal over alle leeftijden;Totaal bevolking;West-Nederland (LD);2007;7648729;5757908;731055;326987;404068;1159766;669472;490294;3
62;Totaal over alle leeftijden;Totaal bevolking;West-Nederland (LD);2008;7672385;5759135;737941;330783;407158;1175309;667794;507515;3
63;Totaal over alle leeftijden;Totaal bevolking;West-Nederland (LD);2009;7696499;5759663;746036;335943;410093;1190800;666828;523972;3
64;Totaal over alle leeftijden;Totaal bevolking;West-Nederland (LD);2010;7721692;5759228;755960;342690;413270;1206504;666774;539730;3
65;Totaal over alle leeftijden;Totaal bevolking;West-Nederland (LD);2011;7747436;5757959;767175;350639;416536;1222302;667195;555107;3
66;Totaal over alle leeftijden;Totaal bevolking;West-Nederland (LD);2012;7773664;5756193;779553;359415;420138;1237918;668180;569738;3
67;Totaal over alle leeftijden;Totaal bevolking;West-Nederland (LD);2013;7800182;5754240;792819;369106;423713;1253123;669240;583883;3
68;Totaal over alle leeftijden;Totaal bevolking;West-Nederland (LD);2014;7826107;5751542;806292;378827;427465;1268273;670807;597466;3
69;Totaal over alle leeftijden;Totaal bevolking;West-Nederland (LD);2015;7851553;5748388;819530;388213;431317;1283635;672746;610889;3
70;Totaal over alle leeftijden;Totaal bevolking;West-Nederland (LD);2016;7876722;5745231;832648;397308;435340;1298843;675011;623832;3
71;Totaal over alle leeftijden;Totaal bevolking;West-Nederland (LD);2017;7901680;5742277;845510;405963;439547;1313893;677472;636421;3
72;Totaal over alle leeftijden;Totaal bevolking;West-Nederland (LD);2018;7926118;5739360;857970;414293;443677;1328788;680062;648726;3
73;Totaal over alle leeftijden;Totaal bevolking;West-Nederland (LD);2019;7950465;5735924;870721;422653;448068;1343820;683004;660816;3
74;Totaal over alle leeftijden;Totaal bevolking;West-Nederland (LD);2020;7974526;5732562;883456;430889;452567;1358508;685902;672606;3
75;Totaal over alle leeftijden;Totaal bevolking;West-Nederland (LD);2021;7997919;5728952;896044;439126;456918;1372923;688912;684011;3
76;Totaal over alle leeftijden;Totaal bevolking;West-Nederland (LD);2022;8021025;5725227;908651;447228;461423;1387147;691840;695307;3
77;Totaal over alle leeftijden;Totaal bevolking;West-Nederland (LD);2023;8043472;5721340;921257;455292;465965;1400875;694638;706237;3
78;Totaal over alle leeftijden;Totaal bevolking;West-Nederland (LD);2024;8064919;5716818;933752;463002;470750;1414349;697268;717081;3
79;Totaal over alle leeftijden;Totaal bevolking;West-Nederland (LD);2025;8085332;5711640;946259;470682;475577;1427433;699684;727749;3
80;Totaal over alle leeftijden;Totaal bevolking;Zuid-Nederland (LD);2006;3544813;2960673;348150;126503;221647;235990;137994;97996;4
81;Totaal over alle leeftijden;Totaal bevolking;Zuid-Nederland (LD);2007;3543415;2958104;346073;125142;220931;239238;137655;101583;4
82;Totaal over alle leeftijden;Totaal bevolking;Zuid-Nederland (LD);2008;3541227;2954323;344323;124116;220207;242581;137466;105115;4
83;Totaal over alle leeftijden;Totaal bevolking;Zuid-Nederland (LD);2009;3538663;2949655;343080;123626;219454;245928;137516;108412;4
84;Totaal over alle leeftijden;Totaal bevolking;Zuid-Nederland (LD);2010;3536584;2944787;342294;123811;218483;249503;137820;111683;4
85;Totaal over alle leeftijden;Totaal bevolking;Zuid-Nederland (LD);2011;3534588;2939720;341887;124436;217451;252981;138182;114799;4
86;Totaal over alle leeftijden;Totaal bevolking;Zuid-Nederland (LD);2012;3532178;2934019;341815;125438;216377;256344;138588;117756;4
87;Totaal over alle leeftijden;Totaal bevolking;Zuid-Nederland (LD);2013;3529496;2927859;341806;126461;215345;259831;139153;120678;4
88;Totaal over alle leeftijden;Totaal bevolking;Zuid-Nederland (LD);2014;3527012;2921731;341975;127578;214397;263306;139863;123443;4
89;Totaal over alle leeftijden;Totaal bevolking;Zuid-Nederland (LD);2015;3524123;2915370;342002;128534;213468;266751;140598;126153;4
90;Totaal over alle leeftijden;Totaal bevolking;Zuid-Nederland (LD);2016;3520761;2908740;341929;129333;212596;270092;141361;128731;4
91;Totaal over alle leeftijden;Totaal bevolking;Zuid-Nederland (LD);2017;3517377;2902107;341668;130009;211659;273602;142291;131311;4
92;Totaal over alle leeftijden;Totaal bevolking;Zuid-Nederland (LD);2018;3513608;2895272;341415;130532;210883;276921;143244;133677;4
93;Totaal over alle leeftijden;Totaal bevolking;Zuid-Nederland (LD);2019;3509708;2888691;340942;130993;209949;280075;144115;135960;4
94;Totaal over alle leeftijden;Totaal bevolking;Zuid-Nederland (LD);2020;3505565;2882064;340168;131211;208957;283333;145025;138308;4
95;Totaal over alle leeftijden;Totaal bevolking;Zuid-Nederland (LD);2021;3501484;2875452;339466;131453;208013;286566;145969;140597;4
96;Totaal over alle leeftijden;Totaal bevolking;Zuid-Nederland (LD);2022;3496879;2868443;338573;131518;207055;289863;147038;142825;4
97;Totaal over alle leeftijden;Totaal bevolking;Zuid-Nederland (LD);2023;3492262;2861377;337819;131670;206149;293066;148002;145064;4
98;Totaal over alle leeftijden;Totaal bevolking;Zuid-Nederland (LD);2024;3487421;2854258;336902;131729;205173;296261;149045;147216;4
99;Totaal over alle leeftijden;Totaal bevolking;Zuid-Nederland (LD);2025;3482325;2846818;335978;131762;204216;299529;150239;149290;4
100;Totaal over alle leeftijden;Totaal bevolking;Groningen (PV);2006;573086;501379;39139;16228;22911;32568;20963;11605;20
101;Totaal over alle leeftijden;Totaal bevolking;Groningen (PV);2007;572923;500231;39628;16653;22975;33064;21138;11926;20
102;Totaal over alle leeftijden;Totaal bevolking;Groningen (PV);2008;573763;499752;40261;17183;23078;33750;21395;12355;20
103;Totaal over alle leeftijden;Totaal bevolking;Groningen (PV);2009;575292;499530;41113;17851;23262;34649;21827;12822;20
104;Totaal over alle leeftijden;Totaal bevolking;Groningen (PV);2010;577117;499447;42021;18611;23410;35649;22403;13246;20
105;Totaal over alle leeftijden;Totaal bevolking;Groningen (PV);2011;579005;499195;43252;19540;23712;36558;22872;13686;20
106;Totaal over alle leeftijden;Totaal bevolking;Groningen (PV);2012;581169;499022;44555;20598;23957;37592;23456;14136;20
107;Totaal over alle leeftijden;Totaal bevolking;Groningen (PV);2013;583344;498805;45923;21726;24197;38616;24002;14614;20
108;Totaal over alle leeftijden;Totaal bevolking;Groningen (PV);2014;585620;498651;47290;22881;24409;39679;24558;15121;20
109;Totaal over alle leeftijden;Totaal bevolking;Groningen (PV);2015;588002;498559;48694;24039;24655;40749;25119;15630;20
110;Totaal over alle leeftijden;Totaal bevolking;Groningen (PV);2016;590384;498362;50081;25187;24894;41941;25804;16137;20
111;Totaal over alle leeftijden;Totaal bevolking;Groningen (PV);2017;592710;498132;51519;26361;25158;43059;26431;16628;20
112;Totaal over alle leeftijden;Totaal bevolking;Groningen (PV);2018;594946;497983;52806;27395;25411;44157;27063;17094;20
113;Totaal over alle leeftijden;Totaal bevolking;Groningen (PV);2019;597140;497769;54064;28397;25667;45307;27689;17618;20
114;Totaal over alle leeftijden;Totaal bevolking;Groningen (PV);2020;599215;497362;55345;29282;26063;46508;28404;18104;20
115;Totaal over alle leeftijden;Totaal bevolking;Groningen (PV);2021;601299;496799;56719;30238;26481;47781;29233;18548;20
116;Totaal over alle leeftijden;Totaal bevolking;Groningen (PV);2022;603392;496193;57976;31164;26812;49223;30090;19133;20
117;Totaal over alle leeftijden;Totaal bevolking;Groningen (PV);2023;605322;495495;59199;32051;27148;50628;30969;19659;20
118;Totaal over alle leeftijden;Totaal bevolking;Groningen (PV);2024;607208;494738;60322;32947;27375;52148;31924;20224;20
119;Totaal over alle leeftijden;Totaal bevolking;Groningen (PV);2025;609037;493670;61632;33922;27710;53735;32900;20835;20
120;Totaal over alle leeftijden;Totaal bevolking;Friesland (PV);2006;645238;588775;31026;11713;19313;25437;16917;8520;21
121;Totaal over alle leeftijden;Totaal bevolking;Friesland (PV);2007;646232;588382;31675;11963;19712;26175;17216;8959;21
122;Totaal over alle leeftijden;Totaal bevolking;Friesland (PV);2008;646536;587329;32349;12344;20005;26858;17528;9330;21
123;Totaal over alle leeftijden;Totaal bevolking;Friesland (PV);2009;646574;585878;33113;12791;20322;27583;17850;9733;21
124;Totaal over alle leeftijden;Totaal bevolking;Friesland (PV);2010;646636;584486;33845;13276;20569;28305;18149;10156;21
125;Totaal over alle leeftijden;Totaal bevolking;Friesland (PV);2011;646749;582998;34626;13815;20811;29125;18563;10562;21
126;Totaal over alle leeftijden;Totaal bevolking;Friesland (PV);2012;646992;581570;35494;14457;21037;29928;18903;11025;21
127;Totaal over alle leeftijden;Totaal bevolking;Friesland (PV);2013;647294;580016;36463;15199;21264;30815;19387;11428;21
128;Totaal over alle leeftijden;Totaal bevolking;Friesland (PV);2014;647540;578392;37443;15921;21522;31705;19841;11864;21
129;Totaal over alle leeftijden;Totaal bevolking;Friesland (PV);2015;647961;576924;38457;16648;21809;32580;20346;12234;21
130;Totaal over alle leeftijden;Totaal bevolking;Friesland (PV);2016;648441;575517;39574;17378;22196;33350;20736;12614;21
131;Totaal over alle leeftijden;Totaal bevolking;Friesland (PV);2017;648881;574032;40490;18033;22457;34359;21278;13081;21
132;Totaal over alle leeftijden;Totaal bevolking;Friesland (PV);2018;649273;572382;41584;18799;22785;35307;21767;13540;21
133;Totaal over alle leeftijden;Totaal bevolking;Friesland (PV);2019;649614;570890;42551;19483;23068;36173;22266;13907;21
134;Totaal over alle leeftijden;Totaal bevolking;Friesland (PV);2020;650038;569462;43469;20194;23275;37107;22805;14302;21
135;Totaal over alle leeftijden;Totaal bevolking;Friesland (PV);2021;650484;568035;44401;20857;23544;38048;23349;14699;21
136;Totaal over alle leeftijden;Totaal bevolking;Friesland (PV);2022;650941;566568;45362;21533;23829;39011;23973;15038;21
137;Totaal over alle leeftijden;Totaal bevolking;Friesland (PV);2023;651362;564991;46367;22252;24115;40004;24572;15432;21
138;Totaal over alle leeftijden;Totaal bevolking;Friesland (PV);2024;651899;563433;47423;23033;24390;41043;25175;15868;21
139;Totaal over alle leeftijden;Totaal bevolking;Friesland (PV);2025;652316;561880;48339;23724;24615;42097;25848;16249;21
140;Totaal over alle leeftijden;Totaal bevolking;Drenthe (PV);2006;483331;440011;27300;10479;16821;16020;10131;5889;22
141;Totaal over alle leeftijden;Totaal bevolking;Drenthe (PV);2007;484090;440017;27490;10590;16900;16583;10354;6229;22
142;Totaal over alle leeftijden;Totaal bevolking;Drenthe (PV);2008;484738;439807;27735;10744;16991;17196;10651;6545;22
143;Totaal over alle leeftijden;Totaal bevolking;Drenthe (PV);2009;485081;439296;28056;10948;17108;17729;10900;6829;22
144;Totaal over alle leeftijden;Totaal bevolking;Drenthe (PV);2010;485519;438724;28502;11214;17288;18293;11144;7149;22
145;Totaal over alle leeftijden;Totaal bevolking;Drenthe (PV);2011;485938;438143;28897;11572;17325;18898;11434;7464;22
146;Totaal over alle leeftijden;Totaal bevolking;Drenthe (PV);2012;486467;437467;29459;12029;17430;19541;11776;7765;22
147;Totaal over alle leeftijden;Totaal bevolking;Drenthe (PV);2013;486980;436773;30017;12431;17586;20190;12088;8102;22
148;Totaal over alle leeftijden;Totaal bevolking;Drenthe (PV);2014;487525;436029;30638;12882;17756;20858;12434;8424;22
149;Totaal over alle leeftijden;Totaal bevolking;Drenthe (PV);2015;488158;435444;31250;13404;17846;21464;12751;8713;22
150;Totaal over alle leeftijden;Totaal bevolking;Drenthe (PV);2016;488783;434797;31840;13877;17963;22146;13116;9030;22
151;Totaal over alle leeftijden;Totaal bevolking;Drenthe (PV);2017;489377;433993;32594;14481;18113;22790;13436;9354;22
152;Totaal over alle leeftijden;Totaal bevolking;Drenthe (PV);2018;490000;433231;33235;14985;18250;23534;13858;9676;22
153;Totaal over alle leeftijden;Totaal bevolking;Drenthe (PV);2019;490558;432384;33858;15464;18394;24316;14305;10011;22
154;Totaal over alle leeftijden;Totaal bevolking;Drenthe (PV);2020;491090;431514;34518;16022;18496;25058;14753;10305;22
155;Totaal over alle leeftijden;Totaal bevolking;Drenthe (PV);2021;491650;430690;35146;16501;18645;25814;15177;10637;22
156;Totaal over alle leeftijden;Totaal bevolking;Drenthe (PV);2022;492226;429801;35853;17048;18805;26572;15599;10973;22
157;Totaal over alle leeftijden;Totaal bevolking;Drenthe (PV);2023;492707;428838;36535;17549;18986;27334;16057;11277;22
158;Totaal over alle leeftijden;Totaal bevolking;Drenthe (PV);2024;493207;427829;37265;18043;19222;28113;16537;11576;22
159;Totaal over alle leeftijden;Totaal bevolking;Drenthe (PV);2025;493610;426720;37946;18628;19318;28944;17065;11879;22
160;Totaal over alle leeftijden;Totaal bevolking;Overijssel (PV);2006;1111346;957140;76980;27297;49683;77226;45586;31640;23
161;Totaal over alle leeftijden;Totaal bevolking;Overijssel (PV);2007;1113580;958103;76987;27318;49669;78490;45592;32898;23
162;Totaal over alle leeftijden;Totaal bevolking;Overijssel (PV);2008;1116541;959533;77228;27477;49751;79780;45691;34089;23
163;Totaal over alle leeftijden;Totaal bevolking;Overijssel (PV);2009;1119430;960641;77595;27789;49806;81194;45853;35341;23
164;Totaal over alle leeftijden;Totaal bevolking;Overijssel (PV);2010;1122193;961349;78155;28266;49889;82689;46155;36534;23
165;Totaal over alle leeftijden;Totaal bevolking;Overijssel (PV);2011;1124940;962064;78693;28742;49951;84183;46475;37708;23
166;Totaal over alle leeftijden;Totaal bevolking;Overijssel (PV);2012;1127623;962658;79376;29353;50023;85589;46718;38871;23
167;Totaal over alle leeftijden;Totaal bevolking;Overijssel (PV);2013;1130329;963023;80203;29988;50215;87103;47137;39966;23
168;Totaal over alle leeftijden;Totaal bevolking;Overijssel (PV);2014;1132932;963342;80939;30584;50355;88651;47535;41116;23
169;Totaal over alle leeftijden;Totaal bevolking;Overijssel (PV);2015;1135415;963501;81743;31179;50564;90171;48048;42123;23
170;Totaal over alle leeftijden;Totaal bevolking;Overijssel (PV);2016;1137809;963485;82529;31761;50768;91795;48546;43249;23
171;Totaal over alle leeftijden;Totaal bevolking;Overijssel (PV);2017;1139967;963596;83169;32245;50924;93202;48968;44234;23
172;Totaal over alle leeftijden;Totaal bevolking;Overijssel (PV);2018;1142314;963824;83830;32799;51031;94660;49441;45219;23
173;Totaal over alle leeftijden;Totaal bevolking;Overijssel (PV);2019;1144550;963908;84539;33300;51239;96103;49915;46188;23
174;Totaal over alle leeftijden;Totaal bevolking;Overijssel (PV);2020;1146727;964033;85219;33712;51507;97475;50365;47110;23
175;Totaal over alle leeftijden;Totaal bevolking;Overijssel (PV);2021;1148782;964007;85864;34030;51834;98911;50814;48097;23
176;Totaal over alle leeftijden;Totaal bevolking;Overijssel (PV);2022;1150738;964174;86316;34370;51946;100248;51270;48978;23
177;Totaal over alle leeftijden;Totaal bevolking;Overijssel (PV);2023;1152535;964161;86684;34570;52114;101690;51764;49926;23
178;Totaal over alle leeftijden;Totaal bevolking;Overijssel (PV);2024;1154127;963977;87123;34872;52251;103027;52276;50751;23
179;Totaal over alle leeftijden;Totaal bevolking;Overijssel (PV);2025;1155748;963943;87419;35067;52352;104386;52777;51609;23
180;Totaal over alle leeftijden;Totaal bevolking;Flevoland (PV);2006;370111;278016;29900;12367;17533;62195;36850;25345;24
181;Totaal over alle leeftijden;Totaal bevolking;Flevoland (PV);2007;374708;279994;30334;12740;17594;64380;37927;26453;24
182;Totaal over alle leeftijden;Totaal bevolking;Flevoland (PV);2008;379440;282039;30764;13206;17558;66637;39035;27602;24
183;Totaal over alle leeftijden;Totaal bevolking;Flevoland (PV);2009;384844;284313;31418;13817;17601;69113;40397;28716;24
184;Totaal over alle leeftijden;Totaal bevolking;Flevoland (PV);2010;389988;286522;32107;14466;17641;71359;41463;29896;24
185;Totaal over alle leeftijden;Totaal bevolking;Flevoland (PV);2011;395216;288584;32972;15226;17746;73660;42610;31050;24
186;Totaal over alle leeftijden;Totaal bevolking;Flevoland (PV);2012;400475;290525;33937;16065;17872;76013;43812;32201;24
187;Totaal over alle leeftijden;Totaal bevolking;Flevoland (PV);2013;405678;292555;34849;16962;17887;78274;44967;33307;24
188;Totaal over alle leeftijden;Totaal bevolking;Flevoland (PV);2014;410839;294472;35880;17873;18007;80487;46068;34419;24
189;Totaal over alle leeftijden;Totaal bevolking;Flevoland (PV);2015;415954;296450;36890;18780;18110;82614;47136;35478;24
190;Totaal over alle leeftijden;Totaal bevolking;Flevoland (PV);2016;420941;298285;37880;19672;18208;84776;48212;36564;24
191;Totaal over alle leeftijden;Totaal bevolking;Flevoland (PV);2017;425861;299987;38952;20574;18378;86922;49386;37536;24
192;Totaal over alle leeftijden;Totaal bevolking;Flevoland (PV);2018;430738;301731;39995;21385;18610;89012;50406;38606;24
193;Totaal over alle leeftijden;Totaal bevolking;Flevoland (PV);2019;435547;303461;41036;22217;18819;91050;51333;39717;24
194;Totaal over alle leeftijden;Totaal bevolking;Flevoland (PV);2020;440213;305057;42074;23070;19004;93082;52284;40798;24
195;Totaal over alle leeftijden;Totaal bevolking;Flevoland (PV);2021;444823;306773;43123;23854;19269;94927;53163;41764;24
196;Totaal over alle leeftijden;Totaal bevolking;Flevoland (PV);2022;449354;308412;44205;24613;19592;96737;53960;42777;24
197;Totaal over alle leeftijden;Totaal bevolking;Flevoland (PV);2023;453766;310004;45240;25432;19808;98522;54716;43806;24
198;Totaal over alle leeftijden;Totaal bevolking;Flevoland (PV);2024;458032;311424;46328;26271;20057;100280;55454;44826;24
199;Totaal over alle leeftijden;Totaal bevolking;Flevoland (PV);2025;462195;312748;47440;27089;20351;102007;56254;45753;24
200;Totaal over alle leeftijden;Totaal bevolking;Gelderland (PV);2006;1974324;1698659;149115;52998;96117;126550;75852;50698;25
201;Totaal over alle leeftijden;Totaal bevolking;Gelderland (PV);2007;1977210;1698399;149551;52955;96596;129260;76402;52858;25
202;Totaal over alle leeftijden;Totaal bevolking;Gelderland (PV);2008;1979203;1697324;149980;53078;96902;131899;76958;54941;25
203;Totaal over alle leeftijden;Totaal bevolking;Gelderland (PV);2009;1981269;1696058;150642;53433;97209;134569;77511;57058;25
204;Totaal over alle leeftijden;Totaal bevolking;Gelderland (PV);2010;1982866;1694277;151353;53820;97533;137236;78100;59136;25
205;Totaal over alle leeftijden;Totaal bevolking;Gelderland (PV);2011;1984512;1692257;152428;54540;97888;139827;78803;61024;25
206;Totaal over alle leeftijden;Totaal bevolking;Gelderland (PV);2012;1985890;1690006;153432;55368;98064;142452;79454;62998;25
207;Totaal over alle leeftijden;Totaal bevolking;Gelderland (PV);2013;1987224;1687521;154611;56271;98340;145092;80192;64900;25
208;Totaal over alle leeftijden;Totaal bevolking;Gelderland (PV);2014;1988506;1685125;155730;57203;98527;147651;80903;66748;25
209;Totaal over alle leeftijden;Totaal bevolking;Gelderland (PV);2015;1989474;1682538;156863;58127;98736;150073;81594;68479;25
210;Totaal over alle leeftijden;Totaal bevolking;Gelderland (PV);2016;1990370;1680166;157777;58975;98802;152427;82330;70097;25
211;Totaal over alle leeftijden;Totaal bevolking;Gelderland (PV);2017;1991006;1677594;158678;59749;98929;154734;83016;71718;25
212;Totaal over alle leeftijden;Totaal bevolking;Gelderland (PV);2018;1991668;1674753;159687;60641;99046;157228;83904;73324;25
213;Totaal over alle leeftijden;Totaal bevolking;Gelderland (PV);2019;1992219;1672243;160401;61285;99116;159575;84831;74744;25
