ID;Huishoudkenmerken;Perioden;HuurOfHypotheek_1;GasWaterEnElektriciteit_2;OpAfbetalingGekochteArtikelen_3;OpMinstensEenVanDeGenoemdeItems_4;EenWarmeMaaltijdOmDeAndereDag_5;HetRegelmatigKopenVanNieuweKleren_6;HetVerwarmenVanHetHuis_7;HetVervangenVanVersletenMeubels_8;HetTeEtenVragenVanFamilieKennissen_9;JaarlijksEenWeekOpVakantieTeGaan_10;MinstensEenVanDeGenoemdeItems_11
55;5;2007;3.0;3.0;1.0;5.0;1.0;7.0;0.0;15.0;3.0;10.0;20.0
56;5;2008;3.0;3.0;1.0;5.0;1.0;7.0;1.0;14.0;3.0;9.0;19.0
57;5;2009;4.0;4.0;1.0;6.0;1.0;7.0;1.0;14.0;4.0;9.0;18.0
58;5;2010;4.0;3.0;1.0;6.0;2.0;8.0;1.0;15.0;5.0;11.0;20.0
59;5;2011;4.0;2.0;1.0;6.0;3.0;9.0;1.0;17.0;6.0;12.0;22.0
60;6;2000;1.0;1.0;0.0;2.0;1.0;7.0;2.0;14.0;4.0;9.0;18.0
61;6;2001;1.0;1.0;0.0;2.0;1.0;6.0;2.0;11.0;4.0;9.0;15.0
62;6;2002;1.0;1.0;0.0;1.0;2.0;6.0;2.0;11.0;3.0;9.0;15.0
63;6;2003;1.0;2.0;1.0;3.0;2.0;10.0;5.0;15.0;6.0;6.0;20.0
64;6;2004;1.0;1.0;1.0;2.0;2.0;9.0;4.0;14.0;6.0;7.0;19.0
65;6;2005;3.0;2.0;1.0;5.0;2.0;11.0;2.0;19.0;7.0;15.0;26.0
66;6;2006;2.0;2.0;0.0;4.0;1.0;8.0;1.0;15.0;6.0;11.0;21.0
67;6;2007;3.0;2.0;1.0;4.0;1.0;8.0;1.0;13.0;5.0;11.0;19.0
68;6;2008;1.0;2.0;0.0;3.0;2.0;8.0;1.0;13.0;6.0;12.0;20.0
69;6;2009;2.0;1.0;0.0;3.0;1.0;8.0;1.0;13.0;5.0;11.0;20.0
70;6;2010;2.0;1.0;0.0;3.0;2.0;8.0;1.0;14.0;5.0;12.0;20.0
71;6;2011;2.0;2.0;0.0;3.0;2.0;8.0;1.0;14.0;5.0;13.0;20.0
72;7;2000;1.0;1.0;0.0;2.0;2.0;12.0;2.0;16.0;5.0;8.0;20.0
73;7;2001;1.0;1.0;0.0;2.0;2.0;6.0;2.0;11.0;4.0;7.0;14.0
74;7;2002;1.0;1.0;0.0;1.0;1.0;8.0;2.0;13.0;3.0;10.0;16.0
75;7;2003;1.0;2.0;0.0;2.0;3.0;10.0;5.0;13.0;7.0;6.0;19.0
76;7;2004;1.0;1.0;1.0;2.0;2.0;8.0;4.0;14.0;6.0;7.0;18.0
77;7;2005;3.0;4.0;0.0;6.0;1.0;13.0;3.0;20.0;8.0;16.0;28.0
78;7;2006;2.0;3.0;1.0;5.0;1.0;9.0;2.0;17.0;7.0;11.0;24.0
79;7;2007;4.0;4.0;1.0;6.0;1.0;8.0;2.0;16.0;5.0;11.0;22.0
80;7;2008;1.0;2.0;1.0;3.0;0.0;6.0;1.0;11.0;3.0;12.0;19.0
81;7;2009;2.0;2.0;0.0;3.0;0.0;5.0;0.0;12.0;3.0;8.0;16.0
82;7;2010;2.0;1.0;0.0;2.0;1.0;7.0;1.0;16.0;4.0;12.0;21.0
83;7;2011;3.0;2.0;1.0;5.0;1.0;7.0;1.0;14.0;6.0;15.0;21.0
84;8;2000;1.0;1.0;0.0;2.0;1.0;6.0;2.0;12.0;3.0;8.0;16.0
85;8;2001;1.0;1.0;1.0;2.0;1.0;4.0;2.0;9.0;3.0;7.0;13.0
86;8;2002;1.0;0.0;0.0;1.0;1.0;5.0;1.0;10.0;3.0;7.0;14.0
87;8;2003;1.0;2.0;1.0;3.0;2.0;9.0;5.0;14.0;5.0;5.0;19.0
88;8;2004;1.0;1.0;1.0;2.0;2.0;7.0;4.0;12.0;5.0;6.0;17.0
89;8;2005;2.0;2.0;1.0;4.0;2.0;10.0;2.0;17.0;6.0;13.0;24.0
90;8;2006;2.0;1.0;0.0;2.0;1.0;7.0;1.0;13.0;5.0;9.0;18.0
91;8;2007;1.0;1.0;1.0;3.0;1.0;7.0;0.0;11.0;5.0;10.0;17.0
92;8;2008;1.0;1.0;0.0;2.0;2.0;8.0;1.0;12.0;6.0;11.0;19.0
93;8;2009;1.0;1.0;0.0;2.0;1.0;7.0;0.0;12.0;5.0;9.0;18.0
94;8;2010;1.0;1.0;0.0;2.0;1.0;7.0;1.0;12.0;5.0;11.0;18.0
95;8;2011;1.0;1.0;0.0;2.0;1.0;7.0;1.0;13.0;4.0;11.0;18.0
96;9;2000;7.0;8.0;2.0;13.0;2.0;12.0;2.0;26.0;4.0;12.0;30.0
97;9;2001;7.0;5.0;1.0;8.0;2.0;8.0;1.0;28.0;3.0;11.0;32.0
98;9;2002;8.0;8.0;1.0;12.0;1.0;7.0;1.0;31.0;4.0;13.0;38.0
99;9;2003;12.0;6.0;8.0;17.0;7.0;32.0;8.0;49.0;9.0;13.0;56.0
100;9;2004;13.0;11.0;4.0;20.0;5.0;24.0;3.0;50.0;13.0;11.0;55.0
101;9;2005;12.0;7.0;3.0;14.0;4.0;22.0;3.0;35.0;8.0;22.0;45.0
102;9;2006;6.0;6.0;1.0;10.0;2.0;13.0;3.0;28.0;5.0;15.0;35.0
103;9;2007;11.0;5.0;2.0;13.0;3.0;14.0;0.0;28.0;3.0;16.0;36.0
104;9;2008;3.0;4.0;0.0;6.0;3.0;10.0;2.0;24.0;0.0;12.0;34.0
105;9;2009;5.0;2.0;2.0;7.0;1.0;10.0;1.0;24.0;2.0;12.0;31.0
106;9;2010;7.0;3.0;4.0;9.0;2.0;15.0;1.0;20.0;4.0;19.0;31.0
107;9;2011;7.0;6.0;0.0;8.0;0.0;18.0;2.0;28.0;4.0;28.0;47.0
108;Leeftijd 25 tot 44 jaar;2000;3.0;1.0;1.0;4.0;2.0;7.0;2.0;14.0;3.0;7.0;18.0
109;Leeftijd 25 tot 44 jaar;2001;2.0;1.0;1.0;3.0;2.0;6.0;2.0;13.0;3.0;8.0;16.0
110;Leeftijd 25 tot 44 jaar;2002;3.0;2.0;1.0;3.0;1.0;6.0;2.0;14.0;2.0;8.0;17.0
111;Leeftijd 25 tot 44 jaar;2003;5.0;5.0;3.0;9.0;4.0;15.0;6.0;24.0;7.0;7.0;29.0
112;Leeftijd 25 tot 44 jaar;2004;5.0;5.0;3.0;8.0;4.0;16.0;5.0;22.0;7.0;8.0;27.0
113;Leeftijd 25 tot 44 jaar;2005;7.0;6.0;2.0;11.0;2.0;16.0;2.0;26.0;6.0;17.0;32.0
114;Leeftijd 25 tot 44 jaar;2006;6.0;5.0;1.0;9.0;4.0;15.0;2.0;23.0;7.0;16.0;29.0
115;Leeftijd 25 tot 44 jaar;2007;5.0;5.0;2.0;9.0;2.0;12.0;2.0;22.0;5.0;15.0;27.0
116;Leeftijd 25 tot 44 jaar;2008;5.0;5.0;1.0;8.0;2.0;12.0;2.0;19.0;5.0;14.0;25.0
117;Leeftijd 25 tot 44 jaar;2009;6.0;5.0;1.0;9.0;3.0;12.0;2.0;20.0;6.0;14.0;25.0
118;Leeftijd 25 tot 44 jaar;2010;6.0;4.0;1.0;9.0;3.0;14.0;3.0;23.0;6.0;16.0;28.0
119;Leeftijd 25 tot 44 jaar;2011;6.0;4.0;1.0;9.0;3.0;13.0;2.0;22.0;6.0;18.0;29.0
120;Leeftijd 45 tot 64 jaar;2000;1.0;1.0;1.0;2.0;2.0;10.0;2.0;18.0;5.0;12.0;23.0
121;Leeftijd 45 tot 64 jaar;2001;2.0;2.0;1.0;3.0;2.0;8.0;3.0;16.0;5.0;12.0;20.0
122;Leeftijd 45 tot 64 jaar;2002;1.0;1.0;1.0;2.0;3.0;10.0;3.0;17.0;5.0;13.0;22.0
123;Leeftijd 45 tot 64 jaar;2003;1.0;2.0;1.0;3.0;3.0;14.0;6.0;20.0;9.0;10.0;26.0
124;Leeftijd 45 tot 64 jaar;2004;2.0;2.0;1.0;3.0;3.0;16.0;4.0;23.0;9.0;11.0;27.0
125;Leeftijd 45 tot 64 jaar;2005;3.0;3.0;1.0;6.0;4.0;18.0;4.0;26.0;11.0;21.0;33.0
126;Leeftijd 45 tot 64 jaar;2006;3.0;4.0;1.0;6.0;3.0;15.0;3.0;24.0;10.0;19.0;29.0
127;Leeftijd 45 tot 64 jaar;2007;3.0;2.0;1.0;5.0;3.0;14.0;2.0;22.0;9.0;18.0;27.0
128;Leeftijd 45 tot 64 jaar;2008;2.0;2.0;1.0;4.0;3.0;12.0;3.0;20.0;8.0;18.0;28.0
129;Leeftijd 45 tot 64 jaar;2009;3.0;2.0;1.0;5.0;3.0;13.0;3.0;21.0;8.0;16.0;27.0
130;Leeftijd 45 tot 64 jaar;2010;4.0;3.0;1.0;6.0;4.0;15.0;3.0;24.0;9.0;20.0;30.0
131;Leeftijd 45 tot 64 jaar;2011;3.0;3.0;1.0;6.0;4.0;15.0;2.0;23.0;9.0;20.0;30.0
132;Leeftijd 65 jaar of ouder;2000;1.0;0.0;0.0;1.0;2.0;16.0;2.0;24.0;8.0;20.0;32.0
133;Leeftijd 65 jaar of ouder;2001;0.0;0.0;;0.0;3.0;14.0;3.0;23.0;8.0;20.0;30.0
134;Leeftijd 65 jaar of ouder;2002;1.0;1.0;0.0;2.0;1.0;13.0;3.0;21.0;8.0;16.0;27.0
135;Leeftijd 65 jaar of ouder;2003;1.0;1.0;1.0;2.0;4.0;13.0;4.0;21.0;8.0;12.0;26.0
136;Leeftijd 65 jaar of ouder;2004;0.0;0.0;0.0;1.0;2.0;13.0;5.0;19.0;8.0;13.0;28.0
137;Leeftijd 65 jaar of ouder;2005;1.0;1.0;0.0;1.0;3.0;15.0;4.0;30.0;13.0;25.0;39.0
138;Leeftijd 65 jaar of ouder;2006;1.0;1.0;0.0;1.0;2.0;12.0;1.0;24.0;11.0;19.0;32.0
139;Leeftijd 65 jaar of ouder;2007;1.0;0.0;0.0;1.0;1.0;10.0;1.0;19.0;9.0;18.0;28.0
140;Leeftijd 65 jaar of ouder;2008;1.0;1.0;0.0;1.0;2.0;11.0;2.0;21.0;10.0;18.0;30.0
141;Leeftijd 65 jaar of ouder;2009;1.0;0.0;0.0;1.0;2.0;9.0;1.0;20.0;9.0;16.0;28.0
142;Leeftijd 65 jaar of ouder;2010;1.0;1.0;0.0;1.0;2.0;10.0;2.0;19.0;8.0;18.0;28.0
143;Leeftijd 65 jaar of ouder;2011;0.0;0.0;0.0;1.0;2.0;11.0;1.0;20.0;8.0;19.0;30.0
144;Lager onderwijsniveau;2000;3.0;2.0;1.0;4.0;3.0;18.0;3.0;30.0;11.0;23.0;38.0
145;Lager onderwijsniveau;2001;2.0;2.0;1.0;3.0;3.0;15.0;4.0;29.0;10.0;25.0;36.0
146;Lager onderwijsniveau;2002;2.0;2.0;1.0;4.0;3.0;16.0;5.0;27.0;10.0;23.0;36.0
147;Lager onderwijsniveau;2003;4.0;3.0;2.0;7.0;6.0;21.0;7.0;33.0;15.0;17.0;36.0
148;Lager onderwijsniveau;2004;7.0;7.0;2.0;10.0;8.0;27.0;8.0;37.0;17.0;20.0;46.0
149;Lager onderwijsniveau;2005;5.0;4.0;1.0;8.0;6.0;26.0;5.0;39.0;17.0;34.0;50.0
150;Lager onderwijsniveau;2006;5.0;4.0;1.0;7.0;6.0;23.0;4.0;35.0;17.0;29.0;44.0
151;Lager onderwijsniveau;2007;4.0;3.0;1.0;6.0;4.0;18.0;4.0;31.0;14.0;29.0;41.0
152;Lager onderwijsniveau;2008;3.0;3.0;1.0;6.0;5.0;19.0;4.0;30.0;14.0;29.0;42.0
153;Lager onderwijsniveau;2009;5.0;3.0;1.0;6.0;4.0;17.0;3.0;30.0;15.0;26.0;40.0
154;Lager onderwijsniveau;2010;5.0;4.0;2.0;7.0;6.0;22.0;4.0;32.0;15.0;30.0;42.0
155;Lager onderwijsniveau;2011;5.0;5.0;1.0;8.0;6.0;21.0;3.0;33.0;15.0;32.0;45.0
156;Middelbaar onderwijsniveau;2000;1.0;1.0;1.0;2.0;1.0;7.0;1.0;15.0;3.0;8.0;18.0
157;Middelbaar onderwijsniveau;2001;2.0;1.0;0.0;2.0;1.0;7.0;2.0;14.0;3.0;9.0;18.0
158;Middelbaar onderwijsniveau;2002;2.0;2.0;0.0;3.0;2.0;8.0;2.0;15.0;4.0;11.0;19.0
159;Middelbaar onderwijsniveau;2003;2.0;2.0;2.0;5.0;3.0;14.0;5.0;21.0;5.0;7.0;26.0
160;Middelbaar onderwijsniveau;2004;4.0;3.0;1.0;6.0;3.0;16.0;4.0;24.0;8.0;8.0;28.0
161;Middelbaar onderwijsniveau;2005;5.0;4.0;1.0;8.0;3.0;16.0;3.0;27.0;8.0;19.0;33.0
162;Middelbaar onderwijsniveau;2006;3.0;4.0;1.0;6.0;2.0;13.0;3.0;22.0;7.0;15.0;28.0
163;Middelbaar onderwijsniveau;2007;3.0;3.0;1.0;6.0;2.0;11.0;2.0;21.0;6.0;15.0;27.0
164;Middelbaar onderwijsniveau;2008;3.0;3.0;1.0;5.0;2.0;11.0;2.0;19.0;6.0;15.0;27.0
165;Middelbaar onderwijsniveau;2009;4.0;3.0;1.0;7.0;2.0;12.0;2.0;21.0;6.0;15.0;27.0
166;Middelbaar onderwijsniveau;2010;5.0;3.0;1.0;7.0;3.0;14.0;3.0;23.0;7.0;18.0;30.0
167;Middelbaar onderwijsniveau;2011;4.0;3.0;1.0;6.0;2.0;14.0;2.0;23.0;7.0;20.0;32.0
168;Hoger onderwijsniveau;2000;2.0;1.0;0.0;3.0;2.0;5.0;2.0;11.0;2.0;5.0;13.0
169;Hoger onderwijsniveau;2001;1.0;1.0;1.0;2.0;2.0;5.0;2.0;10.0;2.0;4.0;12.0
170;Hoger onderwijsniveau;2002;1.0;1.0;0.0;2.0;1.0;4.0;1.0;11.0;1.0;4.0;13.0
171;Hoger onderwijsniveau;2003;2.0;3.0;2.0;5.0;4.0;9.0;6.0;15.0;4.0;2.0;19.0
172;Hoger onderwijsniveau;2004;1.0;1.0;1.0;3.0;2.0;7.0;2.0;13.0;3.0;3.0;16.0
173;Hoger onderwijsniveau;2005;3.0;3.0;1.0;6.0;1.0;9.0;2.0;14.0;3.0;8.0;19.0
174;Hoger onderwijsniveau;2006;3.0;3.0;1.0;5.0;2.0;8.0;1.0;14.0;3.0;8.0;18.0
175;Hoger onderwijsniveau;2007;3.0;2.0;0.0;5.0;1.0;6.0;1.0;12.0;2.0;6.0;15.0
176;Hoger onderwijsniveau;2008;1.0;2.0;1.0;3.0;1.0;6.0;1.0;11.0;2.0;6.0;15.0
177;Hoger onderwijsniveau;2009;2.0;2.0;1.0;4.0;1.0;6.0;1.0;12.0;2.0;7.0;15.0
178;Hoger onderwijsniveau;2010;3.0;2.0;1.0;4.0;2.0;7.0;1.0;13.0;3.0;8.0;16.0
179;Hoger onderwijsniveau;2011;2.0;1.0;1.0;4.0;1.0;7.0;1.0;13.0;3.0;9.0;17.0
180;Beroepsbevolking;2000;2.0;2.0;1.0;3.0;1.0;6.0;2.0;13.0;2.0;6.0;17.0
181;Beroepsbevolking;2001;2.0;1.0;1.0;3.0;1.0;5.0;2.0;11.0;2.0;7.0;14.0
182;Beroepsbevolking;2002;2.0;2.0;0.0;3.0;1.0;5.0;2.0;12.0;3.0;7.0;16.0
183;Beroepsbevolking;2003;3.0;3.0;2.0;6.0;3.0;11.0;5.0;19.0;5.0;5.0;24.0
184;Beroepsbevolking;2004;4.0;4.0;2.0;6.0;3.0;12.0;3.0;18.0;5.0;6.0;22.0
185;Beroepsbevolking;2005;;;;;;;;;;;
186;Beroepsbevolking;2006;;;;;;;;;;;
187;Beroepsbevolking;2007;;;;;;;;;;;
188;Beroepsbevolking;2008;;;;;;;;;;;
189;Beroepsbevolking;2009;;;;;;;;;;;
190;Beroepsbevolking;2010;;;;;;;;;;;
191;Beroepsbevolking;2011;;;;;;;;;;;
192;Niet beroepsbevolking;2000;3.0;2.0;1.0;5.0;4.0;20.0;4.0;33.0;13.0;24.0;39.0
193;Niet beroepsbevolking;2001;2.0;3.0;1.0;4.0;4.0;19.0;6.0;34.0;11.0;25.0;41.0
194;Niet beroepsbevolking;2002;3.0;3.0;2.0;5.0;5.0;20.0;5.0;33.0;10.0;30.0;42.0
195;Niet beroepsbevolking;2003;5.0;6.0;4.0;10.0;9.0;35.0;12.0;43.0;20.0;24.0;52.0
196;Niet beroepsbevolking;2004;7.0;6.0;4.0;11.0;9.0;38.0;10.0;50.0;21.0;26.0;56.0
197;Niet beroepsbevolking;2005;;;;;;;;;;;
198;Niet beroepsbevolking;2006;;;;;;;;;;;
199;Niet beroepsbevolking;2007;;;;;;;;;;;
200;Niet beroepsbevolking;2008;;;;;;;;;;;
201;Niet beroepsbevolking;2009;;;;;;;;;;;
202;Niet beroepsbevolking;2010;;;;;;;;;;;
203;Niet beroepsbevolking;2011;;;;;;;;;;;
204;Geen pers. beh. tot beroepsbev.;2000;2.0;1.0;1.0;2.0;3.0;18.0;3.0;28.0;10.0;23.0;35.0
205;Geen pers. beh. tot beroepsbev.;2001;1.0;1.0;0.0;1.0;3.0;16.0;4.0;27.0;9.0;22.0;35.0
206;Geen pers. beh. tot beroepsbev.;2002;2.0;2.0;1.0;3.0;3.0;16.0;4.0;26.0;9.0;21.0;33.0
207;Geen pers. beh. tot beroepsbev.;2003;;;;;;;;;;;
208;Geen pers. beh. tot beroepsbev.;2004;;;;;;;;;;;
209;Geen pers. beh. tot beroepsbev.;2005;;;;;;;;;;;
210;Geen pers. beh. tot beroepsbev.;2006;;;;;;;;;;;
211;Geen pers. beh. tot beroepsbev.;2007;;;;;;;;;;;
212;Geen pers. beh. tot beroepsbev.;2008;;;;;;;;;;;
213;Geen pers. beh. tot beroepsbev.;2009;;;;;;;;;;;
214;Geen pers. beh. tot beroepsbev.;2010;;;;;;;;;;;
215;Geen pers. beh. tot beroepsbev.;2011;;;;;;;;;;;
216;Een pers. beh. tot beroepsbev.;2000;3.0;2.0;1.0;5.0;1.0;8.0;2.0;18.0;3.0;9.0;23.0
217;Een pers. beh. tot beroepsbev.;2001;3.0;2.0;1.0;4.0;2.0;7.0;2.0;16.0;3.0;9.0;19.0
218;Een pers. beh. tot beroepsbev.;2002;2.0;2.0;1.0;3.0;1.0;7.0;2.0;17.0;3.0;9.0;21.0
219;Een pers. beh. tot beroepsbev.;2003;;;;;;;;;;;
220;Een pers. beh. tot beroepsbev.;2004;;;;;;;;;;;
221;Een pers. beh. tot beroepsbev.;2005;;;;;;;;;;;
222;Een pers. beh. tot beroepsbev.;2006;;;;;;;;;;;
223;Een pers. beh. tot beroepsbev.;2007;;;;;;;;;;;
224;Een pers. beh. tot beroepsbev.;2008;;;;;;;;;;;
225;Een pers. beh. tot beroepsbev.;2009;;;;;;;;;;;
226;Een pers. beh. tot beroepsbev.;2010;;;;;;;;;;;
227;Een pers. beh. tot beroepsbev.;2011;;;;;;;;;;;
228;Twee of meer pers. beh. tot beroepsbev.;2000;1.0;1.0;1.0;2.0;1.0;4.0;2.0;8.0;2.0;4.0;11.0
229;Twee of meer pers. beh. tot beroepsbev.;2001;1.0;1.0;1.0;2.0;2.0;3.0;2.0;7.0;2.0;5.0;9.0
230;Twee of meer pers. beh. tot beroepsbev.;2002;2.0;1.0;0.0;2.0;1.0;3.0;2.0;7.0;2.0;4.0;10.0
231;Twee of meer pers. beh. tot beroepsbev.;2003;;;;;;;;;;;
232;Twee of meer pers. beh. tot beroepsbev.;2004;;;;;;;;;;;
233;Twee of meer pers. beh. tot beroepsbev.;2005;;;;;;;;;;;
234;Twee of meer pers. beh. tot beroepsbev.;2006;;;;;;;;;;;
235;Twee of meer pers. beh. tot beroepsbev.;2007;;;;;;;;;;;
236;Twee of meer pers. beh. tot beroepsbev.;2008;;;;;;;;;;;
237;Twee of meer pers. beh. tot beroepsbev.;2009;;;;;;;;;;;
238;Twee of meer pers. beh. tot beroepsbev.;2010;;;;;;;;;;;
239;Twee of meer pers. beh. tot beroepsbev.;2011;;;;;;;;;;;
240;1e 20% (laagste) inkomensgroep;2000;5.0;3.0;1.0;7.0;4.0;25.0;4.0;42.0;14.0;32.0;50.0
241;1e 20% (laagste) inkomensgroep;2001;3.0;3.0;1.0;5.0;5.0;24.0;5.0;41.0;11.0;30.0;49.0
242;1e 20% (laagste) inkomensgroep;2002;4.0;3.0;1.0;6.0;4.0;23.0;5.0;44.0;12.0;30.0;50.0
243;1e 20% (laagste) inkomensgroep;2003;7.0;5.0;3.0;11.0;9.0;34.0;9.0;49.0;18.0;24.0;57.0
244;1e 20% (laagste) inkomensgroep;2004;7.0;6.0;2.0;10.0;8.0;35.0;7.0;47.0;18.0;23.0;54.0
245;1e 20% (laagste) inkomensgroep;2005;8.0;6.0;2.0;11.0;8.0;33.0;7.0;50.0;20.0;42.0;60.0
246;1e 20% (laagste) inkomensgroep;2006;7.0;6.0;1.0;11.0;9.0;34.0;7.0;51.0;21.0;41.0;60.0
247;1e 20% (laagste) inkomensgroep;2007;8.0;6.0;1.0;10.0;7.0;27.0;6.0;45.0;18.0;39.0;56.0
248;1e 20% (laagste) inkomensgroep;2008;4.0;5.0;1.0;7.0;6.0;27.0;6.0;40.0;16.0;35.0;52.0
249;1e 20% (laagste) inkomensgroep;2009;8.0;6.0;2.0;11.0;7.0;27.0;6.0;45.0;16.0;32.0;53.0
250;1e 20% (laagste) inkomensgroep;2010;9.0;5.0;3.0;12.0;9.0;31.0;6.0;44.0;17.0;38.0;53.0
251;1e 20% (laagste) inkomensgroep;2011;7.0;5.0;1.0;9.0;7.0;30.0;5.0;44.0;16.0;42.0;60.0
