ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;TotaleOppervlakte_4;TotaalVerkeersterrein_5;Spoorterrein_6;Wegverkeersterrein_7;Vliegveld_8;TotaalBebouwdTerrein_9;Woonterrein_10;TerreinVoorDetailhandelEnHoreca_11;TerreinVoorOpenbareVoorzieningen_12;TerreinVoorSociaalCultureleVoorz_13;Bedrijventerrein_14;TotaalSemiBebouwdTerrein_15;Stortplaats_16;Wrakkenopslagplaats_17;Begraafplaats_18;Delfstofwinplaats_19;Bouwterrein_20;SemiVerhardOverigTerrein_21;TotaalRecreatieterrein_22;ParkEnPlantsoen_23;Sportterrein_24;Volkstuin_25;DagrecreatiefTerrein_26;VerblijfsrecreatiefTerrein_27;TotaalAgrarischTerrein_28;TerreinVoorGlastuinbouw_29;OverigAgrarischTerrein_30;TotaalBosEnOpenNatuurlijkTerrein_31;Bos_32;OpenDroogNatuurlijkTerrein_33;OpenNatNatuurlijkTerrein_34;TotaalBinnenwater_35;IJsselmeerMarkermeer_36;AfgeslotenZeearm_37;RijnEnMaas_38;Randmeer_39;Spaarbekken_40;RecreatiefBinnenwater_41;BinnenwaterVoorDelfstofwinning_42;VloeiEnOfSlibveld_43;OverigBinnenwater_44;TotaalBuitenwater_45;WaddenzeeEemsDollard_46;Oosterschelde_47;Westerschelde_48;Noordzee_49
2113;Noord Esmarke;Enschede                                ;Buurt     ;BU01530903;865.0;21.0;0.0;21.0;0.0;5.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;597.0;0.0;597.0;241.0;234.0;7.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
2114;Buurtschap Zuid-Esmarke;Enschede                                ;Buurt     ;BU01530904;528.0;18.0;0.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;10.0;421.0;0.0;421.0;78.0;61.0;17.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
2115;Buurtschap Broekheurne;Enschede                                ;Buurt     ;BU01530905;2653.0;61.0;0.0;61.0;0.0;27.0;27.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;7.0;0.0;0.0;0.0;82.0;5.0;5.0;4.0;50.0;19.0;1915.0;0.0;1915.0;524.0;417.0;61.0;46.0;36.0;;;;;0.0;34.0;0.0;0.0;2.0;;;;;
2116;Buurtschap Usselo;Enschede                                ;Buurt     ;BU01530906;409.0;33.0;0.0;33.0;0.0;26.0;0.0;0.0;0.0;0.0;26.0;21.0;0.0;0.0;2.0;0.0;18.0;0.0;8.0;7.0;0.0;1.0;0.0;0.0;316.0;0.0;316.0;5.0;5.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
2117;Boekelerveld;Enschede                                ;Buurt     ;BU01530907;1400.0;43.0;4.0;39.0;0.0;4.0;1.0;3.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;14.0;0.0;0.0;24.0;0.0;10.0;0.0;6.0;8.0;1031.0;0.0;1031.0;250.0;250.0;0.0;0.0;35.0;;;;;0.0;0.0;34.0;0.0;1.0;;;;;
2118;Buurtschap Twekkelo;Enschede                                ;Buurt     ;BU01530908;656.0;23.0;0.0;23.0;0.0;23.0;0.0;0.0;0.0;0.0;23.0;79.0;76.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0;3.0;0.0;0.0;401.0;0.0;401.0;125.0;119.0;6.0;0.0;3.0;;;;;0.0;0.0;0.0;0.0;3.0;;;;;
2119;Haaksbergen;Haaksbergen                             ;Gemeente  ;GM0158    ;10548.0;241.0;7.0;233.0;0.0;568.0;386.0;23.0;0.0;10.0;148.0;42.0;0.0;2.0;10.0;1.0;30.0;0.0;173.0;30.0;72.0;1.0;0.0;70.0;7226.0;0.0;7226.0;2231.0;1449.0;464.0;317.0;68.0;;;;;0.0;3.0;0.0;0.0;65.0;;;;;
2120;Wijk 00 Haaksbergen (dorp);Haaksbergen                             ;Wijk      ;WK015800  ;636.0;28.0;3.0;25.0;0.0;447.0;328.0;7.0;0.0;9.0;103.0;5.0;0.0;0.0;2.0;0.0;3.0;0.0;29.0;20.0;9.0;0.0;0.0;0.0;117.0;0.0;117.0;10.0;10.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
2121;Haaksbergen Kern-1;Haaksbergen                             ;Buurt     ;BU01580001;45.0;2.0;1.0;1.0;0.0;39.0;33.0;3.0;0.0;3.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
2122;Haaksbergen Kern-2;Haaksbergen                             ;Buurt     ;BU01580002;20.0;2.0;0.0;2.0;0.0;17.0;17.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
2123;Haaksbergen Kern-3;Haaksbergen                             ;Buurt     ;BU01580003;28.0;2.0;0.0;2.0;0.0;26.0;26.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
2124;Haaksbergen Kern-4;Haaksbergen                             ;Buurt     ;BU01580004;26.0;1.0;0.0;1.0;0.0;21.0;17.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
2125;Veldmaat 1;Haaksbergen                             ;Buurt     ;BU01580010;76.0;4.0;0.0;3.0;0.0;36.0;30.0;0.0;0.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;22.0;0.0;22.0;10.0;10.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
2126;Veldmaat 2;Haaksbergen                             ;Buurt     ;BU01580011;18.0;1.0;0.0;1.0;0.0;9.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;6.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
2127;Leemdijk;Haaksbergen                             ;Buurt     ;BU01580020;79.0;4.0;0.0;4.0;0.0;7.0;6.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;68.0;0.0;68.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
2128;Zienesch;Haaksbergen                             ;Buurt     ;BU01580030;41.0;1.0;0.0;1.0;0.0;37.0;32.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
2129;De Pas;Haaksbergen                             ;Buurt     ;BU01580040;37.0;2.0;1.0;1.0;0.0;32.0;27.0;0.0;0.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
2130;De Els;Haaksbergen                             ;Buurt     ;BU01580041;29.0;1.0;1.0;1.0;0.0;28.0;28.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
2131;Wolferink 1 en 4;Haaksbergen                             ;Buurt     ;BU01580050;15.0;1.0;0.0;1.0;0.0;12.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
2132;Wolferink 2;Haaksbergen                             ;Buurt     ;BU01580051;10.0;0.0;0.0;0.0;0.0;10.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
2133;Wolferink 5;Haaksbergen                             ;Buurt     ;BU01580052;13.0;0.0;0.0;0.0;0.0;12.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
2134;Wolferink 3;Haaksbergen                             ;Buurt     ;BU01580053;26.0;1.0;0.0;1.0;0.0;24.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
2135;Hassinkbrink;Haaksbergen                             ;Buurt     ;BU01580060;65.0;2.0;0.0;2.0;0.0;49.0;46.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;8.0;0.0;0.0;0.0;0.0;6.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
2136;Industriegebied West;Haaksbergen                             ;Buurt     ;BU01580090;87.0;3.0;0.0;3.0;0.0;75.0;1.0;0.0;0.0;0.0;75.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
2137;Industriegebied Brammelo;Haaksbergen                             ;Buurt     ;BU01580091;20.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
2138;Wijk 01 Haaksbergen (buitengebied);Haaksbergen                             ;Wijk      ;WK015801  ;3742.0;85.0;4.0;81.0;0.0;56.0;17.0;1.0;0.0;0.0;38.0;28.0;0.0;2.0;7.0;1.0;19.0;0.0;104.0;10.0;49.0;1.0;0.0;44.0;2366.0;0.0;2366.0;1076.0;782.0;202.0;91.0;27.0;;;;;0.0;3.0;0.0;0.0;24.0;;;;;
2139;Verspr.h. Langelo ten N. van de spoorl.;Haaksbergen                             ;Buurt     ;BU01580160;116.0;4.0;0.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;109.0;0.0;109.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
2140;Verspr.h. Langelo (ged.) en Honesch;Haaksbergen                             ;Buurt     ;BU01580170;2176.0;41.0;0.0;41.0;0.0;4.0;1.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;82.0;7.0;41.0;0.0;0.0;34.0;1269.0;0.0;1269.0;763.0;608.0;87.0;67.0;16.0;;;;;0.0;3.0;0.0;0.0;13.0;;;;;
2141;Verspr.h. Veldmaat ten Z. van de spoorl.;Haaksbergen                             ;Buurt     ;BU01580180;773.0;17.0;2.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;7.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;463.0;0.0;463.0;275.0;136.0;115.0;24.0;10.0;;;;;0.0;0.0;0.0;0.0;10.0;;;;;
2142;Verspr.h. Veldmaat ten N. van de spoorl.;Haaksbergen                             ;Buurt     ;BU01580190;676.0;23.0;2.0;21.0;0.0;51.0;16.0;0.0;0.0;0.0;35.0;20.0;0.0;2.0;0.0;0.0;18.0;0.0;19.0;0.0;8.0;1.0;0.0;10.0;525.0;0.0;525.0;38.0;38.0;0.0;0.0;1.0;;;;;0.0;0.0;0.0;0.0;1.0;;;;;
2143;Wijk 02 Sint Isidorushoeve;Haaksbergen                             ;Wijk      ;WK015802  ;1464.0;42.0;0.0;42.0;0.0;18.0;11.0;0.0;0.0;0.0;7.0;8.0;0.0;0.0;1.0;0.0;7.0;0.0;11.0;1.0;11.0;0.0;0.0;0.0;1349.0;0.0;1349.0;36.0;36.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
2144;Sint Isidorushoeve kern;Haaksbergen                             ;Buurt     ;BU01580200;24.0;2.0;0.0;2.0;0.0;11.0;11.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
2145;Verspreide huizen Sint Isidorushoeve;Haaksbergen                             ;Buurt     ;BU01580290;1440.0;40.0;0.0;40.0;0.0;7.0;0.0;0.0;0.0;0.0;7.0;6.0;0.0;0.0;0.0;0.0;6.0;0.0;9.0;1.0;9.0;0.0;0.0;0.0;1341.0;0.0;1341.0;36.0;36.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
2146;Wijk 03 Buurse;Haaksbergen                             ;Wijk      ;WK015803  ;3240.0;49.0;0.0;49.0;0.0;19.0;15.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;29.0;0.0;3.0;0.0;0.0;26.0;2102.0;0.0;2102.0;1002.0;519.0;257.0;226.0;40.0;;;;;0.0;0.0;0.0;0.0;40.0;;;;;
2147;Buurse kern;Haaksbergen                             ;Buurt     ;BU01580300;42.0;2.0;0.0;2.0;0.0;13.0;13.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.0;0.0;27.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
2148;Verspreide huizen Buurse;Haaksbergen                             ;Buurt     ;BU01580390;3198.0;47.0;0.0;47.0;0.0;6.0;2.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.0;0.0;2.0;0.0;0.0;26.0;2075.0;0.0;2075.0;1002.0;519.0;257.0;226.0;40.0;;;;;0.0;0.0;0.0;0.0;40.0;;;;;
2149;Wijk 04 Rietmolen;Haaksbergen                             ;Wijk      ;WK015804  ;571.0;13.0;0.0;13.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;530.0;0.0;530.0;24.0;24.0;0.0;0.0;1.0;;;;;0.0;0.0;0.0;0.0;1.0;;;;;
2150;Verspreide huizen Brammelo;Haaksbergen                             ;Buurt     ;BU01580490;571.0;13.0;0.0;13.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;530.0;0.0;530.0;24.0;24.0;0.0;0.0;1.0;;;;;0.0;0.0;0.0;0.0;1.0;;;;;
2151;Wijk 05 Hengevelde;Haaksbergen                             ;Wijk      ;WK015805  ;472.0;13.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;433.0;0.0;433.0;27.0;25.0;2.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
2152;Verspreide huizen Bretelerveld;Haaksbergen                             ;Buurt     ;BU01580590;472.0;13.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;433.0;0.0;433.0;27.0;25.0;2.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
2153;Wijk 06 Beckum;Haaksbergen                             ;Wijk      ;WK015806  ;394.0;8.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;328.0;0.0;328.0;57.0;54.0;3.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
2154;Verspreide huizen Stepelo (gedeeltelijk);Haaksbergen                             ;Buurt     ;BU01580690;394.0;8.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;328.0;0.0;328.0;57.0;54.0;3.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
2155;Wijk 09 Haaksbergen-kern;Haaksbergen                             ;Wijk      ;WK015809  ;28.0;2.0;0.0;2.0;0.0;26.0;16.0;9.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
2156;Haaksbergen Kern-Centrum;Haaksbergen                             ;Buurt     ;BU01580900;28.0;2.0;0.0;2.0;0.0;26.0;16.0;9.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
2157;Hardenberg;Hardenberg                              ;Gemeente  ;GM0160    ;31724.0;956.0;42.0;915.0;0.0;1519.0;968.0;49.0;26.0;83.0;393.0;277.0;27.0;0.0;30.0;56.0;164.0;0.0;547.0;59.0;120.0;11.0;61.0;296.0;25651.0;1.0;25651.0;2283.0;2177.0;77.0;29.0;490.0;;;;;0.0;33.0;91.0;60.0;306.0;;;;;
2158;Wijk 00 Hardenberg;Hardenberg                              ;Wijk      ;WK016000  ;1388.0;72.0;9.0;63.0;0.0;563.0;319.0;30.0;5.0;41.0;168.0;60.0;0.0;0.0;4.0;0.0;56.0;0.0;86.0;28.0;36.0;3.0;0.0;19.0;543.0;0.0;543.0;17.0;9.0;0.0;8.0;47.0;;;;;0.0;0.0;0.0;0.0;47.0;;;;;
2159;Centrum saneringsgebied;Hardenberg                              ;Buurt     ;BU01600000;27.0;1.0;0.0;1.0;0.0;22.0;8.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;;;;;0.0;0.0;0.0;0.0;2.0;;;;;
2160;Overig Stad Hardenberg;Hardenberg                              ;Buurt     ;BU01600001;91.0;7.0;2.0;5.0;0.0;58.0;43.0;0.0;2.0;11.0;1.0;4.0;0.0;0.0;1.0;0.0;3.0;0.0;9.0;5.0;4.0;0.0;0.0;0.0;11.0;0.0;11.0;0.0;0.0;0.0;0.0;2.0;;;;;0.0;0.0;0.0;0.0;2.0;;;;;
2161;Industriegebied;Hardenberg                              ;Buurt     ;BU01600002;232.0;11.0;1.0;9.0;0.0;139.0;1.0;0.0;0.0;0.0;137.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.0;0.0;70.0;0.0;0.0;0.0;0.0;11.0;;;;;0.0;0.0;0.0;0.0;11.0;;;;;
2162;Norden en Hazenbos;Hardenberg                              ;Buurt     ;BU01600003;194.0;8.0;0.0;8.0;0.0;39.0;36.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;5.0;0.0;2.0;0.0;0.0;123.0;0.0;123.0;12.0;4.0;0.0;8.0;6.0;;;;;0.0;0.0;0.0;0.0;6.0;;;;;
2163;Heemse-Oost Heemsermars;Hardenberg                              ;Buurt     ;BU01600004;107.0;7.0;0.0;7.0;0.0;30.0;29.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;8.0;0.0;0.0;0.0;0.0;51.0;0.0;51.0;0.0;0.0;0.0;0.0;9.0;;;;;0.0;0.0;0.0;0.0;9.0;;;;;
2164;Heemse-West Heemserbos;Hardenberg                              ;Buurt     ;BU01600005;158.0;6.0;0.0;6.0;0.0;48.0;38.0;0.0;0.0;10.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;42.0;0.0;23.0;0.0;0.0;19.0;57.0;0.0;57.0;4.0;4.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
2165;Baalder;Hardenberg                              ;Buurt     ;BU01600006;208.0;10.0;2.0;8.0;0.0;60.0;58.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;9.0;1.0;1.0;0.0;0.0;122.0;0.0;122.0;0.0;0.0;0.0;0.0;5.0;;;;;0.0;0.0;0.0;0.0;5.0;;;;;
2166;Baalderveld;Hardenberg                              ;Buurt     ;BU01600007;179.0;10.0;3.0;8.0;0.0;99.0;71.0;2.0;0.0;16.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;6.0;1.0;0.0;0.0;53.0;0.0;53.0;2.0;2.0;0.0;0.0;8.0;;;;;0.0;0.0;0.0;0.0;8.0;;;;;
2167;Marslanden en bedrijventerrein Haardijk;Hardenberg                              ;Buurt     ;BU01600008;193.0;11.0;0.0;11.0;0.0;69.0;35.0;13.0;2.0;1.0;18.0;53.0;0.0;0.0;0.0;0.0;53.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.0;0.0;57.0;0.0;0.0;0.0;0.0;5.0;;;;;0.0;0.0;0.0;0.0;5.0;;;;;
2168;Wijk 01 Buitengebied van Hardenberg West;Hardenberg                              ;Wijk      ;WK016001  ;2179.0;57.0;6.0;51.0;0.0;6.0;2.0;0.0;4.0;0.0;0.0;8.0;0.0;0.0;8.0;0.0;0.0;0.0;82.0;0.0;1.0;2.0;11.0;68.0;1251.0;1.0;1250.0;726.0;694.0;20.0;12.0;49.0;;;;;0.0;5.0;0.0;0.0;45.0;;;;;
2169;Brucht;Hardenberg                              ;Buurt     ;BU01600107;603.0;26.0;6.0;20.0;0.0;4.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;522.0;0.0;522.0;35.0;35.0;0.0;0.0;15.0;;;;;0.0;0.0;0.0;0.0;15.0;;;;;
2170;Rheeze;Hardenberg                              ;Buurt     ;BU01600108;698.0;18.0;0.0;18.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;8.0;0.0;0.0;0.0;66.0;0.0;0.0;2.0;8.0;56.0;410.0;0.0;410.0;179.0;160.0;14.0;5.0;15.0;;;;;0.0;2.0;0.0;0.0;14.0;;;;;
2171;Diffelen;Hardenberg                              ;Buurt     ;BU01600109;879.0;13.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;0.0;0.0;3.0;12.0;319.0;1.0;318.0;513.0;500.0;6.0;7.0;19.0;;;;;0.0;3.0;0.0;0.0;16.0;;;;;
2172;Wijk 02 Buitengebied Hardenberg Noord;Hardenberg                              ;Wijk      ;WK016002  ;2946.0;80.0;0.0;80.0;0.0;11.0;0.0;2.0;7.0;0.0;2.0;43.0;27.0;0.0;0.0;4.0;12.0;0.0;73.0;0.0;0.0;0.0;3.0;70.0;2288.0;0.0;2288.0;429.0;414.0;8.0;7.0;22.0;;;;;0.0;3.0;19.0;0.0;0.0;;;;;
2173;Collendoorn;Hardenberg                              ;Buurt     ;BU01600207;899.0;23.0;0.0;23.0;0.0;7.0;0.0;0.0;7.0;0.0;0.0;11.0;7.0;0.0;0.0;4.0;1.0;0.0;19.0;0.0;0.0;0.0;3.0;15.0;763.0;0.0;763.0;57.0;57.0;0.0;0.0;19.0;;;;;0.0;0.0;19.0;0.0;0.0;;;;;
2174;Heemserveen;Hardenberg                              ;Buurt     ;BU01600208;780.0;29.0;0.0;29.0;0.0;4.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;9.0;708.0;0.0;708.0;29.0;29.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
2175;Rheezerveen;Hardenberg                              ;Buurt     ;BU01600209;1267.0;28.0;0.0;28.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.0;20.0;0.0;0.0;0.0;11.0;0.0;45.0;0.0;0.0;0.0;0.0;45.0;817.0;0.0;817.0;342.0;327.0;8.0;7.0;3.0;;;;;0.0;3.0;0.0;0.0;0.0;;;;;
2176;Wijk 03 Buitengebied van Hardenberg Oost;Hardenberg                              ;Wijk      ;WK016003  ;2265.0;60.0;0.0;60.0;0.0;23.0;3.0;0.0;0.0;0.0;20.0;41.0;0.0;0.0;0.0;0.0;41.0;0.0;7.0;0.0;2.0;0.0;1.0;4.0;2098.0;0.0;2098.0;21.0;21.0;0.0;0.0;16.0;;;;;0.0;0.0;0.0;0.0;16.0;;;;;
2177;Hoogenweg;Hardenberg                              ;Buurt     ;BU01600307;565.0;18.0;0.0;18.0;0.0;23.0;3.0;0.0;0.0;0.0;20.0;32.0;0.0;0.0;0.0;0.0;32.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;473.0;0.0;473.0;8.0;8.0;0.0;0.0;9.0;;;;;0.0;0.0;0.0;0.0;9.0;;;;;
2178;Venebrugge;Hardenberg                              ;Buurt     ;BU01600308;328.0;8.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;311.0;0.0;311.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
2179;Radewijk;Hardenberg                              ;Buurt     ;BU01600309;1372.0;34.0;0.0;34.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;4.0;1313.0;0.0;1313.0;13.0;13.0;0.0;0.0;7.0;;;;;0.0;0.0;0.0;0.0;7.0;;;;;
