ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;TotaleOppervlakte_4;TotaalVerkeersterrein_5;Spoorterrein_6;Wegverkeersterrein_7;Vliegveld_8;TotaalBebouwdTerrein_9;Woonterrein_10;TerreinVoorDetailhandelEnHoreca_11;TerreinVoorOpenbareVoorzieningen_12;TerreinVoorSociaalCultureleVoorz_13;Bedrijventerrein_14;TotaalSemiBebouwdTerrein_15;Stortplaats_16;Wrakkenopslagplaats_17;Begraafplaats_18;Delfstofwinplaats_19;Bouwterrein_20;SemiVerhardOverigTerrein_21;TotaalRecreatieterrein_22;ParkEnPlantsoen_23;Sportterrein_24;Volkstuin_25;DagrecreatiefTerrein_26;VerblijfsrecreatiefTerrein_27;TotaalAgrarischTerrein_28;TerreinVoorGlastuinbouw_29;OverigAgrarischTerrein_30;TotaalBosEnOpenNatuurlijkTerrein_31;Bos_32;OpenDroogNatuurlijkTerrein_33;OpenNatNatuurlijkTerrein_34;TotaalBinnenwater_35;IJsselmeerMarkermeer_36;AfgeslotenZeearm_37;RijnEnMaas_38;Randmeer_39;Spaarbekken_40;RecreatiefBinnenwater_41;BinnenwaterVoorDelfstofwinning_42;VloeiEnOfSlibveld_43;OverigBinnenwater_44;TotaalBuitenwater_45;WaddenzeeEemsDollard_46;Oosterschelde_47;Westerschelde_48;Noordzee_49
6985;Kleine Goote;Brielle                                 ;Buurt     ;BU05010005;21.0;1.0;0.0;1.0;0.0;19.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
6986;Nieuwland;Brielle                                 ;Buurt     ;BU05010006;54.0;1.0;0.0;1.0;0.0;32.0;27.0;0.0;0.0;2.0;3.0;19.0;0.0;0.0;0.0;0.0;19.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
6987;Verspreide huizen;Brielle                                 ;Buurt     ;BU05010009;508.0;22.0;0.0;22.0;0.0;5.0;2.0;0.0;0.0;1.0;2.0;4.0;0.0;0.0;3.0;0.0;0.0;1.0;76.0;1.0;32.0;3.0;35.0;4.0;338.0;54.0;284.0;9.0;9.0;0.0;0.0;54.0;;;;;0.0;0.0;0.0;0.0;54.0;;;;;
6988;Wijk 01 Vierpolders;Brielle                                 ;Wijk      ;WK050101  ;1037.0;55.0;0.0;55.0;0.0;43.0;14.0;0.0;0.0;0.0;29.0;7.0;0.0;0.0;1.0;0.0;7.0;0.0;26.0;13.0;4.0;1.0;0.0;7.0;854.0;112.0;743.0;7.0;7.0;0.0;0.0;45.0;;;;;0.0;0.0;0.0;0.0;45.0;;;;;
6989;Vierpolders;Brielle                                 ;Buurt     ;BU05010100;113.0;5.0;0.0;5.0;0.0;19.0;14.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;5.0;0.0;4.0;1.0;0.0;0.0;83.0;11.0;72.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
6990;Verspreide huizen;Brielle                                 ;Buurt     ;BU05010109;925.0;50.0;0.0;50.0;0.0;25.0;0.0;0.0;0.0;0.0;25.0;7.0;0.0;0.0;0.0;0.0;7.0;0.0;21.0;13.0;0.0;0.0;0.0;7.0;771.0;101.0;671.0;7.0;7.0;0.0;0.0;45.0;;;;;0.0;0.0;0.0;0.0;45.0;;;;;
6991;Wijk 02 Zwartewaal;Brielle                                 ;Wijk      ;WK050102  ;951.0;41.0;0.0;41.0;0.0;32.0;26.0;0.0;0.0;3.0;3.0;36.0;0.0;0.0;0.0;35.0;0.0;0.0;46.0;0.0;3.0;4.0;27.0;12.0;699.0;0.0;699.0;16.0;5.0;0.0;11.0;83.0;;;;;0.0;3.0;33.0;0.0;47.0;;;;;
6992;Zwartewaal;Brielle                                 ;Buurt     ;BU05010200;21.0;1.0;0.0;1.0;0.0;10.0;6.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;6.0;0.0;6.0;2.0;2.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
6993;Tuindorp-Hofstede;Brielle                                 ;Buurt     ;BU05010201;30.0;2.0;0.0;2.0;0.0;15.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;6.0;0.0;6.0;2.0;2.0;0.0;0.0;4.0;;;;;0.0;0.0;0.0;0.0;4.0;;;;;
6994;Zalmlaan;Brielle                                 ;Buurt     ;BU05010202;17.0;0.0;0.0;0.0;0.0;6.0;5.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;6.0;;;;;0.0;0.0;0.0;0.0;6.0;;;;;
6995;Verspreide huizen;Brielle                                 ;Buurt     ;BU05010209;883.0;37.0;0.0;37.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;36.0;0.0;0.0;0.0;35.0;0.0;0.0;41.0;0.0;3.0;0.0;26.0;12.0;684.0;0.0;684.0;12.0;2.0;0.0;11.0;72.0;;;;;0.0;3.0;33.0;0.0;37.0;;;;;
6996;Wijk 03 Recreatiestrook Brielse Maas;Brielle                                 ;Wijk      ;WK050103  ;232.0;17.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;64.0;0.0;1.0;0.0;42.0;20.0;14.0;0.0;14.0;25.0;25.0;0.0;0.0;112.0;;;;;0.0;1.0;0.0;0.0;111.0;;;;;
6997;Recreatiestrook Brielse Maas;Brielle                                 ;Buurt     ;BU05010300;232.0;17.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;64.0;0.0;1.0;0.0;42.0;20.0;14.0;0.0;14.0;25.0;25.0;0.0;0.0;112.0;;;;;0.0;1.0;0.0;0.0;111.0;;;;;
6998;Capelle aan den IJssel;Capelle aan den IJssel                  ;Gemeente  ;GM0502    ;1542.0;102.0;6.0;96.0;0.0;932.0;672.0;17.0;26.0;33.0;184.0;51.0;0.0;0.0;5.0;0.0;46.0;0.0;270.0;147.0;107.0;12.0;5.0;0.0;64.0;0.0;64.0;3.0;3.0;0.0;0.0;120.0;;;5.0;;0.0;18.0;0.0;0.0;98.0;;;;;
6999;Wijk 01 Capelle-West en 's-Gravenland;Capelle aan den IJssel                  ;Wijk      ;WK050201  ;184.0;7.0;0.0;7.0;0.0;140.0;111.0;0.0;0.0;4.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;13.0;0.0;1.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;20.0;;;5.0;;0.0;0.0;0.0;0.0;15.0;;;;;
7000;IJsseldijk;Capelle aan den IJssel                  ;Buurt     ;BU05020100;17.0;1.0;0.0;1.0;0.0;8.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;;;5.0;;0.0;0.0;0.0;0.0;2.0;;;;;
7001;Redebuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020101;17.0;1.0;0.0;1.0;0.0;15.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
7002;Industrieterrein-West;Capelle aan den IJssel                  ;Buurt     ;BU05020102;20.0;1.0;0.0;1.0;0.0;13.0;1.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;;;;;0.0;0.0;0.0;0.0;3.0;;;;;
7003;Zeeheldenbuurt-West;Capelle aan den IJssel                  ;Buurt     ;BU05020103;22.0;1.0;0.0;1.0;0.0;15.0;11.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;;;;;0.0;0.0;0.0;0.0;4.0;;;;;
7004;Zeeheldenbuurt-Oost;Capelle aan den IJssel                  ;Buurt     ;BU05020104;18.0;1.0;0.0;1.0;0.0;3.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;6.0;;;;;0.0;0.0;0.0;0.0;6.0;;;;;
7005;Chopin-buurt;Capelle aan den IJssel                  ;Buurt     ;BU05020105;15.0;1.0;0.0;1.0;0.0;14.0;10.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
7006;Bizet-buurt;Capelle aan den IJssel                  ;Buurt     ;BU05020106;16.0;0.0;0.0;0.0;0.0;16.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
7007;Paganini-buurt;Capelle aan den IJssel                  ;Buurt     ;BU05020107;18.0;0.0;0.0;0.0;0.0;18.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
7008;Rossini-buurt;Capelle aan den IJssel                  ;Buurt     ;BU05020108;11.0;1.0;0.0;1.0;0.0;10.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
7009;Puccini-buurt;Capelle aan den IJssel                  ;Buurt     ;BU05020109;30.0;0.0;0.0;0.0;0.0;28.0;28.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
7010;Wijk 02 Middelwatering-West;Capelle aan den IJssel                  ;Wijk      ;WK050202  ;196.0;13.0;0.0;13.0;0.0;89.0;78.0;2.0;2.0;7.0;0.0;7.0;0.0;0.0;0.0;0.0;7.0;0.0;36.0;19.0;13.0;5.0;0.0;0.0;34.0;0.0;34.0;0.0;0.0;0.0;0.0;17.0;;;;;0.0;3.0;0.0;0.0;14.0;;;;;
7011;'s-Gravenweg en Alexanderlaan;Capelle aan den IJssel                  ;Buurt     ;BU05020201;41.0;3.0;0.0;3.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0;8.0;3.0;0.0;5.0;0.0;0.0;22.0;0.0;22.0;0.0;0.0;0.0;0.0;2.0;;;;;0.0;0.0;0.0;0.0;2.0;;;;;
7012;'s-Gravenpark;Capelle aan den IJssel                  ;Buurt     ;BU05020202;19.0;1.0;0.0;1.0;0.0;6.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;11.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
7013;Reviusbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020203;19.0;3.0;0.0;3.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;;;;;0.0;2.0;0.0;0.0;1.0;;;;;
7014;Dichtersbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020204;34.0;2.0;0.0;2.0;0.0;27.0;23.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;;;;;0.0;0.0;0.0;0.0;2.0;;;;;
7015;Merelbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020205;23.0;1.0;0.0;1.0;0.0;18.0;15.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;;;;0.0;0.0;0.0;0.0;1.0;;;;;
7016;Schildersbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020206;10.0;0.0;0.0;0.0;0.0;9.0;8.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;;;;0.0;0.0;0.0;0.0;1.0;;;;;
7017;Valeriusbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020207;26.0;3.0;0.0;3.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;6.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;;;;;0.0;1.0;0.0;0.0;4.0;;;;;
7018;Rozenburcht;Capelle aan den IJssel                  ;Buurt     ;BU05020208;11.0;0.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;4.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;;;;0.0;0.0;0.0;0.0;1.0;;;;;
7019;Oude plaats;Capelle aan den IJssel                  ;Buurt     ;BU05020209;14.0;0.0;0.0;0.0;0.0;9.0;8.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;;;;;0.0;0.0;0.0;0.0;2.0;;;;;
7020;Wijk 03 Middelwatering-Oost;Capelle aan den IJssel                  ;Wijk      ;WK050203  ;160.0;8.0;0.0;8.0;0.0;97.0;66.0;7.0;3.0;13.0;8.0;7.0;0.0;0.0;0.0;0.0;7.0;0.0;22.0;4.0;18.0;0.0;0.0;0.0;12.0;0.0;12.0;0.0;0.0;0.0;0.0;13.0;;;;;0.0;0.0;0.0;0.0;13.0;;;;;
7021;Stationsbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020301;37.0;1.0;0.0;1.0;0.0;6.0;0.0;0.0;0.0;2.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;0.0;18.0;0.0;0.0;0.0;12.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
7022;Hovenbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020302;24.0;2.0;0.0;2.0;0.0;18.0;16.0;0.0;0.0;2.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;;;;;0.0;0.0;0.0;0.0;1.0;;;;;
7023;Koperwiek;Capelle aan den IJssel                  ;Buurt     ;BU05020303;18.0;0.0;0.0;0.0;0.0;17.0;5.0;7.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
7024;Meeuwenbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020304;15.0;1.0;0.0;1.0;0.0;12.0;11.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;;;;;0.0;0.0;0.0;0.0;2.0;;;;;
7025;Alkenoord;Capelle aan den IJssel                  ;Buurt     ;BU05020305;13.0;1.0;0.0;1.0;0.0;11.0;5.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;;;;0.0;0.0;0.0;0.0;1.0;;;;;
7026;Vuykterrein;Capelle aan den IJssel                  ;Buurt     ;BU05020306;16.0;1.0;0.0;1.0;0.0;9.0;5.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;;;;;0.0;0.0;0.0;0.0;4.0;;;;;
7027;Oude Kern;Capelle aan den IJssel                  ;Buurt     ;BU05020307;16.0;0.0;0.0;0.0;0.0;6.0;6.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;4.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;;;;;0.0;0.0;0.0;0.0;5.0;;;;;
7028;Kievitlaan;Capelle aan den IJssel                  ;Buurt     ;BU05020308;21.0;2.0;0.0;2.0;0.0;18.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;;;;0.0;0.0;0.0;0.0;1.0;;;;;
7029;Wijk 04 Oostgaarde-Zuid;Capelle aan den IJssel                  ;Wijk      ;WK050204  ;162.0;11.0;0.0;11.0;0.0;93.0;83.0;2.0;5.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;12.0;13.0;0.0;0.0;0.0;4.0;0.0;4.0;0.0;0.0;0.0;0.0;28.0;;;;;0.0;3.0;0.0;0.0;25.0;;;;;
7030;De Baronie;Capelle aan den IJssel                  ;Buurt     ;BU05020401;11.0;1.0;0.0;1.0;0.0;7.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;;;;0.0;0.0;0.0;0.0;1.0;;;;;
7031;Diepenbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020402;14.0;1.0;0.0;1.0;0.0;11.0;6.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;;;;;0.0;0.0;0.0;0.0;2.0;;;;;
7032;Dalenbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020403;22.0;1.0;0.0;1.0;0.0;19.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;;;;0.0;0.0;0.0;0.0;1.0;;;;;
7033;Sportpark Couwenhoek;Capelle aan den IJssel                  ;Buurt     ;BU05020404;15.0;2.0;0.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;;;;0.0;1.0;0.0;0.0;0.0;;;;;
7034;Eilandenbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020405;15.0;0.0;0.0;0.0;0.0;13.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
7035;Waardenbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020406;17.0;1.0;0.0;1.0;0.0;12.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;3.0;;;;;0.0;0.0;0.0;0.0;3.0;;;;;
7036;AWZI Oostgaarde;Capelle aan den IJssel                  ;Buurt     ;BU05020407;16.0;1.0;0.0;1.0;0.0;5.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;3.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;3.0;;;;;0.0;0.0;0.0;0.0;3.0;;;;;
7037;Baaienbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020408;18.0;2.0;0.0;2.0;0.0;13.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;;;;0.0;0.0;0.0;0.0;1.0;;;;;
7038;Paradijssel;Capelle aan den IJssel                  ;Buurt     ;BU05020409;34.0;2.0;0.0;2.0;0.0;13.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;;;;;0.0;2.0;0.0;0.0;14.0;;;;;
7039;Wijk 05 Oostgaarde-Noord;Capelle aan den IJssel                  ;Wijk      ;WK050205  ;117.0;8.0;0.0;8.0;0.0;57.0;45.0;2.0;0.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.0;7.0;26.0;0.0;5.0;0.0;7.0;0.0;7.0;1.0;1.0;0.0;0.0;5.0;;;;;0.0;0.0;0.0;0.0;5.0;;;;;
7040;Beemster en Purmerhoek;Capelle aan den IJssel                  ;Buurt     ;BU05020501;11.0;2.0;0.0;2.0;0.0;8.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;;;;0.0;0.0;0.0;0.0;1.0;;;;;
7041;Schermerhoek;Capelle aan den IJssel                  ;Buurt     ;BU05020502;7.0;1.0;0.0;1.0;0.0;6.0;4.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
7042;Wormerhoek;Capelle aan den IJssel                  ;Buurt     ;BU05020503;6.0;1.0;0.0;1.0;0.0;4.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;;;;0.0;0.0;0.0;0.0;1.0;;;;;
7043;Scandinavischebuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020504;15.0;1.0;0.0;1.0;0.0;11.0;9.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;;;;0.0;0.0;0.0;0.0;1.0;;;;;
7044;Amerikaansebuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020505;9.0;1.0;0.0;1.0;0.0;6.0;5.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;;;;0.0;0.0;0.0;0.0;1.0;;;;;
7045;Bergenbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020506;12.0;1.0;0.0;1.0;0.0;10.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
7046;Molukkenbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020507;13.0;0.0;0.0;0.0;0.0;8.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;;;;0.0;0.0;0.0;0.0;1.0;;;;;
7047;Klaverweide;Capelle aan den IJssel                  ;Buurt     ;BU05020508;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;10.0;0.0;2.0;0.0;3.0;0.0;3.0;1.0;1.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
7048;Klinkert;Capelle aan den IJssel                  ;Buurt     ;BU05020509;26.0;1.0;0.0;1.0;0.0;3.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;0.0;15.0;0.0;3.0;0.0;4.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;
7049;Wijk 06 Schenkel;Capelle aan den IJssel                  ;Wijk      ;WK050206  ;116.0;4.0;0.0;4.0;0.0;72.0;65.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.0;0.0;31.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;;;;;0.0;1.0;0.0;0.0;8.0;;;;;
7050;Molenbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020601;30.0;1.0;0.0;1.0;0.0;22.0;15.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;;;;;0.0;0.0;0.0;0.0;3.0;;;;;
7051;Florabuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020602;15.0;0.0;0.0;0.0;0.0;14.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;;;;0.0;0.0;0.0;0.0;1.0;;;;;
