ID;Geslacht;Leeftijd;WijkenEnBuurten;BeroepsEnNietBeroepsbevolking_1;WerkzameBeroepsbevolking_2;NettoArbeidsparticipatie_3;Werknemer_4;WerknemerMetVasteArbeidsrelatie_5;WerknemerMetFlexibeleArbeidsrelatie_6;Zelfstandige_7
9383;Totaal mannen en vrouwen;15 tot 75 jaar;Larservaartbos;10;10;;;;;
9384;Totaal mannen en vrouwen;15 tot 75 jaar;Bedrijvenpark Larserpoort;0;0;;;;;
9385;Totaal mannen en vrouwen;15 tot 75 jaar;Hollandse Hout;0;0;;;;;
9386;Totaal mannen en vrouwen;15 tot 75 jaar;Oostvaardersplassen;0;0;;;;;
9387;Totaal mannen en vrouwen;15 tot 75 jaar;Warande;1840;1460;79.0;87.0;58.0;30.0;13.0
9388;Totaal mannen en vrouwen;15 tot 75 jaar;Flora West;700;580;83.0;89.0;60.0;29.0;11.0
9389;Totaal mannen en vrouwen;15 tot 75 jaar;Flora Midden;940;770;82.0;86.0;60.0;27.0;14.0
9390;Totaal mannen en vrouwen;15 tot 75 jaar;Flora Oost PIL;0;0;;;;;
9391;Totaal mannen en vrouwen;15 tot 75 jaar;Woonhavenpad;30;20;;;;;
9392;Totaal mannen en vrouwen;15 tot 75 jaar;Warande West;0;0;;;;;
9393;Totaal mannen en vrouwen;15 tot 75 jaar;Biomassa;160;80;51.0;;;;
9394;Totaal mannen en vrouwen;15 tot 75 jaar;Fauna, Bosvalkweg, Zuiderpoort;0;0;;;;;
9395;Totaal mannen en vrouwen;15 tot 75 jaar;Warande Oost;0;0;;;;;
9396;Totaal mannen en vrouwen;15 tot 75 jaar;Warande Oost/Midden;0;0;;;;;
9397;Totaal mannen en vrouwen;15 tot 75 jaar;Warande Zuid;0;0;;;;;
9398;Totaal mannen en vrouwen;15 tot 75 jaar;Warande Midden;0;0;;;;;
9399;Totaal mannen en vrouwen;15 tot 75 jaar;Leudal;27030;19060;71.0;83.0;60.0;24.0;17.0
9400;Totaal mannen en vrouwen;15 tot 75 jaar;Heythuysen;4750;3270;69.0;84.0;60.0;24.0;16.0
9401;Totaal mannen en vrouwen;15 tot 75 jaar;Kern Heythuysen;4220;2890;68.0;86.0;62.0;25.0;14.0
9402;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Heythuysen;530;390;73.0;69.0;51.0;18.0;31.0
9403;Totaal mannen en vrouwen;15 tot 75 jaar;Heibloem;560;390;70.0;84.0;61.0;22.0;16.0
9404;Totaal mannen en vrouwen;15 tot 75 jaar;Kern Heibloem;420;300;72.0;88.0;65.0;23.0;12.0
9405;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Heibloem;140;90;;;;;
9406;Totaal mannen en vrouwen;15 tot 75 jaar;Roggel;3290;2410;73.0;83.0;61.0;23.0;17.0
9407;Totaal mannen en vrouwen;15 tot 75 jaar;Kern Roggel;2660;1940;73.0;87.0;64.0;23.0;13.0
9408;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Roggel;620;470;76.0;68.0;46.0;22.0;32.0
9409;Totaal mannen en vrouwen;15 tot 75 jaar;Neer;2590;1850;71.0;83.0;59.0;24.0;17.0
9410;Totaal mannen en vrouwen;15 tot 75 jaar;Kern Neer;1980;1380;70.0;88.0;64.0;24.0;12.0
9411;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Neer;600;470;78.0;70.0;46.0;24.0;30.0
9412;Totaal mannen en vrouwen;15 tot 75 jaar;Nunhem;510;340;66.0;85.0;64.0;21.0;15.0
9413;Totaal mannen en vrouwen;15 tot 75 jaar;Kern Nunhem;460;300;66.0;88.0;66.0;22.0;12.0
9414;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Nunhem;50;40;;;;;
9415;Totaal mannen en vrouwen;15 tot 75 jaar;Haelen;3220;2190;68.0;87.0;61.0;26.0;13.0
9416;Totaal mannen en vrouwen;15 tot 75 jaar;Kern Haelen;2960;2030;69.0;88.0;63.0;25.0;12.0
9417;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Haelen;260;170;63.0;80.0;43.0;37.0;20.0
9418;Totaal mannen en vrouwen;15 tot 75 jaar;Buggenum;720;530;73.0;83.0;58.0;25.0;17.0
9419;Totaal mannen en vrouwen;15 tot 75 jaar;Kern Buggenum;680;490;72.0;85.0;60.0;25.0;15.0
9420;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Buggenum;40;30;;;;;
9421;Totaal mannen en vrouwen;15 tot 75 jaar;Horn;2750;1910;69.0;84.0;61.0;23.0;16.0
9422;Totaal mannen en vrouwen;15 tot 75 jaar;Kern Horn;2620;1810;69.0;85.0;62.0;23.0;15.0
9423;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Horn;130;90;;;;;
9424;Totaal mannen en vrouwen;15 tot 75 jaar;Baexem;1860;1280;69.0;80.0;56.0;25.0;20.0
9425;Totaal mannen en vrouwen;15 tot 75 jaar;Kern Baexem;1540;1040;68.0;83.0;59.0;24.0;17.0
9426;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Baexem;320;240;74.0;66.0;40.0;26.0;34.0
9427;Totaal mannen en vrouwen;15 tot 75 jaar;Kelpen-Oler;870;660;75.0;74.0;53.0;21.0;26.0
9428;Totaal mannen en vrouwen;15 tot 75 jaar;Kern Kelpen-Oler;480;340;72.0;84.0;60.0;24.0;16.0
9429;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Kelpen-Oler;390;310;80.0;63.0;45.0;18.0;37.0
9430;Totaal mannen en vrouwen;15 tot 75 jaar;Grathem;1310;910;69.0;81.0;58.0;24.0;19.0
9431;Totaal mannen en vrouwen;15 tot 75 jaar;Kern Grathem;1120;760;68.0;85.0;62.0;23.0;15.0
9432;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Grathem;190;150;77.0;63.0;35.0;28.0;37.0
9433;Totaal mannen en vrouwen;15 tot 75 jaar;Ell;1170;880;76.0;81.0;58.0;23.0;19.0
9434;Totaal mannen en vrouwen;15 tot 75 jaar;Kern Ell;900;660;73.0;86.0;62.0;24.0;14.0
9435;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Ell;270;220;83.0;68.0;47.0;21.0;32.0
9436;Totaal mannen en vrouwen;15 tot 75 jaar;Haler;370;270;73.0;73.0;57.0;16.0;27.0
9437;Totaal mannen en vrouwen;15 tot 75 jaar;Kern Haler;210;140;67.0;;;;
9438;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Haler;160;130;80.0;;;;
9439;Totaal mannen en vrouwen;15 tot 75 jaar;Hunsel;750;570;76.0;81.0;56.0;24.0;19.0
9440;Totaal mannen en vrouwen;15 tot 75 jaar;Kern Hunsel;530;390;74.0;85.0;64.0;21.0;15.0
9441;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Hunsel;220;180;81.0;70.0;39.0;31.0;30.0
9442;Totaal mannen en vrouwen;15 tot 75 jaar;Neeritter;1010;690;68.0;86.0;63.0;23.0;14.0
9443;Totaal mannen en vrouwen;15 tot 75 jaar;Kern Neeritter;940;640;68.0;88.0;64.0;24.0;12.0
9444;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Neeritter;60;50;;;;;
9445;Totaal mannen en vrouwen;15 tot 75 jaar;Ittervoort;1300;920;71.0;86.0;62.0;23.0;14.0
9446;Totaal mannen en vrouwen;15 tot 75 jaar;Kern Ittervoort;1220;860;70.0;87.0;63.0;24.0;13.0
9447;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Ittervoort;80;60;;;;;
9448;Totaal mannen en vrouwen;15 tot 75 jaar;Leusden;22430;16190;72.0;82.0;58.0;24.0;18.0
9449;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 00 Leusden-Centrum Oost;6570;4500;68.0;86.0;61.0;25.0;14.0
9450;Totaal mannen en vrouwen;15 tot 75 jaar;Hamershof;400;250;63.0;90.0;53.0;37.0;10.0
9451;Totaal mannen en vrouwen;15 tot 75 jaar;Akkerhoeve;450;270;60.0;86.0;60.0;25.0;14.0
9452;Totaal mannen en vrouwen;15 tot 75 jaar;Noordwijck;630;410;65.0;90.0;65.0;25.0;10.0
9453;Totaal mannen en vrouwen;15 tot 75 jaar;Langenbeek;770;550;71.0;85.0;59.0;26.0;15.0
9454;Totaal mannen en vrouwen;15 tot 75 jaar;Zwanenburg;540;340;64.0;88.0;61.0;27.0;12.0
9455;Totaal mannen en vrouwen;15 tot 75 jaar;Munnikhove;630;430;68.0;86.0;66.0;20.0;14.0
9456;Totaal mannen en vrouwen;15 tot 75 jaar;Bosveld;470;310;66.0;86.0;66.0;20.0;14.0
9457;Totaal mannen en vrouwen;15 tot 75 jaar;Claverenblad;900;660;73.0;90.0;65.0;25.0;10.0
9458;Totaal mannen en vrouwen;15 tot 75 jaar;Wildenburg;1220;840;69.0;87.0;60.0;27.0;13.0
9459;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Leusden-Centrum Oost;560;440;80.0;74.0;51.0;22.0;26.0
9460;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 01 Leusden-Centrum West;7170;5120;71.0;82.0;57.0;25.0;18.0
9461;Totaal mannen en vrouwen;15 tot 75 jaar;Hamersveld-Oud;880;650;74.0;79.0;59.0;20.0;21.0
9462;Totaal mannen en vrouwen;15 tot 75 jaar;Hamersveld-Nieuw;360;260;72.0;78.0;53.0;25.0;22.0
9463;Totaal mannen en vrouwen;15 tot 75 jaar;Rozenboom;450;320;70.0;78.0;53.0;24.0;22.0
9464;Totaal mannen en vrouwen;15 tot 75 jaar;Rozendaal;830;620;75.0;77.0;51.0;27.0;23.0
9465;Totaal mannen en vrouwen;15 tot 75 jaar;Alandsbeek-West;340;240;70.0;78.0;57.0;22.0;22.0
9466;Totaal mannen en vrouwen;15 tot 75 jaar;Alandsbeek-Oost;830;620;74.0;83.0;60.0;23.0;17.0
9467;Totaal mannen en vrouwen;15 tot 75 jaar;De Wetering;1120;780;70.0;87.0;59.0;28.0;13.0
9468;Totaal mannen en vrouwen;15 tot 75 jaar;Rossenberg;520;380;73.0;85.0;59.0;26.0;15.0
9469;Totaal mannen en vrouwen;15 tot 75 jaar;Groenhouten;1590;1050;66.0;84.0;59.0;26.0;16.0
9470;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Leusden-Centrum West;250;190;78.0;72.0;42.0;30.0;28.0
9471;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 02 Leusden-Zuid;3620;2800;77.0;80.0;59.0;21.0;20.0
9472;Totaal mannen en vrouwen;15 tot 75 jaar;Kern Leusden-Zuid;1400;1010;73.0;79.0;57.0;22.0;21.0
9473;Totaal mannen en vrouwen;15 tot 75 jaar;Tabaksteeg;1810;1470;81.0;86.0;65.0;21.0;14.0
9474;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Leusden-Zuid;420;320;76.0;61.0;40.0;21.0;39.0
9475;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 03 Achterveld;2020;1550;77.0;77.0;53.0;24.0;23.0
9476;Totaal mannen en vrouwen;15 tot 75 jaar;Kern Achterveld;1450;1080;75.0;80.0;53.0;27.0;20.0
9477;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Achterveld;570;470;82.0;69.0;51.0;18.0;31.0
9478;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 04 Stoutenburg;270;220;79.0;64.0;45.0;19.0;36.0
9479;Totaal mannen en vrouwen;15 tot 75 jaar;Stoutenburg;270;220;79.0;64.0;45.0;19.0;36.0
9480;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 05 't Ruige Veld;2780;2020;73.0;86.0;60.0;25.0;14.0
9481;Totaal mannen en vrouwen;15 tot 75 jaar;'t Ruige Veld;1400;1020;73.0;88.0;64.0;25.0;12.0
9482;Totaal mannen en vrouwen;15 tot 75 jaar;'t Vliet;1380;1000;72.0;83.0;57.0;26.0;17.0
9483;Totaal mannen en vrouwen;15 tot 75 jaar;Lingewaard;35040;25100;72.0;85.0;60.0;25.0;15.0
9484;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 00 Bemmel;15090;10910;72.0;85.0;60.0;25.0;15.0
9485;Totaal mannen en vrouwen;15 tot 75 jaar;Bemmel;8830;6330;72.0;87.0;62.0;25.0;13.0
9486;Totaal mannen en vrouwen;15 tot 75 jaar;Haalderen;1450;1090;75.0;87.0;59.0;27.0;13.0
9487;Totaal mannen en vrouwen;15 tot 75 jaar;Angeren;1660;1230;74.0;87.0;61.0;26.0;13.0
9488;Totaal mannen en vrouwen;15 tot 75 jaar;Doornenburg;1600;1120;70.0;87.0;62.0;25.0;13.0
9489;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Ressen;100;80;;;;;
9490;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Angeren;440;350;80.0;70.0;48.0;21.0;30.0
9491;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Bemmel;220;160;75.0;58.0;36.0;22.0;42.0
9492;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Doornenburg;520;370;72.0;71.0;53.0;18.0;29.0
9493;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Bemmel-Lent;130;90;;;;;
9494;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Ambtswaard;10;0;;;;;
9495;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Haalderen;100;80;;;;;
9496;Totaal mannen en vrouwen;15 tot 75 jaar;Ooijrijkse Polder;10;10;;;;;
9497;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 01 Gendt;5420;3840;71.0;85.0;58.0;27.0;15.0
9498;Totaal mannen en vrouwen;15 tot 75 jaar;Gendt;4120;2860;69.0;90.0;61.0;29.0;10.0
9499;Totaal mannen en vrouwen;15 tot 75 jaar;Buurt Gendt;400;280;71.0;73.0;51.0;22.0;27.0
9500;Totaal mannen en vrouwen;15 tot 75 jaar;Kommerdijk;120;100;;;;;
9501;Totaal mannen en vrouwen;15 tot 75 jaar;Hulhuizen;250;180;74.0;76.0;51.0;25.0;24.0
9502;Totaal mannen en vrouwen;15 tot 75 jaar;Flieren;150;120;80.0;;;;
9503;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Flieren;320;250;78.0;61.0;37.0;23.0;39.0
9504;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Gendtsche Waarden;50;40;;;;;
9505;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 02 Huissen;14530;10350;71.0;86.0;61.0;25.0;14.0
9506;Totaal mannen en vrouwen;15 tot 75 jaar;Oude Stad Huissen;630;450;72.0;81.0;51.0;31.0;19.0
9507;Totaal mannen en vrouwen;15 tot 75 jaar;Uitbreiding Stad Huissen;4410;3060;69.0;87.0;62.0;25.0;13.0
9508;Totaal mannen en vrouwen;15 tot 75 jaar;Het Zand;1390;1030;74.0;87.0;61.0;27.0;13.0
9509;Totaal mannen en vrouwen;15 tot 75 jaar;Zilverkamp;4640;3020;65.0;87.0;61.0;26.0;13.0
9510;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Het Zand;1040;790;76.0;73.0;52.0;21.0;27.0
9511;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Hoeve en Loostraat;2360;1970;83.0;86.0;67.0;20.0;14.0
9512;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Uiterwaard;60;30;;;;;
9513;Totaal mannen en vrouwen;15 tot 75 jaar;Lisse;17020;12400;73.0;85.0;60.0;25.0;15.0
9514;Totaal mannen en vrouwen;15 tot 75 jaar;Lisse Noord;5060;3640;72.0;87.0;62.0;25.0;13.0
9515;Totaal mannen en vrouwen;15 tot 75 jaar;Meer en Duin;80;70;;;;;
9516;Totaal mannen en vrouwen;15 tot 75 jaar;Meerenburgh;1130;760;67.0;86.0;60.0;26.0;14.0
9517;Totaal mannen en vrouwen;15 tot 75 jaar;De Blinkerd;1260;920;73.0;90.0;66.0;24.0;10.0
9518;Totaal mannen en vrouwen;15 tot 75 jaar;Oranjebuurt;1460;1060;73.0;86.0;62.0;24.0;14.0
9519;Totaal mannen en vrouwen;15 tot 75 jaar;Zeeheldenbuurt;1130;840;74.0;87.0;63.0;23.0;13.0
9520;Totaal mannen en vrouwen;15 tot 75 jaar;Centrum;4730;3360;71.0;81.0;56.0;24.0;19.0
9521;Totaal mannen en vrouwen;15 tot 75 jaar;Berkhout;850;520;61.0;76.0;56.0;21.0;24.0
9522;Totaal mannen en vrouwen;15 tot 75 jaar;Blokhuis;1050;770;74.0;84.0;56.0;29.0;16.0
9523;Totaal mannen en vrouwen;15 tot 75 jaar;Het Vierkant;1070;780;73.0;80.0;56.0;24.0;20.0
9524;Totaal mannen en vrouwen;15 tot 75 jaar;Van Rijckevorsel;450;320;69.0;71.0;48.0;22.0;29.0
9525;Totaal mannen en vrouwen;15 tot 75 jaar;Bloemenbuurt;1300;970;75.0;84.0;60.0;23.0;16.0
9526;Totaal mannen en vrouwen;15 tot 75 jaar;Lisse Zuid;5810;4310;74.0;88.0;62.0;26.0;12.0
9527;Totaal mannen en vrouwen;15 tot 75 jaar;Dever;60;40;;;;;
9528;Totaal mannen en vrouwen;15 tot 75 jaar;Vogelbuurt;1190;800;67.0;88.0;61.0;27.0;12.0
9529;Totaal mannen en vrouwen;15 tot 75 jaar;Componistenbuurt;980;710;73.0;89.0;63.0;25.0;11.0
9530;Totaal mannen en vrouwen;15 tot 75 jaar;Schildersbuurt;1320;930;70.0;89.0;62.0;27.0;11.0
9531;Totaal mannen en vrouwen;15 tot 75 jaar;Geestwater;60;40;;;;;
9532;Totaal mannen en vrouwen;15 tot 75 jaar;Vrouwenpolder;1230;990;80.0;89.0;62.0;27.0;11.0
9533;Totaal mannen en vrouwen;15 tot 75 jaar;Lisse Rond;980;800;82.0;88.0;64.0;23.0;12.0
9534;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied;1420;1090;77.0;78.0;52.0;26.0;22.0
9535;Totaal mannen en vrouwen;15 tot 75 jaar;Halfweg;90;70;;;;;
9536;Totaal mannen en vrouwen;15 tot 75 jaar;De Engel;550;430;78.0;86.0;57.0;29.0;14.0
9537;Totaal mannen en vrouwen;15 tot 75 jaar;Ter Beek;170;130;77.0;;;;
9538;Totaal mannen en vrouwen;15 tot 75 jaar;3e Poellaan;190;130;71.0;;;;
9539;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied;410;320;77.0;63.0;38.0;25.0;37.0
9540;Totaal mannen en vrouwen;15 tot 75 jaar;Lochem;24480;16990;69.0;77.0;53.0;24.0;23.0
9541;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 00 Lochem kern;8740;5820;67.0;83.0;57.0;26.0;17.0
9542;Totaal mannen en vrouwen;15 tot 75 jaar;Vesting;530;350;66.0;83.0;48.0;35.0;17.0
9543;Totaal mannen en vrouwen;15 tot 75 jaar;Zuiderenk;2750;1830;67.0;89.0;59.0;30.0;11.0
9544;Totaal mannen en vrouwen;15 tot 75 jaar;Lochem-Zuid;620;400;64.0;78.0;54.0;24.0;22.0
9545;Totaal mannen en vrouwen;15 tot 75 jaar;Lochem-Oost;1770;1180;66.0;75.0;51.0;23.0;25.0
9546;Totaal mannen en vrouwen;15 tot 75 jaar;Lochem-West;1520;990;65.0;86.0;62.0;23.0;14.0
9547;Totaal mannen en vrouwen;15 tot 75 jaar;Lochem-Noord;520;310;60.0;81.0;51.0;29.0;19.0
9548;Totaal mannen en vrouwen;15 tot 75 jaar;Molengronden;1030;760;74.0;83.0;60.0;23.0;17.0
9549;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 01 Lochem buitengebied;1020;730;72.0;59.0;38.0;21.0;41.0
9550;Totaal mannen en vrouwen;15 tot 75 jaar;Zwiep;60;40;;;;;
9551;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Het Veen en Grote Veld;240;150;64.0;65.0;38.0;27.0;35.0
9552;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Klein Dochteren;210;140;70.0;;;;
9553;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Ampsen;150;110;72.0;;;;
9554;Totaal mannen en vrouwen;15 tot 75 jaar;Verspr.h. Nettelhorst, Langen en Zwiep;370;290;79.0;62.0;37.0;25.0;38.0
9555;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 02 Laren;3220;2490;78.0;72.0;51.0;21.0;28.0
9556;Totaal mannen en vrouwen;15 tot 75 jaar;Laren;1280;960;75.0;84.0;58.0;25.0;16.0
9557;Totaal mannen en vrouwen;15 tot 75 jaar;Exel;130;100;;;;;
9558;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Groot Dochteren;240;170;74.0;62.0;45.0;17.0;38.0
9559;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Oolde;580;470;80.0;67.0;50.0;17.0;33.0
9560;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Verwolde;770;610;80.0;62.0;43.0;18.0;38.0
9561;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Exel;160;130;81.0;;;;
9562;Totaal mannen en vrouwen;15 tot 75 jaar;Exel Tol;50;40;;;;;
9563;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 03 Barchem;1330;960;72.0;74.0;49.0;25.0;26.0
9564;Totaal mannen en vrouwen;15 tot 75 jaar;Barchem;690;470;69.0;83.0;55.0;28.0;17.0
9565;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Lochemseweg;140;110;;;;;
9566;Totaal mannen en vrouwen;15 tot 75 jaar;Verspr.h. Zwarte Veen en Barchemse Enk;260;190;73.0;64.0;41.0;23.0;36.0
9567;Totaal mannen en vrouwen;15 tot 75 jaar;Verspr.h. Boschheurne en Zwiepsche Broek;240;180;77.0;63.0;46.0;17.0;37.0
9568;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 04 Gorssel;7650;5170;68.0;76.0;53.0;23.0;24.0
9569;Totaal mannen en vrouwen;15 tot 75 jaar;Gorssel;2350;1510;64.0;77.0;56.0;21.0;23.0
9570;Totaal mannen en vrouwen;15 tot 75 jaar;Eefde;2340;1560;67.0;84.0;58.0;26.0;16.0
9571;Totaal mannen en vrouwen;15 tot 75 jaar;Epse;1190;880;74.0;79.0;54.0;25.0;21.0
9572;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Joppe;300;200;69.0;62.0;43.0;19.0;38.0
9573;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Gorssel;360;250;70.0;58.0;36.0;22.0;42.0
9574;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Epse;360;260;72.0;57.0;40.0;18.0;43.0
9575;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Eefde;750;500;66.0;69.0;48.0;21.0;31.0
9576;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 01 Almen-Harfsen;2520;1820;72.0;72.0;51.0;21.0;28.0
9577;Totaal mannen en vrouwen;15 tot 75 jaar;Almen;570;370;65.0;75.0;55.0;19.0;25.0
9578;Totaal mannen en vrouwen;15 tot 75 jaar;Harfsen;560;390;70.0;85.0;62.0;23.0;15.0
9579;Totaal mannen en vrouwen;15 tot 75 jaar;Verspr.h. Almen ten Z. van Twentekanaal;180;130;75.0;;;;
9580;Totaal mannen en vrouwen;15 tot 75 jaar;Verspr.h. Almen ten N. van Twentekanaal;160;110;71.0;;;;
9581;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Harfsen;820;620;75.0;69.0;47.0;21.0;31.0
9582;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Kring van Dorth;220;180;81.0;67.0;45.0;22.0;33.0
9583;Totaal mannen en vrouwen;15 tot 75 jaar;Loon op Zand;17630;12840;73.0;84.0;59.0;25.0;16.0
9584;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 10 Kaatsheuvel-West;7840;5690;73.0;86.0;61.0;26.0;14.0
9585;Totaal mannen en vrouwen;15 tot 75 jaar;Draaiboom;1540;1190;77.0;89.0;66.0;23.0;11.0
9586;Totaal mannen en vrouwen;15 tot 75 jaar;Hil (noord);480;340;70.0;89.0;64.0;24.0;11.0
9587;Totaal mannen en vrouwen;15 tot 75 jaar;Hil (zuid);580;440;76.0;88.0;63.0;25.0;12.0
9588;Totaal mannen en vrouwen;15 tot 75 jaar;Pannenhoef (west);810;530;65.0;91.0;64.0;26.0;9.0
9589;Totaal mannen en vrouwen;15 tot 75 jaar;Pannenhoef (oost);480;290;61.0;90.0;56.0;34.0;10.0
9590;Totaal mannen en vrouwen;15 tot 75 jaar;Bloemenbuurt;310;200;66.0;89.0;58.0;31.0;11.0
9591;Totaal mannen en vrouwen;15 tot 75 jaar;Centrum;640;430;67.0;86.0;58.0;27.0;14.0
9592;Totaal mannen en vrouwen;15 tot 75 jaar;Schrijversbuurt;380;260;68.0;87.0;65.0;22.0;13.0
9593;Totaal mannen en vrouwen;15 tot 75 jaar;Staatsliedenbuurt;490;380;77.0;87.0;59.0;28.0;13.0
9594;Totaal mannen en vrouwen;15 tot 75 jaar;Vossenberg (west);620;460;74.0;84.0;60.0;24.0;16.0
9595;Totaal mannen en vrouwen;15 tot 75 jaar;Vossenberg (oost);410;310;76.0;82.0;58.0;24.0;18.0
9596;Totaal mannen en vrouwen;15 tot 75 jaar;De Kets (industrieterrein);70;50;;;;;
9597;Totaal mannen en vrouwen;15 tot 75 jaar;De Zandschel;510;390;77.0;75.0;51.0;23.0;25.0
9598;Totaal mannen en vrouwen;15 tot 75 jaar;De Baan;520;420;80.0;79.0;55.0;25.0;21.0
9599;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 20 Kaatsheuvel-Oost;4890;3550;73.0;84.0;58.0;26.0;16.0
9600;Totaal mannen en vrouwen;15 tot 75 jaar;Heikant;1080;780;72.0;90.0;61.0;30.0;10.0
9601;Totaal mannen en vrouwen;15 tot 75 jaar;Els (west);220;160;74.0;81.0;58.0;23.0;19.0
9602;Totaal mannen en vrouwen;15 tot 75 jaar;Els (oost);340;220;63.0;82.0;54.0;28.0;18.0
9603;Totaal mannen en vrouwen;15 tot 75 jaar;Rooi Dorp;750;550;74.0;86.0;59.0;28.0;14.0
9604;Totaal mannen en vrouwen;15 tot 75 jaar;Loonse Vaart;1390;1030;74.0;88.0;61.0;27.0;12.0
9605;Totaal mannen en vrouwen;15 tot 75 jaar;De Oude Omdraaier;340;240;71.0;72.0;52.0;19.0;28.0
9606;Totaal mannen en vrouwen;15 tot 75 jaar;Prinsessenbuurt;490;360;74.0;80.0;59.0;21.0;20.0
9607;Totaal mannen en vrouwen;15 tot 75 jaar;Het Hoekske;240;170;72.0;61.0;48.0;14.0;39.0
9608;Totaal mannen en vrouwen;15 tot 75 jaar;De Klinkenpolder;40;30;;;;;
9609;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 30 Loon op Zand;4420;3240;73.0;82.0;57.0;24.0;18.0
9610;Totaal mannen en vrouwen;15 tot 75 jaar;Oud-Loon;1740;1260;73.0;81.0;55.0;26.0;19.0
9611;Totaal mannen en vrouwen;15 tot 75 jaar;Mussenhoek;280;200;70.0;70.0;49.0;21.0;30.0
9612;Totaal mannen en vrouwen;15 tot 75 jaar;Molenwijk (noord);1160;790;69.0;89.0;63.0;26.0;11.0
9613;Totaal mannen en vrouwen;15 tot 75 jaar;Molenwijk (zuid);890;690;78.0;86.0;61.0;25.0;14.0
