ID;Geslacht;Leeftijd;WijkenEnBuurten;BeroepsEnNietBeroepsbevolking_1;WerkzameBeroepsbevolking_2;NettoArbeidsparticipatie_3;Werknemer_4;WerknemerMetVasteArbeidsrelatie_5;WerknemerMetFlexibeleArbeidsrelatie_6;Zelfstandige_7
921;Totaal mannen en vrouwen;15 tot 75 jaar;Betsy Perkbuurt;1310;910;69.0;86.0;62.0;24.0;14.0
922;Totaal mannen en vrouwen;15 tot 75 jaar;Legmeer;200;180;89.0;90.0;51.0;39.0;10.0
923;Totaal mannen en vrouwen;15 tot 75 jaar;Landschappenbuurt;1450;1010;69.0;85.0;61.0;24.0;15.0
924;Totaal mannen en vrouwen;15 tot 75 jaar;Theaterbuurt;1730;1180;68.0;85.0;61.0;24.0;15.0
925;Totaal mannen en vrouwen;15 tot 75 jaar;Westwijk Zuid;5560;4290;77.0;83.0;61.0;22.0;17.0
926;Totaal mannen en vrouwen;15 tot 75 jaar;Kastelenbuurt;2070;1650;80.0;83.0;64.0;19.0;17.0
927;Totaal mannen en vrouwen;15 tot 75 jaar;Schrijversbuurt;1640;1200;73.0;85.0;59.0;26.0;15.0
928;Totaal mannen en vrouwen;15 tot 75 jaar;Kruidenbuurt;1820;1410;77.0;81.0;61.0;20.0;19.0
929;Totaal mannen en vrouwen;15 tot 75 jaar;De Scheg;30;30;;;;;
930;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Zuid;910;640;70.0;64.0;43.0;21.0;36.0
931;Totaal mannen en vrouwen;15 tot 75 jaar;Nes aan de Amstel;730;510;69.0;67.0;45.0;21.0;33.0
932;Totaal mannen en vrouwen;15 tot 75 jaar;Legmeerpolder;170;130;77.0;;;;
933;Totaal mannen en vrouwen;15 tot 75 jaar;Amsterdamse Bos;80;60;;;;;
934;Totaal mannen en vrouwen;15 tot 75 jaar;Amsterdamse Bos Noord;70;50;;;;;
935;Totaal mannen en vrouwen;15 tot 75 jaar;Amsterdamse Bos Zuid;20;10;;;;;
936;Totaal mannen en vrouwen;15 tot 75 jaar;Amsterdam;697770;474680;68.0;79.0;47.0;32.0;21.0
937;Totaal mannen en vrouwen;15 tot 75 jaar;Burgwallen-Oude Zijde;4140;3020;73.0;71.0;35.0;37.0;29.0
938;Totaal mannen en vrouwen;15 tot 75 jaar;Kop Zeedijk;1040;790;76.0;72.0;39.0;33.0;28.0
939;Totaal mannen en vrouwen;15 tot 75 jaar;Oude Kerk e.o.;660;470;72.0;72.0;32.0;40.0;28.0
940;Totaal mannen en vrouwen;15 tot 75 jaar;Burgwallen Oost;1470;1050;72.0;69.0;32.0;38.0;31.0
941;Totaal mannen en vrouwen;15 tot 75 jaar;Nes e.o.;330;250;76.0;73.0;37.0;36.0;27.0
942;Totaal mannen en vrouwen;15 tot 75 jaar;BG-terrein e.o.;630;450;72.0;74.0;37.0;37.0;26.0
943;Totaal mannen en vrouwen;15 tot 75 jaar;Burgwallen-Nieuwe Zijde;3800;2830;75.0;75.0;37.0;37.0;25.0
944;Totaal mannen en vrouwen;15 tot 75 jaar;Stationsplein e.o.;0;0;;;;;
945;Totaal mannen en vrouwen;15 tot 75 jaar;Hemelrijk;510;380;75.0;72.0;39.0;33.0;28.0
946;Totaal mannen en vrouwen;15 tot 75 jaar;Nieuwendijk Noord;450;330;74.0;77.0;35.0;42.0;23.0
947;Totaal mannen en vrouwen;15 tot 75 jaar;Spuistraat Noord;770;580;75.0;75.0;35.0;40.0;25.0
948;Totaal mannen en vrouwen;15 tot 75 jaar;Nieuwe Kerk e.o.;720;550;76.0;77.0;39.0;38.0;23.0
949;Totaal mannen en vrouwen;15 tot 75 jaar;Spuistraat Zuid;660;510;77.0;73.0;40.0;33.0;27.0
950;Totaal mannen en vrouwen;15 tot 75 jaar;Begijnhofbuurt;390;280;72.0;77.0;41.0;36.0;23.0
951;Totaal mannen en vrouwen;15 tot 75 jaar;Kalverdriehoek;290;200;69.0;73.0;32.0;41.0;27.0
952;Totaal mannen en vrouwen;15 tot 75 jaar;Grachtengordel-West;5530;3800;69.0;65.0;39.0;26.0;35.0
953;Totaal mannen en vrouwen;15 tot 75 jaar;Langestraat e.o.;1580;1100;70.0;62.0;38.0;23.0;38.0
954;Totaal mannen en vrouwen;15 tot 75 jaar;Leliegracht e.o.;1560;1010;65.0;67.0;39.0;27.0;33.0
955;Totaal mannen en vrouwen;15 tot 75 jaar;Felix Meritisbuurt;1800;1280;71.0;66.0;40.0;26.0;34.0
956;Totaal mannen en vrouwen;15 tot 75 jaar;Leidsegracht Noord;590;410;69.0;62.0;33.0;29.0;38.0
957;Totaal mannen en vrouwen;15 tot 75 jaar;Grachtengordel-Zuid;4710;3390;72.0;70.0;40.0;30.0;30.0
958;Totaal mannen en vrouwen;15 tot 75 jaar;Spiegelbuurt;690;510;73.0;70.0;42.0;28.0;30.0
959;Totaal mannen en vrouwen;15 tot 75 jaar;Gouden Bocht;120;90;;;;;
960;Totaal mannen en vrouwen;15 tot 75 jaar;Van Loonbuurt;1220;850;70.0;69.0;40.0;29.0;31.0
961;Totaal mannen en vrouwen;15 tot 75 jaar;Amstelveldbuurt;1300;940;72.0;63.0;38.0;25.0;37.0
962;Totaal mannen en vrouwen;15 tot 75 jaar;Rembrandtpleinbuurt;460;350;76.0;81.0;49.0;33.0;19.0
963;Totaal mannen en vrouwen;15 tot 75 jaar;Reguliersbuurt;370;280;75.0;79.0;35.0;45.0;21.0
964;Totaal mannen en vrouwen;15 tot 75 jaar;Leidsegracht Zuid;540;390;72.0;67.0;38.0;29.0;33.0
965;Totaal mannen en vrouwen;15 tot 75 jaar;Nieuwmarkt/Lastage;8260;5630;68.0;71.0;43.0;28.0;29.0
966;Totaal mannen en vrouwen;15 tot 75 jaar;Oosterdokseiland;400;290;73.0;77.0;54.0;23.0;23.0
967;Totaal mannen en vrouwen;15 tot 75 jaar;Scheepvaarthuisbuurt;650;480;74.0;67.0;35.0;32.0;33.0
968;Totaal mannen en vrouwen;15 tot 75 jaar;Rapenburg;860;570;66.0;70.0;41.0;29.0;30.0
969;Totaal mannen en vrouwen;15 tot 75 jaar;Lastage;950;700;74.0;68.0;41.0;27.0;32.0
970;Totaal mannen en vrouwen;15 tot 75 jaar;Nieuwmarkt;1300;800;61.0;67.0;39.0;27.0;33.0
971;Totaal mannen en vrouwen;15 tot 75 jaar;Uilenburg;1090;750;69.0;75.0;48.0;27.0;25.0
972;Totaal mannen en vrouwen;15 tot 75 jaar;Valkenburg;950;650;69.0;78.0;49.0;29.0;22.0
973;Totaal mannen en vrouwen;15 tot 75 jaar;Zuiderkerkbuurt;1350;900;67.0;69.0;39.0;30.0;31.0
974;Totaal mannen en vrouwen;15 tot 75 jaar;Waterloopleinbuurt;730;500;68.0;72.0;43.0;29.0;28.0
975;Totaal mannen en vrouwen;15 tot 75 jaar;Haarlemmerbuurt;7660;5280;69.0;69.0;43.0;26.0;31.0
976;Totaal mannen en vrouwen;15 tot 75 jaar;Westerdokseiland;1460;990;68.0;73.0;51.0;22.0;27.0
977;Totaal mannen en vrouwen;15 tot 75 jaar;Haarlemmerbuurt Oost;1310;920;70.0;68.0;38.0;29.0;32.0
978;Totaal mannen en vrouwen;15 tot 75 jaar;Haarlemmerbuurt West;2010;1390;69.0;72.0;44.0;28.0;28.0
979;Totaal mannen en vrouwen;15 tot 75 jaar;Westelijke eilanden;2430;1650;68.0;64.0;39.0;25.0;36.0
980;Totaal mannen en vrouwen;15 tot 75 jaar;Planciusbuurt Noord;300;230;77.0;75.0;48.0;27.0;25.0
981;Totaal mannen en vrouwen;15 tot 75 jaar;Planciusbuurt Zuid;150;90;63.0;;;;
982;Totaal mannen en vrouwen;15 tot 75 jaar;Jordaan;16660;11630;70.0;71.0;42.0;29.0;29.0
983;Totaal mannen en vrouwen;15 tot 75 jaar;Driehoekbuurt;2340;1650;71.0;70.0;41.0;29.0;30.0
984;Totaal mannen en vrouwen;15 tot 75 jaar;Bloemgrachtbuurt;2520;1780;71.0;72.0;44.0;29.0;28.0
985;Totaal mannen en vrouwen;15 tot 75 jaar;Marnixbuurt Noord;1240;850;69.0;73.0;43.0;30.0;27.0
986;Totaal mannen en vrouwen;15 tot 75 jaar;Zaagpoortbuurt;850;600;70.0;78.0;40.0;38.0;22.0
987;Totaal mannen en vrouwen;15 tot 75 jaar;Marnixbuurt Midden;190;160;83.0;75.0;44.0;31.0;25.0
988;Totaal mannen en vrouwen;15 tot 75 jaar;Elandsgrachtbuurt;3660;2550;70.0;71.0;43.0;28.0;29.0
989;Totaal mannen en vrouwen;15 tot 75 jaar;Passeerdersgrachtbuurt;780;500;64.0;70.0;42.0;28.0;30.0
990;Totaal mannen en vrouwen;15 tot 75 jaar;Groenmarktkadebuurt;260;190;76.0;80.0;45.0;36.0;20.0
991;Totaal mannen en vrouwen;15 tot 75 jaar;Marnixbuurt Zuid;490;350;71.0;74.0;40.0;34.0;26.0
992;Totaal mannen en vrouwen;15 tot 75 jaar;Anjeliersbuurt Noord;1820;1280;70.0;67.0;38.0;28.0;33.0
993;Totaal mannen en vrouwen;15 tot 75 jaar;Anjeliersbuurt Zuid;2510;1720;68.0;69.0;43.0;26.0;31.0
994;Totaal mannen en vrouwen;15 tot 75 jaar;De Weteringschans;6360;4640;73.0;73.0;43.0;30.0;27.0
995;Totaal mannen en vrouwen;15 tot 75 jaar;Leidsebuurt Noordwest;250;210;81.0;82.0;49.0;33.0;18.0
996;Totaal mannen en vrouwen;15 tot 75 jaar;Leidsebuurt Zuidwest;120;80;;;;;
997;Totaal mannen en vrouwen;15 tot 75 jaar;Leidsebuurt Noordoost;940;720;76.0;78.0;37.0;41.0;22.0
998;Totaal mannen en vrouwen;15 tot 75 jaar;Leidsebuurt Zuidoost;260;190;73.0;77.0;45.0;32.0;23.0
999;Totaal mannen en vrouwen;15 tot 75 jaar;Weteringbuurt;2060;1540;75.0;72.0;43.0;29.0;28.0
1000;Totaal mannen en vrouwen;15 tot 75 jaar;Den Texbuurt;900;620;68.0;71.0;46.0;25.0;29.0
1001;Totaal mannen en vrouwen;15 tot 75 jaar;Utrechtsebuurt Zuid;1030;720;69.0;70.0;44.0;26.0;30.0
1002;Totaal mannen en vrouwen;15 tot 75 jaar;Frederikspleinbuurt;800;570;71.0;71.0;46.0;25.0;29.0
1003;Totaal mannen en vrouwen;15 tot 75 jaar;Weesperbuurt/Plantage;6070;4200;69.0;71.0;42.0;30.0;29.0
1004;Totaal mannen en vrouwen;15 tot 75 jaar;Weesperbuurt;2610;1790;68.0;73.0;41.0;33.0;27.0
1005;Totaal mannen en vrouwen;15 tot 75 jaar;Sarphatistrook;1650;1150;70.0;72.0;43.0;29.0;28.0
1006;Totaal mannen en vrouwen;15 tot 75 jaar;de Plantage;1480;1000;68.0;67.0;42.0;26.0;33.0
1007;Totaal mannen en vrouwen;15 tot 75 jaar;Alexanderplein e.o.;330;270;80.0;70.0;44.0;27.0;30.0
1008;Totaal mannen en vrouwen;15 tot 75 jaar;Oostelijke Eilanden/Kadijken;11160;7490;67.0;76.0;46.0;30.0;24.0
1009;Totaal mannen en vrouwen;15 tot 75 jaar;Marine-Etablissement;50;40;;;;;
1010;Totaal mannen en vrouwen;15 tot 75 jaar;Kattenburg;1380;820;60.0;82.0;43.0;39.0;18.0
1011;Totaal mannen en vrouwen;15 tot 75 jaar;Wittenburg;1870;1260;67.0;78.0;49.0;29.0;22.0
1012;Totaal mannen en vrouwen;15 tot 75 jaar;Oostenburg;1570;1050;67.0;79.0;46.0;33.0;21.0
1013;Totaal mannen en vrouwen;15 tot 75 jaar;Czaar Peterbuurt;2000;1430;71.0;79.0;48.0;31.0;21.0
1014;Totaal mannen en vrouwen;15 tot 75 jaar;Het Funen;990;720;73.0;77.0;52.0;25.0;23.0
1015;Totaal mannen en vrouwen;15 tot 75 jaar;Kazernebuurt;810;520;64.0;75.0;43.0;32.0;25.0
1016;Totaal mannen en vrouwen;15 tot 75 jaar;Kadijken;2490;1650;66.0;68.0;44.0;24.0;32.0
1017;Totaal mannen en vrouwen;15 tot 75 jaar;Westelijk Havengebied;340;130;38.0;;;;
1018;Totaal mannen en vrouwen;15 tot 75 jaar;Coenhaven/Mercuriushaven;310;100;34.0;;;;
1019;Totaal mannen en vrouwen;15 tot 75 jaar;Alfa-driehoek;0;0;;;;;
1020;Totaal mannen en vrouwen;15 tot 75 jaar;Petroleumhaven;0;0;;;;;
1021;Totaal mannen en vrouwen;15 tot 75 jaar;Westhaven Noord;20;10;;;;;
1022;Totaal mannen en vrouwen;15 tot 75 jaar;Vervoerscentrum;0;0;;;;;
1023;Totaal mannen en vrouwen;15 tot 75 jaar;Amerikahaven;0;0;;;;;
1024;Totaal mannen en vrouwen;15 tot 75 jaar;Afrikahaven;10;0;;;;;
1025;Totaal mannen en vrouwen;15 tot 75 jaar;Westhaven Zuid;0;0;;;;;
1026;Totaal mannen en vrouwen;15 tot 75 jaar;Bedrijventerrein Sloterdijk;830;500;60.0;84.0;24.0;60.0;16.0
1027;Totaal mannen en vrouwen;15 tot 75 jaar;Sloterdijk II;10;10;;;;;
1028;Totaal mannen en vrouwen;15 tot 75 jaar;Sloterdijk III Oost;0;0;;;;;
1029;Totaal mannen en vrouwen;15 tot 75 jaar;Sloterdijk III West;120;40;;;;;
1030;Totaal mannen en vrouwen;15 tot 75 jaar;De Heining;20;20;;;;;
1031;Totaal mannen en vrouwen;15 tot 75 jaar;Teleport;670;420;63.0;88.0;25.0;63.0;12.0
1032;Totaal mannen en vrouwen;15 tot 75 jaar;Bretten Oost;0;0;;;;;
1033;Totaal mannen en vrouwen;15 tot 75 jaar;Bretten West;0;0;;;;;
1034;Totaal mannen en vrouwen;15 tot 75 jaar;Houthavens;3170;2540;80.0;71.0;53.0;18.0;29.0
1035;Totaal mannen en vrouwen;15 tot 75 jaar;Houthavens West;2590;2150;83.0;73.0;55.0;18.0;27.0
1036;Totaal mannen en vrouwen;15 tot 75 jaar;Houthavens Oost;570;390;67.0;62.0;45.0;17.0;38.0
1037;Totaal mannen en vrouwen;15 tot 75 jaar;Spaarndammer- en Zeeheldenbuurt;8680;5880;68.0;79.0;49.0;30.0;21.0
1038;Totaal mannen en vrouwen;15 tot 75 jaar;Zeeheldenbuurt;1550;1050;68.0;76.0;48.0;29.0;24.0
1039;Totaal mannen en vrouwen;15 tot 75 jaar;Spaarndammerbuurt Noordoost;2250;1400;62.0;79.0;49.0;29.0;21.0
1040;Totaal mannen en vrouwen;15 tot 75 jaar;Spaarndammerbuurt Zuidoost;870;600;69.0;80.0;50.0;30.0;20.0
1041;Totaal mannen en vrouwen;15 tot 75 jaar;Spaarndammerbuurt Zuidwest;1260;900;71.0;80.0;50.0;30.0;20.0
1042;Totaal mannen en vrouwen;15 tot 75 jaar;Spaarndammerbuurt Midden;1140;810;71.0;78.0;48.0;30.0;22.0
1043;Totaal mannen en vrouwen;15 tot 75 jaar;Spaarndammerbuurt Noordwest;1610;1120;69.0;80.0;48.0;31.0;20.0
1044;Totaal mannen en vrouwen;15 tot 75 jaar;Westergasfabriek;0;0;;;;;
1045;Totaal mannen en vrouwen;15 tot 75 jaar;Overbraker Binnenpolder;0;0;;;;;
1046;Totaal mannen en vrouwen;15 tot 75 jaar;Staatsliedenbuurt;11060;7910;72.0;77.0;48.0;29.0;23.0
1047;Totaal mannen en vrouwen;15 tot 75 jaar;De Wittenbuurt Noord;1150;820;71.0;73.0;45.0;28.0;27.0
1048;Totaal mannen en vrouwen;15 tot 75 jaar;De Wittenbuurt Zuid;720;420;58.0;76.0;48.0;28.0;24.0
1049;Totaal mannen en vrouwen;15 tot 75 jaar;Staatsliedenbuurt Noordoost;1010;600;59.0;81.0;51.0;31.0;19.0
1050;Totaal mannen en vrouwen;15 tot 75 jaar;Fannius Scholtenbuurt;3190;2320;73.0;77.0;49.0;29.0;23.0
1051;Totaal mannen en vrouwen;15 tot 75 jaar;Westerstaatsman;2440;1850;76.0;78.0;47.0;31.0;22.0
1052;Totaal mannen en vrouwen;15 tot 75 jaar;Buyskade e.o.;2550;1900;74.0;76.0;49.0;27.0;24.0
1053;Totaal mannen en vrouwen;15 tot 75 jaar;Centrale Markt;1980;1410;71.0;81.0;54.0;27.0;19.0
1054;Totaal mannen en vrouwen;15 tot 75 jaar;Ecowijk;1050;750;71.0;81.0;55.0;26.0;19.0
1055;Totaal mannen en vrouwen;15 tot 75 jaar;Markthallen;10;10;;;;;
1056;Totaal mannen en vrouwen;15 tot 75 jaar;Bedrijvencentrum Westerkwartier;50;40;;;;;
1057;Totaal mannen en vrouwen;15 tot 75 jaar;Marcanti;860;610;71.0;83.0;54.0;29.0;17.0
1058;Totaal mannen en vrouwen;15 tot 75 jaar;Frederik Hendrikbuurt;6990;5060;72.0;78.0;48.0;30.0;22.0
1059;Totaal mannen en vrouwen;15 tot 75 jaar;Frederik Hendrikbuurt Noord;3320;2450;74.0;77.0;46.0;31.0;23.0
1060;Totaal mannen en vrouwen;15 tot 75 jaar;Frederik Hendrikbuurt Zuidoost;2720;1970;72.0;80.0;50.0;30.0;20.0
1061;Totaal mannen en vrouwen;15 tot 75 jaar;Frederik Hendrikbuurt Zuidwest;950;650;68.0;77.0;52.0;25.0;23.0
1062;Totaal mannen en vrouwen;15 tot 75 jaar;Da Costabuurt;4020;3030;75.0;76.0;46.0;30.0;24.0
1063;Totaal mannen en vrouwen;15 tot 75 jaar;Da Costabuurt Noord;4020;3030;75.0;76.0;46.0;30.0;24.0
1064;Totaal mannen en vrouwen;15 tot 75 jaar;Kinkerbuurt;5410;4110;76.0;77.0;47.0;31.0;23.0
1065;Totaal mannen en vrouwen;15 tot 75 jaar;Bellamybuurt Noord;2010;1510;75.0;76.0;45.0;31.0;24.0
1066;Totaal mannen en vrouwen;15 tot 75 jaar;Bellamybuurt Zuid;3400;2610;77.0;78.0;48.0;31.0;22.0
1067;Totaal mannen en vrouwen;15 tot 75 jaar;Van Lennepbuurt;5890;3870;66.0;79.0;48.0;31.0;21.0
1068;Totaal mannen en vrouwen;15 tot 75 jaar;Da Costabuurt Zuid;1970;1470;75.0;78.0;47.0;31.0;22.0
1069;Totaal mannen en vrouwen;15 tot 75 jaar;Borgerbuurt;2280;1300;57.0;80.0;48.0;32.0;20.0
1070;Totaal mannen en vrouwen;15 tot 75 jaar;Lootsbuurt;1640;1100;67.0;78.0;48.0;30.0;22.0
1071;Totaal mannen en vrouwen;15 tot 75 jaar;Helmersbuurt;6390;4770;75.0;74.0;46.0;29.0;26.0
1072;Totaal mannen en vrouwen;15 tot 75 jaar;Helmersbuurt Oost;2210;1680;76.0;75.0;46.0;29.0;25.0
1073;Totaal mannen en vrouwen;15 tot 75 jaar;WG-terrein;2200;1520;69.0;70.0;43.0;27.0;30.0
1074;Totaal mannen en vrouwen;15 tot 75 jaar;Cremerbuurt Oost;1980;1570;79.0;78.0;48.0;30.0;22.0
1075;Totaal mannen en vrouwen;15 tot 75 jaar;Overtoomse Sluis;6740;5190;77.0;77.0;47.0;29.0;23.0
1076;Totaal mannen en vrouwen;15 tot 75 jaar;Cremerbuurt West;4940;3840;78.0;78.0;47.0;30.0;22.0
1077;Totaal mannen en vrouwen;15 tot 75 jaar;Vondelparkbuurt West;1800;1350;75.0;74.0;47.0;27.0;26.0
1078;Totaal mannen en vrouwen;15 tot 75 jaar;Vondelbuurt;1420;970;68.0;67.0;40.0;27.0;33.0
1079;Totaal mannen en vrouwen;15 tot 75 jaar;Vondelparkbuurt Oost;740;510;69.0;66.0;40.0;26.0;34.0
1080;Totaal mannen en vrouwen;15 tot 75 jaar;Vondelparkbuurt Midden;680;460;67.0;68.0;40.0;27.0;32.0
1081;Totaal mannen en vrouwen;15 tot 75 jaar;Zuidas;3490;2610;75.0;86.0;52.0;34.0;14.0
1082;Totaal mannen en vrouwen;15 tot 75 jaar;Zuidas Noord;360;300;83.0;91.0;64.0;27.0;9.0
1083;Totaal mannen en vrouwen;15 tot 75 jaar;RAI;0;0;;;;;
1084;Totaal mannen en vrouwen;15 tot 75 jaar;VU-kwartier;110;80;;;;;
1085;Totaal mannen en vrouwen;15 tot 75 jaar;Zuidas Zuid;2120;1670;79.0;84.0;61.0;24.0;16.0
1086;Totaal mannen en vrouwen;15 tot 75 jaar;Vivaldi;900;570;63.0;88.0;21.0;67.0;12.0
1087;Totaal mannen en vrouwen;15 tot 75 jaar;Oude Pijp;13000;9590;74.0;78.0;44.0;33.0;22.0
1088;Totaal mannen en vrouwen;15 tot 75 jaar;Hemonybuurt;2250;1710;76.0;75.0;45.0;29.0;25.0
1089;Totaal mannen en vrouwen;15 tot 75 jaar;Gerard Doubuurt;1720;1200;70.0;79.0;45.0;34.0;21.0
1090;Totaal mannen en vrouwen;15 tot 75 jaar;Frans Halsbuurt;2310;1740;75.0;75.0;45.0;30.0;25.0
1091;Totaal mannen en vrouwen;15 tot 75 jaar;Hercules Seghersbuurt;2260;1630;72.0;81.0;46.0;35.0;19.0
1092;Totaal mannen en vrouwen;15 tot 75 jaar;Sarphatiparkbuurt;4470;3300;74.0;78.0;42.0;36.0;22.0
1093;Totaal mannen en vrouwen;15 tot 75 jaar;Nieuwe Pijp;10610;7780;73.0;80.0;48.0;32.0;20.0
1094;Totaal mannen en vrouwen;15 tot 75 jaar;Willibrordusbuurt;2200;1550;71.0;79.0;44.0;35.0;21.0
1095;Totaal mannen en vrouwen;15 tot 75 jaar;Van der Helstpleinbuurt;3410;2580;76.0;81.0;49.0;32.0;19.0
1096;Totaal mannen en vrouwen;15 tot 75 jaar;Lizzy Ansinghbuurt;2010;1400;70.0;81.0;51.0;30.0;19.0
1097;Totaal mannen en vrouwen;15 tot 75 jaar;Cornelis Troostbuurt;2990;2250;75.0;79.0;49.0;31.0;21.0
1098;Totaal mannen en vrouwen;15 tot 75 jaar;Zuid Pijp;6540;4050;62.0;79.0;46.0;33.0;21.0
1099;Totaal mannen en vrouwen;15 tot 75 jaar;Diamantbuurt;2480;1520;61.0;78.0;44.0;34.0;22.0
1100;Totaal mannen en vrouwen;15 tot 75 jaar;Burgemeester Tellegenbuurt Oost;2270;1430;63.0;79.0;45.0;34.0;21.0
1101;Totaal mannen en vrouwen;15 tot 75 jaar;Burgemeester Tellegenbuurt West;1780;1100;62.0;79.0;50.0;29.0;21.0
1102;Totaal mannen en vrouwen;15 tot 75 jaar;Weesperzijde;4990;3620;73.0;77.0;47.0;30.0;23.0
1103;Totaal mannen en vrouwen;15 tot 75 jaar;Swammerdambuurt;1690;1370;81.0;77.0;46.0;31.0;23.0
1104;Totaal mannen en vrouwen;15 tot 75 jaar;Weesperzijde Midden/Zuid;2750;2100;76.0;77.0;49.0;27.0;23.0
1105;Totaal mannen en vrouwen;15 tot 75 jaar;Parooldriehoek;540;150;27.0;82.0;31.0;52.0;18.0
1106;Totaal mannen en vrouwen;15 tot 75 jaar;Oosterparkbuurt;8950;6060;68.0;79.0;47.0;32.0;21.0
1107;Totaal mannen en vrouwen;15 tot 75 jaar;Oosterparkbuurt Noordwest;3230;2240;69.0;81.0;46.0;35.0;19.0
1108;Totaal mannen en vrouwen;15 tot 75 jaar;Oosterpark;120;70;;;;;
1109;Totaal mannen en vrouwen;15 tot 75 jaar;Oosterparkbuurt Zuidoost;3050;2140;70.0;77.0;48.0;29.0;23.0
1110;Totaal mannen en vrouwen;15 tot 75 jaar;Oosterparkbuurt Zuidwest;2550;1600;63.0;81.0;49.0;32.0;19.0
1111;Totaal mannen en vrouwen;15 tot 75 jaar;Dapperbuurt;8070;5400;67.0;81.0;47.0;35.0;19.0
1112;Totaal mannen en vrouwen;15 tot 75 jaar;Dapperbuurt Noord;3500;2300;66.0;82.0;45.0;37.0;18.0
1113;Totaal mannen en vrouwen;15 tot 75 jaar;Dapperbuurt Zuid;3150;2120;67.0;79.0;43.0;36.0;21.0
1114;Totaal mannen en vrouwen;15 tot 75 jaar;Oostpoort;1420;980;69.0;82.0;58.0;24.0;18.0
1115;Totaal mannen en vrouwen;15 tot 75 jaar;Transvaalbuurt;7540;4990;66.0;82.0;47.0;35.0;18.0
1116;Totaal mannen en vrouwen;15 tot 75 jaar;Transvaalbuurt West;3370;2230;66.0;83.0;48.0;35.0;17.0
1117;Totaal mannen en vrouwen;15 tot 75 jaar;Transvaalbuurt Oost;4170;2760;66.0;82.0;47.0;35.0;18.0
1118;Totaal mannen en vrouwen;15 tot 75 jaar;Indische Buurt West;10490;7000;67.0;81.0;46.0;35.0;19.0
1119;Totaal mannen en vrouwen;15 tot 75 jaar;Noordwestkwadrant Indische buurt Noord;3340;2390;72.0;80.0;46.0;33.0;20.0
1120;Totaal mannen en vrouwen;15 tot 75 jaar;Noordwestkwadrant Indische buurt Zuid;3910;2730;70.0;80.0;45.0;35.0;20.0
1121;Totaal mannen en vrouwen;15 tot 75 jaar;Zuidwestkwadrant Indische buurt;3240;1880;58.0;83.0;47.0;36.0;17.0
1122;Totaal mannen en vrouwen;15 tot 75 jaar;Indische Buurt Oost;7770;4890;63.0;82.0;47.0;35.0;18.0
1123;Totaal mannen en vrouwen;15 tot 75 jaar;Noordoostkwadrant Indische buurt;4500;2820;63.0;82.0;46.0;35.0;18.0
1124;Totaal mannen en vrouwen;15 tot 75 jaar;Zuidoostkwadrant Indische buurt;2900;1800;62.0;82.0;46.0;36.0;18.0
1125;Totaal mannen en vrouwen;15 tot 75 jaar;Zeeburgerdijk Oost;350;240;70.0;77.0;53.0;24.0;23.0
1126;Totaal mannen en vrouwen;15 tot 75 jaar;Flevopark;20;10;;;;;
1127;Totaal mannen en vrouwen;15 tot 75 jaar;Oostelijk Havengebied;15820;11810;75.0;75.0;50.0;25.0;25.0
1128;Totaal mannen en vrouwen;15 tot 75 jaar;Oostelijke Handelskade;1190;920;77.0;77.0;54.0;23.0;23.0
1129;Totaal mannen en vrouwen;15 tot 75 jaar;Rietlanden;2010;1480;74.0;78.0;51.0;27.0;22.0
1130;Totaal mannen en vrouwen;15 tot 75 jaar;Java-eiland;2500;1880;75.0;73.0;52.0;20.0;27.0
1131;Totaal mannen en vrouwen;15 tot 75 jaar;KNSM-eiland;2010;1440;71.0;72.0;50.0;23.0;28.0
1132;Totaal mannen en vrouwen;15 tot 75 jaar;Sporenburg;2230;1760;79.0;75.0;52.0;23.0;25.0
1133;Totaal mannen en vrouwen;15 tot 75 jaar;Borneo;2190;1680;77.0;68.0;44.0;24.0;32.0
1134;Totaal mannen en vrouwen;15 tot 75 jaar;Entrepot-Noordwest;1210;800;67.0;80.0;53.0;27.0;20.0
1135;Totaal mannen en vrouwen;15 tot 75 jaar;Architectenbuurt;1490;1020;68.0;77.0;52.0;25.0;23.0
1136;Totaal mannen en vrouwen;15 tot 75 jaar;Bedrijvengebied Veelaan;30;20;;;;;
1137;Totaal mannen en vrouwen;15 tot 75 jaar;Bedrijvengebied Cruquiusweg;810;700;87.0;87.0;51.0;36.0;13.0
1138;Totaal mannen en vrouwen;15 tot 75 jaar;Bedrijvengebied Zeeburgerkade;150;110;72.0;;;;
1139;Totaal mannen en vrouwen;15 tot 75 jaar;Zeeburgereiland/Nieuwe Diep;4240;2970;70.0;81.0;45.0;36.0;19.0
1140;Totaal mannen en vrouwen;15 tot 75 jaar;Zeeburgereiland Noordwest;10;10;;;;;
1141;Totaal mannen en vrouwen;15 tot 75 jaar;Zeeburgereiland Zuidoost;450;200;46.0;89.0;11.0;78.0;11.0
1142;Totaal mannen en vrouwen;15 tot 75 jaar;Zeeburgereiland Zuidwest;250;160;63.0;69.0;16.0;53.0;31.0
1143;Totaal mannen en vrouwen;15 tot 75 jaar;Nieuwe Diep/Diemerpark;60;50;;;;;
1144;Totaal mannen en vrouwen;15 tot 75 jaar;RI Oost terrein;3430;2520;73.0;82.0;50.0;32.0;18.0
