ID;Beroep;Marges;Perioden;TotaalWerknemersMetEenOngeval_1;WerknemersOngevalZonderVerzuim_2;WerknemersOngeval1DagOfMeerVerzuim_3;WerknemersOngeval4DgnOfMeerVerzuim_4;LichamelijkLetsel_5;GeestelijkLetsel_6;OnderscheidNietTeMaken_7;LetselOnbekend_8
17;Totaal;Ondergrens 95%-interval;2020;2.4;1.2;1.1;0.8;1.6;0.3;0.2;0.1
18;Totaal;Ondergrens 95%-interval;2021;2.4;1.2;1.2;0.9;1.5;0.4;0.3;0.1
19;Totaal;Ondergrens 95%-interval;2022;2.5;1.2;1.2;0.9;1.5;0.4;0.3;0.1
20;Totaal;Ondergrens 95%-interval;2023;2.5;1.3;1.2;0.9;1.6;0.5;0.3;0.1
21;Totaal;Ondergrens 95%-interval;2024;2.3;1.2;1.1;0.8;1.4;0.5;0.2;0.1
22;Totaal;Bovengrens 95%-interval;2014;3.7;2.0;1.8;1.2;2.3;0.6;0.6;0.3
23;Totaal;Bovengrens 95%-interval;2015;3.2;1.8;1.5;1.0;2.1;0.4;0.5;0.2
24;Totaal;Bovengrens 95%-interval;2016;3.1;1.7;1.5;1.1;2.0;0.5;0.5;0.3
25;Totaal;Bovengrens 95%-interval;2017;3.5;2.0;1.8;1.3;2.4;0.6;0.5;0.2
26;Totaal;Bovengrens 95%-interval;2018;3.3;1.8;1.6;1.2;2.2;0.6;0.4;0.2
27;Totaal;Bovengrens 95%-interval;2019;3.4;1.9;1.6;1.2;2.4;0.6;0.4;0.2
28;Totaal;Bovengrens 95%-interval;2020;2.7;1.4;1.4;1.0;1.8;0.5;0.3;0.1
29;Totaal;Bovengrens 95%-interval;2021;2.8;1.4;1.4;1.1;1.8;0.5;0.4;0.1
30;Totaal;Bovengrens 95%-interval;2022;2.7;1.4;1.4;1.1;1.8;0.5;0.4;0.1
31;Totaal;Bovengrens 95%-interval;2023;2.8;1.5;1.4;1.0;1.8;0.6;0.3;0.1
32;Totaal;Bovengrens 95%-interval;2024;2.6;1.4;1.3;1.0;1.6;0.6;0.3;0.1
33;Beroepsniveau 1 (ISCO 2008);Waarde;2014;4.0;2.0;1.9;1.3;3.0;0.2;0.5;0.3
34;Beroepsniveau 1 (ISCO 2008);Waarde;2015;4.0;2.3;1.8;1.3;2.9;0.4;0.4;0.2
35;Beroepsniveau 1 (ISCO 2008);Waarde;2016;4.1;2.0;2.1;1.4;3.0;0.3;0.5;0.3
36;Beroepsniveau 1 (ISCO 2008);Waarde;2017;4.1;2.3;2.1;1.3;3.0;0.2;0.5;0.3
37;Beroepsniveau 1 (ISCO 2008);Waarde;2018;4.0;2.0;2.0;1.5;3.1;0.3;0.4;0.1
38;Beroepsniveau 1 (ISCO 2008);Waarde;2019;4.4;2.3;2.1;1.6;3.4;0.4;0.3;0.3
39;Beroepsniveau 1 (ISCO 2008);Waarde;2020;4.0;1.8;2.2;1.6;3.0;0.3;0.4;0.3
40;Beroepsniveau 1 (ISCO 2008);Waarde;2021;4.5;2.4;2.0;1.5;3.0;0.4;0.6;0.4
41;Beroepsniveau 1 (ISCO 2008);Waarde;2022;4.4;2.2;2.4;1.7;3.2;0.4;0.4;0.3
42;Beroepsniveau 1 (ISCO 2008);Waarde;2023;4.1;1.9;2.2;1.5;2.8;0.5;0.5;0.2
43;Beroepsniveau 1 (ISCO 2008);Waarde;2024;3.0;1.5;1.6;1.2;2.2;0.2;0.3;0.1
44;Beroepsniveau 1 (ISCO 2008);Ondergrens 95%-interval;2014;3.3;1.5;1.4;1.0;2.3;0.1;0.3;0.1
45;Beroepsniveau 1 (ISCO 2008);Ondergrens 95%-interval;2015;3.4;1.9;1.4;1.0;2.4;0.2;0.3;0.1
46;Beroepsniveau 1 (ISCO 2008);Ondergrens 95%-interval;2016;3.4;1.5;1.6;1.0;2.4;0.1;0.3;0.1
47;Beroepsniveau 1 (ISCO 2008);Ondergrens 95%-interval;2017;3.5;1.8;1.6;1.0;2.5;0.1;0.3;0.2
48;Beroepsniveau 1 (ISCO 2008);Ondergrens 95%-interval;2018;3.4;1.6;1.6;1.2;2.6;0.2;0.2;0.0
49;Beroepsniveau 1 (ISCO 2008);Ondergrens 95%-interval;2019;3.8;1.9;1.6;1.2;2.9;0.2;0.2;0.2
50;Beroepsniveau 1 (ISCO 2008);Ondergrens 95%-interval;2020;3.4;1.4;1.7;1.2;2.5;0.1;0.2;0.2
51;Beroepsniveau 1 (ISCO 2008);Ondergrens 95%-interval;2021;3.8;1.9;1.5;1.1;2.4;0.2;0.3;0.2
52;Beroepsniveau 1 (ISCO 2008);Ondergrens 95%-interval;2022;3.8;1.7;1.9;1.3;2.7;0.2;0.2;0.2
53;Beroepsniveau 1 (ISCO 2008);Ondergrens 95%-interval;2023;3.5;1.5;1.7;1.1;2.3;0.3;0.3;0.1
54;Beroepsniveau 1 (ISCO 2008);Ondergrens 95%-interval;2024;2.5;1.2;1.2;0.9;1.8;0.1;0.2;0.1
55;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2014;4.9;2.7;2.6;1.9;3.7;0.4;0.9;0.7
56;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2015;4.8;3.0;2.4;1.8;3.6;0.6;0.8;0.5
57;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2016;4.9;2.6;2.7;1.8;3.6;0.5;0.8;0.6
58;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2017;4.9;2.9;2.6;1.8;3.7;0.4;0.9;0.6
59;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2018;4.7;2.5;2.5;2.0;3.7;0.5;0.6;0.3
60;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2019;5.2;2.9;2.6;2.1;4.0;0.6;0.5;0.5
61;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2020;4.7;2.3;2.7;2.1;3.6;0.5;0.6;0.5
62;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2021;5.4;3.1;2.6;2.0;3.7;0.8;1.0;0.8
63;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2022;5.2;2.7;3.0;2.2;3.9;0.7;0.7;0.6
64;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2023;4.8;2.5;2.7;1.9;3.4;0.8;0.8;0.4
65;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2024;3.7;2.1;2.1;1.7;2.8;0.5;0.6;0.3
66;Beroepsniveau 2 (ISCO 2008);Waarde;2014;4.6;2.2;2.3;1.6;3.2;0.5;0.5;0.4
67;Beroepsniveau 2 (ISCO 2008);Waarde;2015;4.2;2.3;2.0;1.3;2.9;0.4;0.6;0.2
68;Beroepsniveau 2 (ISCO 2008);Waarde;2016;3.9;2.0;1.9;1.4;2.6;0.4;0.6;0.3
69;Beroepsniveau 2 (ISCO 2008);Waarde;2017;4.5;2.4;2.3;1.6;3.2;0.5;0.5;0.3
70;Beroepsniveau 2 (ISCO 2008);Waarde;2018;4.0;2.0;2.0;1.4;2.6;0.5;0.6;0.2
71;Beroepsniveau 2 (ISCO 2008);Waarde;2019;4.4;2.3;2.2;1.6;3.2;0.5;0.4;0.2
72;Beroepsniveau 2 (ISCO 2008);Waarde;2020;3.4;1.6;1.8;1.3;2.4;0.4;0.5;0.1
73;Beroepsniveau 2 (ISCO 2008);Waarde;2021;3.7;1.6;2.0;1.5;2.5;0.5;0.5;0.1
74;Beroepsniveau 2 (ISCO 2008);Waarde;2022;3.6;1.7;1.9;1.5;2.4;0.5;0.5;0.1
75;Beroepsniveau 2 (ISCO 2008);Waarde;2023;3.7;1.8;1.9;1.4;2.6;0.5;0.4;0.2
76;Beroepsniveau 2 (ISCO 2008);Waarde;2024;3.3;1.6;1.7;1.3;2.2;0.5;0.4;0.1
77;Beroepsniveau 2 (ISCO 2008);Ondergrens 95%-interval;2014;4.3;2.0;2.1;1.4;2.9;0.4;0.4;0.3
78;Beroepsniveau 2 (ISCO 2008);Ondergrens 95%-interval;2015;3.9;2.0;1.8;1.2;2.7;0.3;0.5;0.2
79;Beroepsniveau 2 (ISCO 2008);Ondergrens 95%-interval;2016;3.6;1.8;1.7;1.2;2.4;0.3;0.5;0.2
80;Beroepsniveau 2 (ISCO 2008);Ondergrens 95%-interval;2017;4.2;2.1;2.0;1.4;3.0;0.4;0.4;0.2
81;Beroepsniveau 2 (ISCO 2008);Ondergrens 95%-interval;2018;3.7;1.8;1.9;1.3;2.4;0.4;0.5;0.1
82;Beroepsniveau 2 (ISCO 2008);Ondergrens 95%-interval;2019;4.1;2.1;2.0;1.4;3.0;0.4;0.3;0.1
83;Beroepsniveau 2 (ISCO 2008);Ondergrens 95%-interval;2020;3.1;1.4;1.6;1.1;2.2;0.3;0.4;0.1
84;Beroepsniveau 2 (ISCO 2008);Ondergrens 95%-interval;2021;3.4;1.4;1.8;1.3;2.3;0.4;0.4;0.1
85;Beroepsniveau 2 (ISCO 2008);Ondergrens 95%-interval;2022;3.3;1.5;1.8;1.3;2.2;0.4;0.4;0.1
86;Beroepsniveau 2 (ISCO 2008);Ondergrens 95%-interval;2023;3.4;1.6;1.7;1.2;2.4;0.4;0.3;0.1
87;Beroepsniveau 2 (ISCO 2008);Ondergrens 95%-interval;2024;3.0;1.4;1.5;1.2;2.0;0.4;0.3;0.1
88;Beroepsniveau 2 (ISCO 2008);Bovengrens 95%-interval;2014;5.0;2.5;2.6;1.8;3.5;0.6;0.7;0.5
89;Beroepsniveau 2 (ISCO 2008);Bovengrens 95%-interval;2015;4.5;2.5;2.2;1.5;3.2;0.5;0.8;0.3
90;Beroepsniveau 2 (ISCO 2008);Bovengrens 95%-interval;2016;4.2;2.3;2.2;1.6;2.8;0.5;0.7;0.4
91;Beroepsniveau 2 (ISCO 2008);Bovengrens 95%-interval;2017;4.9;2.6;2.5;1.8;3.5;0.7;0.6;0.4
92;Beroepsniveau 2 (ISCO 2008);Bovengrens 95%-interval;2018;4.3;2.2;2.2;1.6;2.9;0.6;0.7;0.3
93;Beroepsniveau 2 (ISCO 2008);Bovengrens 95%-interval;2019;4.7;2.5;2.4;1.8;3.5;0.6;0.5;0.3
94;Beroepsniveau 2 (ISCO 2008);Bovengrens 95%-interval;2020;3.7;1.8;2.1;1.5;2.6;0.5;0.6;0.2
95;Beroepsniveau 2 (ISCO 2008);Bovengrens 95%-interval;2021;4.0;1.9;2.3;1.7;2.8;0.6;0.6;0.2
96;Beroepsniveau 2 (ISCO 2008);Bovengrens 95%-interval;2022;3.9;1.9;2.2;1.7;2.6;0.7;0.6;0.2
97;Beroepsniveau 2 (ISCO 2008);Bovengrens 95%-interval;2023;4.0;2.0;2.2;1.6;2.8;0.6;0.5;0.2
98;Beroepsniveau 2 (ISCO 2008);Bovengrens 95%-interval;2024;3.6;1.8;1.9;1.5;2.4;0.7;0.5;0.2
99;Beroepsniveau 3 (ISCO 2008);Waarde;2014;3.4;2.0;1.5;1.1;1.6;1.0;0.6;0.2
100;Beroepsniveau 3 (ISCO 2008);Waarde;2015;2.5;1.5;1.1;0.8;1.5;0.5;0.4;0.1
101;Beroepsniveau 3 (ISCO 2008);Waarde;2016;3.0;1.8;1.3;0.9;1.5;0.8;0.5;0.2
102;Beroepsniveau 3 (ISCO 2008);Waarde;2017;3.4;2.1;1.5;1.1;2.3;0.6;0.4;0.1
103;Beroepsniveau 3 (ISCO 2008);Waarde;2018;3.3;2.1;1.3;1.0;2.2;0.8;0.3;0.0
104;Beroepsniveau 3 (ISCO 2008);Waarde;2019;3.3;2.0;1.3;1.0;2.0;0.7;0.4;0.1
105;Beroepsniveau 3 (ISCO 2008);Waarde;2020;2.2;1.3;0.9;0.7;1.3;0.6;0.2;0.1
106;Beroepsniveau 3 (ISCO 2008);Waarde;2021;2.4;1.3;1.1;0.8;1.5;0.5;0.3;0.1
107;Beroepsniveau 3 (ISCO 2008);Waarde;2022;2.5;1.4;1.1;0.8;1.4;0.6;0.4;0.0
108;Beroepsniveau 3 (ISCO 2008);Waarde;2023;2.6;1.6;1.2;0.8;1.5;0.7;0.3;0.1
109;Beroepsniveau 3 (ISCO 2008);Waarde;2024;2.4;1.4;1.1;0.8;1.4;0.6;0.2;0.1
110;Beroepsniveau 3 (ISCO 2008);Ondergrens 95%-interval;2014;2.9;1.6;1.2;0.8;1.3;0.7;0.4;0.1
111;Beroepsniveau 3 (ISCO 2008);Ondergrens 95%-interval;2015;2.2;1.2;0.9;0.6;1.3;0.3;0.3;0.1
112;Beroepsniveau 3 (ISCO 2008);Ondergrens 95%-interval;2016;2.7;1.5;1.1;0.7;1.3;0.6;0.4;0.1
113;Beroepsniveau 3 (ISCO 2008);Ondergrens 95%-interval;2017;3.0;1.8;1.2;0.8;2.0;0.4;0.3;0.0
114;Beroepsniveau 3 (ISCO 2008);Ondergrens 95%-interval;2018;3.0;1.8;1.1;0.8;1.9;0.6;0.2;0.0
115;Beroepsniveau 3 (ISCO 2008);Ondergrens 95%-interval;2019;2.9;1.7;1.1;0.8;1.7;0.5;0.3;0.1
116;Beroepsniveau 3 (ISCO 2008);Ondergrens 95%-interval;2020;1.9;1.1;0.7;0.5;1.1;0.4;0.1;0.0
117;Beroepsniveau 3 (ISCO 2008);Ondergrens 95%-interval;2021;2.1;1.1;0.8;0.7;1.2;0.4;0.2;0.0
118;Beroepsniveau 3 (ISCO 2008);Ondergrens 95%-interval;2022;2.2;1.2;0.9;0.6;1.2;0.4;0.3;0.0
119;Beroepsniveau 3 (ISCO 2008);Ondergrens 95%-interval;2023;2.3;1.3;1.0;0.6;1.3;0.5;0.2;0.0
120;Beroepsniveau 3 (ISCO 2008);Ondergrens 95%-interval;2024;2.0;1.1;0.9;0.6;1.2;0.5;0.1;0.0
121;Beroepsniveau 3 (ISCO 2008);Bovengrens 95%-interval;2014;3.9;2.4;1.9;1.4;2.0;1.2;0.8;0.4
122;Beroepsniveau 3 (ISCO 2008);Bovengrens 95%-interval;2015;2.9;1.8;1.3;1.0;1.9;0.7;0.6;0.2
123;Beroepsniveau 3 (ISCO 2008);Bovengrens 95%-interval;2016;3.5;2.1;1.6;1.2;1.9;1.0;0.7;0.3
124;Beroepsniveau 3 (ISCO 2008);Bovengrens 95%-interval;2017;3.9;2.5;1.8;1.3;2.7;0.8;0.6;0.2
125;Beroepsniveau 3 (ISCO 2008);Bovengrens 95%-interval;2018;3.7;2.4;1.6;1.2;2.5;1.0;0.4;0.1
126;Beroepsniveau 3 (ISCO 2008);Bovengrens 95%-interval;2019;3.6;2.3;1.6;1.2;2.3;0.9;0.5;0.2
127;Beroepsniveau 3 (ISCO 2008);Bovengrens 95%-interval;2020;2.6;1.6;1.2;0.9;1.6;0.7;0.4;0.2
128;Beroepsniveau 3 (ISCO 2008);Bovengrens 95%-interval;2021;2.8;1.7;1.3;1.1;1.9;0.7;0.5;0.2
129;Beroepsniveau 3 (ISCO 2008);Bovengrens 95%-interval;2022;2.9;1.7;1.4;1.0;1.7;0.8;0.6;0.1
130;Beroepsniveau 3 (ISCO 2008);Bovengrens 95%-interval;2023;3.0;1.8;1.4;1.0;1.8;0.9;0.4;0.2
131;Beroepsniveau 3 (ISCO 2008);Bovengrens 95%-interval;2024;2.7;1.6;1.4;1.1;1.7;0.8;0.4;0.1
132;Beroepsniveau 4 (ISCO 2008);Waarde;2014;1.8;1.1;0.7;0.5;0.9;0.4;0.3;0.1
133;Beroepsniveau 4 (ISCO 2008);Waarde;2015;1.4;0.8;0.5;0.4;0.7;0.4;0.2;0.1
134;Beroepsniveau 4 (ISCO 2008);Waarde;2016;1.3;0.8;0.5;0.4;0.7;0.3;0.2;0.1
135;Beroepsniveau 4 (ISCO 2008);Waarde;2017;1.6;0.9;0.7;0.6;0.8;0.5;0.2;0.1
136;Beroepsniveau 4 (ISCO 2008);Waarde;2018;1.5;0.9;0.6;0.5;0.8;0.5;0.2;0.1
137;Beroepsniveau 4 (ISCO 2008);Waarde;2019;1.5;0.9;0.6;0.5;0.9;0.5;0.2;0.0
138;Beroepsniveau 4 (ISCO 2008);Waarde;2020;1.3;0.8;0.5;0.3;0.7;0.4;0.1;0.0
139;Beroepsniveau 4 (ISCO 2008);Waarde;2021;1.1;0.6;0.5;0.4;0.4;0.4;0.2;0.0
140;Beroepsniveau 4 (ISCO 2008);Waarde;2022;1.1;0.7;0.5;0.3;0.6;0.4;0.1;0.0
141;Beroepsniveau 4 (ISCO 2008);Waarde;2023;1.3;0.7;0.6;0.5;0.6;0.5;0.2;0.0
142;Beroepsniveau 4 (ISCO 2008);Waarde;2024;1.1;0.6;0.5;0.3;0.6;0.4;0.1;0.0
143;Beroepsniveau 4 (ISCO 2008);Ondergrens 95%-interval;2014;1.5;0.9;0.6;0.4;0.8;0.3;0.2;0.1
144;Beroepsniveau 4 (ISCO 2008);Ondergrens 95%-interval;2015;1.2;0.7;0.4;0.3;0.6;0.3;0.1;0.0
145;Beroepsniveau 4 (ISCO 2008);Ondergrens 95%-interval;2016;1.1;0.6;0.4;0.3;0.6;0.3;0.1;0.0
146;Beroepsniveau 4 (ISCO 2008);Ondergrens 95%-interval;2017;1.4;0.8;0.6;0.5;0.7;0.4;0.2;0.0
147;Beroepsniveau 4 (ISCO 2008);Ondergrens 95%-interval;2018;1.4;0.8;0.5;0.4;0.7;0.4;0.1;0.0
148;Beroepsniveau 4 (ISCO 2008);Ondergrens 95%-interval;2019;1.3;0.8;0.5;0.4;0.7;0.4;0.1;0.0
149;Beroepsniveau 4 (ISCO 2008);Ondergrens 95%-interval;2020;1.1;0.7;0.4;0.2;0.6;0.3;0.1;0.0
150;Beroepsniveau 4 (ISCO 2008);Ondergrens 95%-interval;2021;0.9;0.5;0.4;0.3;0.3;0.3;0.1;0.0
151;Beroepsniveau 4 (ISCO 2008);Ondergrens 95%-interval;2022;1.0;0.6;0.4;0.2;0.5;0.3;0.1;0.0
152;Beroepsniveau 4 (ISCO 2008);Ondergrens 95%-interval;2023;1.2;0.6;0.5;0.4;0.5;0.4;0.1;0.0
153;Beroepsniveau 4 (ISCO 2008);Ondergrens 95%-interval;2024;1.0;0.5;0.4;0.3;0.5;0.3;0.0;0.0
154;Beroepsniveau 4 (ISCO 2008);Bovengrens 95%-interval;2014;2.0;1.3;0.9;0.6;1.1;0.5;0.4;0.2
155;Beroepsniveau 4 (ISCO 2008);Bovengrens 95%-interval;2015;1.6;1.0;0.7;0.5;0.9;0.5;0.3;0.1
156;Beroepsniveau 4 (ISCO 2008);Bovengrens 95%-interval;2016;1.5;1.0;0.7;0.5;0.8;0.5;0.3;0.1
157;Beroepsniveau 4 (ISCO 2008);Bovengrens 95%-interval;2017;1.8;1.1;0.9;0.7;1.0;0.6;0.3;0.1
158;Beroepsniveau 4 (ISCO 2008);Bovengrens 95%-interval;2018;1.7;1.1;0.8;0.6;1.0;0.6;0.2;0.1
159;Beroepsniveau 4 (ISCO 2008);Bovengrens 95%-interval;2019;1.7;1.1;0.7;0.6;1.0;0.6;0.2;0.1
160;Beroepsniveau 4 (ISCO 2008);Bovengrens 95%-interval;2020;1.5;0.9;0.6;0.4;0.9;0.5;0.1;0.1
161;Beroepsniveau 4 (ISCO 2008);Bovengrens 95%-interval;2021;1.3;0.7;0.6;0.6;0.5;0.6;0.3;0.1
162;Beroepsniveau 4 (ISCO 2008);Bovengrens 95%-interval;2022;1.3;0.8;0.6;0.4;0.7;0.5;0.2;0.1
163;Beroepsniveau 4 (ISCO 2008);Bovengrens 95%-interval;2023;1.5;0.9;0.7;0.6;0.7;0.6;0.2;0.1
164;Beroepsniveau 4 (ISCO 2008);Bovengrens 95%-interval;2024;1.3;0.8;0.6;0.4;0.7;0.5;0.1;0.1
165;Beroepsniveau onbekend (ISCO 2008);Waarde;2014;3.2;2.2;1.7;0.9;1.2;0.3;1.3;0.4
166;Beroepsniveau onbekend (ISCO 2008);Waarde;2015;4.4;1.7;2.1;1.5;2.7;0.1;0.7;0.7
167;Beroepsniveau onbekend (ISCO 2008);Waarde;2016;4.2;1.4;2.8;2.0;2.0;0.5;0.4;1.0
168;Beroepsniveau onbekend (ISCO 2008);Waarde;2017;2.1;0.5;1.6;1.3;0.6;0.3;1.1;0.0
169;Beroepsniveau onbekend (ISCO 2008);Waarde;2018;6.5;1.6;4.1;2.8;3.3;1.0;0.5;0.8
170;Beroepsniveau onbekend (ISCO 2008);Waarde;2019;3.1;2.1;1.0;0.8;1.3;0.0;0.7;0.7
171;Beroepsniveau onbekend (ISCO 2008);Waarde;2020;2.6;0.7;0.7;0.0;1.2;0.4;0.0;0.6
172;Beroepsniveau onbekend (ISCO 2008);Waarde;2021;2.1;1.2;0.9;0.5;1.7;0.1;0.0;0.0
173;Beroepsniveau onbekend (ISCO 2008);Waarde;2022;4.2;2.7;0.4;0.4;2.2;0.0;0.0;1.6
174;Beroepsniveau onbekend (ISCO 2008);Waarde;2023;6.8;3.4;3.4;2.1;3.8;0.0;0.0;1.7
175;Beroepsniveau onbekend (ISCO 2008);Waarde;2024;1.3;0.4;0.0;0.0;1.1;0.0;0.0;0.0
176;Beroepsniveau onbekend (ISCO 2008);Ondergrens 95%-interval;2014;1.9;1.1;0.9;0.4;0.5;0.0;0.6;0.1
177;Beroepsniveau onbekend (ISCO 2008);Ondergrens 95%-interval;2015;2.7;0.8;1.1;0.8;1.5;0.0;0.3;0.2
178;Beroepsniveau onbekend (ISCO 2008);Ondergrens 95%-interval;2016;2.4;0.6;1.4;0.9;0.9;0.1;0.1;0.4
179;Beroepsniveau onbekend (ISCO 2008);Ondergrens 95%-interval;2017;1.2;0.2;0.8;0.6;0.2;0.1;0.5;0.0
180;Beroepsniveau onbekend (ISCO 2008);Ondergrens 95%-interval;2018;3.9;0.6;2.3;1.3;1.7;0.3;0.1;0.2
181;Beroepsniveau onbekend (ISCO 2008);Ondergrens 95%-interval;2019;1.4;0.7;0.4;0.3;0.5;0.0;0.1;0.2
182;Beroepsniveau onbekend (ISCO 2008);Ondergrens 95%-interval;2020;1.1;0.2;0.2;0.0;0.4;0.1;0.0;0.1
183;Beroepsniveau onbekend (ISCO 2008);Ondergrens 95%-interval;2021;0.9;0.4;0.3;0.1;0.7;0.0;0.0;0.0
184;Beroepsniveau onbekend (ISCO 2008);Ondergrens 95%-interval;2022;1.9;1.1;0.1;0.1;0.9;0.0;0.0;0.4
185;Beroepsniveau onbekend (ISCO 2008);Ondergrens 95%-interval;2023;3.6;1.4;1.4;0.6;1.8;0.0;0.0;0.5
186;Beroepsniveau onbekend (ISCO 2008);Ondergrens 95%-interval;2024;0.3;0.1;0.0;0.0;0.3;0.0;0.0;0.0
187;Beroepsniveau onbekend (ISCO 2008);Bovengrens 95%-interval;2014;5.4;4.2;3.1;2.2;3.0;1.5;2.8;1.6
188;Beroepsniveau onbekend (ISCO 2008);Bovengrens 95%-interval;2015;7.1;3.5;4.1;3.1;5.0;0.8;2.1;3.0
189;Beroepsniveau onbekend (ISCO 2008);Bovengrens 95%-interval;2016;7.0;3.5;5.3;4.4;4.3;2.1;2.5;2.8
190;Beroepsniveau onbekend (ISCO 2008);Bovengrens 95%-interval;2017;3.7;1.6;3.2;2.8;1.8;1.1;2.5;
191;Beroepsniveau onbekend (ISCO 2008);Bovengrens 95%-interval;2018;10.5;4.4;7.4;5.8;6.4;3.1;2.0;3.5
192;Beroepsniveau onbekend (ISCO 2008);Bovengrens 95%-interval;2019;6.5;5.7;2.6;2.2;3.3;;5.0;3.0
193;Beroepsniveau onbekend (ISCO 2008);Bovengrens 95%-interval;2020;6.1;3.0;2.7;;4.2;2.7;;2.3
194;Beroepsniveau onbekend (ISCO 2008);Bovengrens 95%-interval;2021;4.7;3.6;3.0;2.4;4.1;1.0;0.3;
195;Beroepsniveau onbekend (ISCO 2008);Bovengrens 95%-interval;2022;9.3;6.6;2.6;2.6;5.5;;;6.6
196;Beroepsniveau onbekend (ISCO 2008);Bovengrens 95%-interval;2023;12.3;8.0;8.1;6.8;7.8;;;5.3
197;Beroepsniveau onbekend (ISCO 2008);Bovengrens 95%-interval;2024;5.4;3.1;;;4.6;;;
198;01 Pedagogische beroepen;Waarde;2014;2.5;1.3;1.3;0.7;1.4;0.5;0.4;0.2
199;01 Pedagogische beroepen;Waarde;2015;2.1;1.1;0.9;0.6;1.4;0.4;0.2;0.2
200;01 Pedagogische beroepen;Waarde;2016;1.4;0.7;0.7;0.5;0.7;0.3;0.3;0.1
201;01 Pedagogische beroepen;Waarde;2017;2.3;1.3;1.0;0.7;1.3;0.7;0.3;0.1
202;01 Pedagogische beroepen;Waarde;2018;2.1;1.1;1.2;0.9;1.2;0.5;0.3;0.1
203;01 Pedagogische beroepen;Waarde;2019;2.1;1.2;1.0;0.7;1.2;0.6;0.2;0.1
204;01 Pedagogische beroepen;Waarde;2020;1.8;0.9;0.8;0.6;1.2;0.3;0.2;0.0
205;01 Pedagogische beroepen;Waarde;2021;1.7;0.8;0.9;0.7;1.0;0.5;0.1;0.0
206;01 Pedagogische beroepen;Waarde;2022;1.7;0.9;0.7;0.5;1.0;0.6;0.1;0.0
207;01 Pedagogische beroepen;Waarde;2023;1.7;0.9;0.8;0.5;0.8;0.6;0.2;0.1
208;01 Pedagogische beroepen;Waarde;2024;1.5;0.8;0.8;0.6;0.8;0.5;0.1;0.1
209;01 Pedagogische beroepen;Ondergrens 95%-interval;2014;1.9;0.9;0.8;0.4;1.0;0.3;0.2;0.0
210;01 Pedagogische beroepen;Ondergrens 95%-interval;2015;1.6;0.8;0.6;0.4;1.0;0.2;0.1;0.1
211;01 Pedagogische beroepen;Ondergrens 95%-interval;2016;1.0;0.4;0.5;0.3;0.5;0.1;0.2;0.0
