ID;Geslacht;Leeftijd;OpleidingsrichtingEnSector;BedrijfstakkenEnBranchesSBI2008;Perioden;TotaalMboGediplomeerdenMetWerk_1;BolVoltijd_2;Bbl_3;Niveau1_4;Niveau2_5;Niveau3_6;Niveau4_7;BolVoltijdNiveau1_8;BolVoltijdNiveau2_9;BolVoltijdNiveau3_10;BolVoltijdNiveau4_11;BblNiveau1_12;BblNiveau2_13;BblNiveau3_14;BblNiveau4_15
193;Mannen en vrouwen;Totaal leeftijd;4;40;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
194;Mannen en vrouwen;Totaal leeftijd;4;41;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
195;Mannen en vrouwen;Totaal leeftijd;4;41;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
196;Mannen en vrouwen;Totaal leeftijd;4;42;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
197;Mannen en vrouwen;Totaal leeftijd;4;42;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
198;Mannen en vrouwen;Totaal leeftijd;4;43;2007/'08;970;10;960;780;150;30;10;0;0;0;10;780;150;30;0
199;Mannen en vrouwen;Totaal leeftijd;4;43;2008/'09;1020;0;1020;770;200;40;10;0;0;0;0;770;200;40;10
200;Mannen en vrouwen;Totaal leeftijd;4;51;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
201;Mannen en vrouwen;Totaal leeftijd;4;51;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
202;Mannen en vrouwen;Totaal leeftijd;4;61;2007/'08;10;10;10;0;10;0;10;0;0;0;0;0;10;0;0
203;Mannen en vrouwen;Totaal leeftijd;4;61;2008/'09;10;0;10;0;0;10;0;0;0;0;0;0;0;10;0
204;Mannen en vrouwen;Totaal leeftijd;4;71;2007/'08;90;50;40;0;40;20;20;0;10;20;20;0;30;10;0
205;Mannen en vrouwen;Totaal leeftijd;4;71;2008/'09;80;30;50;10;40;30;10;0;10;20;10;0;30;20;0
206;Mannen en vrouwen;Totaal leeftijd;4;81;2007/'08;830;580;250;10;190;340;280;0;120;220;240;10;80;120;40
207;Mannen en vrouwen;Totaal leeftijd;4;81;2008/'09;730;470;270;20;210;290;210;10;90;180;190;10;120;110;30
208;Mannen en vrouwen;Totaal leeftijd;4;91;2007/'08;80;40;40;10;10;50;10;0;10;20;10;10;0;30;0
209;Mannen en vrouwen;Totaal leeftijd;4;91;2008/'09;60;30;30;0;20;20;20;0;0;10;20;0;20;10;0
210;Mannen en vrouwen;Totaal leeftijd;4;I Horeca;2007/'08;150;80;70;30;40;40;30;0;20;30;30;30;20;20;0
211;Mannen en vrouwen;Totaal leeftijd;4;I Horeca;2008/'09;130;90;40;10;40;30;40;0;10;30;40;10;30;0;0
212;Mannen en vrouwen;Totaal leeftijd;4;58-60 Uitgeverijen, film, radio en t.v. ;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
213;Mannen en vrouwen;Totaal leeftijd;4;58-60 Uitgeverijen, film, radio en t.v. ;2008/'09;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0
214;Mannen en vrouwen;Totaal leeftijd;4;61 Telecommunicatie;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
215;Mannen en vrouwen;Totaal leeftijd;4;61 Telecommunicatie;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
216;Mannen en vrouwen;Totaal leeftijd;4;62-63 IT- en informatiedienstverlening;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
217;Mannen en vrouwen;Totaal leeftijd;4;62-63 IT- en informatiedienstverlening;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
218;Mannen en vrouwen;Totaal leeftijd;4;K Financiële dienstverlening;2007/'08;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0
219;Mannen en vrouwen;Totaal leeftijd;4;K Financiële dienstverlening;2008/'09;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0
220;Mannen en vrouwen;Totaal leeftijd;4;L Verhuur en handel van onroerend goed;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
221;Mannen en vrouwen;Totaal leeftijd;4;L Verhuur en handel van onroerend goed;2008/'09;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0
222;Mannen en vrouwen;Totaal leeftijd;4;69-71 Management- en technisch advies;2007/'08;50;30;10;0;10;10;30;0;0;10;20;0;10;0;0
223;Mannen en vrouwen;Totaal leeftijd;4;69-71 Management- en technisch advies;2008/'09;40;20;20;10;10;10;20;0;0;0;10;10;10;10;0
224;Mannen en vrouwen;Totaal leeftijd;4;72 Research;2007/'08;20;20;0;0;0;0;20;0;0;0;20;0;0;0;0
225;Mannen en vrouwen;Totaal leeftijd;4;72 Research;2008/'09;10;10;10;0;0;10;0;0;0;0;0;0;0;10;0
226;Mannen en vrouwen;Totaal leeftijd;4;73-75 Reclame, design, overige diensten;2007/'08;190;170;20;0;0;10;180;0;0;10;160;0;0;0;20
227;Mannen en vrouwen;Totaal leeftijd;4;73-75 Reclame, design, overige diensten;2008/'09;160;140;20;0;0;10;150;0;0;10;130;0;0;0;20
228;Mannen en vrouwen;Totaal leeftijd;4;N Verhuur en overige zakelijke diensten;2007/'08;880;440;430;100;210;330;240;10;80;160;200;90;130;170;40
229;Mannen en vrouwen;Totaal leeftijd;4;N Verhuur en overige zakelijke diensten;2008/'09;960;440;520;70;250;380;260;10;90;160;190;60;170;220;70
230;Mannen en vrouwen;Totaal leeftijd;4;O Openbaar bestuur en overheidsdiensten;2007/'08;110;20;80;10;20;40;40;0;0;0;20;10;20;40;20
231;Mannen en vrouwen;Totaal leeftijd;4;O Openbaar bestuur en overheidsdiensten;2008/'09;130;10;120;10;30;50;40;0;0;0;10;10;30;50;30
232;Mannen en vrouwen;Totaal leeftijd;4;P Onderwijs;2007/'08;20;10;10;0;0;10;10;0;0;0;10;0;0;0;0
233;Mannen en vrouwen;Totaal leeftijd;4;P Onderwijs;2008/'09;20;10;10;0;0;10;10;0;0;0;10;0;0;0;0
234;Mannen en vrouwen;Totaal leeftijd;4;86 Gezondheidszorg;2007/'08;40;20;20;10;0;0;30;0;0;0;20;10;0;0;10
235;Mannen en vrouwen;Totaal leeftijd;4;86 Gezondheidszorg;2008/'09;50;30;20;10;10;20;20;0;0;10;20;10;0;10;0
236;Mannen en vrouwen;Totaal leeftijd;4;87-88 Zorg en welzijn;2007/'08;50;40;10;0;20;10;20;0;10;10;20;0;0;0;0
237;Mannen en vrouwen;Totaal leeftijd;4;87-88 Zorg en welzijn;2008/'09;60;40;20;10;10;20;20;0;10;10;20;10;10;0;10
238;Mannen en vrouwen;Totaal leeftijd;4;R Cultuur, sport en recreatie;2007/'08;100;70;30;0;10;30;50;0;10;20;40;0;10;20;10
239;Mannen en vrouwen;Totaal leeftijd;4;R Cultuur, sport en recreatie;2008/'09;120;80;50;0;30;30;60;0;10;20;40;0;20;10;20
240;Mannen en vrouwen;Totaal leeftijd;4;S Overige dienstverlening;2007/'08;60;40;20;0;10;20;30;0;0;10;30;0;10;10;10
241;Mannen en vrouwen;Totaal leeftijd;4;S Overige dienstverlening;2008/'09;50;30;10;0;10;10;20;0;0;10;20;0;10;0;0
242;Mannen en vrouwen;Totaal leeftijd;4;T Huishoudens;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
243;Mannen en vrouwen;Totaal leeftijd;4;T Huishoudens;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
244;Mannen en vrouwen;Totaal leeftijd;4;U Extraterritoriale organisaties;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
245;Mannen en vrouwen;Totaal leeftijd;4;U Extraterritoriale organisaties;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
246;Mannen en vrouwen;Totaal leeftijd;4;SBI onbekend;2007/'08;100;60;40;0;20;40;40;0;0;30;30;0;10;20;10
247;Mannen en vrouwen;Totaal leeftijd;4;SBI onbekend;2008/'09;130;70;50;0;20;50;60;0;0;30;50;0;10;20;20
248;Mannen en vrouwen;Totaal leeftijd;2;0;2007/'08;17850;6310;11550;1810;4990;5300;5750;510;790;650;4360;1300;4200;4650;1400
249;Mannen en vrouwen;Totaal leeftijd;2;0;2008/'09;18750;5730;13020;1770;5850;5260;5870;350;690;590;4100;1420;5160;4680;1760
250;Mannen en vrouwen;Totaal leeftijd;2;10;2007/'08;190;90;100;10;30;90;60;0;10;20;60;0;20;70;0
251;Mannen en vrouwen;Totaal leeftijd;2;10;2008/'09;190;90;100;10;40;80;60;10;10;20;60;0;30;60;0
252;Mannen en vrouwen;Totaal leeftijd;2;11;2007/'08;190;90;100;10;30;90;60;0;10;20;60;0;20;70;0
253;Mannen en vrouwen;Totaal leeftijd;2;11;2008/'09;190;90;100;10;40;80;60;10;10;20;60;0;30;60;0
254;Mannen en vrouwen;Totaal leeftijd;2;20;2007/'08;30;10;10;0;10;10;10;0;0;0;10;0;10;10;0
255;Mannen en vrouwen;Totaal leeftijd;2;20;2008/'09;10;10;10;0;0;10;10;0;0;0;0;0;0;10;0
256;Mannen en vrouwen;Totaal leeftijd;2;21;2007/'08;30;10;10;0;10;10;10;0;0;0;10;0;10;10;0
257;Mannen en vrouwen;Totaal leeftijd;2;21;2008/'09;10;10;10;0;0;10;10;0;0;0;0;0;0;10;0
258;Mannen en vrouwen;Totaal leeftijd;2;30;2007/'08;3540;820;2730;600;1040;1140;770;30;110;120;560;570;930;1020;210
259;Mannen en vrouwen;Totaal leeftijd;2;30;2008/'09;4090;630;3460;990;1210;1050;850;20;40;90;480;970;1170;950;370
260;Mannen en vrouwen;Totaal leeftijd;2;50;2007/'08;60;10;50;0;10;30;20;0;0;0;10;0;10;30;10
261;Mannen en vrouwen;Totaal leeftijd;2;50;2008/'09;90;10;80;0;10;40;40;0;0;0;10;0;10;40;30
262;Mannen en vrouwen;Totaal leeftijd;2;60;2007/'08;60;10;50;0;20;30;10;0;0;0;10;0;20;20;10
263;Mannen en vrouwen;Totaal leeftijd;2;60;2008/'09;70;20;50;0;20;30;20;0;0;10;10;0;20;20;10
264;Mannen en vrouwen;Totaal leeftijd;2;70;2007/'08;4770;690;4080;110;1390;2090;1170;30;80;60;530;80;1310;2040;640
265;Mannen en vrouwen;Totaal leeftijd;2;70;2008/'09;4690;570;4130;90;1400;2070;1140;20;60;40;450;70;1340;2040;690
266;Mannen en vrouwen;Totaal leeftijd;2;80;2007/'08;2800;1300;1500;160;670;730;1250;100;160;120;930;70;510;610;320
267;Mannen en vrouwen;Totaal leeftijd;2;80;2008/'09;2980;1320;1660;130;760;770;1320;80;150;120;970;60;600;650;350
268;Mannen en vrouwen;Totaal leeftijd;2;90;2007/'08;1170;430;740;30;560;230;350;10;40;40;340;20;520;190;10
269;Mannen en vrouwen;Totaal leeftijd;2;90;2008/'09;1240;380;860;10;670;220;340;0;30;60;290;10;640;160;50
270;Mannen en vrouwen;Totaal leeftijd;2;I Horeca;2007/'08;260;240;30;60;40;20;140;50;30;20;140;10;10;0;0
271;Mannen en vrouwen;Totaal leeftijd;2;I Horeca;2008/'09;320;280;40;50;60;30;180;30;50;20;180;20;10;10;0
272;Mannen en vrouwen;Totaal leeftijd;2;J Informatie en communicatie;2007/'08;220;200;20;0;10;20;180;0;0;20;170;0;0;10;10
273;Mannen en vrouwen;Totaal leeftijd;2;J Informatie en communicatie;2008/'09;170;150;20;0;10;10;140;0;10;10;140;0;10;0;0
274;Mannen en vrouwen;Totaal leeftijd;2;K Financiële dienstverlening;2007/'08;40;20;10;0;10;10;20;0;0;0;20;0;10;10;0
275;Mannen en vrouwen;Totaal leeftijd;2;K Financiële dienstverlening;2008/'09;20;10;10;0;0;10;10;0;0;0;10;0;0;10;0
276;Mannen en vrouwen;Totaal leeftijd;2;L Verhuur en handel van onroerend goed;2007/'08;60;40;30;0;10;10;40;0;0;0;30;0;10;10;10
277;Mannen en vrouwen;Totaal leeftijd;2;L Verhuur en handel van onroerend goed;2008/'09;70;30;40;0;10;10;50;0;0;0;30;0;10;10;20
278;Mannen en vrouwen;Totaal leeftijd;2;M Specialistische zakelijke diensten;2007/'08;760;560;200;20;100;120;520;10;30;40;470;10;70;80;40
279;Mannen en vrouwen;Totaal leeftijd;2;M Specialistische zakelijke diensten;2008/'09;640;400;240;10;100;120;410;10;30;40;330;10;70;90;80
280;Mannen en vrouwen;Totaal leeftijd;2;N Verhuur en overige zakelijke diensten;2007/'08;2050;1230;820;330;710;330;680;220;240;120;650;110;470;210;40
281;Mannen en vrouwen;Totaal leeftijd;2;N Verhuur en overige zakelijke diensten;2008/'09;2460;1130;1330;290;1080;370;720;140;200;120;670;160;880;250;40
282;Mannen en vrouwen;Totaal leeftijd;2;O Openbaar bestuur en overheidsdiensten;2007/'08;380;130;250;20;110;140;110;10;40;10;70;10;70;130;40
283;Mannen en vrouwen;Totaal leeftijd;2;O Openbaar bestuur en overheidsdiensten;2008/'09;500;120;380;20;190;210;80;10;60;10;50;20;130;200;30
284;Mannen en vrouwen;Totaal leeftijd;2;P Onderwijs;2007/'08;190;40;150;10;80;60;40;0;10;0;30;10;70;60;10
285;Mannen en vrouwen;Totaal leeftijd;2;P Onderwijs;2008/'09;190;30;150;10;80;60;30;0;10;0;20;10;80;60;10
286;Mannen en vrouwen;Totaal leeftijd;2;Q Gezondheids- en welzijnszorg;2007/'08;630;200;440;430;10;30;160;30;0;20;150;400;10;10;20
287;Mannen en vrouwen;Totaal leeftijd;2;Q Gezondheids- en welzijnszorg;2008/'09;350;220;120;100;20;20;210;20;10;10;180;70;10;10;30
288;Mannen en vrouwen;Totaal leeftijd;2;R Cultuur, sport en recreatie;2007/'08;140;120;20;0;10;40;80;0;10;30;80;0;10;10;0
289;Mannen en vrouwen;Totaal leeftijd;2;R Cultuur, sport en recreatie;2008/'09;140;120;20;10;20;20;100;0;20;10;90;0;10;0;10
290;Mannen en vrouwen;Totaal leeftijd;2;S Overige dienstverlening;2007/'08;180;50;130;10;80;60;30;10;10;10;30;10;70;50;0
291;Mannen en vrouwen;Totaal leeftijd;2;S Overige dienstverlening;2008/'09;180;40;150;30;80;50;30;10;10;0;20;30;70;40;10
292;Mannen en vrouwen;Totaal leeftijd;2;T Huishoudens;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
293;Mannen en vrouwen;Totaal leeftijd;2;T Huishoudens;2008/'09;10;10;0;0;0;0;10;0;0;0;10;0;0;0;0
294;Mannen en vrouwen;Totaal leeftijd;2;U Extraterritoriale organisaties;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
295;Mannen en vrouwen;Totaal leeftijd;2;U Extraterritoriale organisaties;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
296;Mannen en vrouwen;Totaal leeftijd;2;SBI onbekend;2007/'08;330;120;210;10;80;120;120;0;20;20;80;0;70;100;40
297;Mannen en vrouwen;Totaal leeftijd;2;SBI onbekend;2008/'09;350;160;190;10;90;100;150;10;20;20;110;0;70;80;40
298;Mannen en vrouwen;Totaal leeftijd;2;31;2007/'08;280;40;240;80;60;90;50;0;10;10;30;80;50;90;20
299;Mannen en vrouwen;Totaal leeftijd;2;31;2008/'09;370;50;320;160;110;60;40;0;0;10;30;160;110;50;10
300;Mannen en vrouwen;Totaal leeftijd;2;32;2007/'08;40;10;20;0;10;10;10;0;0;0;10;0;10;10;0
301;Mannen en vrouwen;Totaal leeftijd;2;32;2008/'09;70;10;60;30;30;0;10;0;0;0;10;30;30;0;0
302;Mannen en vrouwen;Totaal leeftijd;2;33;2007/'08;300;120;180;30;80;110;80;0;10;40;70;30;70;70;10
303;Mannen en vrouwen;Totaal leeftijd;2;33;2008/'09;250;70;180;70;50;90;50;0;10;30;40;60;40;60;20
304;Mannen en vrouwen;Totaal leeftijd;2;34;2007/'08;70;60;10;0;0;20;50;0;0;20;40;0;0;0;10
305;Mannen en vrouwen;Totaal leeftijd;2;34;2008/'09;60;50;20;0;0;20;40;0;0;10;30;0;0;10;10
306;Mannen en vrouwen;Totaal leeftijd;2;35;2007/'08;260;70;190;20;40;130;80;0;0;20;50;20;40;110;30
307;Mannen en vrouwen;Totaal leeftijd;2;35;2008/'09;290;50;240;30;60;120;80;0;0;10;40;30;60;110;40
308;Mannen en vrouwen;Totaal leeftijd;2;36;2007/'08;50;10;40;20;20;10;20;0;0;0;10;20;20;10;0
309;Mannen en vrouwen;Totaal leeftijd;2;36;2008/'09;70;10;50;20;10;20;30;0;0;10;10;20;10;10;20
310;Mannen en vrouwen;Totaal leeftijd;2;37;2007/'08;230;20;210;120;60;30;20;0;0;0;10;110;50;30;10
311;Mannen en vrouwen;Totaal leeftijd;2;37;2008/'09;180;20;160;20;100;40;20;0;10;0;10;20;90;40;10
312;Mannen en vrouwen;Totaal leeftijd;2;38;2007/'08;690;110;590;50;280;270;100;10;30;10;70;40;260;260;30
313;Mannen en vrouwen;Totaal leeftijd;2;38;2008/'09;770;90;680;70;280;280;130;0;10;0;70;70;270;280;60
314;Mannen en vrouwen;Totaal leeftijd;2;39;2007/'08;130;20;120;40;40;30;30;0;0;0;20;40;40;30;10
315;Mannen en vrouwen;Totaal leeftijd;2;39;2008/'09;120;10;120;0;50;30;30;0;0;0;10;0;50;30;20
316;Mannen en vrouwen;Totaal leeftijd;2;40;2007/'08;70;20;50;0;20;20;30;0;0;0;10;0;20;10;20
317;Mannen en vrouwen;Totaal leeftijd;2;40;2008/'09;160;10;150;10;90;40;20;0;0;0;10;10;90;40;10
318;Mannen en vrouwen;Totaal leeftijd;2;41;2007/'08;400;90;310;20;160;130;90;0;10;0;70;20;140;130;20
319;Mannen en vrouwen;Totaal leeftijd;2;41;2008/'09;370;60;310;20;130;130;90;0;0;0;60;20;130;130;30
320;Mannen en vrouwen;Totaal leeftijd;2;42;2007/'08;210;50;160;10;100;50;40;0;10;0;30;10;90;50;10
321;Mannen en vrouwen;Totaal leeftijd;2;42;2008/'09;240;50;190;20;120;50;50;0;0;10;40;20;120;40;10
322;Mannen en vrouwen;Totaal leeftijd;2;43;2007/'08;820;200;620;200;180;240;190;10;30;20;140;190;160;230;50
323;Mannen en vrouwen;Totaal leeftijd;2;43;2008/'09;1160;160;1000;540;180;180;260;10;10;10;130;530;170;170;130
324;Mannen en vrouwen;Totaal leeftijd;2;51;2007/'08;60;10;50;0;10;30;20;0;0;0;10;0;10;30;10
325;Mannen en vrouwen;Totaal leeftijd;2;51;2008/'09;90;10;80;0;10;40;40;0;0;0;10;0;10;40;30
326;Mannen en vrouwen;Totaal leeftijd;2;61;2007/'08;60;10;50;0;20;30;10;0;0;0;10;0;20;20;10
327;Mannen en vrouwen;Totaal leeftijd;2;61;2008/'09;70;20;50;0;20;30;20;0;0;10;10;0;20;20;10
328;Mannen en vrouwen;Totaal leeftijd;2;71;2007/'08;4770;690;4080;110;1390;2090;1170;30;80;60;530;80;1310;2040;640
329;Mannen en vrouwen;Totaal leeftijd;2;71;2008/'09;4690;570;4130;90;1400;2070;1140;20;60;40;450;70;1340;2040;690
330;Mannen en vrouwen;Totaal leeftijd;2;81;2007/'08;2800;1300;1500;160;670;730;1250;100;160;120;930;70;510;610;320
331;Mannen en vrouwen;Totaal leeftijd;2;81;2008/'09;2980;1320;1660;130;760;770;1320;80;150;120;970;60;600;650;350
332;Mannen en vrouwen;Totaal leeftijd;2;91;2007/'08;1170;430;740;30;560;230;350;10;40;40;340;20;520;190;10
333;Mannen en vrouwen;Totaal leeftijd;2;91;2008/'09;1240;380;860;10;670;220;340;0;30;60;290;10;640;160;50
334;Mannen en vrouwen;Totaal leeftijd;2;I Horeca;2007/'08;260;240;30;60;40;20;140;50;30;20;140;10;10;0;0
335;Mannen en vrouwen;Totaal leeftijd;2;I Horeca;2008/'09;320;280;40;50;60;30;180;30;50;20;180;20;10;10;0
336;Mannen en vrouwen;Totaal leeftijd;2;58-60 Uitgeverijen, film, radio en t.v. ;2007/'08;100;100;0;0;0;20;90;0;0;10;80;0;0;0;0
337;Mannen en vrouwen;Totaal leeftijd;2;58-60 Uitgeverijen, film, radio en t.v. ;2008/'09;50;50;0;0;10;10;40;0;0;10;40;0;0;0;0
338;Mannen en vrouwen;Totaal leeftijd;2;61 Telecommunicatie;2007/'08;10;10;0;0;0;0;10;0;0;0;10;0;0;0;0
339;Mannen en vrouwen;Totaal leeftijd;2;61 Telecommunicatie;2008/'09;10;10;0;0;0;0;10;0;0;0;10;0;0;0;0
340;Mannen en vrouwen;Totaal leeftijd;2;62-63 IT- en informatiedienstverlening;2007/'08;100;90;10;0;10;10;90;0;0;0;80;0;0;0;10
341;Mannen en vrouwen;Totaal leeftijd;2;62-63 IT- en informatiedienstverlening;2008/'09;110;100;10;0;10;10;100;0;0;0;90;0;0;0;0
342;Mannen en vrouwen;Totaal leeftijd;2;K Financiële dienstverlening;2007/'08;40;20;10;0;10;10;20;0;0;0;20;0;10;10;0
343;Mannen en vrouwen;Totaal leeftijd;2;K Financiële dienstverlening;2008/'09;20;10;10;0;0;10;10;0;0;0;10;0;0;10;0
344;Mannen en vrouwen;Totaal leeftijd;2;L Verhuur en handel van onroerend goed;2007/'08;60;40;30;0;10;10;40;0;0;0;30;0;10;10;10
345;Mannen en vrouwen;Totaal leeftijd;2;L Verhuur en handel van onroerend goed;2008/'09;70;30;40;0;10;10;50;0;0;0;30;0;10;10;20
346;Mannen en vrouwen;Totaal leeftijd;2;69-71 Management- en technisch advies;2007/'08;460;300;170;10;60;90;300;10;10;10;270;10;50;70;40
347;Mannen en vrouwen;Totaal leeftijd;2;69-71 Management- en technisch advies;2008/'09;410;200;220;10;80;80;250;0;10;10;180;0;60;80;80
348;Mannen en vrouwen;Totaal leeftijd;2;72 Research;2007/'08;20;10;0;0;0;0;10;0;0;0;10;0;0;0;0
349;Mannen en vrouwen;Totaal leeftijd;2;72 Research;2008/'09;30;20;10;0;0;0;20;0;0;0;20;0;0;0;0
350;Mannen en vrouwen;Totaal leeftijd;2;73-75 Reclame, design, overige diensten;2007/'08;280;250;30;10;40;40;200;0;20;30;200;0;20;10;0
351;Mannen en vrouwen;Totaal leeftijd;2;73-75 Reclame, design, overige diensten;2008/'09;200;180;20;10;20;40;140;0;20;30;130;0;10;10;0
352;Mannen en vrouwen;Totaal leeftijd;2;N Verhuur en overige zakelijke diensten;2007/'08;2050;1230;820;330;710;330;680;220;240;120;650;110;470;210;40
353;Mannen en vrouwen;Totaal leeftijd;2;N Verhuur en overige zakelijke diensten;2008/'09;2460;1130;1330;290;1080;370;720;140;200;120;670;160;880;250;40
354;Mannen en vrouwen;Totaal leeftijd;2;O Openbaar bestuur en overheidsdiensten;2007/'08;380;130;250;20;110;140;110;10;40;10;70;10;70;130;40
355;Mannen en vrouwen;Totaal leeftijd;2;O Openbaar bestuur en overheidsdiensten;2008/'09;500;120;380;20;190;210;80;10;60;10;50;20;130;200;30
356;Mannen en vrouwen;Totaal leeftijd;2;P Onderwijs;2007/'08;190;40;150;10;80;60;40;0;10;0;30;10;70;60;10
357;Mannen en vrouwen;Totaal leeftijd;2;P Onderwijs;2008/'09;190;30;150;10;80;60;30;0;10;0;20;10;80;60;10
358;Mannen en vrouwen;Totaal leeftijd;2;86 Gezondheidszorg;2007/'08;160;130;30;10;0;20;130;0;0;10;110;10;0;10;20
359;Mannen en vrouwen;Totaal leeftijd;2;86 Gezondheidszorg;2008/'09;180;130;50;10;10;20;140;10;0;10;110;10;10;10;30
360;Mannen en vrouwen;Totaal leeftijd;2;87-88 Zorg en welzijn;2007/'08;470;70;400;420;0;10;40;30;0;10;40;400;0;0;0
361;Mannen en vrouwen;Totaal leeftijd;2;87-88 Zorg en welzijn;2008/'09;170;90;70;80;10;10;70;20;10;0;70;70;10;0;0
362;Mannen en vrouwen;Totaal leeftijd;2;R Cultuur, sport en recreatie;2007/'08;140;120;20;0;10;40;80;0;10;30;80;0;10;10;0
363;Mannen en vrouwen;Totaal leeftijd;2;R Cultuur, sport en recreatie;2008/'09;140;120;20;10;20;20;100;0;20;10;90;0;10;0;10
364;Mannen en vrouwen;Totaal leeftijd;2;S Overige dienstverlening;2007/'08;180;50;130;10;80;60;30;10;10;10;30;10;70;50;0
365;Mannen en vrouwen;Totaal leeftijd;2;S Overige dienstverlening;2008/'09;180;40;150;30;80;50;30;10;10;0;20;30;70;40;10
366;Mannen en vrouwen;Totaal leeftijd;2;T Huishoudens;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
367;Mannen en vrouwen;Totaal leeftijd;2;T Huishoudens;2008/'09;10;10;0;0;0;0;10;0;0;0;10;0;0;0;0
368;Mannen en vrouwen;Totaal leeftijd;2;U Extraterritoriale organisaties;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
369;Mannen en vrouwen;Totaal leeftijd;2;U Extraterritoriale organisaties;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
370;Mannen en vrouwen;Totaal leeftijd;2;SBI onbekend;2007/'08;330;120;210;10;80;120;120;0;20;20;80;0;70;100;40
371;Mannen en vrouwen;Totaal leeftijd;2;SBI onbekend;2008/'09;350;160;190;10;90;100;150;10;20;20;110;0;70;80;40
372;Mannen en vrouwen;Totaal leeftijd;1;0;2007/'08;20770;10820;9940;740;8020;3920;8090;280;2940;1590;6020;460;5080;2330;2070
373;Mannen en vrouwen;Totaal leeftijd;1;0;2008/'09;18980;9330;9650;510;6940;4180;7360;110;2620;1370;5230;390;4320;2810;2130
374;Mannen en vrouwen;Totaal leeftijd;1;10;2007/'08;120;110;10;10;70;10;40;10;60;10;30;0;10;0;0
375;Mannen en vrouwen;Totaal leeftijd;1;10;2008/'09;110;100;10;0;60;20;40;0;50;10;40;0;10;0;0
376;Mannen en vrouwen;Totaal leeftijd;1;11;2007/'08;120;110;10;10;70;10;40;10;60;10;30;0;10;0;0
377;Mannen en vrouwen;Totaal leeftijd;1;11;2008/'09;110;100;10;0;60;20;40;0;50;10;40;0;10;0;0
378;Mannen en vrouwen;Totaal leeftijd;1;20;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
379;Mannen en vrouwen;Totaal leeftijd;1;20;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
380;Mannen en vrouwen;Totaal leeftijd;1;21;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
381;Mannen en vrouwen;Totaal leeftijd;1;21;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
382;Mannen en vrouwen;Totaal leeftijd;1;30;2007/'08;880;310;570;120;310;220;230;10;80;60;160;120;230;160;70
383;Mannen en vrouwen;Totaal leeftijd;1;30;2008/'09;730;250;480;60;220;250;200;0;70;50;120;60;150;200;80
384;Mannen en vrouwen;Totaal leeftijd;1;50;2007/'08;20;0;10;0;0;10;0;0;0;0;0;0;0;10;0
385;Mannen en vrouwen;Totaal leeftijd;1;50;2008/'09;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0
386;Mannen en vrouwen;Totaal leeftijd;1;60;2007/'08;20;10;10;0;10;10;10;0;0;0;10;0;0;10;0
387;Mannen en vrouwen;Totaal leeftijd;1;60;2008/'09;20;10;10;0;0;0;10;0;0;0;10;0;0;0;10
388;Mannen en vrouwen;Totaal leeftijd;1;70;2007/'08;260;190;70;10;80;50;120;0;60;30;100;0;30;20;20
389;Mannen en vrouwen;Totaal leeftijd;1;70;2008/'09;180;130;50;0;60;30;100;0;40;10;80;0;20;20;20
390;Mannen en vrouwen;Totaal leeftijd;1;80;2007/'08;6390;2630;3750;320;2020;1420;2630;80;690;410;1460;240;1330;1010;1170
