ID;Sex;Age;Nationality;Periods;PopulationOn1January_1
170;Total male and female;Total;Asia;2020;240685.0
171;Total male and female;Total;Asia;2021;229964.0
172;Total male and female;Total;Asia;2022;230061.0
173;Total male and female;Total;Asia;2023;257268.0
174;Total male and female;Total;Europe (excluding Dutch nationals);1995;422882.0
175;Total male and female;Total;Europe (excluding Dutch nationals);1996;398298.0
176;Total male and female;Total;Europe (excluding Dutch nationals);1997;367719.0
177;Total male and female;Total;Europe (excluding Dutch nationals);1998;354242.0
178;Total male and female;Total;Europe (excluding Dutch nationals);1999;338923.0
179;Total male and female;Total;Europe (excluding Dutch nationals);2000;334675.0
180;Total male and female;Total;Europe (excluding Dutch nationals);2001;339587.0
181;Total male and female;Total;Europe (excluding Dutch nationals);2002;347290.0
182;Total male and female;Total;Europe (excluding Dutch nationals);2003;351989.0
183;Total male and female;Total;Europe (excluding Dutch nationals);2004;356345.0
184;Total male and female;Total;Europe (excluding Dutch nationals);2005;359562.0
185;Total male and female;Total;Europe (excluding Dutch nationals);2006;362840.0
186;Total male and female;Total;Europe (excluding Dutch nationals);2007;365827.0
187;Total male and female;Total;Europe (excluding Dutch nationals);2008;380248.0
188;Total male and female;Total;Europe (excluding Dutch nationals);2009;406823.0
189;Total male and female;Total;Europe (excluding Dutch nationals);2010;425081.0
190;Total male and female;Total;Europe (excluding Dutch nationals);2011;446429.0
191;Total male and female;Total;Europe (excluding Dutch nationals);2012;470905.0
192;Total male and female;Total;Europe (excluding Dutch nationals);2013;489192.0
193;Total male and female;Total;Europe (excluding Dutch nationals);2014;508801.0
194;Total male and female;Total;Europe (excluding Dutch nationals);2015;535407.0
195;Total male and female;Total;Europe (excluding Dutch nationals);2016;563004.0
196;Total male and female;Total;Europe (excluding Dutch nationals);2017;594621.0
197;Total male and female;Total;Europe (excluding Dutch nationals);2018;633271.0
198;Total male and female;Total;Europe (excluding Dutch nationals);2019;679664.0
199;Total male and female;Total;Europe (excluding Dutch nationals);2020;734673.0
200;Total male and female;Total;Europe (excluding Dutch nationals);2021;767474.0
201;Total male and female;Total;Europe (excluding Dutch nationals);2022;823050.0
202;Total male and female;Total;Europe (excluding Dutch nationals);2023;976923.0
203;Total male and female;Total;Oceania;1995;2597.0
204;Total male and female;Total;Oceania;1996;2535.0
205;Total male and female;Total;Oceania;1997;2451.0
206;Total male and female;Total;Oceania;1998;2545.0
207;Total male and female;Total;Oceania;1999;2782.0
208;Total male and female;Total;Oceania;2000;3168.0
209;Total male and female;Total;Oceania;2001;3615.0
210;Total male and female;Total;Oceania;2002;4151.0
211;Total male and female;Total;Oceania;2003;4340.0
212;Total male and female;Total;Oceania;2004;4347.0
213;Total male and female;Total;Oceania;2005;4321.0
214;Total male and female;Total;Oceania;2006;4167.0
215;Total male and female;Total;Oceania;2007;4077.0
216;Total male and female;Total;Oceania;2008;3971.0
217;Total male and female;Total;Oceania;2009;3964.0
218;Total male and female;Total;Oceania;2010;3829.0
219;Total male and female;Total;Oceania;2011;3891.0
220;Total male and female;Total;Oceania;2012;3874.0
221;Total male and female;Total;Oceania;2013;3845.0
222;Total male and female;Total;Oceania;2014;3821.0
223;Total male and female;Total;Oceania;2015;3952.0
224;Total male and female;Total;Oceania;2016;4293.0
225;Total male and female;Total;Oceania;2017;4560.0
226;Total male and female;Total;Oceania;2018;4859.0
227;Total male and female;Total;Oceania;2019;5173.0
228;Total male and female;Total;Oceania;2020;5470.0
229;Total male and female;Total;Oceania;2021;4942.0
230;Total male and female;Total;Oceania;2022;4796.0
231;Total male and female;Total;Oceania;2023;5207.0
232;Total male and female;Total;European Union (excluding Dutch natio.;1995;193054.0
233;Total male and female;Total;European Union (excluding Dutch natio.;1996;191074.0
234;Total male and female;Total;European Union (excluding Dutch natio.;1997;188316.0
235;Total male and female;Total;European Union (excluding Dutch natio.;1998;190192.0
236;Total male and female;Total;European Union (excluding Dutch natio.;1999;192151.0
237;Total male and female;Total;European Union (excluding Dutch natio.;2000;195886.0
238;Total male and female;Total;European Union (excluding Dutch natio.;2001;201574.0
239;Total male and female;Total;European Union (excluding Dutch natio.;2002;207858.0
240;Total male and female;Total;European Union (excluding Dutch natio.;2003;210549.0
241;Total male and female;Total;European Union (excluding Dutch natio.;2004;211009.0
242;Total male and female;Total;European Union (excluding Dutch natio.;2005;228141.0
243;Total male and female;Total;European Union (excluding Dutch natio.;2006;233867.0
244;Total male and female;Total;European Union (excluding Dutch natio.;2007;244918.0
245;Total male and female;Total;European Union (excluding Dutch natio.;2008;262964.0
246;Total male and female;Total;European Union (excluding Dutch natio.;2009;290417.0
247;Total male and female;Total;European Union (excluding Dutch natio.;2010;310930.0
248;Total male and female;Total;European Union (excluding Dutch natio.;2011;334549.0
249;Total male and female;Total;European Union (excluding Dutch natio.;2012;360843.0
250;Total male and female;Total;European Union (excluding Dutch natio.;2013;380537.0
251;Total male and female;Total;European Union (excluding Dutch natio.;2014;403028.0
252;Total male and female;Total;European Union (excluding Dutch natio.;2015;430934.0
253;Total male and female;Total;European Union (excluding Dutch natio.;2016;458705.0
254;Total male and female;Total;European Union (excluding Dutch natio.;2017;489119.0
255;Total male and female;Total;European Union (excluding Dutch natio.;2018;525626.0
256;Total male and female;Total;European Union (excluding Dutch natio.;2019;567724.0
257;Total male and female;Total;European Union (excluding Dutch natio.;2020;616615.0
258;Total male and female;Total;European Union (excluding Dutch natio.;2021;599632.0
259;Total male and female;Total;European Union (excluding Dutch natio.;2022;650691.0
260;Total male and female;Total;European Union (excluding Dutch natio.;2023;704203.0
261;Total male and female;Total;Mid- and East European nat. in the EU;1995;
262;Total male and female;Total;Mid- and East European nat. in the EU;1996;
263;Total male and female;Total;Mid- and East European nat. in the EU;1997;
264;Total male and female;Total;Mid- and East European nat. in the EU;1998;
265;Total male and female;Total;Mid- and East European nat. in the EU;1999;
266;Total male and female;Total;Mid- and East European nat. in the EU;2000;
267;Total male and female;Total;Mid- and East European nat. in the EU;2001;
268;Total male and female;Total;Mid- and East European nat. in the EU;2002;
269;Total male and female;Total;Mid- and East European nat. in the EU;2003;
270;Total male and female;Total;Mid- and East European nat. in the EU;2004;
271;Total male and female;Total;Mid- and East European nat. in the EU;2005;17883.0
272;Total male and female;Total;Mid- and East European nat. in the EU;2006;23212.0
273;Total male and female;Total;Mid- and East European nat. in the EU;2007;33821.0
274;Total male and female;Total;Mid- and East European nat. in the EU;2008;47637.0
275;Total male and female;Total;Mid- and East European nat. in the EU;2009;64624.0
276;Total male and female;Total;Mid- and East European nat. in the EU;2010;77681.0
277;Total male and female;Total;Mid- and East European nat. in the EU;2011;93832.0
278;Total male and female;Total;Mid- and East European nat. in the EU;2012;113125.0
279;Total male and female;Total;Mid- and East European nat. in the EU;2013;126653.0
280;Total male and female;Total;Mid- and East European nat. in the EU;2014;142445.0
281;Total male and female;Total;Mid- and East European nat. in the EU;2015;162851.0
282;Total male and female;Total;Mid- and East European nat. in the EU;2016;180424.0
283;Total male and female;Total;Mid- and East European nat. in the EU;2017;198113.0
284;Total male and female;Total;Mid- and East European nat. in the EU;2018;219796.0
285;Total male and female;Total;Mid- and East European nat. in the EU;2019;244677.0
286;Total male and female;Total;Mid- and East European nat. in the EU;2020;273215.0
287;Total male and female;Total;Mid- and East European nat. in the EU;2021;294211.0
288;Total male and female;Total;Mid- and East European nat. in the EU;2022;322978.0
289;Total male and female;Total;Mid- and East European nat. in the EU;2023;353543.0
290;Total male and female;Total;GIPS nationalities in the EU;1995;49149.0
291;Total male and female;Total;GIPS nationalities in the EU;1996;48579.0
292;Total male and female;Total;GIPS nationalities in the EU;1997;47809.0
293;Total male and female;Total;GIPS nationalities in the EU;1998;47998.0
294;Total male and female;Total;GIPS nationalities in the EU;1999;48461.0
295;Total male and female;Total;GIPS nationalities in the EU;2000;49530.0
296;Total male and female;Total;GIPS nationalities in the EU;2001;50860.0
297;Total male and female;Total;GIPS nationalities in the EU;2002;52648.0
298;Total male and female;Total;GIPS nationalities in the EU;2003;53736.0
299;Total male and female;Total;GIPS nationalities in the EU;2004;54106.0
300;Total male and female;Total;GIPS nationalities in the EU;2005;53894.0
301;Total male and female;Total;GIPS nationalities in the EU;2006;53954.0
302;Total male and female;Total;GIPS nationalities in the EU;2007;53956.0
303;Total male and female;Total;GIPS nationalities in the EU;2008;55351.0
304;Total male and female;Total;GIPS nationalities in the EU;2009;59181.0
305;Total male and female;Total;GIPS nationalities in the EU;2010;62374.0
306;Total male and female;Total;GIPS nationalities in the EU;2011;65424.0
307;Total male and female;Total;GIPS nationalities in the EU;2012;69412.0
308;Total male and female;Total;GIPS nationalities in the EU;2013;74526.0
309;Total male and female;Total;GIPS nationalities in the EU;2014;79643.0
310;Total male and female;Total;GIPS nationalities in the EU;2015;84348.0
311;Total male and female;Total;GIPS nationalities in the EU;2016;89707.0
312;Total male and female;Total;GIPS nationalities in the EU;2017;95963.0
313;Total male and female;Total;GIPS nationalities in the EU;2018;103816.0
314;Total male and female;Total;GIPS nationalities in the EU;2019;113052.0
315;Total male and female;Total;GIPS nationalities in the EU;2020;124570.0
316;Total male and female;Total;GIPS nationalities in the EU;2021;130573.0
317;Total male and female;Total;GIPS nationalities in the EU;2022;144322.0
318;Total male and female;Total;GIPS nationalities in the EU;2023;160187.0
319;Total male and female;Total;Western nationalities. excl Netherland;1995;272514.0
320;Total male and female;Total;Western nationalities. excl Netherland;1996;275372.0
321;Total male and female;Total;Western nationalities. excl Netherland;1997;271663.0
322;Total male and female;Total;Western nationalities. excl Netherland;1998;271112.0
323;Total male and female;Total;Western nationalities. excl Netherland;1999;269671.0
324;Total male and female;Total;Western nationalities. excl Netherland;2000;268345.0
325;Total male and female;Total;Western nationalities. excl Netherland;2001;275265.0
326;Total male and female;Total;Western nationalities. excl Netherland;2002;285645.0
327;Total male and female;Total;Western nationalities. excl Netherland;2003;291423.0
328;Total male and female;Total;Western nationalities. excl Netherland;2004;294376.0
329;Total male and female;Total;Western nationalities. excl Netherland;2005;298842.0
330;Total male and female;Total;Western nationalities. excl Netherland;2006;303413.0
331;Total male and female;Total;Western nationalities. excl Netherland;2007;308215.0
332;Total male and female;Total;Western nationalities. excl Netherland;2008;325503.0
333;Total male and female;Total;Western nationalities. excl Netherland;2009;353839.0
334;Total male and female;Total;Western nationalities. excl Netherland;2010;373301.0
335;Total male and female;Total;Western nationalities. excl Netherland;2011;397788.0
336;Total male and female;Total;Western nationalities. excl Netherland;2012;426060.0
337;Total male and female;Total;Western nationalities. excl Netherland;2013;447415.0
338;Total male and female;Total;Western nationalities. excl Netherland;2014;468899.0
339;Total male and female;Total;Western nationalities. excl Netherland;2015;499213.0
340;Total male and female;Total;Western nationalities. excl Netherland;2016;530707.0
341;Total male and female;Total;Western nationalities. excl Netherland;2017;565663.0
342;Total male and female;Total;Western nationalities. excl Netherland;2018;606866.0
343;Total male and female;Total;Western nationalities. excl Netherland;2019;654353.0
344;Total male and female;Total;Western nationalities. excl Netherland;2020;709944.0
345;Total male and female;Total;Western nationalities. excl Netherland;2021;740272.0
346;Total male and female;Total;Western nationalities. excl Netherland;2022;794777.0
347;Total male and female;Total;Western nationalities. excl Netherland;2023;945645.0
348;Total male and female;Total;Non-western nationalities;1995;473162.0
349;Total male and female;Total;Non-western nationalities;1996;435387.0
350;Total male and female;Total;Non-western nationalities;1997;383648.0
351;Total male and female;Total;Non-western nationalities;1998;368637.0
352;Total male and female;Total;Non-western nationalities;1999;340544.0
353;Total male and female;Total;Non-western nationalities;2000;316819.0
354;Total male and female;Total;Non-western nationalities;2001;305493.0
355;Total male and female;Total;Non-western nationalities;2002;297749.0
356;Total male and female;Total;Non-western nationalities;2003;292962.0
357;Total male and female;Total;Non-western nationalities;2004;296829.0
358;Total male and female;Total;Non-western nationalities;2005;296794.0
359;Total male and female;Total;Non-western nationalities;2006;291401.0
360;Total male and female;Total;Non-western nationalities;2007;284449.0
361;Total male and female;Total;Non-western nationalities;2008;276437.0
362;Total male and female;Total;Non-western nationalities;2009;277552.0
363;Total male and female;Total;Non-western nationalities;2010;276827.0
364;Total male and female;Total;Non-western nationalities;2011;273378.0
365;Total male and female;Total;Non-western nationalities;2012;269671.0
366;Total male and female;Total;Non-western nationalities;2013;265182.0
367;Total male and female;Total;Non-western nationalities;2014;264511.0
368;Total male and female;Total;Non-western nationalities;2015;270494.0
369;Total male and female;Total;Non-western nationalities;2016;295742.0
370;Total male and female;Total;Non-western nationalities;2017;336857.0
371;Total male and female;Total;Non-western nationalities;2018;369957.0
372;Total male and female;Total;Non-western nationalities;2019;400885.0
373;Total male and female;Total;Non-western nationalities;2020;437470.0
374;Total male and female;Total;Non-western nationalities;2021;426426.0
375;Total male and female;Total;Non-western nationalities;2022;429952.0
376;Total male and female;Total;Non-western nationalities;2023;472069.0
377;Total male and female;Total;Afghan;1995;2983.0
378;Total male and female;Total;Afghan;1996;3913.0
379;Total male and female;Total;Afghan;1997;4579.0
380;Total male and female;Total;Afghan;1998;5275.0
381;Total male and female;Total;Afghan;1999;5364.0
382;Total male and female;Total;Afghan;2000;4395.0
383;Total male and female;Total;Afghan;2001;4203.0
384;Total male and female;Total;Afghan;2002;4259.0
385;Total male and female;Total;Afghan;2003;3997.0
386;Total male and female;Total;Afghan;2004;3923.0
387;Total male and female;Total;Afghan;2005;3848.0
388;Total male and female;Total;Afghan;2006;3818.0
389;Total male and female;Total;Afghan;2007;3810.0
390;Total male and female;Total;Afghan;2008;3550.0
391;Total male and female;Total;Afghan;2009;3309.0
392;Total male and female;Total;Afghan;2010;3234.0
393;Total male and female;Total;Afghan;2011;3323.0
394;Total male and female;Total;Afghan;2012;3399.0
395;Total male and female;Total;Afghan;2013;3894.0
396;Total male and female;Total;Afghan;2014;3449.0
397;Total male and female;Total;Afghan;2015;3144.0
398;Total male and female;Total;Afghan;2016;3446.0
399;Total male and female;Total;Afghan;2017;5033.0
400;Total male and female;Total;Afghan;2018;5501.0
401;Total male and female;Total;Afghan;2019;6138.0
402;Total male and female;Total;Afghan;2020;6533.0
403;Total male and female;Total;Afghan;2021;6448.0
404;Total male and female;Total;Afghan;2022;8156.0
405;Total male and female;Total;Afghan;2023;10577.0
406;Total male and female;Total;Albanian;1995;413.0
407;Total male and female;Total;Albanian;1996;490.0
408;Total male and female;Total;Albanian;1997;452.0
409;Total male and female;Total;Albanian;1998;445.0
410;Total male and female;Total;Albanian;1999;449.0
411;Total male and female;Total;Albanian;2000;345.0
412;Total male and female;Total;Albanian;2001;330.0
413;Total male and female;Total;Albanian;2002;358.0
414;Total male and female;Total;Albanian;2003;380.0
415;Total male and female;Total;Albanian;2004;389.0
416;Total male and female;Total;Albanian;2005;409.0
417;Total male and female;Total;Albanian;2006;401.0
418;Total male and female;Total;Albanian;2007;384.0
419;Total male and female;Total;Albanian;2008;372.0
420;Total male and female;Total;Albanian;2009;411.0
421;Total male and female;Total;Albanian;2010;492.0
422;Total male and female;Total;Albanian;2011;502.0
423;Total male and female;Total;Albanian;2012;512.0
424;Total male and female;Total;Albanian;2013;548.0
425;Total male and female;Total;Albanian;2014;571.0
426;Total male and female;Total;Albanian;2015;676.0
427;Total male and female;Total;Albanian;2016;795.0
428;Total male and female;Total;Albanian;2017;974.0
429;Total male and female;Total;Albanian;2018;1084.0
430;Total male and female;Total;Albanian;2019;1247.0
431;Total male and female;Total;Albanian;2020;1488.0
432;Total male and female;Total;Albanian;2021;1577.0
433;Total male and female;Total;Albanian;2022;1698.0
434;Total male and female;Total;Albanian;2023;1897.0
435;Total male and female;Total;Algerian;1995;933.0
436;Total male and female;Total;Algerian;1996;1124.0
437;Total male and female;Total;Algerian;1997;1060.0
438;Total male and female;Total;Algerian;1998;1067.0
439;Total male and female;Total;Algerian;1999;1094.0
440;Total male and female;Total;Algerian;2000;917.0
441;Total male and female;Total;Algerian;2001;897.0
442;Total male and female;Total;Algerian;2002;845.0
443;Total male and female;Total;Algerian;2003;816.0
444;Total male and female;Total;Algerian;2004;813.0
445;Total male and female;Total;Algerian;2005;834.0
446;Total male and female;Total;Algerian;2006;812.0
447;Total male and female;Total;Algerian;2007;800.0
448;Total male and female;Total;Algerian;2008;782.0
449;Total male and female;Total;Algerian;2009;778.0
450;Total male and female;Total;Algerian;2010;797.0
451;Total male and female;Total;Algerian;2011;777.0
452;Total male and female;Total;Algerian;2012;754.0
453;Total male and female;Total;Algerian;2013;760.0
454;Total male and female;Total;Algerian;2014;637.0
455;Total male and female;Total;Algerian;2015;570.0
456;Total male and female;Total;Algerian;2016;558.0
457;Total male and female;Total;Algerian;2017;568.0
458;Total male and female;Total;Algerian;2018;574.0
459;Total male and female;Total;Algerian;2019;629.0
460;Total male and female;Total;Algerian;2020;668.0
461;Total male and female;Total;Algerian;2021;691.0
462;Total male and female;Total;Algerian;2022;727.0
463;Total male and female;Total;Algerian;2023;1169.0
464;Total male and female;Total;American;1995;12761.0
465;Total male and female;Total;American;1996;12769.0
466;Total male and female;Total;American;1997;12640.0
467;Total male and female;Total;American;1998;12980.0
468;Total male and female;Total;American;1999;13389.0
469;Total male and female;Total;American;2000;14074.0
470;Total male and female;Total;American;2001;14751.0
471;Total male and female;Total;American;2002;15217.0
472;Total male and female;Total;American;2003;15412.0
473;Total male and female;Total;American;2004;15075.0
474;Total male and female;Total;American;2005;14837.0
475;Total male and female;Total;American;2006;14643.0
476;Total male and female;Total;American;2007;14641.0
477;Total male and female;Total;American;2008;14544.0
478;Total male and female;Total;American;2009;14861.0
479;Total male and female;Total;American;2010;14631.0
480;Total male and female;Total;American;2011;14846.0
481;Total male and female;Total;American;2012;15348.0
482;Total male and female;Total;American;2013;15571.0
483;Total male and female;Total;American;2014;15557.0
484;Total male and female;Total;American;2015;16165.0
485;Total male and female;Total;American;2016;17193.0
486;Total male and female;Total;American;2017;18012.0
487;Total male and female;Total;American;2018;19562.0
488;Total male and female;Total;American;2019;20769.0
489;Total male and female;Total;American;2020;22225.0
490;Total male and female;Total;American;2021;21377.0
491;Total male and female;Total;American;2022;22261.0
492;Total male and female;Total;American;2023;24109.0
493;Total male and female;Total;Andorran;1995;2.0
494;Total male and female;Total;Andorran;1996;2.0
495;Total male and female;Total;Andorran;1997;2.0
496;Total male and female;Total;Andorran;1998;1.0
497;Total male and female;Total;Andorran;1999;1.0
498;Total male and female;Total;Andorran;2000;1.0
499;Total male and female;Total;Andorran;2001;1.0
500;Total male and female;Total;Andorran;2002;2.0
501;Total male and female;Total;Andorran;2003;2.0
502;Total male and female;Total;Andorran;2004;2.0
503;Total male and female;Total;Andorran;2005;1.0
504;Total male and female;Total;Andorran;2006;1.0
505;Total male and female;Total;Andorran;2007;2.0
506;Total male and female;Total;Andorran;2008;3.0
507;Total male and female;Total;Andorran;2009;3.0
508;Total male and female;Total;Andorran;2010;3.0
509;Total male and female;Total;Andorran;2011;3.0
510;Total male and female;Total;Andorran;2012;4.0
511;Total male and female;Total;Andorran;2013;4.0
512;Total male and female;Total;Andorran;2014;4.0
513;Total male and female;Total;Andorran;2015;4.0
514;Total male and female;Total;Andorran;2016;3.0
515;Total male and female;Total;Andorran;2017;5.0
516;Total male and female;Total;Andorran;2018;8.0
517;Total male and female;Total;Andorran;2019;5.0
518;Total male and female;Total;Andorran;2020;5.0
519;Total male and female;Total;Andorran;2021;6.0
520;Total male and female;Total;Andorran;2022;7.0
521;Total male and female;Total;Andorran;2023;10.0
522;Total male and female;Total;Angolan;1995;1120.0
523;Total male and female;Total;Angolan;1996;1633.0
524;Total male and female;Total;Angolan;1997;1661.0
