ID;Sex;Age;Nationality;Periods;PopulationOn1January_1
8890;Total male and female;0 year;Indonesian;2011;57.0
8891;Total male and female;0 year;Indonesian;2012;43.0
8892;Total male and female;0 year;Indonesian;2013;59.0
8893;Total male and female;0 year;Indonesian;2014;66.0
8894;Total male and female;0 year;Indonesian;2015;53.0
8895;Total male and female;0 year;Indonesian;2016;67.0
8896;Total male and female;0 year;Indonesian;2017;69.0
8897;Total male and female;0 year;Indonesian;2018;74.0
8898;Total male and female;0 year;Indonesian;2019;68.0
8899;Total male and female;0 year;Indonesian;2020;69.0
8900;Total male and female;0 year;Indonesian;2021;48.0
8901;Total male and female;0 year;Indonesian;2022;53.0
8902;Total male and female;0 year;Indonesian;2023;51.0
8903;Total male and female;0 year;Iranian;1995;137.0
8904;Total male and female;0 year;Iranian;1996;117.0
8905;Total male and female;0 year;Iranian;1997;91.0
8906;Total male and female;0 year;Iranian;1998;67.0
8907;Total male and female;0 year;Iranian;1999;61.0
8908;Total male and female;0 year;Iranian;2000;24.0
8909;Total male and female;0 year;Iranian;2001;17.0
8910;Total male and female;0 year;Iranian;2002;15.0
8911;Total male and female;0 year;Iranian;2003;5.0
8912;Total male and female;0 year;Iranian;2004;15.0
8913;Total male and female;0 year;Iranian;2005;15.0
8914;Total male and female;0 year;Iranian;2006;9.0
8915;Total male and female;0 year;Iranian;2007;13.0
8916;Total male and female;0 year;Iranian;2008;14.0
8917;Total male and female;0 year;Iranian;2009;16.0
8918;Total male and female;0 year;Iranian;2010;17.0
8919;Total male and female;0 year;Iranian;2011;25.0
8920;Total male and female;0 year;Iranian;2012;17.0
8921;Total male and female;0 year;Iranian;2013;41.0
8922;Total male and female;0 year;Iranian;2014;34.0
8923;Total male and female;0 year;Iranian;2015;30.0
8924;Total male and female;0 year;Iranian;2016;47.0
8925;Total male and female;0 year;Iranian;2017;74.0
8926;Total male and female;0 year;Iranian;2018;63.0
8927;Total male and female;0 year;Iranian;2019;69.0
8928;Total male and female;0 year;Iranian;2020;107.0
8929;Total male and female;0 year;Iranian;2021;98.0
8930;Total male and female;0 year;Iranian;2022;101.0
8931;Total male and female;0 year;Iranian;2023;115.0
8932;Total male and female;0 year;Iraqi;1995;183.0
8933;Total male and female;0 year;Iraqi;1996;230.0
8934;Total male and female;0 year;Iraqi;1997;233.0
8935;Total male and female;0 year;Iraqi;1998;312.0
8936;Total male and female;0 year;Iraqi;1999;334.0
8937;Total male and female;0 year;Iraqi;2000;214.0
8938;Total male and female;0 year;Iraqi;2001;179.0
8939;Total male and female;0 year;Iraqi;2002;123.0
8940;Total male and female;0 year;Iraqi;2003;49.0
8941;Total male and female;0 year;Iraqi;2004;42.0
8942;Total male and female;0 year;Iraqi;2005;43.0
8943;Total male and female;0 year;Iraqi;2006;35.0
8944;Total male and female;0 year;Iraqi;2007;52.0
8945;Total male and female;0 year;Iraqi;2008;50.0
8946;Total male and female;0 year;Iraqi;2009;42.0
8947;Total male and female;0 year;Iraqi;2010;57.0
8948;Total male and female;0 year;Iraqi;2011;89.0
8949;Total male and female;0 year;Iraqi;2012;86.0
8950;Total male and female;0 year;Iraqi;2013;104.0
8951;Total male and female;0 year;Iraqi;2014;98.0
8952;Total male and female;0 year;Iraqi;2015;84.0
8953;Total male and female;0 year;Iraqi;2016;63.0
8954;Total male and female;0 year;Iraqi;2017;98.0
8955;Total male and female;0 year;Iraqi;2018;85.0
8956;Total male and female;0 year;Iraqi;2019;90.0
8957;Total male and female;0 year;Iraqi;2020;85.0
8958;Total male and female;0 year;Iraqi;2021;79.0
8959;Total male and female;0 year;Iraqi;2022;60.0
8960;Total male and female;0 year;Iraqi;2023;47.0
8961;Total male and female;0 year;Irish;1995;31.0
8962;Total male and female;0 year;Irish;1996;27.0
8963;Total male and female;0 year;Irish;1997;29.0
8964;Total male and female;0 year;Irish;1998;28.0
8965;Total male and female;0 year;Irish;1999;19.0
8966;Total male and female;0 year;Irish;2000;33.0
8967;Total male and female;0 year;Irish;2001;22.0
8968;Total male and female;0 year;Irish;2002;29.0
8969;Total male and female;0 year;Irish;2003;34.0
8970;Total male and female;0 year;Irish;2004;36.0
8971;Total male and female;0 year;Irish;2005;33.0
8972;Total male and female;0 year;Irish;2006;26.0
8973;Total male and female;0 year;Irish;2007;22.0
8974;Total male and female;0 year;Irish;2008;23.0
8975;Total male and female;0 year;Irish;2009;18.0
8976;Total male and female;0 year;Irish;2010;29.0
8977;Total male and female;0 year;Irish;2011;32.0
8978;Total male and female;0 year;Irish;2012;36.0
8979;Total male and female;0 year;Irish;2013;26.0
8980;Total male and female;0 year;Irish;2014;23.0
8981;Total male and female;0 year;Irish;2015;36.0
8982;Total male and female;0 year;Irish;2016;29.0
8983;Total male and female;0 year;Irish;2017;31.0
8984;Total male and female;0 year;Irish;2018;40.0
8985;Total male and female;0 year;Irish;2019;33.0
8986;Total male and female;0 year;Irish;2020;34.0
8987;Total male and female;0 year;Irish;2021;45.0
8988;Total male and female;0 year;Irish;2022;39.0
8989;Total male and female;0 year;Irish;2023;42.0
8990;Total male and female;0 year;Israeli;1995;11.0
8991;Total male and female;0 year;Israeli;1996;14.0
8992;Total male and female;0 year;Israeli;1997;8.0
8993;Total male and female;0 year;Israeli;1998;16.0
8994;Total male and female;0 year;Israeli;1999;10.0
8995;Total male and female;0 year;Israeli;2000;6.0
8996;Total male and female;0 year;Israeli;2001;5.0
8997;Total male and female;0 year;Israeli;2002;10.0
8998;Total male and female;0 year;Israeli;2003;12.0
8999;Total male and female;0 year;Israeli;2004;15.0
9000;Total male and female;0 year;Israeli;2005;12.0
9001;Total male and female;0 year;Israeli;2006;12.0
9002;Total male and female;0 year;Israeli;2007;11.0
9003;Total male and female;0 year;Israeli;2008;11.0
9004;Total male and female;0 year;Israeli;2009;25.0
9005;Total male and female;0 year;Israeli;2010;16.0
9006;Total male and female;0 year;Israeli;2011;15.0
9007;Total male and female;0 year;Israeli;2012;10.0
9008;Total male and female;0 year;Israeli;2013;10.0
9009;Total male and female;0 year;Israeli;2014;14.0
9010;Total male and female;0 year;Israeli;2015;16.0
9011;Total male and female;0 year;Israeli;2016;19.0
9012;Total male and female;0 year;Israeli;2017;10.0
9013;Total male and female;0 year;Israeli;2018;15.0
9014;Total male and female;0 year;Israeli;2019;18.0
9015;Total male and female;0 year;Israeli;2020;19.0
9016;Total male and female;0 year;Israeli;2021;12.0
9017;Total male and female;0 year;Israeli;2022;17.0
9018;Total male and female;0 year;Israeli;2023;17.0
9019;Total male and female;0 year;Italian;1995;68.0
9020;Total male and female;0 year;Italian;1996;63.0
9021;Total male and female;0 year;Italian;1997;63.0
9022;Total male and female;0 year;Italian;1998;75.0
9023;Total male and female;0 year;Italian;1999;70.0
9024;Total male and female;0 year;Italian;2000;68.0
9025;Total male and female;0 year;Italian;2001;82.0
9026;Total male and female;0 year;Italian;2002;95.0
9027;Total male and female;0 year;Italian;2003;114.0
9028;Total male and female;0 year;Italian;2004;80.0
9029;Total male and female;0 year;Italian;2005;100.0
9030;Total male and female;0 year;Italian;2006;93.0
9031;Total male and female;0 year;Italian;2007;124.0
9032;Total male and female;0 year;Italian;2008;112.0
9033;Total male and female;0 year;Italian;2009;124.0
9034;Total male and female;0 year;Italian;2010;157.0
9035;Total male and female;0 year;Italian;2011;155.0
9036;Total male and female;0 year;Italian;2012;167.0
9037;Total male and female;0 year;Italian;2013;199.0
9038;Total male and female;0 year;Italian;2014;172.0
9039;Total male and female;0 year;Italian;2015;249.0
9040;Total male and female;0 year;Italian;2016;249.0
9041;Total male and female;0 year;Italian;2017;249.0
9042;Total male and female;0 year;Italian;2018;328.0
9043;Total male and female;0 year;Italian;2019;314.0
9044;Total male and female;0 year;Italian;2020;382.0
9045;Total male and female;0 year;Italian;2021;388.0
9046;Total male and female;0 year;Italian;2022;392.0
9047;Total male and female;0 year;Italian;2023;408.0
9048;Total male and female;0 year;Ivorian;1995;1.0
9049;Total male and female;0 year;Ivorian;1996;0.0
9050;Total male and female;0 year;Ivorian;1997;0.0
9051;Total male and female;0 year;Ivorian;1998;0.0
9052;Total male and female;0 year;Ivorian;1999;1.0
9053;Total male and female;0 year;Ivorian;2000;1.0
9054;Total male and female;0 year;Ivorian;2001;3.0
9055;Total male and female;0 year;Ivorian;2002;1.0
9056;Total male and female;0 year;Ivorian;2003;2.0
9057;Total male and female;0 year;Ivorian;2004;2.0
9058;Total male and female;0 year;Ivorian;2005;4.0
9059;Total male and female;0 year;Ivorian;2006;3.0
9060;Total male and female;0 year;Ivorian;2007;4.0
9061;Total male and female;0 year;Ivorian;2008;1.0
9062;Total male and female;0 year;Ivorian;2009;10.0
9063;Total male and female;0 year;Ivorian;2010;6.0
9064;Total male and female;0 year;Ivorian;2011;10.0
9065;Total male and female;0 year;Ivorian;2012;9.0
9066;Total male and female;0 year;Ivorian;2013;5.0
9067;Total male and female;0 year;Ivorian;2014;5.0
9068;Total male and female;0 year;Ivorian;2015;6.0
9069;Total male and female;0 year;Ivorian;2016;6.0
9070;Total male and female;0 year;Ivorian;2017;8.0
9071;Total male and female;0 year;Ivorian;2018;6.0
9072;Total male and female;0 year;Ivorian;2019;4.0
9073;Total male and female;0 year;Ivorian;2020;9.0
9074;Total male and female;0 year;Ivorian;2021;3.0
9075;Total male and female;0 year;Ivorian;2022;8.0
9076;Total male and female;0 year;Ivorian;2023;2.0
9077;Total male and female;0 year;Jamaican;1995;3.0
9078;Total male and female;0 year;Jamaican;1996;0.0
9079;Total male and female;0 year;Jamaican;1997;1.0
9080;Total male and female;0 year;Jamaican;1998;1.0
9081;Total male and female;0 year;Jamaican;1999;2.0
9082;Total male and female;0 year;Jamaican;2000;1.0
9083;Total male and female;0 year;Jamaican;2001;2.0
9084;Total male and female;0 year;Jamaican;2002;1.0
9085;Total male and female;0 year;Jamaican;2003;0.0
9086;Total male and female;0 year;Jamaican;2004;2.0
9087;Total male and female;0 year;Jamaican;2005;0.0
9088;Total male and female;0 year;Jamaican;2006;0.0
9089;Total male and female;0 year;Jamaican;2007;0.0
9090;Total male and female;0 year;Jamaican;2008;0.0
9091;Total male and female;0 year;Jamaican;2009;0.0
9092;Total male and female;0 year;Jamaican;2010;0.0
9093;Total male and female;0 year;Jamaican;2011;0.0
9094;Total male and female;0 year;Jamaican;2012;0.0
9095;Total male and female;0 year;Jamaican;2013;0.0
9096;Total male and female;0 year;Jamaican;2014;0.0
9097;Total male and female;0 year;Jamaican;2015;2.0
9098;Total male and female;0 year;Jamaican;2016;1.0
9099;Total male and female;0 year;Jamaican;2017;0.0
9100;Total male and female;0 year;Jamaican;2018;1.0
9101;Total male and female;0 year;Jamaican;2019;1.0
9102;Total male and female;0 year;Jamaican;2020;2.0
9103;Total male and female;0 year;Jamaican;2021;0.0
9104;Total male and female;0 year;Jamaican;2022;3.0
9105;Total male and female;0 year;Jamaican;2023;0.0
9106;Total male and female;0 year;Japanese;1995;76.0
9107;Total male and female;0 year;Japanese;1996;75.0
9108;Total male and female;0 year;Japanese;1997;74.0
9109;Total male and female;0 year;Japanese;1998;57.0
9110;Total male and female;0 year;Japanese;1999;64.0
9111;Total male and female;0 year;Japanese;2000;67.0
9112;Total male and female;0 year;Japanese;2001;51.0
9113;Total male and female;0 year;Japanese;2002;60.0
9114;Total male and female;0 year;Japanese;2003;46.0
9115;Total male and female;0 year;Japanese;2004;48.0
9116;Total male and female;0 year;Japanese;2005;53.0
9117;Total male and female;0 year;Japanese;2006;44.0
9118;Total male and female;0 year;Japanese;2007;47.0
9119;Total male and female;0 year;Japanese;2008;39.0
9120;Total male and female;0 year;Japanese;2009;55.0
9121;Total male and female;0 year;Japanese;2010;40.0
9122;Total male and female;0 year;Japanese;2011;54.0
9123;Total male and female;0 year;Japanese;2012;49.0
9124;Total male and female;0 year;Japanese;2013;49.0
9125;Total male and female;0 year;Japanese;2014;63.0
9126;Total male and female;0 year;Japanese;2015;45.0
9127;Total male and female;0 year;Japanese;2016;40.0
9128;Total male and female;0 year;Japanese;2017;54.0
9129;Total male and female;0 year;Japanese;2018;43.0
9130;Total male and female;0 year;Japanese;2019;55.0
9131;Total male and female;0 year;Japanese;2020;54.0
9132;Total male and female;0 year;Japanese;2021;59.0
9133;Total male and female;0 year;Japanese;2022;53.0
9134;Total male and female;0 year;Japanese;2023;54.0
9135;Total male and female;0 year;Jordanian;1995;5.0
9136;Total male and female;0 year;Jordanian;1996;3.0
9137;Total male and female;0 year;Jordanian;1997;2.0
9138;Total male and female;0 year;Jordanian;1998;3.0
9139;Total male and female;0 year;Jordanian;1999;0.0
9140;Total male and female;0 year;Jordanian;2000;3.0
9141;Total male and female;0 year;Jordanian;2001;2.0
9142;Total male and female;0 year;Jordanian;2002;2.0
9143;Total male and female;0 year;Jordanian;2003;3.0
9144;Total male and female;0 year;Jordanian;2004;2.0
9145;Total male and female;0 year;Jordanian;2005;1.0
9146;Total male and female;0 year;Jordanian;2006;3.0
9147;Total male and female;0 year;Jordanian;2007;2.0
9148;Total male and female;0 year;Jordanian;2008;2.0
9149;Total male and female;0 year;Jordanian;2009;1.0
9150;Total male and female;0 year;Jordanian;2010;3.0
9151;Total male and female;0 year;Jordanian;2011;3.0
9152;Total male and female;0 year;Jordanian;2012;6.0
9153;Total male and female;0 year;Jordanian;2013;2.0
9154;Total male and female;0 year;Jordanian;2014;1.0
9155;Total male and female;0 year;Jordanian;2015;4.0
9156;Total male and female;0 year;Jordanian;2016;5.0
9157;Total male and female;0 year;Jordanian;2017;3.0
9158;Total male and female;0 year;Jordanian;2018;3.0
9159;Total male and female;0 year;Jordanian;2019;3.0
9160;Total male and female;0 year;Jordanian;2020;5.0
9161;Total male and female;0 year;Jordanian;2021;5.0
9162;Total male and female;0 year;Jordanian;2022;3.0
9163;Total male and female;0 year;Jordanian;2023;10.0
9164;Total male and female;0 year;Kazakh;1995;0.0
9165;Total male and female;0 year;Kazakh;1996;0.0
9166;Total male and female;0 year;Kazakh;1997;0.0
9167;Total male and female;0 year;Kazakh;1998;3.0
9168;Total male and female;0 year;Kazakh;1999;1.0
9169;Total male and female;0 year;Kazakh;2000;1.0
9170;Total male and female;0 year;Kazakh;2001;2.0
9171;Total male and female;0 year;Kazakh;2002;2.0
9172;Total male and female;0 year;Kazakh;2003;1.0
9173;Total male and female;0 year;Kazakh;2004;1.0
9174;Total male and female;0 year;Kazakh;2005;2.0
9175;Total male and female;0 year;Kazakh;2006;4.0
9176;Total male and female;0 year;Kazakh;2007;1.0
9177;Total male and female;0 year;Kazakh;2008;1.0
9178;Total male and female;0 year;Kazakh;2009;3.0
9179;Total male and female;0 year;Kazakh;2010;4.0
9180;Total male and female;0 year;Kazakh;2011;3.0
9181;Total male and female;0 year;Kazakh;2012;5.0
9182;Total male and female;0 year;Kazakh;2013;6.0
9183;Total male and female;0 year;Kazakh;2014;3.0
9184;Total male and female;0 year;Kazakh;2015;3.0
9185;Total male and female;0 year;Kazakh;2016;4.0
9186;Total male and female;0 year;Kazakh;2017;7.0
9187;Total male and female;0 year;Kazakh;2018;4.0
9188;Total male and female;0 year;Kazakh;2019;12.0
9189;Total male and female;0 year;Kazakh;2020;14.0
9190;Total male and female;0 year;Kazakh;2021;12.0
9191;Total male and female;0 year;Kazakh;2022;8.0
9192;Total male and female;0 year;Kazakh;2023;9.0
9193;Total male and female;0 year;Kenyan;1995;0.0
9194;Total male and female;0 year;Kenyan;1996;1.0
9195;Total male and female;0 year;Kenyan;1997;0.0
9196;Total male and female;0 year;Kenyan;1998;0.0
9197;Total male and female;0 year;Kenyan;1999;2.0
9198;Total male and female;0 year;Kenyan;2000;3.0
9199;Total male and female;0 year;Kenyan;2001;1.0
9200;Total male and female;0 year;Kenyan;2002;1.0
9201;Total male and female;0 year;Kenyan;2003;0.0
