ID;Gebieden;Leeftijdsgroepen;Geslacht;TotaleBevolking_1;NederduitschHervormden_2;WaalschHervormden_3;Remonstranten_4;ChristelijkGereformeerdenAfgesch_5;Doopsgezinden_6;EvangelischLutherschen_7;HersteldLutherschen_8;BehoorendeTotDeGereformeerdeKerken_9;RoomschKatholieken_10;OudRoomschen_11;NederlandscheIsraelieten_12;PortugeescheIsraelieten_13;OverigeKerkelijkeGezindten_14;GeenKerkelijkeGezindte_15;KerkelijkeGezindteOnbekend_16;Pagina_17
68;Drenthe;0-9 jaar;Mannen;19687;14872;1;81;298;72;31;6;2502;1208;0;227;1;35;353;0;DR106
69;Drenthe;0-9 jaar;Vrouwen;19032;14340;2;87;329;71;24;3;2426;1174;0;230;3;35;308;0;DR106
70;Drenthe;10-19 jaar;Mannen;14684;11093;1;86;247;79;15;4;1851;835;0;236;0;27;210;0;DR106
71;Drenthe;10-19 jaar;Vrouwen;14155;10724;0;72;236;46;21;1;1838;797;0;197;0;30;193;0;DR106
72;Drenthe;20-29 jaar;Mannen;11843;8948;2;73;194;53;14;2;1454;717;0;194;0;29;163;0;DR106
73;Drenthe;20-29 jaar;Vrouwen;11158;8532;3;119;210;54;15;2;1380;546;0;146;0;38;113;0;DR106
74;Drenthe;30-39 jaar;Mannen;9832;7424;3;59;138;46;17;12;1096;721;1;151;0;23;141;0;DR106
75;Drenthe;30-39 jaar;Vrouwen;8736;6598;1;83;177;46;16;3;1112;457;0;145;1;28;69;0;DR106
76;Drenthe;40-49 jaar;Mannen;8241;6199;0;48;121;38;21;15;845;730;4;120;0;18;82;0;DR106
77;Drenthe;40-49 jaar;Vrouwen;6481;4910;4;55;104;37;16;1;820;335;0;137;1;22;39;0;DR106
78;Drenthe;50-59 jaar;Mannen;6539;4845;4;56;94;30;20;5;668;638;2;102;1;16;58;0;DR106
79;Drenthe;50-59 jaar;Vrouwen;5199;3879;1;59;99;17;8;4;694;270;0;119;0;12;37;0;DR106
80;Drenthe;60-69 jaar;Mannen;4599;3435;0;46;63;23;9;5;510;388;0;74;0;15;31;0;DR106
81;Drenthe;60-69 jaar;Vrouwen;3647;2789;0;37;73;13;5;1;455;173;0;68;0;16;17;0;DR106
82;Drenthe;70-79 jaar;Mannen;2113;1637;1;15;28;7;5;2;206;128;0;56;0;4;24;0;DR106
83;Drenthe;70-79 jaar;Vrouwen;1836;1403;0;20;33;6;3;1;229;82;0;44;1;5;9;0;DR106
84;Drenthe;80 jaar en ouder;Mannen;359;265;0;2;9;2;1;0;42;20;0;14;0;1;3;0;DR106
85;Drenthe;80 jaar en ouder;Vrouwen;398;296;0;3;8;1;0;0;37;23;0;24;0;3;3;0;DR106
86;Drenthe;Onbekende leeftijd;Mannen;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DR106
87;Drenthe;Onbekende leeftijd;Vrouwen;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;DR106
88;Overijssel;Totaal alle leeftijden;Mannen;169313;100004;64;125;2766;1700;671;365;13312;45383;5;2252;8;556;2099;3;OV210
89;Overijssel;Totaal alle leeftijden;Vrouwen;164025;96493;68;148;2787;1760;650;394;12958;44462;1;2234;13;547;1507;3;OV210
90;Overijssel;0-9 jaar;Mannen;42227;25120;5;10;773;364;158;85;3511;10927;0;453;1;160;659;1;OV210
91;Overijssel;0-9 jaar;Vrouwen;41055;24215;8;10;744;327;154;82;3414;10895;0;427;2;157;619;1;OV210
92;Overijssel;10-19 jaar;Mannen;33963;20105;13;24;569;353;126;94;2789;8892;0;465;0;143;390;0;OV210
93;Overijssel;10-19 jaar;Vrouwen;32333;19125;8;8;592;354;109;91;2561;8554;0;421;2;109;399;0;OV210
94;Overijssel;20-29 jaar;Mannen;27302;16260;7;28;398;280;129;54;2110;7145;2;403;2;79;405;0;OV210
95;Overijssel;20-29 jaar;Vrouwen;26376;15817;10;56;409;300;116;49;1995;6967;1;350;4;82;220;0;OV210
96;Overijssel;30-39 jaar;Mannen;21277;12819;11;34;318;178;94;44;1589;5540;2;271;2;61;313;1;OV210
97;Overijssel;30-39 jaar;Vrouwen;20720;12223;13;46;343;243;104;59;1689;5488;0;306;2;74;129;1;OV210
98;Overijssel;40-49 jaar;Mannen;16714;9775;7;15;277;183;55;33;1312;4615;1;217;1;58;165;0;OV210
99;Overijssel;40-49 jaar;Vrouwen;15816;9154;13;14;282;187;65;38;1286;4407;0;234;2;61;73;0;OV210
100;Overijssel;50-59 jaar;Mannen;13062;7500;10;8;216;167;55;19;955;3811;0;196;1;30;94;0;OV210
101;Overijssel;50-59 jaar;Vrouwen;12632;7244;10;8;204;156;49;29;977;3690;0;188;0;40;37;0;OV210
102;Overijssel;60-69 jaar;Mannen;9208;5204;7;5;128;93;41;25;670;2816;0;149;1;16;53;0;OV210
103;Overijssel;60-69 jaar;Vrouwen;9300;5381;2;5;134;119;31;31;656;2749;0;165;0;8;19;0;OV210
104;Overijssel;70-79 jaar;Mannen;4619;2674;4;1;72;64;10;10;314;1369;0;80;0;5;16;0;OV210
105;Overijssel;70-79 jaar;Vrouwen;4754;2741;3;1;67;57;14;11;317;1404;0;112;1;16;10;0;OV210
106;Overijssel;80 jaar en ouder;Mannen;937;544;0;0;15;18;3;1;62;268;0;18;0;4;4;0;OV210
107;Overijssel;80 jaar en ouder;Vrouwen;1038;593;1;0;12;17;8;4;63;308;0;31;0;0;1;0;OV210
108;Overijssel;Onbekende leeftijd;Mannen;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;OV210
109;Overijssel;Onbekende leeftijd;Vrouwen;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;OV210
110;Gelderland;Totaal alle leeftijden;Mannen;285477;158975;217;734;1731;739;1456;478;13598;101777;193;2514;29;248;2788;0;GE312
111;Gelderland;Totaal alle leeftijden;Vrouwen;281072;155439;359;1062;1777;962;1649;472;13717;100162;172;2584;33;343;2338;3;GE312
112;Gelderland;0-9 jaar;Mannen;69143;38818;19;100;448;112;245;92;3463;24400;39;510;4;67;826;0;GE312
113;Gelderland;0-9 jaar;Vrouwen;67288;37482;12;96;396;98;244;65;3311;24162;45;499;5;49;822;2;GE312
114;Gelderland;10-19 jaar;Mannen;57898;32381;39;149;344;159;322;115;2842;20302;47;549;6;57;586;0;GE312
115;Gelderland;10-19 jaar;Vrouwen;56070;31199;34;163;332;172;337;84;2747;19765;29;519;7;68;614;0;GE312
116;Gelderland;20-29 jaar;Mannen;45306;24973;17;133;229;135;238;76;1944;16666;34;400;6;36;419;0;GE312
117;Gelderland;20-29 jaar;Vrouwen;44454;24454;49;230;292;220;271;69;2172;15855;33;426;9;68;306;0;GE312
118;Gelderland;30-39 jaar;Mannen;35427;19936;25;120;227;112;170;56;1616;12438;21;279;4;30;393;0;GE312
119;Gelderland;30-39 jaar;Vrouwen;35037;19340;57;223;254;162;252;82;1752;12282;21;328;4;43;237;0;GE312
120;Gelderland;40-49 jaar;Mannen;28004;15712;30;78;168;77;171;54;1382;9789;14;231;2;23;273;0;GE312
121;Gelderland;40-49 jaar;Vrouwen;27580;15404;56;127;156;113;181;58;1415;9566;16;280;4;51;153;0;GE312
122;Gelderland;50-59 jaar;Mannen;22205;12122;42;53;125;67;127;43;1086;8102;14;248;1;21;154;0;GE312
123;Gelderland;50-59 jaar;Vrouwen;22460;12218;62;96;158;90;176;58;1049;8142;11;249;1;36;114;0;GE312
124;Gelderland;60-69 jaar;Mannen;16809;9168;25;72;121;46;123;26;764;6167;18;180;2;8;89;0;GE312
125;Gelderland;60-69 jaar;Vrouwen;17099;9346;56;84;125;79;101;27;792;6223;10;166;2;21;67;0;GE312
126;Gelderland;70-79 jaar;Mannen;8820;4843;16;27;58;27;54;13;417;3217;4;98;3;6;37;0;GE312
127;Gelderland;70-79 jaar;Vrouwen;9010;4857;22;39;51;26;72;20;405;3393;6;90;1;4;24;0;GE312
128;Gelderland;80 jaar en ouder;Mannen;1856;1017;4;2;11;4;6;3;84;692;2;19;1;0;11;0;GE312
129;Gelderland;80 jaar en ouder;Vrouwen;2065;1134;11;4;13;2;15;9;73;772;1;27;0;3;1;0;GE312
130;Gelderland;Onbekende leeftijd;Mannen;9;5;0;0;0;0;0;0;0;4;0;0;0;0;0;0;GE312
131;Gelderland;Onbekende leeftijd;Vrouwen;9;5;0;0;0;0;0;0;1;2;0;0;0;0;0;1;GE312
132;Utrecht (prv.);Totaal alle leeftijden;Mannen;123482;66501;248;514;1133;499;1382;255;9214;40833;781;704;10;262;1142;4;UT146
133;Utrecht (prv.);Totaal alle leeftijden;Vrouwen;127552;68146;359;667;1206;589;1475;344;9752;42236;956;711;10;338;762;1;UT146
134;Utrecht (prv.);0-9 jaar;Mannen;31048;16821;25;78;330;117;300;57;2470;10152;203;135;3;73;284;0;UT146
135;Utrecht (prv.);0-9 jaar;Vrouwen;30800;16573;36;77;327;90;303;53;2472;10161;263;119;2;50;264;0;UT146
136;Utrecht (prv.);10-19 jaar;Mannen;25049;13685;42;97;227;109;251;37;1984;8036;158;167;2;47;207;0;UT146
137;Utrecht (prv.);10-19 jaar;Vrouwen;25147;13630;39;95;241;109;273;56;2015;8143;170;157;2;31;186;0;UT146
138;Utrecht (prv.);20-29 jaar;Mannen;20088;11077;46;121;166;116;246;52;1400;6369;114;99;2;46;234;0;UT146
139;Utrecht (prv.);20-29 jaar;Vrouwen;20248;10828;57;157;206;129;259;56;1580;6543;145;117;1;64;106;0;UT146
140;Utrecht (prv.);30-39 jaar;Mannen;15192;8238;33;87;129;51;182;37;1022;4993;96;83;1;38;201;1;UT146
141;Utrecht (prv.);30-39 jaar;Vrouwen;16127;8657;64;132;152;99;207;60;1178;5214;117;87;2;61;97;0;UT146
142;Utrecht (prv.);40-49 jaar;Mannen;11892;6227;24;47;111;55;140;31;881;4090;83;76;1;16;109;1;UT146
143;Utrecht (prv.);40-49 jaar;Vrouwen;12449;6484;60;88;111;65;145;36;973;4202;96;96;1;35;57;0;UT146
144;Utrecht (prv.);50-59 jaar;Mannen;9237;4792;36;36;83;25;121;20;682;3237;46;67;1;21;68;2;UT146
145;Utrecht (prv.);50-59 jaar;Vrouwen;9851;5157;48;51;83;42;121;26;715;3430;67;50;1;32;28;0;UT146
146;Utrecht (prv.);60-69 jaar;Mannen;6728;3392;22;28;47;15;90;10;484;2512;48;45;0;11;24;0;UT146
147;Utrecht (prv.);60-69 jaar;Vrouwen;7747;4058;29;52;52;33;94;39;511;2731;47;55;0;33;13;0;UT146
148;Utrecht (prv.);70-79 jaar;Mannen;3497;1876;16;15;31;6;39;9;246;1196;25;22;0;7;9;0;UT146
149;Utrecht (prv.);70-79 jaar;Vrouwen;4240;2244;20;11;30;18;60;14;261;1489;42;23;1;18;9;0;UT146
150;Utrecht (prv.);80 jaar en ouder;Mannen;749;391;4;5;9;5;13;2;45;248;8;10;0;3;6;0;UT146
151;Utrecht (prv.);80 jaar en ouder;Vrouwen;939;515;6;4;4;4;13;4;47;323;9;7;0;1;2;0;UT146
152;Utrecht (prv.);Onbekende leeftijd;Mannen;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UT146
153;Utrecht (prv.);Onbekende leeftijd;Vrouwen;4;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;UT146
154;Noordholland;Totaal alle leeftijden;Mannen;468065;213047;1921;2092;3067;12713;20004;7048;21089;128951;2323;27194;2317;1890;24396;13;NH288
155;Noordholland;Totaal alle leeftijden;Vrouwen;500066;231287;2247;2825;3317;13795;21686;8220;22681;137405;2266;29766;2683;2570;19305;13;NH288
156;Noordholland;0-9 jaar;Mannen;115969;49635;290;343;851;2849;4694;1798;5811;34020;615;6412;530;437;7683;1;NH288
157;Noordholland;0-9 jaar;Vrouwen;114824;49706;273;310;836;2675;4467;1782;5455;33822;583;6367;546;446;7556;0;NH288
158;Noordholland;10-19 jaar;Mannen;96824;43819;357;420;564;2824;4169;1536;4463;26110;519;5995;515;394;5138;1;NH288
159;Noordholland;10-19 jaar;Vrouwen;97640;43857;395;458;630;2865;4103;1628;4567;26697;446;6248;541;455;4749;1;NH288
160;Noordholland;20-29 jaar;Mannen;76312;34600;318;474;520;2263;3096;1028;3271;20347;335;4756;399;280;4623;2;NH288
161;Noordholland;20-29 jaar;Vrouwen;85752;39624;412;760;644;2642;3694;1317;3729;23120;360;5418;464;517;3050;1;NH288
162;Noordholland;30-39 jaar;Mannen;61676;28634;262;358;442;1640;2568;908;2521;16527;290;3531;279;257;3458;1;NH288
163;Noordholland;30-39 jaar;Vrouwen;67656;32228;334;538;435;1908;2815;1130;2959;18241;260;4041;355;406;2004;2;NH288
164;Noordholland;40-49 jaar;Mannen;47234;22383;279;209;276;1281;2201;689;1899;12796;241;2531;240;229;1979;1;NH288
165;Noordholland;40-49 jaar;Vrouwen;50000;24240;317;339;312;1454;2450;843;2225;13067;252;2915;254;333;997;2;NH288
166;Noordholland;50-59 jaar;Mannen;34924;16830;212;163;215;939;1649;512;1516;9592;152;1907;162;158;917;0;NH288
167;Noordholland;50-59 jaar;Vrouwen;38865;19065;260;209;210;1087;1858;665;1737;10425;161;2200;226;224;537;1;NH288
168;Noordholland;60-69 jaar;Mannen;22321;10844;125;74;132;603;971;368;1049;6136;98;1289;125;79;428;0;NH288
169;Noordholland;60-69 jaar;Vrouwen;27238;13502;154;145;158;688;1296;513;1282;7322;131;1502;161;115;269;0;NH288
170;Noordholland;70-79 jaar;Mannen;10609;5172;70;40;56;244;559;177;471;2868;64;651;53;50;134;0;NH288
171;Noordholland;70-79 jaar;Vrouwen;14609;7311;85;48;75;383;806;275;616;3814;64;851;104;61;116;0;NH288
172;Noordholland;80 jaar en ouder;Mannen;2189;1129;8;11;11;70;97;32;88;555;8;122;14;6;36;2;NH288
173;Noordholland;80 jaar en ouder;Vrouwen;3472;1752;17;18;17;93;197;67;110;895;9;224;32;12;27;2;NH288
174;Noordholland;Onbekende leeftijd;Mannen;7;1;0;0;0;0;0;0;0;0;1;0;0;0;0;5;NH288
175;Noordholland;Onbekende leeftijd;Vrouwen;10;2;0;0;0;0;0;0;1;2;0;0;0;1;0;4;NH288
176;Zuidholland;Totaal alle leeftijden;Mannen;552088;330012;1669;4154;6902;1778;7905;1701;43241;132541;922;8183;193;1679;11191;17;ZH362
177;Zuidholland;Totaal alle leeftijden;Vrouwen;592360;353652;2181;5201;7470;2105;8411;2128;45687;144901;1072;8821;209;2101;8414;7;ZH362
178;Zuidholland;0-9 jaar;Mannen;144224;86473;173;697;2024;362;1675;409;12235;34934;207;1655;44;412;2923;1;ZH362
179;Zuidholland;0-9 jaar;Vrouwen;142900;85102;149;691;1903;308;1688;426;12116;35421;227;1566;38;450;2815;0;ZH362
180;Zuidholland;10-19 jaar;Mannen;115504;69466;276;872;1498;373;1579;360;9578;27076;202;1805;30;350;2033;6;ZH362
181;Zuidholland;10-19 jaar;Vrouwen;117955;70726;294;976;1587;354;1550;385;9710;28098;206;1799;37;362;1870;1;ZH362
182;Zuidholland;20-29 jaar;Mannen;88442;52983;282;897;956;362;1280;263;6540;20902;166;1375;32;271;2132;1;ZH362
183;Zuidholland;20-29 jaar;Vrouwen;99071;59141;415;1272;1224;512;1380;357;7268;23902;167;1610;26;372;1425;0;ZH362
184;Zuidholland;30-39 jaar;Mannen;68500;40745;238;623;790;258;1049;217;4791;16612;111;1040;25;205;1795;1;ZH362
185;Zuidholland;30-39 jaar;Vrouwen;75440;44595;363;806;937;382;1189;294;5418;18784;133;1180;36;304;1018;1;ZH362
186;Zuidholland;40-49 jaar;Mannen;52785;31097;243;405;623;179;898;172;4009;12866;84;871;20;207;1109;2;ZH362
187;Zuidholland;40-49 jaar;Vrouwen;57024;33750;385;573;732;216;953;244;4372;13884;110;948;18;252;586;1;ZH362
188;Zuidholland;50-59 jaar;Mannen;39156;23136;206;343;470;134;710;146;2881;9540;77;709;22;112;670;0;ZH362
189;Zuidholland;50-59 jaar;Vrouwen;44135;26284;270;444;460;191;703;192;3095;10982;106;794;22;194;398;0;ZH362
190;Zuidholland;60-69 jaar;Mannen;27173;16267;157;217;314;71;432;84;2007;6720;45;404;8;78;369;0;ZH362
191;Zuidholland;60-69 jaar;Vrouwen;32973;19978;179;285;379;94;580;135;2236;8193;63;530;20;95;206;0;ZH362
192;Zuidholland;70-79 jaar;Mannen;13453;8126;66;81;182;34;228;45;988;3244;24;253;10;34;137;1;ZH362
193;Zuidholland;70-79 jaar;Vrouwen;18290;11298;90;106;201;38;293;75;1216;4496;45;292;9;56;75;0;ZH362
194;Zuidholland;80 jaar en ouder;Mannen;2841;1717;28;19;45;5;54;5;212;644;6;71;2;10;23;0;ZH362
195;Zuidholland;80 jaar en ouder;Vrouwen;4543;2770;36;48;47;10;75;20;256;1135;15;101;3;8;19;0;ZH362
196;Zuidholland;Onbekende leeftijd;Mannen;10;2;0;0;0;0;0;0;0;3;0;0;0;0;0;5;ZH362
197;Zuidholland;Onbekende leeftijd;Vrouwen;29;8;0;0;0;0;0;0;0;6;0;1;0;8;2;4;ZH362
198;Zeeland;Totaal alle leeftijden;Mannen;106929;62259;58;38;2896;293;458;69;10605;27247;7;195;0;1318;1484;2;ZE176
199;Zeeland;Totaal alle leeftijden;Vrouwen;109366;64888;59;28;2909;352;417;98;10679;27209;5;230;1;1393;1098;0;ZE176
200;Zeeland;0-9 jaar;Mannen;26873;15436;4;5;773;79;104;14;2831;6827;1;28;0;337;434;0;ZE176
201;Zeeland;0-9 jaar;Vrouwen;26815;15532;2;3;757;61;98;15;2714;6781;0;43;0;380;429;0;ZE176
202;Zeeland;10-19 jaar;Mannen;21949;12935;11;4;609;66;78;17;2292;5328;2;33;0;291;283;0;ZE176
203;Zeeland;10-19 jaar;Vrouwen;21814;12984;14;1;600;77;66;11;2269;5178;2;33;0;303;276;0;ZE176
204;Zeeland;20-29 jaar;Mannen;17390;10096;3;12;455;39;83;10;1602;4680;1;26;0;172;211;0;ZE176
205;Zeeland;20-29 jaar;Vrouwen;17900;10724;16;12;472;69;63;23;1634;4515;0;39;0;202;131;0;ZE176
206;Zeeland;30-39 jaar;Mannen;13244;7705;10;7;324;40;68;7;1208;3427;1;40;0;186;221;0;ZE176
207;Zeeland;30-39 jaar;Vrouwen;13591;8087;6;7;360;54;61;14;1288;3378;1;39;0;173;123;0;ZE176
208;Zeeland;40-49 jaar;Mannen;9283;5411;8;5;236;24;45;5;955;2311;1;26;0;98;158;0;ZE176
