ID;RegioS;SamenstellingVanHetHuishouden;AantalHuishoudens_1;AantalHHBehorendeTotDoelpopulatie_2;AantalHuishoudensMetEenLaagInkomen_3;AantalHHOnderOfRondHetSocMin_4
1567;Muiden;Paar zonder kinderen;0.9;0.9;;
1568;Muiden;Paar met kinderen;0.9;0.9;9.0;
1569;Muiden;Eenoudergezin;0.2;0.2;;
1570;Naarden;Totaal particulier huishouden;7.1;6.9;5.0;5.0
1571;Naarden;Eenpersoonshuishoudens;2.3;2.2;7.0;8.0
1572;Naarden;Paar zonder kinderen;2.1;2.1;;
1573;Naarden;Paar met kinderen;2.2;2.1;4.0;
1574;Naarden;Eenoudergezin;0.3;0.3;25.0;
1575;Obdam;Totaal particulier huishouden;2.3;2.3;3.0;
1576;Obdam;Eenpersoonshuishoudens;0.5;0.5;;
1577;Obdam;Paar zonder kinderen;0.7;0.7;;
1578;Obdam;Paar met kinderen;1.1;1.1;;
1579;Obdam;Eenoudergezin;0.1;0.1;0.0;0.0
1580;Oostzaan;Totaal particulier huishouden;3.6;3.5;3.0;4.0
1581;Oostzaan;Eenpersoonshuishoudens;0.8;0.8;;12.0
1582;Oostzaan;Paar zonder kinderen;1.2;1.2;;
1583;Oostzaan;Paar met kinderen;1.3;1.3;;
1584;Oostzaan;Eenoudergezin;0.2;0.2;;
1585;Opmeer;Totaal particulier huishouden;4.1;4.0;4.0;4.0
1586;Opmeer;Eenpersoonshuishoudens;0.9;0.9;;
1587;Opmeer;Paar zonder kinderen;1.3;1.3;;
1588;Opmeer;Paar met kinderen;1.7;1.7;;
1589;Opmeer;Eenoudergezin;0.1;0.1;;
1590;Ouder-Amstel;Totaal particulier huishouden;5.5;5.3;5.0;4.0
1591;Ouder-Amstel;Eenpersoonshuishoudens;1.7;1.7;5.0;6.0
1592;Ouder-Amstel;Paar zonder kinderen;1.6;1.6;;
1593;Ouder-Amstel;Paar met kinderen;1.7;1.6;5.0;
1594;Ouder-Amstel;Eenoudergezin;0.3;0.3;;
1595;Purmerend;Totaal particulier huishouden;30.7;29.8;7.0;7.0
1596;Purmerend;Eenpersoonshuishoudens;9.1;8.7;11.0;13.0
1597;Purmerend;Paar zonder kinderen;9.0;8.9;2.0;3.0
1598;Purmerend;Paar met kinderen;9.8;9.5;4.0;2.0
1599;Purmerend;Eenoudergezin;2.1;1.9;23.0;21.0
1600;Schagen;Totaal particulier huishouden;7.1;6.8;6.0;6.0
1601;Schagen;Eenpersoonshuishoudens;2.0;1.9;12.0;12.0
1602;Schagen;Paar zonder kinderen;2.3;2.3;;3.0
1603;Schagen;Paar met kinderen;2.2;2.2;;
1604;Schagen;Eenoudergezin;0.5;0.4;;17.0
1605;Texel;Totaal particulier huishouden;5.6;5.4;9.0;8.0
1606;Texel;Eenpersoonshuishoudens;1.7;1.6;12.0;10.0
1607;Texel;Paar zonder kinderen;1.8;1.8;5.0;5.0
1608;Texel;Paar met kinderen;1.7;1.6;8.0;6.0
1609;Texel;Eenoudergezin;0.3;0.2;;
1610;Uitgeest;Totaal particulier huishouden;4.5;4.4;5.0;5.0
1611;Uitgeest;Eenpersoonshuishoudens;1.0;1.0;11.0;12.0
1612;Uitgeest;Paar zonder kinderen;1.5;1.4;;
1613;Uitgeest;Paar met kinderen;1.8;1.7;;
1614;Uitgeest;Eenoudergezin;0.2;0.2;;
1615;Uithoorn;Totaal particulier huishouden;11.1;10.7;4.0;4.0
1616;Uithoorn;Eenpersoonshuishoudens;3.2;3.0;6.0;7.0
1617;Uithoorn;Paar zonder kinderen;3.6;3.5;;
1618;Uithoorn;Paar met kinderen;3.5;3.5;3.0;
1619;Uithoorn;Eenoudergezin;0.6;0.6;17.0;19.0
1620;Velsen;Totaal particulier huishouden;28.2;27.5;6.0;6.0
1621;Velsen;Eenpersoonshuishoudens;8.7;8.4;10.0;10.0
1622;Velsen;Paar zonder kinderen;8.4;8.3;2.0;3.0
1623;Velsen;Paar met kinderen;8.9;8.7;4.0;2.0
1624;Velsen;Eenoudergezin;1.6;1.5;25.0;26.0
1625;Venhuizen;Totaal particulier huishouden;2.9;2.9;7.0;6.0
1626;Venhuizen;Eenpersoonshuishoudens;0.7;0.6;15.0;16.0
1627;Venhuizen;Paar zonder kinderen;1.0;0.9;;
1628;Venhuizen;Paar met kinderen;1.2;1.1;;
1629;Venhuizen;Eenoudergezin;0.1;0.1;;
1630;Weesp;Totaal particulier huishouden;8.2;7.9;7.0;7.0
1631;Weesp;Eenpersoonshuishoudens;3.1;2.9;9.0;10.0
1632;Weesp;Paar zonder kinderen;2.4;2.4;;
1633;Weesp;Paar met kinderen;2.0;2.0;6.0;4.0
1634;Weesp;Eenoudergezin;0.5;0.4;19.0;
1635;Schermer;Totaal particulier huishouden;1.8;1.8;6.0;5.0
1636;Schermer;Eenpersoonshuishoudens;0.4;0.4;;
1637;Schermer;Paar zonder kinderen;0.7;0.6;;
1638;Schermer;Paar met kinderen;0.7;0.7;;
1639;Schermer;Eenoudergezin;;;;
1640;Wervershoof;Totaal particulier huishouden;3.1;3.0;5.0;5.0
1641;Wervershoof;Eenpersoonshuishoudens;0.7;0.7;;
1642;Wervershoof;Paar zonder kinderen;0.9;0.9;;
1643;Wervershoof;Paar met kinderen;1.3;1.3;;
1644;Wervershoof;Eenoudergezin;0.1;0.1;;
1645;Wieringen;Totaal particulier huishouden;3.5;3.4;5.0;6.0
1646;Wieringen;Eenpersoonshuishoudens;1.0;0.9;9.0;11.0
1647;Wieringen;Paar zonder kinderen;1.2;1.2;;
1648;Wieringen;Paar met kinderen;1.1;1.1;;
1649;Wieringen;Eenoudergezin;0.1;0.1;;
1650;Wieringermeer;Totaal particulier huishouden;4.9;4.8;9.0;8.0
1651;Wieringermeer;Eenpersoonshuishoudens;1.1;1.1;14.0;13.0
1652;Wieringermeer;Paar zonder kinderen;1.7;1.7;5.0;5.0
1653;Wieringermeer;Paar met kinderen;1.7;1.7;8.0;7.0
1654;Wieringermeer;Eenoudergezin;0.3;0.2;;
1655;Wognum;Totaal particulier huishouden;2.8;2.8;10.0;7.0
1656;Wognum;Eenpersoonshuishoudens;0.6;0.6;35.0;23.0
1657;Wognum;Paar zonder kinderen;0.9;0.8;;
1658;Wognum;Paar met kinderen;1.2;1.1;;
1659;Wognum;Eenoudergezin;0.1;0.1;;
1660;Zandvoort;Totaal particulier huishouden;7.9;7.5;9.0;9.0
1661;Zandvoort;Eenpersoonshuishoudens;3.1;2.9;12.0;12.0
1662;Zandvoort;Paar zonder kinderen;2.3;2.3;5.0;6.0
1663;Zandvoort;Paar met kinderen;1.7;1.6;6.0;5.0
1664;Zandvoort;Eenoudergezin;0.5;0.5;21.0;21.0
1665;Zijpe;Totaal particulier huishouden;4.4;4.3;8.0;7.0
1666;Zijpe;Eenpersoonshuishoudens;1.1;1.0;13.0;12.0
1667;Zijpe;Paar zonder kinderen;1.5;1.4;5.0;5.0
1668;Zijpe;Paar met kinderen;1.5;1.5;;
1669;Zijpe;Eenoudergezin;0.2;0.2;;
1670;Zeevang;Totaal particulier huishouden;2.5;2.4;6.0;6.0
1671;Zeevang;Eenpersoonshuishoudens;0.5;0.5;;
1672;Zeevang;Paar zonder kinderen;0.9;0.9;;
1673;Zeevang;Paar met kinderen;0.9;0.9;;
1674;Zeevang;Eenoudergezin;0.1;0.1;;
1675;Zaanstad;Totaal particulier huishouden;58.3;56.5;7.0;7.0
1676;Zaanstad;Eenpersoonshuishoudens;17.7;17.0;11.0;11.0
1677;Zaanstad;Paar zonder kinderen;17.6;17.2;2.0;3.0
1678;Zaanstad;Paar met kinderen;17.3;16.9;5.0;3.0
1679;Zaanstad;Eenoudergezin;4.0;3.8;25.0;23.0
1680;Ter Aar;Totaal particulier huishouden;3.2;3.1;4.0;3.0
1681;Ter Aar;Eenpersoonshuishoudens;0.6;0.6;;
1682;Ter Aar;Paar zonder kinderen;0.9;0.9;;
1683;Ter Aar;Paar met kinderen;1.5;1.4;;
1684;Ter Aar;Eenoudergezin;0.1;0.1;;0.0
1685;Alblasserdam;Totaal particulier huishouden;7.2;7.0;5.0;5.0
1686;Alblasserdam;Eenpersoonshuishoudens;1.8;1.8;8.0;9.0
1687;Alblasserdam;Paar zonder kinderen;2.3;2.2;;3.0
1688;Alblasserdam;Paar met kinderen;2.5;2.5;4.0;
1689;Alblasserdam;Eenoudergezin;0.4;0.3;;
1690;Alkemade;Totaal particulier huishouden;5.4;5.3;5.0;5.0
1691;Alkemade;Eenpersoonshuishoudens;1.3;1.2;9.0;9.0
1692;Alkemade;Paar zonder kinderen;1.6;1.5;;
1693;Alkemade;Paar met kinderen;2.2;2.1;3.0;
1694;Alkemade;Eenoudergezin;0.2;0.2;;
1695;Alphen aan den Rijn;Totaal particulier huishouden;28.2;27.3;6.0;5.0
1696;Alphen aan den Rijn;Eenpersoonshuishoudens;7.9;7.6;9.0;9.0
1697;Alphen aan den Rijn;Paar zonder kinderen;8.4;8.2;2.0;3.0
1698;Alphen aan den Rijn;Paar met kinderen;9.5;9.3;4.0;2.0
1699;Alphen aan den Rijn;Eenoudergezin;1.6;1.5;24.0;21.0
1700;Barendrecht;Totaal particulier huishouden;13.0;12.7;4.0;4.0
1701;Barendrecht;Eenpersoonshuishoudens;2.7;2.5;8.0;10.0
1702;Barendrecht;Paar zonder kinderen;4.3;4.2;2.0;2.0
1703;Barendrecht;Paar met kinderen;5.1;5.0;3.0;2.0
1704;Barendrecht;Eenoudergezin;0.6;0.6;14.0;
1705;Bergambacht;Totaal particulier huishouden;3.5;3.4;4.0;4.0
1706;Bergambacht;Eenpersoonshuishoudens;0.8;0.8;;
1707;Bergambacht;Paar zonder kinderen;1.2;1.2;;
1708;Bergambacht;Paar met kinderen;1.3;1.2;;
1709;Bergambacht;Eenoudergezin;0.1;0.1;;
1710;Bergschenhoek;Totaal particulier huishouden;4.8;4.7;4.0;4.0
1711;Bergschenhoek;Eenpersoonshuishoudens;0.8;0.7;;
1712;Bergschenhoek;Paar zonder kinderen;1.4;1.4;;
1713;Bergschenhoek;Paar met kinderen;2.3;2.3;3.0;
1714;Bergschenhoek;Eenoudergezin;0.2;0.2;;
1715;Berkel en Rodenrijs;Totaal particulier huishouden;6.3;6.1;5.0;5.0
1716;Berkel en Rodenrijs;Eenpersoonshuishoudens;1.3;1.3;9.0;10.0
1717;Berkel en Rodenrijs;Paar zonder kinderen;2.1;2.0;;
1718;Berkel en Rodenrijs;Paar met kinderen;2.5;2.4;4.0;3.0
1719;Berkel en Rodenrijs;Eenoudergezin;0.3;0.3;;
1720;Bleiswijk;Totaal particulier huishouden;3.7;3.6;6.0;5.0
1721;Bleiswijk;Eenpersoonshuishoudens;0.7;0.7;;
1722;Bleiswijk;Paar zonder kinderen;1.2;1.1;;
1723;Bleiswijk;Paar met kinderen;1.6;1.5;6.0;5.0
1724;Bleiswijk;Eenoudergezin;0.2;0.2;;
1725;Bodegraven;Totaal particulier huishouden;7.2;7.0;5.0;4.0
1726;Bodegraven;Eenpersoonshuishoudens;1.6;1.6;7.0;7.0
1727;Bodegraven;Paar zonder kinderen;2.2;2.1;;3.0
1728;Bodegraven;Paar met kinderen;2.9;2.8;4.0;2.0
1729;Bodegraven;Eenoudergezin;0.3;0.3;;
1730;Drechterland;Totaal particulier huishouden;3.7;3.6;4.0;4.0
1731;Drechterland;Eenpersoonshuishoudens;0.8;0.7;;
1732;Drechterland;Paar zonder kinderen;1.1;1.1;;
1733;Drechterland;Paar met kinderen;1.5;1.5;;
1734;Drechterland;Eenoudergezin;0.2;0.2;;
1735;Boskoop;Totaal particulier huishouden;5.9;5.7;6.0;5.0
1736;Boskoop;Eenpersoonshuishoudens;1.5;1.4;10.0;8.0
1737;Boskoop;Paar zonder kinderen;1.9;1.9;;
1738;Boskoop;Paar met kinderen;2.2;2.1;4.0;
1739;Boskoop;Eenoudergezin;0.2;0.2;;
1740;Brielle;Totaal particulier huishouden;6.6;6.5;5.0;5.0
1741;Brielle;Eenpersoonshuishoudens;1.7;1.7;8.0;8.0
1742;Brielle;Paar zonder kinderen;2.3;2.3;;
1743;Brielle;Paar met kinderen;2.1;2.1;4.0;4.0
1744;Brielle;Eenoudergezin;0.3;0.3;;
1745;Capelle aan den IJssel;Totaal particulier huishouden;27.9;27.0;7.0;7.0
1746;Capelle aan den IJssel;Eenpersoonshuishoudens;8.9;8.6;12.0;13.0
1747;Capelle aan den IJssel;Paar zonder kinderen;8.1;8.0;2.0;3.0
1748;Capelle aan den IJssel;Paar met kinderen;7.9;7.7;4.0;3.0
1749;Capelle aan den IJssel;Eenoudergezin;2.1;2.0;21.0;21.0
1750;Delft;Totaal particulier huishouden;40.9;38.5;10.0;10.0
1751;Delft;Eenpersoonshuishoudens;16.2;14.9;13.0;13.0
1752;Delft;Paar zonder kinderen;11.3;10.7;5.0;5.0
1753;Delft;Paar met kinderen;9.3;9.1;8.0;5.0
1754;Delft;Eenoudergezin;2.8;2.6;28.0;28.0
1755;Dirksland;Totaal particulier huishouden;3.1;3.1;4.0;4.0
1756;Dirksland;Eenpersoonshuishoudens;0.7;0.7;;
1757;Dirksland;Paar zonder kinderen;1.0;1.0;;
1758;Dirksland;Paar met kinderen;1.2;1.1;;
1759;Dirksland;Eenoudergezin;0.1;0.1;;
1760;Dordrecht;Totaal particulier huishouden;51.6;49.6;13.0;12.0
1761;Dordrecht;Eenpersoonshuishoudens;17.5;16.6;17.0;17.0
1762;Dordrecht;Paar zonder kinderen;14.6;14.3;5.0;5.0
1763;Dordrecht;Paar met kinderen;14.0;13.6;8.0;5.0
1764;Dordrecht;Eenoudergezin;3.8;3.5;42.0;41.0
1765;Goedereede;Totaal particulier huishouden;4.3;4.1;5.0;4.0
1766;Goedereede;Eenpersoonshuishoudens;0.9;0.8;;9.0
1767;Goedereede;Paar zonder kinderen;1.4;1.4;;
1768;Goedereede;Paar met kinderen;1.7;1.6;4.0;
1769;Goedereede;Eenoudergezin;0.2;0.2;;
1770;Gorinchem;Totaal particulier huishouden;14.6;14.1;8.0;7.0
1771;Gorinchem;Eenpersoonshuishoudens;5.0;4.7;12.0;12.0
1772;Gorinchem;Paar zonder kinderen;4.3;4.2;3.0;3.0
1773;Gorinchem;Paar met kinderen;4.2;4.1;5.0;3.0
1774;Gorinchem;Eenoudergezin;0.8;0.8;22.0;21.0
1775;Gouda;Totaal particulier huishouden;29.7;28.7;8.0;8.0
1776;Gouda;Eenpersoonshuishoudens;9.8;9.4;12.0;13.0
1777;Gouda;Paar zonder kinderen;8.5;8.2;4.0;4.0
1778;Gouda;Paar met kinderen;9.0;8.7;5.0;3.0
1779;Gouda;Eenoudergezin;1.7;1.5;27.0;24.0
1780;'s-Gravendeel;Totaal particulier huishouden;3.6;3.5;5.0;5.0
1781;'s-Gravendeel;Eenpersoonshuishoudens;0.9;0.9;9.0;10.0
1782;'s-Gravendeel;Paar zonder kinderen;1.2;1.2;;
1783;'s-Gravendeel;Paar met kinderen;1.3;1.3;;
1784;'s-Gravendeel;Eenoudergezin;0.2;0.1;;
1785;'s-Gravenhage;Totaal particulier huishouden;215.6;202.0;14.0;13.0
1786;'s-Gravenhage;Eenpersoonshuishoudens;99.1;91.9;16.0;16.0
1787;'s-Gravenhage;Paar zonder kinderen;48.3;46.2;6.0;6.0
1788;'s-Gravenhage;Paar met kinderen;40.1;38.0;13.0;8.0
1789;'s-Gravenhage;Eenoudergezin;18.6;17.2;32.0;30.0
1790;'s-Gravenzande;Totaal particulier huishouden;7.3;7.1;6.0;6.0
1791;'s-Gravenzande;Eenpersoonshuishoudens;1.6;1.5;9.0;9.0
1792;'s-Gravenzande;Paar zonder kinderen;2.3;2.3;4.0;5.0
1793;'s-Gravenzande;Paar met kinderen;2.9;2.8;5.0;4.0
1794;'s-Gravenzande;Eenoudergezin;0.4;0.3;;
1795;Hardinxveld-Giessendam;Totaal particulier huishouden;6.3;6.3;4.0;3.0
1796;Hardinxveld-Giessendam;Eenpersoonshuishoudens;1.4;1.4;8.0;8.0
1797;Hardinxveld-Giessendam;Paar zonder kinderen;1.9;1.9;;
1798;Hardinxveld-Giessendam;Paar met kinderen;2.6;2.6;;
1799;Hardinxveld-Giessendam;Eenoudergezin;0.2;0.2;;
1800;Heerjansdam;Totaal particulier huishouden;1.5;1.4;;
1801;Heerjansdam;Eenpersoonshuishoudens;0.3;0.3;;
1802;Heerjansdam;Paar zonder kinderen;0.5;0.5;0.0;0.0
1803;Heerjansdam;Paar met kinderen;0.5;0.5;;
1804;Heerjansdam;Eenoudergezin;;;;
1805;Noorder-Koggenland;Totaal particulier huishouden;4.0;3.9;6.0;5.0
1806;Noorder-Koggenland;Eenpersoonshuishoudens;0.9;0.8;10.0;10.0
1807;Noorder-Koggenland;Paar zonder kinderen;1.4;1.3;;
1808;Noorder-Koggenland;Paar met kinderen;1.5;1.4;5.0;
1809;Noorder-Koggenland;Eenoudergezin;0.2;0.2;;
1810;Hellevoetsluis;Totaal particulier huishouden;15.7;15.1;7.0;7.0
1811;Hellevoetsluis;Eenpersoonshuishoudens;3.9;3.7;14.0;15.0
1812;Hellevoetsluis;Paar zonder kinderen;5.0;4.9;2.0;3.0
1813;Hellevoetsluis;Paar met kinderen;5.4;5.3;3.0;2.0
1814;Hellevoetsluis;Eenoudergezin;1.0;0.9;27.0;27.0
1815;Hendrik-Ido-Ambacht;Totaal particulier huishouden;8.2;8.0;4.0;4.0
1816;Hendrik-Ido-Ambacht;Eenpersoonshuishoudens;1.8;1.8;7.0;7.0
1817;Hendrik-Ido-Ambacht;Paar zonder kinderen;2.7;2.6;;
1818;Hendrik-Ido-Ambacht;Paar met kinderen;3.1;3.1;3.0;
1819;Hendrik-Ido-Ambacht;Eenoudergezin;0.4;0.3;;
1820;Stede Broec;Totaal particulier huishouden;8.0;7.8;6.0;5.0
1821;Stede Broec;Eenpersoonshuishoudens;1.8;1.7;12.0;11.0
1822;Stede Broec;Paar zonder kinderen;2.6;2.5;;
1823;Stede Broec;Paar met kinderen;3.1;3.0;3.0;
1824;Stede Broec;Eenoudergezin;0.4;0.3;29.0;26.0
1825;Hillegom;Totaal particulier huishouden;8.4;8.2;6.0;5.0
1826;Hillegom;Eenpersoonshuishoudens;2.4;2.4;10.0;9.0
1827;Hillegom;Paar zonder kinderen;2.6;2.6;;
1828;Hillegom;Paar met kinderen;2.8;2.7;4.0;
1829;Hillegom;Eenoudergezin;0.4;0.4;19.0;20.0
1830;Katwijk;Totaal particulier huishouden;15.3;14.9;6.0;5.0
1831;Katwijk;Eenpersoonshuishoudens;4.1;3.9;9.0;8.0
1832;Katwijk;Paar zonder kinderen;4.2;4.1;3.0;3.0
1833;Katwijk;Paar met kinderen;6.0;5.8;3.0;2.0
1834;Katwijk;Eenoudergezin;0.7;0.7;20.0;20.0
1835;Krimpen aan den IJssel;Totaal particulier huishouden;11.2;10.8;6.0;5.0
1836;Krimpen aan den IJssel;Eenpersoonshuishoudens;2.6;2.5;11.0;11.0
1837;Krimpen aan den IJssel;Paar zonder kinderen;3.8;3.8;2.0;3.0
1838;Krimpen aan den IJssel;Paar met kinderen;3.9;3.8;3.0;
1839;Krimpen aan den IJssel;Eenoudergezin;0.6;0.6;22.0;22.0
1840;Leerdam;Totaal particulier huishouden;7.8;7.5;5.0;4.0
1841;Leerdam;Eenpersoonshuishoudens;2.0;1.9;9.0;8.0
1842;Leerdam;Paar zonder kinderen;2.3;2.3;;
1843;Leerdam;Paar met kinderen;2.9;2.8;4.0;
1844;Leerdam;Eenoudergezin;0.4;0.3;;
1845;Leiden;Totaal particulier huishouden;51.8;49.1;10.0;9.0
1846;Leiden;Eenpersoonshuishoudens;21.8;20.3;14.0;13.0
1847;Leiden;Paar zonder kinderen;13.5;13.0;4.0;4.0
1848;Leiden;Paar met kinderen;11.9;11.5;6.0;4.0
1849;Leiden;Eenoudergezin;3.2;3.0;25.0;26.0
1850;Leiderdorp;Totaal particulier huishouden;11.2;11.0;5.0;5.0
1851;Leiderdorp;Eenpersoonshuishoudens;3.5;3.4;9.0;8.0
1852;Leiderdorp;Paar zonder kinderen;3.3;3.3;;
1853;Leiderdorp;Paar met kinderen;3.6;3.5;4.0;3.0
1854;Leiderdorp;Eenoudergezin;0.6;0.6;18.0;19.0
1855;De Lier;Totaal particulier huishouden;4.3;4.1;5.0;4.0
1856;De Lier;Eenpersoonshuishoudens;1.0;1.0;;
1857;De Lier;Paar zonder kinderen;1.3;1.2;;
1858;De Lier;Paar met kinderen;1.7;1.6;;
1859;De Lier;Eenoudergezin;0.2;0.2;;
1860;Lisse;Totaal particulier huishouden;8.8;8.5;4.0;4.0
1861;Lisse;Eenpersoonshuishoudens;2.4;2.3;8.0;8.0
1862;Lisse;Paar zonder kinderen;2.7;2.7;;
1863;Lisse;Paar met kinderen;3.1;3.0;3.0;
1864;Lisse;Eenoudergezin;0.5;0.4;;
1865;Maasland;Totaal particulier huishouden;2.5;2.4;4.0;4.0
1866;Maasland;Eenpersoonshuishoudens;0.5;0.5;;
1867;Maasland;Paar zonder kinderen;0.8;0.8;;
1868;Maasland;Paar met kinderen;1.1;1.1;;
1869;Maasland;Eenoudergezin;0.1;0.1;;
1870;Maassluis;Totaal particulier huishouden;13.5;13.1;8.0;7.0
1871;Maassluis;Eenpersoonshuishoudens;3.8;3.7;10.0;11.0
1872;Maassluis;Paar zonder kinderen;4.2;4.1;3.0;3.0
1873;Maassluis;Paar met kinderen;4.2;4.1;6.0;4.0
1874;Maassluis;Eenoudergezin;0.9;0.8;27.0;26.0
1875;Wester-Koggenland;Totaal particulier huishouden;5.1;5.0;5.0;4.0
1876;Wester-Koggenland;Eenpersoonshuishoudens;1.1;1.1;8.0;
1877;Wester-Koggenland;Paar zonder kinderen;1.6;1.6;;
1878;Wester-Koggenland;Paar met kinderen;2.1;2.0;;
1879;Wester-Koggenland;Eenoudergezin;0.2;0.2;;
1880;Middelharnis;Totaal particulier huishouden;6.6;6.5;4.0;4.0
1881;Middelharnis;Eenpersoonshuishoudens;1.7;1.7;6.0;7.0
1882;Middelharnis;Paar zonder kinderen;2.2;2.2;;3.0
1883;Middelharnis;Paar met kinderen;2.3;2.3;4.0;
1884;Middelharnis;Eenoudergezin;0.3;0.3;;
1885;Monster;Totaal particulier huishouden;7.6;7.5;9.0;8.0
1886;Monster;Eenpersoonshuishoudens;1.9;1.8;24.0;20.0
1887;Monster;Paar zonder kinderen;2.3;2.3;4.0;4.0
1888;Monster;Paar met kinderen;2.9;2.8;4.0;3.0
1889;Monster;Eenoudergezin;0.3;0.3;;
1890;Moordrecht;Totaal particulier huishouden;3.0;2.9;7.0;5.0
1891;Moordrecht;Eenpersoonshuishoudens;0.6;0.6;15.0;13.0
1892;Moordrecht;Paar zonder kinderen;0.9;0.9;;
1893;Moordrecht;Paar met kinderen;1.2;1.2;;
1894;Moordrecht;Eenoudergezin;0.2;0.2;;
1895;Naaldwijk;Totaal particulier huishouden;10.9;10.6;6.0;5.0
1896;Naaldwijk;Eenpersoonshuishoudens;2.5;2.5;7.0;7.0
1897;Naaldwijk;Paar zonder kinderen;3.4;3.3;3.0;4.0
1898;Naaldwijk;Paar met kinderen;4.3;4.2;6.0;5.0
1899;Naaldwijk;Eenoudergezin;0.4;0.4;;
1900;Nieuwerkerk aan den IJssel;Totaal particulier huishouden;8.4;8.2;6.0;6.0
1901;Nieuwerkerk aan den IJssel;Eenpersoonshuishoudens;1.9;1.8;13.0;12.0
1902;Nieuwerkerk aan den IJssel;Paar zonder kinderen;2.6;2.5;;3.0
1903;Nieuwerkerk aan den IJssel;Paar met kinderen;3.3;3.3;4.0;
1904;Nieuwerkerk aan den IJssel;Eenoudergezin;0.5;0.5;20.0;19.0
1905;Bernisse;Totaal particulier huishouden;5.0;4.9;5.0;4.0
1906;Bernisse;Eenpersoonshuishoudens;1.0;1.0;10.0;10.0
1907;Bernisse;Paar zonder kinderen;1.8;1.8;;
1908;Bernisse;Paar met kinderen;1.8;1.8;;
1909;Bernisse;Eenoudergezin;0.2;0.2;;
1910;Nieuwkoop;Totaal particulier huishouden;4.1;4.0;4.0;4.0
1911;Nieuwkoop;Eenpersoonshuishoudens;0.9;0.8;9.0;9.0
1912;Nieuwkoop;Paar zonder kinderen;1.3;1.3;;
1913;Nieuwkoop;Paar met kinderen;1.6;1.6;;
1914;Nieuwkoop;Eenoudergezin;0.2;0.2;;
1915;Nieuw-Lekkerland;Totaal particulier huishouden;3.2;3.1;4.0;3.0
1916;Nieuw-Lekkerland;Eenpersoonshuishoudens;0.6;0.6;;
1917;Nieuw-Lekkerland;Paar zonder kinderen;0.9;0.9;;
1918;Nieuw-Lekkerland;Paar met kinderen;1.4;1.4;;
1919;Nieuw-Lekkerland;Eenoudergezin;0.1;0.1;;
1920;Noordwijk;Totaal particulier huishouden;9.7;9.4;7.0;6.0
1921;Noordwijk;Eenpersoonshuishoudens;3.2;3.0;12.0;11.0
1922;Noordwijk;Paar zonder kinderen;2.7;2.6;3.0;3.0
1923;Noordwijk;Paar met kinderen;3.1;3.0;4.0;3.0
1924;Noordwijk;Eenoudergezin;0.5;0.5;15.0;16.0
1925;Noordwijkerhout;Totaal particulier huishouden;5.8;5.6;6.0;5.0
1926;Noordwijkerhout;Eenpersoonshuishoudens;1.6;1.5;10.0;9.0
1927;Noordwijkerhout;Paar zonder kinderen;1.6;1.6;;
1928;Noordwijkerhout;Paar met kinderen;2.1;2.1;;
1929;Noordwijkerhout;Eenoudergezin;0.3;0.3;;
1930;Oegstgeest;Totaal particulier huishouden;8.4;8.1;5.0;4.0
1931;Oegstgeest;Eenpersoonshuishoudens;2.6;2.4;8.0;7.0
1932;Oegstgeest;Paar zonder kinderen;2.5;2.5;;
1933;Oegstgeest;Paar met kinderen;2.7;2.6;;
1934;Oegstgeest;Eenoudergezin;0.4;0.4;18.0;19.0
1935;Oostflakkee;Totaal particulier huishouden;4.0;3.9;7.0;5.0
1936;Oostflakkee;Eenpersoonshuishoudens;0.9;0.9;14.0;13.0
1937;Oostflakkee;Paar zonder kinderen;1.4;1.4;;
1938;Oostflakkee;Paar met kinderen;1.4;1.4;;
1939;Oostflakkee;Eenoudergezin;0.2;0.2;;
1940;Oud-Beijerland;Totaal particulier huishouden;8.4;8.2;5.0;4.0
1941;Oud-Beijerland;Eenpersoonshuishoudens;1.9;1.8;8.0;8.0
1942;Oud-Beijerland;Paar zonder kinderen;2.6;2.5;;
1943;Oud-Beijerland;Paar met kinderen;3.4;3.3;4.0;2.0
1944;Oud-Beijerland;Eenoudergezin;0.5;0.4;;
1945;Binnenmaas;Totaal particulier huishouden;7.6;7.4;5.0;5.0
1946;Binnenmaas;Eenpersoonshuishoudens;1.6;1.6;10.0;10.0
1947;Binnenmaas;Paar zonder kinderen;2.7;2.7;;
1948;Binnenmaas;Paar met kinderen;2.7;2.7;4.0;
1949;Binnenmaas;Eenoudergezin;0.4;0.3;;
1950;Korendijk;Totaal particulier huishouden;4.1;4.0;5.0;5.0
1951;Korendijk;Eenpersoonshuishoudens;0.8;0.8;;
1952;Korendijk;Paar zonder kinderen;1.4;1.4;;
1953;Korendijk;Paar met kinderen;1.5;1.5;;
1954;Korendijk;Eenoudergezin;0.2;0.2;;
1955;Oudewater;Totaal particulier huishouden;3.7;3.6;4.0;4.0
1956;Oudewater;Eenpersoonshuishoudens;1.0;0.9;;
1957;Oudewater;Paar zonder kinderen;1.0;1.0;;
1958;Oudewater;Paar met kinderen;1.4;1.4;;
1959;Oudewater;Eenoudergezin;0.2;0.2;;
1960;Papendrecht;Totaal particulier huishouden;12.3;12.0;5.0;5.0
1961;Papendrecht;Eenpersoonshuishoudens;3.1;3.0;11.0;11.0
1962;Papendrecht;Paar zonder kinderen;4.2;4.1;2.0;2.0
1963;Papendrecht;Paar met kinderen;4.2;4.1;2.0;
