ID;RegioS;SamenstellingVanHetHuishouden;AantalHuishoudens_1;AantalHHBehorendeTotDoelpopulatie_2;AantalHuishoudensMetEenLaagInkomen_3;AantalHHOnderOfRondHetSocMin_4
64;Noord-Holland;Eenoudergezin;80.8;75.9;25.0;24.0
65;Zuid-Holland;Totaal particulier huishouden;1454.9;1393.2;10.0;9.0
66;Zuid-Holland;Eenpersoonshuishoudens;502.1;474.4;14.0;14.0
67;Zuid-Holland;Paar zonder kinderen;406.2;394.9;4.0;4.0
68;Zuid-Holland;Paar met kinderen;400.6;388.1;6.0;4.0
69;Zuid-Holland;Eenoudergezin;100.0;93.0;28.0;27.0
70;Zeeland;Totaal particulier huishouden;155.9;149.7;7.0;7.0
71;Zeeland;Eenpersoonshuishoudens;45.6;43.3;12.0;12.0
72;Zeeland;Paar zonder kinderen;52.0;50.5;3.0;4.0
73;Zeeland;Paar met kinderen;47.1;45.3;5.0;3.0
74;Zeeland;Eenoudergezin;7.6;7.2;24.0;24.0
75;Noord-Brabant;Totaal particulier huishouden;958.4;924.8;7.0;7.0
76;Noord-Brabant;Eenpersoonshuishoudens;260.2;248.1;12.0;12.0
77;Noord-Brabant;Paar zonder kinderen;305.1;297.2;4.0;4.0
78;Noord-Brabant;Paar met kinderen;314.5;305.6;5.0;3.0
79;Noord-Brabant;Eenoudergezin;49.8;46.6;23.0;22.0
80;Limburg;Totaal particulier huishouden;471.0;447.0;9.0;9.0
81;Limburg;Eenpersoonshuishoudens;132.5;125.4;15.0;15.0
82;Limburg;Paar zonder kinderen;150.9;144.6;5.0;5.0
83;Limburg;Paar met kinderen;146.4;138.7;6.0;4.0
84;Limburg;Eenoudergezin;26.6;24.7;26.0;26.0
85;Oost-Groningen;Totaal particulier huishouden;65.1;62.9;10.0;9.0
86;Oost-Groningen;Eenpersoonshuishoudens;18.2;17.5;15.0;14.0
87;Oost-Groningen;Paar zonder kinderen;22.2;21.7;5.0;6.0
88;Oost-Groningen;Paar met kinderen;19.8;19.2;8.0;4.0
89;Oost-Groningen;Eenoudergezin;3.4;3.2;28.0;28.0
90;Delfzijl en omgeving;Totaal particulier huishouden;21.9;21.2;9.0;8.0
91;Delfzijl en omgeving;Eenpersoonshuishoudens;6.3;6.0;13.0;13.0
92;Delfzijl en omgeving;Paar zonder kinderen;7.4;7.2;4.0;4.0
93;Delfzijl en omgeving;Paar met kinderen;6.5;6.3;8.0;3.0
94;Delfzijl en omgeving;Eenoudergezin;1.2;1.1;31.0;30.0
95;Overig Groningen;Totaal particulier huishouden;153.0;145.7;11.0;10.0
96;Overig Groningen;Eenpersoonshuishoudens;55.0;52.2;16.0;16.0
97;Overig Groningen;Paar zonder kinderen;46.1;44.0;5.0;5.0
98;Overig Groningen;Paar met kinderen;38.8;37.5;7.0;4.0
99;Overig Groningen;Eenoudergezin;9.6;9.0;30.0;30.0
100;Noord-Friesland;Totaal particulier huishouden;133.8;128.9;10.0;9.0
101;Noord-Friesland;Eenpersoonshuishoudens;40.7;39.2;15.0;15.0
102;Noord-Friesland;Paar zonder kinderen;41.3;39.8;4.0;5.0
103;Noord-Friesland;Paar met kinderen;41.8;40.5;7.0;4.0
104;Noord-Friesland;Eenoudergezin;7.3;6.9;26.0;25.0
105;Zuidwest-Friesland;Totaal particulier huishouden;42.3;40.7;9.0;8.0
106;Zuidwest-Friesland;Eenpersoonshuishoudens;12.3;11.8;13.0;14.0
107;Zuidwest-Friesland;Paar zonder kinderen;13.5;13.1;4.0;5.0
108;Zuidwest-Friesland;Paar met kinderen;13.5;13.0;7.0;4.0
109;Zuidwest-Friesland;Eenoudergezin;2.2;2.1;27.0;27.0
110;Zuidoost-Friesland;Totaal particulier huishouden;83.5;80.9;8.0;7.0
111;Zuidoost-Friesland;Eenpersoonshuishoudens;24.0;23.2;12.0;12.0
112;Zuidoost-Friesland;Paar zonder kinderen;27.2;26.6;4.0;4.0
113;Zuidoost-Friesland;Paar met kinderen;26.2;25.5;6.0;4.0
114;Zuidoost-Friesland;Eenoudergezin;4.4;4.1;24.0;23.0
115;Noord-Drenthe;Totaal particulier huishouden;73.8;71.6;8.0;7.0
116;Noord-Drenthe;Eenpersoonshuishoudens;20.0;19.4;12.0;12.0
117;Noord-Drenthe;Paar zonder kinderen;25.3;24.7;3.0;4.0
118;Noord-Drenthe;Paar met kinderen;23.3;22.6;6.0;4.0
119;Noord-Drenthe;Eenoudergezin;3.6;3.4;23.0;22.0
120;Zuidoost-Drenthe;Totaal particulier huishouden;69.5;67.0;9.0;8.0
121;Zuidoost-Drenthe;Eenpersoonshuishoudens;17.8;17.1;13.0;12.0
122;Zuidoost-Drenthe;Paar zonder kinderen;23.8;23.2;4.0;5.0
123;Zuidoost-Drenthe;Paar met kinderen;22.4;21.6;7.0;4.0
124;Zuidoost-Drenthe;Eenoudergezin;3.4;3.1;28.0;27.0
125;Zuidwest-Drenthe;Totaal particulier huishouden;50.9;49.5;7.0;6.0
126;Zuidwest-Drenthe;Eenpersoonshuishoudens;13.9;13.4;11.0;10.0
127;Zuidwest-Drenthe;Paar zonder kinderen;16.7;16.4;3.0;4.0
128;Zuidwest-Drenthe;Paar met kinderen;16.6;16.1;6.0;3.0
129;Zuidwest-Drenthe;Eenoudergezin;2.4;2.3;25.0;26.0
130;Noord-Overijssel;Totaal particulier huishouden;129.6;125.6;8.0;7.0
131;Noord-Overijssel;Eenpersoonshuishoudens;35.6;34.3;12.0;12.0
132;Noord-Overijssel;Paar zonder kinderen;39.1;38.2;4.0;5.0
133;Noord-Overijssel;Paar met kinderen;45.1;44.0;6.0;4.0
134;Noord-Overijssel;Eenoudergezin;6.2;5.8;23.0;23.0
135;Zuidwest-Overijssel;Totaal particulier huishouden;57.9;56.1;8.0;7.0
136;Zuidwest-Overijssel;Eenpersoonshuishoudens;16.6;15.9;13.0;12.0
137;Zuidwest-Overijssel;Paar zonder kinderen;18.1;17.6;4.0;4.0
138;Zuidwest-Overijssel;Paar met kinderen;18.6;18.1;6.0;4.0
139;Zuidwest-Overijssel;Eenoudergezin;2.8;2.7;24.0;24.0
140;Twente;Totaal particulier huishouden;239.4;231.1;9.0;8.0
141;Twente;Eenpersoonshuishoudens;65.0;62.2;14.0;13.0
142;Twente;Paar zonder kinderen;74.1;72.2;4.0;5.0
143;Twente;Paar met kinderen;79.4;76.9;7.0;4.0
144;Twente;Eenoudergezin;12.2;11.5;26.0;24.0
145;Veluwe;Totaal particulier huishouden;241.8;234.3;6.0;6.0
146;Veluwe;Eenpersoonshuishoudens;65.2;62.4;10.0;10.0
147;Veluwe;Paar zonder kinderen;73.8;72.3;3.0;3.0
148;Veluwe;Paar met kinderen;83.3;81.0;5.0;3.0
149;Veluwe;Eenoudergezin;11.4;10.8;20.0;19.0
150;Achterhoek;Totaal particulier huishouden;151.3;146.2;7.0;7.0
151;Achterhoek;Eenpersoonshuishoudens;38.7;37.4;11.0;11.0
152;Achterhoek;Paar zonder kinderen;49.5;48.2;3.0;4.0
153;Achterhoek;Paar met kinderen;50.6;48.8;5.0;3.0
154;Achterhoek;Eenoudergezin;7.1;6.6;23.0;23.0
155;Arnhem/Nijmegen;Totaal particulier huishouden;292.0;280.9;9.0;9.0
156;Arnhem/Nijmegen;Eenpersoonshuishoudens;93.4;88.9;15.0;14.0
157;Arnhem/Nijmegen;Paar zonder kinderen;87.5;85.0;4.0;5.0
158;Arnhem/Nijmegen;Paar met kinderen;85.3;82.6;6.0;4.0
159;Arnhem/Nijmegen;Eenoudergezin;17.6;16.6;27.0;26.0
160;Zuidwest-Gelderland;Totaal particulier huishouden;86.1;83.4;6.0;5.0
161;Zuidwest-Gelderland;Eenpersoonshuishoudens;19.7;18.9;10.0;10.0
162;Zuidwest-Gelderland;Paar zonder kinderen;26.2;25.6;3.0;4.0
163;Zuidwest-Gelderland;Paar met kinderen;32.9;32.0;5.0;3.0
164;Zuidwest-Gelderland;Eenoudergezin;4.3;3.9;19.0;18.0
165;Utrecht;Totaal particulier huishouden;466.5;450.0;7.0;7.0
166;Utrecht;Eenpersoonshuishoudens;150.7;143.2;11.0;11.0
167;Utrecht;Paar zonder kinderen;134.8;131.6;3.0;3.0
168;Utrecht;Paar met kinderen;141.6;138.0;5.0;3.0
169;Utrecht;Eenoudergezin;25.9;24.3;21.0;21.0
170;Kop van Noord-Holland;Totaal particulier huishouden;143.8;139.4;7.0;7.0
171;Kop van Noord-Holland;Eenpersoonshuishoudens;39.4;37.7;13.0;12.0
172;Kop van Noord-Holland;Paar zonder kinderen;44.5;43.6;3.0;3.0
173;Kop van Noord-Holland;Paar met kinderen;48.6;47.4;5.0;3.0
174;Kop van Noord-Holland;Eenoudergezin;8.0;7.5;22.0;22.0
175;Alkmaar en omgeving;Totaal particulier huishouden;91.7;88.7;8.0;7.0
176;Alkmaar en omgeving;Eenpersoonshuishoudens;27.9;26.7;12.0;12.0
177;Alkmaar en omgeving;Paar zonder kinderen;27.2;26.6;3.0;3.0
178;Alkmaar en omgeving;Paar met kinderen;28.8;28.1;4.0;3.0
179;Alkmaar en omgeving;Eenoudergezin;5.7;5.3;25.0;25.0
180;IJmond;Totaal particulier huishouden;77.4;75.5;6.0;6.0
181;IJmond;Eenpersoonshuishoudens;23.1;22.4;10.0;10.0
182;IJmond;Paar zonder kinderen;23.8;23.5;2.0;2.0
183;IJmond;Paar met kinderen;24.3;23.8;3.0;2.0
184;IJmond;Eenoudergezin;4.4;4.2;25.0;24.0
185;Agglomeratie Haarlem;Totaal particulier huishouden;97.7;93.6;8.0;8.0
186;Agglomeratie Haarlem;Eenpersoonshuishoudens;37.6;35.6;12.0;12.0
187;Agglomeratie Haarlem;Paar zonder kinderen;27.5;26.8;3.0;4.0
188;Agglomeratie Haarlem;Paar met kinderen;24.0;23.2;5.0;3.0
189;Agglomeratie Haarlem;Eenoudergezin;5.9;5.5;20.0;19.0
190;Zaanstreek;Totaal particulier huishouden;64.5;62.5;7.0;6.0
191;Zaanstreek;Eenpersoonshuishoudens;19.2;18.5;11.0;11.0
192;Zaanstreek;Paar zonder kinderen;19.6;19.2;2.0;3.0
193;Zaanstreek;Paar met kinderen;19.4;19.0;5.0;3.0
194;Zaanstreek;Eenoudergezin;4.3;4.0;24.0;23.0
195;Groot-Amsterdam;Totaal particulier huishouden;555.8;525.8;13.0;12.0
196;Groot-Amsterdam;Eenpersoonshuishoudens;248.2;231.1;17.0;17.0
197;Groot-Amsterdam;Paar zonder kinderen;129.1;124.3;5.0;5.0
198;Groot-Amsterdam;Paar met kinderen;112.6;108.7;9.0;6.0
199;Groot-Amsterdam;Eenoudergezin;46.6;43.8;27.0;26.0
200;Het Gooi en Vechtstreek;Totaal particulier huishouden;104.4;100.8;7.0;6.0
201;Het Gooi en Vechtstreek;Eenpersoonshuishoudens;35.8;34.1;10.0;10.0
202;Het Gooi en Vechtstreek;Paar zonder kinderen;31.0;30.3;2.0;3.0
203;Het Gooi en Vechtstreek;Paar met kinderen;29.2;28.5;5.0;3.0
204;Het Gooi en Vechtstreek;Eenoudergezin;6.0;5.5;18.0;17.0
205;Agglomeratie Leiden en Bollenstreek;Totaal particulier huishouden;156.5;151.0;7.0;6.0
206;Agglomeratie Leiden en Bollenstreek;Eenpersoonshuishoudens;50.6;48.2;11.0;10.0
207;Agglomeratie Leiden en Bollenstreek;Paar zonder kinderen;44.4;43.4;3.0;3.0
208;Agglomeratie Leiden en Bollenstreek;Paar met kinderen;49.5;48.2;4.0;2.0
209;Agglomeratie Leiden en Bollenstreek;Eenoudergezin;8.4;7.9;21.0;21.0
210;Agglomeratie 's-Gravenhage;Totaal particulier huishouden;339.9;322.5;11.0;11.0
211;Agglomeratie 's-Gravenhage;Eenpersoonshuishoudens;138.4;129.8;14.0;14.0
212;Agglomeratie 's-Gravenhage;Paar zonder kinderen;85.5;82.6;4.0;5.0
213;Agglomeratie 's-Gravenhage;Paar met kinderen;76.6;73.5;9.0;5.0
214;Agglomeratie 's-Gravenhage;Eenoudergezin;26.8;24.9;29.0;27.0
215;Delft en Westland;Totaal particulier huishouden;83.6;80.1;8.0;7.0
216;Delft en Westland;Eenpersoonshuishoudens;26.0;24.5;12.0;12.0
217;Delft en Westland;Paar zonder kinderen;24.6;23.7;4.0;4.0
218;Delft en Westland;Paar met kinderen;26.2;25.5;6.0;4.0
219;Delft en Westland;Eenoudergezin;4.6;4.3;22.0;22.0
220;Oost-Zuid-Holland;Totaal particulier huishouden;125.4;121.5;6.0;5.0
221;Oost-Zuid-Holland;Eenpersoonshuishoudens;33.1;31.8;9.0;9.0
222;Oost-Zuid-Holland;Paar zonder kinderen;38.2;37.4;3.0;3.0
223;Oost-Zuid-Holland;Paar met kinderen;44.7;43.6;4.0;2.0
224;Oost-Zuid-Holland;Eenoudergezin;6.1;5.6;20.0;18.0
225;Groot-Rijnmond;Totaal particulier huishouden;591.2;564.8;11.0;11.0
226;Groot-Rijnmond;Eenpersoonshuishoudens;208.8;196.8;16.0;16.0
227;Groot-Rijnmond;Paar zonder kinderen;165.4;160.7;4.0;4.0
228;Groot-Rijnmond;Paar met kinderen;152.0;147.0;8.0;5.0
229;Groot-Rijnmond;Eenoudergezin;45.3;42.0;31.0;30.0
230;Zuidoost-Zuid-Holland;Totaal particulier huishouden;158.2;153.3;8.0;7.0
231;Zuidoost-Zuid-Holland;Eenpersoonshuishoudens;45.2;43.4;13.0;13.0
232;Zuidoost-Zuid-Holland;Paar zonder kinderen;48.1;47.1;3.0;3.0
233;Zuidoost-Zuid-Holland;Paar met kinderen;51.6;50.3;5.0;3.0
234;Zuidoost-Zuid-Holland;Eenoudergezin;8.9;8.4;29.0;29.0
235;Zeeuwsch-Vlaanderen;Totaal particulier huishouden;45.8;43.2;8.0;8.0
236;Zeeuwsch-Vlaanderen;Eenpersoonshuishoudens;13.2;12.3;12.0;13.0
237;Zeeuwsch-Vlaanderen;Paar zonder kinderen;15.7;15.0;4.0;5.0
238;Zeeuwsch-Vlaanderen;Paar met kinderen;13.4;12.5;5.0;3.0
239;Zeeuwsch-Vlaanderen;Eenoudergezin;2.3;2.1;21.0;23.0
240;Overig Zeeland;Totaal particulier huishouden;110.1;106.6;7.0;7.0
241;Overig Zeeland;Eenpersoonshuishoudens;32.4;31.0;12.0;11.0
242;Overig Zeeland;Paar zonder kinderen;36.3;35.4;3.0;4.0
243;Overig Zeeland;Paar met kinderen;33.7;32.8;5.0;3.0
244;Overig Zeeland;Eenoudergezin;5.4;5.1;25.0;24.0
245;West-Noord-Brabant;Totaal particulier huishouden;245.7;236.5;7.0;7.0
246;West-Noord-Brabant;Eenpersoonshuishoudens;66.9;63.7;12.0;12.0
247;West-Noord-Brabant;Paar zonder kinderen;81.3;79.1;3.0;4.0
248;West-Noord-Brabant;Paar met kinderen;77.4;75.1;5.0;3.0
249;West-Noord-Brabant;Eenoudergezin;12.7;11.7;23.0;23.0
250;Midden-Noord-Brabant;Totaal particulier huishouden;177.0;170.6;8.0;7.0
251;Midden-Noord-Brabant;Eenpersoonshuishoudens;48.1;45.8;13.0;12.0
252;Midden-Noord-Brabant;Paar zonder kinderen;55.5;54.0;4.0;5.0
253;Midden-Noord-Brabant;Paar met kinderen;58.5;56.8;5.0;3.0
254;Midden-Noord-Brabant;Eenoudergezin;9.9;9.3;24.0;23.0
255;Noordoost-Noord-Brabant;Totaal particulier huishouden;243.9;236.1;7.0;6.0
256;Noordoost-Noord-Brabant;Eenpersoonshuishoudens;63.1;60.4;12.0;12.0
257;Noordoost-Noord-Brabant;Paar zonder kinderen;74.9;73.1;3.0;4.0
258;Noordoost-Noord-Brabant;Paar met kinderen;85.6;83.3;5.0;3.0
259;Noordoost-Noord-Brabant;Eenoudergezin;12.3;11.6;21.0;21.0
260;Zuidoost-Noord-Brabant;Totaal particulier huishouden;291.8;281.5;8.0;7.0
261;Zuidoost-Noord-Brabant;Eenpersoonshuishoudens;82.1;78.1;13.0;12.0
262;Zuidoost-Noord-Brabant;Paar zonder kinderen;93.3;91.0;4.0;4.0
263;Zuidoost-Noord-Brabant;Paar met kinderen;92.9;90.4;5.0;3.0
264;Zuidoost-Noord-Brabant;Eenoudergezin;14.9;13.9;23.0;23.0
265;Noord-Limburg;Totaal particulier huishouden;108.4;103.5;7.0;7.0
266;Noord-Limburg;Eenpersoonshuishoudens;27.1;25.9;13.0;13.0
267;Noord-Limburg;Paar zonder kinderen;34.5;33.2;4.0;4.0
268;Noord-Limburg;Paar met kinderen;38.1;36.4;5.0;3.0
269;Noord-Limburg;Eenoudergezin;5.4;5.0;19.0;20.0
270;Midden-Limburg;Totaal particulier huishouden;88.9;85.4;8.0;7.0
271;Midden-Limburg;Eenpersoonshuishoudens;22.9;21.8;13.0;13.0
272;Midden-Limburg;Paar zonder kinderen;28.7;27.8;4.0;4.0
273;Midden-Limburg;Paar met kinderen;29.7;28.6;5.0;3.0
274;Midden-Limburg;Eenoudergezin;4.7;4.4;25.0;25.0
275;Zuid-Limburg;Totaal particulier huishouden;273.7;258.1;10.0;10.0
276;Zuid-Limburg;Eenpersoonshuishoudens;82.5;77.7;16.0;16.0
277;Zuid-Limburg;Paar zonder kinderen;87.7;83.6;5.0;5.0
278;Zuid-Limburg;Paar met kinderen;78.5;73.6;6.0;4.0
279;Zuid-Limburg;Eenoudergezin;16.5;15.3;28.0;28.0
280;Flevoland;Totaal particulier huishouden;131.1;125.8;9.0;8.0
281;Flevoland;Eenpersoonshuishoudens;33.2;31.4;14.0;13.0
282;Flevoland;Paar zonder kinderen;36.7;35.6;4.0;4.0
283;Flevoland;Paar met kinderen;47.5;46.0;6.0;4.0
284;Flevoland;Eenoudergezin;9.6;9.0;27.0;25.0
285;Groningen;Totaal particulier huishouden;86.6;81.5;14.0;13.0
286;Groningen;Eenpersoonshuishoudens;37.7;35.5;18.0;17.0
287;Groningen;Paar zonder kinderen;24.7;23.1;6.0;6.0
288;Groningen;Paar met kinderen;15.8;15.2;8.0;5.0
289;Groningen;Eenoudergezin;6.1;5.8;33.0;32.0
290;Leeuwarden;Totaal particulier huishouden;40.4;38.3;12.0;11.0
291;Leeuwarden;Eenpersoonshuishoudens;16.0;15.2;17.0;17.0
292;Leeuwarden;Paar zonder kinderen;11.9;11.3;5.0;5.0
293;Leeuwarden;Paar met kinderen;8.6;8.2;8.0;4.0
294;Leeuwarden;Eenoudergezin;2.9;2.7;32.0;30.0
295;Zwolle;Totaal particulier huishouden;45.7;44.1;9.0;9.0
296;Zwolle;Eenpersoonshuishoudens;15.6;15.0;14.0;13.0
297;Zwolle;Paar zonder kinderen;13.8;13.4;4.0;4.0
298;Zwolle;Paar met kinderen;12.5;12.2;6.0;4.0
299;Zwolle;Eenoudergezin;2.6;2.4;29.0;29.0
300;Enschede;Totaal particulier huishouden;62.9;60.0;13.0;12.0
301;Enschede;Eenpersoonshuishoudens;21.1;20.0;18.0;17.0
302;Enschede;Paar zonder kinderen;19.3;18.5;7.0;7.0
303;Enschede;Paar met kinderen;16.6;15.9;10.0;6.0
304;Enschede;Eenoudergezin;3.8;3.6;34.0;33.0
305;Apeldoorn;Totaal particulier huishouden;63.8;61.8;7.0;6.0
306;Apeldoorn;Eenpersoonshuishoudens;19.6;18.8;10.0;10.0
307;Apeldoorn;Paar zonder kinderen;20.0;19.6;3.0;4.0
308;Apeldoorn;Paar met kinderen;19.0;18.5;5.0;3.0
309;Apeldoorn;Eenoudergezin;3.3;3.1;23.0;23.0
310;Arnhem;Totaal particulier huishouden;64.7;61.4;13.0;12.0
311;Arnhem;Eenpersoonshuishoudens;26.2;24.7;17.0;17.0
312;Arnhem;Paar zonder kinderen;17.7;17.0;5.0;6.0
313;Arnhem;Paar met kinderen;14.1;13.5;9.0;6.0
314;Arnhem;Eenoudergezin;4.5;4.3;33.0;33.0
315;Nijmegen;Totaal particulier huishouden;68.5;65.2;13.0;12.0
316;Nijmegen;Eenpersoonshuishoudens;28.5;26.8;17.0;16.0
317;Nijmegen;Paar zonder kinderen;18.5;17.8;6.0;6.0
318;Nijmegen;Paar met kinderen;14.8;14.2;9.0;6.0
319;Nijmegen;Eenoudergezin;4.9;4.6;31.0;31.0
320;Amersfoort;Totaal particulier huishouden;65.7;63.5;7.0;6.0
321;Amersfoort;Eenpersoonshuishoudens;21.1;20.1;10.0;10.0
322;Amersfoort;Paar zonder kinderen;18.6;18.2;3.0;3.0
323;Amersfoort;Paar met kinderen;20.4;20.0;5.0;3.0
324;Amersfoort;Eenoudergezin;3.8;3.6;23.0;22.0
325;Utrecht;Totaal particulier huishouden;170.5;162.7;9.0;9.0
326;Utrecht;Eenpersoonshuishoudens;65.3;61.2;13.0;12.0
327;Utrecht;Paar zonder kinderen;46.4;44.9;3.0;4.0
328;Utrecht;Paar met kinderen;42.2;41.0;7.0;4.0
329;Utrecht;Eenoudergezin;10.6;10.1;25.0;25.0
330;Amsterdam;Totaal particulier huishouden;491.4;462.9;14.0;14.0
331;Amsterdam;Eenpersoonshuishoudens;232.9;216.5;18.0;17.0
332;Amsterdam;Paar zonder kinderen;109.7;105.1;5.0;6.0
333;Amsterdam;Paar met kinderen;87.1;83.7;11.0;7.0
334;Amsterdam;Eenoudergezin;43.8;41.1;28.0;27.0
335;Haarlem;Totaal particulier huishouden;85.4;81.9;8.0;8.0
336;Haarlem;Eenpersoonshuishoudens;33.3;31.5;12.0;12.0
337;Haarlem;Paar zonder kinderen;23.7;23.0;3.0;3.0
338;Haarlem;Paar met kinderen;20.8;20.2;5.0;3.0
339;Haarlem;Eenoudergezin;5.2;4.9;20.0;19.0
340;Leiden;Totaal particulier huishouden;104.5;100.3;7.0;7.0
341;Leiden;Eenpersoonshuishoudens;36.7;34.6;12.0;11.0
342;Leiden;Paar zonder kinderen;29.0;28.2;3.0;3.0
343;Leiden;Paar met kinderen;30.7;29.8;4.0;3.0
344;Leiden;Eenoudergezin;5.8;5.5;22.0;23.0
345;'s-Gravenhage;Totaal particulier huishouden;288.9;272.9;12.0;11.0
346;'s-Gravenhage;Eenpersoonshuishoudens;125.0;116.9;15.0;15.0
347;'s-Gravenhage;Paar zonder kinderen;71.0;68.4;5.0;5.0
348;'s-Gravenhage;Paar met kinderen;58.5;55.9;10.0;6.0
349;'s-Gravenhage;Eenoudergezin;23.0;21.3;30.0;28.0
350;Rotterdam;Totaal particulier huishouden;453.8;430.8;13.0;13.0
351;Rotterdam;Eenpersoonshuishoudens;176.8;165.8;17.0;17.0
352;Rotterdam;Paar zonder kinderen;119.4;115.5;5.0;5.0
353;Rotterdam;Paar met kinderen;102.4;98.5;9.0;6.0
354;Rotterdam;Eenoudergezin;38.6;35.8;33.0;32.0
355;Dordrecht;Totaal particulier huishouden;100.6;97.4;9.0;9.0
356;Dordrecht;Eenpersoonshuishoudens;30.6;29.3;14.0;14.0
357;Dordrecht;Paar zonder kinderen;30.4;29.7;3.0;4.0
358;Dordrecht;Paar met kinderen;30.5;29.7;5.0;3.0
359;Dordrecht;Eenoudergezin;6.2;5.8;34.0;33.0
