ID;RegioS;Perioden;VoorzieningenBeginVerslagperiode_1;NieuweVoorzieningen_2;BeeindigdeVoorzieningen_3;VoorzieningenEindVerslagperiode_4;AdministratiefVerschil_5;VoorzieningenBeginVerslagperiode_6;NieuweVoorzieningen_7;BeeindigdeVoorzieningen_8;VoorzieningenEindVerslagperiode_9;AdministratiefVerschil_10;VoorzieningenBeginVerslagperiode_11;NieuweVoorzieningen_12;BeeindigdeVoorzieningen_13;VoorzieningenEindVerslagperiode_14;AdministratiefVerschil_15;VoorzieningenBeginVerslagperiode_16;NieuweVoorzieningen_17;BeeindigdeVoorzieningen_18;VoorzieningenEindVerslagperiode_19;AdministratiefVerschil_20;VoorzieningenBeginVerslagperiode_21;NieuweVoorzieningen_22;BeeindigdeVoorzieningen_23;VoorzieningenEindVerslagperiode_24;AdministratiefVerschil_25
24;Friesland (PV);2013 1e halfjaar;8780.0;5340.0;4160.0;9960.0;;200.0;80.0;70.0;210.0;;90.0;0.0;10.0;90.0;;140.0;10.0;100.0;50.0;;8350.0;5250.0;3990.0;9610.0;
25;Friesland (PV);2013 2e halfjaar;9520.0;5000.0;4450.0;10080.0;-440.0;200.0;30.0;40.0;180.0;-20.0;120.0;0.0;10.0;110.0;30.0;250.0;250.0;300.0;200.0;200.0;8960.0;4730.0;4100.0;9590.0;-650.0
26;Friesland (PV);2014 1e halfjaar;8630.0;5340.0;4970.0;9010.0;-1440.0;150.0;10.0;20.0;140.0;-30.0;100.0;0.0;0.0;100.0;-10.0;260.0;220.0;210.0;270.0;60.0;8130.0;5120.0;4740.0;8500.0;-1460.0
27;Friesland (PV);2014 2e halfjaar;8870.0;4400.0;4080.0;9200.0;-130.0;140.0;10.0;20.0;130.0;-10.0;90.0;0.0;0.0;90.0;-10.0;270.0;110.0;200.0;190.0;0.0;8380.0;4280.0;3860.0;8800.0;-120.0
28;Drenthe (PV);2013 1e halfjaar;5320.0;3230.0;2090.0;6450.0;;130.0;140.0;70.0;210.0;;70.0;0.0;0.0;70.0;;920.0;530.0;330.0;1110.0;;4200.0;2550.0;1690.0;5070.0;
29;Drenthe (PV);2013 2e halfjaar;6480.0;4010.0;3150.0;7330.0;20.0;200.0;130.0;60.0;270.0;-10.0;70.0;0.0;0.0;70.0;0.0;1100.0;280.0;520.0;860.0;-10.0;5110.0;3600.0;2570.0;6140.0;50.0
30;Drenthe (PV);2014 1e halfjaar;7130.0;4290.0;3340.0;8080.0;-210.0;300.0;230.0;110.0;420.0;30.0;70.0;0.0;0.0;70.0;0.0;830.0;500.0;450.0;890.0;-30.0;5930.0;3550.0;2780.0;6700.0;-220.0
31;Drenthe (PV);2014 2e halfjaar;7990.0;3990.0;3680.0;8300.0;-80.0;400.0;70.0;90.0;380.0;-20.0;70.0;0.0;0.0;60.0;0.0;880.0;410.0;270.0;1020.0;-20.0;6650.0;3510.0;3320.0;6830.0;-50.0
32;Overijssel (PV);2013 1e halfjaar;12600.0;7750.0;5650.0;14700.0;;500.0;260.0;190.0;570.0;;170.0;0.0;20.0;150.0;;1960.0;1070.0;710.0;2330.0;;9960.0;6420.0;4730.0;11650.0;
33;Overijssel (PV);2013 2e halfjaar;14700.0;7570.0;5980.0;16290.0;-10.0;580.0;360.0;170.0;770.0;10.0;140.0;0.0;20.0;130.0;-10.0;2470.0;680.0;800.0;2360.0;140.0;11500.0;6530.0;4990.0;13030.0;-160.0
34;Overijssel (PV);2014 1e halfjaar;15370.0;9400.0;5630.0;19140.0;-920.0;690.0;240.0;100.0;830.0;-80.0;130.0;0.0;10.0;120.0;0.0;2220.0;590.0;430.0;2380.0;-140.0;12330.0;8570.0;5090.0;15810.0;-700.0
35;Overijssel (PV);2014 2e halfjaar;17540.0;6230.0;5050.0;18720.0;-1600.0;780.0;130.0;100.0;810.0;-50.0;110.0;0.0;10.0;100.0;-10.0;1580.0;530.0;520.0;1590.0;-810.0;15070.0;5560.0;4420.0;16210.0;-740.0
36;Flevoland (PV);2013 1e halfjaar;3260.0;3570.0;2760.0;4080.0;;290.0;60.0;50.0;300.0;;0.0;0.0;0.0;0.0;;100.0;180.0;50.0;230.0;;2880.0;3340.0;2660.0;3560.0;
37;Flevoland (PV);2013 2e halfjaar;3730.0;3350.0;3030.0;4050.0;-350.0;270.0;100.0;40.0;330.0;-20.0;0.0;0.0;0.0;0.0;0.0;230.0;170.0;110.0;290.0;10.0;3220.0;3080.0;2870.0;3430.0;-330.0
38;Flevoland (PV);2014 1e halfjaar;3830.0;3340.0;2220.0;4940.0;-220.0;260.0;70.0;50.0;280.0;-70.0;0.0;0.0;0.0;0.0;0.0;250.0;180.0;80.0;350.0;-40.0;3320.0;3080.0;2090.0;4310.0;-110.0
39;Flevoland (PV);2014 2e halfjaar;4660.0;2670.0;2150.0;5180.0;-280.0;250.0;120.0;70.0;300.0;-30.0;0.0;0.0;0.0;0.0;0.0;300.0;140.0;160.0;290.0;-50.0;4120.0;2410.0;1930.0;4590.0;-190.0
40;Gelderland (PV);2013 1e halfjaar;21900.0;10870.0;8350.0;24420.0;;640.0;230.0;180.0;690.0;;610.0;0.0;180.0;430.0;;650.0;620.0;380.0;880.0;;20000.0;10020.0;7600.0;22410.0;
41;Gelderland (PV);2013 2e halfjaar;23240.0;12010.0;10280.0;24970.0;-1180.0;640.0;450.0;230.0;860.0;-50.0;340.0;0.0;60.0;280.0;-100.0;870.0;680.0;530.0;1030.0;-10.0;21390.0;10880.0;9470.0;22800.0;-1020.0
42;Gelderland (PV);2014 1e halfjaar;24710.0;12710.0;9350.0;28070.0;-260.0;800.0;350.0;190.0;950.0;-70.0;260.0;0.0;20.0;250.0;-20.0;1010.0;1010.0;580.0;1440.0;-10.0;22640.0;11350.0;8560.0;25430.0;-160.0
43;Gelderland (PV);2014 2e halfjaar;27000.0;10340.0;9630.0;27720.0;-1060.0;860.0;240.0;200.0;910.0;-90.0;220.0;0.0;10.0;210.0;-30.0;1470.0;780.0;710.0;1550.0;30.0;24450.0;9320.0;8710.0;25050.0;-980.0
44;Utrecht (PV);2013 1e halfjaar;8840.0;5890.0;5330.0;9400.0;;190.0;150.0;90.0;250.0;;10.0;0.0;0.0;10.0;;280.0;120.0;160.0;240.0;;8360.0;5620.0;5080.0;8900.0;
45;Utrecht (PV);2013 2e halfjaar;8570.0;4950.0;4470.0;9050.0;-840.0;210.0;120.0;110.0;220.0;-40.0;10.0;0.0;0.0;10.0;0.0;230.0;50.0;60.0;220.0;-10.0;8110.0;4770.0;4290.0;8590.0;-790.0
46;Utrecht (PV);2014 1e halfjaar;9230.0;5440.0;4650.0;10010.0;180.0;190.0;150.0;110.0;230.0;-40.0;10.0;0.0;0.0;10.0;0.0;240.0;0.0;100.0;150.0;20.0;8790.0;5290.0;4450.0;9630.0;200.0
47;Utrecht (PV);2014 2e halfjaar;9870.0;4900.0;4330.0;10440.0;-150.0;230.0;140.0;100.0;270.0;0.0;10.0;0.0;0.0;10.0;0.0;110.0;0.0;50.0;60.0;-40.0;9520.0;4760.0;4180.0;10100.0;-110.0
48;Noord-Holland (PV);2013 1e halfjaar;32140.0;21920.0;19360.0;34710.0;;720.0;350.0;330.0;740.0;;540.0;0.0;90.0;450.0;;2370.0;1670.0;1540.0;2490.0;;28520.0;19910.0;17390.0;31030.0;
49;Noord-Holland (PV);2013 2e halfjaar;35340.0;21340.0;21630.0;35050.0;630.0;710.0;370.0;320.0;760.0;-30.0;430.0;0.0;70.0;360.0;-20.0;2470.0;1670.0;1450.0;2690.0;-20.0;31730.0;19310.0;19790.0;31250.0;700.0
50;Noord-Holland (PV);2014 1e halfjaar;35060.0;25010.0;22950.0;37130.0;10.0;640.0;490.0;250.0;890.0;-110.0;340.0;0.0;70.0;270.0;-30.0;2410.0;1850.0;1540.0;2730.0;-270.0;31670.0;22670.0;21090.0;33250.0;420.0
51;Noord-Holland (PV);2014 2e halfjaar;33120.0;14770.0;15720.0;32170.0;-4010.0;820.0;500.0;320.0;990.0;-70.0;260.0;0.0;30.0;230.0;-10.0;1390.0;370.0;590.0;1170.0;-1340.0;30660.0;13910.0;14780.0;29790.0;-2600.0
52;Zuid-Holland (PV);2013 1e halfjaar;39720.0;28060.0;26450.0;41330.0;;1880.0;710.0;990.0;1600.0;;2320.0;0.0;940.0;1380.0;;4830.0;3370.0;3510.0;4690.0;;30700.0;23970.0;21010.0;33660.0;
53;Zuid-Holland (PV);2013 2e halfjaar;42140.0;29030.0;30290.0;40880.0;820.0;1240.0;1190.0;830.0;1600.0;-360.0;1330.0;0.0;160.0;1170.0;-50.0;4060.0;2820.0;3080.0;3800.0;-630.0;35520.0;25010.0;26220.0;34320.0;1860.0
54;Zuid-Holland (PV);2014 1e halfjaar;40470.0;32930.0;27120.0;46280.0;-410.0;1580.0;1100.0;890.0;1800.0;-20.0;1160.0;0.0;590.0;570.0;-10.0;2900.0;3550.0;2750.0;3690.0;-900.0;34840.0;28280.0;22900.0;40220.0;520.0
55;Zuid-Holland (PV);2014 2e halfjaar;43050.0;29890.0;24590.0;48360.0;-3220.0;1430.0;520.0;830.0;1130.0;-360.0;570.0;0.0;70.0;500.0;0.0;5160.0;2860.0;3170.0;4850.0;1460.0;35900.0;26500.0;20520.0;41890.0;-4320.0
56;Zeeland (PV);2013 1e halfjaar;4150.0;1780.0;1510.0;4420.0;;200.0;40.0;40.0;190.0;;0.0;0.0;0.0;0.0;;230.0;10.0;20.0;220.0;;3720.0;1730.0;1450.0;4000.0;
57;Zeeland (PV);2013 2e halfjaar;4190.0;1820.0;1450.0;4570.0;-220.0;180.0;40.0;30.0;190.0;-10.0;0.0;0.0;0.0;0.0;0.0;220.0;10.0;20.0;210.0;0.0;3790.0;1770.0;1400.0;4170.0;-210.0
58;Zeeland (PV);2014 1e halfjaar;4480.0;2030.0;1420.0;5090.0;-90.0;180.0;50.0;30.0;200.0;-10.0;0.0;0.0;0.0;0.0;0.0;200.0;10.0;10.0;200.0;-10.0;4090.0;1980.0;1390.0;4680.0;-80.0
59;Zeeland (PV);2014 2e halfjaar;4980.0;1690.0;1330.0;5350.0;-100.0;200.0;30.0;20.0;210.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;10.0;10.0;200.0;0.0;4580.0;1660.0;1300.0;4940.0;-100.0
60;Noord-Brabant (PV);2013 1e halfjaar;15510.0;14720.0;11650.0;18580.0;;670.0;230.0;220.0;690.0;;330.0;0.0;30.0;290.0;;610.0;740.0;490.0;870.0;;13900.0;13740.0;10910.0;16730.0;
61;Noord-Brabant (PV);2013 2e halfjaar;18340.0;14960.0;12110.0;21190.0;-250.0;670.0;280.0;230.0;730.0;-20.0;280.0;0.0;40.0;240.0;-10.0;870.0;900.0;610.0;1160.0;0.0;16520.0;13780.0;11240.0;19060.0;-210.0
62;Noord-Brabant (PV);2014 1e halfjaar;19650.0;13950.0;12200.0;21400.0;-1540.0;630.0;270.0;180.0;710.0;-100.0;180.0;0.0;20.0;160.0;-60.0;1130.0;800.0;550.0;1370.0;-30.0;17720.0;12880.0;11450.0;19150.0;-1350.0
63;Noord-Brabant (PV);2014 2e halfjaar;20570.0;11750.0;10430.0;21890.0;-830.0;670.0;270.0;250.0;690.0;-40.0;150.0;0.0;30.0;120.0;-20.0;1250.0;910.0;770.0;1400.0;-120.0;18500.0;10570.0;9390.0;19690.0;-650.0
64;Limburg (PV);2013 1e halfjaar;14150.0;6950.0;5710.0;15390.0;;280.0;230.0;100.0;410.0;;80.0;0.0;10.0;70.0;;710.0;430.0;310.0;830.0;;13090.0;6300.0;5300.0;14090.0;
65;Limburg (PV);2013 2e halfjaar;14320.0;5840.0;5850.0;14300.0;-1080.0;710.0;280.0;170.0;820.0;300.0;70.0;0.0;40.0;30.0;0.0;840.0;350.0;290.0;910.0;10.0;12700.0;5200.0;5360.0;12540.0;-1390.0
66;Limburg (PV);2014 1e halfjaar;12730.0;6590.0;5060.0;14260.0;-1570.0;720.0;260.0;150.0;830.0;-100.0;30.0;0.0;0.0;30.0;0.0;830.0;440.0;300.0;970.0;-80.0;11150.0;5890.0;4600.0;12440.0;-1380.0
67;Limburg (PV);2014 2e halfjaar;13930.0;5380.0;4410.0;14900.0;-340.0;740.0;180.0;230.0;700.0;-80.0;30.0;0.0;0.0;30.0;0.0;910.0;320.0;230.0;990.0;-60.0;12250.0;4880.0;3950.0;13180.0;-190.0
68;Oost-Groningen (CR);2013 1e halfjaar;3770.0;1700.0;1350.0;4120.0;;60.0;0.0;10.0;50.0;;50.0;0.0;0.0;50.0;;50.0;10.0;10.0;50.0;;3610.0;1690.0;1330.0;3970.0;
69;Oost-Groningen (CR);2013 2e halfjaar;3820.0;1300.0;1350.0;3760.0;-300.0;20.0;0.0;0.0;20.0;-30.0;50.0;0.0;0.0;40.0;0.0;110.0;10.0;10.0;110.0;60.0;3640.0;1290.0;1340.0;3590.0;-330.0
70;Oost-Groningen (CR);2014 1e halfjaar;3660.0;1380.0;940.0;4110.0;-100.0;20.0;0.0;10.0;10.0;0.0;50.0;0.0;0.0;50.0;0.0;40.0;0.0;10.0;30.0;-80.0;3570.0;1380.0;920.0;4020.0;-30.0
71;Oost-Groningen (CR);2014 2e halfjaar;3970.0;1570.0;1350.0;4190.0;-130.0;10.0;0.0;0.0;10.0;0.0;40.0;0.0;0.0;40.0;0.0;30.0;10.0;10.0;30.0;0.0;3880.0;1560.0;1340.0;4100.0;-140.0
72;Delfzijl en omgeving (CR);2013 1e halfjaar;640.0;740.0;740.0;640.0;;10.0;0.0;10.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;630.0;740.0;730.0;640.0;
73;Delfzijl en omgeving (CR);2013 2e halfjaar;700.0;680.0;800.0;580.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;700.0;670.0;800.0;580.0;60.0
74;Delfzijl en omgeving (CR);2014 1e halfjaar;620.0;860.0;870.0;600.0;40.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;610.0;850.0;870.0;600.0;40.0
75;Delfzijl en omgeving (CR);2014 2e halfjaar;610.0;630.0;700.0;540.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;600.0;630.0;690.0;540.0;0.0
76;Overig Groningen (CR);2013 1e halfjaar;6610.0;3380.0;2780.0;7210.0;;520.0;20.0;70.0;470.0;;40.0;0.0;0.0;40.0;;290.0;260.0;130.0;420.0;;5760.0;3100.0;2580.0;6280.0;
77;Overig Groningen (CR);2013 2e halfjaar;8060.0;3060.0;3070.0;8050.0;860.0;460.0;10.0;80.0;390.0;-10.0;40.0;0.0;0.0;40.0;0.0;400.0;180.0;90.0;480.0;-20.0;7170.0;2870.0;2900.0;7140.0;890.0
78;Overig Groningen (CR);2014 1e halfjaar;8010.0;3010.0;3070.0;7960.0;-50.0;390.0;10.0;70.0;330.0;-10.0;40.0;0.0;0.0;40.0;0.0;470.0;220.0;130.0;550.0;-20.0;7110.0;2780.0;2860.0;7030.0;-20.0
79;Overig Groningen (CR);2014 2e halfjaar;7800.0;2080.0;2550.0;7330.0;-160.0;330.0;20.0;40.0;310.0;0.0;40.0;0.0;0.0;40.0;0.0;520.0;110.0;120.0;500.0;-30.0;6910.0;1960.0;2390.0;6490.0;-120.0
80;Noord-Friesland (CR);2013 1e halfjaar;4850.0;3020.0;2540.0;5330.0;;110.0;20.0;20.0;110.0;;20.0;0.0;0.0;20.0;;10.0;0.0;0.0;10.0;;4720.0;3000.0;2510.0;5200.0;
81;Noord-Friesland (CR);2013 2e halfjaar;5220.0;3380.0;2790.0;5820.0;-110.0;170.0;10.0;20.0;160.0;50.0;30.0;0.0;0.0;30.0;10.0;20.0;20.0;30.0;10.0;10.0;5010.0;3350.0;2740.0;5620.0;-190.0
82;Noord-Friesland (CR);2014 1e halfjaar;4550.0;3490.0;2960.0;5090.0;-1260.0;130.0;10.0;10.0;130.0;-30.0;20.0;0.0;0.0;20.0;-10.0;20.0;10.0;20.0;10.0;10.0;4390.0;3470.0;2930.0;4930.0;-1230.0
83;Noord-Friesland (CR);2014 2e halfjaar;4940.0;3030.0;2750.0;5220.0;-150.0;120.0;0.0;10.0;110.0;-10.0;10.0;0.0;0.0;10.0;0.0;30.0;10.0;20.0;20.0;20.0;4780.0;3020.0;2720.0;5070.0;-150.0
84;Zuidwest-Friesland (CR);2013 1e halfjaar;1110.0;940.0;590.0;1460.0;;60.0;50.0;40.0;70.0;;70.0;0.0;10.0;70.0;;130.0;10.0;100.0;50.0;;850.0;880.0;450.0;1280.0;
85;Zuidwest-Friesland (CR);2013 2e halfjaar;1080.0;430.0;510.0;1010.0;-380.0;0.0;0.0;0.0;0.0;-70.0;80.0;0.0;10.0;80.0;10.0;230.0;230.0;270.0;190.0;190.0;770.0;200.0;230.0;740.0;-510.0
86;Zuidwest-Friesland (CR);2014 1e halfjaar;1500.0;690.0;520.0;1670.0;70.0;0.0;0.0;0.0;0.0;0.0;80.0;0.0;0.0;80.0;0.0;240.0;210.0;190.0;250.0;50.0;1180.0;490.0;330.0;1340.0;20.0
87;Zuidwest-Friesland (CR);2014 2e halfjaar;1710.0;510.0;550.0;1660.0;30.0;0.0;0.0;0.0;0.0;0.0;80.0;0.0;0.0;70.0;-10.0;240.0;110.0;180.0;170.0;-20.0;1390.0;400.0;370.0;1420.0;50.0
88;Zuidoost-Friesland (CR);2013 1e halfjaar;2820.0;1380.0;1030.0;3170.0;;30.0;10.0;10.0;30.0;;10.0;0.0;0.0;10.0;;0.0;0.0;0.0;0.0;;2790.0;1370.0;1020.0;3140.0;
89;Zuidoost-Friesland (CR);2013 2e halfjaar;3220.0;1190.0;1150.0;3250.0;50.0;30.0;20.0;20.0;30.0;0.0;10.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;3180.0;1170.0;1130.0;3220.0;40.0
90;Zuidoost-Friesland (CR);2014 1e halfjaar;2580.0;1160.0;1490.0;2250.0;-240.0;20.0;0.0;10.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2560.0;1160.0;1480.0;2230.0;-240.0
91;Zuidoost-Friesland (CR);2014 2e halfjaar;2230.0;870.0;780.0;2320.0;-20.0;20.0;0.0;10.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2210.0;870.0;770.0;2300.0;-20.0
92;Noord-Drenthe (CR);2013 1e halfjaar;1190.0;860.0;610.0;1430.0;;100.0;130.0;60.0;170.0;;10.0;0.0;0.0;10.0;;10.0;0.0;0.0;10.0;;1070.0;730.0;550.0;1250.0;
93;Noord-Drenthe (CR);2013 2e halfjaar;1650.0;1500.0;1040.0;2110.0;220.0;160.0;120.0;50.0;230.0;0.0;10.0;0.0;0.0;10.0;0.0;10.0;0.0;0.0;10.0;0.0;1470.0;1380.0;980.0;1870.0;220.0
94;Noord-Drenthe (CR);2014 1e halfjaar;1700.0;1150.0;810.0;2050.0;-410.0;270.0;190.0;80.0;380.0;40.0;10.0;0.0;0.0;10.0;0.0;10.0;0.0;0.0;10.0;0.0;1420.0;970.0;730.0;1660.0;-450.0
95;Noord-Drenthe (CR);2014 2e halfjaar;2020.0;970.0;950.0;2050.0;-30.0;370.0;60.0;80.0;350.0;-20.0;10.0;0.0;0.0;10.0;0.0;10.0;0.0;0.0;10.0;0.0;1650.0;910.0;870.0;1690.0;-10.0
96;Zuidoost-Drenthe (CR);2013 1e halfjaar;1710.0;580.0;180.0;2110.0;;20.0;20.0;10.0;40.0;;60.0;0.0;0.0;60.0;;440.0;310.0;80.0;660.0;;1190.0;250.0;100.0;1350.0;
97;Zuidoost-Drenthe (CR);2013 2e halfjaar;1990.0;410.0;370.0;2030.0;-120.0;30.0;10.0;10.0;30.0;-10.0;60.0;0.0;0.0;60.0;0.0;680.0;150.0;170.0;660.0;20.0;1220.0;250.0;190.0;1280.0;-130.0
98;Zuidoost-Drenthe (CR);2014 1e halfjaar;2230.0;1080.0;740.0;2580.0;200.0;20.0;40.0;30.0;40.0;-10.0;60.0;0.0;0.0;60.0;0.0;640.0;380.0;280.0;750.0;-20.0;1510.0;650.0;430.0;1740.0;230.0
