ID;KenmerkenVanHuishoudens;RegioS;Perioden;ParticuliereHuishoudens_1;ParticuliereHuishoudensRelatief_2;TotaalVermogen_3;GemiddeldVermogen_4;MediaanVermogen_5
165;Particuliere huishoudens;Noord-Friesland (CR);2016;143.8;100;16.7;116.0;22.7
166;Particuliere huishoudens;Noord-Friesland (CR);2017;144.8;100;18.0;124.3;27.9
167;Particuliere huishoudens;Noord-Friesland (CR);2018;145.4;100;19.8;136.1;34.0
168;Particuliere huishoudens;Zuidwest-Friesland (CR);2011;59.4;100;10.7;180.5;72.7
169;Particuliere huishoudens;Zuidwest-Friesland (CR);2012;59.5;100;10.1;169.1;60.2
170;Particuliere huishoudens;Zuidwest-Friesland (CR);2013;59.8;100;9.3;155.2;43.9
171;Particuliere huishoudens;Zuidwest-Friesland (CR);2014;60.1;100;9.5;158.0;42.4
172;Particuliere huishoudens;Zuidwest-Friesland (CR);2015;60.3;100;9.6;159.4;45.5
173;Particuliere huishoudens;Zuidwest-Friesland (CR);2016;60.6;100;10.1;166.0;49.8
174;Particuliere huishoudens;Zuidwest-Friesland (CR);2017;61.0;100;10.6;174.3;58.8
175;Particuliere huishoudens;Zuidwest-Friesland (CR);2018;61.3;100;11.7;191.4;70.0
176;Particuliere huishoudens;Zuidoost-Friesland (CR);2011;79.9;100;12.3;154.3;51.9
177;Particuliere huishoudens;Zuidoost-Friesland (CR);2012;80.3;100;11.6;144.1;41.2
178;Particuliere huishoudens;Zuidoost-Friesland (CR);2013;80.5;100;10.4;129.6;29.6
179;Particuliere huishoudens;Zuidoost-Friesland (CR);2014;80.5;100;10.3;127.7;28.0
180;Particuliere huishoudens;Zuidoost-Friesland (CR);2015;80.9;100;10.5;130.1;29.5
181;Particuliere huishoudens;Zuidoost-Friesland (CR);2016;81.0;100;11.1;136.6;31.9
182;Particuliere huishoudens;Zuidoost-Friesland (CR);2017;81.6;100;11.9;145.7;38.4
183;Particuliere huishoudens;Zuidoost-Friesland (CR);2018;82.0;100;13.2;160.7;49.0
184;Particuliere huishoudens;Noord-Drenthe (CR);2011;80.9;100;13.9;172.3;70.2
185;Particuliere huishoudens;Noord-Drenthe (CR);2012;81.4;100;12.9;158.8;57.3
186;Particuliere huishoudens;Noord-Drenthe (CR);2013;81.8;100;11.7;142.5;40.5
187;Particuliere huishoudens;Noord-Drenthe (CR);2014;81.6;100;11.8;145.0;39.9
188;Particuliere huishoudens;Noord-Drenthe (CR);2015;81.9;100;12.2;149.2;44.9
189;Particuliere huishoudens;Noord-Drenthe (CR);2016;82.3;100;12.7;154.2;49.3
190;Particuliere huishoudens;Noord-Drenthe (CR);2017;83.3;100;13.9;166.7;56.5
191;Particuliere huishoudens;Noord-Drenthe (CR);2018;83.7;100;15.4;183.4;69.0
192;Particuliere huishoudens;Zuidoost-Drenthe (CR);2011;73.1;100;9.5;129.6;40.9
193;Particuliere huishoudens;Zuidoost-Drenthe (CR);2012;73.3;100;8.8;120.2;32.3
194;Particuliere huishoudens;Zuidoost-Drenthe (CR);2013;73.4;100;7.8;106.9;22.0
195;Particuliere huishoudens;Zuidoost-Drenthe (CR);2014;73.4;100;7.9;106.9;20.6
196;Particuliere huishoudens;Zuidoost-Drenthe (CR);2015;73.7;100;8.2;111.6;22.5
197;Particuliere huishoudens;Zuidoost-Drenthe (CR);2016;73.8;100;8.6;116.9;23.5
198;Particuliere huishoudens;Zuidoost-Drenthe (CR);2017;74.3;100;9.1;121.9;26.4
199;Particuliere huishoudens;Zuidoost-Drenthe (CR);2018;74.5;100;10.0;134.4;32.9
200;Particuliere huishoudens;Zuidwest-Drenthe (CR);2011;54.9;100;9.6;174.9;73.1
201;Particuliere huishoudens;Zuidwest-Drenthe (CR);2012;55.1;100;9.1;164.6;59.9
202;Particuliere huishoudens;Zuidwest-Drenthe (CR);2013;55.5;100;8.1;146.3;42.7
203;Particuliere huishoudens;Zuidwest-Drenthe (CR);2014;55.5;100;8.1;145.5;40.0
204;Particuliere huishoudens;Zuidwest-Drenthe (CR);2015;55.9;100;8.4;149.9;42.4
205;Particuliere huishoudens;Zuidwest-Drenthe (CR);2016;56.1;100;8.8;157.2;46.1
206;Particuliere huishoudens;Zuidwest-Drenthe (CR);2017;56.7;100;9.4;165.6;53.1
207;Particuliere huishoudens;Zuidwest-Drenthe (CR);2018;57.4;100;10.3;179.3;61.7
208;Particuliere huishoudens;Noord-Overijssel (CR);2011;146.6;100;24.4;166.6;54.9
209;Particuliere huishoudens;Noord-Overijssel (CR);2012;147.9;100;24.0;162.0;44.0
210;Particuliere huishoudens;Noord-Overijssel (CR);2013;149.3;100;21.7;145.5;30.2
211;Particuliere huishoudens;Noord-Overijssel (CR);2014;149.1;100;22.1;148.3;31.5
212;Particuliere huishoudens;Noord-Overijssel (CR);2015;150.5;100;23.3;154.5;35.3
213;Particuliere huishoudens;Noord-Overijssel (CR);2016;152.3;100;24.9;163.3;38.5
214;Particuliere huishoudens;Noord-Overijssel (CR);2017;153.8;100;26.5;172.4;45.7
215;Particuliere huishoudens;Noord-Overijssel (CR);2018;155.3;100;29.5;189.8;57.8
216;Particuliere huishoudens;Zuidwest-Overijssel (CR);2011;64.9;100;9.7;150.1;38.9
217;Particuliere huishoudens;Zuidwest-Overijssel (CR);2012;65.1;100;9.2;141.3;31.6
218;Particuliere huishoudens;Zuidwest-Overijssel (CR);2013;65.2;100;8.4;128.3;22.7
219;Particuliere huishoudens;Zuidwest-Overijssel (CR);2014;65.2;100;8.5;130.3;22.7
220;Particuliere huishoudens;Zuidwest-Overijssel (CR);2015;65.9;100;8.9;134.4;24.7
221;Particuliere huishoudens;Zuidwest-Overijssel (CR);2016;66.5;100;9.3;139.7;26.9
222;Particuliere huishoudens;Zuidwest-Overijssel (CR);2017;67.3;100;10.0;147.9;32.6
223;Particuliere huishoudens;Zuidwest-Overijssel (CR);2018;68.0;100;10.7;157.5;40.7
224;Particuliere huishoudens;Twente (CR);2011;263.1;100;39.4;149.8;34.1
225;Particuliere huishoudens;Twente (CR);2012;264.9;100;36.9;139.2;25.8
226;Particuliere huishoudens;Twente (CR);2013;266.6;100;33.8;126.7;17.9
227;Particuliere huishoudens;Twente (CR);2014;265.6;100;33.7;126.7;17.5
228;Particuliere huishoudens;Twente (CR);2015;266.9;100;35.2;132.0;20.2
229;Particuliere huishoudens;Twente (CR);2016;267.9;100;37.5;139.8;22.6
230;Particuliere huishoudens;Twente (CR);2017;270.1;100;40.3;149.1;27.5
231;Particuliere huishoudens;Twente (CR);2018;271.4;100;44.6;164.4;36.5
232;Particuliere huishoudens;Veluwe (CR);2011;266.9;100;55.3;207.1;71.7
233;Particuliere huishoudens;Veluwe (CR);2012;269.8;100;52.0;192.8;56.1
234;Particuliere huishoudens;Veluwe (CR);2013;272.8;100;47.2;173.1;39.1
235;Particuliere huishoudens;Veluwe (CR);2014;274.8;100;47.2;171.6;36.7
236;Particuliere huishoudens;Veluwe (CR);2015;278.5;100;49.1;176.2;39.5
237;Particuliere huishoudens;Veluwe (CR);2016;280.7;100;51.6;184.0;43.9
238;Particuliere huishoudens;Veluwe (CR);2017;284.4;100;55.5;195.0;52.8
239;Particuliere huishoudens;Veluwe (CR);2018;287.4;100;61.9;215.4;66.8
240;Particuliere huishoudens;Achterhoek (CR);2011;166.8;100;33.4;200.0;87.6
241;Particuliere huishoudens;Achterhoek (CR);2012;168.1;100;31.4;186.7;70.8
242;Particuliere huishoudens;Achterhoek (CR);2013;169.4;100;28.9;170.5;51.7
243;Particuliere huishoudens;Achterhoek (CR);2014;169.3;100;29.0;171.4;50.3
244;Particuliere huishoudens;Achterhoek (CR);2015;170.1;100;29.7;174.8;52.1
245;Particuliere huishoudens;Achterhoek (CR);2016;171.2;100;30.8;180.0;54.1
246;Particuliere huishoudens;Achterhoek (CR);2017;172.4;100;32.2;186.7;60.4
247;Particuliere huishoudens;Achterhoek (CR);2018;173.2;100;35.5;204.9;71.9
248;Particuliere huishoudens;Arnhem/Nijmegen (CR);2011;325.0;100;44.1;135.6;21.0
249;Particuliere huishoudens;Arnhem/Nijmegen (CR);2012;328.0;100;40.8;124.3;15.9
250;Particuliere huishoudens;Arnhem/Nijmegen (CR);2013;331.3;100;36.2;109.2;9.4
251;Particuliere huishoudens;Arnhem/Nijmegen (CR);2014;332.8;100;36.2;108.6;9.0
252;Particuliere huishoudens;Arnhem/Nijmegen (CR);2015;336.3;100;37.7;112.1;11.5
253;Particuliere huishoudens;Arnhem/Nijmegen (CR);2016;338.9;100;39.7;117.2;12.8
254;Particuliere huishoudens;Arnhem/Nijmegen (CR);2017;342.7;100;42.7;124.6;16.5
255;Particuliere huishoudens;Arnhem/Nijmegen (CR);2018;345.6;100;48.9;141.4;22.8
256;Particuliere huishoudens;Zuidwest-Gelderland (CR);2011;92.2;100;20.1;217.8;96.1
257;Particuliere huishoudens;Zuidwest-Gelderland (CR);2012;93.2;100;19.0;203.5;78.1
258;Particuliere huishoudens;Zuidwest-Gelderland (CR);2013;94.1;100;17.4;184.4;56.9
259;Particuliere huishoudens;Zuidwest-Gelderland (CR);2014;94.5;100;17.4;183.6;53.9
260;Particuliere huishoudens;Zuidwest-Gelderland (CR);2015;95.3;100;18.1;189.8;57.0
261;Particuliere huishoudens;Zuidwest-Gelderland (CR);2016;96.1;100;19.0;197.5;61.1
262;Particuliere huishoudens;Zuidwest-Gelderland (CR);2017;97.3;100;19.8;203.0;67.3
263;Particuliere huishoudens;Zuidwest-Gelderland (CR);2018;98.4;100;22.2;225.2;83.5
264;Particuliere huishoudens;Utrecht (CR);2011;555.5;100;104.5;188.2;36.2
265;Particuliere huishoudens;Utrecht (CR);2012;560.4;100;99.5;177.6;28.7
266;Particuliere huishoudens;Utrecht (CR);2013;565.6;100;90.4;159.8;19.3
267;Particuliere huishoudens;Utrecht (CR);2014;569.2;100;90.8;159.6;18.7
268;Particuliere huishoudens;Utrecht (CR);2015;575.8;100;95.8;166.4;22.3
269;Particuliere huishoudens;Utrecht (CR);2016;580.9;100;102.0;175.7;25.6
270;Particuliere huishoudens;Utrecht (CR);2017;586.6;100;113.1;192.8;36.0
271;Particuliere huishoudens;Utrecht (CR);2018;591.5;100;128.7;217.7;53.1
272;Particuliere huishoudens;Kop van Noord-Holland (CR);2011;157.9;100;26.3;166.8;55.9
273;Particuliere huishoudens;Kop van Noord-Holland (CR);2012;159.5;100;24.8;155.6;44.3
274;Particuliere huishoudens;Kop van Noord-Holland (CR);2013;160.1;100;22.3;139.2;31.6
275;Particuliere huishoudens;Kop van Noord-Holland (CR);2014;160.4;100;22.7;141.8;31.4
276;Particuliere huishoudens;Kop van Noord-Holland (CR);2015;161.3;100;23.8;147.6;35.9
277;Particuliere huishoudens;Kop van Noord-Holland (CR);2016;162.0;100;25.5;157.3;39.4
278;Particuliere huishoudens;Kop van Noord-Holland (CR);2017;163.1;100;27.7;170.0;46.2
279;Particuliere huishoudens;Kop van Noord-Holland (CR);2018;163.8;100;30.8;188.1;57.3
280;Particuliere huishoudens;Alkmaar en omgeving (CR);2011;103.5;100;19.3;186.7;59.0
281;Particuliere huishoudens;Alkmaar en omgeving (CR);2012;104.2;100;17.9;171.7;46.4
282;Particuliere huishoudens;Alkmaar en omgeving (CR);2013;104.8;100;16.0;152.9;30.8
283;Particuliere huishoudens;Alkmaar en omgeving (CR);2014;105.6;100;16.0;151.7;30.2
284;Particuliere huishoudens;Alkmaar en omgeving (CR);2015;106.3;100;16.9;159.3;34.3
285;Particuliere huishoudens;Alkmaar en omgeving (CR);2016;107.1;100;17.9;166.8;38.4
286;Particuliere huishoudens;Alkmaar en omgeving (CR);2017;108.4;100;19.3;178.1;47.1
287;Particuliere huishoudens;Alkmaar en omgeving (CR);2018;109.3;100;21.9;200.7;63.5
288;Particuliere huishoudens;IJmond (CR);2011;84.1;100;18.6;221.4;50.8
289;Particuliere huishoudens;IJmond (CR);2012;84.5;100;17.7;209.5;41.1
290;Particuliere huishoudens;IJmond (CR);2013;85.0;100;11.6;136.5;29.3
291;Particuliere huishoudens;IJmond (CR);2014;85.3;100;11.6;136.3;28.3
292;Particuliere huishoudens;IJmond (CR);2015;85.8;100;16.8;196.2;31.4
293;Particuliere huishoudens;IJmond (CR);2016;86.5;100;17.8;205.6;35.9
294;Particuliere huishoudens;IJmond (CR);2017;87.1;100;19.0;217.8;45.7
295;Particuliere huishoudens;IJmond (CR);2018;87.5;100;16.0;183.5;62.1
296;Particuliere huishoudens;Agglomeratie Haarlem (CR);2011;101.2;100;25.6;253.1;37.9
297;Particuliere huishoudens;Agglomeratie Haarlem (CR);2012;101.8;100;23.5;230.9;29.8
298;Particuliere huishoudens;Agglomeratie Haarlem (CR);2013;102.5;100;21.1;205.6;20.5
299;Particuliere huishoudens;Agglomeratie Haarlem (CR);2014;103.5;100;21.0;203.3;20.4
300;Particuliere huishoudens;Agglomeratie Haarlem (CR);2015;104.4;100;22.5;215.4;24.7
