ID;BedrijfstakkenBranchesSBI2008;Perioden;OutputBasisprijzen_1;IntermediairVerbruik_2;BrutoToegevoegdeWaardeBasisprijzen_3;OutputBasisprijzen_4;IntermediairVerbruik_5;BrutoToegevoegdeWaardeBasisprijzen_6;OutputBasisprijzen_7;IntermediairVerbruik_8;BrutoToegevoegdeWaardeBasisprijzen_9;OutputBasisprijzen_10;IntermediairVerbruik_11;BrutoToegevoegdeWaardeBasisprijzen_12;Totaal_13;Lonen_14;SocialePremiesTLVWerkgevers_15;Bruto_16;VerbruikVanVasteActiva_17;Netto_18;Saldo_19;NietProductgebondenBelastingen_20;NietProductgebondenSubsidies_21;BrutoToegevoegdeWaardeBasisprijzen_22
2271;66 Overige financiële dienstverlening;2004;7361.0;2703.0;4658.0;6672.0;3110.0;3696.0;1.0;0.6;1.3;110.3;86.9;126.0;3756.0;2943.0;813.0;901.0;342.0;559.0;1.0;15.0;14.0;4658.0
2272;66 Overige financiële dienstverlening;2005;7428.0;2765.0;4663.0;6774.0;3135.0;3767.0;1.5;0.8;1.9;109.7;88.2;123.8;3874.0;3059.0;815.0;785.0;360.0;425.0;4.0;14.0;10.0;4663.0
2273;66 Overige financiële dienstverlening;2006;8200.0;2837.0;5363.0;7286.0;3210.0;4168.0;7.6;2.4;10.6;112.5;88.4;128.7;4068.0;3257.0;811.0;1287.0;375.0;912.0;8.0;16.0;8.0;5363.0
2274;66 Overige financiële dienstverlening;2007;8710.0;2949.0;5761.0;7756.0;3321.0;4503.0;6.5;3.5;8.0;112.3;88.8;127.9;4346.0;3483.0;863.0;1405.0;401.0;1004.0;10.0;18.0;8.0;5761.0
2275;66 Overige financiële dienstverlening;2008;8546.0;3139.0;5407.0;8615.0;3518.0;5119.0;11.1;5.9;13.7;99.2;89.2;105.6;4631.0;3682.0;949.0;767.0;426.0;341.0;9.0;18.0;9.0;5407.0
2276;66 Overige financiële dienstverlening;2009;8309.0;3076.0;5233.0;8411.0;3498.0;4945.0;-2.4;-0.6;-3.4;98.8;87.9;105.8;4570.0;3640.0;930.0;654.0;462.0;192.0;9.0;20.0;11.0;5233.0
2277;66 Overige financiële dienstverlening;2010;8450.0;3092.0;5358.0;8645.0;3442.0;5210.0;2.8;-1.6;5.4;97.7;89.8;102.8;4506.0;3572.0;934.0;842.0;498.0;344.0;10.0;22.0;12.0;5358.0
2278;66 Overige financiële dienstverlening;2011;8908.0;3505.0;5403.0;9157.0;3749.0;5428.0;5.9;8.9;4.2;97.3;93.5;99.5;4653.0;3619.0;1034.0;736.0;502.0;234.0;14.0;27.0;13.0;5403.0
2279;66 Overige financiële dienstverlening;2012;9001.0;3777.0;5224.0;9379.0;4015.0;5395.0;2.4;7.1;-0.6;96.0;94.1;96.8;4718.0;3650.0;1068.0;489.0;510.0;-21.0;17.0;29.0;12.0;5224.0
2280;66 Overige financiële dienstverlening;2013;9319.0;3935.0;5384.0;9944.0;4104.0;5869.0;6.0;2.2;8.8;93.7;95.9;91.7;4769.0;3695.0;1074.0;577.0;522.0;55.0;38.0;47.0;9.0;5384.0
2281;66 Overige financiële dienstverlening;2014;10044.0;4336.0;5708.0;10841.0;4519.0;6352.0;9.0;10.1;8.2;92.6;96.0;89.9;4945.0;3712.0;1233.0;715.0;532.0;183.0;48.0;55.0;7.0;5708.0
2282;66 Overige financiële dienstverlening;2015;10933.0;4605.0;6328.0;11706.0;4843.0;6898.0;8.0;7.2;8.6;93.4;95.1;91.7;5313.0;3972.0;1341.0;982.0;544.0;438.0;33.0;39.0;6.0;6328.0
2283;66 Overige financiële dienstverlening;2016;11122.0;4867.0;6255.0;11880.0;5148.0;6758.0;1.5;6.3;-2.0;93.6;94.5;92.6;5330.0;3936.0;1394.0;889.0;554.0;335.0;36.0;44.0;8.0;6255.0
2284;66 Overige financiële dienstverlening;2017;11688.0;5202.0;6486.0;12346.0;5488.0;6882.0;3.9;6.6;1.8;94.7;94.8;94.2;5587.0;4089.0;1498.0;846.0;574.0;272.0;53.0;61.0;8.0;6486.0
2285;66 Overige financiële dienstverlening;2018;12518.0;5484.0;7034.0;13015.0;5677.0;7364.0;5.4;3.4;7.0;96.2;96.6;95.5;5786.0;4261.0;1525.0;1193.0;609.0;584.0;55.0;64.0;9.0;7034.0
2286;66 Overige financiële dienstverlening;2019;13571.0;5878.0;7693.0;13804.0;6030.0;7802.0;6.1;6.2;5.9;98.3;97.5;98.6;6093.0;4511.0;1582.0;1542.0;637.0;905.0;58.0;67.0;9.0;7693.0
2287;66 Overige financiële dienstverlening;2020;17297.0;6472.0;10825.0;16287.0;6609.0;9705.0;18.0;9.6;24.4;106.2;97.9;111.5;6357.0;4719.0;1638.0;4444.0;657.0;3787.0;24.0;80.0;56.0;10825.0
2288;66 Overige financiële dienstverlening;2021;16868.0;6616.0;10252.0;16868.0;6616.0;10252.0;3.6;0.1;5.6;100.0;100.0;100.0;6958.0;5141.0;1817.0;3284.0;673.0;2611.0;10.0;77.0;67.0;10252.0
2289;66 Overige financiële dienstverlening;2022;18882.0;7179.0;11703.0;17342.0;6513.0;10829.0;2.8;-1.6;5.6;108.9;110.2;108.1;7357.0;5642.0;1715.0;4274.0;718.0;3556.0;72.0;97.0;25.0;11703.0
2290;66 Overige financiële dienstverlening;2023;20775.0;8142.0;12633.0;17784.0;6879.0;10901.0;2.5;5.6;0.7;116.8;118.4;115.9;7814.0;6054.0;1760.0;4744.0;;;75.0;101.0;26.0;12633.0
2291;L Verhuur en handel van onroerend goed;1995;34523.0;11797.0;22726.0;64378.0;25670.0;37534.0;;;;53.6;46.0;60.5;1746.0;1355.0;391.0;20088.0;9389.0;10699.0;892.0;902.0;10.0;22726.0
2292;L Verhuur en handel van onroerend goed;1996;37003.0;12643.0;24360.0;66194.0;26776.0;38304.0;2.8;4.3;2.1;55.9;47.2;63.6;1846.0;1421.0;425.0;21568.0;10122.0;11446.0;946.0;958.0;12.0;24360.0
2293;L Verhuur en handel van onroerend goed;1997;39831.0;13451.0;26380.0;68815.0;28116.0;39612.0;4.0;5.0;3.4;57.9;47.8;66.6;1941.0;1523.0;418.0;23469.0;10822.0;12647.0;970.0;981.0;11.0;26380.0
2294;L Verhuur en handel van onroerend goed;1998;42421.0;14006.0;28415.0;70931.0;29513.0;40448.0;3.1;5.0;2.1;59.8;47.5;70.3;2192.0;1600.0;592.0;25208.0;11708.0;13500.0;1015.0;1026.0;11.0;28415.0
2295;L Verhuur en handel van onroerend goed;1999;45200.0;15041.0;30159.0;73058.0;31106.0;41183.0;3.0;5.4;1.8;61.9;48.4;73.2;2404.0;1743.0;661.0;26709.0;12744.0;13965.0;1046.0;1060.0;14.0;30159.0
2296;L Verhuur en handel van onroerend goed;2000;47807.0;15269.0;32538.0;74721.0;32295.0;41803.0;2.3;3.8;1.5;64.0;47.3;77.8;2671.0;1900.0;771.0;28742.0;14125.0;14617.0;1125.0;1139.0;14.0;32538.0
2297;L Verhuur en handel van onroerend goed;2001;49970.0;23214.0;26756.0;75836.0;33259.0;42133.0;1.5;3.0;0.8;65.9;69.8;63.5;2740.0;2032.0;708.0;22803.0;15699.0;7104.0;1213.0;1233.0;20.0;26756.0
2298;L Verhuur en handel van onroerend goed;2002;52889.0;23970.0;28919.0;77865.0;35170.0;42138.0;2.7;5.7;0.0;67.9;68.2;68.6;2949.0;2212.0;737.0;24678.0;17194.0;7484.0;1292.0;1312.0;20.0;28919.0
2299;L Verhuur en handel van onroerend goed;2003;55319.0;23639.0;31680.0;79237.0;36827.0;41850.0;1.8;4.7;-0.7;69.8;64.2;75.7;3205.0;2334.0;871.0;27075.0;18507.0;8568.0;1400.0;1419.0;19.0;31680.0
2300;L Verhuur en handel van onroerend goed;2004;58329.0;24023.0;34306.0;81596.0;38692.0;42445.0;3.0;5.1;1.4;71.5;62.1;80.8;3171.0;2392.0;779.0;29666.0;19629.0;10037.0;1469.0;1495.0;26.0;34306.0
2301;L Verhuur en handel van onroerend goed;2005;61030.0;25716.0;35314.0;83682.0;40223.0;43113.0;2.6;4.0;1.6;72.9;63.9;81.9;3223.0;2461.0;762.0;30554.0;20765.0;9789.0;1537.0;1561.0;24.0;35314.0
2302;L Verhuur en handel van onroerend goed;2006;63906.0;23349.0;40557.0;85637.0;41492.0;43864.0;2.3;3.2;1.7;74.6;56.3;92.5;3304.0;2560.0;744.0;35747.0;22240.0;13507.0;1506.0;1530.0;24.0;40557.0
2303;L Verhuur en handel van onroerend goed;2007;66496.0;20852.0;45644.0;87042.0;42864.0;44163.0;1.6;3.3;0.7;76.4;48.6;103.4;3485.0;2705.0;780.0;40596.0;23548.0;17048.0;1563.0;1590.0;27.0;45644.0
2304;L Verhuur en handel van onroerend goed;2008;68840.0;22000.0;46840.0;88403.0;43949.0;44658.0;1.6;2.5;1.1;77.9;50.1;104.9;3715.0;2864.0;851.0;41431.0;25077.0;16354.0;1694.0;1723.0;29.0;46840.0
2305;L Verhuur en handel van onroerend goed;2009;69738.0;32293.0;37445.0;87917.0;43206.0;44652.0;-0.5;-1.7;0.0;79.3;74.7;83.9;3744.0;2902.0;842.0;31930.0;26449.0;5481.0;1771.0;1812.0;41.0;37445.0
2306;L Verhuur en handel van onroerend goed;2010;71692.0;35904.0;35788.0;89023.0;42786.0;46072.0;1.3;-1.0;3.2;80.5;83.9;77.7;3641.0;2786.0;855.0;30322.0;27322.0;3000.0;1825.0;1878.0;53.0;35788.0
2307;L Verhuur en handel van onroerend goed;2011;72771.0;36158.0;36613.0;89507.0;43388.0;45924.0;0.5;1.4;-0.3;81.3;83.3;79.7;3673.0;2812.0;861.0;30947.0;26534.0;4413.0;1993.0;2022.0;29.0;36613.0
2308;L Verhuur en handel van onroerend goed;2012;73718.0;42018.0;31700.0;89687.0;43240.0;46262.0;0.2;-0.3;0.7;82.2;97.2;68.5;3654.0;2787.0;867.0;25973.0;25793.0;180.0;2073.0;2099.0;26.0;31700.0
2309;L Verhuur en handel van onroerend goed;2013;75179.0;41549.0;33630.0;89799.0;42910.0;46864.0;0.1;-0.8;1.3;83.7;96.8;71.8;3587.0;2761.0;826.0;27302.0;25667.0;1635.0;2741.0;2760.0;19.0;33630.0
2310;L Verhuur en handel van onroerend goed;2014;77928.0;42112.0;35816.0;90789.0;43230.0;47588.0;1.1;0.7;1.5;85.8;97.4;75.3;3537.0;2690.0;847.0;28433.0;25449.0;2984.0;3846.0;3863.0;17.0;35816.0
2311;L Verhuur en handel van onroerend goed;2015;80626.0;44349.0;36277.0;91913.0;43856.0;48059.0;1.2;1.4;1.0;87.7;101.1;75.5;3471.0;2691.0;780.0;29244.0;25267.0;3977.0;3562.0;3583.0;21.0;36277.0
2312;L Verhuur en handel van onroerend goed;2016;82341.0;44806.0;37535.0;92345.0;44079.0;48263.0;0.5;0.5;0.4;89.2;101.7;77.8;3505.0;2738.0;767.0;30251.0;25701.0;4550.0;3779.0;3796.0;17.0;37535.0
2313;L Verhuur en handel van onroerend goed;2017;84610.0;43109.0;41501.0;93333.0;44434.0;48932.0;1.1;0.8;1.4;90.7;97.0;84.8;3587.0;2811.0;776.0;34000.0;26335.0;7665.0;3914.0;3934.0;20.0;41501.0
2314;L Verhuur en handel van onroerend goed;2018;88091.0;42754.0;45337.0;94936.0;45294.0;49661.0;1.7;1.9;1.5;92.8;94.4;91.3;3761.0;2931.0;830.0;37283.0;27943.0;9340.0;4293.0;4311.0;18.0;45337.0
2315;L Verhuur en handel van onroerend goed;2019;91215.0;45111.0;46104.0;95718.0;45625.0;50114.0;0.8;0.7;0.9;95.3;98.9;92.0;3942.0;3055.0;887.0;38046.0;29795.0;8251.0;4116.0;4140.0;24.0;46104.0
2316;L Verhuur en handel van onroerend goed;2020;93433.0;45900.0;47533.0;95441.0;45746.0;49697.0;-0.3;0.3;-0.8;97.9;100.3;95.6;4115.0;3188.0;927.0;39050.0;32002.0;7048.0;4368.0;4483.0;115.0;47533.0
2317;L Verhuur en handel van onroerend goed;2021;97473.0;46761.0;50712.0;97473.0;46761.0;50712.0;2.1;2.2;2.0;100.0;100.0;100.0;4199.0;3311.0;888.0;42018.0;34512.0;7506.0;4495.0;4656.0;161.0;50712.0
2318;L Verhuur en handel van onroerend goed;2022;102655.0;41205.0;61450.0;99561.0;47018.0;52543.0;2.1;0.5;3.6;103.1;87.6;117.0;4451.0;3492.0;959.0;53250.0;38101.0;15149.0;3749.0;3849.0;100.0;61450.0
2319;L Verhuur en handel van onroerend goed;2023;107895.0;31268.0;76627.0;100846.0;47013.0;53679.0;1.3;0.0;2.2;107.0;66.5;142.7;4728.0;3721.0;1007.0;68814.0;40092.0;28722.0;3085.0;3180.0;95.0;76627.0
2320;68 Verhuur en handel van onroerend goed;1995;34523.0;11797.0;22726.0;64378.0;25670.0;37534.0;;;;53.6;46.0;60.5;1746.0;1355.0;391.0;20088.0;9389.0;10699.0;892.0;902.0;10.0;22726.0
2321;68 Verhuur en handel van onroerend goed;1996;37003.0;12643.0;24360.0;66194.0;26776.0;38304.0;2.8;4.3;2.1;55.9;47.2;63.6;1846.0;1421.0;425.0;21568.0;10122.0;11446.0;946.0;958.0;12.0;24360.0
2322;68 Verhuur en handel van onroerend goed;1997;39831.0;13451.0;26380.0;68815.0;28116.0;39612.0;4.0;5.0;3.4;57.9;47.8;66.6;1941.0;1523.0;418.0;23469.0;10822.0;12647.0;970.0;981.0;11.0;26380.0
2323;68 Verhuur en handel van onroerend goed;1998;42421.0;14006.0;28415.0;70931.0;29513.0;40448.0;3.1;5.0;2.1;59.8;47.5;70.3;2192.0;1600.0;592.0;25208.0;11708.0;13500.0;1015.0;1026.0;11.0;28415.0
2324;68 Verhuur en handel van onroerend goed;1999;45200.0;15041.0;30159.0;73058.0;31106.0;41183.0;3.0;5.4;1.8;61.9;48.4;73.2;2404.0;1743.0;661.0;26709.0;12744.0;13965.0;1046.0;1060.0;14.0;30159.0
2325;68 Verhuur en handel van onroerend goed;2000;47807.0;15269.0;32538.0;74721.0;32295.0;41803.0;2.3;3.8;1.5;64.0;47.3;77.8;2671.0;1900.0;771.0;28742.0;14125.0;14617.0;1125.0;1139.0;14.0;32538.0
2326;68 Verhuur en handel van onroerend goed;2001;49970.0;23214.0;26756.0;75836.0;33259.0;42133.0;1.5;3.0;0.8;65.9;69.8;63.5;2740.0;2032.0;708.0;22803.0;15699.0;7104.0;1213.0;1233.0;20.0;26756.0
2327;68 Verhuur en handel van onroerend goed;2002;52889.0;23970.0;28919.0;77865.0;35170.0;42138.0;2.7;5.7;0.0;67.9;68.2;68.6;2949.0;2212.0;737.0;24678.0;17194.0;7484.0;1292.0;1312.0;20.0;28919.0
2328;68 Verhuur en handel van onroerend goed;2003;55319.0;23639.0;31680.0;79237.0;36827.0;41850.0;1.8;4.7;-0.7;69.8;64.2;75.7;3205.0;2334.0;871.0;27075.0;18507.0;8568.0;1400.0;1419.0;19.0;31680.0
2329;68 Verhuur en handel van onroerend goed;2004;58329.0;24023.0;34306.0;81596.0;38692.0;42445.0;3.0;5.1;1.4;71.5;62.1;80.8;3171.0;2392.0;779.0;29666.0;19629.0;10037.0;1469.0;1495.0;26.0;34306.0
2330;68 Verhuur en handel van onroerend goed;2005;61030.0;25716.0;35314.0;83682.0;40223.0;43113.0;2.6;4.0;1.6;72.9;63.9;81.9;3223.0;2461.0;762.0;30554.0;20765.0;9789.0;1537.0;1561.0;24.0;35314.0
2331;68 Verhuur en handel van onroerend goed;2006;63906.0;23349.0;40557.0;85637.0;41492.0;43864.0;2.3;3.2;1.7;74.6;56.3;92.5;3304.0;2560.0;744.0;35747.0;22240.0;13507.0;1506.0;1530.0;24.0;40557.0
2332;68 Verhuur en handel van onroerend goed;2007;66496.0;20852.0;45644.0;87042.0;42864.0;44163.0;1.6;3.3;0.7;76.4;48.6;103.4;3485.0;2705.0;780.0;40596.0;23548.0;17048.0;1563.0;1590.0;27.0;45644.0
2333;68 Verhuur en handel van onroerend goed;2008;68840.0;22000.0;46840.0;88403.0;43949.0;44658.0;1.6;2.5;1.1;77.9;50.1;104.9;3715.0;2864.0;851.0;41431.0;25077.0;16354.0;1694.0;1723.0;29.0;46840.0
2334;68 Verhuur en handel van onroerend goed;2009;69738.0;32293.0;37445.0;87917.0;43206.0;44652.0;-0.5;-1.7;0.0;79.3;74.7;83.9;3744.0;2902.0;842.0;31930.0;26449.0;5481.0;1771.0;1812.0;41.0;37445.0
2335;68 Verhuur en handel van onroerend goed;2010;71692.0;35904.0;35788.0;89023.0;42786.0;46072.0;1.3;-1.0;3.2;80.5;83.9;77.7;3641.0;2786.0;855.0;30322.0;27322.0;3000.0;1825.0;1878.0;53.0;35788.0
2336;68 Verhuur en handel van onroerend goed;2011;72771.0;36158.0;36613.0;89507.0;43388.0;45924.0;0.5;1.4;-0.3;81.3;83.3;79.7;3673.0;2812.0;861.0;30947.0;26534.0;4413.0;1993.0;2022.0;29.0;36613.0
2337;68 Verhuur en handel van onroerend goed;2012;73718.0;42018.0;31700.0;89687.0;43240.0;46262.0;0.2;-0.3;0.7;82.2;97.2;68.5;3654.0;2787.0;867.0;25973.0;25793.0;180.0;2073.0;2099.0;26.0;31700.0
2338;68 Verhuur en handel van onroerend goed;2013;75179.0;41549.0;33630.0;89799.0;42910.0;46864.0;0.1;-0.8;1.3;83.7;96.8;71.8;3587.0;2761.0;826.0;27302.0;25667.0;1635.0;2741.0;2760.0;19.0;33630.0
2339;68 Verhuur en handel van onroerend goed;2014;77928.0;42112.0;35816.0;90789.0;43230.0;47588.0;1.1;0.7;1.5;85.8;97.4;75.3;3537.0;2690.0;847.0;28433.0;25449.0;2984.0;3846.0;3863.0;17.0;35816.0
2340;68 Verhuur en handel van onroerend goed;2015;80626.0;44349.0;36277.0;91913.0;43856.0;48059.0;1.2;1.4;1.0;87.7;101.1;75.5;3471.0;2691.0;780.0;29244.0;25267.0;3977.0;3562.0;3583.0;21.0;36277.0
2341;68 Verhuur en handel van onroerend goed;2016;82341.0;44806.0;37535.0;92345.0;44079.0;48263.0;0.5;0.5;0.4;89.2;101.7;77.8;3505.0;2738.0;767.0;30251.0;25701.0;4550.0;3779.0;3796.0;17.0;37535.0
2342;68 Verhuur en handel van onroerend goed;2017;84610.0;43109.0;41501.0;93333.0;44434.0;48932.0;1.1;0.8;1.4;90.7;97.0;84.8;3587.0;2811.0;776.0;34000.0;26335.0;7665.0;3914.0;3934.0;20.0;41501.0
2343;68 Verhuur en handel van onroerend goed;2018;88091.0;42754.0;45337.0;94936.0;45294.0;49661.0;1.7;1.9;1.5;92.8;94.4;91.3;3761.0;2931.0;830.0;37283.0;27943.0;9340.0;4293.0;4311.0;18.0;45337.0
2344;68 Verhuur en handel van onroerend goed;2019;91215.0;45111.0;46104.0;95718.0;45625.0;50114.0;0.8;0.7;0.9;95.3;98.9;92.0;3942.0;3055.0;887.0;38046.0;29795.0;8251.0;4116.0;4140.0;24.0;46104.0
2345;68 Verhuur en handel van onroerend goed;2020;93433.0;45900.0;47533.0;95441.0;45746.0;49697.0;-0.3;0.3;-0.8;97.9;100.3;95.6;4115.0;3188.0;927.0;39050.0;32002.0;7048.0;4368.0;4483.0;115.0;47533.0
2346;68 Verhuur en handel van onroerend goed;2021;97473.0;46761.0;50712.0;97473.0;46761.0;50712.0;2.1;2.2;2.0;100.0;100.0;100.0;4199.0;3311.0;888.0;42018.0;34512.0;7506.0;4495.0;4656.0;161.0;50712.0
2347;68 Verhuur en handel van onroerend goed;2022;102655.0;41205.0;61450.0;99561.0;47018.0;52543.0;2.1;0.5;3.6;103.1;87.6;117.0;4451.0;3492.0;959.0;53250.0;38101.0;15149.0;3749.0;3849.0;100.0;61450.0
2348;68 Verhuur en handel van onroerend goed;2023;107895.0;31268.0;76627.0;100846.0;47013.0;53679.0;1.3;0.0;2.2;107.0;66.5;142.7;4728.0;3721.0;1007.0;68814.0;;;3085.0;3180.0;95.0;76627.0
2349;M-N Zakelijke dienstverlening;1995;58411.0;25695.0;32716.0;98257.0;39311.0;59296.0;;;;59.4;65.4;55.2;22236.0;19519.0;2717.0;10892.0;3556.0;7336.0;-412.0;290.0;702.0;32716.0
2350;M-N Zakelijke dienstverlening;1996;65264.0;28535.0;36729.0;107307.0;42816.0;64895.0;9.2;8.9;9.4;60.8;66.6;56.6;24500.0;21475.0;3025.0;12686.0;3639.0;9047.0;-457.0;297.0;754.0;36729.0
2351;M-N Zakelijke dienstverlening;1997;71958.0;31670.0;40288.0;115796.0;46854.0;69263.0;7.9;9.4;6.7;62.1;67.6;58.2;27371.0;23975.0;3396.0;13518.0;3888.0;9630.0;-601.0;279.0;880.0;40288.0
2352;M-N Zakelijke dienstverlening;1998;78681.0;34648.0;44033.0;123124.0;50288.0;73102.0;6.3;7.3;5.5;63.9;68.9;60.2;30148.0;24451.0;5697.0;14651.0;4179.0;10472.0;-766.0;295.0;1061.0;44033.0
2353;M-N Zakelijke dienstverlening;1999;86478.0;37866.0;48612.0;132234.0;53879.0;78660.0;7.4;7.1;7.6;65.4;70.3;61.8;33137.0;26716.0;6421.0;16294.0;4541.0;11753.0;-819.0;362.0;1181.0;48612.0
2354;M-N Zakelijke dienstverlening;2000;95649.0;42606.0;53043.0;140802.0;58593.0;82365.0;6.5;8.7;4.7;67.9;72.7;64.4;36876.0;29191.0;7685.0;17014.0;5078.0;11936.0;-847.0;412.0;1259.0;53043.0
2355;M-N Zakelijke dienstverlening;2001;104304.0;45655.0;58649.0;146584.0;60600.0;86198.0;4.1;3.4;4.7;71.2;75.3;68.0;39021.0;31486.0;7535.0;20519.0;5590.0;14929.0;-891.0;425.0;1316.0;58649.0
2356;M-N Zakelijke dienstverlening;2002;104348.0;45359.0;58989.0;141162.0;58123.0;83270.0;-3.7;-4.1;-3.4;73.9;78.0;70.8;39880.0;32172.0;7708.0;19993.0;5990.0;14003.0;-884.0;424.0;1308.0;58989.0
2357;M-N Zakelijke dienstverlening;2003;103929.0;45013.0;58916.0;136727.0;56150.0;80815.0;-3.1;-3.4;-2.9;76.0;80.2;72.9;40180.0;32037.0;8143.0;19685.0;6295.0;13390.0;-949.0;446.0;1395.0;58916.0
2358;M-N Zakelijke dienstverlening;2004;107400.0;46714.0;60686.0;137536.0;57086.0;80630.0;0.6;1.7;-0.2;78.1;81.8;75.3;40911.0;32653.0;8258.0;20780.0;6554.0;14226.0;-1005.0;461.0;1466.0;60686.0
2359;M-N Zakelijke dienstverlening;2005;113119.0;49076.0;64043.0;141612.0;58533.0;83286.0;3.0;2.5;3.3;79.9;83.8;76.9;42387.0;34121.0;8266.0;22580.0;6863.0;15717.0;-924.0;512.0;1436.0;64043.0
2360;M-N Zakelijke dienstverlening;2006;121538.0;51748.0;69790.0;148729.0;60660.0;88359.0;5.0;3.6;6.1;81.7;85.3;79.0;45269.0;36865.0;8404.0;25482.0;7230.0;18252.0;-961.0;559.0;1520.0;69790.0
2361;M-N Zakelijke dienstverlening;2007;131235.0;54626.0;76609.0;155397.0;62530.0;93238.0;4.5;3.1;5.5;84.5;87.4;82.2;49520.0;40425.0;9095.0;28069.0;8110.0;19959.0;-980.0;578.0;1558.0;76609.0
2362;M-N Zakelijke dienstverlening;2008;142006.0;59200.0;82806.0;163963.0;66014.0;98338.0;5.5;5.6;5.5;86.6;89.7;84.2;53278.0;43222.0;10056.0;30555.0;8944.0;21611.0;-1027.0;637.0;1664.0;82806.0
2363;M-N Zakelijke dienstverlening;2009;137695.0;56627.0;81068.0;157138.0;63257.0;94255.0;-4.2;-4.2;-4.2;87.6;89.5;86.0;52029.0;42470.0;9559.0;30138.0;9119.0;21019.0;-1099.0;710.0;1809.0;81068.0
2364;M-N Zakelijke dienstverlening;2010;136466.0;56793.0;79673.0;155156.0;62948.0;92556.0;-1.3;-0.5;-1.8;88.0;90.2;86.1;50869.0;41256.0;9613.0;30072.0;8984.0;21088.0;-1268.0;771.0;2039.0;79673.0
2365;M-N Zakelijke dienstverlening;2011;144418.0;61684.0;82734.0;162711.0;67551.0;95453.0;4.9;7.3;3.1;88.8;91.3;86.7;52877.0;42876.0;10001.0;31097.0;8952.0;22145.0;-1240.0;743.0;1983.0;82734.0
2366;M-N Zakelijke dienstverlening;2012;151817.0;68406.0;83411.0;170848.0;74639.0;96318.0;5.0;10.5;0.9;88.9;91.6;86.6;53558.0;43161.0;10397.0;30897.0;9130.0;21767.0;-1044.0;755.0;1799.0;83411.0
2367;M-N Zakelijke dienstverlening;2013;154334.0;70123.0;84211.0;172410.0;76165.0;96306.0;0.9;2.0;0.0;89.5;92.1;87.4;53797.0;43579.0;10218.0;31191.0;9784.0;21407.0;-777.0;914.0;1691.0;84211.0
2368;M-N Zakelijke dienstverlening;2014;162781.0;74260.0;88521.0;181381.0;80832.0;100575.0;5.2;6.1;4.4;89.7;91.9;88.0;55627.0;44454.0;11173.0;33578.0;10185.0;23393.0;-684.0;1017.0;1701.0;88521.0
2369;M-N Zakelijke dienstverlening;2015;174670.0;78782.0;95888.0;193360.0;86030.0;107364.0;6.6;6.4;6.7;90.3;91.6;89.3;57294.0;46641.0;10653.0;39403.0;10371.0;29032.0;-809.0;892.0;1701.0;95888.0
2370;M-N Zakelijke dienstverlening;2016;185732.0;82980.0;102752.0;204191.0;90600.0;113633.0;5.6;5.3;5.8;91.0;91.6;90.4;60678.0;49265.0;11413.0;43017.0;11047.0;31970.0;-943.0;883.0;1826.0;102752.0
2371;M-N Zakelijke dienstverlening;2017;199552.0;90454.0;109098.0;216367.0;97645.0;118746.0;6.0;7.8;4.5;92.2;92.6;91.9;64225.0;52219.0;12006.0;45954.0;11442.0;34512.0;-1081.0;885.0;1966.0;109098.0
2372;M-N Zakelijke dienstverlening;2018;218500.0;102447.0;116053.0;231470.0;108392.0;123070.0;7.0;11.0;3.6;94.4;94.5;94.3;68669.0;55536.0;13133.0;48659.0;12381.0;36278.0;-1275.0;875.0;2150.0;116053.0
2373;M-N Zakelijke dienstverlening;2019;233407.0;109613.0;123794.0;241026.0;113538.0;127480.0;4.1;4.7;3.6;96.8;96.5;97.1;71874.0;57809.0;14065.0;53270.0;13298.0;39972.0;-1350.0;918.0;2268.0;123794.0
2374;M-N Zakelijke dienstverlening;2020;221396.0;103928.0;117468.0;225796.0;106705.0;119084.0;-6.3;-6.0;-6.6;98.1;97.4;98.6;71488.0;57040.0;14448.0;49955.0;14011.0;35944.0;-3975.0;958.0;4933.0;117468.0
2375;M-N Zakelijke dienstverlening;2021;249515.0;118481.0;131034.0;249515.0;118481.0;131034.0;10.5;11.0;10.0;100.0;100.0;100.0;75020.0;60512.0;14508.0;59490.0;14822.0;44668.0;-3476.0;1101.0;4577.0;131034.0
2376;M-N Zakelijke dienstverlening;2022;286252.0;140921.0;145331.0;272996.0;131960.0;141036.0;9.4;11.4;7.6;104.9;106.8;103.0;82027.0;65722.0;16305.0;65390.0;15774.0;49616.0;-2086.0;1037.0;3123.0;145331.0
2377;M-N Zakelijke dienstverlening;2023;316921.0;156384.0;160537.0;283253.0;138756.0;144431.0;3.8;5.1;2.4;111.9;112.7;111.2;87738.0;70503.0;17235.0;74987.0;16725.0;58262.0;-2188.0;1133.0;3321.0;160537.0
2378;M Specialistische zakelijke diensten;1995;39225.0;18576.0;20649.0;63247.0;27854.0;35478.0;;;;62.0;66.7;58.2;14101.0;12441.0;1660.0;7111.0;1869.0;5242.0;-563.0;84.0;647.0;20649.0
2379;M Specialistische zakelijke diensten;1996;43095.0;20558.0;22537.0;67857.0;30196.0;37707.0;7.3;8.4;6.3;63.5;68.1;59.8;15015.0;13268.0;1747.0;8089.0;1906.0;6183.0;-567.0;82.0;649.0;22537.0
