ID;Brandstofsoort;LeeftijdVoertuig;Eigendomssituatie;Perioden;TotaalKilometersInNederland_1;KilometersDoorNederlandseVoertuigen_2;KilometersDoorBuitenlandseVoertuigen_3;TotaalKilometers_4;KilometersInNederland_5;KilometersInHetBuitenland_6;TotaalGemiddeldJaarkilometrage_7;GemiddeldJaarkilometrageInNederland_8;GemiddeldJaarkilometrageInBuitenland_9;NederlandsePersonenautoSInGebruik_10
19;Totaal;Voertuig 0 jaar oud;Totaal;2019;4776.0;4531.1;244.9;5307.8;4531.1;776.6;11884;10145;1739;446631
20;Totaal;Voertuig 0 jaar oud;Totaal;2020;2596.9;2502.6;94.4;2821.4;2502.6;318.8;8013;7107;905;352115
21;Totaal;Voertuig 0 jaar oud;Totaal;2021;2866.9;2768.4;98.5;3116.3;2768.4;347.8;9548;8482;1066;326377
22;Totaal;Voertuig 0 jaar oud;Totaal;2022;2843.3;2707.2;136.1;3173.9;2707.2;466.7;10099;8614;1485;314267
23;Totaal;Voertuig 0 jaar oud;Totaal;2023;3857.4;3660.1;197.3;4304.2;3660.1;644.1;11664;9918;1745;369020
24;Totaal;Voertuig 0 jaar oud;Particulier;2018;1597.3;1516.2;81.1;1758.0;1516.2;241.8;8665;7473;1192;202873
25;Totaal;Voertuig 0 jaar oud;Particulier;2019;1334.9;1266.4;68.4;1483.5;1266.4;217.1;8285;7073;1212;179053
26;Totaal;Voertuig 0 jaar oud;Particulier;2020;835.8;805.4;30.4;908.0;805.4;102.6;6046;5363;683;150187
27;Totaal;Voertuig 0 jaar oud;Particulier;2021;900.6;869.7;30.9;979.0;869.7;109.3;7150;6352;798;136910
28;Totaal;Voertuig 0 jaar oud;Particulier;2022;885.0;842.6;42.4;987.9;842.6;145.3;7690;6559;1131;128469
29;Totaal;Voertuig 0 jaar oud;Particulier;2023;988.7;938.1;50.6;1103.2;938.1;165.1;8406;7148;1258;131236
30;Totaal;Voertuig 0 jaar oud;Bedrijf;2018;3354.7;3184.3;170.3;3692.2;3184.3;507.9;15359;13246;2113;240390
31;Totaal;Voertuig 0 jaar oud;Bedrijf;2019;3441.2;3264.7;176.5;3824.3;3264.7;559.6;14292;12201;2091;267578
32;Totaal;Voertuig 0 jaar oud;Bedrijf;2020;1761.2;1697.2;64.0;1913.4;1697.2;216.2;9476;8405;1071;201928
33;Totaal;Voertuig 0 jaar oud;Bedrijf;2021;1966.3;1898.8;67.5;2137.3;1898.8;238.6;11281;10022;1259;189467
34;Totaal;Voertuig 0 jaar oud;Bedrijf;2022;1958.3;1864.6;93.8;2186.0;1864.6;321.4;11765;10035;1730;185798
35;Totaal;Voertuig 0 jaar oud;Bedrijf;2023;2868.7;2722.0;146.7;3201.0;2722.0;479.0;13462;11447;2014;237784
36;Totaal;Voertuig 1 jaar oud;Totaal;2018;8076.8;7666.7;410.1;8889.4;7666.7;1222.8;19774;17054;2720;449563
37;Totaal;Voertuig 1 jaar oud;Totaal;2019;8770.9;8321.1;449.8;9747.3;8321.1;1426.2;20020;17091;2929;486880
38;Totaal;Voertuig 1 jaar oud;Totaal;2020;7129.6;6870.5;259.0;7745.8;6870.5;875.2;15755;13975;1780;491641
39;Totaal;Voertuig 1 jaar oud;Totaal;2021;6030.3;5823.2;207.1;6554.9;5823.2;731.7;16274;14457;1817;402783
40;Totaal;Voertuig 1 jaar oud;Totaal;2022;6245.4;5946.4;299.0;6971.5;5946.4;1025.1;18465;15749;2715;377560
41;Totaal;Voertuig 1 jaar oud;Totaal;2023;6177.6;5861.6;316.0;6893.0;5861.6;1031.4;19101;16243;2858;360864
42;Totaal;Voertuig 1 jaar oud;Particulier;2018;3271.9;3105.8;166.1;3601.1;3105.8;495.3;13651;11774;1878;263790
43;Totaal;Voertuig 1 jaar oud;Particulier;2019;3332.0;3161.1;170.9;3702.9;3161.1;541.8;13480;11507;1972;274701
44;Totaal;Voertuig 1 jaar oud;Particulier;2020;2512.7;2421.4;91.3;2729.9;2421.4;308.5;10777;9560;1218;253298
45;Totaal;Voertuig 1 jaar oud;Particulier;2021;2231.9;2155.3;76.7;2426.1;2155.3;270.8;11530;10243;1287;210415
46;Totaal;Voertuig 1 jaar oud;Particulier;2022;2171.4;2067.4;104.0;2423.8;2067.4;356.4;12826;10940;1886;188970
47;Totaal;Voertuig 1 jaar oud;Particulier;2023;2190.3;2078.2;112.0;2443.9;2078.2;365.7;13376;11374;2001;182716
48;Totaal;Voertuig 1 jaar oud;Bedrijf;2018;4804.9;4560.9;244.0;5288.3;4560.9;727.4;28467;24551;3916;185773
49;Totaal;Voertuig 1 jaar oud;Bedrijf;2019;5438.9;5160.0;278.9;6044.4;5160.0;884.4;28487;24319;4168;212179
50;Totaal;Voertuig 1 jaar oud;Bedrijf;2020;4616.8;4449.1;167.7;5015.9;4449.1;566.8;21045;18667;2378;238343
51;Totaal;Voertuig 1 jaar oud;Bedrijf;2021;3798.4;3667.9;130.5;4128.8;3667.9;460.9;21463;19067;2396;192368
52;Totaal;Voertuig 1 jaar oud;Bedrijf;2022;4074.1;3879.0;195.1;4547.7;3879.0;668.7;24114;20568;3546;188590
53;Totaal;Voertuig 1 jaar oud;Bedrijf;2023;3987.3;3783.4;204.0;4449.1;3783.4;665.7;24974;21237;3737;178148
54;Totaal;Voertuig 2 jaar oud;Totaal;2018;7353.1;6979.7;373.4;8093.0;6979.7;1113.2;18909;16308;2601;428006
55;Totaal;Voertuig 2 jaar oud;Totaal;2019;8021.4;7610.0;411.3;8914.4;7610.0;1304.3;19091;16297;2793;466949
56;Totaal;Voertuig 2 jaar oud;Totaal;2020;7019.9;6764.8;255.1;7626.6;6764.8;861.8;15074;13370;1703;505955
57;Totaal;Voertuig 2 jaar oud;Totaal;2021;7876.0;7605.4;270.5;8561.0;7605.4;955.6;16396;14566;1830;522128
58;Totaal;Voertuig 2 jaar oud;Totaal;2022;6860.2;6531.8;328.5;7657.8;6531.8;1126.0;17890;15259;2631;428053
59;Totaal;Voertuig 2 jaar oud;Totaal;2023;6830.8;6481.4;349.4;7621.9;6481.4;1140.5;18374;15624;2749;414830
60;Totaal;Voertuig 2 jaar oud;Particulier;2018;3519.7;3341.0;178.7;3873.9;3341.0;532.9;13866;11959;1907;279382
61;Totaal;Voertuig 2 jaar oud;Particulier;2019;3732.4;3541.0;191.4;4147.9;3541.0;606.9;13760;11747;2013;301445
62;Totaal;Voertuig 2 jaar oud;Particulier;2020;3223.4;3106.3;117.1;3502.0;3106.3;395.7;11072;9821;1251;316299
63;Totaal;Voertuig 2 jaar oud;Particulier;2021;3264.8;3152.7;112.1;3548.8;3152.7;396.1;11785;10470;1315;301117
64;Totaal;Voertuig 2 jaar oud;Particulier;2022;2809.1;2674.6;134.5;3135.7;2674.6;461.1;12995;11084;1911;241298
65;Totaal;Voertuig 2 jaar oud;Particulier;2023;2804.0;2660.5;143.4;3128.7;2660.5;468.2;13143;11176;1967;238051
66;Totaal;Voertuig 2 jaar oud;Bedrijf;2018;3833.4;3638.8;194.6;4219.1;3638.8;580.4;28388;24483;3905;148624
67;Totaal;Voertuig 2 jaar oud;Bedrijf;2019;4289.0;4069.0;219.9;4766.5;4069.0;697.4;28800;24586;4214;165504
68;Totaal;Voertuig 2 jaar oud;Bedrijf;2020;3796.5;3658.6;137.9;4124.6;3658.6;466.1;21748;19291;2457;189656
69;Totaal;Voertuig 2 jaar oud;Bedrijf;2021;4611.1;4452.7;158.4;5012.2;4452.7;559.5;22679;20147;2531;221011
70;Totaal;Voertuig 2 jaar oud;Bedrijf;2022;4051.1;3857.1;194.0;4522.1;3857.1;664.9;24214;20654;3560;186755
71;Totaal;Voertuig 2 jaar oud;Bedrijf;2023;4026.9;3820.9;206.0;4493.2;3820.9;672.3;25417;21614;3803;176779
72;Totaal;Voertuig 3 jaar oud;Totaal;2018;9275.4;8804.4;471.0;10208.7;8804.4;1404.2;19991;17241;2750;510671
73;Totaal;Voertuig 3 jaar oud;Totaal;2019;7021.7;6661.6;360.1;7803.4;6661.6;1141.8;17592;15018;2574;443587
74;Totaal;Voertuig 3 jaar oud;Totaal;2020;6244.8;6017.9;226.9;6784.6;6017.9;766.6;14012;12429;1583;484194
75;Totaal;Voertuig 3 jaar oud;Totaal;2021;7204.1;6956.6;247.5;7830.7;6956.6;874.1;14690;13050;1640;533076
76;Totaal;Voertuig 3 jaar oud;Totaal;2022;8370.3;7969.5;400.8;9343.4;7969.5;1373.9;17211;14680;2531;542874
77;Totaal;Voertuig 3 jaar oud;Totaal;2023;7143.1;6777.7;365.4;7970.3;6777.7;1192.6;17499;14881;2619;455463
78;Totaal;Voertuig 3 jaar oud;Particulier;2018;3847.6;3652.2;195.4;4234.8;3652.2;582.5;13875;11966;1909;305207
79;Totaal;Voertuig 3 jaar oud;Particulier;2019;3837.1;3640.4;196.8;4264.3;3640.4;624.0;13646;11649;1997;312507
80;Totaal;Voertuig 3 jaar oud;Particulier;2020;3504.4;3377.1;127.3;3807.3;3377.1;430.2;11129;9871;1257;342122
81;Totaal;Voertuig 3 jaar oud;Particulier;2021;3857.0;3724.5;132.5;4192.5;3724.5;468.0;11534;10247;1287;363481
82;Totaal;Voertuig 3 jaar oud;Particulier;2022;3817.2;3634.4;182.8;4261.0;3634.4;626.5;12760;10884;1876;333940
83;Totaal;Voertuig 3 jaar oud;Particulier;2023;3313.9;3144.4;169.5;3697.7;3144.4;553.3;13166;11196;1970;280847
84;Totaal;Voertuig 3 jaar oud;Bedrijf;2018;5427.8;5152.2;275.6;5973.9;5152.2;821.7;29075;25076;3999;205464
85;Totaal;Voertuig 3 jaar oud;Bedrijf;2019;3184.5;3021.3;163.3;3539.1;3021.3;517.8;26999;23049;3951;131080
86;Totaal;Voertuig 3 jaar oud;Bedrijf;2020;2740.4;2640.8;99.6;2977.2;2640.8;336.4;20956;18588;2368;142072
87;Totaal;Voertuig 3 jaar oud;Bedrijf;2021;3347.1;3232.1;115.0;3638.2;3232.1;406.1;21452;19058;2395;169595
88;Totaal;Voertuig 3 jaar oud;Bedrijf;2022;4553.1;4335.1;218.0;5082.4;4335.1;747.3;24325;20749;3577;208934
89;Totaal;Voertuig 3 jaar oud;Bedrijf;2023;3829.1;3633.3;195.9;4272.6;3633.3;639.3;24468;20807;3661;174616
90;Totaal;Voertuig 4 jaar oud;Totaal;2018;6841.7;6494.3;347.4;7530.1;6494.3;1035.8;16823;14509;2314;447620
91;Totaal;Voertuig 4 jaar oud;Totaal;2019;8318.6;7892.0;426.6;9244.7;7892.0;1352.7;17805;15200;2605;519226
92;Totaal;Voertuig 4 jaar oud;Totaal;2020;5288.8;5096.7;192.2;5745.9;5096.7;649.3;12579;11158;1421;456782
93;Totaal;Voertuig 4 jaar oud;Totaal;2021;6204.5;5991.3;213.1;6744.1;5991.3;752.8;13304;11819;1485;506935
94;Totaal;Voertuig 4 jaar oud;Totaal;2022;7338.4;6987.1;351.4;8191.6;6987.1;1204.5;14884;12696;2189;550354
95;Totaal;Voertuig 4 jaar oud;Totaal;2023;8069.8;7657.0;412.8;9004.3;7657.0;1347.4;16055;13652;2402;560860
96;Totaal;Voertuig 4 jaar oud;Particulier;2018;4327.4;4107.7;219.7;4762.8;4107.7;655.2;14046;12114;1932;339086
97;Totaal;Voertuig 4 jaar oud;Particulier;2019;4364.2;4140.4;223.8;4850.1;4140.4;709.7;13829;11805;2023;350728
98;Totaal;Voertuig 4 jaar oud;Particulier;2020;3554.4;3425.3;129.1;3861.6;3425.3;436.3;10858;9631;1227;355631
99;Totaal;Voertuig 4 jaar oud;Particulier;2021;4228.9;4083.7;145.3;4596.8;4083.7;513.1;11587;10294;1293;396720
100;Totaal;Voertuig 4 jaar oud;Particulier;2022;4551.4;4333.5;217.9;5080.6;4333.5;747.1;12465;10632;1833;407596
101;Totaal;Voertuig 4 jaar oud;Particulier;2023;4422.8;4196.5;226.2;4935.0;4196.5;738.4;12801;10885;1915;385525
102;Totaal;Voertuig 4 jaar oud;Bedrijf;2018;2514.3;2386.6;127.7;2767.3;2386.6;380.6;25497;21989;3507;108534
103;Totaal;Voertuig 4 jaar oud;Bedrijf;2019;3954.3;3751.6;202.8;4394.6;3751.6;643.0;26081;22265;3816;168498
104;Totaal;Voertuig 4 jaar oud;Bedrijf;2020;1734.4;1671.4;63.0;1884.3;1671.4;212.9;18629;16524;2105;101151
105;Totaal;Voertuig 4 jaar oud;Bedrijf;2021;1975.5;1907.7;67.9;2147.4;1907.7;239.7;19483;17309;2175;110215
106;Totaal;Voertuig 4 jaar oud;Bedrijf;2022;2787.0;2653.6;133.4;3111.0;2653.6;457.4;21792;18588;3204;142758
107;Totaal;Voertuig 4 jaar oud;Bedrijf;2023;3647.0;3460.4;186.6;4069.3;3460.4;608.9;23209;19736;3473;175335
108;Totaal;Voertuig 5 jaar oud;Totaal;2018;6480.0;6151.0;329.0;7132.0;6151.0;981.0;15363;13250;2113;464227
109;Totaal;Voertuig 5 jaar oud;Totaal;2019;6090.9;5778.6;312.3;6769.0;5778.6;990.4;15161;12942;2218;446479
110;Totaal;Voertuig 5 jaar oud;Totaal;2020;5999.8;5781.8;218.0;6518.4;5781.8;736.5;12786;11341;1445;509811
111;Totaal;Voertuig 5 jaar oud;Totaal;2021;5281.4;5100.0;181.4;5740.8;5100.0;640.8;12347;10969;1378;464954
112;Totaal;Voertuig 5 jaar oud;Totaal;2022;6266.2;5966.1;300.0;6994.6;5966.1;1028.5;13686;11674;2012;511071
113;Totaal;Voertuig 5 jaar oud;Totaal;2023;6942.0;6586.9;355.1;7745.9;6586.9;1159.1;14000;11905;2095;553262
114;Totaal;Voertuig 5 jaar oud;Particulier;2018;5266.5;4999.1;267.4;5796.4;4999.1;797.3;14465;12476;1990;400708
115;Totaal;Voertuig 5 jaar oud;Particulier;2019;4899.3;4648.0;251.2;5444.7;4648.0;796.7;14196;12119;2077;383547
116;Totaal;Voertuig 5 jaar oud;Particulier;2020;4454.7;4292.8;161.8;4839.7;4292.8;546.9;11759;10430;1329;411579
117;Totaal;Voertuig 5 jaar oud;Particulier;2021;4295.9;4148.3;147.6;4669.5;4148.3;521.2;11602;10307;1295;402478
118;Totaal;Voertuig 5 jaar oud;Particulier;2022;4974.5;4736.4;238.2;5552.9;4736.4;816.5;12696;10829;1867;437388
119;Totaal;Voertuig 5 jaar oud;Particulier;2023;5328.5;5055.9;272.6;5945.6;5055.9;889.7;12925;10991;1934;459990
120;Totaal;Voertuig 5 jaar oud;Bedrijf;2018;1213.5;1151.9;61.6;1335.6;1151.9;183.7;21027;18135;2892;63519
121;Totaal;Voertuig 5 jaar oud;Bedrijf;2019;1191.6;1130.5;61.1;1324.3;1130.5;193.8;21043;17964;3079;62932
122;Totaal;Voertuig 5 jaar oud;Bedrijf;2020;1545.1;1489.0;56.1;1678.7;1489.0;189.7;17089;15158;1931;98232
123;Totaal;Voertuig 5 jaar oud;Bedrijf;2021;985.6;951.7;33.9;1071.3;951.7;119.6;17148;15233;1914;62476
124;Totaal;Voertuig 5 jaar oud;Bedrijf;2022;1291.6;1229.8;61.8;1441.8;1229.8;212.0;19567;16690;2877;73683
125;Totaal;Voertuig 5 jaar oud;Bedrijf;2023;1613.5;1530.9;82.5;1800.3;1530.9;269.4;19302;16414;2888;93272
126;Totaal;Voertuig 6 jaar oud;Totaal;2018;6987.5;6632.7;354.8;7690.5;6632.7;1057.9;14621;12610;2011;526002
127;Totaal;Voertuig 6 jaar oud;Totaal;2019;5994.3;5687.0;307.4;6661.7;5687.0;974.7;14577;12444;2133;456987
128;Totaal;Voertuig 6 jaar oud;Totaal;2020;4821.4;4646.2;175.2;5238.1;4646.2;591.9;11948;10598;1350;438392
129;Totaal;Voertuig 6 jaar oud;Totaal;2021;5766.6;5568.5;198.1;6268.2;5568.5;699.7;12683;11267;1416;494229
130;Totaal;Voertuig 6 jaar oud;Totaal;2022;5471.3;5209.3;262.0;6107.4;5209.3;898.0;13212;11270;1943;462247
131;Totaal;Voertuig 6 jaar oud;Totaal;2023;6100.6;5788.6;312.1;6807.1;5788.6;1018.6;13434;11424;2010;506723
132;Totaal;Voertuig 6 jaar oud;Particulier;2018;6391.3;6066.8;324.5;7034.4;6066.8;967.6;14260;12298;1962;493297
133;Totaal;Voertuig 6 jaar oud;Particulier;2019;5471.6;5191.0;280.6;6080.7;5191.0;889.7;14262;12175;2087;426349
134;Totaal;Voertuig 6 jaar oud;Particulier;2020;4404.1;4244.1;160.0;4784.8;4244.1;540.7;11700;10378;1322;408966
135;Totaal;Voertuig 6 jaar oud;Particulier;2021;5177.6;4999.8;177.8;5628.0;4999.8;628.2;12444;11055;1389;452267
136;Totaal;Voertuig 6 jaar oud;Particulier;2022;4878.8;4645.2;233.6;5446.0;4645.2;800.8;12759;10883;1876;426845
137;Totaal;Voertuig 6 jaar oud;Particulier;2023;5363.7;5089.3;274.4;5984.9;5089.3;895.5;12923;10989;1934;463131
138;Totaal;Voertuig 6 jaar oud;Bedrijf;2018;596.1;565.9;30.3;656.1;565.9;90.3;20062;17302;2760;32705
139;Totaal;Voertuig 6 jaar oud;Bedrijf;2019;522.8;496.0;26.8;581.0;496.0;85.0;18963;16188;2775;30638
140;Totaal;Voertuig 6 jaar oud;Bedrijf;2020;417.2;402.1;15.2;453.3;402.1;51.2;15404;13664;1741;29426
141;Totaal;Voertuig 6 jaar oud;Bedrijf;2021;589.0;568.7;20.2;640.2;568.7;71.5;15257;13554;1703;41962
142;Totaal;Voertuig 6 jaar oud;Bedrijf;2022;592.5;564.1;28.4;661.4;564.1;97.3;18682;15935;2747;35402
143;Totaal;Voertuig 6 jaar oud;Bedrijf;2023;736.9;699.2;37.7;822.3;699.2;123.0;18863;16041;2823;43592
144;Totaal;Voertuig 7 jaar oud;Totaal;2018;7338.3;6965.7;372.6;8076.7;6965.7;1111.0;14035;12104;1931;575483
145;Totaal;Voertuig 7 jaar oud;Totaal;2019;6743.8;6398.0;345.8;7494.6;6398.0;1096.6;14184;12108;2075;528396
146;Totaal;Voertuig 7 jaar oud;Totaal;2020;4973.7;4793.0;180.7;5403.6;4793.0;610.6;11771;10441;1330;459045
147;Totaal;Voertuig 7 jaar oud;Totaal;2021;4973.5;4802.7;170.8;5406.1;4802.7;603.4;12173;10814;1359;444099
148;Totaal;Voertuig 7 jaar oud;Totaal;2022;5923.2;5639.6;283.6;6611.8;5639.6;972.2;13562;11567;1994;487540
149;Totaal;Voertuig 7 jaar oud;Totaal;2023;5525.9;5243.2;282.7;6165.9;5243.2;922.6;13376;11374;2002;460968
150;Totaal;Voertuig 7 jaar oud;Particulier;2018;6945.7;6593.0;352.7;7644.5;6593.0;1051.5;13812;11912;1900;553473
151;Totaal;Voertuig 7 jaar oud;Particulier;2019;6331.6;6006.9;324.7;7036.5;6006.9;1029.6;13929;11891;2038;505168
152;Totaal;Voertuig 7 jaar oud;Particulier;2020;4682.3;4512.2;170.1;5087.0;4512.2;574.8;11590;10281;1310;438898
153;Totaal;Voertuig 7 jaar oud;Particulier;2021;4664.5;4504.3;160.2;5070.2;4504.3;565.9;11960;10625;1335;423932
154;Totaal;Voertuig 7 jaar oud;Particulier;2022;5493.5;5230.5;263.0;6132.2;5230.5;901.7;13279;11327;1953;461776
155;Totaal;Voertuig 7 jaar oud;Particulier;2023;5089.8;4829.5;260.4;5679.3;4829.5;849.8;13032;11082;1950;435791
156;Totaal;Voertuig 7 jaar oud;Bedrijf;2018;392.6;372.7;19.9;432.1;372.7;59.4;19634;16934;2701;22010
157;Totaal;Voertuig 7 jaar oud;Bedrijf;2019;412.2;391.1;21.1;458.1;391.1;67.0;19722;16836;2886;23228
158;Totaal;Voertuig 7 jaar oud;Bedrijf;2020;291.5;280.9;10.6;316.6;280.9;35.8;15716;13941;1776;20147
159;Totaal;Voertuig 7 jaar oud;Bedrijf;2021;309.0;298.4;10.6;335.9;298.4;37.5;16656;14797;1859;20167
160;Totaal;Voertuig 7 jaar oud;Bedrijf;2022;429.7;409.1;20.6;479.7;409.1;70.5;18618;15880;2738;25764
161;Totaal;Voertuig 7 jaar oud;Bedrijf;2023;436.1;413.8;22.3;486.6;413.8;72.8;19327;16435;2892;25177
162;Totaal;Voertuig 8 jaar oud;Totaal;2018;5936.1;5634.7;301.4;6533.4;5634.7;898.7;13011;11222;1790;502127
163;Totaal;Voertuig 8 jaar oud;Totaal;2019;7065.2;6702.9;362.3;7851.7;6702.9;1148.9;13599;11610;1990;577356
164;Totaal;Voertuig 8 jaar oud;Totaal;2020;5512.4;5312.1;200.3;5988.8;5312.1;676.7;11311;10033;1278;529467
165;Totaal;Voertuig 8 jaar oud;Totaal;2021;5101.2;4926.0;175.2;5544.9;4926.0;618.9;11937;10605;1332;464505
166;Totaal;Voertuig 8 jaar oud;Totaal;2022;5146.4;4900.0;246.4;5744.7;4900.0;844.7;12920;11021;1900;444617
167;Totaal;Voertuig 8 jaar oud;Totaal;2023;5856.2;5556.6;299.6;6534.4;5556.6;977.8;13537;11511;2026;482706
168;Totaal;Voertuig 8 jaar oud;Particulier;2018;5688.7;5399.8;288.9;6261.0;5399.8;861.2;12837;11071;1766;487749
169;Totaal;Voertuig 8 jaar oud;Particulier;2019;6777.8;6430.3;347.6;7532.4;6430.3;1102.1;13449;11481;1968;560081
170;Totaal;Voertuig 8 jaar oud;Particulier;2020;5272.8;5081.3;191.6;5728.6;5081.3;647.3;11201;9935;1266;511447
171;Totaal;Voertuig 8 jaar oud;Particulier;2021;4871.0;4703.7;167.3;5294.7;4703.7;591.0;11808;10490;1318;448406
172;Totaal;Voertuig 8 jaar oud;Particulier;2022;4884.8;4650.9;233.9;5452.7;4650.9;801.8;12740;10867;1873;427989
173;Totaal;Voertuig 8 jaar oud;Particulier;2023;5528.3;5245.5;282.8;6168.5;5245.5;923.0;13341;11345;1996;462368
174;Totaal;Voertuig 8 jaar oud;Bedrijf;2018;247.5;234.9;12.6;272.4;234.9;37.5;18943;16337;2606;14378
175;Totaal;Voertuig 8 jaar oud;Bedrijf;2019;287.3;272.6;14.7;319.3;272.6;46.7;18486;15781;2705;17275
176;Totaal;Voertuig 8 jaar oud;Bedrijf;2020;239.5;230.8;8.7;260.3;230.8;29.4;14442;12810;1632;18020
177;Totaal;Voertuig 8 jaar oud;Bedrijf;2021;230.2;222.3;7.9;250.2;222.3;27.9;15544;13809;1735;16099
178;Totaal;Voertuig 8 jaar oud;Bedrijf;2022;261.6;249.1;12.5;292.0;249.1;42.9;17560;14978;2582;16628
179;Totaal;Voertuig 8 jaar oud;Bedrijf;2023;327.9;311.1;16.8;365.9;311.1;54.7;17990;15298;2692;20338
180;Totaal;Voertuig 9 jaar of ouder;Totaal;2018;46096.6;43756.0;2340.6;50734.8;43756.0;6978.8;10634;9171;1463;4771002
181;Totaal;Voertuig 9 jaar of ouder;Totaal;2019;46284.1;43910.7;2373.3;51436.9;43910.7;7526.2;10476;8943;1533;4910061
182;Totaal;Voertuig 9 jaar of ouder;Totaal;2020;42135.7;40604.8;1530.9;45777.5;40604.8;5172.6;8940;7930;1010;5120686
183;Totaal;Voertuig 9 jaar of ouder;Totaal;2021;45684.2;44115.0;1569.2;49657.8;44115.0;5542.8;9325;8284;1041;5325495
184;Totaal;Voertuig 9 jaar of ouder;Totaal;2022;48214.9;45906.4;2308.5;53820.1;45906.4;7913.7;9942;8480;1462;5413637
185;Totaal;Voertuig 9 jaar of ouder;Totaal;2023;50639.8;48049.4;2590.3;56504.5;48049.4;8455.1;10250;8716;1534;5512871
186;Totaal;Voertuig 9 jaar of ouder;Particulier;2018;45091.5;42802.0;2289.6;49628.6;42802.0;6826.6;10593;9136;1457;4684990
187;Totaal;Voertuig 9 jaar of ouder;Particulier;2019;45232.2;42912.8;2319.4;50268.0;42912.8;7355.2;10434;8907;1527;4817639
188;Totaal;Voertuig 9 jaar of ouder;Particulier;2020;41189.4;39692.9;1496.5;44749.4;39692.9;5056.5;8910;7903;1007;5022501
189;Totaal;Voertuig 9 jaar of ouder;Particulier;2021;44585.9;43054.4;1531.5;48464.0;43054.4;5409.6;9287;8250;1037;5218721
190;Totaal;Voertuig 9 jaar of ouder;Particulier;2022;46945.6;44697.9;2247.7;52403.3;44697.9;7705.4;9891;8436;1454;5298213
191;Totaal;Voertuig 9 jaar of ouder;Particulier;2023;49234.4;46716.0;2518.5;54936.4;46716.0;8220.4;10192;8667;1525;5390059
192;Totaal;Voertuig 9 jaar of ouder;Bedrijf;2018;1005.1;954.1;51.0;1106.2;954.1;152.2;12861;11092;1769;86012
193;Totaal;Voertuig 9 jaar of ouder;Bedrijf;2019;1051.9;997.9;53.9;1169.0;997.9;171.0;12648;10798;1851;92422
