ID;Brandstofsoort;LeeftijdVoertuig;Eigendomssituatie;Perioden;TotaalKilometersInNederland_1;KilometersDoorNederlandseVoertuigen_2;KilometersDoorBuitenlandseVoertuigen_3;TotaalKilometers_4;KilometersInNederland_5;KilometersInHetBuitenland_6;TotaalGemiddeldJaarkilometrage_7;GemiddeldJaarkilometrageInNederland_8;GemiddeldJaarkilometrageInBuitenland_9;NederlandsePersonenautoSInGebruik_10
384;Benzine/overige;Voertuig 9 jaar of ouder;Particulier;2018;36287.5;34445.0;1842.6;39938.7;34445.0;5493.8;9689;8356;1333;4122066
385;Benzine/overige;Voertuig 9 jaar of ouder;Particulier;2019;36820.3;34932.2;1888.1;40919.6;34932.2;5987.3;9604;8199;1405;4260653
386;Benzine/overige;Voertuig 9 jaar of ouder;Particulier;2020;33566.4;32346.9;1219.6;36467.5;32346.9;4120.7;8235;7305;931;4428324
387;Benzine/overige;Voertuig 9 jaar of ouder;Particulier;2021;36273.9;35027.9;1246.0;39428.9;35027.9;4401.1;8576;7618;957;4597781
388;Benzine/overige;Voertuig 9 jaar of ouder;Particulier;2022;38311.4;36477.1;1834.3;42765.3;36477.1;6288.2;9141;7797;1344;4678326
389;Benzine/overige;Voertuig 9 jaar of ouder;Particulier;2023;40782.9;38696.8;2086.1;45506.1;38696.8;6809.3;9521;8096;1425;4779452
390;Benzine/overige;Voertuig 9 jaar of ouder;Bedrijf;2018;534.7;507.6;27.2;588.5;507.6;81.0;10365;8940;1426;56780
391;Benzine/overige;Voertuig 9 jaar of ouder;Bedrijf;2019;582.4;552.5;29.9;647.2;552.5;94.7;10364;8848;1516;62452
392;Benzine/overige;Voertuig 9 jaar of ouder;Bedrijf;2020;539.7;520.1;19.6;586.4;520.1;66.3;8837;7839;999;66353
393;Benzine/overige;Voertuig 9 jaar of ouder;Bedrijf;2021;624.8;603.3;21.5;679.1;603.3;75.8;9323;8282;1041;72849
394;Benzine/overige;Voertuig 9 jaar of ouder;Bedrijf;2022;731.8;696.8;35.0;816.9;696.8;120.1;10185;8687;1498;80206
395;Benzine/overige;Voertuig 9 jaar of ouder;Bedrijf;2023;828.9;786.5;42.4;924.9;786.5;138.4;10735;9129;1606;86157
396;Diesel;Totaal leeftijd voertuig;Totaal;2018;30853.6;29287.0;1566.6;33958.0;29287.0;4671.1;23635;20384;3251;1436783
397;Diesel;Totaal leeftijd voertuig;Totaal;2019;28419.5;26962.2;1457.3;31583.5;26962.2;4621.3;23129;19744;3384;1365564
398;Diesel;Totaal leeftijd voertuig;Totaal;2020;20575.9;19828.3;747.6;22354.2;19828.3;2525.9;17931;15905;2026;1246646
399;Diesel;Totaal leeftijd voertuig;Totaal;2021;18802.8;18156.9;645.9;20438.2;18156.9;2281.3;18117;16095;2022;1128107
400;Diesel;Totaal leeftijd voertuig;Totaal;2022;17452.7;16617.1;835.6;19481.7;16617.1;2864.6;19205;16381;2824;1014417
401;Diesel;Totaal leeftijd voertuig;Totaal;2023;14852.0;14092.3;759.7;16572.0;14092.3;2479.8;18474;15709;2764;897054
402;Diesel;Totaal leeftijd voertuig;Particulier;2018;18597.6;17653.3;944.3;20468.9;17653.3;2815.6;20566;17737;2829;995270
403;Diesel;Totaal leeftijd voertuig;Particulier;2019;17853.1;16937.7;915.5;19840.7;16937.7;2903.1;20263;17298;2965;979161
404;Diesel;Totaal leeftijd voertuig;Particulier;2020;14150.7;13636.5;514.1;15373.7;13636.5;1737.2;16323;14478;1844;941861
405;Diesel;Totaal leeftijd voertuig;Particulier;2021;13817.9;13343.2;474.6;15019.7;13343.2;1676.5;16740;14872;1869;897210
406;Diesel;Totaal leeftijd voertuig;Particulier;2022;13275.0;12639.4;635.6;14818.2;12639.4;2178.9;17784;15169;2615;833255
407;Diesel;Totaal leeftijd voertuig;Particulier;2023;11763.1;11161.4;601.7;13125.4;11161.4;1964.0;17334;14740;2594;757220
408;Diesel;Totaal leeftijd voertuig;Bedrijf;2018;12256.0;11633.7;622.3;13489.2;11633.7;1855.5;30552;26350;4203;441513
409;Diesel;Totaal leeftijd voertuig;Bedrijf;2019;10566.4;10024.6;541.8;11742.8;10024.6;1718.2;30390;25943;4447;386403
410;Diesel;Totaal leeftijd voertuig;Bedrijf;2020;6425.2;6191.7;233.4;6980.5;6191.7;788.8;22903;20315;2588;304784
411;Diesel;Totaal leeftijd voertuig;Bedrijf;2021;4984.9;4813.7;171.2;5418.5;4813.7;604.8;23467;20848;2619;230896
412;Diesel;Totaal leeftijd voertuig;Bedrijf;2022;4177.8;3977.7;200.0;4663.4;3977.7;685.7;25742;21957;3785;181161
413;Diesel;Totaal leeftijd voertuig;Bedrijf;2023;3088.9;2930.9;158.0;3446.6;2930.9;515.7;24648;20960;3688;139834
414;Diesel;Voertuig 0 jaar oud;Totaal;2018;1246.1;1182.8;63.3;1371.5;1182.8;188.7;23792;20520;3273;57644
415;Diesel;Voertuig 0 jaar oud;Totaal;2019;687.0;651.8;35.2;763.5;651.8;111.7;23118;19735;3383;33025
416;Diesel;Voertuig 0 jaar oud;Totaal;2020;217.8;209.9;7.9;236.7;209.9;26.7;17597;15608;1988;13450
417;Diesel;Voertuig 0 jaar oud;Totaal;2021;106.2;102.6;3.6;115.4;102.6;12.9;15756;13998;1759;7327
418;Diesel;Voertuig 0 jaar oud;Totaal;2022;71.5;68.1;3.4;79.9;68.1;11.7;16362;13956;2406;4881
419;Diesel;Voertuig 0 jaar oud;Totaal;2023;52.8;50.1;2.7;59.0;50.1;8.8;14218;12090;2127;4148
420;Diesel;Voertuig 0 jaar oud;Particulier;2018;99.2;94.2;5.0;109.2;94.2;15.0;19090;16464;2626;5720
421;Diesel;Voertuig 0 jaar oud;Particulier;2019;59.4;56.4;3.0;66.0;56.4;9.7;16553;14131;2422;3989
422;Diesel;Voertuig 0 jaar oud;Particulier;2020;26.7;25.7;1.0;29.0;25.7;3.3;9825;8715;1110;2952
423;Diesel;Voertuig 0 jaar oud;Particulier;2021;23.5;22.7;0.8;25.6;22.7;2.9;8197;7282;915;3123
424;Diesel;Voertuig 0 jaar oud;Particulier;2022;13.9;13.2;0.7;15.5;13.2;2.3;7516;6411;1105;2059
425;Diesel;Voertuig 0 jaar oud;Particulier;2023;12.3;11.7;0.6;13.8;11.7;2.1;7184;6109;1075;1917
426;Diesel;Voertuig 0 jaar oud;Bedrijf;2018;1146.9;1088.7;58.2;1262.3;1088.7;173.6;24310;20966;3344;51924
427;Diesel;Voertuig 0 jaar oud;Bedrijf;2019;627.6;595.4;32.2;697.4;595.4;102.0;24020;20505;3515;29036
428;Diesel;Voertuig 0 jaar oud;Bedrijf;2020;191.2;184.2;6.9;207.7;184.2;23.5;19782;17547;2235;10498
429;Diesel;Voertuig 0 jaar oud;Bedrijf;2021;82.7;79.8;2.8;89.8;79.8;10.0;21371;18986;2385;4204
430;Diesel;Voertuig 0 jaar oud;Bedrijf;2022;57.7;54.9;2.8;64.4;54.9;9.5;22817;19462;3355;2822
431;Diesel;Voertuig 0 jaar oud;Bedrijf;2023;40.5;38.4;2.1;45.2;38.4;6.8;20260;17228;3032;2231
432;Diesel;Voertuig 1 jaar oud;Totaal;2018;2616.2;2483.4;132.8;2879.5;2483.4;396.1;35627;30726;4901;80823
433;Diesel;Voertuig 1 jaar oud;Totaal;2019;2109.4;2001.2;108.2;2344.2;2001.2;343.0;38031;32466;5565;61640
434;Diesel;Voertuig 1 jaar oud;Totaal;2020;953.1;918.5;34.6;1035.5;918.5;117.0;28990;25714;3276;35719
435;Diesel;Voertuig 1 jaar oud;Totaal;2021;392.2;378.7;13.5;426.3;378.7;47.6;26739;23754;2985;15944
436;Diesel;Voertuig 1 jaar oud;Totaal;2022;205.0;195.2;9.8;228.9;195.2;33.7;24136;20587;3549;9482
437;Diesel;Voertuig 1 jaar oud;Totaal;2023;146.9;139.4;7.5;163.9;139.4;24.5;26650;22663;3988;6149
438;Diesel;Voertuig 1 jaar oud;Particulier;2018;346.9;329.3;17.6;381.9;329.3;52.5;24146;20824;3321;15815
439;Diesel;Voertuig 1 jaar oud;Particulier;2019;226.8;215.1;11.6;252.0;215.1;36.9;25286;21586;3700;9966
440;Diesel;Voertuig 1 jaar oud;Particulier;2020;113.3;109.2;4.1;123.1;109.2;13.9;18429;16346;2082;6678
441;Diesel;Voertuig 1 jaar oud;Particulier;2021;63.6;61.4;2.2;69.1;61.4;7.7;13504;11996;1507;5116
442;Diesel;Voertuig 1 jaar oud;Particulier;2022;52.3;49.8;2.5;58.4;49.8;8.6;12021;10254;1768;4857
443;Diesel;Voertuig 1 jaar oud;Particulier;2023;34.2;32.5;1.7;38.2;32.5;5.7;12272;10436;1836;3110
444;Diesel;Voertuig 1 jaar oud;Bedrijf;2018;2269.3;2154.1;115.2;2497.6;2154.1;343.6;38420;33135;5285;65008
445;Diesel;Voertuig 1 jaar oud;Bedrijf;2019;1882.6;1786.1;96.5;2092.2;1786.1;306.1;40489;34564;5924;51674
446;Diesel;Voertuig 1 jaar oud;Bedrijf;2020;839.8;809.3;30.5;912.4;809.3;103.1;31419;27869;3550;29041
447;Diesel;Voertuig 1 jaar oud;Bedrijf;2021;328.7;317.4;11.3;357.2;317.4;39.9;32993;29310;3683;10828
448;Diesel;Voertuig 1 jaar oud;Bedrijf;2022;152.7;145.4;7.3;170.5;145.4;25.1;36859;31439;5420;4625
449;Diesel;Voertuig 1 jaar oud;Bedrijf;2023;112.7;106.9;5.8;125.7;106.9;18.8;41359;35170;6189;3040
450;Diesel;Voertuig 2 jaar oud;Totaal;2018;2593.4;2461.7;131.7;2854.3;2461.7;392.6;33332;28747;4585;85632
451;Diesel;Voertuig 2 jaar oud;Totaal;2019;2610.5;2476.6;133.9;2901.1;2476.6;424.5;34712;29633;5079;83579
452;Diesel;Voertuig 2 jaar oud;Totaal;2020;1600.9;1542.8;58.2;1739.3;1542.8;196.5;27665;24539;3126;62869
453;Diesel;Voertuig 2 jaar oud;Totaal;2021;1033.9;998.4;35.5;1123.8;998.4;125.4;29767;26445;3323;37754
454;Diesel;Voertuig 2 jaar oud;Totaal;2022;446.9;425.5;21.4;498.9;425.5;73.4;28214;24065;4149;17682
455;Diesel;Voertuig 2 jaar oud;Totaal;2023;234.0;222.0;12.0;261.1;222.0;39.1;23574;20046;3527;11076
456;Diesel;Voertuig 2 jaar oud;Particulier;2018;583.5;553.9;29.6;642.2;553.9;88.3;24888;21464;3423;25806
457;Diesel;Voertuig 2 jaar oud;Particulier;2019;493.7;468.4;25.3;548.6;468.4;80.3;25660;21905;3755;21381
458;Diesel;Voertuig 2 jaar oud;Particulier;2020;242.9;234.0;8.8;263.8;234.0;29.8;19622;17405;2217;13446
459;Diesel;Voertuig 2 jaar oud;Particulier;2021;162.2;156.6;5.6;176.3;156.6;19.7;18631;16551;2080;9463
460;Diesel;Voertuig 2 jaar oud;Particulier;2022;95.0;90.4;4.5;106.0;90.4;15.6;15694;13386;2308;6757
461;Diesel;Voertuig 2 jaar oud;Particulier;2023;70.5;66.9;3.6;78.7;66.9;11.8;12605;10719;1886;6242
462;Diesel;Voertuig 2 jaar oud;Bedrijf;2018;2009.8;1907.8;102.1;2212.1;1907.8;304.3;36975;31889;5086;59826
463;Diesel;Voertuig 2 jaar oud;Bedrijf;2019;2116.8;2008.3;108.5;2352.5;2008.3;344.2;37823;32289;5534;62197
464;Diesel;Voertuig 2 jaar oud;Bedrijf;2020;1358.1;1308.7;49.3;1475.4;1308.7;166.7;29854;26480;3373;49422
465;Diesel;Voertuig 2 jaar oud;Bedrijf;2021;871.7;841.8;29.9;947.5;841.8;105.8;33492;29754;3738;28291
466;Diesel;Voertuig 2 jaar oud;Bedrijf;2022;351.9;335.1;16.9;392.8;335.1;57.8;35956;30669;5287;10926
467;Diesel;Voertuig 2 jaar oud;Bedrijf;2023;163.5;155.1;8.4;182.4;155.1;27.3;37738;32091;5647;4834
468;Diesel;Voertuig 3 jaar oud;Totaal;2018;4185.5;3973.0;212.5;4606.6;3973.0;633.7;31179;26891;4289;147746
469;Diesel;Voertuig 3 jaar oud;Totaal;2019;2407.0;2283.5;123.4;2674.9;2283.5;391.4;30289;25857;4432;88314
470;Diesel;Voertuig 3 jaar oud;Totaal;2020;1846.0;1779.0;67.1;2005.6;1779.0;226.6;23888;21189;2699;83958
471;Diesel;Voertuig 3 jaar oud;Totaal;2021;1515.0;1463.0;52.0;1646.8;1463.0;183.8;25834;22951;2884;63745
472;Diesel;Voertuig 3 jaar oud;Totaal;2022;1063.0;1012.1;50.9;1186.6;1012.1;174.5;30597;26098;4499;38782
473;Diesel;Voertuig 3 jaar oud;Totaal;2023;422.7;401.1;21.6;471.7;401.1;70.6;25130;21370;3760;18769
474;Diesel;Voertuig 3 jaar oud;Particulier;2018;889.4;844.2;45.2;978.8;844.2;134.6;24410;21052;3358;40100
475;Diesel;Voertuig 3 jaar oud;Particulier;2019;738.1;700.2;37.8;820.3;700.2;120.0;24470;20889;3580;33521
476;Diesel;Voertuig 3 jaar oud;Particulier;2020;500.2;482.0;18.2;543.5;482.0;61.4;19290;17111;2180;28172
477;Diesel;Voertuig 3 jaar oud;Particulier;2021;337.6;326.0;11.6;367.0;326.0;41.0;19963;17735;2228;18383
478;Diesel;Voertuig 3 jaar oud;Particulier;2022;221.3;210.7;10.6;247.1;210.7;36.3;21097;17994;3102;11711
479;Diesel;Voertuig 3 jaar oud;Particulier;2023;115.3;109.4;5.9;128.7;109.4;19.3;15392;13089;2303;8360
480;Diesel;Voertuig 3 jaar oud;Bedrijf;2018;3296.1;3128.8;167.4;3627.8;3128.8;499.0;33701;29065;4636;107647
481;Diesel;Voertuig 3 jaar oud;Bedrijf;2019;1668.9;1583.3;85.6;1854.7;1583.3;271.4;33849;28896;4953;54793
482;Diesel;Voertuig 3 jaar oud;Bedrijf;2020;1345.8;1296.9;48.9;1462.1;1296.9;165.2;26210;23249;2962;55785
483;Diesel;Voertuig 3 jaar oud;Bedrijf;2021;1177.4;1137.0;40.4;1279.8;1137.0;142.9;28214;25064;3149;45362
484;Diesel;Voertuig 3 jaar oud;Bedrijf;2022;841.7;801.4;40.3;939.6;801.4;138.2;34708;29604;5103;27071
485;Diesel;Voertuig 3 jaar oud;Bedrijf;2023;307.4;291.7;15.7;343.0;291.7;51.3;32951;28020;4931;10409
486;Diesel;Voertuig 4 jaar oud;Totaal;2018;2884.0;2737.6;146.4;3174.2;2737.6;436.6;26367;22740;3627;120384
487;Diesel;Voertuig 4 jaar oud;Totaal;2019;3494.9;3315.7;179.2;3884.0;3315.7;568.3;26954;23010;3944;144099
488;Diesel;Voertuig 4 jaar oud;Totaal;2020;1592.7;1534.8;57.9;1730.4;1534.8;195.5;20191;17909;2281;85701
489;Diesel;Voertuig 4 jaar oud;Totaal;2021;1608.0;1552.7;55.2;1747.8;1552.7;195.1;21617;19204;2413;80853
490;Diesel;Voertuig 4 jaar oud;Totaal;2022;1380.6;1314.5;66.1;1541.1;1314.5;226.6;25467;21723;3745;60512
491;Diesel;Voertuig 4 jaar oud;Totaal;2023;899.7;853.7;46.0;1003.9;853.7;150.2;26842;22826;4017;37399
492;Diesel;Voertuig 4 jaar oud;Particulier;2018;1259.4;1195.4;63.9;1386.1;1195.4;190.7;23715;20453;3262;58449
493;Diesel;Voertuig 4 jaar oud;Particulier;2019;1201.7;1140.1;61.6;1335.5;1140.1;195.4;23740;20266;3474;56254
494;Diesel;Voertuig 4 jaar oud;Particulier;2020;736.1;709.3;26.7;799.7;709.3;90.4;18759;16639;2120;42631
495;Diesel;Voertuig 4 jaar oud;Particulier;2021;674.5;651.3;23.2;733.2;651.3;81.8;20011;17777;2234;36639
496;Diesel;Voertuig 4 jaar oud;Particulier;2022;442.6;421.4;21.2;494.1;421.4;72.6;22117;18865;3252;22339
497;Diesel;Voertuig 4 jaar oud;Particulier;2023;261.4;248.0;13.4;291.6;248.0;43.6;20588;17508;3081;14165
498;Diesel;Voertuig 4 jaar oud;Bedrijf;2018;1624.6;1542.1;82.5;1788.1;1542.1;246.0;28870;24899;3971;61935
499;Diesel;Voertuig 4 jaar oud;Bedrijf;2019;2293.2;2175.6;117.6;2548.5;2175.6;372.9;29012;24767;4245;87845
500;Diesel;Voertuig 4 jaar oud;Bedrijf;2020;856.6;825.5;31.1;930.7;825.5;105.2;21608;19167;2442;43070
501;Diesel;Voertuig 4 jaar oud;Bedrijf;2021;933.5;901.4;32.1;1014.6;901.4;113.3;22949;20387;2562;44214
502;Diesel;Voertuig 4 jaar oud;Bedrijf;2022;938.0;893.1;44.9;1047.0;893.1;154.0;27428;23395;4033;38173
503;Diesel;Voertuig 4 jaar oud;Bedrijf;2023;638.3;605.7;32.7;712.2;605.7;106.6;30655;26068;4587;23234
504;Diesel;Voertuig 5 jaar oud;Totaal;2018;2361.5;2241.6;119.9;2599.1;2241.6;357.5;23775;20504;3270;109324
505;Diesel;Voertuig 5 jaar oud;Totaal;2019;2353.6;2233.0;120.7;2615.7;2233.0;382.7;23615;20160;3455;110762
506;Diesel;Voertuig 5 jaar oud;Totaal;2020;2158.5;2080.1;78.4;2345.1;2080.1;265.0;18695;16582;2112;125438
507;Diesel;Voertuig 5 jaar oud;Totaal;2021;1402.3;1354.1;48.2;1524.3;1354.1;170.1;19773;17566;2207;77087
508;Diesel;Voertuig 5 jaar oud;Totaal;2022;1442.8;1373.7;69.1;1610.5;1373.7;236.8;22673;19339;3334;71033
509;Diesel;Voertuig 5 jaar oud;Totaal;2023;1036.9;983.8;53.0;1157.0;983.8;173.1;22654;19264;3390;51072
510;Diesel;Voertuig 5 jaar oud;Particulier;2018;1689.9;1604.1;85.8;1860.0;1604.1;255.8;23750;20483;3267;78313
511;Diesel;Voertuig 5 jaar oud;Particulier;2019;1576.4;1495.5;80.8;1751.8;1495.5;256.3;23521;20079;3442;74481
512;Diesel;Voertuig 5 jaar oud;Particulier;2020;1280.7;1234.1;46.5;1391.4;1234.1;157.2;18994;16847;2146;73254
513;Diesel;Voertuig 5 jaar oud;Particulier;2021;916.9;885.4;31.5;996.6;885.4;111.2;19737;17534;2203;50494
514;Diesel;Voertuig 5 jaar oud;Particulier;2022;823.6;784.2;39.4;919.4;784.2;135.2;22220;18953;3267;41375
515;Diesel;Voertuig 5 jaar oud;Particulier;2023;508.4;482.4;26.0;567.3;482.4;84.9;22030;18734;3296;25752
516;Diesel;Voertuig 5 jaar oud;Bedrijf;2018;671.6;637.5;34.1;739.2;637.5;101.7;23836;20557;3279;31011
517;Diesel;Voertuig 5 jaar oud;Bedrijf;2019;777.3;737.4;39.9;863.8;737.4;126.4;23810;20326;3484;36281
518;Diesel;Voertuig 5 jaar oud;Bedrijf;2020;877.8;845.9;31.9;953.7;845.9;107.8;18276;16211;2065;52184
519;Diesel;Voertuig 5 jaar oud;Bedrijf;2021;485.4;468.8;16.7;527.7;468.8;58.9;19842;17628;2215;26593
520;Diesel;Voertuig 5 jaar oud;Bedrijf;2022;619.2;589.5;29.6;691.2;589.5;101.6;23304;19878;3427;29658
521;Diesel;Voertuig 5 jaar oud;Bedrijf;2023;528.4;501.4;27.0;589.6;501.4;88.2;23288;19803;3485;25320
522;Diesel;Voertuig 6 jaar oud;Totaal;2018;2700.8;2563.6;137.1;2972.5;2563.6;408.9;23184;19995;3189;128211
523;Diesel;Voertuig 6 jaar oud;Totaal;2019;2103.2;1995.3;107.8;2337.3;1995.3;342.0;23453;20021;3432;99660
524;Diesel;Voertuig 6 jaar oud;Totaal;2020;1690.1;1628.7;61.4;1836.2;1628.7;207.5;19079;16923;2156;96241
525;Diesel;Voertuig 6 jaar oud;Totaal;2021;1835.8;1772.7;63.1;1995.5;1772.7;222.7;19258;17108;2150;103619
526;Diesel;Voertuig 6 jaar oud;Totaal;2022;1335.2;1271.2;63.9;1490.4;1271.2;219.1;22009;18773;3236;67718
527;Diesel;Voertuig 6 jaar oud;Totaal;2023;1202.7;1141.1;61.5;1342.0;1141.1;200.8;22402;19050;3352;59904
528;Diesel;Voertuig 6 jaar oud;Particulier;2018;2308.4;2191.2;117.2;2540.6;2191.2;349.5;23123;19943;3181;109873
529;Diesel;Voertuig 6 jaar oud;Particulier;2019;1791.7;1699.8;91.9;1991.2;1699.8;291.3;23488;20051;3437;84774
530;Diesel;Voertuig 6 jaar oud;Particulier;2020;1431.0;1379.0;52.0;1554.7;1379.0;175.7;19338;17153;2185;80396
531;Diesel;Voertuig 6 jaar oud;Particulier;2021;1491.8;1440.5;51.2;1621.5;1440.5;181.0;19934;17709;2225;81345
532;Diesel;Voertuig 6 jaar oud;Particulier;2022;1024.2;975.1;49.0;1143.2;975.1;168.1;21582;18408;3173;52973
533;Diesel;Voertuig 6 jaar oud;Particulier;2023;851.9;808.3;43.6;950.5;808.3;142.2;22154;18839;3315;42906
534;Diesel;Voertuig 6 jaar oud;Bedrijf;2018;392.4;372.5;19.9;431.9;372.5;59.4;23550;20310;3239;18338
535;Diesel;Voertuig 6 jaar oud;Bedrijf;2019;311.5;295.5;16.0;346.1;295.5;50.6;23252;19850;3402;14886
536;Diesel;Voertuig 6 jaar oud;Bedrijf;2020;259.1;249.7;9.4;281.5;249.7;31.8;17767;15759;2008;15845
537;Diesel;Voertuig 6 jaar oud;Bedrijf;2021;344.0;332.2;11.8;373.9;332.2;41.7;16788;14914;1874;22274
538;Diesel;Voertuig 6 jaar oud;Bedrijf;2022;311.0;296.1;14.9;347.2;296.1;51.0;23544;20082;3462;14745
539;Diesel;Voertuig 6 jaar oud;Bedrijf;2023;350.8;332.9;17.9;391.4;332.9;58.6;23028;19582;3446;16998
540;Diesel;Voertuig 7 jaar oud;Totaal;2018;2770.6;2630.0;140.7;3049.4;2630.0;419.5;22447;19359;3088;135851
541;Diesel;Voertuig 7 jaar oud;Totaal;2019;2485.0;2357.6;127.4;2761.7;2357.6;404.1;22419;19139;3280;123184
542;Diesel;Voertuig 7 jaar oud;Totaal;2020;1614.3;1555.6;58.7;1753.8;1555.6;198.2;18619;16515;2104;94193
543;Diesel;Voertuig 7 jaar oud;Totaal;2021;1631.9;1575.8;56.1;1773.8;1575.8;198.0;19519;17340;2179;90876
544;Diesel;Voertuig 7 jaar oud;Totaal;2022;1777.7;1692.5;85.1;1984.3;1692.5;291.8;21362;18221;3141;92891
545;Diesel;Voertuig 7 jaar oud;Totaal;2023;1217.6;1155.3;62.3;1358.6;1155.3;203.3;21864;18593;3272;62139
546;Diesel;Voertuig 7 jaar oud;Particulier;2018;2508.6;2381.2;127.4;2761.0;2381.2;379.8;22285;19220;3065;123894
547;Diesel;Voertuig 7 jaar oud;Particulier;2019;2215.9;2102.3;113.6;2462.6;2102.3;360.3;22334;19066;3268;110266
548;Diesel;Voertuig 7 jaar oud;Particulier;2020;1444.5;1392.1;52.5;1569.4;1392.1;177.3;18571;16473;2098;84506
549;Diesel;Voertuig 7 jaar oud;Particulier;2021;1442.5;1393.0;49.6;1568.0;1393.0;175.0;19419;17251;2168;80748
550;Diesel;Voertuig 7 jaar oud;Particulier;2022;1530.1;1456.8;73.3;1708.0;1456.8;251.1;21206;18088;3118;80541
551;Diesel;Voertuig 7 jaar oud;Particulier;2023;991.6;940.9;50.7;1106.5;940.9;165.6;21335;18143;3193;51861
552;Diesel;Voertuig 7 jaar oud;Bedrijf;2018;262.1;248.8;13.3;288.4;248.8;39.7;24122;20804;3318;11957
553;Diesel;Voertuig 7 jaar oud;Bedrijf;2019;269.1;255.3;13.8;299.1;255.3;43.8;23150;19763;3387;12918
554;Diesel;Voertuig 7 jaar oud;Bedrijf;2020;169.7;163.6;6.2;184.4;163.6;20.8;19035;16884;2151;9687
555;Diesel;Voertuig 7 jaar oud;Bedrijf;2021;189.3;182.8;6.5;205.8;182.8;23.0;20320;18051;2268;10128
556;Diesel;Voertuig 7 jaar oud;Bedrijf;2022;247.6;235.7;11.9;276.3;235.7;40.6;22376;19086;3290;12350
557;Diesel;Voertuig 7 jaar oud;Bedrijf;2023;226.0;214.4;11.6;252.1;214.4;37.7;24533;20862;3671;10278
558;Diesel;Voertuig 8 jaar oud;Totaal;2018;1618.2;1536.0;82.2;1781.0;1536.0;245.0;21652;18674;2978;82255
559;Diesel;Voertuig 8 jaar oud;Totaal;2019;2529.4;2399.7;129.7;2811.0;2399.7;411.3;21562;18407;3155;130369
560;Diesel;Voertuig 8 jaar oud;Totaal;2020;1874.3;1806.2;68.1;2036.3;1806.2;230.1;17534;15553;1981;116133
561;Diesel;Voertuig 8 jaar oud;Totaal;2021;1546.2;1493.1;53.1;1680.6;1493.1;187.6;18721;16631;2090;89773
562;Diesel;Voertuig 8 jaar oud;Totaal;2022;1584.5;1508.6;75.9;1768.7;1508.6;260.1;20649;17612;3036;85657
563;Diesel;Voertuig 8 jaar oud;Totaal;2023;1591.4;1510.0;81.4;1775.7;1510.0;265.7;20891;17765;3126;84999
564;Diesel;Voertuig 8 jaar oud;Particulier;2018;1464.3;1389.9;74.4;1611.6;1389.9;221.7;21462;18510;2952;75091
565;Diesel;Voertuig 8 jaar oud;Particulier;2019;2341.7;2221.7;120.1;2602.4;2221.7;380.8;21486;18342;3144;121122
566;Diesel;Voertuig 8 jaar oud;Particulier;2020;1722.1;1659.5;62.6;1870.9;1659.5;211.4;17597;15609;1988;106320
567;Diesel;Voertuig 8 jaar oud;Particulier;2021;1413.8;1365.2;48.6;1536.7;1365.2;171.5;18682;16597;2085;82259
568;Diesel;Voertuig 8 jaar oud;Particulier;2022;1427.3;1359.0;68.3;1593.3;1359.0;234.3;20549;17527;3022;77536
569;Diesel;Voertuig 8 jaar oud;Particulier;2023;1410.0;1337.9;72.1;1573.3;1337.9;235.4;20803;17690;3113;75628
570;Diesel;Voertuig 8 jaar oud;Bedrijf;2018;153.9;146.1;7.8;169.4;146.1;23.3;23643;20391;3252;7164
571;Diesel;Voertuig 8 jaar oud;Bedrijf;2019;187.7;178.1;9.6;208.6;178.1;30.5;22558;19258;3301;9247
572;Diesel;Voertuig 8 jaar oud;Bedrijf;2020;152.2;146.7;5.5;165.4;146.7;18.7;16853;14949;1904;9813
573;Diesel;Voertuig 8 jaar oud;Bedrijf;2021;132.4;127.8;4.5;143.9;127.8;16.1;19151;17013;2138;7514
574;Diesel;Voertuig 8 jaar oud;Bedrijf;2022;157.1;149.6;7.5;175.4;149.6;25.8;21599;18423;3176;8121
575;Diesel;Voertuig 8 jaar oud;Bedrijf;2023;181.4;172.1;9.3;202.4;172.1;30.3;21598;18366;3232;9371
576;Diesel;Voertuig 9 jaar of ouder;Totaal;2018;7877.3;7477.3;400.0;8669.9;7477.3;1192.6;17733;15294;2439;488913
577;Diesel;Voertuig 9 jaar of ouder;Totaal;2019;7639.5;7247.8;391.7;8490.0;7247.8;1242.3;17294;14763;2530;490932
578;Diesel;Voertuig 9 jaar of ouder;Totaal;2020;7028.0;6772.7;255.3;7635.4;6772.7;862.8;14327;12708;1619;532944
579;Diesel;Voertuig 9 jaar of ouder;Totaal;2021;7731.3;7465.8;265.6;8403.8;7465.8;938.0;14977;13305;1672;561129
580;Diesel;Voertuig 9 jaar of ouder;Totaal;2022;8145.5;7755.5;390.0;9092.4;7755.5;1337.0;16071;13708;2363;565778
581;Diesel;Voertuig 9 jaar of ouder;Totaal;2023;8047.3;7635.6;411.6;8979.2;7635.6;1343.6;15994;13601;2393;561398
582;Diesel;Voertuig 9 jaar of ouder;Particulier;2018;7448.0;7069.9;378.2;8197.5;7069.9;1127.6;17735;15296;2440;462211
583;Diesel;Voertuig 9 jaar of ouder;Particulier;2019;7207.8;6838.2;369.6;8010.2;6838.2;1172.0;17286;14756;2529;463406
584;Diesel;Voertuig 9 jaar of ouder;Particulier;2020;6653.2;6411.5;241.7;7228.3;6411.5;816.8;14356;12734;1622;503505
