ID;BuitenlandsBelang;BedrijfstakkenBranchesSBI2008;Perioden;Ondernemingengroep_1;AantalWerknemersFTE_2;BalanstotaalEindstand_3;ImmaterieleVasteActiva_4;MaterieleVasteActiva_5;DeelnemingenTotaal_6;DeelnemingenBinnenland_7;DeelnemingenBuitenland_8;LanglVorderingenEnBeleggingenTotaal_9;LanglVorderingenOpDeelnBinnenland_10;LanglVorderingenOpDeelnBuitenland_11;VorderingenOpFinancieleInstellingen_12;OverigeLanglVorderingenEnBeleggingen_13;Voorraden_14;KortlVorderingenEnBeleggingenTotaal_15;KortlVorderingenOpDeelnBinnenland_16;KortlVorderingenOpDeelnBuitenland_17;Handelsdebiteuren_18;Belastingen_19;OverigeVorderingen_20;BeleggingenOpKorteTermijn_21;LiquideMiddelenTotaal_22;Kasmiddelen_23;TermijndepositoS_24;VorderingenOpFinancieleInstellingen_25;EigenVermogenTotaal_26;Aandelenkapitaal_27;Agioreserve_28;Herwaarderingsreserve_29;NietVerdeeldeWinstEnOverigeReserves_30;LanglopendeSchuldenTotaalGeenRente_31;BelangVanDerden_32;Egalisatierekening_33;Voorzieningen_34;LanglopendeSchuldenTotaalWelRente_35;LanglSchuldenOpDeelnBinnenland_36;LanglSchuldenOpDeelnBuitenland_37;Obligatieleningen_38;SchuldenAanFinancieleInstellingen_39;OverigeLanglopendeSchulden_40;KortlopendeSchuldenTotaal_41;KortlSchuldenOpDeelnBinnenland_42;KortlSchuldenOpDeelnBuitenland_43;Handelscrediteuren_44;SchuldenAanFinancieleInstellingen_45;Belastingen_46;OverigeKortlopendeSchulden_47;BalanstotaalBeginstand_48;ImmaterieleVasteActiva_49;MaterieleVasteActiva_50;DeelnemingenTotaal_51;DeelnemingenBinnenland_52;DeelnemingenBuitenland_53;LanglVorderingenEnBeleggingenTotaal_54;LanglVorderingenOpDeelnBinnenland_55;LanglVorderingenOpDeelnBuitenland_56;VorderingenOpFinancieleInstellingen_57;OverigeLanglVorderingenEnBeleggingen_58;Voorraden_59;KortlVorderingenEnBeleggingenTotaal_60;KortlVorderingenOpDeelnBinnenland_61;KortlVorderingenOpDeelnBuitenland_62;Handelsdebiteuren_63;Belastingen_64;OverigeKortlopendeVorderingen_65;BeleggingenOpKorteTermijn_66;LiquideMiddelenTotaal_67;Kasmiddelen_68;TermijndepositoS_69;VorderingenOpFinancieleInstellingen_70;EigenVermogenTotaal_71;Aandelenkapitaal_72;Agioreserve_73;Herwaarderingsreserve_74;NietVerdeeldeWinstEnOverigeReserves_75;LanglopendeSchuldenTotaalGeenRente_76;BelangVanDerden_77;Egalisatierekening_78;Voorzieningen_79;LanglopendeSchuldenTotaalWelRente_80;LanglSchuldenOpDeelnBinnenland_81;LanglSchuldenOpDeelnBuitenland_82;Obligatieleningen_83;SchuldenAanFinancieleInstellingen_84;OverigeLanglopendeSchulden_85;KortlopendeSchuldenTotaal_86;KortlSchuldenOpDeelnBinnenland_87;KortlSchuldenOpDeelnBuitenland_88;Handelscrediteuren_89;Belastingen_90;SchuldenAanFinancieleInstellingen_91;OverigeKortlopendeSchulden_92;TotaleNettoOmzet_93;NettoOmzetUitBuitenland_94;LoonSalarisEnSocialePremies_95;Afschrijvingen_96;TotaleKostenVanDeOmzet_97;KostenVanDeOmzetUitBuitenland_98;Investeringspremies_99;Bedrijfsresultaat_100;ResultaatUitDeelnemingenTotaal_101;ResultatenUitDeelnemingenBinnenland_102;ResultatenUitDeelnemingenBuitenland_103;Rentebaten_104;Rentelasten_105;OverigeFinancieleResultaten_106;BuitengewoneBaten_107;BuitengewoneLasten_108;ResultaatVoorBelastingen_109;Vennootschapsbelasting_110;AandeelVanDerden_111;Nettoresultaat_112
10;Totaal;A-F Landbouw en nijverheid;2021;951.0;548.9;1298038.3;67255.6;146938.2;582907.4;35559.3;547348.1;174281.4;7850.7;144489.0;472.0;21469.7;48311.5;210242.7;22569.5;107167.8;43446.5;9340.9;16050.4;11667.6;68101.5;178.4;19746.2;48176.9;701149.9;63388.7;253839.2;10873.0;373049.0;44249.5;13144.7;4051.8;27053.0;336104.4;101960.4;63710.2;90376.4;30537.0;49520.4;216534.5;19759.2;77575.3;48673.6;13323.0;10667.9;46535.5;1181773.6;67230.1;141117.6;538682.8;27462.1;511220.7;156502.1;6128.8;133783.2;417.1;16173.0;39852.6;182937.6;20744.1;97759.1;32271.6;6601.6;12104.3;13456.9;55450.9;163.1;15926.9;39360.9;628080.1;43921.3;235987.2;9901.8;338269.8;38296.0;10706.0;3879.7;23710.3;337921.7;95406.5;79309.9;84712.1;29824.1;48669.1;177475.6;17027.3;64448.7;35967.2;10181.0;13259.5;36591.9;453648.3;272667.1;48601.9;16137.7;356614.9;176327.9;429.7;32723.5;74096.4;11192.7;62903.7;4758.5;8985.3;6328.9;108.3;240.9;108789.4;7765.3;1781.8;99242.2
11;Totaal;A-F Landbouw en nijverheid;2022;955.0;576.5;1456479.8;74974.2;161797.8;694936.5;48296.2;646640.3;149367.0;5354.9;120809.3;733.5;22469.3;67134.1;233323.6;30240.5;105170.7;52079.6;11494.1;29788.2;4550.5;74946.7;285.1;31720.1;42941.5;806455.5;71342.7;277896.8;10883.5;446332.5;43572.9;12127.8;4374.2;27070.9;330357.8;71379.9;72632.2;94734.4;33974.2;57637.1;276093.3;25908.2;94468.9;59810.7;16114.7;16502.8;63288.0;1279832.1;73727.2;152567.5;594555.6;39850.2;554705.4;156916.8;7348.0;128604.9;484.2;20479.7;48707.9;192259.6;29238.7;86546.7;46511.4;9462.5;16174.2;4326.1;61097.7;164.3;20947.3;39986.1;701755.8;64862.3;262305.1;10827.3;363761.1;41180.4;11813.2;4100.4;25266.8;319284.5;71401.4;72371.4;91340.4;30913.5;53257.8;217611.3;22686.6;76352.5;50932.6;10785.9;13510.4;43343.3;598391.4;343971.4;52747.2;17593.9;477098.2;231852.1;329.9;51282.0;99992.8;3889.5;96103.3;5692.1;8595.9;-4388.0;678.8;877.4;143784.5;14386.4;1162.6;128235.5
12;Totaal;G+I Handel en horeca;2019;875.0;461.7;446360.2;38060.5;49239.8;124980.6;12084.6;112896.0;67720.9;3259.0;55253.9;1364.7;7843.3;34389.2;110152.3;7856.7;66830.3;26882.5;1419.0;6474.1;689.7;21816.8;344.3;799.6;20672.9;199933.9;22171.4;117301.6;12404.3;48056.6;7335.3;1020.7;8.6;6306.0;133646.9;32787.7;39529.2;5474.3;16992.9;38862.8;105444.0;8021.2;38560.4;25534.5;8060.4;5762.0;19505.5;408269.7;36606.6;45788.9;109608.3;8371.0;101237.3;63743.4;3261.7;54084.5;313.8;6083.4;31356.4;99597.0;5673.0;59083.6;26344.6;1488.5;6019.5;987.8;21569.1;408.8;2289.2;18871.1;168583.1;20325.4;90637.7;4832.7;52787.3;6552.3;1067.1;12.0;5473.2;129658.7;25004.5;45711.6;6037.0;14902.8;38002.8;103475.8;9526.2;37974.3;24997.2;5594.6;8327.3;17056.2;376355.2;163745.2;25919.9;7470.3;329993.0;168242.0;65.4;13037.5;12105.1;1733.2;10371.9;4891.3;5925.0;593.6;33.8;10.7;24725.7;3579.6;131.8;21014.4
13;Totaal;G+I Handel en horeca;2020;853.0;435.4;517225.8;44546.8;49207.6;160939.5;11498.6;149440.9;99269.5;2385.2;85980.9;360.4;10543.0;31191.2;104403.5;6933.1;54596.5;29771.4;1723.8;8687.6;2691.1;27667.8;300.3;2693.5;24674.0;245522.5;27719.8;147679.8;12884.4;57238.5;6829.7;529.8;7.4;6292.5;152928.2;40031.7;38440.8;13609.5;17331.5;43514.7;111945.6;5264.4;43004.7;28186.8;7342.6;6538.4;21608.7;512813.0;45454.3;47729.6;154067.4;13640.5;140426.9;78058.4;2697.2;65878.5;354.3;9128.4;34138.8;130033.5;6797.3;72188.5;29627.8;1602.2;18325.6;1492.1;23331.0;338.8;1001.5;21990.7;258722.7;32031.6;142073.1;11849.6;72768.4;6695.5;548.4;8.0;6139.1;137994.6;32771.9;34616.9;12824.9;16704.4;41076.5;109400.1;7363.2;38734.0;27958.8;5834.1;8522.4;20987.6;363430.1;162683.3;24637.7;7672.7;320611.8;166172.8;384.6;10892.5;18604.1;1995.8;16608.3;5264.3;6397.7;-1215.5;569.1;97.1;27619.7;2596.8;64.0;24958.8
14;Totaal;G+I Handel en horeca;2021;828.0;442.4;721939.3;82911.8;51152.7;283772.2;32033.2;251739.0;117249.8;5498.2;102959.3;412.3;8380.0;38316.8;118861.0;8208.0;60533.4;34210.4;2169.4;9446.1;4293.7;29674.9;308.0;4377.7;24989.2;419592.3;29836.8;186781.9;13528.0;189445.6;7733.3;706.6;8.6;7018.1;144797.1;39255.3;29047.4;16539.0;21235.8;38719.6;149816.5;8170.9;68777.7;32818.4;9025.4;8231.7;22792.4;626854.0;45269.7;48684.5;255139.2;34404.9;220734.3;109556.3;2367.1;97033.7;294.0;9861.5;31423.3;110514.2;8779.8;57951.0;29642.2;1827.1;7835.8;4478.3;26266.9;295.0;2764.7;23207.2;352128.0;26936.1;160759.7;12887.7;151544.5;6910.8;591.3;7.8;6311.7;152166.9;39877.7;37998.2;16577.4;17533.9;40179.7;115648.2;8746.5;45642.0;27679.9;6517.5;7874.0;19188.3;411924.0;189500.4;26238.2;8332.0;360760.8;187646.3;591.0;17184.0;31092.1;5443.2;25648.9;5277.8;6344.3;980.6;272.7;112.3;48350.4;3474.8;137.3;44738.3
15;Totaal;G+I Handel en horeca;2022;841.0;494.1;816281.1;45211.5;60457.1;360159.2;10284.8;349874.4;132217.5;4573.7;118538.9;329.3;8775.6;50731.4;132708.6;7960.3;60175.2;37543.1;2695.9;13762.5;10571.6;34795.9;306.5;6699.9;27789.5;465669.0;42788.3;209497.3;17789.8;195593.6;9579.6;788.5;15.9;8775.2;169221.9;42724.3;40010.7;21511.7;20929.0;44046.2;171810.5;9653.8;66230.9;37007.8;10009.3;9744.4;39164.3;833308.0;80932.5;57613.7;358176.5;10712.5;347464.0;120208.7;6446.4;104514.7;294.0;8953.6;41623.5;134657.6;10425.5;64611.7;36189.9;2450.5;9490.0;11490.0;40095.7;307.9;9061.7;30726.1;483900.2;36314.4;222850.2;17390.9;207344.7;8802.6;743.0;5.3;8054.3;156071.5;39397.1;35240.9;17871.0;21768.7;41793.8;184533.9;10397.0;82595.3;34835.6;9851.0;11071.0;35784.0;506897.3;242402.9;30359.6;9198.9;448969.0;238925.0;181.5;18551.3;25230.1;1951.6;23278.5;6420.8;7840.3;355.9;1780.3;178.3;44319.9;4247.7;85.9;39986.2
16;Totaal;H+J Vervoer, informatie en communicatie;2019;352.0;256.7;353519.2;73827.9;68689.1;123661.2;5483.4;118177.8;29345.4;5383.5;13215.9;120.7;10625.3;2188.8;36016.0;1188.9;13828.1;12411.8;2190.7;6016.0;380.5;19790.8;166.2;6687.9;12936.7;167078.4;10183.8;158051.3;1557.0;-2713.7;7471.3;800.6;319.5;6351.2;107467.6;2782.1;40715.6;22041.7;13216.1;28712.1;71501.9;742.0;29344.4;10058.5;11585.1;4060.9;15711.0;306445.4;38855.1;64837.0;118383.0;5226.1;113156.9;30708.7;5519.1;15315.8;230.1;9643.7;2098.8;34010.5;1067.2;12992.6;11777.5;2122.1;5668.1;383.0;17552.3;170.6;6039.1;11342.6;140575.8;10722.3;137884.0;1368.7;-9399.2;7265.4;898.2;319.8;6047.4;95762.9;2640.8;31197.6;23797.9;10310.5;27816.1;62841.2;1640.4;20763.7;10127.3;3165.0;12360.1;14784.7;113936.3;53691.2;21403.9;12403.1;76168.8;42273.5;95.0;4055.6;6864.6;1862.0;5002.6;1622.3;4919.6;685.2;125.0;2.4;8430.7;1577.0;29.3;6824.4
17;Totaal;H+J Vervoer, informatie en communicatie;2020;359.0;277.5;382963.1;43472.4;75893.7;168793.4;8840.6;159952.8;27337.5;3972.5;14844.4;572.6;7948.0;2151.1;43345.2;2367.7;16824.3;12632.3;2611.0;7817.0;1092.9;21969.8;85.9;4879.1;17004.8;186051.2;22187.4;225139.3;1824.6;-63100.1;7380.4;835.0;304.4;6241.0;109433.0;3445.4;31914.3;21926.1;14245.2;37902.0;80098.6;3633.5;32354.3;9107.1;9943.5;5779.7;19280.5;370712.6;41121.5;73262.8;160782.7;8125.9;152656.8;30362.8;5498.0;14866.3;357.8;9640.7;2199.9;41396.4;2338.7;15209.9;13612.8;2759.6;6866.9;608.5;21586.6;139.3;7410.7;14036.6;174377.2;21308.2;212611.5;1844.3;-61386.8;8568.2;855.2;323.5;7389.5;109587.8;2942.1;40164.8;19335.6;11684.1;35461.2;78179.5;1938.2;31273.6;9706.1;4514.5;12156.1;18591.0;109614.8;53406.3;22033.2;13278.3;77111.2;43542.4;2152.9;-654.9;6893.5;-7.2;6900.7;1758.9;4576.9;-1385.6;15.0;81.5;1968.5;997.6;10.0;960.8
18;Totaal;H+J Vervoer, informatie en communicatie;2021;343.0;278.0;442534.3;60755.1;75930.1;172185.7;7706.6;164479.1;55632.2;6767.4;38759.6;1071.6;9033.6;2201.9;58171.2;6404.6;23159.2;15022.7;3320.3;8875.2;1389.2;17658.1;361.1;4529.8;12767.2;235160.5;49087.9;221675.9;3052.6;-38655.9;8083.4;784.8;277.6;7021.0;124787.0;1750.8;40894.8;27885.9;15010.8;39244.7;74503.4;1252.1;32027.4;8874.5;4785.3;5760.8;21803.3;414086.2;42154.1;73731.1;174708.9;7240.3;167468.6;51496.5;3775.7;39541.0;550.5;7629.3;2113.7;54277.4;6863.1;22456.2;12763.6;3032.7;7996.1;1165.7;15604.6;160.6;3968.7;11475.3;223057.0;50845.9;215845.1;2130.2;-45764.2;7029.5;708.0;306.2;6015.3;111464.5;1516.6;36576.0;20518.2;14864.8;37988.9;72535.3;4035.3;31125.8;8329.0;5940.0;3598.3;19506.9;118880.0;58995.5;22941.9;12374.3;78570.5;37636.8;1934.5;6927.8;10337.4;1082.7;9254.7;1439.2;4074.8;-3022.6;351.6;5.6;11953.1;1383.7;22.6;10546.8
19;Totaal;H+J Vervoer, informatie en communicatie;2022;353.0;333.5;502635.4;56866.5;86577.0;202991.1;14029.6;188961.5;52756.2;5126.1;35804.1;786.0;11040.0;4608.1;74033.1;8077.8;29994.9;21383.1;3343.2;9994.0;1240.1;24803.3;324.3;8738.5;15740.5;276565.2;58044.7;253308.7;4777.8;-39566.0;8720.8;896.5;244.6;7579.7;126593.5;6401.0;30640.2;27165.1;19221.3;43165.9;90755.8;5380.2;36618.1;14440.2;5209.0;5433.0;23675.3;470374.8;60723.6;83213.8;184196.1;11852.0;172344.1;56006.7;5153.6;40149.8;1009.9;9693.4;2877.3;61025.7;5436.6;22566.4;17795.0;3373.5;10396.0;1458.2;22331.7;416.3;6981.1;14934.3;251883.1;47827.9;231355.4;2896.9;-30197.1;8874.6;838.8;277.1;7758.7;130861.3;2436.4;39529.0;28268.8;17599.9;43027.2;78755.9;1801.6;31588.2;12591.5;6169.7;4978.6;21626.3;178599.2;91996.9;28382.1;13592.5;132648.5;72203.7;517.7;4493.9;11574.4;1461.5;10112.9;2422.1;5456.8;-1210.6;172.7;236.2;11759.5;1891.1;59.6;9808.8
20;Totaal;L Verhuur en handel van onroerend goed;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
