ID;SectorEnVermogensklasse;RegioS;Perioden;Installaties_1;OpgesteldVermogenVanZonnepanelen_2;OpgesteldVermogenOmvormers_3;ProductieVanZonnestroom_4
80;Alle economische activiteit en woningen;Noord-Holland (PV);2021 ;218003.0;1440930.0;;1114.0
81;Alle economische activiteit en woningen;Noord-Holland (PV);2022;289282.0;1872015.0;1704341.0;1619.0
82;Alle economische activiteit en woningen;Noord-Holland (PV);2023 ;357848.0;2302293.0;2063534.0;1878.0
83;Alle economische activiteit en woningen;Noord-Holland (PV);2024 eerste helft;378028.0;2435081.0;2170626.0;1096.0
84;Alle economische activiteit en woningen;Zuid-Holland (PV);2019;143018.0;793551.0;;611.0
85;Alle economische activiteit en woningen;Zuid-Holland (PV);2020;190377.0;1167813.0;;933.0
86;Alle economische activiteit en woningen;Zuid-Holland (PV);2021 ;247794.0;1628720.0;;1217.0
87;Alle economische activiteit en woningen;Zuid-Holland (PV);2022;359966.0;2261226.0;2034735.0;1916.0
88;Alle economische activiteit en woningen;Zuid-Holland (PV);2023 ;456836.0;2895095.0;2557127.0;2337.0
89;Alle economische activiteit en woningen;Zuid-Holland (PV);2024 eerste helft;479374.0;3120087.0;2741391.0;1357.0
90;Alle economische activiteit en woningen;Zeeland (PV);2019;41807.0;324537.0;;280.0
91;Alle economische activiteit en woningen;Zeeland (PV);2020;48730.0;442561.0;;410.0
92;Alle economische activiteit en woningen;Zeeland (PV);2021 ;56569.0;543027.0;;434.0
93;Alle economische activiteit en woningen;Zeeland (PV);2022;85246.0;775686.0;681237.0;691.0
94;Alle economische activiteit en woningen;Zeeland (PV);2023 ;99369.0;952198.0;834200.0;774.0
95;Alle economische activiteit en woningen;Zeeland (PV);2024 eerste helft;102970.0;1010716.0;878974.0;421.0
96;Alle economische activiteit en woningen;Noord-Brabant (PV);2019;157848.0;1214795.0;;918.0
97;Alle economische activiteit en woningen;Noord-Brabant (PV);2020;215317.0;1860232.0;;1476.0
98;Alle economische activiteit en woningen;Noord-Brabant (PV);2021 ;276145.0;2577937.0;;1959.0
99;Alle economische activiteit en woningen;Noord-Brabant (PV);2022;357763.0;3332012.0;2931556.0;2853.0
100;Alle economische activiteit en woningen;Noord-Brabant (PV);2023 ;460314.0;4156315.0;3607684.0;3372.0
101;Alle economische activiteit en woningen;Noord-Brabant (PV);2024 eerste helft;484784.0;4362751.0;3776212.0;1830.0
102;Alle economische activiteit en woningen;Limburg (PV);2019;94811.0;572886.0;;444.0
103;Alle economische activiteit en woningen;Limburg (PV);2020;119763.0;897642.0;;695.0
104;Alle economische activiteit en woningen;Limburg (PV);2021 ;145009.0;1176294.0;;912.0
105;Alle economische activiteit en woningen;Limburg (PV);2022;180796.0;1485089.0;1318279.0;1289.0
106;Alle economische activiteit en woningen;Limburg (PV);2023 ;222897.0;1864647.0;1620621.0;1494.0
107;Alle economische activiteit en woningen;Limburg (PV);2024 eerste helft;232968.0;1959690.0;1695481.0;800.0
108;Alle economische activiteit en woningen;Niet in te delen (PV);2019;359.0;1303.0;;1.0
109;Alle economische activiteit en woningen;Niet in te delen (PV);2020;432.0;1823.0;;1.0
110;Alle economische activiteit en woningen;Niet in te delen (PV);2021 ;426.0;14389.0;;12.0
111;Alle economische activiteit en woningen;Niet in te delen (PV);2022;509.0;17208.0;14768.0;16.0
112;Alle economische activiteit en woningen;Niet in te delen (PV);2023 ;520.0;28679.0;23689.0;25.0
113;Alle economische activiteit en woningen;Niet in te delen (PV);2024 eerste helft;533.0;175854.0;140124.0;28.0
114;Alle economische activiteit en woningen;Aa en Hunze;2019;2922.0;20968.0;;
115;Alle economische activiteit en woningen;Aa en Hunze;2020;3680.0;26174.0;;
116;Alle economische activiteit en woningen;Aa en Hunze;2021 ;4392.0;33382.0;;
117;Alle economische activiteit en woningen;Aa en Hunze;2022;5360.0;38849.0;37043.0;
118;Alle economische activiteit en woningen;Aa en Hunze;2023 ;6582.0;46238.0;43603.0;
119;Alle economische activiteit en woningen;Aa en Hunze;2024 eerste helft;6868.0;47836.0;44977.0;
120;Alle economische activiteit en woningen;Aalsmeer;2019;1800.0;11686.0;;
121;Alle economische activiteit en woningen;Aalsmeer;2020;2513.0;19234.0;;
122;Alle economische activiteit en woningen;Aalsmeer;2021 ;3093.0;34473.0;;
123;Alle economische activiteit en woningen;Aalsmeer;2022;4196.0;43073.0;37101.0;
124;Alle economische activiteit en woningen;Aalsmeer;2023 ;5562.0;56589.0;47492.0;
125;Alle economische activiteit en woningen;Aalsmeer;2024 eerste helft;5933.0;62944.0;52009.0;
126;Alle economische activiteit en woningen;Aalten;2019;2259.0;16346.0;;
127;Alle economische activiteit en woningen;Aalten;2020;2769.0;23723.0;;
128;Alle economische activiteit en woningen;Aalten;2021 ;3346.0;33100.0;;
129;Alle economische activiteit en woningen;Aalten;2022;4169.0;43101.0;37741.0;
130;Alle economische activiteit en woningen;Aalten;2023 ;5163.0;51111.0;44430.0;
131;Alle economische activiteit en woningen;Aalten;2024 eerste helft;5479.0;53466.0;46421.0;
132;Alle economische activiteit en woningen;Achtkarspelen;2019;1953.0;25697.0;;
133;Alle economische activiteit en woningen;Achtkarspelen;2020;2561.0;30455.0;;
134;Alle economische activiteit en woningen;Achtkarspelen;2021 ;3158.0;34398.0;;
135;Alle economische activiteit en woningen;Achtkarspelen;2022;4119.0;40771.0;36156.0;
136;Alle economische activiteit en woningen;Achtkarspelen;2023 ;5320.0;49286.0;43712.0;
137;Alle economische activiteit en woningen;Achtkarspelen;2024 eerste helft;5542.0;50775.0;44958.0;
138;Alle economische activiteit en woningen;Alblasserdam;2019;670.0;3422.0;;
139;Alle economische activiteit en woningen;Alblasserdam;2020;872.0;4982.0;;
140;Alle economische activiteit en woningen;Alblasserdam;2021 ;1234.0;7721.0;;
141;Alle economische activiteit en woningen;Alblasserdam;2022;1969.0;18128.0;15852.0;
142;Alle economische activiteit en woningen;Alblasserdam;2023 ;2534.0;23011.0;19643.0;
143;Alle economische activiteit en woningen;Alblasserdam;2024 eerste helft;2650.0;23791.0;20308.0;
144;Alle economische activiteit en woningen;Albrandswaard;2019;1091.0;8965.0;;
145;Alle economische activiteit en woningen;Albrandswaard;2020;1558.0;13247.0;;
146;Alle economische activiteit en woningen;Albrandswaard;2021 ;2126.0;14970.0;;
147;Alle economische activiteit en woningen;Albrandswaard;2022;3483.0;21659.0;18372.0;
148;Alle economische activiteit en woningen;Albrandswaard;2023 ;4625.0;26826.0;22827.0;
149;Alle economische activiteit en woningen;Albrandswaard;2024 eerste helft;4879.0;27903.0;23766.0;
150;Alle economische activiteit en woningen;Alkmaar;2019;6751.0;33951.0;;
151;Alle economische activiteit en woningen;Alkmaar;2020;9067.0;47118.0;;
152;Alle economische activiteit en woningen;Alkmaar;2021 ;11538.0;59943.0;;
153;Alle economische activiteit en woningen;Alkmaar;2022;14650.0;76531.0;71081.0;
154;Alle economische activiteit en woningen;Alkmaar;2023 ;17988.0;96998.0;88402.0;
155;Alle economische activiteit en woningen;Alkmaar;2024 eerste helft;18947.0;101879.0;92532.0;
156;Alle economische activiteit en woningen;Almelo;2019;3375.0;60836.0;;
157;Alle economische activiteit en woningen;Almelo;2020;4421.0;70735.0;;
158;Alle economische activiteit en woningen;Almelo;2021 ;5894.0;97637.0;;
159;Alle economische activiteit en woningen;Almelo;2022;8701.0;114137.0;96653.0;
160;Alle economische activiteit en woningen;Almelo;2023 ;11414.0;130336.0;111064.0;
161;Alle economische activiteit en woningen;Almelo;2024 eerste helft;12224.0;180318.0;143901.0;
162;Alle economische activiteit en woningen;Almere;2019;12116.0;86134.0;;
163;Alle economische activiteit en woningen;Almere;2020;15175.0;103265.0;;
164;Alle economische activiteit en woningen;Almere;2021 ;18703.0;124139.0;;
165;Alle economische activiteit en woningen;Almere;2022;25261.0;156931.0;147976.0;
166;Alle economische activiteit en woningen;Almere;2023 ;31452.0;222585.0;202641.0;
167;Alle economische activiteit en woningen;Almere;2024 eerste helft;33293.0;231583.0;210610.0;
168;Alle economische activiteit en woningen;Alphen aan den Rijn;2019;7049.0;36611.0;;
169;Alle economische activiteit en woningen;Alphen aan den Rijn;2020;10189.0;53012.0;;
170;Alle economische activiteit en woningen;Alphen aan den Rijn;2021 ;12559.0;69882.0;;
171;Alle economische activiteit en woningen;Alphen aan den Rijn;2022;16068.0;90506.0;82809.0;
172;Alle economische activiteit en woningen;Alphen aan den Rijn;2023 ;19508.0;113015.0;102020.0;
173;Alle economische activiteit en woningen;Alphen aan den Rijn;2024 eerste helft;20197.0;119506.0;107180.0;
174;Alle economische activiteit en woningen;Alphen-Chaam;2019;606.0;5644.0;;
175;Alle economische activiteit en woningen;Alphen-Chaam;2020;881.0;9931.0;;
176;Alle economische activiteit en woningen;Alphen-Chaam;2021 ;1145.0;13716.0;;
177;Alle economische activiteit en woningen;Alphen-Chaam;2022;1509.0;18123.0;16198.0;
178;Alle economische activiteit en woningen;Alphen-Chaam;2023 ;2007.0;22530.0;19902.0;
179;Alle economische activiteit en woningen;Alphen-Chaam;2024 eerste helft;2092.0;23295.0;20538.0;
180;Alle economische activiteit en woningen;Altena;2019;3422.0;22744.0;;
181;Alle economische activiteit en woningen;Altena;2020;4696.0;38336.0;;
182;Alle economische activiteit en woningen;Altena;2021 ;5952.0;50993.0;;
183;Alle economische activiteit en woningen;Altena;2022;7818.0;70778.0;62757.0;
184;Alle economische activiteit en woningen;Altena;2023 ;10322.0;90517.0;79269.0;
185;Alle economische activiteit en woningen;Altena;2024 eerste helft;10844.0;94230.0;82448.0;
186;Alle economische activiteit en woningen;Ameland;2019;301.0;7661.0;;
187;Alle economische activiteit en woningen;Ameland;2020;384.0;8028.0;;
188;Alle economische activiteit en woningen;Ameland;2021 ;483.0;8761.0;;
189;Alle economische activiteit en woningen;Ameland;2022;743.0;10255.0;10021.0;
190;Alle economische activiteit en woningen;Ameland;2023 ;943.0;11834.0;11340.0;
191;Alle economische activiteit en woningen;Ameland;2024 eerste helft;989.0;12159.0;11617.0;
192;Alle economische activiteit en woningen;Amersfoort;2019;11232.0;39176.0;;
193;Alle economische activiteit en woningen;Amersfoort;2020;14554.0;54989.0;;
194;Alle economische activiteit en woningen;Amersfoort;2021 ;18074.0;80978.0;;
195;Alle economische activiteit en woningen;Amersfoort;2022;23372.0;116225.0;102709.0;
196;Alle economische activiteit en woningen;Amersfoort;2023 ;27901.0;138181.0;121399.0;
197;Alle economische activiteit en woningen;Amersfoort;2024 eerste helft;29554.0;144609.0;127081.0;
198;Alle economische activiteit en woningen;Amstelveen;2019;3409.0;15892.0;;
199;Alle economische activiteit en woningen;Amstelveen;2020;4669.0;23260.0;;
200;Alle economische activiteit en woningen;Amstelveen;2021 ;5683.0;28643.0;;
201;Alle economische activiteit en woningen;Amstelveen;2022;7419.0;38488.0;35962.0;
202;Alle economische activiteit en woningen;Amstelveen;2023 ;9382.0;49750.0;45377.0;
203;Alle economische activiteit en woningen;Amstelveen;2024 eerste helft;10042.0;53079.0;48323.0;
204;Alle economische activiteit en woningen;Amsterdam;2019;14872.0;89583.0;;
205;Alle economische activiteit en woningen;Amsterdam;2020;19465.0;128268.0;;
206;Alle economische activiteit en woningen;Amsterdam;2021 ;24429.0;160576.0;;
207;Alle economische activiteit en woningen;Amsterdam;2022;33257.0;208180.0;187150.0;
208;Alle economische activiteit en woningen;Amsterdam;2023 ;43721.0;271511.0;239794.0;
209;Alle economische activiteit en woningen;Amsterdam;2024 eerste helft;46241.0;289163.0;254007.0;
210;Alle economische activiteit en woningen;Apeldoorn;2019;11813.0;55472.0;;
211;Alle economische activiteit en woningen;Apeldoorn;2020;15447.0;78907.0;;
212;Alle economische activiteit en woningen;Apeldoorn;2021 ;18507.0;138371.0;;
213;Alle economische activiteit en woningen;Apeldoorn;2022;24583.0;169504.0;148187.0;
214;Alle economische activiteit en woningen;Apeldoorn;2023 ;31072.0;205731.0;178877.0;
215;Alle economische activiteit en woningen;Apeldoorn;2024 eerste helft;32892.0;231154.0;197000.0;
216;Alle economische activiteit en woningen;Appingedam;2019;1330.0;4873.0;;
217;Alle economische activiteit en woningen;Appingedam;2020;1620.0;6804.0;;
218;Alle economische activiteit en woningen;Appingedam;2021 ;;;;
219;Alle economische activiteit en woningen;Appingedam;2022;;;;
220;Alle economische activiteit en woningen;Appingedam;2023 ;;;;
221;Alle economische activiteit en woningen;Appingedam;2024 eerste helft;;;;
222;Alle economische activiteit en woningen;Arnhem;2019;6831.0;33541.0;;
223;Alle economische activiteit en woningen;Arnhem;2020;8786.0;43592.0;;
224;Alle economische activiteit en woningen;Arnhem;2021 ;10789.0;61514.0;;
225;Alle economische activiteit en woningen;Arnhem;2022;14490.0;91966.0;85915.0;
226;Alle economische activiteit en woningen;Arnhem;2023 ;18598.0;111845.0;102973.0;
227;Alle economische activiteit en woningen;Arnhem;2024 eerste helft;19820.0;118206.0;108689.0;
228;Alle economische activiteit en woningen;Assen;2019;6834.0;35306.0;;
229;Alle economische activiteit en woningen;Assen;2020;8905.0;49117.0;;
230;Alle economische activiteit en woningen;Assen;2021 ;10164.0;55032.0;;
231;Alle economische activiteit en woningen;Assen;2022;11992.0;66953.0;61462.0;
232;Alle economische activiteit en woningen;Assen;2023 ;14358.0;80133.0;73069.0;
233;Alle economische activiteit en woningen;Assen;2024 eerste helft;14931.0;83721.0;75867.0;
234;Alle economische activiteit en woningen;Asten;2019;1133.0;18702.0;;
235;Alle economische activiteit en woningen;Asten;2020;1623.0;26423.0;;
236;Alle economische activiteit en woningen;Asten;2021 ;2215.0;32788.0;;
237;Alle economische activiteit en woningen;Asten;2022;2865.0;38552.0;35212.0;
238;Alle economische activiteit en woningen;Asten;2023 ;3592.0;46060.0;41383.0;
239;Alle economische activiteit en woningen;Asten;2024 eerste helft;3735.0;47830.0;42873.0;
240;Alle economische activiteit en woningen;Baarle-Nassau;2019;367.0;5875.0;;
241;Alle economische activiteit en woningen;Baarle-Nassau;2020;540.0;10056.0;;
242;Alle economische activiteit en woningen;Baarle-Nassau;2021 ;702.0;13912.0;;
243;Alle economische activiteit en woningen;Baarle-Nassau;2022;916.0;17820.0;15655.0;
244;Alle economische activiteit en woningen;Baarle-Nassau;2023 ;1207.0;21884.0;18952.0;
245;Alle economische activiteit en woningen;Baarle-Nassau;2024 eerste helft;1313.0;22107.0;19068.0;
246;Alle economische activiteit en woningen;Baarn;2019;1603.0;6493.0;;
247;Alle economische activiteit en woningen;Baarn;2020;1865.0;7881.0;;
248;Alle economische activiteit en woningen;Baarn;2021 ;2260.0;9571.0;;
249;Alle economische activiteit en woningen;Baarn;2022;3108.0;12923.0;12130.0;
250;Alle economische activiteit en woningen;Baarn;2023 ;3918.0;16886.0;15512.0;
251;Alle economische activiteit en woningen;Baarn;2024 eerste helft;4081.0;17631.0;16162.0;
252;Alle economische activiteit en woningen;Barendrecht;2019;2025.0;13011.0;;
253;Alle economische activiteit en woningen;Barendrecht;2020;2993.0;18915.0;;
254;Alle economische activiteit en woningen;Barendrecht;2021 ;4506.0;28640.0;;
255;Alle economische activiteit en woningen;Barendrecht;2022;6753.0;42472.0;37346.0;
256;Alle economische activiteit en woningen;Barendrecht;2023 ;8789.0;52719.0;46271.0;
257;Alle economische activiteit en woningen;Barendrecht;2024 eerste helft;9153.0;54506.0;47780.0;
258;Alle economische activiteit en woningen;Barneveld;2019;3976.0;42271.0;;
259;Alle economische activiteit en woningen;Barneveld;2020;5239.0;57705.0;;
260;Alle economische activiteit en woningen;Barneveld;2021 ;6224.0;73376.0;;
261;Alle economische activiteit en woningen;Barneveld;2022;8841.0;98436.0;87884.0;
262;Alle economische activiteit en woningen;Barneveld;2023 ;11117.0;117808.0;103904.0;
263;Alle economische activiteit en woningen;Barneveld;2024 eerste helft;11611.0;150249.0;128150.0;
264;Alle economische activiteit en woningen;Beek (L.);2019;1870.0;8303.0;;
265;Alle economische activiteit en woningen;Beek (L.);2020;2185.0;10327.0;;
266;Alle economische activiteit en woningen;Beek (L.);2021 ;2522.0;13513.0;;
267;Alle economische activiteit en woningen;Beek (L.);2022;3032.0;16834.0;15874.0;
268;Alle economische activiteit en woningen;Beek (L.);2023 ;3702.0;21353.0;19709.0;
269;Alle economische activiteit en woningen;Beek (L.);2024 eerste helft;3897.0;22232.0;20488.0;
270;Alle economische activiteit en woningen;Beekdaelen;2019;3746.0;19031.0;;
271;Alle economische activiteit en woningen;Beekdaelen;2020;4608.0;24710.0;;
272;Alle economische activiteit en woningen;Beekdaelen;2021 ;5458.0;31614.0;;
273;Alle economische activiteit en woningen;Beekdaelen;2022;6719.0;40746.0;37835.0;
274;Alle economische activiteit en woningen;Beekdaelen;2023 ;8217.0;49229.0;45186.0;
275;Alle economische activiteit en woningen;Beekdaelen;2024 eerste helft;8639.0;51285.0;46971.0;
276;Alle economische activiteit en woningen;Beemster;2019;778.0;4245.0;;
277;Alle economische activiteit en woningen;Beemster;2020;1027.0;5625.0;;
278;Alle economische activiteit en woningen;Beemster;2021 ;1436.0;9902.0;;
279;Alle economische activiteit en woningen;Beemster;2022;;;;
280;Alle economische activiteit en woningen;Beemster;2023 ;;;;
281;Alle economische activiteit en woningen;Beemster;2024 eerste helft;;;;
282;Alle economische activiteit en woningen;Beesel;2019;1226.0;6444.0;;
283;Alle economische activiteit en woningen;Beesel;2020;1588.0;9509.0;;
284;Alle economische activiteit en woningen;Beesel;2021 ;1856.0;10538.0;;
285;Alle economische activiteit en woningen;Beesel;2022;2434.0;16362.0;14863.0;
286;Alle economische activiteit en woningen;Beesel;2023 ;3067.0;26875.0;23526.0;
287;Alle economische activiteit en woningen;Beesel;2024 eerste helft;3260.0;34910.0;29641.0;
288;Alle economische activiteit en woningen;Berg en Dal;2019;2466.0;12203.0;;
289;Alle economische activiteit en woningen;Berg en Dal;2020;3137.0;15831.0;;
290;Alle economische activiteit en woningen;Berg en Dal;2021 ;3945.0;21385.0;;
291;Alle economische activiteit en woningen;Berg en Dal;2022;5123.0;28640.0;26606.0;
292;Alle economische activiteit en woningen;Berg en Dal;2023 ;6955.0;37165.0;33893.0;
293;Alle economische activiteit en woningen;Berg en Dal;2024 eerste helft;7375.0;38952.0;35453.0;
294;Alle economische activiteit en woningen;Bergeijk;2019;1447.0;15222.0;;
295;Alle economische activiteit en woningen;Bergeijk;2020;1975.0;23855.0;;
296;Alle economische activiteit en woningen;Bergeijk;2021 ;2553.0;30457.0;;
297;Alle economische activiteit en woningen;Bergeijk;2022;3192.0;35138.0;31957.0;
298;Alle economische activiteit en woningen;Bergeijk;2023 ;4076.0;42126.0;37941.0;
299;Alle economische activiteit en woningen;Bergeijk;2024 eerste helft;4241.0;43254.0;38903.0;
300;Alle economische activiteit en woningen;Bergen (L.);2019;943.0;7142.0;;
301;Alle economische activiteit en woningen;Bergen (L.);2020;1342.0;11712.0;;
302;Alle economische activiteit en woningen;Bergen (L.);2021 ;1819.0;15073.0;;
303;Alle economische activiteit en woningen;Bergen (L.);2022;2281.0;18121.0;16580.0;
304;Alle economische activiteit en woningen;Bergen (L.);2023 ;3083.0;22511.0;20414.0;
305;Alle economische activiteit en woningen;Bergen (L.);2024 eerste helft;3417.0;24036.0;21706.0;
306;Alle economische activiteit en woningen;Bergen (NH.);2019;3231.0;13362.0;;
307;Alle economische activiteit en woningen;Bergen (NH.);2020;4149.0;17849.0;;
308;Alle economische activiteit en woningen;Bergen (NH.);2021 ;5095.0;23247.0;;
309;Alle economische activiteit en woningen;Bergen (NH.);2022;6271.0;29444.0;27752.0;
310;Alle economische activiteit en woningen;Bergen (NH.);2023 ;7290.0;35684.0;33237.0;
311;Alle economische activiteit en woningen;Bergen (NH.);2024 eerste helft;7547.0;37104.0;34509.0;
312;Alle economische activiteit en woningen;Bergen op Zoom;2019;5001.0;17019.0;;
313;Alle economische activiteit en woningen;Bergen op Zoom;2020;6086.0;31206.0;;
