ID;Persoonskenmerken;Perioden;PersonenMetEenWerkloosheidsuitkering_1
979;Migratieachtergrond: Nederland;2022 februari;113530.0
980;Migratieachtergrond: Nederland;2022 maart;108610.0
981;Migratieachtergrond: Nederland;2022 april;104080.0
982;Migratieachtergrond: Nederland;2022 mei;92380.0
983;Migratieachtergrond: Nederland;2022 juni;91490.0
984;Migratieachtergrond: Nederland;2022 juli;93660.0
985;Migratieachtergrond: Nederland;2022 augustus;93780.0
986;Migratieachtergrond: Nederland;2022 september;89820.0
987;Migratieachtergrond: Nederland;2022 oktober;89490.0
988;Migratieachtergrond: Nederland;2022 november;88150.0
989;Migratieachtergrond: Nederland;2022 december;88280.0
990;Migratieachtergrond: Nederland;2023 januari;93550.0
991;Migratieachtergrond: Nederland;2023 februari;92780.0
992;Migratieachtergrond: Nederland;2023 maart;91510.0
993;Migratieachtergrond: Nederland;2023 april;90170.0
994;Migratieachtergrond: Nederland;2023 mei;83470.0
995;Migratieachtergrond: Nederland;2023 juni;84570.0
996;Migratieachtergrond: Nederland;2023 juli;88800.0
997;Migratieachtergrond: Nederland;2023 augustus;90900.0
998;Migratieachtergrond: Nederland;2023 september;90100.0
999;Migratieachtergrond: Nederland;2023 oktober;91240.0
1000;Migratieachtergrond: Nederland;2023 november;91840.0
1001;Migratieachtergrond: Nederland;2023 december;93480.0
1002;Migratieachtergrond: Nederland;2024 januari;
1003;Migratieachtergrond: Nederland;2024 februari;
1004;Migratieachtergrond: Nederland;2024 maart;
1005;Migratieachtergrond: Nederland;2024 april;
1006;Migratieachtergrond: Nederland;2024 mei;
1007;Migratieachtergrond: Nederland;2024 juni;
1008;Migratieachtergrond: Nederland;2024 juli;
1009;Migratieachtergrond: Nederland;2024 augustus;
1010;Migratieachtergrond: Nederland;2024 september;
1011;Migratieachtergrond: Nederland;2024 oktober;
1012;Migratieachtergrond: Nederland;2024 november;
1013;Migratieachtergrond: Nederland;2024 december;
1014;Migratieachtergrond: Nederland;2025 januari;
1015;Migratieachtergrond: westers;2013 januari;40600.0
1016;Migratieachtergrond: westers;2013 februari;40810.0
1017;Migratieachtergrond: westers;2013 maart;40410.0
1018;Migratieachtergrond: westers;2013 april;40350.0
1019;Migratieachtergrond: westers;2013 mei;40140.0
1020;Migratieachtergrond: westers;2013 juni;40480.0
1021;Migratieachtergrond: westers;2013 juli;41070.0
1022;Migratieachtergrond: westers;2013 augustus;40800.0
1023;Migratieachtergrond: westers;2013 september;41030.0
1024;Migratieachtergrond: westers;2013 oktober;42810.0
1025;Migratieachtergrond: westers;2013 november;44540.0
1026;Migratieachtergrond: westers;2013 december;47820.0
1027;Migratieachtergrond: westers;2014 januari;48130.0
1028;Migratieachtergrond: westers;2014 februari;47510.0
1029;Migratieachtergrond: westers;2014 maart;45330.0
1030;Migratieachtergrond: westers;2014 april;44780.0
1031;Migratieachtergrond: westers;2014 mei;44090.0
1032;Migratieachtergrond: westers;2014 juni;44320.0
1033;Migratieachtergrond: westers;2014 juli;43610.0
1034;Migratieachtergrond: westers;2014 augustus;42520.0
1035;Migratieachtergrond: westers;2014 september;41750.0
1036;Migratieachtergrond: westers;2014 oktober;42920.0
1037;Migratieachtergrond: westers;2014 november;44450.0
1038;Migratieachtergrond: westers;2014 december;47850.0
1039;Migratieachtergrond: westers;2015 januari;47630.0
1040;Migratieachtergrond: westers;2015 februari;46920.0
1041;Migratieachtergrond: westers;2015 maart;44690.0
1042;Migratieachtergrond: westers;2015 april;43560.0
1043;Migratieachtergrond: westers;2015 mei;42520.0
1044;Migratieachtergrond: westers;2015 juni;43650.0
1045;Migratieachtergrond: westers;2015 juli;43250.0
1046;Migratieachtergrond: westers;2015 augustus;42190.0
1047;Migratieachtergrond: westers;2015 september;41730.0
1048;Migratieachtergrond: westers;2015 oktober;42730.0
1049;Migratieachtergrond: westers;2015 november;44660.0
1050;Migratieachtergrond: westers;2015 december;47230.0
1051;Migratieachtergrond: westers;2016 januari;47710.0
1052;Migratieachtergrond: westers;2016 februari;47640.0
1053;Migratieachtergrond: westers;2016 maart;46230.0
1054;Migratieachtergrond: westers;2016 april;45690.0
1055;Migratieachtergrond: westers;2016 mei;42660.0
1056;Migratieachtergrond: westers;2016 juni;42820.0
1057;Migratieachtergrond: westers;2016 juli;42130.0
1058;Migratieachtergrond: westers;2016 augustus;42340.0
1059;Migratieachtergrond: westers;2016 september;41850.0
1060;Migratieachtergrond: westers;2016 oktober;42650.0
1061;Migratieachtergrond: westers;2016 november;43460.0
1062;Migratieachtergrond: westers;2016 december;44660.0
1063;Migratieachtergrond: westers;2017 januari;44250.0
1064;Migratieachtergrond: westers;2017 februari;43890.0
1065;Migratieachtergrond: westers;2017 maart;42240.0
1066;Migratieachtergrond: westers;2017 april;41200.0
1067;Migratieachtergrond: westers;2017 mei;38530.0
1068;Migratieachtergrond: westers;2017 juni;38460.0
1069;Migratieachtergrond: westers;2017 juli;37840.0
1070;Migratieachtergrond: westers;2017 augustus;37690.0
1071;Migratieachtergrond: westers;2017 september;36620.0
1072;Migratieachtergrond: westers;2017 oktober;37360.0
1073;Migratieachtergrond: westers;2017 november;37730.0
1074;Migratieachtergrond: westers;2017 december;39260.0
1075;Migratieachtergrond: westers;2018 januari;41040.0
1076;Migratieachtergrond: westers;2018 februari;40100.0
1077;Migratieachtergrond: westers;2018 maart;37600.0
1078;Migratieachtergrond: westers;2018 april;36900.0
1079;Migratieachtergrond: westers;2018 mei;34090.0
1080;Migratieachtergrond: westers;2018 juni;34630.0
1081;Migratieachtergrond: westers;2018 juli;33920.0
1082;Migratieachtergrond: westers;2018 augustus;33710.0
1083;Migratieachtergrond: westers;2018 september;32950.0
1084;Migratieachtergrond: westers;2018 oktober;33570.0
1085;Migratieachtergrond: westers;2018 november;34350.0
1086;Migratieachtergrond: westers;2018 december;36410.0
1087;Migratieachtergrond: westers;2019 januari;35140.0
1088;Migratieachtergrond: westers;2019 februari;34020.0
1089;Migratieachtergrond: westers;2019 maart;32310.0
1090;Migratieachtergrond: westers;2019 april;31830.0
1091;Migratieachtergrond: westers;2019 mei;29650.0
1092;Migratieachtergrond: westers;2019 juni;29940.0
1093;Migratieachtergrond: westers;2019 juli;29200.0
1094;Migratieachtergrond: westers;2019 augustus;28600.0
1095;Migratieachtergrond: westers;2019 september;28300.0
1096;Migratieachtergrond: westers;2019 oktober;28540.0
1097;Migratieachtergrond: westers;2019 november;29470.0
1098;Migratieachtergrond: westers;2019 december;31950.0
1099;Migratieachtergrond: westers;2020 januari;31000.0
1100;Migratieachtergrond: westers;2020 februari;30980.0
1101;Migratieachtergrond: westers;2020 maart;35480.0
1102;Migratieachtergrond: westers;2020 april;39410.0
1103;Migratieachtergrond: westers;2020 mei;38780.0
1104;Migratieachtergrond: westers;2020 juni;38590.0
1105;Migratieachtergrond: westers;2020 juli;37070.0
1106;Migratieachtergrond: westers;2020 augustus;37400.0
1107;Migratieachtergrond: westers;2020 september;35850.0
1108;Migratieachtergrond: westers;2020 oktober;35460.0
1109;Migratieachtergrond: westers;2020 november;35590.0
1110;Migratieachtergrond: westers;2020 december;37650.0
1111;Migratieachtergrond: westers;2021 januari;38050.0
1112;Migratieachtergrond: westers;2021 februari;37240.0
1113;Migratieachtergrond: westers;2021 maart;34780.0
1114;Migratieachtergrond: westers;2021 april;33200.0
1115;Migratieachtergrond: westers;2021 mei;28130.0
1116;Migratieachtergrond: westers;2021 juni;27010.0
1117;Migratieachtergrond: westers;2021 juli;27460.0
1118;Migratieachtergrond: westers;2021 augustus;26830.0
1119;Migratieachtergrond: westers;2021 september;25350.0
1120;Migratieachtergrond: westers;2021 oktober;25200.0
1121;Migratieachtergrond: westers;2021 november;25270.0
1122;Migratieachtergrond: westers;2021 december;25430.0
1123;Migratieachtergrond: westers;2022 januari;25820.0
1124;Migratieachtergrond: westers;2022 februari;24300.0
1125;Migratieachtergrond: westers;2022 maart;22700.0
1126;Migratieachtergrond: westers;2022 april;21710.0
1127;Migratieachtergrond: westers;2022 mei;18790.0
1128;Migratieachtergrond: westers;2022 juni;18830.0
1129;Migratieachtergrond: westers;2022 juli;19540.0
1130;Migratieachtergrond: westers;2022 augustus;19640.0
1131;Migratieachtergrond: westers;2022 september;19230.0
1132;Migratieachtergrond: westers;2022 oktober;20000.0
1133;Migratieachtergrond: westers;2022 november;20580.0
1134;Migratieachtergrond: westers;2022 december;21050.0
1135;Migratieachtergrond: westers;2023 januari;22570.0
1136;Migratieachtergrond: westers;2023 februari;22330.0
1137;Migratieachtergrond: westers;2023 maart;21870.0
1138;Migratieachtergrond: westers;2023 april;21810.0
1139;Migratieachtergrond: westers;2023 mei;20040.0
1140;Migratieachtergrond: westers;2023 juni;20350.0
1141;Migratieachtergrond: westers;2023 juli;21760.0
1142;Migratieachtergrond: westers;2023 augustus;22370.0
1143;Migratieachtergrond: westers;2023 september;22030.0
1144;Migratieachtergrond: westers;2023 oktober;23250.0
1145;Migratieachtergrond: westers;2023 november;24010.0
1146;Migratieachtergrond: westers;2023 december;24850.0
1147;Migratieachtergrond: westers;2024 januari;
1148;Migratieachtergrond: westers;2024 februari;
1149;Migratieachtergrond: westers;2024 maart;
1150;Migratieachtergrond: westers;2024 april;
1151;Migratieachtergrond: westers;2024 mei;
1152;Migratieachtergrond: westers;2024 juni;
1153;Migratieachtergrond: westers;2024 juli;
1154;Migratieachtergrond: westers;2024 augustus;
1155;Migratieachtergrond: westers;2024 september;
1156;Migratieachtergrond: westers;2024 oktober;
1157;Migratieachtergrond: westers;2024 november;
1158;Migratieachtergrond: westers;2024 december;
1159;Migratieachtergrond: westers;2025 januari;
1160;Migratieachtergrond: niet-westers;2013 januari;49160.0
1161;Migratieachtergrond: niet-westers;2013 februari;49560.0
1162;Migratieachtergrond: niet-westers;2013 maart;49590.0
1163;Migratieachtergrond: niet-westers;2013 april;49820.0
1164;Migratieachtergrond: niet-westers;2013 mei;49740.0
1165;Migratieachtergrond: niet-westers;2013 juni;49890.0
1166;Migratieachtergrond: niet-westers;2013 juli;50550.0
1167;Migratieachtergrond: niet-westers;2013 augustus;50480.0
1168;Migratieachtergrond: niet-westers;2013 september;50720.0
1169;Migratieachtergrond: niet-westers;2013 oktober;51880.0
1170;Migratieachtergrond: niet-westers;2013 november;53020.0
1171;Migratieachtergrond: niet-westers;2013 december;55800.0
1172;Migratieachtergrond: niet-westers;2014 januari;55850.0
1173;Migratieachtergrond: niet-westers;2014 februari;55610.0
1174;Migratieachtergrond: niet-westers;2014 maart;54190.0
1175;Migratieachtergrond: niet-westers;2014 april;53570.0
1176;Migratieachtergrond: niet-westers;2014 mei;52560.0
1177;Migratieachtergrond: niet-westers;2014 juni;52600.0
1178;Migratieachtergrond: niet-westers;2014 juli;51770.0
1179;Migratieachtergrond: niet-westers;2014 augustus;50440.0
1180;Migratieachtergrond: niet-westers;2014 september;49350.0
1181;Migratieachtergrond: niet-westers;2014 oktober;49890.0
1182;Migratieachtergrond: niet-westers;2014 november;50550.0
1183;Migratieachtergrond: niet-westers;2014 december;53130.0
1184;Migratieachtergrond: niet-westers;2015 januari;52200.0
1185;Migratieachtergrond: niet-westers;2015 februari;51430.0
1186;Migratieachtergrond: niet-westers;2015 maart;49730.0
1187;Migratieachtergrond: niet-westers;2015 april;48530.0
1188;Migratieachtergrond: niet-westers;2015 mei;47530.0
1189;Migratieachtergrond: niet-westers;2015 juni;48250.0
1190;Migratieachtergrond: niet-westers;2015 juli;47680.0
1191;Migratieachtergrond: niet-westers;2015 augustus;46520.0
1192;Migratieachtergrond: niet-westers;2015 september;45930.0
1193;Migratieachtergrond: niet-westers;2015 oktober;46320.0
1194;Migratieachtergrond: niet-westers;2015 november;47750.0
1195;Migratieachtergrond: niet-westers;2015 december;49510.0
1196;Migratieachtergrond: niet-westers;2016 januari;49740.0
1197;Migratieachtergrond: niet-westers;2016 februari;50230.0
1198;Migratieachtergrond: niet-westers;2016 maart;49450.0
1199;Migratieachtergrond: niet-westers;2016 april;48890.0
1200;Migratieachtergrond: niet-westers;2016 mei;46010.0
1201;Migratieachtergrond: niet-westers;2016 juni;46400.0
1202;Migratieachtergrond: niet-westers;2016 juli;45560.0
1203;Migratieachtergrond: niet-westers;2016 augustus;45550.0
1204;Migratieachtergrond: niet-westers;2016 september;44600.0
1205;Migratieachtergrond: niet-westers;2016 oktober;44800.0
1206;Migratieachtergrond: niet-westers;2016 november;44900.0
1207;Migratieachtergrond: niet-westers;2016 december;45580.0
1208;Migratieachtergrond: niet-westers;2017 januari;45070.0
1209;Migratieachtergrond: niet-westers;2017 februari;45030.0
1210;Migratieachtergrond: niet-westers;2017 maart;43530.0
1211;Migratieachtergrond: niet-westers;2017 april;42430.0
1212;Migratieachtergrond: niet-westers;2017 mei;40020.0
1213;Migratieachtergrond: niet-westers;2017 juni;40420.0
1214;Migratieachtergrond: niet-westers;2017 juli;40070.0
1215;Migratieachtergrond: niet-westers;2017 augustus;39860.0
1216;Migratieachtergrond: niet-westers;2017 september;38720.0
1217;Migratieachtergrond: niet-westers;2017 oktober;38860.0
1218;Migratieachtergrond: niet-westers;2017 november;38780.0
1219;Migratieachtergrond: niet-westers;2017 december;39760.0
1220;Migratieachtergrond: niet-westers;2018 januari;38820.0
1221;Migratieachtergrond: niet-westers;2018 februari;38540.0
1222;Migratieachtergrond: niet-westers;2018 maart;37080.0
1223;Migratieachtergrond: niet-westers;2018 april;36170.0
1224;Migratieachtergrond: niet-westers;2018 mei;33660.0
1225;Migratieachtergrond: niet-westers;2018 juni;33910.0
1226;Migratieachtergrond: niet-westers;2018 juli;33490.0
1227;Migratieachtergrond: niet-westers;2018 augustus;33680.0
1228;Migratieachtergrond: niet-westers;2018 september;32820.0
1229;Migratieachtergrond: niet-westers;2018 oktober;33310.0
1230;Migratieachtergrond: niet-westers;2018 november;33740.0
1231;Migratieachtergrond: niet-westers;2018 december;35550.0
1232;Migratieachtergrond: niet-westers;2019 januari;34560.0
1233;Migratieachtergrond: niet-westers;2019 februari;34030.0
1234;Migratieachtergrond: niet-westers;2019 maart;32970.0
1235;Migratieachtergrond: niet-westers;2019 april;32870.0
1236;Migratieachtergrond: niet-westers;2019 mei;30850.0
1237;Migratieachtergrond: niet-westers;2019 juni;31670.0
1238;Migratieachtergrond: niet-westers;2019 juli;31600.0
1239;Migratieachtergrond: niet-westers;2019 augustus;31550.0
1240;Migratieachtergrond: niet-westers;2019 september;31370.0
1241;Migratieachtergrond: niet-westers;2019 oktober;31670.0
1242;Migratieachtergrond: niet-westers;2019 november;32350.0
1243;Migratieachtergrond: niet-westers;2019 december;34630.0
1244;Migratieachtergrond: niet-westers;2020 januari;34260.0
1245;Migratieachtergrond: niet-westers;2020 februari;35000.0
1246;Migratieachtergrond: niet-westers;2020 maart;41930.0
1247;Migratieachtergrond: niet-westers;2020 april;47120.0
1248;Migratieachtergrond: niet-westers;2020 mei;46880.0
1249;Migratieachtergrond: niet-westers;2020 juni;46850.0
1250;Migratieachtergrond: niet-westers;2020 juli;45560.0
1251;Migratieachtergrond: niet-westers;2020 augustus;45970.0
1252;Migratieachtergrond: niet-westers;2020 september;43530.0
1253;Migratieachtergrond: niet-westers;2020 oktober;41860.0
1254;Migratieachtergrond: niet-westers;2020 november;41120.0
1255;Migratieachtergrond: niet-westers;2020 december;42740.0
1256;Migratieachtergrond: niet-westers;2021 januari;43320.0
1257;Migratieachtergrond: niet-westers;2021 februari;42870.0
1258;Migratieachtergrond: niet-westers;2021 maart;40540.0
1259;Migratieachtergrond: niet-westers;2021 april;39280.0
1260;Migratieachtergrond: niet-westers;2021 mei;33490.0
1261;Migratieachtergrond: niet-westers;2021 juni;31920.0
1262;Migratieachtergrond: niet-westers;2021 juli;32860.0
1263;Migratieachtergrond: niet-westers;2021 augustus;31800.0
1264;Migratieachtergrond: niet-westers;2021 september;29720.0
1265;Migratieachtergrond: niet-westers;2021 oktober;29130.0
1266;Migratieachtergrond: niet-westers;2021 november;27940.0
1267;Migratieachtergrond: niet-westers;2021 december;27900.0
1268;Migratieachtergrond: niet-westers;2022 januari;28710.0
1269;Migratieachtergrond: niet-westers;2022 februari;27370.0
1270;Migratieachtergrond: niet-westers;2022 maart;26110.0
1271;Migratieachtergrond: niet-westers;2022 april;25360.0
1272;Migratieachtergrond: niet-westers;2022 mei;22710.0
1273;Migratieachtergrond: niet-westers;2022 juni;23160.0
1274;Migratieachtergrond: niet-westers;2022 juli;24380.0
1275;Migratieachtergrond: niet-westers;2022 augustus;24400.0
1276;Migratieachtergrond: niet-westers;2022 september;23390.0
1277;Migratieachtergrond: niet-westers;2022 oktober;23550.0
1278;Migratieachtergrond: niet-westers;2022 november;23250.0
1279;Migratieachtergrond: niet-westers;2022 december;23380.0
1280;Migratieachtergrond: niet-westers;2023 januari;25390.0
1281;Migratieachtergrond: niet-westers;2023 februari;25370.0
1282;Migratieachtergrond: niet-westers;2023 maart;25160.0
1283;Migratieachtergrond: niet-westers;2023 april;25130.0
1284;Migratieachtergrond: niet-westers;2023 mei;23130.0
1285;Migratieachtergrond: niet-westers;2023 juni;23500.0
1286;Migratieachtergrond: niet-westers;2023 juli;25240.0
1287;Migratieachtergrond: niet-westers;2023 augustus;25900.0
1288;Migratieachtergrond: niet-westers;2023 september;25720.0
1289;Migratieachtergrond: niet-westers;2023 oktober;26270.0
1290;Migratieachtergrond: niet-westers;2023 november;26300.0
1291;Migratieachtergrond: niet-westers;2023 december;26530.0
1292;Migratieachtergrond: niet-westers;2024 januari;
1293;Migratieachtergrond: niet-westers;2024 februari;
1294;Migratieachtergrond: niet-westers;2024 maart;
1295;Migratieachtergrond: niet-westers;2024 april;
1296;Migratieachtergrond: niet-westers;2024 mei;
1297;Migratieachtergrond: niet-westers;2024 juni;
1298;Migratieachtergrond: niet-westers;2024 juli;
1299;Migratieachtergrond: niet-westers;2024 augustus;
1300;Migratieachtergrond: niet-westers;2024 september;
1301;Migratieachtergrond: niet-westers;2024 oktober;
1302;Migratieachtergrond: niet-westers;2024 november;
1303;Migratieachtergrond: niet-westers;2024 december;
1304;Migratieachtergrond: niet-westers;2025 januari;
