ID;Persoonskenmerken;Perioden;PersonenMetEenWerkloosheidsuitkering_1
52;Totaal personen;2017 mei;319370.0
53;Totaal personen;2017 juni;317660.0
54;Totaal personen;2017 juli;312150.0
55;Totaal personen;2017 augustus;311740.0
56;Totaal personen;2017 september;302640.0
57;Totaal personen;2017 oktober;302960.0
58;Totaal personen;2017 november;300830.0
59;Totaal personen;2017 december;307430.0
60;Totaal personen;2018 januari;301090.0
61;Totaal personen;2018 februari;297190.0
62;Totaal personen;2018 maart;285370.0
63;Totaal personen;2018 april;277650.0
64;Totaal personen;2018 mei;258590.0
65;Totaal personen;2018 juni;258030.0
66;Totaal personen;2018 juli;250970.0
67;Totaal personen;2018 augustus;249480.0
68;Totaal personen;2018 september;242630.0
69;Totaal personen;2018 oktober;243970.0
70;Totaal personen;2018 november;244330.0
71;Totaal personen;2018 december;254480.0
72;Totaal personen;2019 januari;248410.0
73;Totaal personen;2019 februari;242790.0
74;Totaal personen;2019 maart;234000.0
75;Totaal personen;2019 april;230200.0
76;Totaal personen;2019 mei;216720.0
77;Totaal personen;2019 juni;217930.0
78;Totaal personen;2019 juli;212990.0
79;Totaal personen;2019 augustus;210790.0
80;Totaal personen;2019 september;207380.0
81;Totaal personen;2019 oktober;207080.0
82;Totaal personen;2019 november;210510.0
83;Totaal personen;2019 december;221610.0
84;Totaal personen;2020 januari;217750.0
85;Totaal personen;2020 februari;218250.0
86;Totaal personen;2020 maart;241980.0
87;Totaal personen;2020 april;263580.0
88;Totaal personen;2020 mei;261930.0
89;Totaal personen;2020 juni;263630.0
90;Totaal personen;2020 juli;256840.0
91;Totaal personen;2020 augustus;261030.0
92;Totaal personen;2020 september;250850.0
93;Totaal personen;2020 oktober;244840.0
94;Totaal personen;2020 november;240990.0
95;Totaal personen;2020 december;249770.0
96;Totaal personen;2021 januari;254730.0
97;Totaal personen;2021 februari;250980.0
98;Totaal personen;2021 maart;237510.0
99;Totaal personen;2021 april;230060.0
100;Totaal personen;2021 mei;198500.0
101;Totaal personen;2021 juni;190400.0
102;Totaal personen;2021 juli;194880.0
103;Totaal personen;2021 augustus;189960.0
104;Totaal personen;2021 september;178990.0
105;Totaal personen;2021 oktober;175850.0
106;Totaal personen;2021 november;170680.0
107;Totaal personen;2021 december;169230.0
108;Totaal personen;2022 januari;172980.0
109;Totaal personen;2022 februari;165200.0
110;Totaal personen;2022 maart;157410.0
111;Totaal personen;2022 april;151150.0
112;Totaal personen;2022 mei;133890.0
113;Totaal personen;2022 juni;133490.0
114;Totaal personen;2022 juli;137580.0
115;Totaal personen;2022 augustus;137820.0
116;Totaal personen;2022 september;132440.0
117;Totaal personen;2022 oktober;133040.0
118;Totaal personen;2022 november;131980.0
119;Totaal personen;2022 december;132720.0
120;Totaal personen;2023 januari;141500.0
121;Totaal personen;2023 februari;140490.0
122;Totaal personen;2023 maart;138530.0
123;Totaal personen;2023 april;137110.0
124;Totaal personen;2023 mei;126650.0
125;Totaal personen;2023 juni;128420.0
126;Totaal personen;2023 juli;135800.0
127;Totaal personen;2023 augustus;139160.0
128;Totaal personen;2023 september;137850.0
129;Totaal personen;2023 oktober;140760.0
130;Totaal personen;2023 november;142150.0
131;Totaal personen;2023 december;144860.0
132;Totaal personen;2024 januari;154080.0
133;Totaal personen;2024 februari;153810.0
134;Totaal personen;2024 maart;153060.0
135;Totaal personen;2024 april;151850.0
136;Totaal personen;2024 mei;139910.0
137;Totaal personen;2024 juni;141330.0
138;Totaal personen;2024 juli;149750.0
139;Totaal personen;2024 augustus;153140.0
140;Totaal personen;2024 september;154240.0
141;Totaal personen;2024 oktober;157570.0
142;Totaal personen;2024 november;158000.0
143;Totaal personen;2024 december;159000.0
144;Totaal personen;2025 januari;169000.0
145;Geslacht: Mannen;2013 januari;201970.0
146;Geslacht: Mannen;2013 februari;203620.0
147;Geslacht: Mannen;2013 maart;201030.0
148;Geslacht: Mannen;2013 april;197300.0
149;Geslacht: Mannen;2013 mei;195240.0
150;Geslacht: Mannen;2013 juni;195780.0
151;Geslacht: Mannen;2013 juli;202110.0
152;Geslacht: Mannen;2013 augustus;198180.0
153;Geslacht: Mannen;2013 september;196750.0
154;Geslacht: Mannen;2013 oktober;201940.0
155;Geslacht: Mannen;2013 november;209590.0
156;Geslacht: Mannen;2013 december;232720.0
157;Geslacht: Mannen;2014 januari;234100.0
158;Geslacht: Mannen;2014 februari;231270.0
159;Geslacht: Mannen;2014 maart;218370.0
160;Geslacht: Mannen;2014 april;213630.0
161;Geslacht: Mannen;2014 mei;209500.0
162;Geslacht: Mannen;2014 juni;208570.0
163;Geslacht: Mannen;2014 juli;208300.0
164;Geslacht: Mannen;2014 augustus;199950.0
165;Geslacht: Mannen;2014 september;193680.0
166;Geslacht: Mannen;2014 oktober;195510.0
167;Geslacht: Mannen;2014 november;199970.0
168;Geslacht: Mannen;2014 december;222200.0
169;Geslacht: Mannen;2015 januari;218300.0
170;Geslacht: Mannen;2015 februari;213900.0
171;Geslacht: Mannen;2015 maart;200470.0
172;Geslacht: Mannen;2015 april;192840.0
173;Geslacht: Mannen;2015 mei;187120.0
174;Geslacht: Mannen;2015 juni;188300.0
175;Geslacht: Mannen;2015 juli;187790.0
176;Geslacht: Mannen;2015 augustus;181390.0
177;Geslacht: Mannen;2015 september;178420.0
178;Geslacht: Mannen;2015 oktober;180480.0
179;Geslacht: Mannen;2015 november;187130.0
180;Geslacht: Mannen;2015 december;202270.0
181;Geslacht: Mannen;2016 januari;204130.0
182;Geslacht: Mannen;2016 februari;203220.0
183;Geslacht: Mannen;2016 maart;197730.0
184;Geslacht: Mannen;2016 april;193350.0
185;Geslacht: Mannen;2016 mei;179400.0
186;Geslacht: Mannen;2016 juni;177460.0
187;Geslacht: Mannen;2016 juli;174000.0
188;Geslacht: Mannen;2016 augustus;175870.0
189;Geslacht: Mannen;2016 september;170990.0
190;Geslacht: Mannen;2016 oktober;171950.0
191;Geslacht: Mannen;2016 november;173200.0
192;Geslacht: Mannen;2016 december;180770.0
193;Geslacht: Mannen;2017 januari;181210.0
194;Geslacht: Mannen;2017 februari;179930.0
195;Geslacht: Mannen;2017 maart;172660.0
196;Geslacht: Mannen;2017 april;167640.0
197;Geslacht: Mannen;2017 mei;155700.0
198;Geslacht: Mannen;2017 juni;154110.0
199;Geslacht: Mannen;2017 juli;151110.0
200;Geslacht: Mannen;2017 augustus;150730.0
201;Geslacht: Mannen;2017 september;145360.0
202;Geslacht: Mannen;2017 oktober;145900.0
203;Geslacht: Mannen;2017 november;145200.0
204;Geslacht: Mannen;2017 december;151740.0
205;Geslacht: Mannen;2018 januari;149120.0
206;Geslacht: Mannen;2018 februari;147280.0
207;Geslacht: Mannen;2018 maart;140460.0
208;Geslacht: Mannen;2018 april;135860.0
209;Geslacht: Mannen;2018 mei;124940.0
210;Geslacht: Mannen;2018 juni;123930.0
211;Geslacht: Mannen;2018 juli;120760.0
212;Geslacht: Mannen;2018 augustus;120580.0
213;Geslacht: Mannen;2018 september;116760.0
214;Geslacht: Mannen;2018 oktober;117970.0
215;Geslacht: Mannen;2018 november;118710.0
216;Geslacht: Mannen;2018 december;126740.0
217;Geslacht: Mannen;2019 januari;125020.0
218;Geslacht: Mannen;2019 februari;122290.0
219;Geslacht: Mannen;2019 maart;117180.0
220;Geslacht: Mannen;2019 april;114730.0
221;Geslacht: Mannen;2019 mei;106780.0
222;Geslacht: Mannen;2019 juni;106960.0
223;Geslacht: Mannen;2019 juli;105060.0
224;Geslacht: Mannen;2019 augustus;103720.0
225;Geslacht: Mannen;2019 september;101880.0
226;Geslacht: Mannen;2019 oktober;102140.0
227;Geslacht: Mannen;2019 november;104430.0
228;Geslacht: Mannen;2019 december;113000.0
229;Geslacht: Mannen;2020 januari;111770.0
230;Geslacht: Mannen;2020 februari;111850.0
231;Geslacht: Mannen;2020 maart;123390.0
232;Geslacht: Mannen;2020 april;134680.0
233;Geslacht: Mannen;2020 mei;133140.0
234;Geslacht: Mannen;2020 juni;133370.0
235;Geslacht: Mannen;2020 juli;129770.0
236;Geslacht: Mannen;2020 augustus;132380.0
237;Geslacht: Mannen;2020 september;126920.0
238;Geslacht: Mannen;2020 oktober;123490.0
239;Geslacht: Mannen;2020 november;122190.0
240;Geslacht: Mannen;2020 december;128230.0
241;Geslacht: Mannen;2021 januari;131000.0
242;Geslacht: Mannen;2021 februari;129030.0
243;Geslacht: Mannen;2021 maart;121030.0
244;Geslacht: Mannen;2021 april;116810.0
245;Geslacht: Mannen;2021 mei;98860.0
246;Geslacht: Mannen;2021 juni;94690.0
247;Geslacht: Mannen;2021 juli;97250.0
248;Geslacht: Mannen;2021 augustus;95000.0
249;Geslacht: Mannen;2021 september;89030.0
250;Geslacht: Mannen;2021 oktober;87990.0
251;Geslacht: Mannen;2021 november;85610.0
252;Geslacht: Mannen;2021 december;86230.0
253;Geslacht: Mannen;2022 januari;88340.0
254;Geslacht: Mannen;2022 februari;84410.0
255;Geslacht: Mannen;2022 maart;80040.0
256;Geslacht: Mannen;2022 april;76460.0
257;Geslacht: Mannen;2022 mei;66620.0
258;Geslacht: Mannen;2022 juni;66210.0
259;Geslacht: Mannen;2022 juli;68780.0
260;Geslacht: Mannen;2022 augustus;69290.0
261;Geslacht: Mannen;2022 september;66410.0
262;Geslacht: Mannen;2022 oktober;67190.0
263;Geslacht: Mannen;2022 november;66870.0
264;Geslacht: Mannen;2022 december;68550.0
265;Geslacht: Mannen;2023 januari;73310.0
266;Geslacht: Mannen;2023 februari;73020.0
267;Geslacht: Mannen;2023 maart;71970.0
268;Geslacht: Mannen;2023 april;71000.0
269;Geslacht: Mannen;2023 mei;65030.0
270;Geslacht: Mannen;2023 juni;65680.0
271;Geslacht: Mannen;2023 juli;69870.0
272;Geslacht: Mannen;2023 augustus;71560.0
273;Geslacht: Mannen;2023 september;70720.0
274;Geslacht: Mannen;2023 oktober;72380.0
275;Geslacht: Mannen;2023 november;73500.0
276;Geslacht: Mannen;2023 december;75970.0
277;Geslacht: Mannen;2024 januari;81060.0
278;Geslacht: Mannen;2024 februari;81130.0
279;Geslacht: Mannen;2024 maart;80560.0
280;Geslacht: Mannen;2024 april;80230.0
281;Geslacht: Mannen;2024 mei;73230.0
282;Geslacht: Mannen;2024 juni;73890.0
283;Geslacht: Mannen;2024 juli;78740.0
284;Geslacht: Mannen;2024 augustus;80130.0
285;Geslacht: Mannen;2024 september;80430.0
286;Geslacht: Mannen;2024 oktober;82170.0
287;Geslacht: Mannen;2024 november;82500.0
288;Geslacht: Mannen;2024 december;83500.0
289;Geslacht: Mannen;2025 januari;88500.0
290;Geslacht: Vrouwen;2013 januari;152620.0
291;Geslacht: Vrouwen;2013 februari;155100.0
292;Geslacht: Vrouwen;2013 maart;157220.0
293;Geslacht: Vrouwen;2013 april;158730.0
294;Geslacht: Vrouwen;2013 mei;160170.0
295;Geslacht: Vrouwen;2013 juni;162210.0
296;Geslacht: Vrouwen;2013 juli;167220.0
297;Geslacht: Vrouwen;2013 augustus;170270.0
298;Geslacht: Vrouwen;2013 september;171330.0
299;Geslacht: Vrouwen;2013 oktober;176620.0
300;Geslacht: Vrouwen;2013 november;180560.0
301;Geslacht: Vrouwen;2013 december;185880.0
302;Geslacht: Vrouwen;2014 januari;191240.0
303;Geslacht: Vrouwen;2014 februari;191350.0
304;Geslacht: Vrouwen;2014 maart;187420.0
305;Geslacht: Vrouwen;2014 april;186940.0
306;Geslacht: Vrouwen;2014 mei;185760.0
307;Geslacht: Vrouwen;2014 juni;187060.0
308;Geslacht: Vrouwen;2014 juli;187100.0
309;Geslacht: Vrouwen;2014 augustus;186070.0
310;Geslacht: Vrouwen;2014 september;182210.0
311;Geslacht: Vrouwen;2014 oktober;183610.0
312;Geslacht: Vrouwen;2014 november;185090.0
313;Geslacht: Vrouwen;2014 december;189270.0
314;Geslacht: Vrouwen;2015 januari;193730.0
315;Geslacht: Vrouwen;2015 februari;193210.0
316;Geslacht: Vrouwen;2015 maart;188570.0
317;Geslacht: Vrouwen;2015 april;186460.0
318;Geslacht: Vrouwen;2015 mei;184550.0
319;Geslacht: Vrouwen;2015 juni;188510.0
320;Geslacht: Vrouwen;2015 juli;188740.0
321;Geslacht: Vrouwen;2015 augustus;185690.0
322;Geslacht: Vrouwen;2015 september;184560.0
323;Geslacht: Vrouwen;2015 oktober;185560.0
324;Geslacht: Vrouwen;2015 november;188020.0
325;Geslacht: Vrouwen;2015 december;190760.0
326;Geslacht: Vrouwen;2016 januari;192700.0
327;Geslacht: Vrouwen;2016 februari;194430.0
328;Geslacht: Vrouwen;2016 maart;192310.0
329;Geslacht: Vrouwen;2016 april;191840.0
330;Geslacht: Vrouwen;2016 mei;184140.0
331;Geslacht: Vrouwen;2016 juni;185360.0
332;Geslacht: Vrouwen;2016 juli;184060.0
333;Geslacht: Vrouwen;2016 augustus;184810.0
334;Geslacht: Vrouwen;2016 september;182680.0
335;Geslacht: Vrouwen;2016 oktober;183030.0
336;Geslacht: Vrouwen;2016 november;183260.0
337;Geslacht: Vrouwen;2016 december;182120.0
338;Geslacht: Vrouwen;2017 januari;179350.0
339;Geslacht: Vrouwen;2017 februari;178140.0
340;Geslacht: Vrouwen;2017 maart;173890.0
341;Geslacht: Vrouwen;2017 april;171420.0
342;Geslacht: Vrouwen;2017 mei;163670.0
343;Geslacht: Vrouwen;2017 juni;163540.0
344;Geslacht: Vrouwen;2017 juli;161040.0
345;Geslacht: Vrouwen;2017 augustus;161010.0
346;Geslacht: Vrouwen;2017 september;157280.0
347;Geslacht: Vrouwen;2017 oktober;157040.0
348;Geslacht: Vrouwen;2017 november;155630.0
349;Geslacht: Vrouwen;2017 december;155670.0
350;Geslacht: Vrouwen;2018 januari;151970.0
351;Geslacht: Vrouwen;2018 februari;149910.0
352;Geslacht: Vrouwen;2018 maart;144910.0
353;Geslacht: Vrouwen;2018 april;141800.0
354;Geslacht: Vrouwen;2018 mei;133650.0
355;Geslacht: Vrouwen;2018 juni;134100.0
356;Geslacht: Vrouwen;2018 juli;130210.0
357;Geslacht: Vrouwen;2018 augustus;128900.0
358;Geslacht: Vrouwen;2018 september;125870.0
359;Geslacht: Vrouwen;2018 oktober;126000.0
360;Geslacht: Vrouwen;2018 november;125620.0
361;Geslacht: Vrouwen;2018 december;127730.0
362;Geslacht: Vrouwen;2019 januari;123400.0
363;Geslacht: Vrouwen;2019 februari;120500.0
364;Geslacht: Vrouwen;2019 maart;116820.0
365;Geslacht: Vrouwen;2019 april;115470.0
366;Geslacht: Vrouwen;2019 mei;109940.0
367;Geslacht: Vrouwen;2019 juni;110970.0
368;Geslacht: Vrouwen;2019 juli;107940.0
369;Geslacht: Vrouwen;2019 augustus;107070.0
370;Geslacht: Vrouwen;2019 september;105500.0
371;Geslacht: Vrouwen;2019 oktober;104940.0
372;Geslacht: Vrouwen;2019 november;106070.0
373;Geslacht: Vrouwen;2019 december;108610.0
374;Geslacht: Vrouwen;2020 januari;105980.0
375;Geslacht: Vrouwen;2020 februari;106400.0
376;Geslacht: Vrouwen;2020 maart;118580.0
377;Geslacht: Vrouwen;2020 april;128900.0
378;Geslacht: Vrouwen;2020 mei;128790.0
379;Geslacht: Vrouwen;2020 juni;130260.0
380;Geslacht: Vrouwen;2020 juli;127070.0
381;Geslacht: Vrouwen;2020 augustus;128650.0
382;Geslacht: Vrouwen;2020 september;123930.0
383;Geslacht: Vrouwen;2020 oktober;121350.0
384;Geslacht: Vrouwen;2020 november;118800.0
385;Geslacht: Vrouwen;2020 december;121540.0
386;Geslacht: Vrouwen;2021 januari;123730.0
387;Geslacht: Vrouwen;2021 februari;121950.0
388;Geslacht: Vrouwen;2021 maart;116480.0
389;Geslacht: Vrouwen;2021 april;113250.0
390;Geslacht: Vrouwen;2021 mei;99650.0
391;Geslacht: Vrouwen;2021 juni;95700.0
392;Geslacht: Vrouwen;2021 juli;97620.0
393;Geslacht: Vrouwen;2021 augustus;94960.0
394;Geslacht: Vrouwen;2021 september;89950.0
395;Geslacht: Vrouwen;2021 oktober;87860.0
396;Geslacht: Vrouwen;2021 november;85060.0
397;Geslacht: Vrouwen;2021 december;83000.0
398;Geslacht: Vrouwen;2022 januari;84640.0
399;Geslacht: Vrouwen;2022 februari;80790.0
400;Geslacht: Vrouwen;2022 maart;77370.0
401;Geslacht: Vrouwen;2022 april;74690.0
402;Geslacht: Vrouwen;2022 mei;67270.0
403;Geslacht: Vrouwen;2022 juni;67280.0
404;Geslacht: Vrouwen;2022 juli;68800.0
405;Geslacht: Vrouwen;2022 augustus;68530.0
406;Geslacht: Vrouwen;2022 september;66030.0
407;Geslacht: Vrouwen;2022 oktober;65860.0
408;Geslacht: Vrouwen;2022 november;65120.0
409;Geslacht: Vrouwen;2022 december;64170.0
410;Geslacht: Vrouwen;2023 januari;68190.0
411;Geslacht: Vrouwen;2023 februari;67470.0
412;Geslacht: Vrouwen;2023 maart;66560.0
413;Geslacht: Vrouwen;2023 april;66110.0
414;Geslacht: Vrouwen;2023 mei;61620.0
415;Geslacht: Vrouwen;2023 juni;62740.0
416;Geslacht: Vrouwen;2023 juli;65930.0
417;Geslacht: Vrouwen;2023 augustus;67610.0
418;Geslacht: Vrouwen;2023 september;67130.0
419;Geslacht: Vrouwen;2023 oktober;68370.0
420;Geslacht: Vrouwen;2023 november;68650.0
421;Geslacht: Vrouwen;2023 december;68900.0
422;Geslacht: Vrouwen;2024 januari;73020.0
423;Geslacht: Vrouwen;2024 februari;72680.0
424;Geslacht: Vrouwen;2024 maart;72500.0
425;Geslacht: Vrouwen;2024 april;71620.0
426;Geslacht: Vrouwen;2024 mei;66680.0
427;Geslacht: Vrouwen;2024 juni;67450.0
428;Geslacht: Vrouwen;2024 juli;71010.0
429;Geslacht: Vrouwen;2024 augustus;73020.0
430;Geslacht: Vrouwen;2024 september;73810.0
431;Geslacht: Vrouwen;2024 oktober;75400.0
432;Geslacht: Vrouwen;2024 november;75500.0
433;Geslacht: Vrouwen;2024 december;76000.0
434;Geslacht: Vrouwen;2025 januari;80500.0
435;Leeftijd: jonger dan 27 jaar;2013 januari;32790.0
436;Leeftijd: jonger dan 27 jaar;2013 februari;32770.0
437;Leeftijd: jonger dan 27 jaar;2013 maart;31640.0
438;Leeftijd: jonger dan 27 jaar;2013 april;29760.0
439;Leeftijd: jonger dan 27 jaar;2013 mei;27850.0
440;Leeftijd: jonger dan 27 jaar;2013 juni;27180.0
441;Leeftijd: jonger dan 27 jaar;2013 juli;29010.0
442;Leeftijd: jonger dan 27 jaar;2013 augustus;28190.0
443;Leeftijd: jonger dan 27 jaar;2013 september;28210.0
444;Leeftijd: jonger dan 27 jaar;2013 oktober;29550.0
445;Leeftijd: jonger dan 27 jaar;2013 november;31390.0
446;Leeftijd: jonger dan 27 jaar;2013 december;35880.0
447;Leeftijd: jonger dan 27 jaar;2014 januari;36240.0
448;Leeftijd: jonger dan 27 jaar;2014 februari;34690.0
449;Leeftijd: jonger dan 27 jaar;2014 maart;30390.0
450;Leeftijd: jonger dan 27 jaar;2014 april;28340.0
451;Leeftijd: jonger dan 27 jaar;2014 mei;25870.0
452;Leeftijd: jonger dan 27 jaar;2014 juni;25440.0
453;Leeftijd: jonger dan 27 jaar;2014 juli;25720.0
454;Leeftijd: jonger dan 27 jaar;2014 augustus;24270.0
455;Leeftijd: jonger dan 27 jaar;2014 september;23610.0
456;Leeftijd: jonger dan 27 jaar;2014 oktober;24590.0
457;Leeftijd: jonger dan 27 jaar;2014 november;26130.0
458;Leeftijd: jonger dan 27 jaar;2014 december;30590.0
459;Leeftijd: jonger dan 27 jaar;2015 januari;30800.0
460;Leeftijd: jonger dan 27 jaar;2015 februari;29520.0
461;Leeftijd: jonger dan 27 jaar;2015 maart;25940.0
462;Leeftijd: jonger dan 27 jaar;2015 april;23680.0
463;Leeftijd: jonger dan 27 jaar;2015 mei;21910.0
464;Leeftijd: jonger dan 27 jaar;2015 juni;22600.0
465;Leeftijd: jonger dan 27 jaar;2015 juli;23190.0
466;Leeftijd: jonger dan 27 jaar;2015 augustus;22800.0
467;Leeftijd: jonger dan 27 jaar;2015 september;22640.0
468;Leeftijd: jonger dan 27 jaar;2015 oktober;23720.0
469;Leeftijd: jonger dan 27 jaar;2015 november;26490.0
470;Leeftijd: jonger dan 27 jaar;2015 december;28670.0
471;Leeftijd: jonger dan 27 jaar;2016 januari;30010.0
472;Leeftijd: jonger dan 27 jaar;2016 februari;30850.0
473;Leeftijd: jonger dan 27 jaar;2016 maart;29060.0
474;Leeftijd: jonger dan 27 jaar;2016 april;27890.0
475;Leeftijd: jonger dan 27 jaar;2016 mei;22170.0
476;Leeftijd: jonger dan 27 jaar;2016 juni;22510.0
477;Leeftijd: jonger dan 27 jaar;2016 juli;22830.0
478;Leeftijd: jonger dan 27 jaar;2016 augustus;23520.0
479;Leeftijd: jonger dan 27 jaar;2016 september;22740.0
480;Leeftijd: jonger dan 27 jaar;2016 oktober;23510.0
481;Leeftijd: jonger dan 27 jaar;2016 november;24040.0
482;Leeftijd: jonger dan 27 jaar;2016 december;25100.0
483;Leeftijd: jonger dan 27 jaar;2017 januari;24880.0
484;Leeftijd: jonger dan 27 jaar;2017 februari;24540.0
485;Leeftijd: jonger dan 27 jaar;2017 maart;22350.0
486;Leeftijd: jonger dan 27 jaar;2017 april;21000.0
487;Leeftijd: jonger dan 27 jaar;2017 mei;17190.0
488;Leeftijd: jonger dan 27 jaar;2017 juni;17620.0
489;Leeftijd: jonger dan 27 jaar;2017 juli;18180.0
490;Leeftijd: jonger dan 27 jaar;2017 augustus;18160.0
491;Leeftijd: jonger dan 27 jaar;2017 september;17130.0
492;Leeftijd: jonger dan 27 jaar;2017 oktober;17730.0
493;Leeftijd: jonger dan 27 jaar;2017 november;17670.0
494;Leeftijd: jonger dan 27 jaar;2017 december;18810.0
495;Leeftijd: jonger dan 27 jaar;2018 januari;18380.0
496;Leeftijd: jonger dan 27 jaar;2018 februari;18350.0
497;Leeftijd: jonger dan 27 jaar;2018 maart;16630.0
498;Leeftijd: jonger dan 27 jaar;2018 april;15980.0
499;Leeftijd: jonger dan 27 jaar;2018 mei;13070.0
500;Leeftijd: jonger dan 27 jaar;2018 juni;13660.0
501;Leeftijd: jonger dan 27 jaar;2018 juli;14090.0
502;Leeftijd: jonger dan 27 jaar;2018 augustus;14590.0
503;Leeftijd: jonger dan 27 jaar;2018 september;14050.0
504;Leeftijd: jonger dan 27 jaar;2018 oktober;14820.0
505;Leeftijd: jonger dan 27 jaar;2018 november;15340.0
506;Leeftijd: jonger dan 27 jaar;2018 december;16920.0
507;Leeftijd: jonger dan 27 jaar;2019 januari;16420.0
508;Leeftijd: jonger dan 27 jaar;2019 februari;15910.0
509;Leeftijd: jonger dan 27 jaar;2019 maart;14650.0
510;Leeftijd: jonger dan 27 jaar;2019 april;14510.0
511;Leeftijd: jonger dan 27 jaar;2019 mei;12500.0
512;Leeftijd: jonger dan 27 jaar;2019 juni;13290.0
513;Leeftijd: jonger dan 27 jaar;2019 juli;13660.0
514;Leeftijd: jonger dan 27 jaar;2019 augustus;13570.0
515;Leeftijd: jonger dan 27 jaar;2019 september;13390.0
516;Leeftijd: jonger dan 27 jaar;2019 oktober;13680.0
517;Leeftijd: jonger dan 27 jaar;2019 november;14390.0
518;Leeftijd: jonger dan 27 jaar;2019 december;15820.0
519;Leeftijd: jonger dan 27 jaar;2020 januari;16100.0
520;Leeftijd: jonger dan 27 jaar;2020 februari;16930.0
521;Leeftijd: jonger dan 27 jaar;2020 maart;28650.0
522;Leeftijd: jonger dan 27 jaar;2020 april;36120.0
523;Leeftijd: jonger dan 27 jaar;2020 mei;36220.0
524;Leeftijd: jonger dan 27 jaar;2020 juni;34070.0
525;Leeftijd: jonger dan 27 jaar;2020 juli;30860.0
526;Leeftijd: jonger dan 27 jaar;2020 augustus;30010.0
527;Leeftijd: jonger dan 27 jaar;2020 september;25980.0
528;Leeftijd: jonger dan 27 jaar;2020 oktober;25150.0
529;Leeftijd: jonger dan 27 jaar;2020 november;24390.0
530;Leeftijd: jonger dan 27 jaar;2020 december;26320.0
531;Leeftijd: jonger dan 27 jaar;2021 januari;25510.0
532;Leeftijd: jonger dan 27 jaar;2021 februari;24750.0
533;Leeftijd: jonger dan 27 jaar;2021 maart;20720.0
534;Leeftijd: jonger dan 27 jaar;2021 april;18800.0
535;Leeftijd: jonger dan 27 jaar;2021 mei;12330.0
536;Leeftijd: jonger dan 27 jaar;2021 juni;11200.0
537;Leeftijd: jonger dan 27 jaar;2021 juli;12110.0
538;Leeftijd: jonger dan 27 jaar;2021 augustus;11440.0
539;Leeftijd: jonger dan 27 jaar;2021 september;10310.0
540;Leeftijd: jonger dan 27 jaar;2021 oktober;10090.0
541;Leeftijd: jonger dan 27 jaar;2021 november;10420.0
542;Leeftijd: jonger dan 27 jaar;2021 december;11810.0
543;Leeftijd: jonger dan 27 jaar;2022 januari;12390.0
544;Leeftijd: jonger dan 27 jaar;2022 februari;11230.0
545;Leeftijd: jonger dan 27 jaar;2022 maart;10390.0
546;Leeftijd: jonger dan 27 jaar;2022 april;9920.0
547;Leeftijd: jonger dan 27 jaar;2022 mei;8420.0
548;Leeftijd: jonger dan 27 jaar;2022 juni;8850.0
549;Leeftijd: jonger dan 27 jaar;2022 juli;9770.0
550;Leeftijd: jonger dan 27 jaar;2022 augustus;9790.0
551;Leeftijd: jonger dan 27 jaar;2022 september;9040.0
552;Leeftijd: jonger dan 27 jaar;2022 oktober;9300.0
553;Leeftijd: jonger dan 27 jaar;2022 november;9240.0
554;Leeftijd: jonger dan 27 jaar;2022 december;9680.0
