ID;BedrijfstakkenBranchesSBI2008;RegioS;Perioden;NettoOmzet_1
246;13-15 Textiel-, kleding-, lederindustrie;Flevoland (PV);2016;45.0
247;13-15 Textiel-, kleding-, lederindustrie;Flevoland (PV);2017;48.0
248;13-15 Textiel-, kleding-, lederindustrie;Gelderland (PV);2016;471.0
249;13-15 Textiel-, kleding-, lederindustrie;Gelderland (PV);2017;443.0
250;13-15 Textiel-, kleding-, lederindustrie;Utrecht (PV);2016;
251;13-15 Textiel-, kleding-, lederindustrie;Utrecht (PV);2017;
252;13-15 Textiel-, kleding-, lederindustrie;Noord-Holland (PV);2016;253.0
253;13-15 Textiel-, kleding-, lederindustrie;Noord-Holland (PV);2017;252.0
254;13-15 Textiel-, kleding-, lederindustrie;Zuid-Holland (PV);2016;162.0
255;13-15 Textiel-, kleding-, lederindustrie;Zuid-Holland (PV);2017;273.0
256;13-15 Textiel-, kleding-, lederindustrie;Zeeland (PV);2016;
257;13-15 Textiel-, kleding-, lederindustrie;Zeeland (PV);2017;
258;13-15 Textiel-, kleding-, lederindustrie;Noord-Brabant (PV);2016;1098.0
259;13-15 Textiel-, kleding-, lederindustrie;Noord-Brabant (PV);2017;1280.0
260;13-15 Textiel-, kleding-, lederindustrie;Limburg (PV);2016;154.0
261;13-15 Textiel-, kleding-, lederindustrie;Limburg (PV);2017;173.0
262;13-15 Textiel-, kleding-, lederindustrie;Oost-Groningen (CR);2016;5.0
263;13-15 Textiel-, kleding-, lederindustrie;Oost-Groningen (CR);2017;5.0
264;13-15 Textiel-, kleding-, lederindustrie;Delfzijl en omgeving (CR);2016;0.0
265;13-15 Textiel-, kleding-, lederindustrie;Delfzijl en omgeving (CR);2017;
266;13-15 Textiel-, kleding-, lederindustrie;Overig Groningen (CR);2016;9.0
267;13-15 Textiel-, kleding-, lederindustrie;Overig Groningen (CR);2017;
268;13-15 Textiel-, kleding-, lederindustrie;Noord-Friesland (CR);2016;18.0
269;13-15 Textiel-, kleding-, lederindustrie;Noord-Friesland (CR);2017;20.0
270;13-15 Textiel-, kleding-, lederindustrie;Zuidwest-Friesland (CR);2016;24.0
271;13-15 Textiel-, kleding-, lederindustrie;Zuidwest-Friesland (CR);2017;25.0
272;13-15 Textiel-, kleding-, lederindustrie;Zuidoost-Friesland (CR);2016;24.0
273;13-15 Textiel-, kleding-, lederindustrie;Zuidoost-Friesland (CR);2017;25.0
274;13-15 Textiel-, kleding-, lederindustrie;Noord-Drenthe (CR);2016;1.0
275;13-15 Textiel-, kleding-, lederindustrie;Noord-Drenthe (CR);2017;2.0
276;13-15 Textiel-, kleding-, lederindustrie;Zuidoost-Drenthe (CR);2016;45.0
277;13-15 Textiel-, kleding-, lederindustrie;Zuidoost-Drenthe (CR);2017;
278;13-15 Textiel-, kleding-, lederindustrie;Zuidwest-Drenthe (CR);2016;3.0
279;13-15 Textiel-, kleding-, lederindustrie;Zuidwest-Drenthe (CR);2017;9.0
280;13-15 Textiel-, kleding-, lederindustrie;Noord-Overijssel (CR);2016;
281;13-15 Textiel-, kleding-, lederindustrie;Noord-Overijssel (CR);2017;
282;13-15 Textiel-, kleding-, lederindustrie;Zuidwest-Overijssel (CR);2016;
283;13-15 Textiel-, kleding-, lederindustrie;Zuidwest-Overijssel (CR);2017;
284;13-15 Textiel-, kleding-, lederindustrie;Twente (CR);2016;345.0
285;13-15 Textiel-, kleding-, lederindustrie;Twente (CR);2017;355.0
286;13-15 Textiel-, kleding-, lederindustrie;Veluwe (CR);2016;272.0
287;13-15 Textiel-, kleding-, lederindustrie;Veluwe (CR);2017;227.0
288;13-15 Textiel-, kleding-, lederindustrie;Achterhoek (CR);2016;85.0
289;13-15 Textiel-, kleding-, lederindustrie;Achterhoek (CR);2017;82.0
290;13-15 Textiel-, kleding-, lederindustrie;Arnhem/Nijmegen (CR);2016;96.0
291;13-15 Textiel-, kleding-, lederindustrie;Arnhem/Nijmegen (CR);2017;114.0
292;13-15 Textiel-, kleding-, lederindustrie;Zuidwest-Gelderland (CR);2016;19.0
293;13-15 Textiel-, kleding-, lederindustrie;Zuidwest-Gelderland (CR);2017;20.0
294;13-15 Textiel-, kleding-, lederindustrie;Utrecht (CR);2016;
295;13-15 Textiel-, kleding-, lederindustrie;Utrecht (CR);2017;
296;13-15 Textiel-, kleding-, lederindustrie;Kop van Noord-Holland (CR);2016;22.0
297;13-15 Textiel-, kleding-, lederindustrie;Kop van Noord-Holland (CR);2017;22.0
298;13-15 Textiel-, kleding-, lederindustrie;Alkmaar en omgeving (CR);2016;15.0
299;13-15 Textiel-, kleding-, lederindustrie;Alkmaar en omgeving (CR);2017;16.0
300;13-15 Textiel-, kleding-, lederindustrie;IJmond (CR);2016;9.0
301;13-15 Textiel-, kleding-, lederindustrie;IJmond (CR);2017;6.0
302;13-15 Textiel-, kleding-, lederindustrie;Agglomeratie Haarlem (CR);2016;19.0
303;13-15 Textiel-, kleding-, lederindustrie;Agglomeratie Haarlem (CR);2017;21.0
304;13-15 Textiel-, kleding-, lederindustrie;Zaanstreek (CR);2016;30.0
305;13-15 Textiel-, kleding-, lederindustrie;Zaanstreek (CR);2017;31.0
306;13-15 Textiel-, kleding-, lederindustrie;Groot-Amsterdam (CR);2016;142.0
307;13-15 Textiel-, kleding-, lederindustrie;Groot-Amsterdam (CR);2017;140.0
308;13-15 Textiel-, kleding-, lederindustrie;Het Gooi en Vechtstreek (CR);2016;15.0
309;13-15 Textiel-, kleding-, lederindustrie;Het Gooi en Vechtstreek (CR);2017;16.0
310;13-15 Textiel-, kleding-, lederindustrie;Agglomeratie Leiden en Bollenstreek (CR);2016;23.0
311;13-15 Textiel-, kleding-, lederindustrie;Agglomeratie Leiden en Bollenstreek (CR);2017;24.0
312;13-15 Textiel-, kleding-, lederindustrie;Agglomeratie 's-Gravenhage (CR);2016;17.0
313;13-15 Textiel-, kleding-, lederindustrie;Agglomeratie 's-Gravenhage (CR);2017;17.0
314;13-15 Textiel-, kleding-, lederindustrie;Delft en Westland (CR);2016;5.0
315;13-15 Textiel-, kleding-, lederindustrie;Delft en Westland (CR);2017;7.0
316;13-15 Textiel-, kleding-, lederindustrie;Oost-Zuid-Holland (CR);2016;16.0
317;13-15 Textiel-, kleding-, lederindustrie;Oost-Zuid-Holland (CR);2017;18.0
318;13-15 Textiel-, kleding-, lederindustrie;Groot-Rijnmond (CR);2016;53.0
319;13-15 Textiel-, kleding-, lederindustrie;Groot-Rijnmond (CR);2017;154.0
320;13-15 Textiel-, kleding-, lederindustrie;Zuidoost-Zuid-Holland (CR);2016;48.0
321;13-15 Textiel-, kleding-, lederindustrie;Zuidoost-Zuid-Holland (CR);2017;54.0
322;13-15 Textiel-, kleding-, lederindustrie;Zeeuwsch-Vlaanderen (CR);2016;
323;13-15 Textiel-, kleding-, lederindustrie;Zeeuwsch-Vlaanderen (CR);2017;3.0
324;13-15 Textiel-, kleding-, lederindustrie;Overig Zeeland (CR);2016;
325;13-15 Textiel-, kleding-, lederindustrie;Overig Zeeland (CR);2017;
326;13-15 Textiel-, kleding-, lederindustrie;West-Noord-Brabant (CR);2016;65.0
327;13-15 Textiel-, kleding-, lederindustrie;West-Noord-Brabant (CR);2017;81.0
328;13-15 Textiel-, kleding-, lederindustrie;Midden-Noord-Brabant (CR);2016;380.0
329;13-15 Textiel-, kleding-, lederindustrie;Midden-Noord-Brabant (CR);2017;486.0
330;13-15 Textiel-, kleding-, lederindustrie;Noordoost-Noord-Brabant (CR);2016;258.0
331;13-15 Textiel-, kleding-, lederindustrie;Noordoost-Noord-Brabant (CR);2017;281.0
332;13-15 Textiel-, kleding-, lederindustrie;Zuidoost-Noord-Brabant (CR);2016;395.0
333;13-15 Textiel-, kleding-, lederindustrie;Zuidoost-Noord-Brabant (CR);2017;432.0
334;13-15 Textiel-, kleding-, lederindustrie;Noord-Limburg (CR);2016;74.0
335;13-15 Textiel-, kleding-, lederindustrie;Noord-Limburg (CR);2017;93.0
336;13-15 Textiel-, kleding-, lederindustrie;Midden-Limburg (CR);2016;24.0
337;13-15 Textiel-, kleding-, lederindustrie;Midden-Limburg (CR);2017;22.0
338;13-15 Textiel-, kleding-, lederindustrie;Zuid-Limburg (CR);2016;57.0
339;13-15 Textiel-, kleding-, lederindustrie;Zuid-Limburg (CR);2017;59.0
340;13-15 Textiel-, kleding-, lederindustrie;Flevoland (CR);2016;45.0
341;13-15 Textiel-, kleding-, lederindustrie;Flevoland (CR);2017;48.0
342;16+23 Hout- en bouwmaterialenindustrie;Nederland;2016;8801.0
343;16+23 Hout- en bouwmaterialenindustrie;Nederland;2017;9344.0
344;16+23 Hout- en bouwmaterialenindustrie;Noord-Nederland (LD);2016;1236.0
345;16+23 Hout- en bouwmaterialenindustrie;Noord-Nederland (LD);2017;1324.0
346;16+23 Hout- en bouwmaterialenindustrie;Oost-Nederland (LD);2016;2650.0
347;16+23 Hout- en bouwmaterialenindustrie;Oost-Nederland (LD);2017;2731.0
348;16+23 Hout- en bouwmaterialenindustrie;West-Nederland (LD);2016;1923.0
349;16+23 Hout- en bouwmaterialenindustrie;West-Nederland (LD);2017;2072.0
350;16+23 Hout- en bouwmaterialenindustrie;Zuid-Nederland (LD);2016;2992.0
351;16+23 Hout- en bouwmaterialenindustrie;Zuid-Nederland (LD);2017;3217.0
352;16+23 Hout- en bouwmaterialenindustrie;Groningen (PV);2016;
353;16+23 Hout- en bouwmaterialenindustrie;Groningen (PV);2017;492.0
354;16+23 Hout- en bouwmaterialenindustrie;Friesland (PV);2016;539.0
355;16+23 Hout- en bouwmaterialenindustrie;Friesland (PV);2017;545.0
356;16+23 Hout- en bouwmaterialenindustrie;Drenthe (PV);2016;
357;16+23 Hout- en bouwmaterialenindustrie;Drenthe (PV);2017;287.0
