ID;LeeftijdReferentiepersoon;Perioden;TotaalHuishoudensMetKinderen_1;HuishoudensJongsteKind0Tot3Jaar_2;HuishoudensJongsteKind3Tot6Jaar_3;HuishoudensJongsteKind6Tot12Jaar_4;HuishoudensJongsteKind12Tot18Jaar_5;HuishoudensJongsteKind18Jaar_6
589;3;2026;101630;80598;17601;3416;15;0
590;3;2027;102415;81139;17778;3483;15;0
591;3;2028;102931;81498;17894;3523;16;0
592;3;2029;102940;81446;17935;3544;15;0
593;3;2030;102495;81081;17867;3531;16;0
594;3;2031;101445;80245;17678;3507;15;0
595;3;2032;100322;79354;17481;3473;14;0
596;3;2033;99128;78420;17264;3430;14;0
597;3;2034;98028;77572;17053;3389;14;0
598;3;2035;97273;76973;16916;3370;14;0
599;3;2036;96832;76636;16826;3356;14;0
600;3;2037;96417;76304;16750;3349;14;0
601;3;2038;96064;76019;16693;3338;14;0
602;3;2039;95575;75666;16581;3314;14;0
603;3;2040;95143;75386;16464;3279;14;0
