ID;Bedrijfsgroepen;WarmtekrachtkoppelingWKK;TypenInstallatie;Perioden;InzetTotaal_1;InzetVanAardgas_2;InzetVanStookolie_3;InzetVanSteenkool_4;InzetVanOverigeBrandstoffen_5;InzetTotaal_6;InzetVanAardgas_7;InzetVanStookolie_8;InzetVanSteenkool_9;InzetVanOverigeBrandstoffen_10;ProductieTotaal_11;ProductieVanElektriciteit_12;ProductieVanWarmte_13;ProductieTotaal_14;ProductieVanElektriciteit_15;ProductieVanWarmte_16;ElektrischVermogen_17;ThermischVermogen_18;Installaties_19
14;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Totaal installaties;2012;952860.0;16139031.0;10127.0;8567717.0;230206.0;952860.0;510800.0;432.0;211422.0;230206.0;594340.0;102505556.0;225320.0;594340.0;369020.0;225320.0;29930.0;69038853.0;6453.0
15;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Totaal installaties;2013;927909.0;15695009.0;22316.0;8834289.0;209499.0;927909.0;496747.0;953.0;220710.0;209499.0;582833.0;100875336.0;219682.0;582833.0;363151.0;219682.0;31540.0;66744225.0;6501.0
16;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Totaal installaties;2014;931573.0;14379027.0;78420.0;10194188.0;218029.0;931573.0;455096.0;3341.0;255106.0;218029.0;570396.0;103417851.0;198092.0;570396.0;372304.0;198092.0;33314.0;66583199.0;6494.0
17;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Totaal installaties;2015;965161.0;13248407.0;18553.0;13476002.0;208420.0;965161.0;419312.0;798.0;336632.0;208420.0;583961.0;110213427.0;187193.0;583961.0;396768.0;187193.0;31661.0;61114236.0;5282.0
18;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Totaal installaties;2016;964518.0;14313721.0;12780.0;12084748.0;206277.0;964518.0;453029.0;550.0;304662.0;206277.0;593377.0;115158408.0;178807.0;593377.0;414570.0;178807.0;33246.0;61234021.0;5298.0
19;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Totaal installaties;2017;944761.0;15350684.0;11547.0;10239549.0;201920.0;944761.0;485849.0;497.0;256496.0;201920.0;602765.0;117167739.0;180961.0;602765.0;421804.0;180961.0;32898.0;58425393.0;5128.0
20;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Totaal installaties;2018;890064.0;15038024.0;11775.0;8741438.0;192140.0;890064.0;475953.0;506.0;221465.0;192140.0;582633.0;114379713.0;170866.0;582633.0;411767.0;170866.0;34805.0;58503315.0;5176.0
21;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Totaal installaties;2019;905719.0;17406382.0;18558.0;5876467.0;207381.0;905719.0;550912.0;794.0;146631.0;207381.0;611909.0;121408002.0;174840.0;611909.0;437069.0;174840.0;36845.0;59290536.0;5116.0
22;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Totaal installaties;2020;860412.0;17771852.0;8958.0;2546388.0;233688.0;860412.0;562479.0;383.0;63862.0;233688.0;615363.0;123278130.0;171561.0;615363.0;443801.0;171561.0;42975.0;63099921.0;5502.0
23;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Totaal installaties;2021;837171.0;14637323.0;11954.0;4750766.0;254924.0;837171.0;463271.0;512.0;118464.0;254924.0;613255.0;122170454.0;173441.0;613255.0;439814.0;173441.0;47731.0;62860174.0;1735964.0
24;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Totaal installaties;2022;764547.0;12392329.0;9582.0;4855978.0;251477.0;764547.0;392217.0;411.0;120442.0;251477.0;592628.0;121572850.0;154966.0;592628.0;437662.0;154966.0;51531.0;62774900.0;2304788.0
25;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Totaal installaties;2023;667851.0;11973887.0;8567.0;2893188.0;217180.0;667851.0;378974.0;368.0;71330.0;217180.0;580793.0;121342012.0;143962.0;580793.0;436831.0;143962.0;57580.0;63748163.0;2881661.0
26;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasmotor;1998;56322.0;1717849.0;814.0;;1918.0;56322.0;54370.0;35.0;;1918.0;46179.0;5206390.0;27436.0;46179.0;18743.0;27436.0;1487.0;8016984.0;3680.0
27;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasmotor;1999;59048.0;1802698.0;951.0;;1952.0;59048.0;57055.0;41.0;;1952.0;48008.0;5429222.0;28463.0;48008.0;19545.0;28463.0;1550.0;8342053.0;3761.0
28;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasmotor;2000;59494.0;1821318.0;674.0;;1821.0;59494.0;57645.0;29.0;;1821.0;48206.0;5525016.0;28316.0;48206.0;19890.0;28316.0;1582.0;8495428.0;3770.0
29;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasmotor;2001;56599.0;1728111.0;111.0;;1900.0;56599.0;54695.0;5.0;;1900.0;45494.0;5216054.0;26716.0;45494.0;18778.0;26716.0;1556.0;8321714.0;3667.0
30;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasmotor;2002;55918.0;1703259.0;;;2010.0;55918.0;53908.0;;;2010.0;44984.0;5161799.0;26401.0;44984.0;18582.0;26401.0;1539.0;8194697.0;3571.0
31;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasmotor;2003;55082.0;1674521.0;;;2083.0;55082.0;52999.0;;;2083.0;44858.0;5145373.0;26334.0;44858.0;18523.0;26334.0;1513.0;8007429.0;3387.0
32;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasmotor;2004;52914.0;1602287.0;;;2202.0;52914.0;50712.0;;;2202.0;43644.0;4940602.0;25858.0;43644.0;17786.0;25858.0;1592.0;8426657.0;3433.0
33;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasmotor;2005;56548.0;1723803.0;;;1990.0;56548.0;54558.0;;;1990.0;47286.0;5298078.0;28213.0;47286.0;19073.0;28213.0;1795.0;9467811.0;3540.0
34;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasmotor;2006;65693.0;2007680.0;;;2150.0;65693.0;63543.0;;;2150.0;55988.0;6259237.0;33455.0;55988.0;22533.0;33455.0;2396.0;12530002.0;3887.0
35;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasmotor;2007;100270.0;3038950.0;;;4087.0;100270.0;96183.0;;;4087.0;81312.0;9476024.0;47199.0;81312.0;34114.0;47199.0;3037.0;15241770.0;4241.0
36;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasmotor;2008;131992.0;3990768.0;;;5685.0;131992.0;126308.0;;;5685.0;108057.0;12999742.0;61258.0;108057.0;46799.0;61258.0;3492.0;17253778.0;4484.0
37;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasmotor;2009;135226.0;4041242.0;;;7321.0;135226.0;127905.0;;;7321.0;110241.0;13718691.0;60854.0;110241.0;49387.0;60854.0;3618.0;17608857.0;4384.0
38;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasmotor;2010;138951.0;4100653.0;;;9165.0;138951.0;129786.0;;;9165.0;112601.0;14065979.0;61964.0;112601.0;50638.0;61964.0;3605.0;17533549.0;4254.0
39;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasmotor;2011;131640.0;3873271.0;;;9051.0;131640.0;122589.0;;;9051.0;106562.0;13575474.0;57690.0;106562.0;48872.0;57690.0;3609.0;17521998.0;4256.0
40;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasmotor;2012;123702.0;3534998.0;;;11819.0;123702.0;111883.0;;;11819.0;103217.0;12657040.0;57652.0;103217.0;45565.0;57652.0;3611.0;17546791.0;4253.0
41;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasmotor;2013;120833.0;3450407.0;;;11628.0;120833.0;109205.0;;;11628.0;99635.0;12293834.0;55377.0;99635.0;44258.0;55377.0;3527.0;17140786.0;4217.0
42;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasmotor;2014;105433.0;2985736.0;13.0;;10934.0;105433.0;94499.0;1.0;;10934.0;90188.0;11333922.0;49386.0;90188.0;40802.0;49386.0;3517.0;17080560.0;4199.0
43;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasmotor;2015;104879.0;2945737.0;2.0;;11646.0;104879.0;93233.0;0.0;;11646.0;89200.0;11295583.0;48535.0;89200.0;40664.0;48535.0;3128.0;14549139.0;2914.0
44;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasmotor;2016;95774.0;2675951.0;3.0;;11080.0;95774.0;84694.0;0.0;;11080.0;81884.0;10395855.0;44459.0;81884.0;37425.0;44459.0;3263.0;14642415.0;2767.0
45;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasmotor;2017;101578.0;2888700.0;8.0;;10151.0;101578.0;91427.0;0.0;;10151.0;87695.0;11035148.0;47969.0;87695.0;39727.0;47969.0;3207.0;14380803.0;2653.0
46;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasmotor;2018;103980.0;2970880.0;8.0;;9951.0;103980.0;94028.0;0.0;;9951.0;90146.0;11313545.0;49418.0;90146.0;40729.0;49418.0;3198.0;14377059.0;2656.0
47;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasmotor;2019;110254.0;3176402.0;8.0;;9720.0;110254.0;100533.0;0.0;;9720.0;96317.0;12127190.0;52659.0;96317.0;43658.0;52659.0;3135.0;14158080.0;2583.0
48;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasmotor;2020;107301.0;3085832.0;;;9635.0;107301.0;97667.0;;;9635.0;94298.0;11792555.0;51845.0;94298.0;42453.0;51845.0;3158.0;14440038.0;2678.0
49;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasmotor;2021;115149.0;3308944.0;13.0;;10421.0;115149.0;104728.0;1.0;;10421.0;101350.0;12588264.0;56032.0;101350.0;45318.0;56032.0;3212.0;14794374.0;2692.0
50;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasmotor;2022;85561.0;2387530.0;;;9995.0;85561.0;75565.0;;;9995.0;74682.0;9294521.0;41222.0;74682.0;33460.0;41222.0;3284.0;15118888.0;2772.0
51;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasmotor;2023;93205.0;2683095.0;;;8285.0;93205.0;84920.0;;;8285.0;80800.0;10168655.0;44193.0;80800.0;36607.0;44193.0;3325.0;15608920.0;2767.0
52;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Stoomturbine;1998;419441.0;3019220.0;358339.0;9279196.0;83552.0;419441.0;95558.0;14692.0;225639.0;83552.0;189651.0;41034927.0;41926.0;189651.0;147726.0;41926.0;10491.0;14276157.0;86.0
53;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Stoomturbine;1999;354775.0;2100162.0;350860.0;7480738.0;87375.0;354775.0;66470.0;14386.0;186545.0;87375.0;163712.0;33284363.0;43888.0;163712.0;119824.0;43888.0;10503.0;15407197.0;84.0
54;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Stoomturbine;2000;368181.0;1791199.0;342383.0;8650888.0;86692.0;368181.0;56691.0;14038.0;210759.0;86692.0;168792.0;34549428.0;44414.0;168792.0;124378.0;44414.0;10521.0;15184197.0;83.0
55;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Stoomturbine;2001;426552.0;3040777.0;342395.0;9189188.0;91533.0;426552.0;96241.0;14038.0;224740.0;91533.0;191285.0;41375437.0;42333.0;191285.0;148952.0;42333.0;10209.0;14601207.0;78.0
56;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Stoomturbine;2002;435716.0;3148654.0;356472.0;9180651.0;93863.0;435716.0;99655.0;14615.0;227583.0;93863.0;194376.0;42082605.0;42879.0;194376.0;151497.0;42879.0;10209.0;14601207.0;78.0
57;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Stoomturbine;2003;452409.0;3610409.0;367501.0;9211691.0;92491.0;452409.0;114269.0;15068.0;230580.0;92491.0;201195.0;44448062.0;41182.0;201195.0;160013.0;41182.0;10215.0;14601207.0;79.0
58;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Stoomturbine;2004;439348.0;3403009.0;361480.0;8821853.0;95585.0;439348.0;107705.0;14821.0;221237.0;95585.0;196005.0;43554227.0;39210.0;196005.0;156795.0;39210.0;9712.0;14237526.0;76.0
59;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Stoomturbine;2005;415741.0;2851680.0;273389.0;7871633.0;116631.0;415741.0;90256.0;11230.0;197624.0;116631.0;182456.0;40434493.0;36891.0;182456.0;145564.0;36891.0;9470.0;14343526.0;72.0
60;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Stoomturbine;2006;404461.0;2692047.0;258447.0;7789571.0;114972.0;404461.0;85203.0;10612.0;193674.0;114972.0;178488.0;39045534.0;37924.0;178488.0;140564.0;37924.0;9470.0;14343526.0;72.0
61;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Stoomturbine;2007;420640.0;3134329.0;270027.0;8195249.0;107611.0;420640.0;99202.0;11080.0;202748.0;107611.0;186722.0;41589279.0;37001.0;186722.0;149721.0;37001.0;9553.0;14647026.0;73.0
62;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Stoomturbine;2008;420030.0;3050075.0;274347.0;7723831.0;121717.0;420030.0;96535.0;11247.0;190532.0;121717.0;181093.0;40100258.0;36732.0;181093.0;144361.0;36732.0;9539.0;13268026.0;67.0
63;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Stoomturbine;2009;415016.0;3083329.0;4997.0;7887163.0;121580.0;415016.0;97587.0;213.0;195635.0;121580.0;174966.0;42217964.0;22981.0;174966.0;151985.0;22981.0;8901.0;13920046.0;67.0
64;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Stoomturbine;2010;379635.0;2080164.0;3872.0;7462030.0;128442.0;379635.0;65837.0;165.0;185191.0;128442.0;161308.0;37342723.0;26874.0;161308.0;134434.0;26874.0;8858.0;10893046.0;62.0
65;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Stoomturbine;2011;333809.0;936897.0;3782.0;7023962.0;131097.0;333809.0;29653.0;161.0;172898.0;131097.0;141048.0;32112536.0;25443.0;141048.0;115605.0;25443.0;8962.0;11993046.0;62.0
66;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Stoomturbine;2012;362221.0;757464.0;6252.0;8244660.0;134530.0;362221.0;23974.0;267.0;203450.0;134530.0;154657.0;35303506.0;27565.0;154657.0;127093.0;27565.0;8361.0;11823046.0;60.0
67;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Stoomturbine;2013;369562.0;637596.0;21942.0;8712851.0;130769.0;369562.0;20180.0;937.0;217676.0;130769.0;152483.0;34586036.0;27973.0;152483.0;124510.0;27973.0;8406.0;10543246.0;60.0
68;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Stoomturbine;2014;395247.0;550493.0;78192.0;10194188.0;119380.0;395247.0;17423.0;3339.0;255106.0;119380.0;167092.0;38089823.0;29968.0;167092.0;137123.0;29968.0;10061.0;10543246.0;61.0
69;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Stoomturbine;2015;473372.0;412211.0;17885.0;13476002.0;122925.0;473372.0;13046.0;769.0;336632.0;122925.0;206412.0;48343160.0;32377.0;206412.0;174035.0;32377.0;8388.0;9064029.0;58.0
70;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Stoomturbine;2016;438058.0;319529.0;11931.0;12084748.0;122770.0;438058.0;10113.0;513.0;304662.0;122770.0;193639.0;45392780.0;30225.0;193639.0;163414.0;30225.0;8390.0;9546309.0;60.0
71;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Stoomturbine;2017;392980.0;322746.0;9997.0;10239549.0;125839.0;392980.0;10215.0;430.0;256496.0;125839.0;178197.0;39943492.0;34400.0;178197.0;143797.0;34400.0;7358.0;9763749.0;67.0
72;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Stoomturbine;2018;354206.0;322580.0;10405.0;8741438.0;122084.0;354206.0;10210.0;447.0;221465.0;122084.0;160133.0;36390219.0;29129.0;160133.0;131005.0;29129.0;7470.0;10703367.0;72.0
73;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Stoomturbine;2019;291391.0;305039.0;18240.0;5876467.0;134325.0;291391.0;9654.0;781.0;146631.0;134325.0;130909.0;27398878.0;32273.0;130909.0;98636.0;32273.0;6853.0;11569167.0;81.0
74;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Stoomturbine;2020;241956.0;575882.0;8655.0;2546388.0;159497.0;241956.0;18227.0;370.0;63862.0;159497.0;110817.0;21587224.0;33103.0;110817.0;77714.0;33103.0;6937.0;12967776.0;84.0
75;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Stoomturbine;2021;314697.0;344285.0;11839.0;4750766.0;184830.0;314697.0;10897.0;507.0;118464.0;184830.0;143926.0;29826814.0;36550.0;143926.0;107377.0;36550.0;6931.0;12403058.0;87.0
76;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Stoomturbine;2022;306862.0;334911.0;9493.0;4855978.0;175413.0;306862.0;10600.0;407.0;120442.0;175413.0;138029.0;28895213.0;34006.0;138029.0;104023.0;34006.0;6986.0;12497157.0;86.0
77;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Stoomturbine;2023;232088.0;334512.0;8455.0;2893188.0;149808.0;232088.0;10587.0;363.0;71330.0;149808.0;104347.0;20455473.0;30708.0;104347.0;73640.0;30708.0;6989.0;12454677.0;86.0
78;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Steg-eenheid;1998;300372.0;8668817.0;36685.0;;24496.0;300372.0;274368.0;1507.0;;24496.0;207271.0;34297546.0;83800.0;207271.0;123471.0;83800.0;5997.0;24555396.0;58.0
79;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Steg-eenheid;1999;319879.0;9512476.0;1588.0;;18742.0;319879.0;301070.0;68.0;;18742.0;213065.0;37474856.0;78156.0;213065.0;134909.0;78156.0;6257.0;22955670.0;57.0
80;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Steg-eenheid;2000;327006.0;9706053.0;917.0;;19771.0;327006.0;307197.0;39.0;;19771.0;226124.0;38417770.0;87820.0;226124.0;138304.0;87820.0;6535.0;24243330.0;60.0
81;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Steg-eenheid;2001;315818.0;9418297.0;2746.0;;17611.0;315818.0;298089.0;117.0;;17611.0;214712.0;36089654.0;84789.0;214712.0;129923.0;84789.0;6544.0;24399757.0;60.0
82;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Steg-eenheid;2002;320058.0;9494471.0;52.0;;19556.0;320058.0;300500.0;2.0;;19556.0;220224.0;36713578.0;88055.0;220224.0;132169.0;88055.0;6503.0;24190557.0;58.0
83;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Steg-eenheid;2003;321732.0;9348014.0;6529.0;;25589.0;321732.0;295865.0;279.0;;25589.0;220233.0;36735320.0;87985.0;220233.0;132247.0;87985.0;6536.0;24498057.0;59.0
84;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Steg-eenheid;2004;348050.0;10242298.0;48.0;;23880.0;348050.0;324169.0;2.0;;23880.0;235525.0;40889943.0;88321.0;235525.0;147204.0;88321.0;7326.0;24885557.0;60.0
85;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Steg-eenheid;2005;358713.0;10174627.0;92.0;375965.0;27243.0;358713.0;322027.0;4.0;9439.0;27243.0;239149.0;41986302.0;87999.0;239149.0;151151.0;87999.0;7592.0;24860157.0;61.0
86;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Steg-eenheid;2006;341435.0;9648248.0;30.0;447259.0;24948.0;341435.0;305367.0;;11120.0;24948.0;232952.0;40775810.0;86160.0;232952.0;146793.0;86160.0;7597.0;25056506.0;61.0
87;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Steg-eenheid;2007;340473.0;9499025.0;40.0;473839.0;28104.0;340473.0;300644.0;2.0;11723.0;28104.0;228871.0;40816852.0;81930.0;228871.0;146941.0;81930.0;7521.0;24324932.0;59.0
88;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Steg-eenheid;2008;345514.0;9712578.0;22.0;500081.0;25774.0;345514.0;307403.0;1.0;12336.0;25774.0;232925.0;40492705.0;87151.0;232925.0;145774.0;87151.0;7743.0;26734240.0;59.0
89;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Steg-eenheid;2009;351072.0;10168847.0;26.0;517871.0;16381.0;351072.0;321844.0;1.0;12845.0;16381.0;234356.0;42956272.0;79714.0;234356.0;154643.0;79714.0;8613.0;26781616.0;60.0
90;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Steg-eenheid;2010;423254.0;12270660.0;38.0;412950.0;24637.0;423254.0;388366.0;2.0;10249.0;24637.0;274660.0;52708132.0;84911.0;274660.0;189749.0;84911.0;9883.0;26781616.0;63.0
91;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Steg-eenheid;2011;410031.0;11802585.0;55.0;374957.0;27247.0;410031.0;373552.0;2.0;9230.0;27247.0;274900.0;52119815.0;87268.0;274900.0;187631.0;87268.0;11075.0;26222616.0;63.0
92;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Steg-eenheid;2012;336547.0;9481448.0;59.0;323057.0;28484.0;336547.0;300088.0;3.0;7972.0;28484.0;225200.0;39775327.0;82009.0;225200.0;143191.0;82009.0;13127.0;27158616.0;62.0
93;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Steg-eenheid;2013;323134.0;9284048.0;6.0;121438.0;26260.0;323134.0;293840.0;0.0;3034.0;26260.0;226110.0;39655864.0;83349.0;226110.0;142761.0;83349.0;14228.0;26494152.0;62.0
94;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Steg-eenheid;2014;314240.0;8910284.0;;;32229.0;314240.0;282010.0;;;32229.0;213152.0;38375610.0;75000.0;213152.0;138152.0;75000.0;14085.0;26519352.0;61.0
95;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Steg-eenheid;2015;275245.0;7840254.0;243.0;;27091.0;275245.0;248144.0;10.0;;27091.0;187853.0;32897911.0;69420.0;187853.0;118432.0;69420.0;13488.0;24507275.0;55.0
96;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Steg-eenheid;2016;322273.0;9307315.0;657.0;;27669.0;322273.0;294577.0;28.0;;27669.0;212841.0;40457370.0;67195.0;212841.0;145647.0;67195.0;13572.0;24507275.0;55.0
97;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Steg-eenheid;2017;357509.0;10521498.0;113.0;;24499.0;357509.0;333005.0;5.0;;24499.0;230019.0;45722809.0;65416.0;230019.0;164602.0;65416.0;13633.0;21954859.0;54.0
