ID;TotaalHerkomstgroeperingen;Leeftijdsgroepen;Geslacht;Perioden;TotaalBevolkingsgroep_1;k_0Tot5_2;k_5Tot15_3;k_15Tot50_4;MeerDan50_5;Eenpersoonshuishouden_6;PaarZonderKinderen_7;PaarMetKinderen_8;Eenouderhuishouden_9;InstitutioneelHuishouden_10;OverigeTypenHuishouden_11;OnbekendTypeHuishouden_12;HeeftGeenWerk_13;HeeftWelWerk_14;HeeftGeenUitkering_15;HeeftWelUitkering_16;TotaalBevolkingsgroep_17;k_0Tot5_18;k_5Tot15_19;k_15Tot50_20;MeerDan50_21;Eenpersoonshuishouden_22;PaarZonderKinderen_23;PaarMetKinderen_24;Eenouderhuishouden_25;InstitutioneelHuishouden_26;OverigeTypenHuishouden_27;OnbekendTypeHuishouden_28;HeeftGeenWerk_29;HeeftWelWerk_30;HeeftGeenUitkering_31;HeeftWelUitkering_32
6470;Sierra Leone;12 tot 25 jaar;Mannen;2005;9.2;8.7;10.4;8.2;10.5;9.6;8.5;;;;6.6;;10.8;7.4;8.1;13.5;12.4;;16.3;11.8;;16.8;;;;;;;14.3;8.1;12.3;
6471;Sierra Leone;12 tot 25 jaar;Mannen;2006*;8.7;;;;;;;;;;;;;;;;10.5;;;;;;;;;;;;;;;
6472;Sierra Leone;12 tot 25 jaar;Vrouwen;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6473;Sierra Leone;12 tot 25 jaar;Vrouwen;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6474;Sierra Leone;12 tot 25 jaar;Vrouwen;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6475;Sierra Leone;12 tot 25 jaar;Vrouwen;2002;2.9;;;;;;;;;;;;2.7;;3.3;;3.0;;;;;;;;;;;;2.9;;3.3;
6476;Sierra Leone;12 tot 25 jaar;Vrouwen;2003;2.1;;;;;;;;;;;;1.7;;2.3;;;;;;;;;;;;;;;;;
6477;Sierra Leone;12 tot 25 jaar;Vrouwen;2004;2.7;;;2.7;;4.0;;;;;;;2.7;;3.7;;2.5;;;;;;;;;;;;2.5;;2.9;
6478;Sierra Leone;12 tot 25 jaar;Vrouwen;2005;3.4;;;3.9;;;;;4.3;;;;3.3;;2.6;4.7;3.6;;;5.5;;;;;;;;;3.7;;3.3;
6479;Sierra Leone;12 tot 25 jaar;Vrouwen;2006*;2.1;;;;;;;;;;;;;;;;1.7;;;;;;;;;;;;;;;
6480;Soedan;12 tot 18 jaar;Totaal mannen en vrouwen;1999;2.8;;;;;;;;;;;;2.9;;2.8;;;;;;;;;;;;;;;;;
6481;Soedan;12 tot 18 jaar;Totaal mannen en vrouwen;2000;2.8;;;;;;;;;;;;;;2.8;;;;;;;;;;;;;;;;;
6482;Soedan;12 tot 18 jaar;Totaal mannen en vrouwen;2001;3.7;;;;;;;;;;;;3.6;;3.7;;3.4;;;;;;;;;;;;3.4;;3.4;
6483;Soedan;12 tot 18 jaar;Totaal mannen en vrouwen;2002;3.2;;;;;;;;;;;;3.5;;3.2;;2.9;;;;;;;;;;;;3.2;;2.9;
6484;Soedan;12 tot 18 jaar;Totaal mannen en vrouwen;2003;3.4;;;;;;;;;;;;3.3;;3.4;;3.3;;;;;;;;;;;;3.2;;3.3;
6485;Soedan;12 tot 18 jaar;Totaal mannen en vrouwen;2004;4.4;;;;;;;;;;;;4.4;;4.5;;4.4;;;;;;;;;;;;4.4;;4.4;
6486;Soedan;12 tot 18 jaar;Totaal mannen en vrouwen;2005;3.2;;;;;;;;;;;;;;3.2;;3.0;;;;;;;;;;;;2.8;;3.0;
6487;Soedan;12 tot 18 jaar;Totaal mannen en vrouwen;2006*;4.7;;;;;;;;;;;;;;;;4.6;;;;;;;;;;;;;;;
6488;Soedan;12 tot 18 jaar;Mannen;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6489;Soedan;12 tot 18 jaar;Mannen;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6490;Soedan;12 tot 18 jaar;Mannen;2001;5.4;;;;;;;;;;;;5.2;;5.4;;5.4;;;;;;;;;;;;5.2;;5.4;
6491;Soedan;12 tot 18 jaar;Mannen;2002;5.7;;;;;;;;;;;;6.1;;5.7;;5.7;;;;;;;;;;;;6.1;;5.7;
6492;Soedan;12 tot 18 jaar;Mannen;2003;5.8;;;;;;;;;;;;;;5.8;;5.8;;;;;;;;;;;;5.5;;5.8;
6493;Soedan;12 tot 18 jaar;Mannen;2004;6.6;;;;;;;;;;;;;;6.7;;6.6;;;;;;;;;;;;6.4;;6.7;
6494;Soedan;12 tot 18 jaar;Mannen;2005;;;;;;;;;;;;;;;;;5.2;;;;;;;;;;;;4.8;;5.3;
6495;Soedan;12 tot 18 jaar;Mannen;2006*;8.5;;;;;;;;;;;;;;;;8.5;;;;;;;;;;;;;;;
6496;Soedan;12 tot 18 jaar;Vrouwen;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6497;Soedan;12 tot 18 jaar;Vrouwen;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6498;Soedan;12 tot 18 jaar;Vrouwen;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6499;Soedan;12 tot 18 jaar;Vrouwen;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6500;Soedan;12 tot 18 jaar;Vrouwen;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6501;Soedan;12 tot 18 jaar;Vrouwen;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6502;Soedan;12 tot 18 jaar;Vrouwen;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6503;Soedan;12 tot 18 jaar;Vrouwen;2006*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6504;Soedan;18 tot 25 jaar;Totaal mannen en vrouwen;1999;4.6;;5.9;;;5.4;;;;;;;3.9;6.4;4.7;;3.8;;;;;;;;;;;;;;;
6505;Soedan;18 tot 25 jaar;Totaal mannen en vrouwen;2000;4.7;;5.8;3.6;;6.1;;;;;;;4.4;5.4;4.5;;3.5;;;;;;;;;;;;3.3;;3.5;
6506;Soedan;18 tot 25 jaar;Totaal mannen en vrouwen;2001;4.4;;6.6;2.5;;5.3;;;;;;;4.3;4.9;3.9;6.9;3.6;;;;;4.9;;;;;;;3.5;;3.1;
6507;Soedan;18 tot 25 jaar;Totaal mannen en vrouwen;2002;4.6;7.2;3.5;4.2;5.9;4.3;7.9;;;;;;4.6;4.5;4.4;5.4;3.6;;;;;3.6;;;;;;;3.7;;3.4;
6508;Soedan;18 tot 25 jaar;Totaal mannen en vrouwen;2003;4.5;;5.1;5.0;;5.0;;;;;;;4.6;4.3;4.2;5.9;3.9;;;4.0;;4.6;;;;;;;4.0;;3.6;
6509;Soedan;18 tot 25 jaar;Totaal mannen en vrouwen;2004;5.4;;4.0;6.7;;6.4;;;;;;;5.3;5.7;5.1;7.1;4.3;;;5.4;;5.7;;;;;;;4.1;;4.1;
6510;Soedan;18 tot 25 jaar;Totaal mannen en vrouwen;2005;5.0;;5.3;4.4;;6.1;;;;;;;5.3;4.1;5.1;;4.2;;;;;5.6;;;;;;;4.3;;4.3;
6511;Soedan;18 tot 25 jaar;Totaal mannen en vrouwen;2006*;4.6;;;;;;;;;;;;;;;;4.2;;;;;;;;;;;;;;;
6512;Soedan;18 tot 25 jaar;Mannen;1999;5.3;;6.0;;;5.5;;;;;;;4.8;6.3;5.1;;;;;;;;;;;;;;;;;
6513;Soedan;18 tot 25 jaar;Mannen;2000;5.7;;7.1;4.8;;6.8;;;;;;;5.6;5.9;5.4;;5.7;;;;;;;;;;;;;;;
6514;Soedan;18 tot 25 jaar;Mannen;2001;5.2;;8.0;2.9;;5.5;;;;;;;5.1;5.7;4.7;8.7;5.2;;;;;;;;;;;;5.1;;4.7;
6515;Soedan;18 tot 25 jaar;Mannen;2002;5.6;9.0;3.9;5.6;7.1;5.0;10.1;;;;;;5.8;5.3;5.5;;5.6;;;;;5.0;;;;;;;5.8;;5.5;
6516;Soedan;18 tot 25 jaar;Mannen;2003;5.4;;5.2;6.5;;5.4;;;;;;;5.4;5.2;5.2;;5.4;;;;;5.4;;;;;;;5.4;;5.2;
6517;Soedan;18 tot 25 jaar;Mannen;2004;7.6;;5.6;9.5;;7.5;;;;;;;7.9;7.1;7.0;12.5;7.6;;;9.5;;7.5;;;;;;;7.9;;7.0;
6518;Soedan;18 tot 25 jaar;Mannen;2005;7.3;;8.1;6.2;;7.1;;;;;;;8.4;;7.2;;7.3;;;;;7.1;;;;;;;8.4;;7.2;
6519;Soedan;18 tot 25 jaar;Mannen;2006*;6.6;;;;;;;;;;;;;;;;6.6;;;;;;;;;;;;;;;
6520;Soedan;18 tot 25 jaar;Vrouwen;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6521;Soedan;18 tot 25 jaar;Vrouwen;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6522;Soedan;18 tot 25 jaar;Vrouwen;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6523;Soedan;18 tot 25 jaar;Vrouwen;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6524;Soedan;18 tot 25 jaar;Vrouwen;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6525;Soedan;18 tot 25 jaar;Vrouwen;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6526;Soedan;18 tot 25 jaar;Vrouwen;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6527;Soedan;18 tot 25 jaar;Vrouwen;2006*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6528;Soedan;25 tot 45 jaar;Totaal mannen en vrouwen;1999;2.3;;2.1;2.1;;3.2;;;;;;;2.1;2.7;2.2;2.6;1.7;;;;;2.6;;;;;;;1.4;;1.7;
6529;Soedan;25 tot 45 jaar;Totaal mannen en vrouwen;2000;2.7;;3.6;2.7;;4.0;;;;;;;2.6;2.9;2.3;3.9;2.1;;3.2;1.9;;3.7;;;;;;;2.0;2.6;1.8;2.9
6530;Soedan;25 tot 45 jaar;Totaal mannen en vrouwen;2001;2.6;2.7;2.6;2.7;;3.3;;;;;;;2.1;3.5;2.1;4.3;2.0;;2.2;2.0;;3.2;;;;;;;1.5;3.2;1.6;3.1
6531;Soedan;25 tot 45 jaar;Totaal mannen en vrouwen;2002;3.1;;3.5;2.9;3.8;3.6;;2.0;;;;;3.0;3.2;2.9;3.6;2.5;;2.8;2.2;;3.2;;1.4;;;;;2.4;2.8;2.2;3.2
6532;Soedan;25 tot 45 jaar;Totaal mannen en vrouwen;2003;3.3;4.1;3.7;3.1;2.8;4.2;;1.4;;;;;3.1;3.7;3.4;3.0;2.6;;3.2;2.3;;3.9;;;;;;;2.4;3.2;2.7;2.3
6533;Soedan;25 tot 45 jaar;Totaal mannen en vrouwen;2004;3.9;2.9;4.4;4.0;3.2;5.2;3.9;1.7;;;;;3.7;4.2;3.8;4.0;2.9;;3.4;3.0;;4.8;;;;;;;2.7;3.6;2.9;2.9
6534;Soedan;25 tot 45 jaar;Totaal mannen en vrouwen;2005;2.7;;2.8;2.9;2.7;3.5;;1.3;;;7.0;;2.7;2.7;2.1;3.7;2.0;;;2.2;;3.1;;;;;;;1.9;2.3;1.5;2.8
6535;Soedan;25 tot 45 jaar;Totaal mannen en vrouwen;2006*;3.2;;;;;;;;;;;;;;;;2.5;;;;;;;;;;;;;;;
6536;Soedan;25 tot 45 jaar;Mannen;1999;2.8;;2.6;2.5;;3.4;;;;;;;2.7;2.9;2.5;3.3;2.8;;;;;3.4;;;;;;;;;;
6537;Soedan;25 tot 45 jaar;Mannen;2000;3.1;;3.8;3.3;;4.1;;;;;;;3.2;3.0;2.6;4.7;3.1;;;3.3;;4.1;;;;;;;3.2;;2.6;
6538;Soedan;25 tot 45 jaar;Mannen;2001;3.0;3.7;2.9;3.3;;3.4;;;;;;;2.6;3.7;2.4;5.3;3.0;;;3.3;;3.4;;;;;;;2.6;3.7;2.4;5.3
6539;Soedan;25 tot 45 jaar;Mannen;2002;3.6;;4.0;3.5;4.1;3.7;;2.9;;;;;3.7;3.5;3.5;4.0;3.6;;4.0;3.5;;3.7;;;;;;;3.7;3.5;3.5;4.0
6540;Soedan;25 tot 45 jaar;Mannen;2003;4.0;6.0;4.2;3.8;3.2;4.3;;2.3;;;;;4.0;4.1;4.1;3.8;4.0;;4.2;3.8;;4.3;;;;;;;4.0;4.1;4.1;3.8
6541;Soedan;25 tot 45 jaar;Mannen;2004;4.9;4.0;5.4;5.1;3.9;5.5;4.8;3.1;;;;;5.0;4.6;4.7;5.3;4.9;;5.4;5.1;;5.5;;;;;;;5.0;4.6;4.7;5.3
6542;Soedan;25 tot 45 jaar;Mannen;2005;3.6;;3.7;3.7;3.7;3.7;;2.2;;;7.8;;3.9;3.0;2.7;5.0;3.6;;;3.7;;3.7;;;;;;;3.9;3.0;2.7;5.0
6543;Soedan;25 tot 45 jaar;Mannen;2006*;4.4;;;;;;;;;;;;;;;;4.4;;;;;;;;;;;;;;;
6544;Soedan;25 tot 45 jaar;Vrouwen;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6545;Soedan;25 tot 45 jaar;Vrouwen;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6546;Soedan;25 tot 45 jaar;Vrouwen;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6547;Soedan;25 tot 45 jaar;Vrouwen;2002;1.3;;;;;;;;;;;;1.4;;;;1.3;;;;;;;;;;;;1.4;;;
6548;Soedan;25 tot 45 jaar;Vrouwen;2003;1.1;;;;;;;;;;;;1.2;;;;1.1;;;;;;;;;;;;1.2;;;
6549;Soedan;25 tot 45 jaar;Vrouwen;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6550;Soedan;25 tot 45 jaar;Vrouwen;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6551;Soedan;25 tot 45 jaar;Vrouwen;2006*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6552;Soedan;45 tot 80 jaar;Totaal mannen en vrouwen;1999;;;;;;;;;;;;;;;;;1.9;;;;19.1;;;;;;;;2.4;;2.2;
6553;Soedan;45 tot 80 jaar;Totaal mannen en vrouwen;2000;;;;;;;;;;;;;;;;;3.0;;;6.7;;3.2;;5.7;;;;;2.7;4.0;4.0;
6554;Soedan;45 tot 80 jaar;Totaal mannen en vrouwen;2001;;;;;;;;;;;;;;;;;0.9;;1.8;;;;;;;;;;;2.7;0.9;
6555;Soedan;45 tot 80 jaar;Totaal mannen en vrouwen;2002;;;;;;;;;;;;;;;;;1.8;2.6;;;15.3;3.7;;1.3;;;;;2.2;;1.5;2.2
6556;Soedan;45 tot 80 jaar;Totaal mannen en vrouwen;2003;;;;;;;;;;;;;;;;;1.0;;1.5;0.9;;1.3;;1.1;;;;;0.8;1.8;1.0;1.0
6557;Soedan;45 tot 80 jaar;Totaal mannen en vrouwen;2004;;;;;;;;;;;;;;;;;1.2;;;1.6;;2.2;;;;;;;1.3;;1.1;1.4
6558;Soedan;45 tot 80 jaar;Totaal mannen en vrouwen;2005;2.4;;;;;;;;;;;;;;;;2.2;;2.5;1.9;4.3;3.8;;;;19.1;;;2.1;2.4;1.3;3.0
6559;Soedan;45 tot 80 jaar;Totaal mannen en vrouwen;2006*;2.9;;;;;;;;;;;;;;;;2.2;;;;;;;;;;;;;;;
6560;Soedan;45 tot 80 jaar;Mannen;1999;;;;;;;;;;;;;;;;;3.9;;;;100.0;;;;;;;;5.5;;4.9;
6561;Soedan;45 tot 80 jaar;Mannen;2000;;;;;;;;;;;;;;;;;3.7;;;6.8;;5.1;;4.8;;;;;2.7;5.9;4.7;
6562;Soedan;45 tot 80 jaar;Mannen;2001;;;;;;;;;;;;;;;;;1.8;;3.9;;;;;;;;;;;4.1;1.8;
6563;Soedan;45 tot 80 jaar;Mannen;2002;;;;;;;;;;;;;;;;;2.0;5.6;;;;2.6;;2.4;;;;;2.8;;;4.2
6564;Soedan;45 tot 80 jaar;Mannen;2003;;;;;;;;;;;;;;;;;2.0;;3.0;1.9;;2.4;;1.8;;;;;1.8;2.7;2.1;1.9
6565;Soedan;45 tot 80 jaar;Mannen;2004;;;;;;;;;;;;;;;;;2.5;;;3.4;;4.0;;;;;;;2.9;;2.2;2.8
6566;Soedan;45 tot 80 jaar;Mannen;2005;;;;;;;;;;;;;;;;;2.5;;;3.8;;3.6;;;;;;;2.1;3.8;2.6;2.5
6567;Soedan;45 tot 80 jaar;Mannen;2006*;3.7;;;;;;;;;;;;;;;;3.7;;;;;;;;;;;;;;;
6568;Soedan;45 tot 80 jaar;Vrouwen;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6569;Soedan;45 tot 80 jaar;Vrouwen;2000;;;;;;;;;;;;;;;;;2.3;;;6.7;;;;6.7;;;;;2.7;;3.4;
6570;Soedan;45 tot 80 jaar;Vrouwen;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6571;Soedan;45 tot 80 jaar;Vrouwen;2002;;;;;;;;;;;;;;;;;1.6;;;;25.0;5.0;;;;;;;1.8;;2.2;
6572;Soedan;45 tot 80 jaar;Vrouwen;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6573;Soedan;45 tot 80 jaar;Vrouwen;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6574;Soedan;45 tot 80 jaar;Vrouwen;2005;;;;;;;;;;;;;;;;;1.9;;3.4;;6.3;4.0;;;;25.0;;;2.2;;;3.5
6575;Soedan;45 tot 80 jaar;Vrouwen;2006*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6576;Soedan;12 tot 80 jaar;Totaal mannen en vrouwen;1999;2.9;2.3;3.2;2.3;6.1;3.9;;;;;;;2.7;3.3;2.9;2.8;2.0;;1.2;1.8;10.4;3.0;2.9;;;;;;2.2;1.7;2.3;1.6
6577;Soedan;12 tot 80 jaar;Totaal mannen en vrouwen;2000;3.2;1.9;3.9;3.0;4.0;4.5;2.5;;;;;3.7;3.1;3.4;3.0;4.0;2.7;1.6;1.8;3.9;;3.6;;3.4;;;;;2.5;3.4;3.0;2.0
6578;Soedan;12 tot 80 jaar;Totaal mannen en vrouwen;2001;3.0;2.8;3.8;2.6;2.7;3.8;2.7;1.2;;;3.1;2.9;2.7;3.8;2.7;4.6;1.8;;2.6;1.5;;2.5;;0.9;;;4.0;;1.4;3.1;1.7;2.0
6579;Soedan;12 tot 80 jaar;Totaal mannen en vrouwen;2002;3.4;3.1;3.3;3.2;4.5;3.8;3.6;1.9;3.9;;3.1;4.6;3.4;3.3;3.3;3.9;2.3;2.3;1.6;1.7;7.2;3.6;;1.3;1.7;;;;2.5;1.5;2.1;2.7
6580;Soedan;12 tot 80 jaar;Totaal mannen en vrouwen;2003;3.5;3.7;4.0;3.5;2.2;4.2;3.2;1.4;4.7;;4.4;;3.4;3.8;3.6;3.3;2.0;1.6;2.8;2.0;;2.8;;1.1;2.6;;;;1.9;2.6;2.2;1.7
6581;Soedan;12 tot 80 jaar;Totaal mannen en vrouwen;2004;4.1;2.9;4.2;4.5;3.3;5.4;4.6;1.6;3.6;;4.3;4.9;4.0;4.3;4.1;4.1;2.4;1.6;2.6;2.8;1.4;3.8;2.2;1.0;2.0;;;;2.3;2.5;2.6;2.0
6582;Soedan;12 tot 80 jaar;Totaal mannen en vrouwen;2005;3.1;2.1;3.2;3.2;3.5;4.0;3.1;1.8;2.1;;5.6;;3.1;3.0;2.8;3.7;2.4;1.3;2.6;2.3;3.5;3.7;;1.3;;15.7;;;2.3;2.6;2.0;3.0
6583;Soedan;12 tot 80 jaar;Totaal mannen en vrouwen;2006*;3.5;;;;;;;;;;;;;;;;2.7;;;;;;;;;;;;;;;
6584;Soedan;12 tot 80 jaar;Mannen;1999;3.4;2.6;3.8;2.7;7.5;4.0;;;;;;;3.4;3.4;3.3;3.6;3.6;;2.2;2.9;25.9;3.9;5.9;;;;;;4.3;2.2;3.8;3.2
6585;Soedan;12 tot 80 jaar;Mannen;2000;3.8;2.7;4.5;3.7;3.7;4.8;3.4;;;;;3.9;3.8;3.7;3.5;4.9;3.7;3.3;2.5;4.9;;4.8;;3.7;;;;;3.3;4.5;3.8;3.3
6586;Soedan;12 tot 80 jaar;Mannen;2001;3.6;3.9;4.5;3.2;2.7;4.0;3.6;1.8;;;3.3;3.6;3.4;4.1;3.2;5.6;2.9;;4.4;2.6;;3.1;;1.7;;;6.1;;2.4;4.1;2.7;3.4
6587;Soedan;12 tot 80 jaar;Mannen;2002;4.1;3.8;3.9;4.1;4.9;4.1;4.1;2.9;11.2;;3.6;5.3;4.3;3.7;4.0;4.4;3.3;4.1;2.4;3.1;5.4;3.7;;2.4;;;;;3.8;2.0;2.9;4.3
6588;Soedan;12 tot 80 jaar;Mannen;2003;4.3;5.4;4.5;4.4;2.5;4.5;4.3;2.3;9.6;;5.2;;4.2;4.3;4.4;3.9;3.4;3.1;4.1;3.6;;3.7;;2.2;;;;;3.3;3.6;3.7;2.7
6589;Soedan;12 tot 80 jaar;Mannen;2004;5.3;4.2;5.4;5.8;4.2;5.8;6.1;2.9;11.0;;5.0;;5.5;5.0;5.2;5.5;4.2;3.0;4.7;4.9;;5.2;;2.1;;;;;4.4;3.6;4.4;3.9
6590;Soedan;12 tot 80 jaar;Mannen;2005;4.2;3.3;4.2;4.2;4.6;4.4;4.3;3.0;;;6.5;;4.5;3.4;3.8;4.9;3.6;2.5;3.1;4.2;3.8;4.2;;2.6;;;;;3.5;3.7;3.6;3.5
6591;Soedan;12 tot 80 jaar;Mannen;2006*;4.9;;;;;;;;;;;;;;;;4.6;;;;;;;;;;;;;;;
6592;Soedan;12 tot 80 jaar;Vrouwen;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6593;Soedan;12 tot 80 jaar;Vrouwen;2000;1.3;;;;;;;;;;;;1.3;;;;1.7;;;2.9;;;;3.3;;;;;1.9;;2.1;
6594;Soedan;12 tot 80 jaar;Vrouwen;2001;1.2;;;;;;;;;;;;1.2;;;;0.6;;;;;;;;;;;;0.6;;0.5;
6595;Soedan;12 tot 80 jaar;Vrouwen;2002;1.3;;;;;;;;;;;;1.4;;;2.6;1.4;;;;9.1;3.3;;;;;;;1.5;;1.4;1.3
6596;Soedan;12 tot 80 jaar;Vrouwen;2003;1.3;;2.7;;;;;;3.2;;;;1.4;;1.2;;0.7;;1.4;;;;;;1.6;;;;0.7;;0.6;
6597;Soedan;12 tot 80 jaar;Vrouwen;2004;0.9;;;;;;;;;;;;1.0;;1.0;;0.6;;;0.8;;;;;;;;;0.6;;0.7;
6598;Soedan;12 tot 80 jaar;Vrouwen;2005;0.6;;;;;;;;;;;;;;;;1.2;;2.1;;3.3;2.7;;;;21.0;;;1.3;;;2.5
6599;Soedan;12 tot 80 jaar;Vrouwen;2006*;0.7;;;;;;;;;;;;;;;;0.8;;;;;;;;;;;;;;;
6600;Soedan;12 tot 25 jaar;Totaal mannen en vrouwen;1999;4.0;;5.4;2.8;;5.5;;;;;;;3.5;5.9;3.9;;3.2;;;;;5.5;;;;;;;2.8;;3.3;
6601;Soedan;12 tot 25 jaar;Totaal mannen en vrouwen;2000;4.2;;5.1;3.2;;5.5;;;;;;;3.9;5.2;4.0;;3.1;;;;;4.2;;;;;;;3.0;;3.0;
6602;Soedan;12 tot 25 jaar;Totaal mannen en vrouwen;2001;4.3;;6.4;2.7;;5.1;;;;;;;4.1;4.9;3.9;6.9;3.5;;5.2;2.8;;4.6;;;;;;;3.4;;3.3;
6603;Soedan;12 tot 25 jaar;Totaal mannen en vrouwen;2002;4.3;4.9;3.5;4.3;5.5;4.4;7.6;;;;;;4.3;4.2;4.2;5.4;3.3;;3.2;3.6;;4.0;;;;;;;3.4;;3.2;
6604;Soedan;12 tot 25 jaar;Totaal mannen en vrouwen;2003;4.3;;5.0;5.0;;4.8;;;6.9;;;;4.3;4.4;4.1;5.9;3.6;;4.9;4.2;;3.8;;;6.0;;;;3.6;;3.4;
6605;Soedan;12 tot 25 jaar;Totaal mannen en vrouwen;2004;5.2;;4.4;6.5;;6.4;;;5.9;;;;5.1;5.7;5.0;7.1;4.3;;4.4;5.4;;5.9;;;5.3;;;;4.3;;4.3;
6606;Soedan;12 tot 25 jaar;Totaal mannen en vrouwen;2005;4.5;;4.7;4.2;6.4;6.0;;3.7;;;;;4.6;4.3;4.5;;3.6;;;3.6;;5.3;;3.3;;;;;3.5;;3.6;
6607;Soedan;12 tot 25 jaar;Totaal mannen en vrouwen;2006*;4.7;;;;;;;;;;;;;;;;4.4;;;;;;;;;;;;;;;
6608;Soedan;12 tot 25 jaar;Mannen;1999;4.7;;6.2;;;5.6;;;;;;;4.3;5.9;4.5;;4.4;;;;;;;;;;;;;;4.2;
6609;Soedan;12 tot 25 jaar;Mannen;2000;5.2;;6.3;4.4;;6.3;;;;;;;5.0;6.0;5.0;;4.7;;;;;5.8;;;;;;;4.4;;4.5;
6610;Soedan;12 tot 25 jaar;Mannen;2001;5.3;;8.0;3.3;;5.4;;;;;;;5.1;5.9;4.9;8.7;5.3;;8.0;;;5.2;;;;;;;5.1;;5.1;
6611;Soedan;12 tot 25 jaar;Mannen;2002;5.7;6.5;4.3;6.1;6.9;5.2;9.7;;;;;;5.8;5.1;5.5;;5.7;;;7.2;;5.8;;;;;;;6.0;;5.6;
6612;Soedan;12 tot 25 jaar;Mannen;2003;5.4;;5.5;6.8;;5.2;;;;;;;5.4;5.4;5.3;;5.6;;6.0;7.7;;4.5;;;;;;;5.5;;5.5;
6613;Soedan;12 tot 25 jaar;Mannen;2004;7.5;;6.4;9.0;;7.3;;;14.9;;;;7.6;7.2;6.9;12.4;7.1;;7.9;8.0;;6.8;;;;;;;7.0;;6.8;
6614;Soedan;12 tot 25 jaar;Mannen;2005;6.8;;7.0;6.2;;7.1;;7.9;;;;;7.3;5.3;6.7;;6.3;;;6.3;;7.0;;7.6;;;;;6.4;;6.2;
6615;Soedan;12 tot 25 jaar;Mannen;2006*;7.2;;;;;;;;;;;;;;;;7.5;;;;;;;;;;;;;;;
6616;Soedan;12 tot 25 jaar;Vrouwen;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6617;Soedan;12 tot 25 jaar;Vrouwen;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6618;Soedan;12 tot 25 jaar;Vrouwen;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6619;Soedan;12 tot 25 jaar;Vrouwen;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6620;Soedan;12 tot 25 jaar;Vrouwen;2003;1.9;;;;;;;;;;;;2.2;;;;;;;;;;;;;;;;;;;
6621;Soedan;12 tot 25 jaar;Vrouwen;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6622;Soedan;12 tot 25 jaar;Vrouwen;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6623;Soedan;12 tot 25 jaar;Vrouwen;2006*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6624;Somalie;12 tot 18 jaar;Totaal mannen en vrouwen;1999;5.0;4.1;4.9;5.7;4.3;5.5;;3.6;5.1;18.6;7.3;3.6;4.5;8.8;5.0;;4.6;3.8;4.5;5.2;;;;3.3;4.6;;;;4.1;8.3;4.5;
