ID;Overheidsinstellingen;Toepassingssectoren;Bestrijdingsmiddelen;Perioden;GebruikInKgWerkzameStof_1
6777;Provinciale instellingen;Andere groene elementen;Insecticiden;1995;0
6778;Provinciale instellingen;Andere groene elementen;Insecticiden;2001;0
6779;Provinciale instellingen;Andere groene elementen;Insecticiden;2005;0
6780;Provinciale instellingen;Andere groene elementen;Insecticiden;2009;0
6781;Provinciale instellingen;Andere groene elementen;Insecticiden;2013;0
6782;Provinciale instellingen;Andere groene elementen;Insecticiden;2018;0
6783;Provinciale instellingen;Andere groene elementen;Fungiciden;1992;0
6784;Provinciale instellingen;Andere groene elementen;Fungiciden;1995;0
6785;Provinciale instellingen;Andere groene elementen;Fungiciden;2001;0
6786;Provinciale instellingen;Andere groene elementen;Fungiciden;2005;0
6787;Provinciale instellingen;Andere groene elementen;Fungiciden;2009;0
6788;Provinciale instellingen;Andere groene elementen;Fungiciden;2013;0
6789;Provinciale instellingen;Andere groene elementen;Fungiciden;2018;0
6790;Provinciale instellingen;Andere groene elementen;Overige stoffen;1992;0
6791;Provinciale instellingen;Andere groene elementen;Overige stoffen;1995;0
6792;Provinciale instellingen;Andere groene elementen;Overige stoffen;2001;0
6793;Provinciale instellingen;Andere groene elementen;Overige stoffen;2005;0
6794;Provinciale instellingen;Andere groene elementen;Overige stoffen;2009;0
6795;Provinciale instellingen;Andere groene elementen;Overige stoffen;2013;0
6796;Provinciale instellingen;Andere groene elementen;Overige stoffen;2018;0
6797;Provinciale instellingen;Andere groene elementen;2,4-D;1992;0
6798;Provinciale instellingen;Andere groene elementen;2,4-D;1995;0
6799;Provinciale instellingen;Andere groene elementen;2,4-D;2001;0
6800;Provinciale instellingen;Andere groene elementen;2,4-D;2005;0
6801;Provinciale instellingen;Andere groene elementen;2,4-D;2009;0
6802;Provinciale instellingen;Andere groene elementen;2,4-D;2013;0
6803;Provinciale instellingen;Andere groene elementen;2,4-D;2018;0
6804;Provinciale instellingen;Andere groene elementen;Amitrol;1992;0
6805;Provinciale instellingen;Andere groene elementen;Amitrol;1995;0
6806;Provinciale instellingen;Andere groene elementen;Amitrol;2001;0
6807;Provinciale instellingen;Andere groene elementen;Amitrol;2005;0
6808;Provinciale instellingen;Andere groene elementen;Amitrol;2009;0
6809;Provinciale instellingen;Andere groene elementen;Amitrol;2013;0
6810;Provinciale instellingen;Andere groene elementen;Amitrol;2018;0
6811;Provinciale instellingen;Andere groene elementen;Dalapon;1992;0
6812;Provinciale instellingen;Andere groene elementen;Dalapon;1995;0
6813;Provinciale instellingen;Andere groene elementen;Dalapon;2001;0
6814;Provinciale instellingen;Andere groene elementen;Dalapon;2005;0
6815;Provinciale instellingen;Andere groene elementen;Dalapon;2009;0
6816;Provinciale instellingen;Andere groene elementen;Dalapon;2013;0
6817;Provinciale instellingen;Andere groene elementen;Dalapon;2018;0
6818;Provinciale instellingen;Andere groene elementen;Bacillus thuringiensis subsp. aizawai;1992;0
6819;Provinciale instellingen;Andere groene elementen;Bacillus thuringiensis subsp. aizawai;1995;0
6820;Provinciale instellingen;Andere groene elementen;Bacillus thuringiensis subsp. aizawai;2001;0
6821;Provinciale instellingen;Andere groene elementen;Bacillus thuringiensis subsp. aizawai;2005;0
6822;Provinciale instellingen;Andere groene elementen;Bacillus thuringiensis subsp. aizawai;2009;0
6823;Provinciale instellingen;Andere groene elementen;Bacillus thuringiensis subsp. aizawai;2013;0
6824;Provinciale instellingen;Andere groene elementen;Bacillus thuringiensis subsp. aizawai;2018;0
6825;Provinciale instellingen;Andere groene elementen;Dicamba;1992;0
6826;Provinciale instellingen;Andere groene elementen;Dicamba;1995;0
6827;Provinciale instellingen;Andere groene elementen;Dicamba;2001;0
6828;Provinciale instellingen;Andere groene elementen;Dicamba;2005;0
6829;Provinciale instellingen;Andere groene elementen;Dicamba;2009;0
6830;Provinciale instellingen;Andere groene elementen;Dicamba;2013;0
6831;Provinciale instellingen;Andere groene elementen;Dicamba;2018;0
6832;Provinciale instellingen;Andere groene elementen;Dichlobenil;1992;0
6833;Provinciale instellingen;Andere groene elementen;Dichlobenil;1995;0
6834;Provinciale instellingen;Andere groene elementen;Dichlobenil;2001;0
6835;Provinciale instellingen;Andere groene elementen;Dichlobenil;2005;0
6836;Provinciale instellingen;Andere groene elementen;Dichlobenil;2009;0
6837;Provinciale instellingen;Andere groene elementen;Dichlobenil;2013;0
6838;Provinciale instellingen;Andere groene elementen;Dichlobenil;2018;0
6839;Provinciale instellingen;Andere groene elementen;Diuron;1992;0
6840;Provinciale instellingen;Andere groene elementen;Diuron;1995;0
6841;Provinciale instellingen;Andere groene elementen;Diuron;2001;0
6842;Provinciale instellingen;Andere groene elementen;Diuron;2005;0
6843;Provinciale instellingen;Andere groene elementen;Diuron;2009;0
6844;Provinciale instellingen;Andere groene elementen;Diuron;2013;0
6845;Provinciale instellingen;Andere groene elementen;Diuron;2018;0
6846;Provinciale instellingen;Andere groene elementen;Fluroxypyr-meptyl;1992;0
6847;Provinciale instellingen;Andere groene elementen;Fluroxypyr-meptyl;1995;0
6848;Provinciale instellingen;Andere groene elementen;Fluroxypyr-meptyl;2001;0
6849;Provinciale instellingen;Andere groene elementen;Fluroxypyr-meptyl;2005;0
6850;Provinciale instellingen;Andere groene elementen;Fluroxypyr-meptyl;2009;0
6851;Provinciale instellingen;Andere groene elementen;Fluroxypyr-meptyl;2013;0
6852;Provinciale instellingen;Andere groene elementen;Fluroxypyr-meptyl;2018;0
6853;Provinciale instellingen;Andere groene elementen;Glyfosaat;1992;0
6854;Provinciale instellingen;Andere groene elementen;Glyfosaat;1995;0
6855;Provinciale instellingen;Andere groene elementen;Glyfosaat;2001;20
6856;Provinciale instellingen;Andere groene elementen;Glyfosaat;2005;0
6857;Provinciale instellingen;Andere groene elementen;Glyfosaat;2009;0
6858;Provinciale instellingen;Andere groene elementen;Glyfosaat;2013;0
6859;Provinciale instellingen;Andere groene elementen;Glyfosaat;2018;0
6860;Provinciale instellingen;Andere groene elementen;Glufosinaat-ammonium;1992;0
6861;Provinciale instellingen;Andere groene elementen;Glufosinaat-ammonium;1995;0
6862;Provinciale instellingen;Andere groene elementen;Glufosinaat-ammonium;2001;0
6863;Provinciale instellingen;Andere groene elementen;Glufosinaat-ammonium;2005;0
6864;Provinciale instellingen;Andere groene elementen;Glufosinaat-ammonium;2009;0
6865;Provinciale instellingen;Andere groene elementen;Glufosinaat-ammonium;2013;0
6866;Provinciale instellingen;Andere groene elementen;Glufosinaat-ammonium;2018;0
6867;Provinciale instellingen;Andere groene elementen;MCPA;1992;0
6868;Provinciale instellingen;Andere groene elementen;MCPA;1995;42
6869;Provinciale instellingen;Andere groene elementen;MCPA;2001;0
6870;Provinciale instellingen;Andere groene elementen;MCPA;2005;0
6871;Provinciale instellingen;Andere groene elementen;MCPA;2009;0
6872;Provinciale instellingen;Andere groene elementen;MCPA;2013;0
6873;Provinciale instellingen;Andere groene elementen;MCPA;2018;0
6874;Provinciale instellingen;Andere groene elementen;Mecoprop-P;1992;0
6875;Provinciale instellingen;Andere groene elementen;Mecoprop-P;1995;0
6876;Provinciale instellingen;Andere groene elementen;Mecoprop-P;2001;0
6877;Provinciale instellingen;Andere groene elementen;Mecoprop-P;2005;0
6878;Provinciale instellingen;Andere groene elementen;Mecoprop-P;2009;0
6879;Provinciale instellingen;Andere groene elementen;Mecoprop-P;2013;0
6880;Provinciale instellingen;Andere groene elementen;Mecoprop-P;2018;0
6881;Provinciale instellingen;Andere groene elementen;Simazin;1992;0
6882;Provinciale instellingen;Andere groene elementen;Simazin;1995;0
6883;Provinciale instellingen;Andere groene elementen;Simazin;2001;0
6884;Provinciale instellingen;Andere groene elementen;Simazin;2005;0
6885;Provinciale instellingen;Andere groene elementen;Simazin;2009;0
6886;Provinciale instellingen;Andere groene elementen;Simazin;2013;0
6887;Provinciale instellingen;Andere groene elementen;Simazin;2018;0
6888;Provinciale instellingen;Andere groene elementen;Triclopyr;1992;0
6889;Provinciale instellingen;Andere groene elementen;Triclopyr;1995;0
6890;Provinciale instellingen;Andere groene elementen;Triclopyr;2001;0
6891;Provinciale instellingen;Andere groene elementen;Triclopyr;2005;0
6892;Provinciale instellingen;Andere groene elementen;Triclopyr;2009;0
6893;Provinciale instellingen;Andere groene elementen;Triclopyr;2013;0
6894;Provinciale instellingen;Andere groene elementen;Triclopyr;2018;0
6895;Provinciale instellingen;Andere groene elementen;Overige herbiciden;1992;0
6896;Provinciale instellingen;Andere groene elementen;Overige herbiciden;1995;0
6897;Provinciale instellingen;Andere groene elementen;Overige herbiciden;2001;0
6898;Provinciale instellingen;Andere groene elementen;Overige herbiciden;2005;0
6899;Provinciale instellingen;Andere groene elementen;Overige herbiciden;2009;0
6900;Provinciale instellingen;Andere groene elementen;Overige herbiciden;2013;0
6901;Provinciale instellingen;Andere groene elementen;Overige herbiciden;2018;0
6902;Provinciale instellingen;Andere groene elementen;Overige insecticiden;1992;0
6903;Provinciale instellingen;Andere groene elementen;Overige insecticiden;1995;0
6904;Provinciale instellingen;Andere groene elementen;Overige insecticiden;2001;0
6905;Provinciale instellingen;Andere groene elementen;Overige insecticiden;2005;0
6906;Provinciale instellingen;Andere groene elementen;Overige insecticiden;2009;0
6907;Provinciale instellingen;Andere groene elementen;Overige insecticiden;2013;0
6908;Provinciale instellingen;Andere groene elementen;Overige insecticiden;2018;0
6909;Provinciale instellingen;Kwekerijen;Totaal;1992;0
6910;Provinciale instellingen;Kwekerijen;Totaal;1995;0
6911;Provinciale instellingen;Kwekerijen;Totaal;2001;0
6912;Provinciale instellingen;Kwekerijen;Totaal;2005;0
6913;Provinciale instellingen;Kwekerijen;Totaal;2009;0
6914;Provinciale instellingen;Kwekerijen;Totaal;2013;0
6915;Provinciale instellingen;Kwekerijen;Totaal;2018;0
6916;Provinciale instellingen;Kwekerijen;Herbiciden;1992;0
6917;Provinciale instellingen;Kwekerijen;Herbiciden;1995;0
6918;Provinciale instellingen;Kwekerijen;Herbiciden;2001;0
6919;Provinciale instellingen;Kwekerijen;Herbiciden;2005;0
6920;Provinciale instellingen;Kwekerijen;Herbiciden;2009;0
6921;Provinciale instellingen;Kwekerijen;Herbiciden;2013;0
6922;Provinciale instellingen;Kwekerijen;Herbiciden;2018;0
6923;Provinciale instellingen;Kwekerijen;Insecticiden;1992;0
6924;Provinciale instellingen;Kwekerijen;Insecticiden;1995;0
6925;Provinciale instellingen;Kwekerijen;Insecticiden;2001;0
6926;Provinciale instellingen;Kwekerijen;Insecticiden;2005;0
6927;Provinciale instellingen;Kwekerijen;Insecticiden;2009;0
6928;Provinciale instellingen;Kwekerijen;Insecticiden;2013;0
6929;Provinciale instellingen;Kwekerijen;Insecticiden;2018;0
6930;Provinciale instellingen;Kwekerijen;Fungiciden;1992;0
6931;Provinciale instellingen;Kwekerijen;Fungiciden;1995;0
6932;Provinciale instellingen;Kwekerijen;Fungiciden;2001;0
6933;Provinciale instellingen;Kwekerijen;Fungiciden;2005;0
6934;Provinciale instellingen;Kwekerijen;Fungiciden;2009;0
6935;Provinciale instellingen;Kwekerijen;Fungiciden;2013;0
6936;Provinciale instellingen;Kwekerijen;Fungiciden;2018;0
6937;Provinciale instellingen;Kwekerijen;Overige stoffen;1992;0
6938;Provinciale instellingen;Kwekerijen;Overige stoffen;1995;0
6939;Provinciale instellingen;Kwekerijen;Overige stoffen;2001;0
6940;Provinciale instellingen;Kwekerijen;Overige stoffen;2005;0
6941;Provinciale instellingen;Kwekerijen;Overige stoffen;2009;0
6942;Provinciale instellingen;Kwekerijen;Overige stoffen;2013;0
6943;Provinciale instellingen;Kwekerijen;Overige stoffen;2018;0
6944;Provinciale instellingen;Kwekerijen;2,4-D;1992;0
6945;Provinciale instellingen;Kwekerijen;2,4-D;1995;0
6946;Provinciale instellingen;Kwekerijen;2,4-D;2001;0
6947;Provinciale instellingen;Kwekerijen;2,4-D;2005;0
6948;Provinciale instellingen;Kwekerijen;2,4-D;2009;0
6949;Provinciale instellingen;Kwekerijen;2,4-D;2013;0
6950;Provinciale instellingen;Kwekerijen;2,4-D;2018;0
6951;Provinciale instellingen;Kwekerijen;Amitrol;1992;0
6952;Provinciale instellingen;Kwekerijen;Amitrol;1995;0
6953;Provinciale instellingen;Kwekerijen;Amitrol;2001;0
6954;Provinciale instellingen;Kwekerijen;Amitrol;2005;0
6955;Provinciale instellingen;Kwekerijen;Amitrol;2009;0
6956;Provinciale instellingen;Kwekerijen;Amitrol;2013;0
6957;Provinciale instellingen;Kwekerijen;Amitrol;2018;0
6958;Provinciale instellingen;Kwekerijen;Dalapon;1992;0
6959;Provinciale instellingen;Kwekerijen;Dalapon;1995;0
6960;Provinciale instellingen;Kwekerijen;Dalapon;2001;0
6961;Provinciale instellingen;Kwekerijen;Dalapon;2005;0
6962;Provinciale instellingen;Kwekerijen;Dalapon;2009;0
6963;Provinciale instellingen;Kwekerijen;Dalapon;2013;0
6964;Provinciale instellingen;Kwekerijen;Dalapon;2018;0
6965;Provinciale instellingen;Kwekerijen;Bacillus thuringiensis subsp. aizawai;1992;0
6966;Provinciale instellingen;Kwekerijen;Bacillus thuringiensis subsp. aizawai;1995;0
6967;Provinciale instellingen;Kwekerijen;Bacillus thuringiensis subsp. aizawai;2001;0
6968;Provinciale instellingen;Kwekerijen;Bacillus thuringiensis subsp. aizawai;2005;0
6969;Provinciale instellingen;Kwekerijen;Bacillus thuringiensis subsp. aizawai;2009;0
6970;Provinciale instellingen;Kwekerijen;Bacillus thuringiensis subsp. aizawai;2013;0
6971;Provinciale instellingen;Kwekerijen;Bacillus thuringiensis subsp. aizawai;2018;0
6972;Provinciale instellingen;Kwekerijen;Dicamba;1992;0
6973;Provinciale instellingen;Kwekerijen;Dicamba;1995;0
6974;Provinciale instellingen;Kwekerijen;Dicamba;2001;0
6975;Provinciale instellingen;Kwekerijen;Dicamba;2005;0
6976;Provinciale instellingen;Kwekerijen;Dicamba;2009;0
6977;Provinciale instellingen;Kwekerijen;Dicamba;2013;0
6978;Provinciale instellingen;Kwekerijen;Dicamba;2018;0
6979;Provinciale instellingen;Kwekerijen;Dichlobenil;1992;0
6980;Provinciale instellingen;Kwekerijen;Dichlobenil;1995;0
6981;Provinciale instellingen;Kwekerijen;Dichlobenil;2001;0
6982;Provinciale instellingen;Kwekerijen;Dichlobenil;2005;0
6983;Provinciale instellingen;Kwekerijen;Dichlobenil;2009;0
6984;Provinciale instellingen;Kwekerijen;Dichlobenil;2013;0
6985;Provinciale instellingen;Kwekerijen;Dichlobenil;2018;0
6986;Provinciale instellingen;Kwekerijen;Diuron;1992;0
6987;Provinciale instellingen;Kwekerijen;Diuron;1995;0
6988;Provinciale instellingen;Kwekerijen;Diuron;2001;0
6989;Provinciale instellingen;Kwekerijen;Diuron;2005;0
6990;Provinciale instellingen;Kwekerijen;Diuron;2009;0
6991;Provinciale instellingen;Kwekerijen;Diuron;2013;0
6992;Provinciale instellingen;Kwekerijen;Diuron;2018;0
6993;Provinciale instellingen;Kwekerijen;Fluroxypyr-meptyl;1992;0
6994;Provinciale instellingen;Kwekerijen;Fluroxypyr-meptyl;1995;0
6995;Provinciale instellingen;Kwekerijen;Fluroxypyr-meptyl;2001;0
6996;Provinciale instellingen;Kwekerijen;Fluroxypyr-meptyl;2005;0
6997;Provinciale instellingen;Kwekerijen;Fluroxypyr-meptyl;2009;0
6998;Provinciale instellingen;Kwekerijen;Fluroxypyr-meptyl;2013;0
6999;Provinciale instellingen;Kwekerijen;Fluroxypyr-meptyl;2018;0
7000;Provinciale instellingen;Kwekerijen;Glyfosaat;1992;0
7001;Provinciale instellingen;Kwekerijen;Glyfosaat;1995;0
7002;Provinciale instellingen;Kwekerijen;Glyfosaat;2001;0
7003;Provinciale instellingen;Kwekerijen;Glyfosaat;2005;0
7004;Provinciale instellingen;Kwekerijen;Glyfosaat;2009;0
7005;Provinciale instellingen;Kwekerijen;Glyfosaat;2013;0
7006;Provinciale instellingen;Kwekerijen;Glyfosaat;2018;0
7007;Provinciale instellingen;Kwekerijen;Glufosinaat-ammonium;1992;0
7008;Provinciale instellingen;Kwekerijen;Glufosinaat-ammonium;1995;0
7009;Provinciale instellingen;Kwekerijen;Glufosinaat-ammonium;2001;0
7010;Provinciale instellingen;Kwekerijen;Glufosinaat-ammonium;2005;0
7011;Provinciale instellingen;Kwekerijen;Glufosinaat-ammonium;2009;0
7012;Provinciale instellingen;Kwekerijen;Glufosinaat-ammonium;2013;0
7013;Provinciale instellingen;Kwekerijen;Glufosinaat-ammonium;2018;0
7014;Provinciale instellingen;Kwekerijen;MCPA;1992;0
7015;Provinciale instellingen;Kwekerijen;MCPA;1995;0
7016;Provinciale instellingen;Kwekerijen;MCPA;2001;0
7017;Provinciale instellingen;Kwekerijen;MCPA;2005;0
7018;Provinciale instellingen;Kwekerijen;MCPA;2009;0
7019;Provinciale instellingen;Kwekerijen;MCPA;2013;0
7020;Provinciale instellingen;Kwekerijen;MCPA;2018;0
7021;Provinciale instellingen;Kwekerijen;Mecoprop-P;1992;0
7022;Provinciale instellingen;Kwekerijen;Mecoprop-P;1995;0
7023;Provinciale instellingen;Kwekerijen;Mecoprop-P;2001;0
7024;Provinciale instellingen;Kwekerijen;Mecoprop-P;2005;0
7025;Provinciale instellingen;Kwekerijen;Mecoprop-P;2009;0
7026;Provinciale instellingen;Kwekerijen;Mecoprop-P;2013;0
7027;Provinciale instellingen;Kwekerijen;Mecoprop-P;2018;0
7028;Provinciale instellingen;Kwekerijen;Simazin;1992;0
7029;Provinciale instellingen;Kwekerijen;Simazin;1995;0
7030;Provinciale instellingen;Kwekerijen;Simazin;2001;0
7031;Provinciale instellingen;Kwekerijen;Simazin;2005;0
7032;Provinciale instellingen;Kwekerijen;Simazin;2009;0
7033;Provinciale instellingen;Kwekerijen;Simazin;2013;0
7034;Provinciale instellingen;Kwekerijen;Simazin;2018;0
7035;Provinciale instellingen;Kwekerijen;Triclopyr;1992;0
7036;Provinciale instellingen;Kwekerijen;Triclopyr;1995;0
7037;Provinciale instellingen;Kwekerijen;Triclopyr;2001;0
7038;Provinciale instellingen;Kwekerijen;Triclopyr;2005;0
7039;Provinciale instellingen;Kwekerijen;Triclopyr;2009;0
7040;Provinciale instellingen;Kwekerijen;Triclopyr;2013;0
7041;Provinciale instellingen;Kwekerijen;Triclopyr;2018;0
7042;Provinciale instellingen;Kwekerijen;Overige herbiciden;1992;0
7043;Provinciale instellingen;Kwekerijen;Overige herbiciden;1995;0
7044;Provinciale instellingen;Kwekerijen;Overige herbiciden;2001;0
7045;Provinciale instellingen;Kwekerijen;Overige herbiciden;2005;0
7046;Provinciale instellingen;Kwekerijen;Overige herbiciden;2009;0
7047;Provinciale instellingen;Kwekerijen;Overige herbiciden;2013;0
7048;Provinciale instellingen;Kwekerijen;Overige herbiciden;2018;0
7049;Provinciale instellingen;Kwekerijen;Overige insecticiden;1992;0
7050;Provinciale instellingen;Kwekerijen;Overige insecticiden;1995;0
7051;Provinciale instellingen;Kwekerijen;Overige insecticiden;2001;0
7052;Provinciale instellingen;Kwekerijen;Overige insecticiden;2005;0
7053;Provinciale instellingen;Kwekerijen;Overige insecticiden;2009;0
7054;Provinciale instellingen;Kwekerijen;Overige insecticiden;2013;0
7055;Provinciale instellingen;Kwekerijen;Overige insecticiden;2018;0
7056;Provinciale instellingen;Totaal verhardingen;Totaal;1992;310
7057;Provinciale instellingen;Totaal verhardingen;Totaal;1995;722
7058;Provinciale instellingen;Totaal verhardingen;Totaal;2001;338
7059;Provinciale instellingen;Totaal verhardingen;Totaal;2005;237
7060;Provinciale instellingen;Totaal verhardingen;Totaal;2009;49
7061;Provinciale instellingen;Totaal verhardingen;Totaal;2013;18
7062;Provinciale instellingen;Totaal verhardingen;Totaal;2018;0
7063;Provinciale instellingen;Totaal verhardingen;Herbiciden;1992;310
7064;Provinciale instellingen;Totaal verhardingen;Herbiciden;1995;722
7065;Provinciale instellingen;Totaal verhardingen;Herbiciden;2001;338
7066;Provinciale instellingen;Totaal verhardingen;Herbiciden;2005;237
7067;Provinciale instellingen;Totaal verhardingen;Herbiciden;2009;49
7068;Provinciale instellingen;Totaal verhardingen;Herbiciden;2013;18
7069;Provinciale instellingen;Totaal verhardingen;Herbiciden;2018;0
7070;Provinciale instellingen;Totaal verhardingen;Insecticiden;1992;0
7071;Provinciale instellingen;Totaal verhardingen;Insecticiden;1995;0
7072;Provinciale instellingen;Totaal verhardingen;Insecticiden;2001;0
7073;Provinciale instellingen;Totaal verhardingen;Insecticiden;2005;0
7074;Provinciale instellingen;Totaal verhardingen;Insecticiden;2009;0
7075;Provinciale instellingen;Totaal verhardingen;Insecticiden;2013;0
7076;Provinciale instellingen;Totaal verhardingen;Insecticiden;2018;0
7077;Provinciale instellingen;Totaal verhardingen;Fungiciden;1992;0
7078;Provinciale instellingen;Totaal verhardingen;Fungiciden;1995;0
7079;Provinciale instellingen;Totaal verhardingen;Fungiciden;2001;0
7080;Provinciale instellingen;Totaal verhardingen;Fungiciden;2005;0
7081;Provinciale instellingen;Totaal verhardingen;Fungiciden;2009;0
7082;Provinciale instellingen;Totaal verhardingen;Fungiciden;2013;0
7083;Provinciale instellingen;Totaal verhardingen;Fungiciden;2018;0
7084;Provinciale instellingen;Totaal verhardingen;Overige stoffen;1992;0
7085;Provinciale instellingen;Totaal verhardingen;Overige stoffen;1995;0
7086;Provinciale instellingen;Totaal verhardingen;Overige stoffen;2001;0
7087;Provinciale instellingen;Totaal verhardingen;Overige stoffen;2005;0
7088;Provinciale instellingen;Totaal verhardingen;Overige stoffen;2009;0
7089;Provinciale instellingen;Totaal verhardingen;Overige stoffen;2013;0
7090;Provinciale instellingen;Totaal verhardingen;Overige stoffen;2018;0
7091;Provinciale instellingen;Totaal verhardingen;2,4-D;1992;0
7092;Provinciale instellingen;Totaal verhardingen;2,4-D;1995;4
7093;Provinciale instellingen;Totaal verhardingen;2,4-D;2001;0
7094;Provinciale instellingen;Totaal verhardingen;2,4-D;2005;1
7095;Provinciale instellingen;Totaal verhardingen;2,4-D;2009;1
7096;Provinciale instellingen;Totaal verhardingen;2,4-D;2013;0
7097;Provinciale instellingen;Totaal verhardingen;2,4-D;2018;0
7098;Provinciale instellingen;Totaal verhardingen;Amitrol;1992;7
7099;Provinciale instellingen;Totaal verhardingen;Amitrol;1995;77
7100;Provinciale instellingen;Totaal verhardingen;Amitrol;2001;27
7101;Provinciale instellingen;Totaal verhardingen;Amitrol;2005;0
7102;Provinciale instellingen;Totaal verhardingen;Amitrol;2009;0
7103;Provinciale instellingen;Totaal verhardingen;Amitrol;2013;0
7104;Provinciale instellingen;Totaal verhardingen;Amitrol;2018;0
7105;Provinciale instellingen;Totaal verhardingen;Dalapon;1992;0
7106;Provinciale instellingen;Totaal verhardingen;Dalapon;1995;0
7107;Provinciale instellingen;Totaal verhardingen;Dalapon;2001;0
7108;Provinciale instellingen;Totaal verhardingen;Dalapon;2005;0
7109;Provinciale instellingen;Totaal verhardingen;Dalapon;2009;0
7110;Provinciale instellingen;Totaal verhardingen;Dalapon;2013;0
7111;Provinciale instellingen;Totaal verhardingen;Dalapon;2018;0
7112;Provinciale instellingen;Totaal verhardingen;Bacillus thuringiensis subsp. aizawai;1992;0
7113;Provinciale instellingen;Totaal verhardingen;Bacillus thuringiensis subsp. aizawai;1995;0
7114;Provinciale instellingen;Totaal verhardingen;Bacillus thuringiensis subsp. aizawai;2001;0
7115;Provinciale instellingen;Totaal verhardingen;Bacillus thuringiensis subsp. aizawai;2005;0
7116;Provinciale instellingen;Totaal verhardingen;Bacillus thuringiensis subsp. aizawai;2009;0
7117;Provinciale instellingen;Totaal verhardingen;Bacillus thuringiensis subsp. aizawai;2013;0
7118;Provinciale instellingen;Totaal verhardingen;Bacillus thuringiensis subsp. aizawai;2018;0
7119;Provinciale instellingen;Totaal verhardingen;Dicamba;1992;0
7120;Provinciale instellingen;Totaal verhardingen;Dicamba;1995;0
7121;Provinciale instellingen;Totaal verhardingen;Dicamba;2001;0
7122;Provinciale instellingen;Totaal verhardingen;Dicamba;2005;0
7123;Provinciale instellingen;Totaal verhardingen;Dicamba;2009;0
7124;Provinciale instellingen;Totaal verhardingen;Dicamba;2013;0
7125;Provinciale instellingen;Totaal verhardingen;Dicamba;2018;0
7126;Provinciale instellingen;Totaal verhardingen;Dichlobenil;1992;8
7127;Provinciale instellingen;Totaal verhardingen;Dichlobenil;1995;1
7128;Provinciale instellingen;Totaal verhardingen;Dichlobenil;2001;0
7129;Provinciale instellingen;Totaal verhardingen;Dichlobenil;2005;0
7130;Provinciale instellingen;Totaal verhardingen;Dichlobenil;2009;0
7131;Provinciale instellingen;Totaal verhardingen;Dichlobenil;2013;0
7132;Provinciale instellingen;Totaal verhardingen;Dichlobenil;2018;0
7133;Provinciale instellingen;Totaal verhardingen;Diuron;1992;175
7134;Provinciale instellingen;Totaal verhardingen;Diuron;1995;326
7135;Provinciale instellingen;Totaal verhardingen;Diuron;2001;0
7136;Provinciale instellingen;Totaal verhardingen;Diuron;2005;0
7137;Provinciale instellingen;Totaal verhardingen;Diuron;2009;0
7138;Provinciale instellingen;Totaal verhardingen;Diuron;2013;0
7139;Provinciale instellingen;Totaal verhardingen;Diuron;2018;0
7140;Provinciale instellingen;Totaal verhardingen;Fluroxypyr-meptyl;1992;0
7141;Provinciale instellingen;Totaal verhardingen;Fluroxypyr-meptyl;1995;0
7142;Provinciale instellingen;Totaal verhardingen;Fluroxypyr-meptyl;2001;0
7143;Provinciale instellingen;Totaal verhardingen;Fluroxypyr-meptyl;2005;0
7144;Provinciale instellingen;Totaal verhardingen;Fluroxypyr-meptyl;2009;0
7145;Provinciale instellingen;Totaal verhardingen;Fluroxypyr-meptyl;2013;0
7146;Provinciale instellingen;Totaal verhardingen;Fluroxypyr-meptyl;2018;0
7147;Provinciale instellingen;Totaal verhardingen;Glyfosaat;1992;107
7148;Provinciale instellingen;Totaal verhardingen;Glyfosaat;1995;266
7149;Provinciale instellingen;Totaal verhardingen;Glyfosaat;2001;309
7150;Provinciale instellingen;Totaal verhardingen;Glyfosaat;2005;231
7151;Provinciale instellingen;Totaal verhardingen;Glyfosaat;2009;43
7152;Provinciale instellingen;Totaal verhardingen;Glyfosaat;2013;18
7153;Provinciale instellingen;Totaal verhardingen;Glyfosaat;2018;0
7154;Provinciale instellingen;Totaal verhardingen;Glufosinaat-ammonium;1992;0
7155;Provinciale instellingen;Totaal verhardingen;Glufosinaat-ammonium;1995;36
7156;Provinciale instellingen;Totaal verhardingen;Glufosinaat-ammonium;2001;0
7157;Provinciale instellingen;Totaal verhardingen;Glufosinaat-ammonium;2005;0
7158;Provinciale instellingen;Totaal verhardingen;Glufosinaat-ammonium;2009;0
7159;Provinciale instellingen;Totaal verhardingen;Glufosinaat-ammonium;2013;0
7160;Provinciale instellingen;Totaal verhardingen;Glufosinaat-ammonium;2018;0
7161;Provinciale instellingen;Totaal verhardingen;MCPA;1992;0
7162;Provinciale instellingen;Totaal verhardingen;MCPA;1995;10
7163;Provinciale instellingen;Totaal verhardingen;MCPA;2001;2
7164;Provinciale instellingen;Totaal verhardingen;MCPA;2005;5
7165;Provinciale instellingen;Totaal verhardingen;MCPA;2009;5
7166;Provinciale instellingen;Totaal verhardingen;MCPA;2013;0
7167;Provinciale instellingen;Totaal verhardingen;MCPA;2018;0
7168;Provinciale instellingen;Totaal verhardingen;Mecoprop-P;1992;0
7169;Provinciale instellingen;Totaal verhardingen;Mecoprop-P;1995;0
7170;Provinciale instellingen;Totaal verhardingen;Mecoprop-P;2001;0
7171;Provinciale instellingen;Totaal verhardingen;Mecoprop-P;2005;0
7172;Provinciale instellingen;Totaal verhardingen;Mecoprop-P;2009;0
