ID;Overheidsinstellingen;Toepassingssectoren;Bestrijdingsmiddelen;Perioden;GebruikInKgWerkzameStof_1
1721;Rijkswaterstaat;Waterlopen en vijvers;Glufosinaat-ammonium;2018;0
1722;Rijkswaterstaat;Waterlopen en vijvers;MCPA;1992;0
1723;Rijkswaterstaat;Waterlopen en vijvers;MCPA;1995;0
1724;Rijkswaterstaat;Waterlopen en vijvers;MCPA;2001;0
1725;Rijkswaterstaat;Waterlopen en vijvers;MCPA;2005;0
1726;Rijkswaterstaat;Waterlopen en vijvers;MCPA;2009;0
1727;Rijkswaterstaat;Waterlopen en vijvers;MCPA;2013;0
1728;Rijkswaterstaat;Waterlopen en vijvers;MCPA;2018;0
1729;Rijkswaterstaat;Waterlopen en vijvers;Mecoprop-P;1992;0
1730;Rijkswaterstaat;Waterlopen en vijvers;Mecoprop-P;1995;0
1731;Rijkswaterstaat;Waterlopen en vijvers;Mecoprop-P;2001;0
1732;Rijkswaterstaat;Waterlopen en vijvers;Mecoprop-P;2005;0
1733;Rijkswaterstaat;Waterlopen en vijvers;Mecoprop-P;2009;0
1734;Rijkswaterstaat;Waterlopen en vijvers;Mecoprop-P;2013;0
1735;Rijkswaterstaat;Waterlopen en vijvers;Mecoprop-P;2018;0
1736;Rijkswaterstaat;Waterlopen en vijvers;Simazin;1992;0
1737;Rijkswaterstaat;Waterlopen en vijvers;Simazin;1995;0
1738;Rijkswaterstaat;Waterlopen en vijvers;Simazin;2001;0
1739;Rijkswaterstaat;Waterlopen en vijvers;Simazin;2005;0
1740;Rijkswaterstaat;Waterlopen en vijvers;Simazin;2009;0
1741;Rijkswaterstaat;Waterlopen en vijvers;Simazin;2013;0
1742;Rijkswaterstaat;Waterlopen en vijvers;Simazin;2018;0
1743;Rijkswaterstaat;Waterlopen en vijvers;Triclopyr;1992;0
1744;Rijkswaterstaat;Waterlopen en vijvers;Triclopyr;1995;0
1745;Rijkswaterstaat;Waterlopen en vijvers;Triclopyr;2001;0
1746;Rijkswaterstaat;Waterlopen en vijvers;Triclopyr;2005;0
1747;Rijkswaterstaat;Waterlopen en vijvers;Triclopyr;2009;0
1748;Rijkswaterstaat;Waterlopen en vijvers;Triclopyr;2013;0
1749;Rijkswaterstaat;Waterlopen en vijvers;Triclopyr;2018;0
1750;Rijkswaterstaat;Waterlopen en vijvers;Overige herbiciden;1992;0
1751;Rijkswaterstaat;Waterlopen en vijvers;Overige herbiciden;1995;0
1752;Rijkswaterstaat;Waterlopen en vijvers;Overige herbiciden;2001;0
1753;Rijkswaterstaat;Waterlopen en vijvers;Overige herbiciden;2005;0
1754;Rijkswaterstaat;Waterlopen en vijvers;Overige herbiciden;2009;0
1755;Rijkswaterstaat;Waterlopen en vijvers;Overige herbiciden;2013;0
1756;Rijkswaterstaat;Waterlopen en vijvers;Overige herbiciden;2018;0
1757;Rijkswaterstaat;Waterlopen en vijvers;Overige insecticiden;1992;0
1758;Rijkswaterstaat;Waterlopen en vijvers;Overige insecticiden;1995;0
1759;Rijkswaterstaat;Waterlopen en vijvers;Overige insecticiden;2001;0
1760;Rijkswaterstaat;Waterlopen en vijvers;Overige insecticiden;2005;0
1761;Rijkswaterstaat;Waterlopen en vijvers;Overige insecticiden;2009;0
1762;Rijkswaterstaat;Waterlopen en vijvers;Overige insecticiden;2013;0
1763;Rijkswaterstaat;Waterlopen en vijvers;Overige insecticiden;2018;0
1764;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Totaal;1992;5
1765;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Totaal;1995;2
1766;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Totaal;2001;4
1767;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Totaal;2005;0
1768;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Totaal;2009;0
1769;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Totaal;2013;0
1770;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Totaal;2018;0
1771;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Herbiciden;1992;5
1772;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Herbiciden;1995;2
1773;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Herbiciden;2001;4
1774;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Herbiciden;2005;0
1775;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Herbiciden;2009;0
1776;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Herbiciden;2013;0
1777;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Herbiciden;2018;0
1778;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Insecticiden;1992;0
1779;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Insecticiden;1995;0
1780;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Insecticiden;2001;0
1781;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Insecticiden;2005;0
1782;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Insecticiden;2009;0
1783;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Insecticiden;2013;0
1784;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Insecticiden;2018;0
1785;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Fungiciden;1992;0
1786;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Fungiciden;1995;0
1787;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Fungiciden;2001;0
1788;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Fungiciden;2005;0
1789;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Fungiciden;2009;0
1790;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Fungiciden;2013;0
1791;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Fungiciden;2018;0
1792;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Overige stoffen;1992;0
1793;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Overige stoffen;1995;0
1794;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Overige stoffen;2001;0
1795;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Overige stoffen;2005;0
1796;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Overige stoffen;2009;0
1797;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Overige stoffen;2013;0
1798;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Overige stoffen;2018;0
1799;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;2,4-D;1992;0
1800;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;2,4-D;1995;0
1801;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;2,4-D;2001;0
1802;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;2,4-D;2005;0
1803;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;2,4-D;2009;0
1804;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;2,4-D;2013;0
1805;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;2,4-D;2018;0
1806;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Amitrol;1992;0
1807;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Amitrol;1995;0
1808;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Amitrol;2001;0
1809;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Amitrol;2005;0
1810;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Amitrol;2009;0
1811;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Amitrol;2013;0
1812;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Amitrol;2018;0
1813;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Dalapon;1992;1
1814;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Dalapon;1995;0
1815;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Dalapon;2001;0
1816;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Dalapon;2005;0
1817;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Dalapon;2009;0
1818;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Dalapon;2013;0
1819;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Dalapon;2018;0
1820;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Bacillus thuringiensis subsp. aizawai;1992;0
1821;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Bacillus thuringiensis subsp. aizawai;1995;0
1822;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Bacillus thuringiensis subsp. aizawai;2001;0
1823;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Bacillus thuringiensis subsp. aizawai;2005;0
1824;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Bacillus thuringiensis subsp. aizawai;2009;0
1825;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Bacillus thuringiensis subsp. aizawai;2013;0
1826;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Bacillus thuringiensis subsp. aizawai;2018;0
1827;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Dicamba;1992;0
1828;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Dicamba;1995;0
1829;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Dicamba;2001;0
1830;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Dicamba;2005;0
1831;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Dicamba;2009;0
1832;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Dicamba;2013;0
1833;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Dicamba;2018;0
1834;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Dichlobenil;1992;4
1835;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Dichlobenil;1995;2
1836;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Dichlobenil;2001;4
1837;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Dichlobenil;2005;0
1838;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Dichlobenil;2009;0
1839;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Dichlobenil;2013;0
1840;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Dichlobenil;2018;0
1841;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Diuron;1992;0
1842;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Diuron;1995;0
1843;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Diuron;2001;0
1844;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Diuron;2005;0
1845;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Diuron;2009;0
1846;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Diuron;2013;0
1847;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Diuron;2018;0
1848;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Fluroxypyr-meptyl;1992;0
1849;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Fluroxypyr-meptyl;1995;0
1850;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Fluroxypyr-meptyl;2001;0
1851;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Fluroxypyr-meptyl;2005;0
1852;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Fluroxypyr-meptyl;2009;0
1853;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Fluroxypyr-meptyl;2013;0
1854;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Fluroxypyr-meptyl;2018;0
1855;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Glyfosaat;1992;0
1856;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Glyfosaat;1995;0
1857;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Glyfosaat;2001;0
1858;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Glyfosaat;2005;0
1859;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Glyfosaat;2009;0
1860;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Glyfosaat;2013;0
1861;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Glyfosaat;2018;0
1862;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Glufosinaat-ammonium;1992;0
1863;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Glufosinaat-ammonium;1995;0
1864;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Glufosinaat-ammonium;2001;0
1865;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Glufosinaat-ammonium;2005;0
1866;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Glufosinaat-ammonium;2009;0
1867;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Glufosinaat-ammonium;2013;0
1868;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Glufosinaat-ammonium;2018;0
1869;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;MCPA;1992;0
1870;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;MCPA;1995;0
1871;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;MCPA;2001;0
1872;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;MCPA;2005;0
1873;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;MCPA;2009;0
1874;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;MCPA;2013;0
1875;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;MCPA;2018;0
1876;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Mecoprop-P;1992;0
1877;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Mecoprop-P;1995;0
1878;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Mecoprop-P;2001;0
1879;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Mecoprop-P;2005;0
1880;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Mecoprop-P;2009;0
1881;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Mecoprop-P;2013;0
1882;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Mecoprop-P;2018;0
1883;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Simazin;1992;0
1884;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Simazin;1995;0
1885;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Simazin;2001;0
1886;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Simazin;2005;0
1887;Rijkswaterstaat;Beplantingen binnen de bebouwde kom;Simazin;2009;0
