ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;AantalInstallatiesBijWoningen_5;OpgesteldVermogenVanZonnepanelen_6
6017;Verspreide huizen;Gulpen-Wittem                           ;Buurt     ;BU17290109;1;3.0;18.0
6018;Wijk 02 Eys;Gulpen-Wittem                           ;Wijk      ;WK172902  ;1;72.0;225.0
6019;Eys-Overeys;Gulpen-Wittem                           ;Buurt     ;BU17290200;1;61.0;189.0
6020;Trintelen;Gulpen-Wittem                           ;Buurt     ;BU17290201;1;3.0;16.0
6021;Eyserheide;Gulpen-Wittem                           ;Buurt     ;BU17290202;1;5.0;12.0
6022;Verspreide huizen;Gulpen-Wittem                           ;Buurt     ;BU17290209;1;3.0;9.0
6023;Wijk 03 Wittem;Gulpen-Wittem                           ;Wijk      ;WK172903  ;1;82.0;283.0
6024;Partij-Wittem;Gulpen-Wittem                           ;Buurt     ;BU17290300;1;31.0;109.0
6025;Wahlwiller;Gulpen-Wittem                           ;Buurt     ;BU17290301;1;21.0;67.0
6026;Nijswiller;Gulpen-Wittem                           ;Buurt     ;BU17290302;1;;
6027;Verspreide huizen;Gulpen-Wittem                           ;Buurt     ;BU17290309;1;;
6028;Wijk 04 Mechelen;Gulpen-Wittem                           ;Wijk      ;WK172904  ;1;72.0;256.0
6029;Mechelen;Gulpen-Wittem                           ;Buurt     ;BU17290400;1;45.0;163.0
6030;Hilleshagen;Gulpen-Wittem                           ;Buurt     ;BU17290401;1;6.0;21.0
6031;Schweiberg-Dal;Gulpen-Wittem                           ;Buurt     ;BU17290402;1;13.0;39.0
6032;Verspreide huizen;Gulpen-Wittem                           ;Buurt     ;BU17290409;1;8.0;33.0
6033;Wijk 05 Epen;Gulpen-Wittem                           ;Wijk      ;WK172905  ;1;34.0;109.0
6034;Epen;Gulpen-Wittem                           ;Buurt     ;BU17290500;1;24.0;72.0
6035;Eperheide;Gulpen-Wittem                           ;Buurt     ;BU17290501;1;;
6036;Verspreide huizen;Gulpen-Wittem                           ;Buurt     ;BU17290509;1;;
6037;Wijk 06 Slenaken;Gulpen-Wittem                           ;Wijk      ;WK172906  ;1;33.0;132.0
6038;Slenaken;Gulpen-Wittem                           ;Buurt     ;BU17290600;1;26.0;108.0
6039;Heijenrade;Gulpen-Wittem                           ;Buurt     ;BU17290601;1;;
6040;Beutenaken;Gulpen-Wittem                           ;Buurt     ;BU17290602;1;;
6041;Schilberg-Hoogcruts;Gulpen-Wittem                           ;Buurt     ;BU17290603;1;;
6042;Haaksbergen;Haaksbergen                             ;Gemeente  ;GM0158    ;.;797.0;2661.0
6043;Wijk 00 Haaksbergen (dorp);Haaksbergen                             ;Wijk      ;WK015800  ;1;665.0;2095.0
6044;Haaksbergen Kern-1;Haaksbergen                             ;Buurt     ;BU01580001;1;88.0;251.0
6045;Haaksbergen Kern-2;Haaksbergen                             ;Buurt     ;BU01580002;1;20.0;65.0
6046;Haaksbergen Kern-3;Haaksbergen                             ;Buurt     ;BU01580003;1;55.0;195.0
6047;Haaksbergen Kern-4;Haaksbergen                             ;Buurt     ;BU01580004;1;41.0;106.0
6048;Veldmaat 1;Haaksbergen                             ;Buurt     ;BU01580010;1;55.0;185.0
6049;Veldmaat 2;Haaksbergen                             ;Buurt     ;BU01580011;1;17.0;62.0
6050;Leemdijk;Haaksbergen                             ;Buurt     ;BU01580020;1;5.0;15.0
6051;Zienesch;Haaksbergen                             ;Buurt     ;BU01580030;1;68.0;170.0
6052;De Pas;Haaksbergen                             ;Buurt     ;BU01580040;1;65.0;186.0
6053;De Els;Haaksbergen                             ;Buurt     ;BU01580041;1;54.0;162.0
6054;Wolferink 1 en 4;Haaksbergen                             ;Buurt     ;BU01580050;1;22.0;97.0
6055;Wolferink 2;Haaksbergen                             ;Buurt     ;BU01580051;1;30.0;148.0
6056;Wolferink 5;Haaksbergen                             ;Buurt     ;BU01580052;1;29.0;81.0
6057;Wolferink 3;Haaksbergen                             ;Buurt     ;BU01580053;1;47.0;144.0
6058;Hassinkbrink;Haaksbergen                             ;Buurt     ;BU01580060;1;65.0;216.0
6059;Industriegebied West;Haaksbergen                             ;Buurt     ;BU01580090;1;4.0;11.0
6060;Industriegebied Brammelo;Haaksbergen                             ;Buurt     ;BU01580091;1;;
6061;Wijk 01 Haaksbergen (buitengebied);Haaksbergen                             ;Wijk      ;WK015801  ;1;52.0;237.0
6062;Verspr.h. Langelo ten N. van de spoorl.;Haaksbergen                             ;Buurt     ;BU01580160;1;;
6063;Verspr.h. Langelo (ged.) en Honesch;Haaksbergen                             ;Buurt     ;BU01580170;1;19.0;101.0
6064;Verspr.h. Veldmaat ten Z. van de spoorl.;Haaksbergen                             ;Buurt     ;BU01580180;1;;
6065;Verspr.h. Veldmaat ten N. van de spoorl.;Haaksbergen                             ;Buurt     ;BU01580190;1;20.0;72.0
6066;Wijk 02 Sint Isidorushoeve;Haaksbergen                             ;Wijk      ;WK015802  ;1;25.0;102.0
6067;Sint Isidorushoeve kern;Haaksbergen                             ;Buurt     ;BU01580200;1;18.0;53.0
6068;Verspreide huizen Sint Isidorushoeve;Haaksbergen                             ;Buurt     ;BU01580290;1;7.0;49.0
6069;Wijk 03 Buurse;Haaksbergen                             ;Wijk      ;WK015803  ;1;30.0;113.0
6070;Buurse kern;Haaksbergen                             ;Buurt     ;BU01580300;1;23.0;64.0
6071;Verspreide huizen Buurse;Haaksbergen                             ;Buurt     ;BU01580390;1;7.0;50.0
6072;Wijk 04 Rietmolen;Haaksbergen                             ;Wijk      ;WK015804  ;1;4.0;33.0
6073;Verspreide huizen Brammelo;Haaksbergen                             ;Buurt     ;BU01580490;1;4.0;33.0
6074;Wijk 05 Hengevelde;Haaksbergen                             ;Wijk      ;WK015805  ;1;;
6075;Verspreide huizen Bretelerveld;Haaksbergen                             ;Buurt     ;BU01580590;1;;
6076;Wijk 06 Beckum;Haaksbergen                             ;Wijk      ;WK015806  ;1;4.0;31.0
6077;Verspreide huizen Stepelo (gedeeltelijk);Haaksbergen                             ;Buurt     ;BU01580690;1;4.0;31.0
6078;Wijk 09 Haaksbergen-kern;Haaksbergen                             ;Wijk      ;WK015809  ;1;17.0;48.0
6079;Haaksbergen Kern-Centrum;Haaksbergen                             ;Buurt     ;BU01580900;1;17.0;48.0
6080;Haaren;Haaren                                  ;Gemeente  ;GM0788    ;.;402.0;1469.0
6081;Wijk 01 Haaren;Haaren                                  ;Wijk      ;WK078801  ;1;146.0;515.0
6082;Haaren;Haaren                                  ;Buurt     ;BU07880100;1;112.0;356.0
6083;'t Eind;Haaren                                  ;Buurt     ;BU07880101;1;16.0;76.0
6084;Verspreide huizen in het Westen;Haaren                                  ;Buurt     ;BU07880108;1;6.0;34.0
6085;Verspreide huizen in het Oosten;Haaren                                  ;Buurt     ;BU07880109;1;12.0;49.0
6086;Noenes;Haaren                                  ;Buurt     ;BU07880110;1;;
6087;Wijk 02 Helvoirt;Haaren                                  ;Wijk      ;WK078802  ;1;167.0;635.0
6088;Helvoirt;Haaren                                  ;Buurt     ;BU07880200;1;142.0;472.0
6089;Distelberg;Haaren                                  ;Buurt     ;BU07880201;1;10.0;77.0
6090;Verspreide huizen Helvoirtse Heide;Haaren                                  ;Buurt     ;BU07880207;1;5.0;55.0
6091;Verspreide huizen Brokkenbroek en Laar;Haaren                                  ;Buurt     ;BU07880208;1;3.0;9.0
6092;Verspr.h. Gijzel, Raam en Molenstraat;Haaren                                  ;Buurt     ;BU07880209;1;7.0;23.0
6093;Wijk 03 Esch;Haaren                                  ;Wijk      ;WK078803  ;1;56.0;178.0
6094;Esch;Haaren                                  ;Buurt     ;BU07880300;1;49.0;155.0
6095;Verspreide huizen Esch;Haaren                                  ;Buurt     ;BU07880309;1;7.0;24.0
6096;Wijk 04 Biezenmortel;Haaren                                  ;Wijk      ;WK078804  ;1;33.0;141.0
6097;Biezenmortel;Haaren                                  ;Buurt     ;BU07880400;1;25.0;96.0
6098;Huize Assisië;Haaren                                  ;Buurt     ;BU07880401;1;;
6099;Verspreide huizen Biezenmortel;Haaren                                  ;Buurt     ;BU07880409;1;8.0;44.0
6100;Haarlem;Haarlem                                 ;Gemeente  ;GM0392    ;.;;
6101;Oude Stad;Haarlem                                 ;Wijk      ;WK039201  ;3;82.0;193.0
6102;Stationsbuurt;Haarlem                                 ;Buurt     ;BU03920101;3;19.0;61.0
6103;Binnenstad;Haarlem                                 ;Buurt     ;BU03920102;3;8.0;19.0
6104;Bakenes;Haarlem                                 ;Buurt     ;BU03920103;3;15.0;34.0
6105;Burgwal;Haarlem                                 ;Buurt     ;BU03920104;3;20.0;43.0
6106;Vijfhoek;Haarlem                                 ;Buurt     ;BU03920105;3;16.0;28.0
6107;Heiliglanden;Haarlem                                 ;Buurt     ;BU03920106;3;4.0;8.0
6108;Haarlemmerhoutkwartier;Haarlem                                 ;Wijk      ;WK039202  ;3;248.0;606.0
6109;Koninginnebuurt;Haarlem                                 ;Buurt     ;BU03920201;3;68.0;156.0
6110;Florapark;Haarlem                                 ;Buurt     ;BU03920202;3;10.0;34.0
6111;Welgelegen;Haarlem                                 ;Buurt     ;BU03920203;3;;
6112;Rozenprieel-noord;Haarlem                                 ;Buurt     ;BU03920204;3;14.0;47.0
6113;Rozenprieel-zuid;Haarlem                                 ;Buurt     ;BU03920205;3;22.0;37.0
6114;Bosch en Vaart;Haarlem                                 ;Buurt     ;BU03920206;3;59.0;124.0
6115;Haarlemmerhout;Haarlem                                 ;Buurt     ;BU03920207;3;;
6116;Zuiderhout;Haarlem                                 ;Buurt     ;BU03920208;3;45.0;123.0
6117;Zijlwegkwartier;Haarlem                                 ;Wijk      ;WK039203  ;3;;
6118;Garenkokerskwartier;Haarlem                                 ;Buurt     ;BU03920301;3;49.0;105.0
6119;Hasselaersbuurt;Haarlem                                 ;Buurt     ;BU03920302;3;25.0;93.0
6120;Leidsebuurt-west;Haarlem                                 ;Buurt     ;BU03920303;3;;
6121;Leidsebuurt-oost;Haarlem                                 ;Buurt     ;BU03920304;3;29.0;57.0
6122;Houtvaartkwartier;Haarlem                                 ;Wijk      ;WK039204  ;3;153.0;330.0
6123;Van Galenbuurt;Haarlem                                 ;Buurt     ;BU03920401;3;21.0;52.0
6124;Zeeheldenbuurt;Haarlem                                 ;Buurt     ;BU03920402;3;52.0;98.0
6125;Geschiedschrijversbuurt;Haarlem                                 ;Buurt     ;BU03920403;3;39.0;90.0
6126;Natuurkundigenbuurt-west;Haarlem                                 ;Buurt     ;BU03920404;3;24.0;59.0
6127;Natuurkundigenbuurt-oost;Haarlem                                 ;Buurt     ;BU03920405;3;17.0;32.0
6128;Duinwijk;Haarlem                                 ;Wijk      ;WK039205  ;3;134.0;299.0
6129;Veldzigt;Haarlem                                 ;Buurt     ;BU03920501;3;6.0;17.0
6130;Bloemenbuurt;Haarlem                                 ;Buurt     ;BU03920502;3;25.0;81.0
6131;Ramplaankwartier;Haarlem                                 ;Buurt     ;BU03920503;3;;
6132;Tuinbouwgebied-noord;Haarlem                                 ;Buurt     ;BU03920504;3;;
6133;Tuinbouwgebied-zuid;Haarlem                                 ;Buurt     ;BU03920505;3;;
6134;Oosterduin;Haarlem                                 ;Buurt     ;BU03920506;3;31.0;60.0
6135;Waarder- en Veerpolder;Haarlem                                 ;Wijk      ;WK039206  ;3;13.0;28.0
6136;Sportliedenbuurt;Haarlem                                 ;Buurt     ;BU03920601;3;;
6137;Waarderpolder;Haarlem                                 ;Buurt     ;BU03920602;3;;
6138;Schoteroog en Veerpolder;Haarlem                                 ;Buurt     ;BU03920603;3;;
6139;Amsterdamsewijk;Haarlem                                 ;Wijk      ;WK039207  ;3;124.0;241.0
6140;Oude Amsterdamsebuurt;Haarlem                                 ;Buurt     ;BU03920701;3;32.0;73.0
6141;Potgieterbuurt;Haarlem                                 ;Buurt     ;BU03920702;3;15.0;38.0
6142;Cremerbuurt;Haarlem                                 ;Buurt     ;BU03920703;3;5.0;30.0
6143;Van Zeggelenbuurt;Haarlem                                 ;Buurt     ;BU03920704;3;72.0;100.0
6144;Slachthuiswijk;Haarlem                                 ;Wijk      ;WK039208  ;3;94.0;249.0
6145;Kruistochtbuurt;Haarlem                                 ;Buurt     ;BU03920801;3;11.0;22.0
6146;Componistenbuurt;Haarlem                                 ;Buurt     ;BU03920802;3;40.0;57.0
6147;Karolingenbuurt;Haarlem                                 ;Buurt     ;BU03920803;3;;
6148;Verzetsliedenbuurt;Haarlem                                 ;Buurt     ;BU03920804;3;;
6149;Parkwijk;Haarlem                                 ;Wijk      ;WK039209  ;3;104.0;268.0
6150;Architectenbuurt;Haarlem                                 ;Buurt     ;BU03920901;3;4.0;9.0
6151;Zuiderpolder-noord;Haarlem                                 ;Buurt     ;BU03920902;3;24.0;48.0
6152;Buitengebied Zuiderpolder;Haarlem                                 ;Buurt     ;BU03920903;3;8.0;31.0
6153;Kunstschildersbuurt;Haarlem                                 ;Buurt     ;BU03920904;3;5.0;36.0
6154;Zuiderpolder-zuid;Haarlem                                 ;Buurt     ;BU03920905;3;63.0;144.0
6155;Reinaldapark;Haarlem                                 ;Buurt     ;BU03920906;3;;
6156;Transvaalwijk;Haarlem                                 ;Wijk      ;WK039210  ;3;70.0;301.0
6157;Generaalsbuurt;Haarlem                                 ;Buurt     ;BU03921001;3;11.0;18.0
6158;De Goede Hoop;Haarlem                                 ;Buurt     ;BU03921002;3;20.0;42.0
6159;Nelson Mandelabuurt;Haarlem                                 ;Buurt     ;BU03921003;3;11.0;177.0
6160;Frans Halsbuurt;Haarlem                                 ;Buurt     ;BU03921004;3;23.0;57.0
6161;Patrimoniumbuurt;Haarlem                                 ;Buurt     ;BU03921005;3;5.0;7.0
6162;Indischewijk;Haarlem                                 ;Wijk      ;WK039211  ;3;124.0;272.0
6163;Medanbuurt;Haarlem                                 ;Buurt     ;BU03921101;3;22.0;44.0
6164;Nieuw-Guineabuurt;Haarlem                                 ;Buurt     ;BU03921102;3;23.0;70.0
6165;Weltevredenbuurt;Haarlem                                 ;Buurt     ;BU03921103;3;18.0;34.0
6166;Molukkenbuurt;Haarlem                                 ;Buurt     ;BU03921104;3;26.0;57.0
6167;Soendabuurt;Haarlem                                 ;Buurt     ;BU03921105;3;35.0;68.0
6168;Ter Kleefkwartier;Haarlem                                 ;Wijk      ;WK039212  ;3;308.0;664.0
6169;Bomenbuurt-west;Haarlem                                 ;Buurt     ;BU03921201;3;44.0;86.0
6170;Bomenbuurt-oost;Haarlem                                 ;Buurt     ;BU03921202;3;40.0;76.0
6171;Schoterveenpolder;Haarlem                                 ;Buurt     ;BU03921203;3;30.0;64.0
6172;Kweektuinbuurt;Haarlem                                 ;Buurt     ;BU03921204;3;29.0;56.0
6173;Kleverpark-noord;Haarlem                                 ;Buurt     ;BU03921205;3;71.0;142.0
6174;Ripperdabuurt;Haarlem                                 ;Buurt     ;BU03921206;3;27.0;99.0
6175;Kleverpark-zuid;Haarlem                                 ;Buurt     ;BU03921207;3;67.0;140.0
6176;Te Zaanenkwartier;Haarlem                                 ;Wijk      ;WK039213  ;3;142.0;286.0
6177;Noorderhout;Haarlem                                 ;Buurt     ;BU03921301;3;;
6178;Schotervlieland;Haarlem                                 ;Buurt     ;BU03921302;3;18.0;38.0
6179;De Krim;Haarlem                                 ;Buurt     ;BU03921303;3;20.0;39.0
6180;Sinnevelt;Haarlem                                 ;Buurt     ;BU03921304;3;17.0;45.0
6181;Planetenbuurt;Haarlem                                 ;Buurt     ;BU03921305;3;35.0;66.0
6182;Burgemeesterskwartier;Haarlem                                 ;Buurt     ;BU03921306;3;21.0;38.0
6183;Sterrenbuurt;Haarlem                                 ;Buurt     ;BU03921307;3;31.0;59.0
6184;Vogelenwijk;Haarlem                                 ;Wijk      ;WK039214  ;3;66.0;117.0
6185;Nachtegaalbuurt;Haarlem                                 ;Buurt     ;BU03921401;3;24.0;44.0
6186;Meeuwenbuurt;Haarlem                                 ;Buurt     ;BU03921402;3;12.0;17.0
6187;Dietsveld;Haarlem                                 ;Buurt     ;BU03921403;3;;
6188;Spaarndammerpolder-zuid;Haarlem                                 ;Buurt     ;BU03921404;3;;
6189;Delftwijk;Haarlem                                 ;Wijk      ;WK039215  ;3;23.0;62.0
6190;Schrijversbuurt;Haarlem                                 ;Buurt     ;BU03921501;3;7.0;31.0
6191;Van Schendelbuurt;Haarlem                                 ;Buurt     ;BU03921502;3;;
6192;Rivierenbuurt;Haarlem                                 ;Buurt     ;BU03921503;3;16.0;31.0
6193;Vondelkwartier;Haarlem                                 ;Wijk      ;WK039216  ;3;60.0;161.0
6194;Van der Aart sportpark;Haarlem                                 ;Buurt     ;BU03921601;3;5.0;17.0
6195;Hekslootpolder;Haarlem                                 ;Buurt     ;BU03921602;3;;
6196;Roemer Visscherbuurt;Haarlem                                 ;Buurt     ;BU03921603;3;29.0;93.0
6197;Muiderkring;Haarlem                                 ;Buurt     ;BU03921604;3;21.0;40.0
6198;Van Aemstelbuurt;Haarlem                                 ;Buurt     ;BU03921605;3;5.0;11.0
6199;Spaarndam;Haarlem                                 ;Wijk      ;WK039217  ;3;7.0;20.0
6200;Oude Spaarndammerpolder;Haarlem                                 ;Buurt     ;BU03921701;3;;
6201;Oud Spaarndam;Haarlem                                 ;Buurt     ;BU03921702;3;7.0;20.0
6202;Europawijk;Haarlem                                 ;Wijk      ;WK039218  ;3;204.0;517.0
6203;Romolenpolder-west;Haarlem                                 ;Buurt     ;BU03921801;3;;
6204;Kruidenbuurt;Haarlem                                 ;Buurt     ;BU03921802;3;20.0;56.0
6205;Schoolenaer;Haarlem                                 ;Buurt     ;BU03921803;3;29.0;84.0
6206;Landenbuurt;Haarlem                                 ;Buurt     ;BU03921804;3;;
6207;De Eenhoorn;Haarlem                                 ;Buurt     ;BU03921805;3;;
6208;Stedenbuurt-west;Haarlem                                 ;Buurt     ;BU03921806;3;99.0;259.0
6209;Stedenbuurt-oost;Haarlem                                 ;Buurt     ;BU03921807;3;11.0;40.0
6210;Boerhaavewijk;Haarlem                                 ;Wijk      ;WK039219  ;3;58.0;214.0
6211;Romolenpolder-oost;Haarlem                                 ;Buurt     ;BU03921901;3;12.0;26.0
6212;Boerhaavevaart;Haarlem                                 ;Buurt     ;BU03921902;3;;
6213;Geleerdenbuurt;Haarlem                                 ;Buurt     ;BU03921903;3;15.0;54.0
6214;Professorenbuurt;Haarlem                                 ;Buurt     ;BU03921904;3;11.0;65.0
6215;Poelpolder-noord;Haarlem                                 ;Buurt     ;BU03921905;3;;
6216;Geneesherenbuurt;Haarlem                                 ;Buurt     ;BU03921906;3;;
6217;Molenwijk;Haarlem                                 ;Wijk      ;WK039220  ;3;95.0;273.0
6218;Zuid-Schalkwijkerweg;Haarlem                                 ;Buurt     ;BU03922001;3;17.0;78.0
6219;Hondsbos-Dever;Haarlem                                 ;Buurt     ;BU03922002;3;22.0;76.0
6220;Waddenbuurt;Haarlem                                 ;Buurt     ;BU03922003;3;;
6221;Ellertsveld;Haarlem                                 ;Buurt     ;BU03922004;3;31.0;69.0
6222;De Burgen;Haarlem                                 ;Buurt     ;BU03922005;3;;
6223;Saeftinge-Nemelaar;Haarlem                                 ;Buurt     ;BU03922006;3;;
6224;Molenplas;Haarlem                                 ;Buurt     ;BU03922007;3;;
6225;Meerwijk;Haarlem                                 ;Wijk      ;WK039221  ;3;36.0;229.0
6226;Winkelcentrum Schalkwijk;Haarlem                                 ;Buurt     ;BU03922101;3;;
6227;Spijkerboorbuurt;Haarlem                                 ;Buurt     ;BU03922102;3;9.0;139.0
6228;Nobelprijsbuurt;Haarlem                                 ;Buurt     ;BU03922103;3;;
6229;Poelpolder-zuid;Haarlem                                 ;Buurt     ;BU03922104;3;;
6230;Archimedesbuurt;Haarlem                                 ;Buurt     ;BU03922105;3;;
6231;Erasmusbuurt;Haarlem                                 ;Buurt     ;BU03922106;3;4.0;12.0
6232;Meerwijkplas;Haarlem                                 ;Buurt     ;BU03922107;3;;
6233;Haarlemmerliede en Spaarnwoude;Haarlemmerliede en Spaarnwoude          ;Gemeente  ;GM0393    ;.;131.0;461.0
6234;Wijk 00;Haarlemmerliede en Spaarnwoude          ;Wijk      ;WK039300  ;1;131.0;461.0
6235;Halfweg;Haarlemmerliede en Spaarnwoude          ;Buurt     ;BU03930000;1;33.0;77.0
6236;Spaarnwoude;Haarlemmerliede en Spaarnwoude          ;Buurt     ;BU03930002;1;6.0;122.0
6237;Spaarndam (gedeeltelijk);Haarlemmerliede en Spaarnwoude          ;Buurt     ;BU03930003;1;76.0;215.0
6238;Haarlemmerliede en Penningsveer;Haarlemmerliede en Spaarnwoude          ;Buurt     ;BU03930004;1;9.0;30.0
6239;Oostelijke Liede Oever;Haarlemmerliede en Spaarnwoude          ;Buurt     ;BU03930008;1;3.0;8.0
6240;Verspreide huizen Houtrakpolder;Haarlemmerliede en Spaarnwoude          ;Buurt     ;BU03930009;1;4.0;9.0
6241;Haarlemmermeer;Haarlemmermeer                          ;Gemeente  ;GM0394    ;.;;
6242;Hoofddorp;Haarlemmermeer                          ;Wijk      ;WK039401  ;1;2031.0;5140.0
6243;Hoofddorp West;Haarlemmermeer                          ;Buurt     ;BU03940101;1;24.0;57.0
6244;Hoofddorp Zuid;Haarlemmermeer                          ;Buurt     ;BU03940102;1;35.0;106.0
6245;Hoofddorp Graan voor Visch;Haarlemmermeer                          ;Buurt     ;BU03940103;1;85.0;163.0
6246;Hoofddorp Oost;Haarlemmermeer                          ;Buurt     ;BU03940104;1;191.0;318.0
6247;Hoofddorp Noord;Haarlemmermeer                          ;Buurt     ;BU03940105;1;110.0;325.0
6248;Hoofddorp Pax West;Haarlemmermeer                          ;Buurt     ;BU03940106;1;94.0;177.0
6249;Hoofddorp Pax Oost;Haarlemmermeer                          ;Buurt     ;BU03940107;1;67.0;158.0
6250;Hoofddorp Bornholm West;Haarlemmermeer                          ;Buurt     ;BU03940108;1;83.0;207.0
6251;Hoofddorp Bornholm Oost;Haarlemmermeer                          ;Buurt     ;BU03940109;1;99.0;200.0
6252;Hoofddorp Overbos Noord;Haarlemmermeer                          ;Buurt     ;BU03940111;1;187.0;402.0
6253;Hoofddorp Overbos Zuid;Haarlemmermeer                          ;Buurt     ;BU03940112;1;140.0;316.0
6254;Hoofddorp Toolenburg West;Haarlemmermeer                          ;Buurt     ;BU03940113;1;134.0;294.0
6255;Hoofddorp Toolenburg Oost;Haarlemmermeer                          ;Buurt     ;BU03940114;1;214.0;529.0
6256;Hoofddorp Vrijschot Noord;Haarlemmermeer                          ;Buurt     ;BU03940115;1;;
6257;Hoofddorp Floriande West;Haarlemmermeer                          ;Buurt     ;BU03940116;1;343.0;1332.0
6258;Hoofddorp Floriande Oost;Haarlemmermeer                          ;Buurt     ;BU03940117;1;152.0;353.0
6259;Hoofddorp Toolenburg Zuid;Haarlemmermeer                          ;Buurt     ;BU03940118;1;47.0;52.0
6260;Hoofddorp De Landman;Haarlemmermeer                          ;Buurt     ;BU03940119;1;;
6261;Hoofddorp Omgeving;Haarlemmermeer                          ;Buurt     ;BU03940122;1;9.0;85.0
6262;Hoofddorp De Hoek;Haarlemmermeer                          ;Buurt     ;BU03940123;1;;
6263;Hoofddorp Graan voor Visch Zuid;Haarlemmermeer                          ;Buurt     ;BU03940124;1;;
6264;Hoofddorp Beukenhorst Oost;Haarlemmermeer                          ;Buurt     ;BU03940125;1;;
6265;Hoofddorp De President;Haarlemmermeer                          ;Buurt     ;BU03940126;1;;
6266;Hoofddorp Buiten;Haarlemmermeer                          ;Buurt     ;BU03940127;1;;
6267;Nieuw-Vennep;Haarlemmermeer                          ;Wijk      ;WK039402  ;1;799.0;2078.0
6268;Nieuw-Vennep Oost;Haarlemmermeer                          ;Buurt     ;BU03940230;1;37.0;83.0
6269;Nieuw-Vennep Welgelegen;Haarlemmermeer                          ;Buurt     ;BU03940231;1;44.0;135.0
6270;Nieuw-Vennep Welgelegen Noord;Haarlemmermeer                          ;Buurt     ;BU03940232;1;;
6271;Nieuw-Vennep West;Haarlemmermeer                          ;Buurt     ;BU03940233;1;60.0;158.0
6272;Nieuw-Vennep Zuid;Haarlemmermeer                          ;Buurt     ;BU03940234;1;66.0;175.0
6273;Nieuw-Vennep Linquenda;Haarlemmermeer                          ;Buurt     ;BU03940235;1;123.0;289.0
6274;Nieuw-Vennep Getsewoud Noord;Haarlemmermeer                          ;Buurt     ;BU03940236;1;201.0;500.0
6275;Nieuw-Vennep Getsewoud Zuid;Haarlemmermeer                          ;Buurt     ;BU03940237;1;160.0;423.0
6276;Nieuw-Vennep Wilhelminahoeve;Haarlemmermeer                          ;Buurt     ;BU03940239;1;;
6277;Nieuw-Vennep Omgeving;Haarlemmermeer                          ;Buurt     ;BU03940240;1;18.0;101.0
6278;Nieuw-Vennep 't Kabel;Haarlemmermeer                          ;Buurt     ;BU03940241;1;5.0;17.0
6279;Zwanenburg;Haarlemmermeer                          ;Wijk      ;WK039403  ;1;165.0;353.0
6280;Zwanenburg West;Haarlemmermeer                          ;Buurt     ;BU03940343;1;80.0;127.0
6281;Zwanenburg Zuidwest;Haarlemmermeer                          ;Buurt     ;BU03940344;1;15.0;27.0
6282;Zwanenburg Zuidoost;Haarlemmermeer                          ;Buurt     ;BU03940345;1;9.0;21.0
6283;Zwanenburg Oost;Haarlemmermeer                          ;Buurt     ;BU03940346;1;20.0;49.0
6284;Zwanenburg Noordoost;Haarlemmermeer                          ;Buurt     ;BU03940347;1;17.0;39.0
6285;Zwanenburg Noordwest;Haarlemmermeer                          ;Buurt     ;BU03940348;1;14.0;40.0
6286;Zwanenburg Dijk;Haarlemmermeer                          ;Buurt     ;BU03940349;1;7.0;18.0
6287;Zwanenburg Omgeving;Haarlemmermeer                          ;Buurt     ;BU03940350;1;3.0;32.0
6288;Lijnden / Boesingheliede;Haarlemmermeer                          ;Wijk      ;WK039404  ;1;23.0;116.0
6289;Lijnden Omgeving;Haarlemmermeer                          ;Buurt     ;BU03940429;1;5.0;38.0
6290;Lijnden;Haarlemmermeer                          ;Buurt     ;BU03940465;1;;
6291;Boesingheliede;Haarlemmermeer                          ;Buurt     ;BU03940466;1;;
6292;Badhoevedorp;Haarlemmermeer                          ;Wijk      ;WK039405  ;1;260.0;665.0
6293;Badhoevedorp Omgeving;Haarlemmermeer                          ;Buurt     ;BU03940551;1;3.0;13.0
6294;Badhoevedorp Noordwest;Haarlemmermeer                          ;Buurt     ;BU03940552;1;53.0;134.0
6295;Badhoevedorp West;Haarlemmermeer                          ;Buurt     ;BU03940553;1;11.0;23.0
6296;Badhoevedorp Bouwlust;Haarlemmermeer                          ;Buurt     ;BU03940554;1;97.0;282.0
6297;Badhoevedorp Zuid;Haarlemmermeer                          ;Buurt     ;BU03940556;1;17.0;33.0
6298;Badhoevedorp Centrum;Haarlemmermeer                          ;Buurt     ;BU03940557;1;24.0;46.0
6299;Badhoevedorp Noordoost;Haarlemmermeer                          ;Buurt     ;BU03940558;1;25.0;56.0
6300;Badhoevedorp Antoniushoeve;Haarlemmermeer                          ;Buurt     ;BU03940559;1;5.0;17.0
6301;Badhoevedorp Oost;Haarlemmermeer                          ;Buurt     ;BU03940560;1;10.0;27.0
6302;Badhoevedorp Schuilhoeve;Haarlemmermeer                          ;Buurt     ;BU03940561;1;;
6303;Badhoevedorp Dijk;Haarlemmermeer                          ;Buurt     ;BU03940562;1;6.0;12.0
6304;Badhoevedorp Nieuwe Meer;Haarlemmermeer                          ;Buurt     ;BU03940564;1;9.0;21.0
6305;Aalsmeerderbrug/ Oude Meer/ Rozenburg / ;Haarlemmermeer                          ;Wijk      ;WK039406  ;1;26.0;130.0
6306;Schiphol-Rijk;Haarlemmermeer                          ;Buurt     ;BU03940674;1;;
