ID;RegioS;Code_1;Naam_2;SorteringNaam_3;Code_4;Naam_5;Code_6;Naam_7;Code_8;Naam_9;Code_10;Naam_11;Code_12;Naam_13;Code_14;Naam_15;Code_16;Naam_17;Code_18;Naam_19;Code_20;Naam_21;Code_22;Naam_23;Code_24;Naam_25;Code_26;Naam_27;Code_28;Naam_29;Code_30;Naam_31;Code_32;Naam_33;Code_34;Naam_35;Code_36;Naam_37;Code_38;Naam_39;Code_40;Naam_41;Code_42;Naam_43;Code_44;Naam_45;Code_46;Naam_47;Code_48;Omschrijving_49;Code_50;Omschrijving_51;Inwonertal_52;Omgevingsadressendichtheid_53
224;Molenwaard;GM1927    ;Molenwaard                                        ;Molenwaard                                        ;AR11      ;Dordrecht                                         ;CR30      ;Zuidoost-Zuid-Holland                             ;CS300     ;Zuidoost-Zuid-Holland                             ;CP3002    ;Overig Zuidoost-Zuid-Holland                      ;GG4810    ;GGD Zuid-Holland-Zuid                             ;KK24      ;Rotterdam                                         ;LB2807    ;Alblasserwaard en Vijfherenlanden                 ;LG09      ;Hollands/Utrechts Weidegebied                     ;LD03      ;West-Nederland                                    ;NENL3     ;West-Nederland                                    ;NTNL33    ;Zuid-Holland                                      ;NDNL33A   ;Zuidoost-Zuid-Holland                             ;RE07      ;Rotterdam                                         ;PV28      ;Zuid-Holland                                      ;RT03      ;'s-Gravenhage                                     ;RP23      ;Rijnmond                                          ;TR17      ;Overig Nederland                                  ;VR18      ;Zuid-Holland-Zuid                                 ;WG30      ;Zuid-Holland-Zuid                                 ;ZK24      ;Waardenland                                       ;GA00      ;Niet van toepassing                               ;SG00      ;Niet van toepassing                               ;4;20 000 tot 50 000 inwoners                        ;5;Niet stedelijk           ;29190;424
225;Montferland;GM1955    ;Montferland                                       ;Montferland                                       ;AR06      ;Zutphen                                           ;CR14      ;Achterhoek                                        ;CS140     ;Achterhoek                                        ;CP1400    ;Achterhoek                                        ;GG1413    ;GGD Noord- en Oost-Gelderland                     ;KK09      ;Centraal Gelderland                               ;LB2508    ;Achterhoek                                        ;LG04      ;Oostelijk Veehouderijgebied                       ;LD02      ;Oost-Nederland                                    ;NENL2     ;Oost-Nederland                                    ;NTNL22    ;Gelderland                                        ;NDNL225   ;Achterhoek                                        ;RE02      ;Oost-Nederland                                    ;PV25      ;Gelderland                                        ;RT02      ;Arnhem                                            ;RP12      ;Achterhoek                                        ;TR10      ;Achterhoek                                        ;VR06      ;Noord- en Oost-Gelderland                         ;WG13      ;Oost-Gelderland                                   ;ZK04      ;Arnhem                                            ;GA00      ;Niet van toepassing                               ;SG00      ;Niet van toepassing                               ;4;20 000 tot 50 000 inwoners                        ;4;Weinig stedelijk         ;34834;704
226;Montfoort;GM0335    ;Montfoort                                         ;Montfoort                                         ;AR16      ;Utrecht                                           ;CR17      ;Utrecht                                           ;CS170     ;Utrecht                                           ;CP1701    ;Utrecht-West                                      ;GG2506    ;GGD Midden-Nederland                              ;KK30      ;Midden-Nederland                                  ;LB2602    ;Westelijk Weidegebied in Utrecht                  ;LG09      ;Hollands/Utrechts Weidegebied                     ;LD03      ;West-Nederland                                    ;NENL3     ;West-Nederland                                    ;NTNL31    ;Utrecht                                           ;NDNL310   ;Utrecht                                           ;RE03      ;Midden-Nederland                                  ;PV26      ;Utrecht                                           ;RT04      ;Amsterdam                                         ;RP18      ;Utrecht-Midden                                    ;TR17      ;Overig Nederland                                  ;VR09      ;Utrecht                                           ;WG19      ;Utrecht                                           ;ZK23      ;Utrecht                                           ;GA00      ;Niet van toepassing                               ;SG00      ;Niet van toepassing                               ;3;10 000 tot 20 000 inwoners                        ;4;Weinig stedelijk         ;13621;693
227;Mook en Middelaar;GM0944    ;Mook en Middelaar                                 ;Mook en Middelaar                                 ;AR04      ;Roermond                                          ;CR37      ;Noord-Limburg                                     ;CS370     ;Noord-Limburg                                     ;CP3700    ;Noord-Limburg                                     ;GG6011    ;GGD Limburg-Noord                                 ;KK09      ;Centraal Gelderland                               ;LB3101    ;Noord-Limburg                                     ;LG13      ;Zuidelijk Veehouderijgebied                       ;LD04      ;Zuid-Nederland                                    ;NENL4     ;Zuid-Nederland                                    ;NTNL42    ;Limburg (NL)                                      ;NDNL421   ;Noord-Limburg                                     ;RE10      ;Limburg                                           ;PV31      ;Limburg                                           ;RT01      ;'s-Hertogenbosch                                  ;RP13      ;Nijmegen                                          ;TR14      ;O.-Brabant, N.- en M.-Limburg, Nijmegen           ;VR23      ;Limburg-Noord                                     ;WG14      ;Arnhem/Nijmegen                                   ;ZK16      ;Nijmegen                                          ;GA00      ;Niet van toepassing                               ;SG07      ;Nijmegen                                          ;2;5 000 tot 10 000 inwoners                         ;5;Niet stedelijk           ;7827;389
228;Muiden;GM0424    ;Muiden                                            ;Muiden                                            ;AR13      ;Amsterdam                                         ;CR24      ;Het Gooi en Vechtstreek                           ;CS240     ;Het Gooi en Vechtstreek                           ;CP2400    ;Het Gooi en Vechtstreek                           ;GG3606    ;GGD Gooi en Vechtstreek                           ;KK32      ;Gooi-, Eem- en Flevoland                          ;LB2707    ;'t Gein en Gooiland                               ;LG09      ;Hollands/Utrechts Weidegebied                     ;LD03      ;West-Nederland                                    ;NENL3     ;West-Nederland                                    ;NTNL32    ;Noord-Holland                                     ;NDNL327   ;Het Gooi en Vechtstreek                           ;RE03      ;Midden-Nederland                                  ;PV27      ;Noord-Holland                                     ;RT04      ;Amsterdam                                         ;RP16      ;Gooi en Vechtstreek                               ;TR03      ;IJsselmeerkust                                    ;VR14      ;Gooi en Vechtstreek                               ;WG20      ;Gooi en Vechtstreek                               ;ZK21      ;'t Gooi                                           ;GA00      ;Niet van toepassing                               ;SG10      ;Amsterdam                                         ;2;5 000 tot 10 000 inwoners                         ;5;Niet stedelijk           ;6393;409
229;Naarden;GM0425    ;Naarden                                           ;Naarden                                           ;AR13      ;Amsterdam                                         ;CR24      ;Het Gooi en Vechtstreek                           ;CS240     ;Het Gooi en Vechtstreek                           ;CP2400    ;Het Gooi en Vechtstreek                           ;GG3606    ;GGD Gooi en Vechtstreek                           ;KK32      ;Gooi-, Eem- en Flevoland                          ;LB2707    ;'t Gein en Gooiland                               ;LG09      ;Hollands/Utrechts Weidegebied                     ;LD03      ;West-Nederland                                    ;NENL3     ;West-Nederland                                    ;NTNL32    ;Noord-Holland                                     ;NDNL327   ;Het Gooi en Vechtstreek                           ;RE03      ;Midden-Nederland                                  ;PV27      ;Noord-Holland                                     ;RT04      ;Amsterdam                                         ;RP16      ;Gooi en Vechtstreek                               ;TR07      ;Utrechtse Heuvelrug en 't Gooi                    ;VR14      ;Gooi en Vechtstreek                               ;WG20      ;Gooi en Vechtstreek                               ;ZK21      ;'t Gooi                                           ;GA00      ;Niet van toepassing                               ;SG00      ;Niet van toepassing                               ;3;10 000 tot 20 000 inwoners                        ;3;Matig stedelijk          ;17263;1088
230;Neder-Betuwe;GM1740    ;Neder-Betuwe                                      ;Neder+Betuwe                                      ;AR05      ;Arnhem                                            ;CR16      ;Zuidwest-Gelderland                               ;CS160     ;Zuidwest-Gelderland                               ;CP1600    ;Zuidwest-Gelderland                               ;GG2006    ;GGD Rivierenland                                  ;KK30      ;Midden-Nederland                                  ;LB2505    ;Veluwezoom en Betuwe                              ;LG10      ;Rivierengebied                                    ;LD02      ;Oost-Nederland                                    ;NENL2     ;Oost-Nederland                                    ;NTNL22    ;Gelderland                                        ;NDNL224   ;Zuidwest-Gelderland                               ;RE02      ;Oost-Nederland                                    ;PV25      ;Gelderland                                        ;RT02      ;Arnhem                                            ;RP14      ;Rivierenland                                      ;TR09      ;Gelders Rivierengebied                            ;VR08      ;Gelderland-Zuid                                   ;WG15      ;Rivierenland                                      ;ZK16      ;Nijmegen                                          ;GA00      ;Niet van toepassing                               ;SG00      ;Niet van toepassing                               ;4;20 000 tot 50 000 inwoners                        ;5;Niet stedelijk           ;22593;378
231;Nederlek;GM0643    ;Nederlek                                          ;Nederlek                                          ;AR09      ;'s-Gravenhage                                     ;CR29      ;Groot-Rijnmond                                    ;CS292     ;Overig Groot-Rijnmond                             ;CP2920    ;Overig Groot-Rijnmond                             ;GG4506    ;GGD Hollands-Midden                               ;KK24      ;Rotterdam                                         ;LB2806    ;Krimpenerwaard en Oostelijk Rijnland              ;LG09      ;Hollands/Utrechts Weidegebied                     ;LD03      ;West-Nederland                                    ;NENL3     ;West-Nederland                                    ;NTNL33    ;Zuid-Holland                                      ;NDNL339   ;Groot-Rijnmond                                    ;RE06      ;Den Haag                                          ;PV28      ;Zuid-Holland                                      ;RT03      ;'s-Gravenhage                                     ;RP21      ;Rijn-Gouwe                                        ;TR17      ;Overig Nederland                                  ;VR16      ;Hollands-Midden                                   ;WG27      ;Zuid-Holland-Oost                                 ;ZK13      ;Midden-Holland                                    ;GA00      ;Niet van toepassing                               ;SG14      ;Rotterdam                                         ;3;10 000 tot 20 000 inwoners                        ;4;Weinig stedelijk         ;14131;882
232;Nederweert;GM0946    ;Nederweert                                        ;Nederweert                                        ;AR04      ;Roermond                                          ;CR38      ;Midden-Limburg                                    ;CS380     ;Midden-Limburg                                    ;CP3800    ;Midden-Limburg                                    ;GG6011    ;GGD Limburg-Noord                                 ;KK14      ;Limburg                                           ;LB3101    ;Noord-Limburg                                     ;LG13      ;Zuidelijk Veehouderijgebied                       ;LD04      ;Zuid-Nederland                                    ;NENL4     ;Zuid-Nederland                                    ;NTNL42    ;Limburg (NL)                                      ;NDNL422   ;Midden-Limburg                                    ;RE10      ;Limburg                                           ;PV31      ;Limburg                                           ;RT01      ;'s-Hertogenbosch                                  ;RP30      ;Weert                                             ;TR14      ;O.-Brabant, N.- en M.-Limburg, Nijmegen           ;VR23      ;Limburg-Noord                                     ;WG39      ;Midden-Limburg                                    ;ZK17      ;Noord- en Midden-Limburg                          ;GA00      ;Niet van toepassing                               ;SG00      ;Niet van toepassing                               ;3;10 000 tot 20 000 inwoners                        ;4;Weinig stedelijk         ;16785;579
233;Neerijnen;GM0304    ;Neerijnen                                         ;Neerijnen                                         ;AR05      ;Arnhem                                            ;CR16      ;Zuidwest-Gelderland                               ;CS160     ;Zuidwest-Gelderland                               ;CP1600    ;Zuidwest-Gelderland                               ;GG2006    ;GGD Rivierenland                                  ;KK30      ;Midden-Nederland                                  ;LB2505    ;Veluwezoom en Betuwe                              ;LG10      ;Rivierengebied                                    ;LD02      ;Oost-Nederland                                    ;NENL2     ;Oost-Nederland                                    ;NTNL22    ;Gelderland                                        ;NDNL224   ;Zuidwest-Gelderland                               ;RE02      ;Oost-Nederland                                    ;PV25      ;Gelderland                                        ;RT02      ;Arnhem                                            ;RP14      ;Rivierenland                                      ;TR09      ;Gelders Rivierengebied                            ;VR08      ;Gelderland-Zuid                                   ;WG15      ;Rivierenland                                      ;ZK16      ;Nijmegen                                          ;GA00      ;Niet van toepassing                               ;SG00      ;Niet van toepassing                               ;3;10 000 tot 20 000 inwoners                        ;5;Niet stedelijk           ;12022;180
234;Nieuwegein;GM0356    ;Nieuwegein                                        ;Nieuwegein                                        ;AR16      ;Utrecht                                           ;CR17      ;Utrecht                                           ;CS170     ;Utrecht                                           ;CP1703    ;Stadsgewest Utrecht                               ;GG2506    ;GGD Midden-Nederland                              ;KK30      ;Midden-Nederland                                  ;LB2602    ;Westelijk Weidegebied in Utrecht                  ;LG09      ;Hollands/Utrechts Weidegebied                     ;LD03      ;West-Nederland                                    ;NENL3     ;West-Nederland                                    ;NTNL31    ;Utrecht                                           ;NDNL310   ;Utrecht                                           ;RE03      ;Midden-Nederland                                  ;PV26      ;Utrecht                                           ;RT04      ;Amsterdam                                         ;RP18      ;Utrecht-Midden                                    ;TR17      ;Overig Nederland                                  ;VR09      ;Utrecht                                           ;WG19      ;Utrecht                                           ;ZK23      ;Utrecht                                           ;GA09      ;Utrecht                                           ;SG09      ;Utrecht                                           ;5;50 000 tot 100 000 inwoners                       ;2;Sterk stedelijk          ;60895;1788
235;Nieuwkoop;GM0569    ;Nieuwkoop                                         ;Nieuwkoop                                         ;AR09      ;'s-Gravenhage                                     ;CR28      ;Oost-Zuid-Holland                                 ;CS280     ;Oost-Zuid-Holland                                 ;CP2800    ;Oost-Zuid-Holland                                 ;GG4506    ;GGD Hollands-Midden                               ;KK27      ;Den Haag                                          ;LB2804    ;Westelijk Rijnland                                ;LG07      ;Westelijk Holland                                 ;LD03      ;West-Nederland                                    ;NENL3     ;West-Nederland                                    ;NTNL33    ;Zuid-Holland                                      ;NDNL338   ;Oost-Zuid-Holland                                 ;RE06      ;Den Haag                                          ;PV28      ;Zuid-Holland                                      ;RT03      ;'s-Gravenhage                                     ;RP21      ;Rijn-Gouwe                                        ;TR06      ;Hollands-Utrechtse meren                          ;VR16      ;Hollands-Midden                                   ;WG27      ;Zuid-Holland-Oost                                 ;ZK28      ;Zuid-Holland Noord                                ;GA00      ;Niet van toepassing                               ;SG00      ;Niet van toepassing                               ;4;20 000 tot 50 000 inwoners                        ;5;Niet stedelijk           ;27082;433
236;Nijkerk;GM0267    ;Nijkerk                                           ;Nijkerk                                           ;AR05      ;Arnhem                                            ;CR13      ;Veluwe                                            ;CS130     ;Veluwe                                            ;CP1300    ;Veluwe                                            ;GG1911    ;Veiligh. en Gez. Gelderland-Midden                ;KK32      ;Gooi-, Eem- en Flevoland                          ;LB2507    ;Westelijke Veluwe                                 ;LG05      ;Centraal Veehouderijgebied                        ;LD02      ;Oost-Nederland                                    ;NENL2     ;Oost-Nederland                                    ;NTNL22    ;Gelderland                                        ;NDNL221   ;Veluwe                                            ;RE02      ;Oost-Nederland                                    ;PV25      ;Gelderland                                        ;RT02      ;Arnhem                                            ;RP10      ;De Vallei                                         ;TR08      ;Veluwe en Veluwerand                              ;VR07      ;Gelderland-Midden                                 ;WG16      ;Eem en Vallei                                     ;ZK23      ;Utrecht                                           ;GA00      ;Niet van toepassing                               ;SG08      ;Amersfoort                                        ;4;20 000 tot 50 000 inwoners                        ;4;Weinig stedelijk         ;40355;996
237;Nijmegen;GM0268    ;Nijmegen                                          ;Nijmegen                                          ;AR05      ;Arnhem                                            ;CR15      ;Arnhem/Nijmegen                                   ;CS150     ;Arnhem/Nijmegen                                   ;CP1500    ;Arnhem/Nijmegen                                   ;GG2106    ;GGD Regio Nijmegen                                ;KK09      ;Centraal Gelderland                               ;LB2504    ;Oostelijke Betuwe en Nijmegen                     ;LG10      ;Rivierengebied                                    ;LD02      ;Oost-Nederland                                    ;NENL2     ;Oost-Nederland                                    ;NTNL22    ;Gelderland                                        ;NDNL226   ;Arnhem/Nijmegen                                   ;RE02      ;Oost-Nederland                                    ;PV25      ;Gelderland                                        ;RT02      ;Arnhem                                            ;RP13      ;Nijmegen                                          ;TR14      ;O.-Brabant, N.- en M.-Limburg, Nijmegen           ;VR08      ;Gelderland-Zuid                                   ;WG14      ;Arnhem/Nijmegen                                   ;ZK16      ;Nijmegen                                          ;GA07      ;Nijmegen                                          ;SG07      ;Nijmegen                                          ;7;150 000 tot 250 000 inwoners                      ;2;Sterk stedelijk          ;166382;2233
238;Noord-Beveland;GM1695    ;Noord-Beveland                                    ;Noord+Beveland                                    ;AR12      ;Middelburg                                        ;CR32      ;Overig Zeeland                                    ;CS320     ;Overig Zeeland                                    ;CP3200    ;Overig Zeeland                                    ;GG5006    ;GGD Zeeland                                       ;KK20      ;Zuidwest-Nederland                                ;LB2901    ;Noordelijk Zeeland                                ;LG11      ;Zuidwestelijk Akkerbouwgebied                     ;LD03      ;West-Nederland                                    ;NENL3     ;West-Nederland                                    ;NTNL34    ;Zeeland                                           ;NDNL342   ;Overig Zeeland                                    ;RE08      ;Zeeland - West-Brabant                            ;PV29      ;Zeeland                                           ;RT03      ;'s-Gravenhage                                     ;RP24      ;Zeeland                                           ;TR04      ;Deltagebied                                       ;VR19      ;Zeeland                                           ;WG31      ;Oosterschelde regio                               ;ZK27      ;Zeeland                                           ;GA00      ;Niet van toepassing                               ;SG00      ;Niet van toepassing                               ;2;5 000 tot 10 000 inwoners                         ;5;Niet stedelijk           ;7509;206
239;Noordenveld;GM1699    ;Noordenveld                                       ;Noordenveld                                       ;AR19      ;Assen                                             ;CR07      ;Noord-Drenthe                                     ;CS070     ;Noord-Drenthe                                     ;CP0700    ;Noord-Drenthe                                     ;GG0706    ;GGD Drenthe                                       ;KK01      ;Noord-Nederland                                   ;LB2201    ;Weidegebied van het Noorderveld                   ;LG03      ;Noordelijk Weidegebied                            ;LD01      ;Noord-Nederland                                   ;NENL1     ;Noord-Nederland                                   ;NTNL13    ;Drenthe                                           ;NDNL131   ;Noord-Drenthe                                     ;RE01      ;Noord-Nederland                                   ;PV22      ;Drenthe                                           ;RT05      ;Leeuwarden                                        ;RP03      ;Centraal-Groningen                                ;TR12      ;Groningse, Friese en Drentse Zandgronden          ;VR03      ;Drenthe                                           ;WG07      ;Noord- en Midden-Drenthe                          ;ZK06      ;Drenthe                                           ;GA00      ;Niet van toepassing                               ;SG01      ;Groningen                                         ;4;20 000 tot 50 000 inwoners                        ;4;Weinig stedelijk         ;31024;626
240;Noordoostpolder;GM0171    ;Noordoostpolder                                   ;Noordoostpolder                                   ;AR07      ;Zwolle/Lelystad                                   ;CR40      ;Flevoland                                         ;CS400     ;Flevoland                                         ;CP4003    ;Noordoostpolder en Urk                            ;GG2209    ;GGD Flevoland                                     ;KK32      ;Gooi-, Eem- en Flevoland                          ;LB2401    ;Noordoostelijke Polder                            ;LG06      ;IJsselmeerpolders                                 ;LD02      ;Oost-Nederland                                    ;NENL2     ;Oost-Nederland                                    ;NTNL23    ;Flevoland                                         ;NDNL230   ;Flevoland                                         ;RE03      ;Midden-Nederland                                  ;PV24      ;Flevoland                                         ;RT02      ;Arnhem                                            ;RP15      ;Flevoland                                         ;TR03      ;IJsselmeerkust                                    ;VR25      ;Flevoland                                         ;WG18      ;Flevoland                                         ;ZK07      ;Flevoland                                         ;GA00      ;Niet van toepassing                               ;SG00      ;Niet van toepassing                               ;4;20 000 tot 50 000 inwoners                        ;4;Weinig stedelijk         ;46284;680
241;Noordwijk;GM0575    ;Noordwijk                                         ;Noordwijk                                         ;AR09      ;'s-Gravenhage                                     ;CR25      ;Agglomeratie Leiden en Bollenstreek               ;CS250     ;Agglomeratie Leiden en Bollenstreek               ;CP2500    ;Agglomeratie Leiden en Bollenstreek               ;GG4506    ;GGD Hollands-Midden                               ;KK27      ;Den Haag                                          ;LB2808    ;Bollenstreek                                      ;LG07      ;Westelijk Holland                                 ;LD03      ;West-Nederland                                    ;NENL3     ;West-Nederland                                    ;NTNL33    ;Zuid-Holland                                      ;NDNL337   ;Agglomeratie Leiden en Bollenstreek               ;RE06      ;Den Haag                                          ;PV28      ;Zuid-Holland                                      ;RT03      ;'s-Gravenhage                                     ;RP21      ;Rijn-Gouwe                                        ;TR02      ;Noordzeebadplaatsen                               ;VR16      ;Hollands-Midden                                   ;WG26      ;Zuid-Holland-Noord                                ;ZK28      ;Zuid-Holland Noord                                ;GA00      ;Niet van toepassing                               ;SG12      ;Leiden                                            ;4;20 000 tot 50 000 inwoners                        ;3;Matig stedelijk          ;25671;1398
242;Noordwijkerhout;GM0576    ;Noordwijkerhout                                   ;Noordwijkerhout                                   ;AR09      ;'s-Gravenhage                                     ;CR25      ;Agglomeratie Leiden en Bollenstreek               ;CS250     ;Agglomeratie Leiden en Bollenstreek               ;CP2500    ;Agglomeratie Leiden en Bollenstreek               ;GG4506    ;GGD Hollands-Midden                               ;KK27      ;Den Haag                                          ;LB2808    ;Bollenstreek                                      ;LG07      ;Westelijk Holland                                 ;LD03      ;West-Nederland                                    ;NENL3     ;West-Nederland                                    ;NTNL33    ;Zuid-Holland                                      ;NDNL337   ;Agglomeratie Leiden en Bollenstreek               ;RE06      ;Den Haag                                          ;PV28      ;Zuid-Holland                                      ;RT03      ;'s-Gravenhage                                     ;RP21      ;Rijn-Gouwe                                        ;TR02      ;Noordzeebadplaatsen                               ;VR16      ;Hollands-Midden                                   ;WG26      ;Zuid-Holland-Noord                                ;ZK28      ;Zuid-Holland Noord                                ;GA00      ;Niet van toepassing                               ;SG12      ;Leiden                                            ;3;10 000 tot 20 000 inwoners                        ;4;Weinig stedelijk         ;15740;983
243;Nuenen, Gerwen en Nederwetten;GM0820    ;Nuenen, Gerwen en Nederwetten                     ;Nuenen, Gerwen en Nederwetten                     ;AR01      ;'s-Hertogenbosch                                  ;CR36      ;Zuidoost-Noord-Brabant                            ;CS360     ;Zuidoost-Noord-Brabant                            ;CP3600    ;Zuidoost-Noord-Brabant                            ;GG5608    ;GGD Brabant-Zuidoost                              ;KK17      ;Brabant                                           ;LB3010    ;Westelijk Peelgebied                              ;LG13      ;Zuidelijk Veehouderijgebied                       ;LD04      ;Zuid-Nederland                                    ;NENL4     ;Zuid-Nederland                                    ;NTNL41    ;Noord-Brabant                                     ;NDNL414   ;Zuidoost-Noord-Brabant                            ;RE09      ;Oost-Brabant                                      ;PV30      ;Noord-Brabant                                     ;RT01      ;'s-Hertogenbosch                                  ;RP28      ;Zuidoost-Brabant                                  ;TR13      ;West- en Midden-Brabant                           ;VR22      ;Brabant-Zuidoost                                  ;WG37      ;Zuidoost-Brabant                                  ;ZK30      ;Zuidoost-Brabant                                  ;GA00      ;Niet van toepassing                               ;SG19      ;Eindhoven                                         ;4;20 000 tot 50 000 inwoners                        ;3;Matig stedelijk          ;22645;1051
244;Nunspeet;GM0302    ;Nunspeet                                          ;Nunspeet                                          ;AR06      ;Zutphen                                           ;CR13      ;Veluwe                                            ;CS130     ;Veluwe                                            ;CP1300    ;Veluwe                                            ;GG1413    ;GGD Noord- en Oost-Gelderland                     ;KK08      ;Oost-Nederland                                    ;LB2507    ;Westelijke Veluwe                                 ;LG05      ;Centraal Veehouderijgebied                        ;LD02      ;Oost-Nederland                                    ;NENL2     ;Oost-Nederland                                    ;NTNL22    ;Gelderland                                        ;NDNL221   ;Veluwe                                            ;RE02      ;Oost-Nederland                                    ;PV25      ;Gelderland                                        ;RT02      ;Arnhem                                            ;RP08      ;Noordwest-Veluwe                                  ;TR08      ;Veluwe en Veluwerand                              ;VR06      ;Noord- en Oost-Gelderland                         ;WG17      ;Noordwest-Veluwe                                  ;ZK32      ;Zwolle                                            ;GA00      ;Niet van toepassing                               ;SG00      ;Niet van toepassing                               ;4;20 000 tot 50 000 inwoners                        ;4;Weinig stedelijk         ;26628;757
245;Nuth;GM0951    ;Nuth                                              ;Nuth                                              ;AR03      ;Maastricht                                        ;CR39      ;Zuid-Limburg                                      ;CS390     ;Zuid-Limburg                                      ;CP3900    ;Zuid-Limburg                                      ;GG6106    ;GGD Zuid-Limburg                                  ;KK14      ;Limburg                                           ;LB3102    ;Zuid-Limburg                                      ;LG14      ;Zuid-Limburg                                      ;LD04      ;Zuid-Nederland                                    ;NENL4     ;Zuid-Nederland                                    ;NTNL42    ;Limburg (NL)                                      ;NDNL423   ;Zuid-Limburg                                      ;RE10      ;Limburg                                           ;PV31      ;Limburg                                           ;RT01      ;'s-Hertogenbosch                                  ;RP33      ;Parkstad Limburg                                  ;TR15      ;Zuid-Limburg                                      ;VR24      ;Limburg-Zuid                                      ;WG41      ;Oostelijk Zuid-Limburg                            ;ZK31      ;Zuid-Limburg                                      ;GA00      ;Niet van toepassing                               ;SG21      ;Heerlen                                           ;3;10 000 tot 20 000 inwoners                        ;5;Niet stedelijk           ;15494;497
246;Oegstgeest;GM0579    ;Oegstgeest                                        ;Oegstgeest                                        ;AR09      ;'s-Gravenhage                                     ;CR25      ;Agglomeratie Leiden en Bollenstreek               ;CS250     ;Agglomeratie Leiden en Bollenstreek               ;CP2500    ;Agglomeratie Leiden en Bollenstreek               ;GG4506    ;GGD Hollands-Midden                               ;KK27      ;Den Haag                                          ;LB2808    ;Bollenstreek                                      ;LG07      ;Westelijk Holland                                 ;LD03      ;West-Nederland                                    ;NENL3     ;West-Nederland                                    ;NTNL33    ;Zuid-Holland                                      ;NDNL337   ;Agglomeratie Leiden en Bollenstreek               ;RE06      ;Den Haag                                          ;PV28      ;Zuid-Holland                                      ;RT03      ;'s-Gravenhage                                     ;RP21      ;Rijn-Gouwe                                        ;TR17      ;Overig Nederland                                  ;VR16      ;Hollands-Midden                                   ;WG26      ;Zuid-Holland-Noord                                ;ZK28      ;Zuid-Holland Noord                                ;GA12      ;Leiden                                            ;SG12      ;Leiden                                            ;4;20 000 tot 50 000 inwoners                        ;2;Sterk stedelijk          ;23153;1701
247;Oirschot;GM0823    ;Oirschot                                          ;Oirschot                                          ;AR01      ;'s-Hertogenbosch                                  ;CR36      ;Zuidoost-Noord-Brabant                            ;CS360     ;Zuidoost-Noord-Brabant                            ;CP3600    ;Zuidoost-Noord-Brabant                            ;GG5608    ;GGD Brabant-Zuidoost                              ;KK17      ;Brabant                                           ;LB3008    ;Midden-Noord-Brabant                              ;LG13      ;Zuidelijk Veehouderijgebied                       ;LD04      ;Zuid-Nederland                                    ;NENL4     ;Zuid-Nederland                                    ;NTNL41    ;Noord-Brabant                                     ;NDNL414   ;Zuidoost-Noord-Brabant                            ;RE09      ;Oost-Brabant                                      ;PV30      ;Noord-Brabant                                     ;RT01      ;'s-Hertogenbosch                                  ;RP28      ;Zuidoost-Brabant                                  ;TR13      ;West- en Midden-Brabant                           ;VR22      ;Brabant-Zuidoost                                  ;WG37      ;Zuidoost-Brabant                                  ;ZK30      ;Zuidoost-Brabant                                  ;GA00      ;Niet van toepassing                               ;SG00      ;Niet van toepassing                               ;3;10 000 tot 20 000 inwoners                        ;4;Weinig stedelijk         ;17926;597
248;Oisterwijk;GM0824    ;Oisterwijk                                        ;Oisterwijk                                        ;AR02      ;Breda                                             ;CR34      ;Midden-Noord-Brabant                              ;CS340     ;Midden-Noord-Brabant                              ;CP3400    ;Midden-Noord-Brabant                              ;GG5406    ;GGD Hart voor Brabant                             ;KK17      ;Brabant                                           ;LB3008    ;Midden-Noord-Brabant                              ;LG13      ;Zuidelijk Veehouderijgebied                       ;LD04      ;Zuid-Nederland                                    ;NENL4     ;Zuid-Nederland                                    ;NTNL41    ;Noord-Brabant                                     ;NDNL412   ;Midden-Noord-Brabant                              ;RE08      ;Zeeland - West-Brabant                            ;PV30      ;Noord-Brabant                                     ;RT01      ;'s-Hertogenbosch                                  ;RP26      ;Midden-Brabant                                    ;TR13      ;West- en Midden-Brabant                           ;VR20      ;Midden- en West-Brabant                           ;WG35      ;Midden-Brabant                                    ;ZK12      ;Midden-Brabant                                    ;GA00      ;Niet van toepassing                               ;SG17      ;Tilburg                                           ;4;20 000 tot 50 000 inwoners                        ;4;Weinig stedelijk         ;25770;982
249;Oldambt;GM1895    ;Oldambt                                           ;Oldambt                                           ;AR18      ;Groningen                                         ;CR01      ;Oost-Groningen                                    ;CS010     ;Oost-Groningen                                    ;CP0100    ;Oost-Groningen                                    ;GG0111    ;GGD Groningen                                     ;KK01      ;Noord-Nederland                                   ;LB2003    ;Oostelijke Bouwstreek in Groningen                ;LG02      ;Veenkoloniën en Oldambt                           ;LD01      ;Noord-Nederland                                   ;NENL1     ;Noord-Nederland                                   ;NTNL11    ;Groningen                                         ;NDNL111   ;Oost-Groningen                                    ;RE01      ;Noord-Nederland                                   ;PV20      ;Groningen                                         ;RT05      ;Leeuwarden                                        ;RP02      ;Oost-Groningen                                    ;TR17      ;Overig Nederland                                  ;VR01      ;Groningen                                         ;WG01      ;Oost-Groningen                                    ;ZK09      ;Groningen                                         ;GA00      ;Niet van toepassing                               ;SG00      ;Niet van toepassing                               ;4;20 000 tot 50 000 inwoners                        ;4;Weinig stedelijk         ;38748;823
