ID;Geslacht;Leeftijd;TypeZorg;Herkomstgroepering;Perioden;AantalInVerslagjaar_1;PercentageInVerslagjaar_2;TotaalUrenInVerslagjaar_3;GemiddeldPerPersoonInVerslagjaar_4;GemiddeldInBevolkingInVerslagjaar_5
1777;Totaal mannen en vrouwen;65 tot 80 jaar;3;Westerse allochtoon;2010;1440;0.73;25;17;0.13
1778;Totaal mannen en vrouwen;65 tot 80 jaar;3;Totaal Niet-westerse allochtoon;2004;540;1.23;13;24;0.29
1779;Totaal mannen en vrouwen;65 tot 80 jaar;3;Totaal Niet-westerse allochtoon;2005;610;1.25;14;22;0.28
1780;Totaal mannen en vrouwen;65 tot 80 jaar;3;Totaal Niet-westerse allochtoon;2006;730;1.38;19;26;0.37
1781;Totaal mannen en vrouwen;65 tot 80 jaar;3;Totaal Niet-westerse allochtoon;2007;740;1.3;20;27;0.35
1782;Totaal mannen en vrouwen;65 tot 80 jaar;3;Totaal Niet-westerse allochtoon;2008;705;1.14;19;27;0.31
1783;Totaal mannen en vrouwen;65 tot 80 jaar;3;Totaal Niet-westerse allochtoon;2009;600;0.91;17;29;0.26
1784;Totaal mannen en vrouwen;65 tot 80 jaar;3;Totaal Niet-westerse allochtoon;2010;650;0.91;22;33;0.31
1785;Totaal mannen en vrouwen;65 tot 80 jaar;3;Marokko;2004;135;1.46;5;35;0.51
1786;Totaal mannen en vrouwen;65 tot 80 jaar;3;Marokko;2005;165;1.51;6;33;0.5
1787;Totaal mannen en vrouwen;65 tot 80 jaar;3;Marokko;2006;180;1.5;4;24;0.36
1788;Totaal mannen en vrouwen;65 tot 80 jaar;3;Marokko;2007;205;1.53;5;26;0.4
1789;Totaal mannen en vrouwen;65 tot 80 jaar;3;Marokko;2008;205;1.42;5;25;0.36
1790;Totaal mannen en vrouwen;65 tot 80 jaar;3;Marokko;2009;165;1.07;5;33;0.35
1791;Totaal mannen en vrouwen;65 tot 80 jaar;3;Marokko;2010;165;1.02;6;37;0.38
1792;Totaal mannen en vrouwen;65 tot 80 jaar;3;Turkije;2004;140;1.43;2;16;0.23
1793;Totaal mannen en vrouwen;65 tot 80 jaar;3;Turkije;2005;160;1.39;3;18;0.25
1794;Totaal mannen en vrouwen;65 tot 80 jaar;3;Turkije;2006;200;1.57;4;19;0.3
1795;Totaal mannen en vrouwen;65 tot 80 jaar;3;Turkije;2007;230;1.64;6;27;0.44
1796;Totaal mannen en vrouwen;65 tot 80 jaar;3;Turkije;2008;215;1.43;5;22;0.32
1797;Totaal mannen en vrouwen;65 tot 80 jaar;3;Turkije;2009;180;1.13;5;27;0.3
1798;Totaal mannen en vrouwen;65 tot 80 jaar;3;Turkije;2010;200;1.15;6;30;0.34
1799;Totaal mannen en vrouwen;65 tot 80 jaar;3;Suriname;2004;130;1.02;2;17;0.17
1800;Totaal mannen en vrouwen;65 tot 80 jaar;3;Suriname;2005;135;1.01;2;16;0.16
1801;Totaal mannen en vrouwen;65 tot 80 jaar;3;Suriname;2006;170;1.18;6;36;0.42
1802;Totaal mannen en vrouwen;65 tot 80 jaar;3;Suriname;2007;155;1.02;4;29;0.29
1803;Totaal mannen en vrouwen;65 tot 80 jaar;3;Suriname;2008;130;0.83;4;32;0.26
1804;Totaal mannen en vrouwen;65 tot 80 jaar;3;Suriname;2009;125;0.74;3;27;0.2
1805;Totaal mannen en vrouwen;65 tot 80 jaar;3;Suriname;2010;130;0.72;4;34;0.25
1806;Totaal mannen en vrouwen;65 tot 80 jaar;3;Nederlandse Antillen en Aruba;2004;40;1.39;2;45;0.63
1807;Totaal mannen en vrouwen;65 tot 80 jaar;3;Nederlandse Antillen en Aruba;2005;55;1.77;1;18;0.32
1808;Totaal mannen en vrouwen;65 tot 80 jaar;3;Nederlandse Antillen en Aruba;2006;45;1.34;1;31;0.41
1809;Totaal mannen en vrouwen;65 tot 80 jaar;3;Nederlandse Antillen en Aruba;2007;40;1.12;1;22;0.25
1810;Totaal mannen en vrouwen;65 tot 80 jaar;3;Nederlandse Antillen en Aruba;2008;45;1.17;2;38;0.44
1811;Totaal mannen en vrouwen;65 tot 80 jaar;3;Nederlandse Antillen en Aruba;2009;25;0.63;1;31;0.19
1812;Totaal mannen en vrouwen;65 tot 80 jaar;3;Nederlandse Antillen en Aruba;2010;50;1.03;2;37;0.38
1813;Totaal mannen en vrouwen;65 tot 80 jaar;3;Overige niet-westers;2004;95;1.04;2;20;0.21
1814;Totaal mannen en vrouwen;65 tot 80 jaar;3;Overige niet-westers;2005;95;0.95;2;22;0.21
1815;Totaal mannen en vrouwen;65 tot 80 jaar;3;Overige niet-westers;2006;135;1.3;4;27;0.35
1816;Totaal mannen en vrouwen;65 tot 80 jaar;3;Overige niet-westers;2007;115;1.03;3;26;0.27
1817;Totaal mannen en vrouwen;65 tot 80 jaar;3;Overige niet-westers;2008;105;0.87;3;28;0.25
1818;Totaal mannen en vrouwen;65 tot 80 jaar;3;Overige niet-westers;2009;100;0.76;3;27;0.2
1819;Totaal mannen en vrouwen;65 tot 80 jaar;3;Overige niet-westers;2010;105;0.72;3;32;0.23
1820;Totaal mannen en vrouwen;65 tot 80 jaar;4;Totaal herkomstgroeperingen;2004;46190;2.63;6399;139;3.64
1821;Totaal mannen en vrouwen;65 tot 80 jaar;4;Totaal herkomstgroeperingen;2005;24150;1.35;3783;157;2.12
1822;Totaal mannen en vrouwen;65 tot 80 jaar;4;Totaal herkomstgroeperingen;2006;19760;1.09;3432;174;1.9
1823;Totaal mannen en vrouwen;65 tot 80 jaar;4;Totaal herkomstgroeperingen;2007;19990;1.09;3848;192;2.09
1824;Totaal mannen en vrouwen;65 tot 80 jaar;4;Totaal herkomstgroeperingen;2008;25410;1.35;5407;213;2.88
1825;Totaal mannen en vrouwen;65 tot 80 jaar;4;Totaal herkomstgroeperingen;2009;29585;1.53;6768;229;3.51
1826;Totaal mannen en vrouwen;65 tot 80 jaar;4;Totaal herkomstgroeperingen;2010;31505;1.6;7550;240;3.84
1827;Totaal mannen en vrouwen;65 tot 80 jaar;4;Autochtoon;2004;40220;2.61;5590;139;3.62
1828;Totaal mannen en vrouwen;65 tot 80 jaar;4;Autochtoon;2005;21155;1.36;3331;157;2.14
1829;Totaal mannen en vrouwen;65 tot 80 jaar;4;Autochtoon;2006;17425;1.11;3022;173;1.92
1830;Totaal mannen en vrouwen;65 tot 80 jaar;4;Autochtoon;2007;17675;1.11;3376;191;2.12
1831;Totaal mannen en vrouwen;65 tot 80 jaar;4;Autochtoon;2008;22425;1.38;4752;212;2.92
1832;Totaal mannen en vrouwen;65 tot 80 jaar;4;Autochtoon;2009;25895;1.55;5907;228;3.54
1833;Totaal mannen en vrouwen;65 tot 80 jaar;4;Autochtoon;2010;27375;1.61;6548;239;3.86
1834;Totaal mannen en vrouwen;65 tot 80 jaar;4;Totaal allochtoon;2004;5970;2.79;809;135;3.78
1835;Totaal mannen en vrouwen;65 tot 80 jaar;4;Totaal allochtoon;2005;2995;1.33;453;151;2.01
1836;Totaal mannen en vrouwen;65 tot 80 jaar;4;Totaal allochtoon;2006;2335;1.0;410;175;1.75
1837;Totaal mannen en vrouwen;65 tot 80 jaar;4;Totaal allochtoon;2007;2315;0.95;471;204;1.94
1838;Totaal mannen en vrouwen;65 tot 80 jaar;4;Totaal allochtoon;2008;2985;1.19;655;220;2.6
1839;Totaal mannen en vrouwen;65 tot 80 jaar;4;Totaal allochtoon;2009;3690;1.42;861;233;3.31
1840;Totaal mannen en vrouwen;65 tot 80 jaar;4;Totaal allochtoon;2010;4130;1.54;1002;243;3.73
1841;Totaal mannen en vrouwen;65 tot 80 jaar;4;Westerse allochtoon;2004;4500;2.65;622;138;3.65
1842;Totaal mannen en vrouwen;65 tot 80 jaar;4;Westerse allochtoon;2005;2385;1.35;369;155;2.1
1843;Totaal mannen en vrouwen;65 tot 80 jaar;4;Westerse allochtoon;2006;1900;1.05;335;177;1.85
1844;Totaal mannen en vrouwen;65 tot 80 jaar;4;Westerse allochtoon;2007;1925;1.04;392;204;2.11
1845;Totaal mannen en vrouwen;65 tot 80 jaar;4;Westerse allochtoon;2008;2445;1.29;535;219;2.82
1846;Totaal mannen en vrouwen;65 tot 80 jaar;4;Westerse allochtoon;2009;2945;1.52;686;233;3.54
1847;Totaal mannen en vrouwen;65 tot 80 jaar;4;Westerse allochtoon;2010;3200;1.62;764;239;3.88
1848;Totaal mannen en vrouwen;65 tot 80 jaar;4;Totaal Niet-westerse allochtoon;2004;1470;3.35;187;127;4.26
1849;Totaal mannen en vrouwen;65 tot 80 jaar;4;Totaal Niet-westerse allochtoon;2005;610;1.25;83;136;1.7
1850;Totaal mannen en vrouwen;65 tot 80 jaar;4;Totaal Niet-westerse allochtoon;2006;435;0.83;74;170;1.41
1851;Totaal mannen en vrouwen;65 tot 80 jaar;4;Totaal Niet-westerse allochtoon;2007;390;0.69;79;202;1.39
1852;Totaal mannen en vrouwen;65 tot 80 jaar;4;Totaal Niet-westerse allochtoon;2008;540;0.88;120;222;1.95
1853;Totaal mannen en vrouwen;65 tot 80 jaar;4;Totaal Niet-westerse allochtoon;2009;750;1.13;175;234;2.64
1854;Totaal mannen en vrouwen;65 tot 80 jaar;4;Totaal Niet-westerse allochtoon;2010;930;1.3;238;256;3.34
1855;Totaal mannen en vrouwen;65 tot 80 jaar;4;Marokko;2004;45;0.52;4;80;0.42
1856;Totaal mannen en vrouwen;65 tot 80 jaar;4;Marokko;2005;25;0.22;3;121;0.26
1857;Totaal mannen en vrouwen;65 tot 80 jaar;4;Marokko;2006;40;0.33;9;227;0.76
1858;Totaal mannen en vrouwen;65 tot 80 jaar;4;Marokko;2007;40;0.3;8;202;0.61
1859;Totaal mannen en vrouwen;65 tot 80 jaar;4;Marokko;2008;60;0.4;17;288;1.15
1860;Totaal mannen en vrouwen;65 tot 80 jaar;4;Marokko;2009;110;0.71;36;326;2.33
1861;Totaal mannen en vrouwen;65 tot 80 jaar;4;Marokko;2010;125;0.78;42;333;2.59
1862;Totaal mannen en vrouwen;65 tot 80 jaar;4;Turkije;2004;205;2.05;19;94;1.92
1863;Totaal mannen en vrouwen;65 tot 80 jaar;4;Turkije;2005;100;0.86;11;114;0.98
1864;Totaal mannen en vrouwen;65 tot 80 jaar;4;Turkije;2006;70;0.55;10;135;0.75
1865;Totaal mannen en vrouwen;65 tot 80 jaar;4;Turkije;2007;65;0.47;12;174;0.82
1866;Totaal mannen en vrouwen;65 tot 80 jaar;4;Turkije;2008;75;0.5;14;190;0.94
1867;Totaal mannen en vrouwen;65 tot 80 jaar;4;Turkije;2009;110;0.67;21;193;1.29
1868;Totaal mannen en vrouwen;65 tot 80 jaar;4;Turkije;2010;165;0.95;38;230;2.18
1869;Totaal mannen en vrouwen;65 tot 80 jaar;4;Suriname;2004;915;7.16;127;139;9.97
1870;Totaal mannen en vrouwen;65 tot 80 jaar;4;Suriname;2005;320;2.4;43;135;3.23
1871;Totaal mannen en vrouwen;65 tot 80 jaar;4;Suriname;2006;210;1.48;35;168;2.5
1872;Totaal mannen en vrouwen;65 tot 80 jaar;4;Suriname;2007;175;1.17;38;216;2.54
1873;Totaal mannen en vrouwen;65 tot 80 jaar;4;Suriname;2008;255;1.61;59;229;3.69
1874;Totaal mannen en vrouwen;65 tot 80 jaar;4;Suriname;2009;340;2.02;80;234;4.73
1875;Totaal mannen en vrouwen;65 tot 80 jaar;4;Suriname;2010;405;2.23;106;260;5.79
1876;Totaal mannen en vrouwen;65 tot 80 jaar;4;Nederlandse Antillen en Aruba;2004;80;2.82;9;108;3.05
1877;Totaal mannen en vrouwen;65 tot 80 jaar;4;Nederlandse Antillen en Aruba;2005;45;1.43;6;134;1.92
1878;Totaal mannen en vrouwen;65 tot 80 jaar;4;Nederlandse Antillen en Aruba;2006;40;1.31;7;166;2.18
1879;Totaal mannen en vrouwen;65 tot 80 jaar;4;Nederlandse Antillen en Aruba;2007;30;0.84;6;203;1.69
1880;Totaal mannen en vrouwen;65 tot 80 jaar;4;Nederlandse Antillen en Aruba;2008;40;1.01;8;210;2.12
1881;Totaal mannen en vrouwen;65 tot 80 jaar;4;Nederlandse Antillen en Aruba;2009;50;1.14;11;228;2.6
1882;Totaal mannen en vrouwen;65 tot 80 jaar;4;Nederlandse Antillen en Aruba;2010;70;1.4;16;228;3.19
1883;Totaal mannen en vrouwen;65 tot 80 jaar;4;Overige niet-westers;2004;225;2.44;28;124;3.03
1884;Totaal mannen en vrouwen;65 tot 80 jaar;4;Overige niet-westers;2005;125;1.24;20;162;2.01
1885;Totaal mannen en vrouwen;65 tot 80 jaar;4;Overige niet-westers;2006;75;0.7;13;179;1.25
1886;Totaal mannen en vrouwen;65 tot 80 jaar;4;Overige niet-westers;2007;80;0.71;15;194;1.38
1887;Totaal mannen en vrouwen;65 tot 80 jaar;4;Overige niet-westers;2008;115;0.92;22;196;1.82
1888;Totaal mannen en vrouwen;65 tot 80 jaar;4;Overige niet-westers;2009;140;1.03;27;193;2.0
1889;Totaal mannen en vrouwen;65 tot 80 jaar;4;Overige niet-westers;2010;165;1.12;37;225;2.52
1890;Totaal mannen en vrouwen;65 tot 80 jaar;5;Totaal herkomstgroeperingen;2004;8265;0.47;986;119;0.56
1891;Totaal mannen en vrouwen;65 tot 80 jaar;5;Totaal herkomstgroeperingen;2005;9860;0.55;1252;127;0.7
1892;Totaal mannen en vrouwen;65 tot 80 jaar;5;Totaal herkomstgroeperingen;2006;10315;0.57;1353;131;0.75
1893;Totaal mannen en vrouwen;65 tot 80 jaar;5;Totaal herkomstgroeperingen;2007;7825;0.43;1100;141;0.6
1894;Totaal mannen en vrouwen;65 tot 80 jaar;5;Totaal herkomstgroeperingen;2008;5530;0.29;787;142;0.42
1895;Totaal mannen en vrouwen;65 tot 80 jaar;5;Totaal herkomstgroeperingen;2009;4370;0.23;646;148;0.33
1896;Totaal mannen en vrouwen;65 tot 80 jaar;5;Totaal herkomstgroeperingen;2010;3695;0.19;555;150;0.28
1897;Totaal mannen en vrouwen;65 tot 80 jaar;5;Autochtoon;2004;7310;0.47;869;119;0.56
1898;Totaal mannen en vrouwen;65 tot 80 jaar;5;Autochtoon;2005;8565;0.55;1080;126;0.69
1899;Totaal mannen en vrouwen;65 tot 80 jaar;5;Autochtoon;2006;8865;0.56;1155;130;0.73
1900;Totaal mannen en vrouwen;65 tot 80 jaar;5;Autochtoon;2007;6685;0.42;932;139;0.58
1901;Totaal mannen en vrouwen;65 tot 80 jaar;5;Autochtoon;2008;4685;0.29;667;142;0.41
1902;Totaal mannen en vrouwen;65 tot 80 jaar;5;Autochtoon;2009;3725;0.22;545;146;0.33
1903;Totaal mannen en vrouwen;65 tot 80 jaar;5;Autochtoon;2010;3120;0.18;464;149;0.27
1904;Totaal mannen en vrouwen;65 tot 80 jaar;5;Totaal allochtoon;2004;960;0.45;117;122;0.55
1905;Totaal mannen en vrouwen;65 tot 80 jaar;5;Totaal allochtoon;2005;1295;0.58;172;133;0.76
1906;Totaal mannen en vrouwen;65 tot 80 jaar;5;Totaal allochtoon;2006;1450;0.62;198;137;0.85
1907;Totaal mannen en vrouwen;65 tot 80 jaar;5;Totaal allochtoon;2007;1140;0.47;168;147;0.69
1908;Totaal mannen en vrouwen;65 tot 80 jaar;5;Totaal allochtoon;2008;845;0.34;120;142;0.48
1909;Totaal mannen en vrouwen;65 tot 80 jaar;5;Totaal allochtoon;2009;645;0.25;100;156;0.39
1910;Totaal mannen en vrouwen;65 tot 80 jaar;5;Totaal allochtoon;2010;580;0.22;90;156;0.34
1911;Totaal mannen en vrouwen;65 tot 80 jaar;5;Westerse allochtoon;2004;815;0.48;100;124;0.59
1912;Totaal mannen en vrouwen;65 tot 80 jaar;5;Westerse allochtoon;2005;990;0.56;126;128;0.72
1913;Totaal mannen en vrouwen;65 tot 80 jaar;5;Westerse allochtoon;2006;1080;0.6;143;132;0.79
1914;Totaal mannen en vrouwen;65 tot 80 jaar;5;Westerse allochtoon;2007;830;0.45;120;144;0.64
1915;Totaal mannen en vrouwen;65 tot 80 jaar;5;Westerse allochtoon;2008;610;0.32;88;144;0.46
1916;Totaal mannen en vrouwen;65 tot 80 jaar;5;Westerse allochtoon;2009;470;0.24;74;158;0.38
1917;Totaal mannen en vrouwen;65 tot 80 jaar;5;Westerse allochtoon;2010;395;0.2;60;152;0.31
1918;Totaal mannen en vrouwen;65 tot 80 jaar;5;Totaal Niet-westerse allochtoon;2004;145;0.33;17;115;0.38
1919;Totaal mannen en vrouwen;65 tot 80 jaar;5;Totaal Niet-westerse allochtoon;2005;305;0.62;46;150;0.94
1920;Totaal mannen en vrouwen;65 tot 80 jaar;5;Totaal Niet-westerse allochtoon;2006;370;0.7;55;150;1.05
1921;Totaal mannen en vrouwen;65 tot 80 jaar;5;Totaal Niet-westerse allochtoon;2007;310;0.54;48;156;0.85
1922;Totaal mannen en vrouwen;65 tot 80 jaar;5;Totaal Niet-westerse allochtoon;2008;235;0.38;33;139;0.53
1923;Totaal mannen en vrouwen;65 tot 80 jaar;5;Totaal Niet-westerse allochtoon;2009;175;0.26;26;149;0.39
1924;Totaal mannen en vrouwen;65 tot 80 jaar;5;Totaal Niet-westerse allochtoon;2010;180;0.26;30;166;0.42
1925;Totaal mannen en vrouwen;65 tot 80 jaar;5;Marokko;2004;10;0.12;1;69;0.08
1926;Totaal mannen en vrouwen;65 tot 80 jaar;5;Marokko;2005;20;0.18;2;99;0.18
1927;Totaal mannen en vrouwen;65 tot 80 jaar;5;Marokko;2006;35;0.3;6;169;0.51
1928;Totaal mannen en vrouwen;65 tot 80 jaar;5;Marokko;2007;30;0.22;5;180;0.41
1929;Totaal mannen en vrouwen;65 tot 80 jaar;5;Marokko;2008;25;0.18;3;127;0.23
1930;Totaal mannen en vrouwen;65 tot 80 jaar;5;Marokko;2009;20;0.14;2;111;0.15
1931;Totaal mannen en vrouwen;65 tot 80 jaar;5;Marokko;2010;15;0.1;3;179;0.19
1932;Totaal mannen en vrouwen;65 tot 80 jaar;5;Turkije;2004;25;0.25;2;95;0.24
1933;Totaal mannen en vrouwen;65 tot 80 jaar;5;Turkije;2005;45;0.37;5;123;0.45
1934;Totaal mannen en vrouwen;65 tot 80 jaar;5;Turkije;2006;55;0.42;6;119;0.5
1935;Totaal mannen en vrouwen;65 tot 80 jaar;5;Turkije;2007;50;0.36;8;153;0.55
1936;Totaal mannen en vrouwen;65 tot 80 jaar;5;Turkije;2008;35;0.24;4;116;0.28
1937;Totaal mannen en vrouwen;65 tot 80 jaar;5;Turkije;2009;35;0.2;5;144;0.29
1938;Totaal mannen en vrouwen;65 tot 80 jaar;5;Turkije;2010;40;0.23;6;155;0.35
1939;Totaal mannen en vrouwen;65 tot 80 jaar;5;Suriname;2004;75;0.6;11;142;0.84
1940;Totaal mannen en vrouwen;65 tot 80 jaar;5;Suriname;2005;175;1.29;30;175;2.26
1941;Totaal mannen en vrouwen;65 tot 80 jaar;5;Suriname;2006;205;1.43;33;161;2.3
1942;Totaal mannen en vrouwen;65 tot 80 jaar;5;Suriname;2007;160;1.05;24;150;1.57
1943;Totaal mannen en vrouwen;65 tot 80 jaar;5;Suriname;2008;125;0.78;18;146;1.15
1944;Totaal mannen en vrouwen;65 tot 80 jaar;5;Suriname;2009;85;0.49;13;158;0.77
1945;Totaal mannen en vrouwen;65 tot 80 jaar;5;Suriname;2010;85;0.47;15;179;0.84
1946;Totaal mannen en vrouwen;65 tot 80 jaar;5;Nederlandse Antillen en Aruba;2004;15;0.46;1;81;0.38
1947;Totaal mannen en vrouwen;65 tot 80 jaar;5;Nederlandse Antillen en Aruba;2005;20;0.7;3;140;0.98
1948;Totaal mannen en vrouwen;65 tot 80 jaar;5;Nederlandse Antillen en Aruba;2006;30;0.94;4;120;1.12
1949;Totaal mannen en vrouwen;65 tot 80 jaar;5;Nederlandse Antillen en Aruba;2007;25;0.72;5;192;1.38
1950;Totaal mannen en vrouwen;65 tot 80 jaar;5;Nederlandse Antillen en Aruba;2008;20;0.57;3;145;0.83
1951;Totaal mannen en vrouwen;65 tot 80 jaar;5;Nederlandse Antillen en Aruba;2009;15;0.3;2;159;0.48
1952;Totaal mannen en vrouwen;65 tot 80 jaar;5;Nederlandse Antillen en Aruba;2010;15;0.35;3;169;0.59
1953;Totaal mannen en vrouwen;65 tot 80 jaar;5;Overige niet-westers;2004;20;0.22;2;84;0.18
1954;Totaal mannen en vrouwen;65 tot 80 jaar;5;Overige niet-westers;2005;50;0.49;5;111;0.55
1955;Totaal mannen en vrouwen;65 tot 80 jaar;5;Overige niet-westers;2006;45;0.43;6;141;0.61
1956;Totaal mannen en vrouwen;65 tot 80 jaar;5;Overige niet-westers;2007;45;0.4;7;147;0.59
1957;Totaal mannen en vrouwen;65 tot 80 jaar;5;Overige niet-westers;2008;30;0.23;4;138;0.32
1958;Totaal mannen en vrouwen;65 tot 80 jaar;5;Overige niet-westers;2009;25;0.17;4;154;0.27
1959;Totaal mannen en vrouwen;65 tot 80 jaar;5;Overige niet-westers;2010;25;0.16;3;124;0.19
1960;Totaal mannen en vrouwen;65 tot 80 jaar;6;Totaal herkomstgroeperingen;2004;23940;1.36;2573;107;1.46
1961;Totaal mannen en vrouwen;65 tot 80 jaar;6;Totaal herkomstgroeperingen;2005;24715;1.39;2102;85;1.18
1962;Totaal mannen en vrouwen;65 tot 80 jaar;6;Totaal herkomstgroeperingen;2006;24385;1.35;2214;91;1.23
1963;Totaal mannen en vrouwen;65 tot 80 jaar;6;Totaal herkomstgroeperingen;2007;27810;1.51;2763;99;1.5
1964;Totaal mannen en vrouwen;65 tot 80 jaar;6;Totaal herkomstgroeperingen;2008;26880;1.43;2759;103;1.47
1965;Totaal mannen en vrouwen;65 tot 80 jaar;6;Totaal herkomstgroeperingen;2009;25005;1.3;2635;105;1.37
1966;Totaal mannen en vrouwen;65 tot 80 jaar;6;Totaal herkomstgroeperingen;2010;24860;1.26;2666;107;1.36
1967;Totaal mannen en vrouwen;65 tot 80 jaar;6;Autochtoon;2004;21380;1.39;2266;106;1.47
1968;Totaal mannen en vrouwen;65 tot 80 jaar;6;Autochtoon;2005;22095;1.42;1848;84;1.19
1969;Totaal mannen en vrouwen;65 tot 80 jaar;6;Autochtoon;2006;21635;1.38;1943;90;1.24
1970;Totaal mannen en vrouwen;65 tot 80 jaar;6;Autochtoon;2007;24435;1.53;2387;98;1.5
1971;Totaal mannen en vrouwen;65 tot 80 jaar;6;Autochtoon;2008;23405;1.44;2359;101;1.45
1972;Totaal mannen en vrouwen;65 tot 80 jaar;6;Autochtoon;2009;21830;1.31;2244;103;1.34
1973;Totaal mannen en vrouwen;65 tot 80 jaar;6;Autochtoon;2010;21640;1.28;2255;104;1.33
1974;Totaal mannen en vrouwen;65 tot 80 jaar;6;Totaal allochtoon;2004;2560;1.2;307;120;1.43
1975;Totaal mannen en vrouwen;65 tot 80 jaar;6;Totaal allochtoon;2005;2625;1.16;255;97;1.13
1976;Totaal mannen en vrouwen;65 tot 80 jaar;6;Totaal allochtoon;2006;2750;1.18;271;99;1.16
1977;Totaal mannen en vrouwen;65 tot 80 jaar;6;Totaal allochtoon;2007;3375;1.39;376;111;1.55
1978;Totaal mannen en vrouwen;65 tot 80 jaar;6;Totaal allochtoon;2008;3480;1.38;401;115;1.59
1979;Totaal mannen en vrouwen;65 tot 80 jaar;6;Totaal allochtoon;2009;3175;1.22;391;123;1.5
1980;Totaal mannen en vrouwen;65 tot 80 jaar;6;Totaal allochtoon;2010;3215;1.2;411;128;1.53
1981;Totaal mannen en vrouwen;65 tot 80 jaar;6;Westerse allochtoon;2004;2115;1.24;250;118;1.47
1982;Totaal mannen en vrouwen;65 tot 80 jaar;6;Westerse allochtoon;2005;2125;1.21;191;90;1.08
1983;Totaal mannen en vrouwen;65 tot 80 jaar;6;Westerse allochtoon;2006;2135;1.18;187;88;1.03
1984;Totaal mannen en vrouwen;65 tot 80 jaar;6;Westerse allochtoon;2007;2550;1.37;257;101;1.38
1985;Totaal mannen en vrouwen;65 tot 80 jaar;6;Westerse allochtoon;2008;2530;1.33;258;102;1.36
1986;Totaal mannen en vrouwen;65 tot 80 jaar;6;Westerse allochtoon;2009;2265;1.17;241;107;1.24
1987;Totaal mannen en vrouwen;65 tot 80 jaar;6;Westerse allochtoon;2010;2285;1.16;248;108;1.26
1988;Totaal mannen en vrouwen;65 tot 80 jaar;6;Totaal Niet-westerse allochtoon;2004;445;1.01;57;129;1.3
1989;Totaal mannen en vrouwen;65 tot 80 jaar;6;Totaal Niet-westerse allochtoon;2005;500;1.02;64;128;1.31
1990;Totaal mannen en vrouwen;65 tot 80 jaar;6;Totaal Niet-westerse allochtoon;2006;615;1.17;85;137;1.6
1991;Totaal mannen en vrouwen;65 tot 80 jaar;6;Totaal Niet-westerse allochtoon;2007;820;1.44;119;144;2.08
1992;Totaal mannen en vrouwen;65 tot 80 jaar;6;Totaal Niet-westerse allochtoon;2008;950;1.54;142;150;2.31
1993;Totaal mannen en vrouwen;65 tot 80 jaar;6;Totaal Niet-westerse allochtoon;2009;915;1.38;150;164;2.26
1994;Totaal mannen en vrouwen;65 tot 80 jaar;6;Totaal Niet-westerse allochtoon;2010;930;1.31;163;175;2.28
1995;Totaal mannen en vrouwen;65 tot 80 jaar;6;Marokko;2004;100;1.12;12;113;1.27
1996;Totaal mannen en vrouwen;65 tot 80 jaar;6;Marokko;2005;120;1.08;16;134;1.45
1997;Totaal mannen en vrouwen;65 tot 80 jaar;6;Marokko;2006;165;1.39;27;164;2.28
1998;Totaal mannen en vrouwen;65 tot 80 jaar;6;Marokko;2007;240;1.8;46;193;3.47
1999;Totaal mannen en vrouwen;65 tot 80 jaar;6;Marokko;2008;255;1.78;47;184;3.28
2000;Totaal mannen en vrouwen;65 tot 80 jaar;6;Marokko;2009;280;1.81;58;206;3.73
2001;Totaal mannen en vrouwen;65 tot 80 jaar;6;Marokko;2010;260;1.6;64;247;3.95
2002;Totaal mannen en vrouwen;65 tot 80 jaar;6;Turkije;2004;80;0.82;8;94;0.77
2003;Totaal mannen en vrouwen;65 tot 80 jaar;6;Turkije;2005;120;1.04;10;86;0.9
2004;Totaal mannen en vrouwen;65 tot 80 jaar;6;Turkije;2006;145;1.13;15;103;1.16
2005;Totaal mannen en vrouwen;65 tot 80 jaar;6;Turkije;2007;200;1.44;25;123;1.76
2006;Totaal mannen en vrouwen;65 tot 80 jaar;6;Turkije;2008;260;1.73;39;149;2.58
2007;Totaal mannen en vrouwen;65 tot 80 jaar;6;Turkije;2009;240;1.5;34;139;2.09
2008;Totaal mannen en vrouwen;65 tot 80 jaar;6;Turkije;2010;250;1.44;37;151;2.17
2009;Totaal mannen en vrouwen;65 tot 80 jaar;6;Suriname;2004;140;1.09;24;170;1.85
2010;Totaal mannen en vrouwen;65 tot 80 jaar;6;Suriname;2005;145;1.1;26;176;1.93
2011;Totaal mannen en vrouwen;65 tot 80 jaar;6;Suriname;2006;170;1.19;28;164;1.95
2012;Totaal mannen en vrouwen;65 tot 80 jaar;6;Suriname;2007;195;1.29;26;132;1.71
2013;Totaal mannen en vrouwen;65 tot 80 jaar;6;Suriname;2008;225;1.41;31;139;1.96
2014;Totaal mannen en vrouwen;65 tot 80 jaar;6;Suriname;2009;205;1.22;29;139;1.69
2015;Totaal mannen en vrouwen;65 tot 80 jaar;6;Suriname;2010;195;1.07;31;156;1.68
2016;Totaal mannen en vrouwen;65 tot 80 jaar;6;Nederlandse Antillen en Aruba;2004;35;1.25;4;111;1.39
2017;Totaal mannen en vrouwen;65 tot 80 jaar;6;Nederlandse Antillen en Aruba;2005;30;1.0;4;130;1.3
2018;Totaal mannen en vrouwen;65 tot 80 jaar;6;Nederlandse Antillen en Aruba;2006;45;1.34;5;117;1.58
