ID;Leeftijd;Jaar;Mannen_1;Vrouwen_2;Mannen_3;Vrouwen_4
36;4;1996;102416.0;98063.0;26.0;16.0
37;4;1997;101508.0;96562.0;16.0;13.0
38;4;1998;100466.0;96266.0;16.0;11.0
39;4;1999;101290.0;96708.0;23.0;9.0
40;4;2000;98864.0;94470.0;14.0;19.0
41;4;2001;99598.0;94113.0;;
42;5;1996;102800.0;97652.0;16.0;14.0
43;5;1997;102606.0;98281.0;26.0;12.0
44;5;1998;101813.0;96787.0;16.0;11.0
45;5;1999;100808.0;96595.0;21.0;7.0
46;5;2000;101584.0;96998.0;18.0;6.0
47;5;2001;99219.0;94823.0;;
48;6;1996;98061.0;94273.0;14.0;11.0
49;6;1997;103031.0;97935.0;19.0;11.0
50;6;1998;102743.0;98434.0;13.0;5.0
51;6;1999;102102.0;97076.0;16.0;13.0
52;6;2000;101104.0;96876.0;14.0;9.0
53;6;2001;101945.0;97325.0;;
54;7;1996;97276.0;92998.0;12.0;7.0
55;7;1997;98342.0;94550.0;14.0;8.0
56;7;1998;103312.0;98208.0;17.0;10.0
57;7;1999;103044.0;98739.0;17.0;11.0
58;7;2000;102363.0;97438.0;15.0;13.0
59;7;2001;101497.0;97188.0;;
60;8;1996;98060.0;93116.0;18.0;12.0
61;8;1997;97554.0;93244.0;14.0;9.0
62;8;1998;98589.0;94821.0;17.0;9.0
63;8;1999;103637.0;98518.0;11.0;14.0
64;8;2000;103404.0;99065.0;16.0;13.0
65;8;2001;102750.0;97841.0;;
66;9;1996;96474.0;93077.0;14.0;9.0
67;9;1997;98306.0;93372.0;17.0;6.0
68;9;1998;97867.0;93536.0;12.0;9.0
69;9;1999;98908.0;95125.0;12.0;7.0
70;9;2000;104015.0;98823.0;12.0;11.0
71;9;2001;103839.0;99401.0;;
72;10;1996;93931.0;90210.0;11.0;10.0
73;10;1997;96822.0;93348.0;11.0;11.0
74;10;1998;98602.0;93653.0;8.0;5.0
75;10;1999;98227.0;93922.0;17.0;7.0
76;10;2000;99249.0;95500.0;12.0;10.0
77;10;2001;104455.0;99250.0;;
78;11;1996;92436.0;88065.0;11.0;10.0
79;11;1997;94245.0;90500.0;14.0;11.0
80;11;1998;97122.0;93674.0;17.0;11.0
81;11;1999;98978.0;94007.0;8.0;10.0
82;11;2000;98575.0;94254.0;15.0;3.0
83;11;2001;99702.0;95887.0;;
84;12;1996;90096.0;86216.0;18.0;18.0
85;12;1997;92783.0;88307.0;18.0;13.0
86;12;1998;94572.0;90779.0;14.0;12.0
87;12;1999;97483.0;94054.0;14.0;18.0
88;12;2000;99354.0;94333.0;24.0;17.0
89;12;2001;99037.0;94678.0;;
90;13;1996;91129.0;86852.0;21.0;14.0
91;13;1997;90368.0;86424.0;24.0;13.0
92;13;1998;93056.0;88625.0;19.0;9.0
93;13;1999;94910.0;91143.0;25.0;20.0
94;13;2000;97856.0;94410.0;17.0;14.0
95;13;2001;99777.0;94716.0;;
96;14;1996;93839.0;90353.0;28.0;15.0
97;14;1997;91434.0;87138.0;19.0;15.0
98;14;1998;90693.0;86677.0;23.0;16.0
99;14;1999;93446.0;89014.0;24.0;15.0
100;14;2000;95309.0;91542.0;11.0;13.0
101;14;2001;98331.0;94792.0;;
102;15;1996;96130.0;91477.0;45.0;15.0
103;15;1997;94228.0;90577.0;30.0;16.0
104;15;1998;91860.0;87542.0;34.0;20.0
105;15;1999;91174.0;87067.0;34.0;18.0
106;15;2000;94177.0;89467.0;37.0;25.0
107;15;2001;96093.0;92029.0;;
108;16;1996;93254.0;89166.0;49.0;23.0
109;16;1997;96643.0;91782.0;32.0;24.0
110;16;1998;94938.0;90954.0;44.0;16.0
111;16;1999;92871.0;88107.0;49.0;28.0
112;16;2000;92163.0;87603.0;41.0;24.0
113;16;2001;95315.0;90157.0;;
114;17;1996;94336.0;89677.0;43.0;26.0
115;17;1997;93828.0;89467.0;58.0;18.0
116;17;1998;97322.0;92256.0;52.0;21.0
117;17;1999;95891.0;91525.0;46.0;20.0
118;17;2000;93812.0;88633.0;55.0;20.0
119;17;2001;93329.0;88241.0;;
120;18;1996;93496.0;89245.0;60.0;28.0
121;18;1997;94772.0;90398.0;46.0;26.0
122;18;1998;94334.0;90287.0;66.0;25.0
123;18;1999;97837.0;93176.0;58.0;16.0
124;18;2000;96486.0;92394.0;78.0;26.0
125;18;2001;94794.0;89650.0;;
126;19;1996;95790.0;91218.0;59.0;18.0
127;19;1997;93869.0;90447.0;65.0;27.0
128;19;1998;95182.0;91565.0;65.0;22.0
129;19;1999;94712.0;91571.0;61.0;24.0
130;19;2000;98273.0;94457.0;62.0;27.0
131;19;2001;97055.0;93852.0;;
132;20;1996;96334.0;93616.0;65.0;33.0
133;20;1997;96097.0;92101.0;65.0;30.0
134;20;1998;94291.0;91384.0;74.0;22.0
135;20;1999;95547.0;92582.0;51.0;26.0
136;20;2000;95015.0;92550.0;73.0;28.0
137;20;2001;98858.0;95688.0;;
138;21;1996;101810.0;99014.0;66.0;28.0
139;21;1997;96672.0;94489.0;53.0;31.0
140;21;1998;96429.0;93161.0;64.0;21.0
141;21;1999;94738.0;92562.0;70.0;24.0
142;21;2000;96009.0;93699.0;71.0;26.0
143;21;2001;95716.0;93775.0;;
144;22;1996;106568.0;104369.0;83.0;31.0
145;22;1997;102315.0;99926.0;67.0;22.0
146;22;1998;97235.0;95477.0;64.0;18.0
147;22;1999;97059.0;94259.0;58.0;26.0
148;22;2000;95320.0;93690.0;63.0;25.0
149;22;2001;96908.0;95104.0;;
150;23;1996;117235.0;114676.0;80.0;30.0
151;23;1997;107128.0;105221.0;71.0;28.0
152;23;1998;102917.0;100884.0;73.0;26.0
153;23;1999;98187.0;96636.0;81.0;32.0
154;23;2000;97853.0;95193.0;72.0;30.0
155;23;2001;96281.0;94933.0;;
156;24;1996;125270.0;121067.0;83.0;45.0
157;24;1997;117841.0;115518.0;102.0;45.0
158;24;1998;107784.0;105971.0;63.0;32.0
159;24;1999;103878.0;101999.0;73.0;23.0
160;24;2000;99045.0;97512.0;56.0;30.0
161;24;2001;98978.0;96450.0;;
162;25;1996;131959.0;126975.0;123.0;44.0
163;25;1997;125622.0;121725.0;86.0;46.0
164;25;1998;118423.0;116239.0;83.0;30.0
165;25;1999;108618.0;106909.0;66.0;41.0
166;25;2000;104633.0;102866.0;72.0;33.0
167;25;2001;100070.0;98641.0;;
168;26;1996;136719.0;130821.0;86.0;37.0
169;26;1997;132392.0;127546.0;84.0;52.0
170;26;1998;126155.0;122216.0;89.0;41.0
171;26;1999;119125.0;117111.0;91.0;39.0
172;26;2000;109257.0;107763.0;64.0;39.0
173;26;2001;105577.0;103937.0;;
174;27;1996;131059.0;125824.0;101.0;55.0
175;27;1997;137051.0;131308.0;97.0;50.0
176;27;1998;132871.0;128142.0;104.0;48.0
177;27;1999;126899.0;122904.0;97.0;43.0
178;27;2000;119776.0;117878.0;74.0;40.0
179;27;2001;110157.0;108795.0;;
180;28;1996;131043.0;124790.0;96.0;46.0
181;28;1997;131260.0;126143.0;76.0;43.0
182;28;1998;137473.0;131792.0;88.0;42.0
183;28;1999;133428.0;128895.0;83.0;47.0
184;28;2000;127293.0;123553.0;71.0;38.0
185;28;2001;120559.0;118787.0;;
186;29;1996;132625.0;125835.0;107.0;51.0
187;29;1997;131068.0;125065.0;98.0;60.0
188;29;1998;131689.0;126494.0;83.0;64.0
189;29;1999;138040.0;132293.0;94.0;53.0
190;29;2000;133816.0;129436.0;90.0;31.0
191;29;2001;127939.0;124359.0;;
192;30;1996;135815.0;128250.0;109.0;50.0
193;30;1997;132597.0;126006.0;101.0;48.0
194;30;1998;131285.0;125484.0;100.0;46.0
195;30;1999;132151.0;127040.0;92.0;60.0
196;30;2000;138227.0;132734.0;99.0;64.0
197;30;2001;134466.0;130243.0;;
198;31;1996;138437.0;131346.0;106.0;56.0
199;31;1997;135551.0;128328.0;110.0;63.0
200;31;1998;132724.0;126274.0;99.0;43.0
201;31;1999;131660.0;125980.0;108.0;46.0
202;31;2000;132352.0;127459.0;97.0;58.0
203;31;2001;138661.0;133356.0;;
204;32;1996;136367.0;129733.0;115.0;68.0
205;32;1997;138277.0;131484.0;128.0;61.0
206;32;1998;135650.0;128594.0;112.0;65.0
207;32;1999;132993.0;126687.0;98.0;59.0
208;32;2000;131793.0;126336.0;102.0;59.0
209;32;2001;132842.0;128026.0;;
210;33;1996;133700.0;128210.0;99.0;82.0
211;33;1997;136139.0;129876.0;111.0;75.0
212;33;1998;138246.0;131704.0;132.0;68.0
213;33;1999;135807.0;129015.0;103.0;79.0
214;33;2000;133179.0;127061.0;104.0;67.0
215;33;2001;132252.0;126815.0;;
216;34;1996;132675.0;127796.0;159.0;76.0
217;34;1997;133380.0;128290.0;113.0;75.0
218;34;1998;136147.0;130095.0;94.0;78.0
219;34;1999;138365.0;132107.0;125.0;88.0
220;34;2000;135977.0;129286.0;106.0;66.0
221;34;2001;133442.0;127476.0;;
222;35;1996;129859.0;124569.0;118.0;91.0
223;35;1997;132290.0;127900.0;138.0;91.0
224;35;1998;133326.0;128451.0;95.0;67.0
225;35;1999;136322.0;130300.0;131.0;83.0
226;35;2000;138409.0;132347.0;134.0;96.0
227;35;2001;136256.0;129780.0;;
228;36;1996;128832.0;124551.0;155.0;97.0
229;36;1997;129551.0;124639.0;139.0;103.0
230;36;1998;132141.0;127938.0;137.0;100.0
231;36;1999;133355.0;128775.0;130.0;85.0
232;36;2000;136368.0;130544.0;131.0;106.0
233;36;2001;138503.0;132677.0;;
234;37;1996;125620.0;121571.0;154.0;103.0
235;37;1997;128351.0;124515.0;167.0;85.0
236;37;1998;129410.0;124757.0;137.0;96.0
237;37;1999;132150.0;128106.0;164.0;109.0
238;37;2000;133389.0;128986.0;121.0;117.0
239;37;2001;136561.0;130743.0;;
240;38;1996;123411.0;119711.0;151.0;126.0
241;38;1997;125272.0;121523.0;155.0;116.0
242;38;1998;128162.0;124572.0;145.0;106.0
243;38;1999;129442.0;124965.0;161.0;141.0
244;38;2000;132162.0;128263.0;174.0;107.0
245;38;2001;133536.0;129153.0;;
246;39;1996;122119.0;117858.0;157.0;118.0
247;39;1997;123066.0;119672.0;175.0;125.0
248;39;1998;125095.0;121543.0;162.0;117.0
249;39;1999;128098.0;124657.0;186.0;151.0
250;39;2000;129346.0;125129.0;161.0;133.0
251;39;2001;132323.0;128481.0;;
252;40;1996;118797.0;116241.0;198.0;145.0
253;40;1997;121755.0;117771.0;184.0;149.0
254;40;1998;122799.0;119654.0;180.0;150.0
255;40;1999;125044.0;121634.0;190.0;149.0
256;40;2000;127960.0;124739.0;195.0;138.0
257;40;2001;129403.0;125331.0;;
258;41;1996;118109.0;114452.0;217.0;156.0
259;41;1997;118354.0;116180.0;182.0;141.0
260;41;1998;121506.0;117732.0;207.0;159.0
261;41;1999;122716.0;119697.0;204.0;160.0
262;41;2000;124882.0;121682.0;202.0;156.0
263;41;2001;128017.0;124931.0;;
264;42;1996;117009.0;113319.0;219.0;184.0
265;42;1997;117703.0;114323.0;222.0;162.0
266;42;1998;118148.0;116108.0;241.0;154.0
267;42;1999;121351.0;117739.0;240.0;169.0
268;42;2000;122573.0;119709.0;257.0;148.0
269;42;2001;124795.0;121746.0;;
270;43;1996;117490.0;113592.0;247.0;189.0
271;43;1997;116515.0;113121.0;247.0;178.0
272;43;1998;117497.0;114296.0;246.0;191.0
273;43;1999;117972.0;116098.0;224.0;169.0
274;43;2000;121164.0;117732.0;247.0;189.0
275;43;2001;122528.0;119788.0;;
276;44;1996;114188.0;109955.0;247.0;190.0
277;44;1997;117098.0;113419.0;236.0;194.0
278;44;1998;116220.0;112977.0;259.0;188.0
279;44;1999;117318.0;114167.0;275.0;209.0
280;44;2000;117821.0;116079.0;270.0;222.0
281;44;2001;121026.0;117763.0;;
282;45;1996;115095.0;110901.0;284.0;197.0
283;45;1997;113809.0;109727.0;290.0;236.0
284;45;1998;116873.0;113276.0;282.0;193.0
285;45;1999;115942.0;112870.0;269.0;208.0
286;45;2000;117103.0;114074.0;284.0;225.0
287;45;2001;117632.0;115969.0;;
288;46;1996;117259.0;112541.0;349.0;205.0
289;46;1997;114661.0;110705.0;307.0;219.0
290;46;1998;113469.0;109528.0;299.0;227.0
291;46;1999;116569.0;113176.0;340.0;245.0
292;46;2000;115663.0;112739.0;299.0;268.0
293;46;2001;116866.0;114002.0;;
294;47;1996;121508.0;116067.0;451.0;228.0
295;47;1997;116678.0;112285.0;351.0;241.0
296;47;1998;114261.0;110499.0;336.0;237.0
297;47;1999;113147.0;109340.0;320.0;259.0
298;47;2000;116274.0;113043.0;369.0;277.0
299;47;2001;115437.0;112568.0;;
300;48;1996;127680.0;122898.0;456.0;288.0
301;48;1997;120860.0;115778.0;379.0;268.0
302;48;1998;116306.0;112064.0;384.0;277.0
303;48;1999;113904.0;110294.0;381.0;278.0
304;48;2000;112788.0;109149.0;378.0;268.0
305;48;2001;115905.0;112871.0;;
306;49;1996;132434.0;126283.0;498.0;360.0
307;49;1997;127085.0;122497.0;452.0;307.0
308;49;1998;120400.0;115496.0;470.0;320.0
309;49;1999;115865.0;111746.0;439.0;314.0
310;49;2000;113562.0;110036.0;417.0;287.0
311;49;2001;112431.0;108986.0;;
312;50;1996;95269.0;91222.0;416.0;253.0
313;50;1997;131750.0;125850.0;528.0;360.0
314;50;1998;126521.0;122163.0;554.0;326.0
315;50;1999;119915.0;115260.0;490.0;335.0
316;50;2000;115379.0;111486.0;450.0;296.0
317;50;2001;113230.0;109822.0;;
318;51;1996;99451.0;95488.0;476.0;328.0
319;51;1997;94545.0;90968.0;408.0;299.0
320;51;1998;131120.0;125496.0;593.0;414.0
321;51;1999;125879.0;121859.0;592.0;391.0
322;51;2000;119301.0;114979.0;479.0;383.0
323;51;2001;114929.0;111249.0;;
324;52;1996;94644.0;90375.0;523.0;318.0
325;52;1997;98789.0;95101.0;521.0;310.0
326;52;1998;94065.0;90680.0;475.0;346.0
327;52;1999;130484.0;125059.0;616.0;444.0
328;52;2000;125225.0;121539.0;656.0;411.0
329;52;2001;118847.0;114625.0;;
330;53;1996;87307.0;83346.0;509.0;287.0
331;53;1997;93933.0;89999.0;524.0;332.0
332;53;1998;98206.0;94791.0;555.0;338.0
333;53;1999;93564.0;90347.0;520.0;327.0
334;53;2000;129775.0;124620.0;699.0;414.0
335;53;2001;124530.0;121182.0;;
336;54;1996;82874.0;79697.0;492.0;329.0
337;54;1997;86648.0;83028.0;558.0;297.0
338;54;1998;93360.0;89652.0;602.0;342.0
339;54;1999;97615.0;94449.0;626.0;405.0
340;54;2000;93017.0;90005.0;584.0;357.0
341;54;2001;129093.0;124235.0;;
342;55;1996;84442.0;82026.0;584.0;313.0
343;55;1997;82255.0;79300.0;552.0;329.0
344;55;1998;86050.0;82731.0;567.0;339.0
345;55;1999;92745.0;89333.0;622.0;376.0
346;55;2000;96976.0;94050.0;675.0;437.0
347;55;2001;92415.0;89681.0;;
348;56;1996;80641.0;79509.0;635.0;379.0
349;56;1997;83681.0;81687.0;661.0;385.0
350;56;1998;81669.0;78962.0;556.0;391.0
351;56;1999;85401.0;82425.0;660.0;367.0
352;56;2000;92118.0;88935.0;728.0;420.0
353;56;2001;96301.0;93657.0;;
354;57;1996;78882.0;77614.0;701.0;386.0
355;57;1997;79878.0;79099.0;686.0;422.0
356;57;1998;82915.0;81298.0;656.0;393.0
357;57;1999;81046.0;78574.0;635.0;387.0
358;57;2000;84736.0;82069.0;680.0;416.0
359;57;2001;91393.0;88590.0;;
360;58;1996;73541.0;73397.0;706.0;423.0
361;58;1997;78003.0;77174.0;724.0;467.0
362;58;1998;79145.0;78661.0;716.0;418.0
363;58;1999;82223.0;80921.0;741.0;444.0
364;58;2000;80363.0;78179.0;777.0;408.0
365;58;2001;84060.0;81678.0;;
366;59;1996;72731.0;72884.0;853.0;436.0
367;59;1997;72751.0;72950.0;762.0;422.0
368;59;1998;77151.0;76691.0;804.0;451.0
369;59;1999;78373.0;78246.0;804.0;450.0
370;59;2000;81499.0;80521.0;761.0;484.0
371;59;2001;79606.0;77748.0;;
372;60;1996;70457.0;71552.0;900.0;478.0
373;60;1997;71738.0;72428.0;860.0;511.0
374;60;1998;71932.0;72502.0;881.0;465.0
375;60;1999;76294.0;76264.0;887.0;519.0
376;60;2000;77499.0;77782.0;837.0;515.0
377;60;2001;80705.0;80050.0;;
378;61;1996;68921.0;71114.0;918.0;494.0
379;61;1997;69441.0;71022.0;915.0;502.0
380;61;1998;70817.0;71907.0;967.0;527.0
381;61;1999;71038.0;72090.0;911.0;541.0
382;61;2000;75345.0;75778.0;901.0;521.0
383;61;2001;76637.0;77319.0;;
384;62;1996;66705.0;69840.0;1071.0;570.0
385;62;1997;67958.0;70616.0;992.0;544.0
386;62;1998;68485.0;70526.0;1004.0;584.0
387;62;1999;69793.0;71384.0;938.0;539.0
388;62;2000;70100.0;71556.0;1034.0;538.0
389;62;2001;74406.0;75269.0;;
390;63;1996;67289.0;71616.0;1213.0;607.0
391;63;1997;65571.0;69208.0;1072.0;610.0
392;63;1998;66904.0;70095.0;1143.0;614.0
393;63;1999;67447.0;69965.0;1109.0;597.0
394;63;2000;68843.0;70830.0;1056.0;617.0
395;63;2001;69063.0;71050.0;;
396;64;1996;64667.0;70049.0;1248.0;645.0
397;64;1997;66016.0;70998.0;1291.0;728.0
398;64;1998;64462.0;68612.0;1198.0;618.0
399;64;1999;65738.0;69485.0;1205.0;699.0
400;64;2000;66331.0;69388.0;1131.0;631.0
401;64;2001;67821.0;70231.0;;
402;65;1996;64528.0;70921.0;1371.0;778.0
403;65;1997;63299.0;69387.0;1315.0;723.0
404;65;1998;64599.0;70268.0;1328.0;766.0
405;65;1999;63180.0;68010.0;1286.0;680.0
406;65;2000;64468.0;68791.0;1302.0;732.0
407;65;2001;65158.0;68770.0;;
408;66;1996;60065.0;67972.0;1507.0;848.0
409;66;1997;63089.0;70143.0;1488.0;810.0
410;66;1998;61925.0;68665.0;1514.0;744.0
411;66;1999;63222.0;69514.0;1412.0;775.0
412;66;2000;61842.0;67319.0;1376.0;725.0
413;66;2001;63125.0;68074.0;;
414;67;1996;58313.0;67882.0;1576.0;968.0
415;67;1997;58484.0;67109.0;1524.0;879.0
416;67;1998;61564.0;69344.0;1640.0;941.0
417;67;1999;60380.0;67927.0;1511.0;882.0
418;67;2000;61800.0;68746.0;1520.0;865.0
419;67;2001;60451.0;66579.0;;
420;68;1996;54999.0;64920.0;1637.0;991.0
421;68;1997;56703.0;66921.0;1637.0;912.0
422;68;1998;56935.0;66230.0;1638.0;914.0
423;68;1999;59913.0;68395.0;1704.0;987.0
424;68;2000;58852.0;67048.0;1494.0;954.0
425;68;2001;60284.0;67925.0;;
426;69;1996;53493.0;64823.0;1672.0;1043.0
427;69;1997;53334.0;63946.0;1681.0;1045.0
428;69;1998;55038.0;66010.0;1637.0;995.0
429;69;1999;55289.0;65318.0;1704.0;1046.0
430;69;2000;58192.0;67422.0;1708.0;1044.0
431;69;2001;57361.0;66108.0;;
432;70;1996;51084.0;64235.0;1913.0;1175.0
433;70;1997;51805.0;63773.0;1782.0;1109.0
434;70;1998;51631.0;62900.0;1802.0;1091.0
435;70;1999;53401.0;65016.0;1787.0;1154.0
436;70;2000;53600.0;64291.0;1784.0;1078.0
437;70;2001;56492.0;66400.0;;
438;71;1996;49496.0;64522.0;1995.0;1232.0
439;71;1997;49155.0;63066.0;1924.0;1234.0
440;71;1998;49995.0;62664.0;1879.0;1209.0
441;71;1999;49811.0;61833.0;1836.0;1251.0
442;71;2000;51614.0;63876.0;1884.0;1238.0
443;71;2001;51823.0;63236.0;;
444;72;1996;48738.0;64395.0;2249.0;1396.0
445;72;1997;47490.0;63260.0;2070.0;1306.0
446;72;1998;47219.0;61829.0;2024.0;1356.0
447;72;1999;48118.0;61473.0;2013.0;1307.0
448;72;2000;47993.0;60603.0;1965.0;1306.0
449;72;2001;49756.0;62645.0;;
450;73;1996;45196.0;61450.0;2243.0;1534.0
451;73;1997;46494.0;63007.0;2262.0;1475.0
452;73;1998;45405.0;61959.0;2220.0;1457.0
453;73;1999;45185.0;60484.0;2127.0;1463.0
454;73;2000;46117.0;60172.0;2064.0;1390.0
455;73;2001;46020.0;59303.0;;
456;74;1996;42752.0;60769.0;2319.0;1629.0
457;74;1997;42955.0;59930.0;2255.0;1629.0
458;74;1998;44192.0;61529.0;2264.0;1659.0
459;74;1999;43157.0;60496.0;2304.0;1556.0
460;74;2000;43062.0;59043.0;2192.0;1560.0
461;74;2001;44065.0;58796.0;;
462;75;1996;41008.0;59770.0;2527.0;1883.0
463;75;1997;40445.0;59144.0;2370.0;1782.0
464;75;1998;40694.0;58294.0;2318.0;1682.0
465;75;1999;41915.0;59859.0;2331.0;1795.0
466;75;2000;40871.0;58958.0;2285.0;1762.0
467;75;2001;40876.0;57494.0;;
468;76;1996;32388.0;48852.0;2206.0;1643.0
469;76;1997;38476.0;57886.0;2369.0;1861.0
470;76;1998;38067.0;57344.0;2416.0;1887.0
471;76;1999;38355.0;56620.0;2418.0;1969.0
472;76;2000;39599.0;58092.0;2454.0;1874.0
473;76;2001;38603.0;57215.0;;
474;77;1996;28784.0;45975.0;2166.0;1782.0
475;77;1997;30187.0;47202.0;2222.0;1775.0
476;77;1998;36088.0;56015.0;2468.0;2167.0
477;77;1999;35653.0;55467.0;2522.0;2074.0
478;77;2000;35960.0;54666.0;2449.0;2003.0
479;77;2001;37157.0;56238.0;;
480;78;1996;27611.0;45535.0;2312.0;1897.0
481;78;1997;26601.0;44203.0;2099.0;1928.0
482;78;1998;27956.0;45416.0;2198.0;1835.0
483;78;1999;33624.0;53840.0;2607.0;2324.0
484;78;2000;33145.0;53393.0;2533.0;2288.0
485;78;2001;33516.0;52663.0;;
486;79;1996;25072.0;43849.0;2307.0;2236.0
487;79;1997;25292.0;43634.0;2200.0;2122.0
488;79;1998;24489.0;42263.0;2143.0;1973.0
489;79;1999;25752.0;43575.0;2119.0;2074.0
490;79;2000;31038.0;51530.0;2585.0;2533.0
491;79;2001;30619.0;51112.0;;
492;80;1996;22524.0;40898.0;2125.0;2261.0
493;80;1997;22769.0;41606.0;2244.0;2323.0
494;80;1998;23079.0;41500.0;2168.0;2297.0
495;80;1999;22347.0;40283.0;2092.0;2203.0
496;80;2000;23642.0;41510.0;2225.0;2229.0
497;80;2001;28461.0;48986.0;;
498;81;1996;21320.0;40647.0;2251.0;2525.0
499;81;1997;20398.0;38628.0;2102.0;2386.0
500;81;1998;20506.0;39259.0;2140.0;2440.0
501;81;1999;20895.0;39209.0;2146.0;2542.0
502;81;2000;20264.0;38085.0;2088.0;2417.0
503;81;2001;21416.0;39296.0;;
504;82;1996;18620.0;37484.0;2235.0;2754.0
505;82;1997;19082.0;38143.0;2148.0;2663.0
506;82;1998;18282.0;36211.0;2102.0;2539.0
507;82;1999;18374.0;36821.0;2084.0;2595.0
508;82;2000;18769.0;36683.0;2089.0;2576.0
509;82;2001;18181.0;35672.0;;
510;83;1996;16013.0;34186.0;2096.0;2753.0
511;83;1997;16380.0;34712.0;2060.0;2751.0
512;83;1998;16909.0;35452.0;2103.0;2818.0
513;83;1999;16173.0;33667.0;2072.0;2639.0
514;83;2000;16286.0;34254.0;2122.0;2881.0
515;83;2001;16674.0;34100.0;;
516;84;1996;12954.0;29503.0;1826.0;2643.0
517;84;1997;13926.0;31424.0;1911.0;2806.0
518;84;1998;14311.0;31943.0;1966.0;2837.0
519;84;1999;14801.0;32626.0;2033.0;2951.0
520;84;2000;14096.0;31037.0;1935.0;2832.0
521;84;2001;14154.0;31363.0;;
522;85;1996;11227.0;27149.0;1697.0;2781.0
523;85;1997;11128.0;26842.0;1565.0;2643.0
524;85;1998;11990.0;28599.0;1812.0;2857.0
525;85;1999;12329.0;29083.0;1792.0;2942.0
526;85;2000;12769.0;29674.0;1845.0;3023.0
527;85;2001;12170.0;28213.0;;
528;86;1996;9425.0;24476.0;1596.0;2759.0
529;86;1997;9533.0;24339.0;1532.0;2732.0
530;86;1998;9554.0;24166.0;1525.0;2819.0
531;86;1999;10171.0;25737.0;1672.0;3008.0
532;86;2000;10548.0;26128.0;1720.0;2980.0
533;86;2001;10920.0;26649.0;;
534;87;1996;7879.0;21101.0;1416.0;2723.0
535;87;1997;7817.0;21710.0;1404.0;2795.0
536;87;1998;7980.0;21578.0;1400.0;2720.0
537;87;1999;8023.0;21332.0;1402.0;2759.0
538;87;2000;8502.0;22722.0;1477.0;2974.0
539;87;2001;8826.0;23147.0;;
540;88;1996;6206.0;17998.0;1200.0;2629.0
541;88;1997;6453.0;18368.0;1259.0;2643.0
542;88;1998;6401.0;18888.0;1239.0;2728.0
543;88;1999;6573.0;18854.0;1304.0;2739.0
544;88;2000;6623.0;18578.0;1252.0;2632.0
545;88;2001;7027.0;19746.0;;
546;89;1996;4900.0;14924.0;1028.0;2398.0
547;89;1997;4996.0;15367.0;1017.0;2390.0
548;89;1998;5188.0;15701.0;1091.0;2517.0
549;89;1999;5162.0;16151.0;1114.0;2576.0
550;89;2000;5260.0;16113.0;1058.0;2591.0
551;89;2001;5368.0;15938.0;;
552;90;1996;3881.0;12122.0;886.0;2120.0
553;90;1997;3876.0;12507.0;860.0;2241.0
554;90;1998;3970.0;12949.0;968.0;2297.0
555;90;1999;4097.0;13175.0;955.0;2392.0
556;90;2000;4044.0;13575.0;954.0;2351.0
557;90;2001;4204.0;13527.0;;
558;91;1996;2941.0;9745.0;738.0;1930.0
559;91;1997;2983.0;9997.0;695.0;1892.0
560;91;1998;3007.0;10253.0;717.0;1945.0
561;91;1999;2996.0;10645.0;785.0;2128.0
562;91;2000;3148.0;10780.0;771.0;2138.0
563;91;2001;3089.0;11220.0;;
