ID;BedrijfstakkenBranches;Perioden;Waarde_1;Prijs_2;Volume_3;Waarde_4;Prijs_5;Volume_6;Waarde_7;Volume_8;Waarde_9;Volume_10
24;Traditionele Horeca;2009;101.1;98.1;103.1;-5.3;2.3;-7.4;101.1;103.1;-5.3;-7.4
25;Traditionele Horeca;2010 1e kwartaal;83.7;99.3;84.3;-5.6;2.0;-7.4;98.5;99.2;0.1;-0.2
26;Traditionele Horeca;2010 2e kwartaal;104.6;100.1;104.5;-3.4;2.0;-5.4;98.1;98.4;-0.4;-0.8
27;Traditionele Horeca;2010 3e kwartaal;109.6;100.0;109.6;0.7;2.0;-1.2;100.8;100.5;2.7;2.2
28;Traditionele Horeca;2010 4e kwartaal;102.1;100.7;101.4;3.4;1.9;1.5;102.6;101.8;1.8;1.3
29;Traditionele Horeca;2010;100.0;100.0;100.0;-1.1;2.0;-3.0;100.0;100.0;-1.1;-3.0
30;Traditionele Horeca;2011 1e kwartaal;88.9;101.6;87.4;6.2;2.4;3.8;103.8;102.0;1.2;0.1
31;Traditionele Horeca;2011 2e kwartaal;112.0;102.8;108.9;7.0;2.7;4.2;104.7;102.2;0.9;0.2
32;Traditionele Horeca;2011 3e kwartaal;112.9;102.7;110.0;3.0;2.6;0.3;104.9;102.1;0.2;-0.1
33;Traditionele Horeca;2011 4e kwartaal;105.4;103.2;102.1;3.3;2.5;0.7;105.7;102.3;0.7;0.2
34;Traditionele Horeca;2011;104.8;102.6;102.1;4.8;2.6;2.1;104.8;102.1;4.8;2.1
35;Traditionele Horeca;2012 1e kwartaal;91.9;103.3;88.9;3.4;1.6;1.7;106.3;102.6;0.6;0.3
36;Traditionele Horeca;2012 2e kwartaal;113.5;104.6;108.5;1.4;1.8;-0.4;106.5;101.9;0.2;-0.6
37;Traditionele Horeca;2012 3e kwartaal;113.7;104.6;108.7;0.7;1.9;-1.2;105.6;100.9;-0.8;-1.0
38;Traditionele Horeca;2012 4e kwartaal;104.5;104.8;99.7;-0.9;1.5;-2.4;105.2;100.3;-0.4;-0.6
39;Traditionele Horeca;2012;105.9;104.3;101.4;1.1;1.7;-0.7;105.9;101.4;1.1;-0.7
40;Traditionele Horeca;2013 1e kwartaal;89.0;105.1;84.7;-3.2;1.7;-4.8;105.0;99.5;-0.2;-0.8
41;Traditionele Horeca;2013 2e kwartaal;114.2;106.1;107.6;0.6;1.4;-0.8;106.6;100.7;1.5;1.2
42;Traditionele Horeca;2013 3e kwartaal;116.6;106.7;109.3;2.5;1.9;0.6;107.7;101.1;1.0;0.4
43;Traditionele Horeca;2013 4e kwartaal;107.9;106.5;101.3;3.3;1.6;1.6;108.4;101.6;0.6;0.5
44;Traditionele Horeca;2013;106.9;106.1;100.7;0.9;1.7;-0.7;106.9;100.7;0.9;-0.7
45;Traditionele Horeca;2014 1e kwartaal;95.2;106.5;89.3;7.0;1.4;5.5;110.2;103.2;1.7;1.5
46;Traditionele Horeca;2014 2e kwartaal;119.7;107.7;111.2;4.9;1.4;3.4;112.1;104.5;1.6;1.3
47;Traditionele Horeca;2014 3e kwartaal;121.8;108.1;112.7;4.5;1.3;3.1;113.3;105.3;1.1;0.8
48;Traditionele Horeca;2014 4e kwartaal;113.8;107.8;105.6;5.5;1.2;4.2;114.9;106.6;1.4;1.2
49;Traditionele Horeca;2014;112.6;107.5;104.7;5.3;1.3;4.0;112.6;104.9;5.4;4.1
50;Traditionele Horeca;2015 1e kwartaal;98.5;107.9;91.3;3.5;1.3;2.2;115.8;106.9;0.8;0.3
51;Traditionele Horeca;2015 2e kwartaal;127.2;109.5;116.2;6.3;1.7;4.5;119.3;109.6;3.0;2.5
52;Traditionele Horeca;2015 3e kwartaal;129.3;110.4;117.1;6.2;2.2;4.0;119.7;109.2;0.3;-0.4
53;Traditionele Horeca;2015 4e kwartaal;121.9;109.8;111.0;7.1;1.9;5.1;122.1;110.9;2.0;1.5
54;Traditionele Horeca;2015;119.2;109.4;108.9;5.9;1.8;4.0;119.2;109.2;5.9;4.1
55;Traditionele Horeca;2016 1e kwartaal;105.5;110.7;95.3;7.1;2.5;4.4;123.3;111.0;1.0;0.1
56;Traditionele Horeca;2016 2e kwartaal;133.4;112.4;118.7;4.9;2.7;2.1;124.7;111.5;1.1;0.5
57;Traditionele Horeca;2016 3e kwartaal;140.4;113.3;123.8;8.5;2.7;5.7;128.2;113.9;2.9;2.2
58;Traditionele Horeca;2016 4e kwartaal;128.7;112.3;114.6;5.6;2.3;3.3;129.8;115.3;1.2;1.2
59;Traditionele Horeca;2016;127.0;112.2;113.1;6.5;2.5;3.9;126.5;112.9;6.1;3.4
60;Traditionele Horeca;2017 1e kwartaal;113.7;112.9;100.7;7.8;2.0;5.7;133.2;117.3;2.6;1.8
61;Traditionele Horeca;2017 2e kwartaal;145.6;115.4;126.2;9.1;2.7;6.3;135.7;118.2;1.9;0.8
62;Traditionele Horeca;2017 3e kwartaal;149.0;116.6;127.9;6.2;2.8;3.2;137.2;119.1;1.1;0.8
63;Traditionele Horeca;2017 4e kwartaal;137.5;114.9;119.7;6.8;2.3;4.4;137.8;119.8;0.5;0.6
64;Traditionele Horeca;2017;136.5;115.0;118.6;7.4;2.6;4.9;136.0;118.6;7.5;5.1
65;I Horeca;2005 1e kwartaal;81.7;;;;;;94.0;;;
66;I Horeca;2005 2e kwartaal;99.2;;;;;;93.9;;-0.2;
67;I Horeca;2005 3e kwartaal;103.5;;;;;;96.4;;2.7;
68;I Horeca;2005 4e kwartaal;97.0;;;;;;97.1;;0.8;
69;I Horeca;2005;95.3;;;;;;95.3;;;
70;I Horeca;2006 1e kwartaal;84.6;;;3.5;;;97.7;;0.6;
71;I Horeca;2006 2e kwartaal;104.5;;;5.3;;;99.4;;1.8;
72;I Horeca;2006 3e kwartaal;108.7;;;5.0;;;100.8;;1.4;
73;I Horeca;2006 4e kwartaal;102.0;;;5.1;;;101.7;;0.9;
74;I Horeca;2006;99.9;;;4.8;;;99.9;;4.8;
75;I Horeca;2007 1e kwartaal;90.7;;;7.2;;;103.1;;1.3;
76;I Horeca;2007 2e kwartaal;112.1;;;7.3;;;105.9;;2.7;
77;I Horeca;2007 3e kwartaal;112.4;;;3.4;;;105.6;;-0.3;
78;I Horeca;2007 4e kwartaal;106.4;;;4.4;;;106.9;;1.3;
79;I Horeca;2007;105.4;;;5.5;;;105.4;;5.5;
80;I Horeca;2008 1e kwartaal;94.1;;;3.8;;;107.2;;0.2;
81;I Horeca;2008 2e kwartaal;112.8;;;0.7;;;106.3;;-0.9;
82;I Horeca;2008 3e kwartaal;111.4;;;-0.9;;;104.4;;-1.8;
83;I Horeca;2008 4e kwartaal;103.5;;;-2.7;;;104.1;;-0.2;
84;I Horeca;2008;105.5;;;0.1;;;105.5;;0.1;
85;I Horeca;2009 1e kwartaal;89.7;;;-4.7;;;102.8;;-1.3;
86;I Horeca;2009 2e kwartaal;107.1;;;-5.1;;;101.1;;-1.6;
87;I Horeca;2009 3e kwartaal;107.1;;;-3.8;;;99.9;;-1.2;
88;I Horeca;2009 4e kwartaal;97.9;;;-5.5;;;97.9;;-2.0;
89;I Horeca;2009;100.4;;;-4.8;;;100.4;;-4.8;
90;I Horeca;2010 1e kwartaal;85.8;;;-4.3;;;99.1;;1.3;
91;I Horeca;2010 2e kwartaal;103.8;;;-3.1;;;97.7;;-1.4;
92;I Horeca;2010 3e kwartaal;108.7;;;1.5;;;100.7;;3.1;
93;I Horeca;2010 4e kwartaal;101.7;;;3.9;;;102.4;;1.6;
94;I Horeca;2010;100.0;;;-0.4;;;100.0;;-0.4;
95;I Horeca;2011 1e kwartaal;89.4;;;4.2;;;103.0;;0.6;
96;I Horeca;2011 2e kwartaal;110.5;;;6.5;;;103.8;;0.8;
97;I Horeca;2011 3e kwartaal;111.3;;;2.4;;;104.0;;0.1;
98;I Horeca;2011 4e kwartaal;104.3;;;2.6;;;104.7;;0.7;
99;I Horeca;2011;103.9;;;3.9;;;103.9;;3.9;
100;I Horeca;2012 1e kwartaal;91.9;;;2.7;;;105.3;;0.6;
101;I Horeca;2012 2e kwartaal;112.7;;;1.9;;;105.9;;0.6;
102;I Horeca;2012 3e kwartaal;112.6;;;1.1;;;105.1;;-0.8;
103;I Horeca;2012 4e kwartaal;103.6;;;-0.7;;;104.4;;-0.6;
104;I Horeca;2012;105.2;;;1.2;;;105.2;;1.2;
105;I Horeca;2013 1e kwartaal;88.9;;;-3.2;;;103.7;;-0.7;
106;I Horeca;2013 2e kwartaal;112.6;;;0.0;;;105.5;;1.7;
107;I Horeca;2013 3e kwartaal;116.0;;;3.0;;;107.7;;2.1;
108;I Horeca;2013 4e kwartaal;107.0;;;3.2;;;107.7;;0.0;
109;I Horeca;2013;106.1;;;0.9;;;106.1;;0.9;
110;I Horeca;2014 1e kwartaal;94.9;;;6.7;;;109.1;;1.3;
111;I Horeca;2014 2e kwartaal;118.0;;;4.8;;;110.9;;1.6;
112;I Horeca;2014 3e kwartaal;120.9;;;4.2;;;112.6;;1.6;
113;I Horeca;2014 4e kwartaal;112.4;;;5.1;;;113.5;;0.8;
114;I Horeca;2014;111.5;;;5.1;;;111.5;;5.1;
115;I Horeca;2015 1e kwartaal;98.2;;;3.5;;;114.6;;1.0;
116;I Horeca;2015 2e kwartaal;125.1;;;6.0;;;117.9;;2.9;
117;I Horeca;2015 3e kwartaal;128.7;;;6.4;;;118.8;;0.8;
118;I Horeca;2015 4e kwartaal;120.1;;;6.9;;;120.7;;1.6;
119;I Horeca;2015;118.0;;;5.8;;;118.0;;5.8;
120;I Horeca;2016 1e kwartaal;105.0;;;7.0;;;122.0;;1.0;
121;I Horeca;2016 2e kwartaal;131.1;;;4.8;;;123.4;;1.2;
122;I Horeca;2016 3e kwartaal;139.1;;;8.1;;;126.7;;2.7;
123;I Horeca;2016 4e kwartaal;126.1;;;5.0;;;127.5;;0.6;
124;I Horeca;2016;125.3;;;6.2;;;124.9;;5.8;
125;I Horeca;2017 1e kwartaal;111.8;;;6.4;;;130.4;;2.3;
126;I Horeca;2017 2e kwartaal;141.7;;;8.1;;;132.8;;1.8;
127;I Horeca;2017 3e kwartaal;146.9;;;5.6;;;134.4;;1.3;
128;I Horeca;2017 4e kwartaal;133.6;;;5.9;;;134.7;;0.2;
129;I Horeca;2017;133.5;;;6.5;;;133.1;;6.6;
130;55 Logiesverstrekking;2005 1e kwartaal;76.1;;;;;;90.9;;;
131;55 Logiesverstrekking;2005 2e kwartaal;97.6;;;;;;88.7;;-2.4;
132;55 Logiesverstrekking;2005 3e kwartaal;100.0;;;;;;90.7;;2.2;
133;55 Logiesverstrekking;2005 4e kwartaal;89.0;;;;;;92.4;;1.9;
134;55 Logiesverstrekking;2005;90.7;;;;;;90.7;;;
135;55 Logiesverstrekking;2006 1e kwartaal;77.8;;;2.3;;;92.3;;-0.2;
136;55 Logiesverstrekking;2006 2e kwartaal;105.9;;;8.5;;;96.2;;4.2;
137;55 Logiesverstrekking;2006 3e kwartaal;105.1;;;5.1;;;96.4;;0.2;
138;55 Logiesverstrekking;2006 4e kwartaal;92.9;;;4.3;;;96.8;;0.5;
139;55 Logiesverstrekking;2006;95.4;;;5.2;;;95.4;;5.2;
140;55 Logiesverstrekking;2007 1e kwartaal;82.8;;;6.4;;;98.2;;1.4;
141;55 Logiesverstrekking;2007 2e kwartaal;111.0;;;4.8;;;101.0;;2.8;
142;55 Logiesverstrekking;2007 3e kwartaal;109.9;;;4.5;;;101.4;;0.5;
143;55 Logiesverstrekking;2007 4e kwartaal;99.4;;;7.1;;;102.6;;1.2;
144;55 Logiesverstrekking;2007;100.8;;;5.6;;;100.8;;5.6;
145;55 Logiesverstrekking;2008 1e kwartaal;88.1;;;6.4;;;105.1;;2.4;
146;55 Logiesverstrekking;2008 2e kwartaal;115.4;;;4.0;;;104.7;;-0.4;
147;55 Logiesverstrekking;2008 3e kwartaal;111.2;;;1.2;;;101.5;;-3.0;
148;55 Logiesverstrekking;2008 4e kwartaal;97.9;;;-1.6;;;101.1;;-0.4;
149;55 Logiesverstrekking;2008;103.1;;;2.3;;;103.1;;2.3;
150;55 Logiesverstrekking;2009 1e kwartaal;84.3;;;-4.3;;;100.7;;-0.5;
151;55 Logiesverstrekking;2009 2e kwartaal;107.6;;;-6.7;;;98.4;;-2.2;
152;55 Logiesverstrekking;2009 3e kwartaal;108.8;;;-2.1;;;99.6;;1.2;
153;55 Logiesverstrekking;2009 4e kwartaal;91.5;;;-6.5;;;93.4;;-6.2;
154;55 Logiesverstrekking;2009;98.1;;;-4.9;;;98.0;;-4.9;
155;55 Logiesverstrekking;2010 1e kwartaal;81.6;;;-3.3;;;99.5;;6.5;
156;55 Logiesverstrekking;2010 2e kwartaal;106.1;;;-1.4;;;97.0;;-2.5;
157;55 Logiesverstrekking;2010 3e kwartaal;111.7;;;2.6;;;100.3;;3.4;
158;55 Logiesverstrekking;2010 4e kwartaal;100.7;;;10.1;;;103.2;;3.0;
159;55 Logiesverstrekking;2010;100.0;;;2.0;;;100.0;;2.0;
160;55 Logiesverstrekking;2011 1e kwartaal;83.6;;;2.5;;;102.2;;-1.0;
161;55 Logiesverstrekking;2011 2e kwartaal;113.0;;;6.5;;;103.0;;0.7;
162;55 Logiesverstrekking;2011 3e kwartaal;113.9;;;1.9;;;102.0;;-1.0;
163;55 Logiesverstrekking;2011 4e kwartaal;100.3;;;-0.4;;;103.6;;1.6;
164;55 Logiesverstrekking;2011;102.7;;;2.7;;;102.7;;2.7;
165;55 Logiesverstrekking;2012 1e kwartaal;85.9;;;2.7;;;104.6;;1.0;
166;55 Logiesverstrekking;2012 2e kwartaal;117.5;;;4.0;;;106.6;;1.8;
167;55 Logiesverstrekking;2012 3e kwartaal;116.0;;;1.9;;;105.1;;-1.4;
168;55 Logiesverstrekking;2012 4e kwartaal;99.3;;;-1.0;;;102.4;;-2.6;
169;55 Logiesverstrekking;2012;104.7;;;1.9;;;104.7;;1.9;
170;55 Logiesverstrekking;2013 1e kwartaal;82.2;;;-4.2;;;101.2;;-1.1;
171;55 Logiesverstrekking;2013 2e kwartaal;115.5;;;-1.7;;;104.8;;3.6;
172;55 Logiesverstrekking;2013 3e kwartaal;123.4;;;6.4;;;110.7;;5.6;
173;55 Logiesverstrekking;2013 4e kwartaal;103.3;;;4.1;;;107.7;;-2.7;
174;55 Logiesverstrekking;2013;106.1;;;1.4;;;106.1;;1.4;
175;55 Logiesverstrekking;2014 1e kwartaal;87.1;;;5.9;;;107.8;;0.1;
176;55 Logiesverstrekking;2014 2e kwartaal;121.1;;;4.9;;;110.0;;2.1;
177;55 Logiesverstrekking;2014 3e kwartaal;128.1;;;3.8;;;113.5;;3.2;
178;55 Logiesverstrekking;2014 4e kwartaal;107.4;;;3.9;;;112.4;;-1.0;
179;55 Logiesverstrekking;2014;110.9;;;4.5;;;110.9;;4.6;
180;55 Logiesverstrekking;2015 1e kwartaal;90.9;;;4.3;;;114.5;;1.8;
181;55 Logiesverstrekking;2015 2e kwartaal;128.5;;;6.1;;;117.7;;2.8;
182;55 Logiesverstrekking;2015 3e kwartaal;138.8;;;8.4;;;120.1;;2.1;
183;55 Logiesverstrekking;2015 4e kwartaal;114.1;;;6.3;;;120.0;;-0.1;
184;55 Logiesverstrekking;2015;118.1;;;6.5;;;118.1;;6.4;
185;55 Logiesverstrekking;2016 1e kwartaal;96.7;;;6.4;;;121.3;;1.1;
186;55 Logiesverstrekking;2016 2e kwartaal;133.8;;;4.1;;;122.9;;1.3;
187;55 Logiesverstrekking;2016 3e kwartaal;146.2;;;5.4;;;125.0;;1.7;
188;55 Logiesverstrekking;2016 4e kwartaal;119.5;;;4.7;;;125.8;;0.6;
189;55 Logiesverstrekking;2016;124.1;;;5.1;;;123.7;;4.8;
190;55 Logiesverstrekking;2017 1e kwartaal;104.1;;;7.6;;;131.2;;4.3;
191;55 Logiesverstrekking;2017 2e kwartaal;147.5;;;10.3;;;133.2;;1.5;
192;55 Logiesverstrekking;2017 3e kwartaal;156.0;;;6.7;;;135.4;;1.7;
193;55 Logiesverstrekking;2017 4e kwartaal;129.6;;;8.4;;;138.1;;2.0;
194;55 Logiesverstrekking;2017;134.3;;;8.3;;;134.5;;8.7;
195;551 Hotels;2005 1e kwartaal;73.1;;;;;;91.0;;;
196;551 Hotels;2005 2e kwartaal;100.9;;;;;;91.3;;0.3;
197;551 Hotels;2005 3e kwartaal;99.1;;;;;;93.0;;1.9;
198;551 Hotels;2005 4e kwartaal;96.8;;;;;;94.7;;1.8;
199;551 Hotels;2005;92.5;;;;;;92.5;;;
200;551 Hotels;2006 1e kwartaal;75.9;;;3.9;;;93.0;;-1.8;
201;551 Hotels;2006 2e kwartaal;109.7;;;8.7;;;99.1;;6.6;
202;551 Hotels;2006 3e kwartaal;104.8;;;5.7;;;99.6;;0.5;
203;551 Hotels;2006 4e kwartaal;102.1;;;5.5;;;100.8;;1.2;
204;551 Hotels;2006;98.1;;;6.1;;;98.1;;6.1;
205;551 Hotels;2007 1e kwartaal;84.7;;;11.6;;;103.0;;2.2;
206;551 Hotels;2007 2e kwartaal;115.1;;;4.9;;;104.1;;1.1;
207;551 Hotels;2007 3e kwartaal;109.9;;;4.9;;;105.4;;1.2;
208;551 Hotels;2007 4e kwartaal;110.0;;;7.7;;;107.3;;1.8;
209;551 Hotels;2007;104.9;;;6.9;;;105.0;;7.0;
210;551 Hotels;2008 1e kwartaal;90.2;;;6.5;;;110.6;;3.1;
211;551 Hotels;2008 2e kwartaal;120.9;;;5.0;;;109.0;;-1.4;
212;551 Hotels;2008 3e kwartaal;111.7;;;1.6;;;105.4;;-3.3;
213;551 Hotels;2008 4e kwartaal;105.6;;;-4.0;;;103.3;;-2.0;
214;551 Hotels;2008;107.1;;;2.1;;;107.1;;2.0;
215;551 Hotels;2009 1e kwartaal;81.8;;;-9.3;;;100.4;;-2.8;
216;551 Hotels;2009 2e kwartaal;107.9;;;-10.8;;;97.9;;-2.5;
217;551 Hotels;2009 3e kwartaal;104.2;;;-6.7;;;99.1;;1.2;
218;551 Hotels;2009 4e kwartaal;96.7;;;-8.4;;;93.0;;-6.2;
219;551 Hotels;2009;97.6;;;-8.8;;;97.6;;-8.8;
220;551 Hotels;2010 1e kwartaal;78.2;;;-4.4;;;98.8;;6.2;
221;551 Hotels;2010 2e kwartaal;107.0;;;-0.8;;;97.2;;-1.6;
222;551 Hotels;2010 3e kwartaal;109.0;;;4.7;;;100.9;;3.8;
223;551 Hotels;2010 4e kwartaal;105.7;;;9.4;;;103.1;;2.2;
224;551 Hotels;2010;100.0;;;2.4;;;100.0;;2.5;
225;551 Hotels;2011 1e kwartaal;83.7;;;7.0;;;104.7;;1.6;
226;551 Hotels;2011 2e kwartaal;115.7;;;8.1;;;104.4;;-0.3;
227;551 Hotels;2011 3e kwartaal;112.3;;;3.0;;;103.6;;-0.8;
228;551 Hotels;2011 4e kwartaal;106.6;;;0.8;;;105.5;;1.8;
229;551 Hotels;2011;104.6;;;4.6;;;104.6;;4.6;
230;551 Hotels;2012 1e kwartaal;86.0;;;2.8;;;106.1;;0.6;
231;551 Hotels;2012 2e kwartaal;119.8;;;3.5;;;107.5;;1.3;
232;551 Hotels;2012 3e kwartaal;112.3;;;0.0;;;105.5;;-1.9;
233;551 Hotels;2012 4e kwartaal;104.2;;;-2.2;;;103.1;;-2.3;
234;551 Hotels;2012;105.6;;;1.0;;;105.6;;1.0;
235;551 Hotels;2013 1e kwartaal;81.9;;;-4.8;;;101.9;;-1.2;
236;551 Hotels;2013 2e kwartaal;118.5;;;-1.0;;;106.5;;4.5;
237;551 Hotels;2013 3e kwartaal;117.2;;;4.4;;;108.6;;2.0;
238;551 Hotels;2013 4e kwartaal;107.1;;;2.7;;;107.5;;-1.0;
239;551 Hotels;2013;106.2;;;0.6;;;106.1;;0.5;
240;551 Hotels;2014 1e kwartaal;87.7;;;7.1;;;109.6;;2.0;
241;551 Hotels;2014 2e kwartaal;125.7;;;6.0;;;112.1;;2.3;
242;551 Hotels;2014 3e kwartaal;123.7;;;5.6;;;114.0;;1.7;
243;551 Hotels;2014 4e kwartaal;113.5;;;6.0;;;114.9;;0.8;
244;551 Hotels;2014;112.6;;;6.1;;;112.7;;6.1;
245;551 Hotels;2015 1e kwartaal;91.6;;;4.5;;;116.1;;1.1;
246;551 Hotels;2015 2e kwartaal;132.4;;;5.4;;;119.2;;2.7;
247;551 Hotels;2015 3e kwartaal;134.6;;;8.8;;;122.1;;2.4;
248;551 Hotels;2015 4e kwartaal;121.2;;;6.8;;;122.3;;0.2;
249;551 Hotels;2015;120.0;;;6.5;;;120.0;;6.5;
250;551 Hotels;2016 1e kwartaal;98.2;;;7.2;;;124.0;;1.3;
251;551 Hotels;2016 2e kwartaal;139.3;;;5.2;;;124.9;;0.7;
252;551 Hotels;2016 3e kwartaal;139.2;;;3.4;;;125.6;;0.6;
253;551 Hotels;2016 4e kwartaal;126.5;;;4.4;;;127.6;;1.6;
254;551 Hotels;2016;125.8;;;4.9;;;125.5;;4.6;
255;551 Hotels;2017 1e kwartaal;105.9;;;7.9;;;133.3;;4.5;
256;551 Hotels;2017 2e kwartaal;152.0;;;9.1;;;134.7;;1.0;
257;551 Hotels;2017 3e kwartaal;149.7;;;7.5;;;137.8;;2.3;
258;551 Hotels;2017 4e kwartaal;139.2;;;10.1;;;142.4;;3.3;
259;551 Hotels;2017;136.7;;;8.7;;;137.0;;9.2;
260;56 Eet- en drinkgelegenheden;2005 1e kwartaal;83.8;;;;;;95.2;;;
261;56 Eet- en drinkgelegenheden;2005 2e kwartaal;99.8;;;;;;95.8;;0.6;
262;56 Eet- en drinkgelegenheden;2005 3e kwartaal;104.8;;;;;;98.5;;2.8;
263;56 Eet- en drinkgelegenheden;2005 4e kwartaal;100.0;;;;;;98.9;;0.4;
264;56 Eet- en drinkgelegenheden;2005;97.1;;;;;;97.1;;;
265;56 Eet- en drinkgelegenheden;2006 1e kwartaal;87.1;;;3.9;;;99.7;;0.8;
266;56 Eet- en drinkgelegenheden;2006 2e kwartaal;103.9;;;4.2;;;100.6;;0.9;
267;56 Eet- en drinkgelegenheden;2006 3e kwartaal;110.0;;;5.0;;;102.5;;1.8;
268;56 Eet- en drinkgelegenheden;2006 4e kwartaal;105.4;;;5.4;;;103.6;;1.1;
269;56 Eet- en drinkgelegenheden;2006;101.6;;;4.7;;;101.6;;4.6;
270;56 Eet- en drinkgelegenheden;2007 1e kwartaal;93.6;;;7.5;;;105.0;;1.3;
271;56 Eet- en drinkgelegenheden;2007 2e kwartaal;112.5;;;8.2;;;107.7;;2.6;
272;56 Eet- en drinkgelegenheden;2007 3e kwartaal;113.3;;;3.0;;;107.1;;-0.6;
273;56 Eet- en drinkgelegenheden;2007 4e kwartaal;109.0;;;3.5;;;108.6;;1.4;
274;56 Eet- en drinkgelegenheden;2007;107.1;;;5.4;;;107.1;;5.4;
275;56 Eet- en drinkgelegenheden;2008 1e kwartaal;96.4;;;3.0;;;108.0;;-0.5;
276;56 Eet- en drinkgelegenheden;2008 2e kwartaal;111.9;;;-0.5;;;106.9;;-1.1;
277;56 Eet- en drinkgelegenheden;2008 3e kwartaal;111.5;;;-1.6;;;105.4;;-1.4;
278;56 Eet- en drinkgelegenheden;2008 4e kwartaal;105.7;;;-3.1;;;105.3;;-0.1;
279;56 Eet- en drinkgelegenheden;2008;106.4;;;-0.7;;;106.4;;-0.7;
280;56 Eet- en drinkgelegenheden;2009 1e kwartaal;91.7;;;-4.9;;;103.6;;-1.6;
281;56 Eet- en drinkgelegenheden;2009 2e kwartaal;106.9;;;-4.5;;;102.1;;-1.4;
282;56 Eet- en drinkgelegenheden;2009 3e kwartaal;106.5;;;-4.5;;;100.0;;-2.1;
283;56 Eet- en drinkgelegenheden;2009 4e kwartaal;100.3;;;-5.1;;;99.6;;-0.5;
284;56 Eet- en drinkgelegenheden;2009;101.3;;;-4.7;;;101.3;;-4.7;
285;56 Eet- en drinkgelegenheden;2010 1e kwartaal;87.4;;;-4.7;;;99.0;;-0.6;
286;56 Eet- en drinkgelegenheden;2010 2e kwartaal;102.9;;;-3.7;;;98.0;;-1.0;
287;56 Eet- en drinkgelegenheden;2010 3e kwartaal;107.6;;;1.1;;;100.9;;2.9;
288;56 Eet- en drinkgelegenheden;2010 4e kwartaal;102.0;;;1.8;;;102.1;;1.1;
289;56 Eet- en drinkgelegenheden;2010;100.0;;;-1.3;;;100.0;;-1.3;
290;56 Eet- en drinkgelegenheden;2011 1e kwartaal;91.6;;;4.8;;;103.3;;1.2;
291;56 Eet- en drinkgelegenheden;2011 2e kwartaal;109.6;;;6.5;;;104.2;;0.8;
