ID;BedrijfstakkenBranches;Perioden;Waarde_1;Prijs_2;Volume_3;Waarde_4;Prijs_5;Volume_6;Waarde_7;Volume_8;Waarde_9;Volume_10
504;56102 Fastfoodrestaurants, ijssalons etc;2014;116.5;109.4;106.4;5.4;1.9;3.4;116.5;106.5;5.4;3.4
505;56102 Fastfoodrestaurants, ijssalons etc;2015 1e kwartaal;102.1;110.1;92.7;0.7;1.1;-0.5;119.2;108.2;0.9;0.8
506;56102 Fastfoodrestaurants, ijssalons etc;2015 2e kwartaal;131.0;110.6;118.4;5.5;1.1;4.4;121.5;109.7;1.9;1.4
507;56102 Fastfoodrestaurants, ijssalons etc;2015 3e kwartaal;134.6;110.9;121.3;4.7;1.2;3.5;121.2;109.3;-0.2;-0.4
508;56102 Fastfoodrestaurants, ijssalons etc;2015 4e kwartaal;121.4;111.2;109.1;8.6;1.4;7.2;127.2;114.5;5.0;4.8
509;56102 Fastfoodrestaurants, ijssalons etc;2015;122.3;110.7;110.4;5.0;1.2;3.7;122.3;110.4;5.0;3.7
510;56102 Fastfoodrestaurants, ijssalons etc;2016 1e kwartaal;110.9;111.7;99.3;8.6;1.4;7.0;127.9;114.6;0.5;0.1
511;56102 Fastfoodrestaurants, ijssalons etc;2016 2e kwartaal;139.0;112.1;124.0;6.1;1.3;4.7;129.8;115.8;1.5;1.0
512;56102 Fastfoodrestaurants, ijssalons etc;2016 3e kwartaal;151.5;113.5;133.5;12.6;2.3;10.0;135.2;119.2;4.2;3.0
513;56102 Fastfoodrestaurants, ijssalons etc;2016 4e kwartaal;133.6;114.4;116.8;10.1;2.9;7.0;139.7;121.9;3.3;2.2
514;56102 Fastfoodrestaurants, ijssalons etc;2016;133.7;112.9;118.4;9.4;2.0;7.2;133.2;117.9;8.9;6.8
515;56102 Fastfoodrestaurants, ijssalons etc;2017 1e kwartaal;122.2;115.5;105.8;10.2;3.4;6.6;140.9;122.3;0.9;0.3
516;56102 Fastfoodrestaurants, ijssalons etc;2017 2e kwartaal;155.3;116.0;133.8;11.7;3.5;7.9;144.3;124.4;2.4;1.7
517;56102 Fastfoodrestaurants, ijssalons etc;2017 3e kwartaal;162.2;116.9;138.8;7.1;3.0;4.0;146.2;125.2;1.3;0.7
518;56102 Fastfoodrestaurants, ijssalons etc;2017 4e kwartaal;143.1;117.4;121.9;7.1;2.6;4.4;147.8;125.8;1.1;0.5
519;56102 Fastfoodrestaurants, ijssalons etc;2017;145.7;116.5;125.1;8.9;3.2;5.7;144.8;124.4;8.7;5.5
520;562 Kantines en catering;2005 1e kwartaal;85.4;;;;;;90.6;;;
521;562 Kantines en catering;2005 2e kwartaal;90.1;;;;;;90.0;;-0.7;
522;562 Kantines en catering;2005 3e kwartaal;90.6;;;;;;91.8;;2.0;
523;562 Kantines en catering;2005 4e kwartaal;98.4;;;;;;92.2;;0.4;
524;562 Kantines en catering;2005;91.1;;;;;;91.1;;;
525;562 Kantines en catering;2006 1e kwartaal;88.3;;;3.5;;;93.9;;1.8;
526;562 Kantines en catering;2006 2e kwartaal;93.3;;;3.6;;;92.9;;-1.1;
527;562 Kantines en catering;2006 3e kwartaal;95.4;;;5.3;;;97.0;;4.4;
528;562 Kantines en catering;2006 4e kwartaal;105.0;;;6.7;;;98.1;;1.1;
529;562 Kantines en catering;2006;95.5;;;4.8;;;95.5;;4.7;
530;562 Kantines en catering;2007 1e kwartaal;93.4;;;5.7;;;99.4;;1.3;
531;562 Kantines en catering;2007 2e kwartaal;105.2;;;12.7;;;104.1;;4.7;
532;562 Kantines en catering;2007 3e kwartaal;103.6;;;8.7;;;106.2;;2.0;
533;562 Kantines en catering;2007 4e kwartaal;116.5;;;11.0;;;108.9;;2.5;
534;562 Kantines en catering;2007;104.7;;;9.6;;;104.7;;9.6;
535;562 Kantines en catering;2008 1e kwartaal;101.5;;;8.7;;;107.6;;-1.2;
536;562 Kantines en catering;2008 2e kwartaal;107.3;;;2.1;;;105.5;;-2.0;
537;562 Kantines en catering;2008 3e kwartaal;101.4;;;-2.2;;;104.3;;-1.1;
538;562 Kantines en catering;2008 4e kwartaal;110.9;;;-4.8;;;103.8;;-0.5;
539;562 Kantines en catering;2008;105.3;;;0.6;;;105.3;;0.6;
540;562 Kantines en catering;2009 1e kwartaal;96.0;;;-5.4;;;101.5;;-2.2;
541;562 Kantines en catering;2009 2e kwartaal;100.4;;;-6.4;;;98.3;;-3.2;
542;562 Kantines en catering;2009 3e kwartaal;90.6;;;-10.6;;;93.4;;-5.0;
543;562 Kantines en catering;2009 4e kwartaal;104.0;;;-6.3;;;97.7;;4.6;
544;562 Kantines en catering;2009;97.7;;;-7.2;;;97.7;;-7.2;
545;562 Kantines en catering;2010 1e kwartaal;96.0;;;0.0;;;101.4;;3.8;
546;562 Kantines en catering;2010 2e kwartaal;99.1;;;-1.3;;;96.5;;-4.8;
547;562 Kantines en catering;2010 3e kwartaal;98.5;;;8.8;;;101.6;;5.3;
548;562 Kantines en catering;2010 4e kwartaal;106.4;;;2.3;;;100.4;;-1.2;
549;562 Kantines en catering;2010;100.0;;;2.3;;;100.0;;2.3;
550;562 Kantines en catering;2011 1e kwartaal;96.2;;;0.2;;;102.2;;1.8;
551;562 Kantines en catering;2011 2e kwartaal;104.6;;;5.6;;;101.3;;-0.9;
552;562 Kantines en catering;2011 3e kwartaal;99.0;;;0.5;;;102.1;;0.8;
553;562 Kantines en catering;2011 4e kwartaal;108.9;;;2.3;;;103.0;;0.9;
554;562 Kantines en catering;2011;102.2;;;2.2;;;102.2;;2.2;
555;562 Kantines en catering;2012 1e kwartaal;95.7;;;-0.6;;;102.3;;-0.7;
556;562 Kantines en catering;2012 2e kwartaal;107.8;;;3.1;;;103.7;;1.4;
557;562 Kantines en catering;2012 3e kwartaal;99.5;;;0.5;;;102.6;;-1.1;
558;562 Kantines en catering;2012 4e kwartaal;108.0;;;-0.8;;;102.5;;-0.1;
559;562 Kantines en catering;2012;102.8;;;0.6;;;102.8;;0.6;
560;562 Kantines en catering;2013 1e kwartaal;92.4;;;-3.4;;;99.1;;-3.3;
561;562 Kantines en catering;2013 2e kwartaal;106.4;;;-1.3;;;101.9;;2.8;
562;562 Kantines en catering;2013 3e kwartaal;100.1;;;0.6;;;103.1;;1.2;
563;562 Kantines en catering;2013 4e kwartaal;109.0;;;1.0;;;103.9;;0.8;
564;562 Kantines en catering;2013;102.0;;;-0.8;;;102.0;;-0.8;
565;562 Kantines en catering;2014 1e kwartaal;99.2;;;7.3;;;106.4;;2.4;
566;562 Kantines en catering;2014 2e kwartaal;112.4;;;5.6;;;107.8;;1.3;
567;562 Kantines en catering;2014 3e kwartaal;105.6;;;5.5;;;108.8;;0.9;
568;562 Kantines en catering;2014 4e kwartaal;115.7;;;6.1;;;109.8;;0.9;
569;562 Kantines en catering;2014;108.2;;;6.1;;;108.2;;6.1;
570;562 Kantines en catering;2015 1e kwartaal;101.9;;;2.8;;;110.0;;0.2;
571;562 Kantines en catering;2015 2e kwartaal;116.1;;;3.4;;;112.1;;1.9;
572;562 Kantines en catering;2015 3e kwartaal;113.0;;;7.0;;;115.5;;3.0;
573;562 Kantines en catering;2015 4e kwartaal;123.3;;;6.5;;;116.7;;1.1;
574;562 Kantines en catering;2015;113.6;;;5.0;;;113.6;;5.0;
575;562 Kantines en catering;2016 1e kwartaal;109.6;;;7.6;;;118.6;;1.6;
576;562 Kantines en catering;2016 2e kwartaal;123.5;;;6.3;;;119.3;;0.6;
577;562 Kantines en catering;2016 3e kwartaal;118.7;;;5.1;;;120.3;;0.9;
578;562 Kantines en catering;2016 4e kwartaal;125.1;;;1.5;;;118.6;;-1.5;
579;562 Kantines en catering;2016;119.2;;;5.0;;;119.2;;4.9;
580;562 Kantines en catering;2017 1e kwartaal;108.7;;;-0.8;;;117.7;;-0.7;
581;562 Kantines en catering;2017 2e kwartaal;121.8;;;-1.4;;;118.4;;0.6;
582;562 Kantines en catering;2017 3e kwartaal;121.1;;;2.0;;;121.7;;2.8;
583;562 Kantines en catering;2017 4e kwartaal;127.1;;;1.6;;;120.5;;-1.0;
584;562 Kantines en catering;2017;119.7;;;0.4;;;119.6;;0.3;
585;563 Cafés;2005 1e kwartaal;91.7;83.7;109.6;;;;102.2;122.4;;
586;563 Cafés;2005 2e kwartaal;106.4;84.2;126.4;;;;102.9;122.5;0.7;0.1
587;563 Cafés;2005 3e kwartaal;112.8;84.7;133.2;;;;105.3;124.0;2.3;1.2
588;563 Cafés;2005 4e kwartaal;105.0;85.0;123.6;;;;105.5;123.9;0.2;-0.1
589;563 Cafés;2005;104.0;84.4;123.2;;;;104.0;123.2;;
590;563 Cafés;2006 1e kwartaal;95.7;85.6;111.7;4.4;2.4;1.9;106.7;124.9;1.1;0.8
591;563 Cafés;2006 2e kwartaal;110.0;86.3;127.4;3.4;2.6;0.8;108.1;125.4;1.3;0.4
592;563 Cafés;2006 3e kwartaal;117.0;86.6;135.1;3.7;2.2;1.5;108.2;124.6;0.1;-0.6
593;563 Cafés;2006 4e kwartaal;109.0;87.6;124.4;3.8;3.1;0.7;108.6;123.8;0.4;-0.6
594;563 Cafés;2006;107.9;86.5;124.7;3.8;2.6;1.2;107.9;124.7;3.8;1.2
595;563 Cafés;2007 1e kwartaal;99.0;88.7;111.6;3.5;3.6;-0.1;108.4;122.4;-0.2;-1.1
596;563 Cafés;2007 2e kwartaal;114.6;89.4;128.3;4.2;3.5;0.7;111.1;124.3;2.5;1.6
597;563 Cafés;2007 3e kwartaal;115.7;89.9;128.7;-1.2;3.8;-4.8;108.4;120.4;-2.4;-3.1
598;563 Cafés;2007 4e kwartaal;110.6;90.4;122.4;1.5;3.2;-1.7;112.0;123.7;3.3;2.7
599;563 Cafés;2007;110.0;89.6;122.7;1.9;3.5;-1.6;110.0;122.7;1.9;-1.6
600;563 Cafés;2008 1e kwartaal;101.3;91.6;110.6;2.3;3.2;-0.9;112.6;123.1;0.5;-0.5
601;563 Cafés;2008 2e kwartaal;115.2;92.5;124.6;0.5;3.5;-2.8;110.6;119.6;-1.8;-2.8
602;563 Cafés;2008 3e kwartaal;113.8;93.3;122.0;-1.6;3.8;-5.2;105.8;113.3;-4.3;-5.3
603;563 Cafés;2008 4e kwartaal;103.7;94.3;110.0;-6.2;4.3;-10.1;105.0;111.3;-0.8;-1.8
604;563 Cafés;2008;108.5;92.9;116.8;-1.3;3.7;-4.8;108.5;116.8;-1.3;-4.8
605;563 Cafés;2009 1e kwartaal;92.0;95.8;96.1;-9.1;4.6;-13.1;102.7;107.4;-2.2;-3.5
606;563 Cafés;2009 2e kwartaal;104.4;96.8;107.8;-9.4;4.7;-13.5;101.0;104.4;-1.7;-2.8
607;563 Cafés;2009 3e kwartaal;108.2;97.5;110.9;-4.9;4.6;-9.1;99.8;102.2;-1.2;-2.1
608;563 Cafés;2009 4e kwartaal;97.3;98.5;98.8;-6.2;4.5;-10.2;98.3;99.7;-1.5;-2.4
609;563 Cafés;2009;100.5;97.2;103.4;-7.4;4.6;-11.5;100.5;103.4;-7.4;-11.5
610;563 Cafés;2010 1e kwartaal;86.4;99.1;87.2;-6.1;3.4;-9.2;97.7;98.8;-0.6;-0.9
611;563 Cafés;2010 2e kwartaal;103.6;99.6;104.0;-0.7;2.9;-3.6;99.3;99.7;1.6;0.9
612;563 Cafés;2010 3e kwartaal;110.5;100.0;110.5;2.2;2.6;-0.4;101.6;101.4;2.3;1.7
613;563 Cafés;2010 4e kwartaal;99.4;101.3;98.2;2.1;2.8;-0.6;101.4;100.0;-0.2;-1.4
614;563 Cafés;2010;100.0;100.0;100.0;-0.5;2.9;-3.3;100.0;100.0;-0.4;-3.3
615;563 Cafés;2011 1e kwartaal;90.8;102.1;88.9;5.0;3.1;1.9;101.5;99.5;0.1;-0.5
616;563 Cafés;2011 2e kwartaal;106.3;102.8;103.5;2.6;3.1;-0.5;102.1;99.3;0.6;-0.2
617;563 Cafés;2011 3e kwartaal;109.6;103.3;106.1;-0.8;3.3;-4.0;102.0;98.6;-0.1;-0.7
618;563 Cafés;2011 4e kwartaal;100.7;103.7;97.0;1.2;2.4;-1.2;101.9;98.0;-0.1;-0.6
619;563 Cafés;2011;101.9;103.0;98.9;1.9;3.0;-1.1;101.9;98.9;1.9;-1.1
620;563 Cafés;2012 1e kwartaal;91.0;104.4;87.1;0.2;2.2;-1.9;101.9;97.7;0.0;-0.3
621;563 Cafés;2012 2e kwartaal;104.4;105.1;99.4;-1.8;2.3;-4.0;100.3;95.4;-1.6;-2.4
622;563 Cafés;2012 3e kwartaal;105.7;105.5;100.2;-3.6;2.2;-5.6;97.9;92.6;-2.4;-2.9
623;563 Cafés;2012 4e kwartaal;95.9;106.1;90.4;-4.7;2.3;-6.8;97.1;91.3;-0.8;-1.4
624;563 Cafés;2012;99.3;105.3;94.3;-2.5;2.2;-4.7;99.3;94.3;-2.5;-4.7
625;563 Cafés;2013 1e kwartaal;84.4;107.6;78.5;-7.2;3.0;-10.0;96.9;90.2;-0.2;-1.2
626;563 Cafés;2013 2e kwartaal;101.7;108.2;94.0;-2.6;3.0;-5.4;96.9;89.5;0.0;-0.8
627;563 Cafés;2013 3e kwartaal;105.7;108.7;97.2;0.0;3.0;-3.0;97.3;89.3;0.4;-0.2
628;563 Cafés;2013 4e kwartaal;97.1;109.5;88.7;1.2;3.2;-1.9;97.9;89.2;0.6;-0.1
629;563 Cafés;2013;97.2;108.5;89.6;-2.1;3.1;-5.0;97.3;89.6;-2.1;-5.0
630;563 Cafés;2014 1e kwartaal;87.5;110.5;79.2;3.7;2.8;0.9;98.2;89.0;0.3;-0.2
631;563 Cafés;2014 2e kwartaal;104.5;111.4;93.8;2.8;2.9;-0.2;100.0;89.8;1.8;0.9
632;563 Cafés;2014 3e kwartaal;106.7;112.0;95.3;1.0;3.0;-2.0;99.2;88.5;-0.8;-1.4
633;563 Cafés;2014 4e kwartaal;98.2;112.4;87.4;1.2;2.7;-1.5;99.5;88.4;0.3;-0.1
634;563 Cafés;2014;99.2;111.6;88.9;2.1;2.9;-0.7;99.2;88.9;2.0;-0.7
635;563 Cafés;2015 1e kwartaal;87.3;113.1;77.2;-0.2;2.3;-2.5;99.7;88.2;0.2;-0.2
636;563 Cafés;2015 2e kwartaal;107.4;113.8;94.4;2.8;2.2;0.6;101.8;89.6;2.1;1.6
637;563 Cafés;2015 3e kwartaal;110.0;114.4;96.2;3.1;2.1;0.9;102.4;89.4;0.6;-0.2
638;563 Cafés;2015 4e kwartaal;103.2;115.0;89.7;5.0;2.3;2.7;103.9;90.2;1.5;0.9
639;563 Cafés;2015;102.0;114.1;89.4;2.8;2.2;0.5;102.0;89.4;2.8;0.5
640;563 Cafés;2016 1e kwartaal;92.1;115.6;79.7;5.5;2.2;3.3;104.9;90.9;0.9;0.7
641;563 Cafés;2016 2e kwartaal;112.1;116.1;96.5;4.4;2.0;2.3;106.6;91.9;1.6;1.1
642;563 Cafés;2016 3e kwartaal;120.6;116.4;103.6;9.6;1.7;7.7;109.5;93.7;2.7;2.0
643;563 Cafés;2016 4e kwartaal;107.0;117.0;91.5;3.7;1.7;1.9;108.9;93.0;-0.6;-0.8
644;563 Cafés;2016;107.9;116.3;92.8;5.8;1.9;3.9;107.5;92.4;5.4;3.4
645;563 Cafés;2017 1e kwartaal;96.1;117.8;81.5;4.3;2.0;2.3;109.8;93.2;0.9;0.2
646;563 Cafés;2017 2e kwartaal;118.3;118.5;99.9;5.6;2.0;3.5;112.2;94.8;2.2;1.7
647;563 Cafés;2017 3e kwartaal;122.7;118.6;103.4;1.7;1.9;-0.1;112.4;94.9;0.2;0.1
648;563 Cafés;2017 4e kwartaal;110.3;118.7;93.0;3.1;1.4;1.7;112.1;94.3;-0.3;-0.6
649;563 Cafés;2017;111.8;118.4;94.5;3.6;1.8;1.8;111.6;94.3;3.9;2.1
