ID;SITCEnergie;Landen;Perioden;Invoerwaarde_1;Uitvoerwaarde_2
61;Totaal SITC;Totaal landen;1978;51900.0;49094.0
62;Totaal SITC;Totaal landen;1979;61208.0;57943.0
63;Totaal SITC;Totaal landen;1980;69101.0;66691.0
64;Totaal SITC;Totaal landen;1981;74420.0;77493.0
65;Totaal SITC;Totaal landen;1982;75938.0;80211.0
66;Totaal SITC;Totaal landen;1983;78751.0;83655.0
67;Totaal SITC;Totaal landen;1984;90217.0;95595.0
68;Totaal SITC;Totaal landen;1985;98020.0;102562.0
69;Totaal SITC;Totaal landen;1986;83973.0;89524.0
70;Totaal SITC;Totaal landen;1987;83879.0;85318.0
71;Totaal SITC;Totaal landen;1988;88851.0;92470.0
72;Totaal SITC;Totaal landen;1989;100472.0;104101.0
73;Totaal SITC;Totaal landen;1990;104236.0;108536.0
74;Totaal SITC;Totaal landen;1991;107599.0;113014.0
75;Totaal SITC;Totaal landen;1992;107363.0;111875.0
76;Totaal SITC;Totaal landen;1993;105113.0;117230.0
77;Totaal SITC;Totaal landen;1994;116367.0;130440.0
78;Totaal SITC;Totaal landen;1995;129391.0;143468.0
79;Totaal SITC;Totaal landen;1996;139929.0;153752.0
80;Totaal SITC;Totaal landen;1997;157437.0;171421.0
81;Totaal SITC;Totaal landen;1998;168445.0;180725.0
82;Totaal SITC;Totaal landen;1999;178719.0;188599.0
83;Totaal SITC;Totaal landen;2000;216057.0;231854.0
84;Totaal SITC;Totaal landen;2001;218330.0;241339.0
85;Totaal SITC;Totaal landen;2002;205575.0;232704.0
86;Totaal SITC;Totaal landen;2003;206867.0;234166.0
87;Totaal SITC;Totaal landen;2004;228245.0;255697.0
88;Totaal SITC;Totaal landen;2005;249849.0;281307.0
89;Totaal SITC;Totaal landen;2006;285373.0;318961.0
90;Totaal SITC;Totaal landen;2007;307279.0;347510.0
91;Totaal SITC;Totaal landen;2008;335927.0;370489.0
92;Totaal SITC;Totaal landen;2009;274025.0;309369.0
93;Totaal SITC;Totaal landen;2010;331914.0;371549.0
94;Totaal SITC;Totaal landen;2011;364922.0;409358.0
95;Totaal SITC;Totaal landen;2012;389449.0;429717.0
96;Totaal SITC;Totaal landen;2013;386355.0;433106.0
97;Totaal SITC;Totaal landen;2014;382416.0;433405.0
98;Totaal SITC;Totaal landen;2015;372195.0;418982.0
99;Totaal SITC;Totaal landen;2016;368861.0;423228.0
100;Totaal SITC;Totaal landen;2017;411445.0;468517.0
101;Totaal SITC;Europa;1917;261.0;323.0
102;Totaal SITC;Europa;1918;261.0;156.0
103;Totaal SITC;Europa;1919;892.0;676.0
104;Totaal SITC;Europa;1920;933.0;560.0
105;Totaal SITC;Europa;1921;647.0;480.0
106;Totaal SITC;Europa;1922;622.0;428.0
107;Totaal SITC;Europa;1923;586.0;460.0
108;Totaal SITC;Europa;1924;687.0;631.0
109;Totaal SITC;Europa;1925;742.0;652.0
110;Totaal SITC;Europa;1926;707.0;609.0
111;Totaal SITC;Europa;1927;717.0;671.0
112;Totaal SITC;Europa;1928;766.0;680.0
113;Totaal SITC;Europa;1929;825.0;663.0
114;Totaal SITC;Europa;1930;783.0;593.0
115;Totaal SITC;Europa;1931;610.0;472.0
116;Totaal SITC;Europa;1932;409.0;307.0
117;Totaal SITC;Europa;1933;412.0;270.0
118;Totaal SITC;Europa;1934;338.0;272.0
119;Totaal SITC;Europa;1935;293.0;250.0
120;Totaal SITC;Europa;1936;309.0;268.0
121;Totaal SITC;Europa;1937;451.0;396.0
122;Totaal SITC;Europa;1938;415.0;351.0
123;Totaal SITC;Europa;1939;472.0;319.0
124;Totaal SITC;Europa;1940;313.0;249.0
125;Totaal SITC;Europa;1941;333.0;287.0
126;Totaal SITC;Europa;1942;217.0;280.0
127;Totaal SITC;Europa;1943;191.0;290.0
128;Totaal SITC;Europa;1944;;
129;Totaal SITC;Europa;1945;;
130;Totaal SITC;Europa;1946;539.0;280.0
131;Totaal SITC;Europa;1947;908.0;620.0
132;Totaal SITC;Europa;1948;1217.0;897.0
133;Totaal SITC;Europa;1949;1413.0;1259.0
134;Totaal SITC;Europa;1950;2115.0;1777.0
135;Totaal SITC;Europa;1951;2546.0;2305.0
136;Totaal SITC;Europa;1952;2203.0;2416.0
137;Totaal SITC;Europa;1953;2479.0;2448.0
138;Totaal SITC;Europa;1954;2892.0;2841.0
139;Totaal SITC;Europa;1955;3375.0;3192.0
140;Totaal SITC;Europa;1956;3933.0;3418.0
141;Totaal SITC;Europa;1957;4256.0;3798.0
142;Totaal SITC;Europa;1958;3756.0;3974.0
143;Totaal SITC;Europa;1959;4334.0;4511.0
144;Totaal SITC;Europa;1960;5020.0;5165.0
145;Totaal SITC;Europa;1961;5754.0;5381.0
146;Totaal SITC;Europa;1962;6032.0;5822.0
147;Totaal SITC;Europa;1963;6834.0;6457.0
148;Totaal SITC;Europa;1964;8100.0;7622.0
149;Totaal SITC;Europa;1965;8707.0;8431.0
150;Totaal SITC;Europa;1966;9325.0;8780.0
151;Totaal SITC;Europa;1967;9623.0;9494.0
152;Totaal SITC;Europa;1968;10786.0;10954.0
153;Totaal SITC;Europa;1969;13099.0;13407.0
154;Totaal SITC;Europa;1970;15624.0;15879.0
155;Totaal SITC;Europa;1971;16322.0;18427.0
156;Totaal SITC;Europa;1972;17417.0;20710.0
157;Totaal SITC;Europa;1973;20939.0;25683.0
158;Totaal SITC;Europa;1974;26218.0;32910.0
159;Totaal SITC;Europa;1975;26103.0;32971.0
160;Totaal SITC;Europa;1976;30147.0;39905.0
161;Totaal SITC;Europa;1977;32586.0;39654.0
162;Totaal SITC;Europa;1978;34760.0;40003.0
163;Totaal SITC;Europa;1979;40787.0;48277.0
164;Totaal SITC;Europa;1980;44378.0;55067.0
165;Totaal SITC;Europa;1981;47410.0;62832.0
166;Totaal SITC;Europa;1982;51072.0;65808.0
167;Totaal SITC;Europa;1983;53606.0;67916.0
168;Totaal SITC;Europa;1984;60416.0;77295.0
169;Totaal SITC;Europa;1985;68380.0;83841.0
170;Totaal SITC;Europa;1986;61838.0;74398.0
171;Totaal SITC;Europa;1987;62034.0;71349.0
172;Totaal SITC;Europa;1988;65318.0;77256.0
173;Totaal SITC;Europa;1989;73020.0;87678.0
174;Totaal SITC;Europa;1990;76413.0;92739.0
175;Totaal SITC;Europa;1991;78109.0;96689.0
176;Totaal SITC;Europa;1992;78958.0;94956.0
177;Totaal SITC;Europa;1993;74617.0;97688.0
178;Totaal SITC;Europa;1994;83071.0;110219.0
179;Totaal SITC;Europa;1995;93499.0;122752.0
180;Totaal SITC;Europa;1996;99252.0;131593.0
181;Totaal SITC;Europa;1997;108892.0;145458.0
182;Totaal SITC;Europa;1998;112668.0;154732.0
183;Totaal SITC;Europa;1999;117505.0;160926.0
184;Totaal SITC;Europa;2000;135570.0;195973.0
185;Totaal SITC;Europa;2001;136601.0;205072.0
186;Totaal SITC;Europa;2002;133772.0;195417.0
187;Totaal SITC;Europa;2003;135577.0;196874.0
188;Totaal SITC;Europa;2004;145882.0;214127.0
189;Totaal SITC;Europa;2005;156178.0;234274.0
190;Totaal SITC;Europa;2006;179226.0;263577.0
191;Totaal SITC;Europa;2007;194625.0;284511.0
192;Totaal SITC;Europa;2008;213402.0;305361.0
193;Totaal SITC;Europa;2009;172907.0;250890.0
194;Totaal SITC;Europa;2010;205241.0;298490.0
195;Totaal SITC;Europa;2011;228709.0;328329.0
196;Totaal SITC;Europa;2012;241943.0;338616.0
197;Totaal SITC;Europa;2013;244247.0;342811.0
198;Totaal SITC;Europa;2014;238602.0;341422.0
199;Totaal SITC;Europa;2015;233660.0;324754.0
200;Totaal SITC;Europa;2016;229916.0;328412.0
201;Totaal SITC;Europa;2017;258160.0;359424.0
202;Totaal SITC;Afrika;1917;5.0;5.0
203;Totaal SITC;Afrika;1918;1.0;3.0
204;Totaal SITC;Afrika;1919;13.0;4.0
205;Totaal SITC;Afrika;1920;40.0;25.0
206;Totaal SITC;Afrika;1921;10.0;9.0
207;Totaal SITC;Afrika;1922;11.0;10.0
208;Totaal SITC;Afrika;1923;18.0;14.0
209;Totaal SITC;Afrika;1924;22.0;18.0
210;Totaal SITC;Afrika;1925;23.0;21.0
211;Totaal SITC;Afrika;1926;25.0;21.0
212;Totaal SITC;Afrika;1927;29.0;25.0
213;Totaal SITC;Afrika;1928;34.0;29.0
214;Totaal SITC;Afrika;1929;30.0;27.0
215;Totaal SITC;Afrika;1930;28.0;22.0
216;Totaal SITC;Afrika;1931;19.0;15.0
217;Totaal SITC;Afrika;1932;11.0;12.0
218;Totaal SITC;Afrika;1933;12.0;10.0
219;Totaal SITC;Afrika;1934;10.0;10.0
220;Totaal SITC;Afrika;1935;13.0;11.0
221;Totaal SITC;Afrika;1936;16.0;13.0
222;Totaal SITC;Afrika;1937;25.0;19.0
223;Totaal SITC;Afrika;1938;21.0;19.0
224;Totaal SITC;Afrika;1939;19.0;17.0
225;Totaal SITC;Afrika;1940;8.0;5.0
226;Totaal SITC;Afrika;1941;;
227;Totaal SITC;Afrika;1942;;
228;Totaal SITC;Afrika;1943;;
229;Totaal SITC;Afrika;1944;;
230;Totaal SITC;Afrika;1945;;
231;Totaal SITC;Afrika;1946;25.0;15.0
232;Totaal SITC;Afrika;1947;37.0;42.0
233;Totaal SITC;Afrika;1948;62.0;60.0
234;Totaal SITC;Afrika;1949;76.0;66.0
235;Totaal SITC;Afrika;1950;162.0;102.0
236;Totaal SITC;Afrika;1951;181.0;154.0
237;Totaal SITC;Afrika;1952;141.0;213.0
238;Totaal SITC;Afrika;1953;186.0;208.0
239;Totaal SITC;Afrika;1954;239.0;242.0
240;Totaal SITC;Afrika;1955;261.0;268.0
241;Totaal SITC;Afrika;1956;265.0;291.0
242;Totaal SITC;Afrika;1957;261.0;303.0
243;Totaal SITC;Afrika;1958;307.0;324.0
244;Totaal SITC;Afrika;1959;351.0;330.0
245;Totaal SITC;Afrika;1960;341.0;367.0
246;Totaal SITC;Afrika;1961;372.0;351.0
247;Totaal SITC;Afrika;1962;403.0;365.0
248;Totaal SITC;Afrika;1963;450.0;343.0
249;Totaal SITC;Afrika;1964;532.0;378.0
250;Totaal SITC;Afrika;1965;541.0;428.0
251;Totaal SITC;Afrika;1966;561.0;466.0
252;Totaal SITC;Afrika;1967;611.0;466.0
253;Totaal SITC;Afrika;1968;744.0;482.0
254;Totaal SITC;Afrika;1969;930.0;604.0
255;Totaal SITC;Afrika;1970;1178.0;639.0
256;Totaal SITC;Afrika;1971;1102.0;693.0
257;Totaal SITC;Afrika;1972;1116.0;776.0
258;Totaal SITC;Afrika;1973;1259.0;916.0
259;Totaal SITC;Afrika;1974;2376.0;1406.0
260;Totaal SITC;Afrika;1975;1746.0;1690.0
261;Totaal SITC;Afrika;1976;2322.0;1811.0
262;Totaal SITC;Afrika;1977;2780.0;1997.0
263;Totaal SITC;Afrika;1978;2734.0;1874.0
264;Totaal SITC;Afrika;1979;3548.0;2132.0
265;Totaal SITC;Afrika;1980;4659.0;2714.0
266;Totaal SITC;Afrika;1981;4044.0;3286.0
267;Totaal SITC;Afrika;1982;4197.0;3202.0
268;Totaal SITC;Afrika;1983;5019.0;3193.0
269;Totaal SITC;Afrika;1984;5310.0;3089.0
270;Totaal SITC;Afrika;1985;5256.0;3193.0
271;Totaal SITC;Afrika;1986;2823.0;2711.0
272;Totaal SITC;Afrika;1987;2687.0;2435.0
273;Totaal SITC;Afrika;1988;2467.0;2578.0
274;Totaal SITC;Afrika;1989;2641.0;2713.0
275;Totaal SITC;Afrika;1990;2884.0;2503.0
276;Totaal SITC;Afrika;1991;3032.0;2416.0
277;Totaal SITC;Afrika;1992;2540.0;2195.0
278;Totaal SITC;Afrika;1993;2317.0;2401.0
279;Totaal SITC;Afrika;1994;2455.0;2163.0
280;Totaal SITC;Afrika;1995;2545.0;2437.0
281;Totaal SITC;Afrika;1996;2950.0;2590.0
282;Totaal SITC;Afrika;1997;3042.0;2846.0
283;Totaal SITC;Afrika;1998;3131.0;3282.0
284;Totaal SITC;Afrika;1999;3434.0;3112.0
285;Totaal SITC;Afrika;2000;4336.0;3605.0
286;Totaal SITC;Afrika;2001;5530.0;3909.0
287;Totaal SITC;Afrika;2002;4412.0;3995.0
288;Totaal SITC;Afrika;2003;4477.0;4375.0
289;Totaal SITC;Afrika;2004;4344.0;4646.0
290;Totaal SITC;Afrika;2005;6514.0;5575.0
291;Totaal SITC;Afrika;2006;7200.0;6550.0
292;Totaal SITC;Afrika;2007;9087.0;8670.0
293;Totaal SITC;Afrika;2008;10844.0;9654.0
294;Totaal SITC;Afrika;2009;8386.0;9165.0
295;Totaal SITC;Afrika;2010;11096.0;11338.0
296;Totaal SITC;Afrika;2011;12619.0;12964.0
297;Totaal SITC;Afrika;2012;16355.0;14656.0
298;Totaal SITC;Afrika;2013;15332.0;14507.0
299;Totaal SITC;Afrika;2014;14184.0;14249.0
300;Totaal SITC;Afrika;2015;11611.0;14013.0
301;Totaal SITC;Afrika;2016;8767.0;11821.0
302;Totaal SITC;Afrika;2017;10029.0;12974.0
303;Totaal SITC;Amerika;1917;123.0;22.0
304;Totaal SITC;Amerika;1918;14.0;10.0
305;Totaal SITC;Amerika;1919;381.0;33.0
306;Totaal SITC;Amerika;1920;394.0;60.0
307;Totaal SITC;Amerika;1921;275.0;34.0
308;Totaal SITC;Amerika;1922;209.0;43.0
309;Totaal SITC;Amerika;1923;216.0;52.0
310;Totaal SITC;Amerika;1924;255.0;47.0
311;Totaal SITC;Amerika;1925;244.0;60.0
312;Totaal SITC;Amerika;1926;255.0;67.0
313;Totaal SITC;Amerika;1927;299.0;64.0
314;Totaal SITC;Amerika;1928;302.0;71.0
315;Totaal SITC;Amerika;1929;275.0;81.0
316;Totaal SITC;Amerika;1930;191.0;60.0
317;Totaal SITC;Amerika;1931;156.0;37.0
318;Totaal SITC;Amerika;1932;116.0;29.0
319;Totaal SITC;Amerika;1933;93.0;33.0
320;Totaal SITC;Amerika;1934;88.0;26.0
321;Totaal SITC;Amerika;1935;88.0;34.0
322;Totaal SITC;Amerika;1936;97.0;45.0
323;Totaal SITC;Amerika;1937;151.0;63.0
324;Totaal SITC;Amerika;1938;143.0;50.0
325;Totaal SITC;Amerika;1939;142.0;52.0
326;Totaal SITC;Amerika;1940;109.0;14.0
327;Totaal SITC;Amerika;1941;2.0;
328;Totaal SITC;Amerika;1942;;
329;Totaal SITC;Amerika;1943;;
330;Totaal SITC;Amerika;1944;;
331;Totaal SITC;Amerika;1945;;
332;Totaal SITC;Amerika;1946;406.0;46.0
333;Totaal SITC;Amerika;1947;843.0;73.0
334;Totaal SITC;Amerika;1948;724.0;101.0
335;Totaal SITC;Amerika;1949;618.0;135.0
336;Totaal SITC;Amerika;1950;675.0;260.0
337;Totaal SITC;Amerika;1951;844.0;437.0
338;Totaal SITC;Amerika;1952;805.0;487.0
339;Totaal SITC;Amerika;1953;743.0;565.0
340;Totaal SITC;Amerika;1954;1026.0;575.0
341;Totaal SITC;Amerika;1955;1180.0;625.0
342;Totaal SITC;Amerika;1956;1463.0;624.0
343;Totaal SITC;Amerika;1957;1670.0;632.0
344;Totaal SITC;Amerika;1958;1265.0;711.0
345;Totaal SITC;Amerika;1959;1269.0;763.0
346;Totaal SITC;Amerika;1960;1542.0;739.0
347;Totaal SITC;Amerika;1961;1454.0;720.0
348;Totaal SITC;Amerika;1962;1525.0;724.0
349;Totaal SITC;Amerika;1963;1640.0;691.0
350;Totaal SITC;Amerika;1964;1864.0;767.0
351;Totaal SITC;Amerika;1965;1874.0;808.0
352;Totaal SITC;Amerika;1966;2103.0;984.0
353;Totaal SITC;Amerika;1967;2175.0;1036.0
354;Totaal SITC;Amerika;1968;2352.0;1252.0
355;Totaal SITC;Amerika;1969;2523.0;1332.0
356;Totaal SITC;Amerika;1970;3205.0;1557.0
357;Totaal SITC;Amerika;1971;3381.0;1625.0
358;Totaal SITC;Amerika;1972;2996.0;1680.0
359;Totaal SITC;Amerika;1973;3879.0;1971.0
360;Totaal SITC;Amerika;1974;5001.0;2813.0
361;Totaal SITC;Amerika;1975;5561.0;2227.0
362;Totaal SITC;Amerika;1976;6081.0;2508.0
363;Totaal SITC;Amerika;1977;6298.0;2832.0
364;Totaal SITC;Amerika;1978;6324.0;2753.0
365;Totaal SITC;Amerika;1979;7629.0;2899.0
366;Totaal SITC;Amerika;1980;9045.0;3036.0
367;Totaal SITC;Amerika;1981;10316.0;4112.0
368;Totaal SITC;Amerika;1982;10258.0;4188.0
369;Totaal SITC;Amerika;1983;10380.0;4936.0
370;Totaal SITC;Amerika;1984;12531.0;6529.0
371;Totaal SITC;Amerika;1985;12734.0;7190.0
372;Totaal SITC;Amerika;1986;9338.0;5989.0
373;Totaal SITC;Amerika;1987;8567.0;5361.0
374;Totaal SITC;Amerika;1988;10032.0;5571.0
375;Totaal SITC;Amerika;1989;12002.0;6616.0
376;Totaal SITC;Amerika;1990;11718.0;5976.0
377;Totaal SITC;Amerika;1991;12053.0;6131.0
378;Totaal SITC;Amerika;1992;11307.0;6490.0
379;Totaal SITC;Amerika;1993;11802.0;7211.0
380;Totaal SITC;Amerika;1994;13363.0;7529.0
381;Totaal SITC;Amerika;1995;14563.0;7270.0
382;Totaal SITC;Amerika;1996;15660.0;7861.0
383;Totaal SITC;Amerika;1997;19068.0;9606.0
384;Totaal SITC;Amerika;1998;20881.0;10453.0
385;Totaal SITC;Amerika;1999;22469.0;11245.0
386;Totaal SITC;Amerika;2000;28641.0;14773.0
387;Totaal SITC;Amerika;2001;28839.0;14683.0
388;Totaal SITC;Amerika;2002;25468.0;15452.0
389;Totaal SITC;Amerika;2003;23287.0;15276.0
390;Totaal SITC;Amerika;2004;26442.0;16120.0
391;Totaal SITC;Amerika;2005;29909.0;18539.0
392;Totaal SITC;Amerika;2006;35051.0;22350.0
393;Totaal SITC;Amerika;2007;37007.0;24513.0
394;Totaal SITC;Amerika;2008;42974.0;24551.0
395;Totaal SITC;Amerika;2009;35208.0;20585.0
396;Totaal SITC;Amerika;2010;39843.0;25888.0
397;Totaal SITC;Amerika;2011;41618.0;29930.0
398;Totaal SITC;Amerika;2012;45409.0;32797.0
399;Totaal SITC;Amerika;2013;44592.0;29218.0
400;Totaal SITC;Amerika;2014;43364.0;31404.0
401;Totaal SITC;Amerika;2015;43505.0;30796.0
402;Totaal SITC;Amerika;2016;44326.0;31337.0
403;Totaal SITC;Amerika;2017;44974.0;33885.0
404;Totaal SITC;Azië;1917;;
405;Totaal SITC;Azië;1918;;
406;Totaal SITC;Azië;1919;;
407;Totaal SITC;Azië;1920;150.0;134.0
408;Totaal SITC;Azië;1921;96.0;103.0
409;Totaal SITC;Azië;1922;77.0;74.0
410;Totaal SITC;Azië;1923;92.0;66.0
411;Totaal SITC;Azië;1924;105.0;67.0
412;Totaal SITC;Azië;1925;100.0;84.0
413;Totaal SITC;Azië;1926;118.0;93.0
414;Totaal SITC;Azië;1927;106.0;98.0
415;Totaal SITC;Azië;1928;113.0;118.0
416;Totaal SITC;Azië;1929;123.0;133.0
417;Totaal SITC;Azië;1930;97.0;105.0
418;Totaal SITC;Azië;1931;72.0;72.0
419;Totaal SITC;Azië;1932;54.0;35.0
420;Totaal SITC;Azië;1933;50.0;27.0
421;Totaal SITC;Azië;1934;52.0;25.0
422;Totaal SITC;Azië;1935;49.0;26.0
423;Totaal SITC;Azië;1936;63.0;32.0
424;Totaal SITC;Azië;1937;99.0;66.0
425;Totaal SITC;Azië;1938;82.0;67.0
426;Totaal SITC;Azië;1939;74.0;66.0
427;Totaal SITC;Azië;1940;33.0;24.0
428;Totaal SITC;Azië;1941;3.0;1.0
429;Totaal SITC;Azië;1942;;
430;Totaal SITC;Azië;1943;;
431;Totaal SITC;Azië;1944;;
432;Totaal SITC;Azië;1945;;
433;Totaal SITC;Azië;1946;25.0;29.0
434;Totaal SITC;Azië;1947;140.0;117.0
435;Totaal SITC;Azië;1948;229.0;160.0
436;Totaal SITC;Azië;1949;295.0;275.0
437;Totaal SITC;Azië;1950;538.0;258.0
438;Totaal SITC;Azië;1951;783.0;379.0
439;Totaal SITC;Azië;1952;630.0;443.0
440;Totaal SITC;Azië;1953;646.0;415.0
441;Totaal SITC;Azië;1954;728.0;399.0
442;Totaal SITC;Azië;1955;677.0;423.0
443;Totaal SITC;Azië;1956;721.0;478.0
444;Totaal SITC;Azië;1957;849.0;474.0
445;Totaal SITC;Azië;1958;882.0;410.0
446;Totaal SITC;Azië;1959;796.0;474.0
447;Totaal SITC;Azië;1960;872.0;520.0
448;Totaal SITC;Azië;1961;846.0;513.0
449;Totaal SITC;Azië;1962;794.0;464.0
450;Totaal SITC;Azië;1963;846.0;489.0
451;Totaal SITC;Azië;1964;1055.0;569.0
452;Totaal SITC;Azië;1965;1092.0;610.0
453;Totaal SITC;Azië;1966;1144.0;648.0
454;Totaal SITC;Azië;1967;1239.0;707.0
455;Totaal SITC;Azië;1968;1333.0;720.0
456;Totaal SITC;Azië;1969;1496.0;765.0
457;Totaal SITC;Azië;1970;1966.0;861.0
458;Totaal SITC;Azië;1971;2854.0;952.0
459;Totaal SITC;Azië;1972;3235.0;882.0
460;Totaal SITC;Azië;1973;4030.0;1264.0
461;Totaal SITC;Azië;1974;6139.0;1754.0
462;Totaal SITC;Azië;1975;6385.0;2214.0
463;Totaal SITC;Azië;1976;8578.0;2569.0
464;Totaal SITC;Azië;1977;8973.0;2783.0
465;Totaal SITC;Azië;1978;7893.0;3320.0
466;Totaal SITC;Azië;1979;9052.0;3400.0
467;Totaal SITC;Azië;1980;10797.0;4204.0
468;Totaal SITC;Azië;1981;12397.0;5179.0
469;Totaal SITC;Azië;1982;10114.0;5126.0
470;Totaal SITC;Azië;1983;9447.0;5544.0
471;Totaal SITC;Azië;1984;11526.0;6539.0
472;Totaal SITC;Azië;1985;11175.0;6102.0
473;Totaal SITC;Azië;1986;9537.0;5126.0
474;Totaal SITC;Azië;1987;10141.0;4986.0
475;Totaal SITC;Azië;1988;10620.0;5778.0
476;Totaal SITC;Azië;1989;12425.0;5801.0
477;Totaal SITC;Azië;1990;12775.0;5973.0
478;Totaal SITC;Azië;1991;13991.0;6464.0
479;Totaal SITC;Azië;1992;14123.0;6939.0
480;Totaal SITC;Azië;1993;16003.0;8439.0
481;Totaal SITC;Azië;1994;17050.0;8949.0
482;Totaal SITC;Azië;1995;18439.0;9577.0
483;Totaal SITC;Azië;1996;21711.0;10176.0
484;Totaal SITC;Azië;1997;26052.0;11773.0
485;Totaal SITC;Azië;1998;31226.0;10595.0
486;Totaal SITC;Azië;1999;34711.0;11882.0
487;Totaal SITC;Azië;2000;46549.0;15596.0
488;Totaal SITC;Azië;2001;46257.0;15528.0
489;Totaal SITC;Azië;2002;41104.0;15726.0
490;Totaal SITC;Azië;2003;42749.0;15291.0
491;Totaal SITC;Azië;2004;50818.0;18211.0
492;Totaal SITC;Azië;2005;56417.0;19933.0
493;Totaal SITC;Azië;2006;62951.0;22966.0
494;Totaal SITC;Azië;2007;65512.0;25850.0
495;Totaal SITC;Azië;2008;67493.0;25853.0
496;Totaal SITC;Azië;2009;56402.0;25056.0
497;Totaal SITC;Azië;2010;74531.0;31287.0
498;Totaal SITC;Azië;2011;80301.0;33844.0
499;Totaal SITC;Azië;2012;83874.0;38396.0
500;Totaal SITC;Azië;2013;80334.0;38118.0
501;Totaal SITC;Azië;2014;83835.0;38970.0
502;Totaal SITC;Azië;2015;80291.0;41969.0
503;Totaal SITC;Azië;2016;82313.0;44877.0
504;Totaal SITC;Azië;2017;93733.0;52707.0
505;Totaal SITC;Oceanië;1917;;
506;Totaal SITC;Oceanië;1918;;
507;Totaal SITC;Oceanië;1919;;
508;Totaal SITC;Oceanië;1920;2.0;3.0
509;Totaal SITC;Oceanië;1921;1.0;2.0
510;Totaal SITC;Oceanië;1922;3.0;3.0
511;Totaal SITC;Oceanië;1923;3.0;3.0
512;Totaal SITC;Oceanië;1924;5.0;3.0
513;Totaal SITC;Oceanië;1925;4.0;4.0
514;Totaal SITC;Oceanië;1926;4.0;5.0
515;Totaal SITC;Oceanië;1927;6.0;5.0
516;Totaal SITC;Oceanië;1928;5.0;5.0
