ID;AantalVertrekken;AantalPersonenPerVertrek;MetOfZonderBedsteden;Regio;Woningen_1
257;Totaal aantal woningen;Totaal aantal woningen;Woningen met bedstede(n);Zuid-Holland, gem. 500 en minder inw.;443
258;Totaal aantal woningen;Totaal aantal woningen;Woningen met bedstede(n);Zeeland, gem. 20001 - 50000 inw.;1424
259;Totaal aantal woningen;Totaal aantal woningen;Woningen met bedstede(n);Vlissingen;1424
260;Totaal aantal woningen;Totaal aantal woningen;Woningen met bedstede(n);Zeeland, gem. 10001 - 20000 inw.;2921
261;Totaal aantal woningen;Totaal aantal woningen;Woningen met bedstede(n);Zeeland, gem. 5001 - 10000 inw.;3142
262;Totaal aantal woningen;Totaal aantal woningen;Woningen met bedstede(n);Zeeland, gem. 2001 - 5000 inw.;14740
263;Totaal aantal woningen;Totaal aantal woningen;Woningen met bedstede(n);Zeeland, gem. 1001 - 2000 inw.;7841
264;Totaal aantal woningen;Totaal aantal woningen;Woningen met bedstede(n);Zeeland, gem. 501 - 1000 inw.;4724
265;Totaal aantal woningen;Totaal aantal woningen;Woningen met bedstede(n);Zeeland, gem. 500 en minder inw.;361
266;Totaal aantal woningen;Totaal aantal woningen;Woningen met bedstede(n);Noord-Brabant, gem. 50001 - 100000 inw.;5788
267;Totaal aantal woningen;Totaal aantal woningen;Woningen met bedstede(n);Eindhoven;1100
268;Totaal aantal woningen;Totaal aantal woningen;Woningen met bedstede(n);Tilburg;4688
269;Totaal aantal woningen;Totaal aantal woningen;Woningen met bedstede(n);Noord-Brabant, gem. 20001 - 50000 inw.;10640
270;Totaal aantal woningen;Totaal aantal woningen;Woningen met bedstede(n);Bergen op Zoom;1519
271;Totaal aantal woningen;Totaal aantal woningen;Woningen met bedstede(n);Breda;2982
272;Totaal aantal woningen;Totaal aantal woningen;Woningen met bedstede(n);Helmond;1451
273;Totaal aantal woningen;Totaal aantal woningen;Woningen met bedstede(n);'s-Hertogenbosch;2136
274;Totaal aantal woningen;Totaal aantal woningen;Woningen met bedstede(n);Roosendaal en Nispen;2552
275;Totaal aantal woningen;Totaal aantal woningen;Woningen met bedstede(n);Noord-Brabant, gem. 10001 - 20000 inw.;8561
276;Totaal aantal woningen;Totaal aantal woningen;Woningen met bedstede(n);Noord-Brabant, gem. 5001 - 10000 inw.;20032
277;Totaal aantal woningen;Totaal aantal woningen;Woningen met bedstede(n);Noord-Brabant, gem. 2001 - 5000 inw.;23079
278;Totaal aantal woningen;Totaal aantal woningen;Woningen met bedstede(n);Noord-Brabant, gem. 1001 - 2000 inw.;6518
279;Totaal aantal woningen;Totaal aantal woningen;Woningen met bedstede(n);Noord-Brabant, gem. 501 - 1000 inw.;1300
280;Totaal aantal woningen;Totaal aantal woningen;Woningen met bedstede(n);Limburg, gem. 50001 - 100000 inw.;938
281;Totaal aantal woningen;Totaal aantal woningen;Woningen met bedstede(n);Maastricht;938
282;Totaal aantal woningen;Totaal aantal woningen;Woningen met bedstede(n);Limburg, gem. 20001 - 50000 inw.;1190
283;Totaal aantal woningen;Totaal aantal woningen;Woningen met bedstede(n);Heerlen;546
284;Totaal aantal woningen;Totaal aantal woningen;Woningen met bedstede(n);Kerkrade;510
285;Totaal aantal woningen;Totaal aantal woningen;Woningen met bedstede(n);Venlo;134
286;Totaal aantal woningen;Totaal aantal woningen;Woningen met bedstede(n);Limburg, gem. 10001 - 20000 inw.;1443
287;Totaal aantal woningen;Totaal aantal woningen;Woningen met bedstede(n);Limburg, gem. 5001 - 10000 inw.;996
288;Totaal aantal woningen;Totaal aantal woningen;Woningen met bedstede(n);Limburg, gem. 2001 - 5000 inw.;1867
289;Totaal aantal woningen;Totaal aantal woningen;Woningen met bedstede(n);Limburg, gem. 1001 - 2000 inw.;1275
290;Totaal aantal woningen;Totaal aantal woningen;Woningen met bedstede(n);Limburg, gem. 501 - 1000 inw.;677
291;Totaal aantal woningen;Totaal aantal woningen;Woningen met bedstede(n);Limburg, gem. 500 en minder inw.;46
292;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Nederland;1192791
293;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Groningen (provincie);30943
294;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Friesland;25169
295;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Drenthe;11962
296;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Overijssel;73284
297;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Gelderland;129801
298;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Utrecht (provincie);69847
299;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Noord-Holland;293507
300;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Zuid-Holland;327451
301;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Zeeland;27603
302;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Noord-Brabant;101733
303;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Limburg;101491
304;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Gemeenten met meer dan 100000 inwoners;461580
305;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Gemeenten met 50001 - 100000 inwoners;149861
306;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Gemeenten met 20001 - 50000 inwoners;151910
307;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Gemeenten met 10001 - 20000 inwoners;150946
308;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Gemeenten met 5001 - 10000 inwoners;125953
309;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Gemeenten met 2001 - 5000 inwoners;112996
310;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Gemeenten met 1001 - 2000 inwoners;30612
311;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Gemeenten met 501 - 1000 inwoners;8002
312;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Gemeenten met 500 of minder inwoners;931
313;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Groningen, gem. 100001 en meer inw.;15314
314;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Groningen;15314
315;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Groningen, gem. 10001 - 20000 inw.;6599
316;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Groningen, gem. 5001 - 10000 inw.;4909
317;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Groningen, gem. 2001 - 5000 inw.;3598
318;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Groningen, gem. 1001 - 2000 inw.;523
319;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Friesland, gem. 20001 - 50000 inw.;6848
320;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Leeuwarden;6848
321;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Friesland, gem. 10001 - 20000 inw.;11645
322;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Friesland, gem. 5001 - 10000 inw.;4905
323;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Friesland, gem. 2001 - 5000 inw.;1380
324;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Friesland, gem. 1001 - 2000 inw.;148
325;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Friesland, gem. 501 - 1000 inw.;243
326;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Drenthe, gem. 20001 - 50000 inw.;2215
327;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Emmen;2215
328;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Drenthe, gem. 10001 - 20000 inw.;5088
329;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Drenthe, gem. 5001 - 10000 inw.;2276
330;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Drenthe, gem. 2001 - 5000 inw.;2300
331;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Drenthe, gem. 1001 - 2000 inw.;83
332;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Overijssel, gem. 50001 - 100000 inw.;10863
333;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Enschede;10863
334;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Overijssel, gem. 20001 - 50000 inw.;32455
335;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Almelo;5681
336;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Deventer;6959
337;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Hengelo (O.);7326
338;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Lonneker;5827
339;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Zwolle;6662
340;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Overijssel, gem. 10001 - 20000 inw.;10082
341;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Overijssel, gem. 5001 - 10000 inw.;14586
342;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Overijssel, gem. 2001 - 5000 inw.;4255
343;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Overijssel, gem. 1001 - 2000 inw.;837
344;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Overijssel, gem. 501 - 1000 inw.;206
345;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Gelderland, gem. 50001 - 100000 inw.;44104
346;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Apeldoorn;10918
347;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Arnhem;16932
348;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Nijmegen;16254
349;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Gelderland, gem. 20001 - 50000 inw.;9665
350;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Ede;5042
351;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Rheden;4623
352;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Gelderland, gem. 10001 - 20000 inw.;30700
353;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Gelderland, gem. 5001 - 10000 inw.;25239
354;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Gelderland, gem. 2001 - 5000 inw.;16266
355;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Gelderland, gem. 1001 - 2000 inw.;3278
356;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Gelderland, gem. 501 - 1000 inw.;455
357;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Gelderland, gem. 500 en minder inw.;94
358;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Utrecht, gem. 100001 en meer inw.;31565
359;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Utrecht;31565
360;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Utrecht, gem. 20001 - 50000 inw.;12187
361;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Amersfoort;7201
362;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Zeist;4986
363;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Utrecht, gem. 10001 - 20000 inw.;10425
364;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Utrecht, gem. 5001 - 10000 inw.;3431
365;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Utrecht, gem. 2001 - 5000 inw.;8404
366;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Utrecht, gem. 1001 - 2000 inw.;2652
367;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Utrecht, gem. 501 - 1000 inw.;1043
368;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Utrecht, gem. 500 en minder inw.;140
369;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Noord-Holland, gem. 100001 en meer inw.;202388
370;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Amsterdam;175572
371;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Haarlem;26816
372;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Noord-Holland, gem. 50001 - 100000 inw.;12191
373;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Hilversum;12191
374;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Noord-Holland, gem. 20001 - 50000 inw.;32160
375;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Alkmaar;5291
376;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Bussum;5661
377;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Haarlemmermeer;2267
378;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Helder (Den);4821
379;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Velsen;8029
380;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Zaandam;6091
381;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Noord-Holland, gem. 10001 - 20000 inw.;9795
382;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Noord-Holland, gem. 5001 - 10000 inw.;19786
383;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Noord-Holland, gem. 2001 - 5000 inw.;13630
384;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Noord-Holland, gem. 1001 - 2000 inw.;2771
385;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Noord-Holland, gem. 501 - 1000 inw.;601
386;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Noord-Holland, gem. 500 en minder inw.;185
387;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Zuid-Holland, gem. 100001 en meer inw.;212313
388;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;'s-Gravenhage;121410
389;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Rotterdam;90903
390;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Zuid-Holland, gem. 50001 - 100000 inw.;39994
391;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Delft;9254
392;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Dordrecht;9661
393;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Leiden;12954
394;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Schiedam;8125
395;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Zuid-Holland, gem. 20001 - 50000 inw.;7708
396;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Gouda;4774
397;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Vlaardingen;2934
398;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Zuid-Holland, gem. 10001 - 20000 inw.;29499
399;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Zuid-Holland, gem. 5001 - 10000 inw.;16621
400;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Zuid-Holland, gem. 2001 - 5000 inw.;16530
401;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Zuid-Holland, gem. 1001 - 2000 inw.;3300
402;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Zuid-Holland, gem. 501 - 1000 inw.;1375
403;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Zuid-Holland, gem. 500 en minder inw.;111
404;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Zeeland, gem. 20001 - 50000 inw.;4424
405;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Vlissingen;4424
406;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Zeeland, gem. 10001 - 20000 inw.;4923
407;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Zeeland, gem. 5001 - 10000 inw.;3693
408;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Zeeland, gem. 2001 - 5000 inw.;9681
409;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Zeeland, gem. 1001 - 2000 inw.;3324
410;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Zeeland, gem. 501 - 1000 inw.;1404
411;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Zeeland, gem. 500 en minder inw.;154
412;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Noord-Brabant, gem. 50001 - 100000 inw.;29445
413;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Eindhoven;17473
414;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Tilburg;11972
415;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Noord-Brabant, gem. 20001 - 50000 inw.;22564
416;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Bergen op Zoom;3017
417;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Breda;7042
418;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Helmond;3610
419;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;'s-Hertogenbosch;6660
420;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Roosendaal en Nispen;2235
421;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Noord-Brabant, gem. 10001 - 20000 inw.;10162
422;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Noord-Brabant, gem. 5001 - 10000 inw.;16611
423;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Noord-Brabant, gem. 2001 - 5000 inw.;17601
424;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Noord-Brabant, gem. 1001 - 2000 inw.;4352
425;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Noord-Brabant, gem. 501 - 1000 inw.;998
426;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Limburg, gem. 50001 - 100000 inw.;13264
427;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Maastricht;13264
428;Totaal aantal woningen;Totaal aantal woningen;Woningen zonder bedsteden;Limburg, gem. 20001 - 50000 inw.;21684
