ID;RegioS;Perioden;VarkensrechtenInEenheden_1;VarkensrechtenInFosfaat_2;PluimveerechtenInEenheden_3;PluimveerechtenInFosfaat_4;VleesEnFokvarkens_5;KippenEnKalkoenen_6;Varkens_7;Pluimvee_8
352;Noord-Holland (PV);2012;22;163;555.0;278.0;9;904;60;170
353;Noord-Holland (PV);2013;21;159;579.0;289.0;15;1272;90;250
354;Noord-Holland (PV);2014;22;166;568.0;284.0;15;1378;90;270
355;Noord-Holland (PV);2015;24;178;606.0;303.0;12;1508;70;260
356;Noord-Holland (PV);2016;25;187;613.0;307.0;11;1784;70;290
357;Noord-Holland (PV);2017;25;183;614.0;307.0;12;1639;70;300
358;Noord-Holland (PV);2018;25;184;731.0;365.0;11;1483;70;180
359;Noord-Holland (PV);2019;25;187;786.0;393.0;12;1241;70;190
360;Noord-Holland (PV);2020;22;160;757.0;379.0;11;1480;70;210
361;Noord-Holland (PV);2021;21;155;761.0;380.0;12;1310;70;190
362;Noord-Holland (PV);2022;19;139;751.0;375.0;11;1094;60;150
363;Noord-Holland (PV);2023;19;139;657.0;329.0;12;997;70;130
364;Zuid-Holland (PV);1998;185;1372;;;174;1797;1060;470
365;Zuid-Holland (PV);1999;182;1348;;;166;1676;940;460
366;Zuid-Holland (PV);2000;175;1297;;;154;1370;860;370
367;Zuid-Holland (PV);2001;165;1218;997.0;499.0;144;1410;740;320
368;Zuid-Holland (PV);2002;159;1175;980.0;490.0;139;1613;730;360
369;Zuid-Holland (PV);2003;154;1139;961.0;481.0;127;1235;680;300
370;Zuid-Holland (PV);2004;149;1104;715.0;358.0;111;1239;580;290
371;Zuid-Holland (PV);2005;143;1057;692.0;346.0;98;1194;580;290
372;Zuid-Holland (PV);2006;136;1007;667.0;334.0;91;953;550;250
373;Zuid-Holland (PV);2007;130;963;661.0;330.0;91;1266;530;310
374;Zuid-Holland (PV);2008;115;854;560.0;280.0;94;912;580;190
375;Zuid-Holland (PV);2009;108;802;514.0;257.0;89;698;560;160
376;Zuid-Holland (PV);2010;97;720;502.0;251.0;80;689;500;150
377;Zuid-Holland (PV);2011;103;762;528.0;264.0;77;831;460;190
378;Zuid-Holland (PV);2012;109;810;522.0;261.0;75;861;400;170
379;Zuid-Holland (PV);2013;86;636;513.0;256.0;78;721;420;150
380;Zuid-Holland (PV);2014;86;633;486.0;243.0;73;837;390;170
381;Zuid-Holland (PV);2015;83;612;442.0;221.0;70;692;400;140
382;Zuid-Holland (PV);2016;85;632;473.0;236.0;70;811;400;170
383;Zuid-Holland (PV);2017;84;621;480.0;240.0;67;655;370;110
384;Zuid-Holland (PV);2018;81;600;414.0;207.0;68;723;420;120
385;Zuid-Holland (PV);2019;79;586;376.0;188.0;59;526;350;90
386;Zuid-Holland (PV);2020;78;576;378.0;189.0;48;585;380;110
387;Zuid-Holland (PV);2021;66;485;275.0;137.0;48;417;330;70
388;Zuid-Holland (PV);2022;66;488;288.0;144.0;55;338;370;80
389;Zuid-Holland (PV);2023;71;523;289.0;145.0;45;604;350;110
390;Zeeland (PV);1998;82;608;;;101;2111;580;550
391;Zeeland (PV);1999;73;538;;;101;1947;550;500
392;Zeeland (PV);2000;70;514;;;84;1959;450;540
393;Zeeland (PV);2001;62;457;1389.0;694.0;79;1898;390;480
394;Zeeland (PV);2002;61;454;1371.0;685.0;79;1879;400;460
395;Zeeland (PV);2003;62;460;1321.0;660.0;61;2064;320;540
396;Zeeland (PV);2004;62;457;1309.0;654.0;53;1630;280;430
397;Zeeland (PV);2005;61;452;1224.0;612.0;54;1965;300;490
398;Zeeland (PV);2006;58;431;1212.0;606.0;54;1974;310;520
399;Zeeland (PV);2007;55;409;1215.0;608.0;57;1533;320;410
400;Zeeland (PV);2008;43;320;1089.0;544.0;49;1746;280;460
401;Zeeland (PV);2009;40;297;1082.0;541.0;48;1724;280;450
402;Zeeland (PV);2010;36;268;1139.0;570.0;46;1766;250;450
403;Zeeland (PV);2011;39;292;1151.0;576.0;39;1698;210;400
404;Zeeland (PV);2012;41;301;1204.0;602.0;42;1761;210;420
405;Zeeland (PV);2013;42;311;1194.0;597.0;38;1717;200;450
406;Zeeland (PV);2014;41;307;1192.0;596.0;36;1621;180;400
407;Zeeland (PV);2015;43;315;1204.0;602.0;35;1976;180;460
408;Zeeland (PV);2016;45;333;1198.0;599.0;41;1688;200;450
409;Zeeland (PV);2017;45;330;1199.0;600.0;40;1981;190;450
410;Zeeland (PV);2018;43;317;1227.0;613.0;34;1871;380;450
411;Zeeland (PV);2019;46;341;1233.0;616.0;35;1898;350;460
412;Zeeland (PV);2020;49;360;1229.0;615.0;36;1641;360;410
413;Zeeland (PV);2021;55;404;1244.0;622.0;41;1614;330;400
414;Zeeland (PV);2022;54;403;1228.0;614.0;39;1882;320;440
415;Zeeland (PV);2023;57;424;1232.0;616.0;37;1995;200;440
416;Noord-Brabant (PV);1998;4613;34133;;;3086;28672;20670;7970
417;Noord-Brabant (PV);1999;4496;33269;;;3533;28997;21330;8650
418;Noord-Brabant (PV);2000;4413;32659;;;3432;29394;20890;8710
419;Noord-Brabant (PV);2001;4045;29930;19615.0;9808.0;3345;27765;18610;7360
420;Noord-Brabant (PV);2002;4024;29775;19198.0;9599.0;2961;28631;17110;7320
421;Noord-Brabant (PV);2003;3902;28875;18662.0;9331.0;2808;23115;16410;5380
422;Noord-Brabant (PV);2004;3694;27335;17294.0;8647.0;2840;23870;15940;6270
423;Noord-Brabant (PV);2005;3727;27577;17364.0;8682.0;2923;26037;18060;7070
424;Noord-Brabant (PV);2006;3719;27520;17477.0;8739.0;2914;25844;18620;7130
425;Noord-Brabant (PV);2007;3767;27877;17808.0;8904.0;2969;25848;18630;7090
426;Noord-Brabant (PV);2008;3966;29349;17827.0;8913.0;3080;25467;19740;6950
427;Noord-Brabant (PV);2009;4033;29847;17934.0;8967.0;3156;26133;20680;7290
428;Noord-Brabant (PV);2010;4108;30396;17673.0;8837.0;3179;28019;20310;7420
429;Noord-Brabant (PV);2011;4081;30197;17473.0;8736.0;3211;26727;19770;7130
430;Noord-Brabant (PV);2012;4049;29963;17301.0;8650.0;3226;26783;18080;6610
431;Noord-Brabant (PV);2013;4058;30029;17058.0;8529.0;3167;26977;18240;6650
432;Noord-Brabant (PV);2014;4046;29939;16806.0;8403.0;3160;27644;17980;6720
433;Noord-Brabant (PV);2015;4030;29819;16643.0;8321.0;3275;28464;18810;6950
434;Noord-Brabant (PV);2016;4009;29664;16563.0;8281.0;3236;27937;18580;7000
435;Noord-Brabant (PV);2017;3981;29456;16789.0;8395.0;3222;28027;17760;6980
436;Noord-Brabant (PV);2018;3943;29178;16930.0;8465.0;3180;24844;17060;5970
437;Noord-Brabant (PV);2019;3976;29422;16969.0;8484.0;3147;24029;16780;5760
438;Noord-Brabant (PV);2020;3926;29055;16916.0;8458.0;3048;24703;16790;5640
439;Noord-Brabant (PV);2021;3578;26476;16904.0;8452.0;2873;22309;15440;5180
440;Noord-Brabant (PV);2022;3522;26059;16874.0;8437.0;2816;22913;15330;5040
441;Noord-Brabant (PV);2023;3476;25723;16799.0;8399.0;2675;22049;15310;5140
442;Limburg (PV);1998;1404;10390;;;1065;16919;7110;5620
443;Limburg (PV);1999;1377;10188;;;1059;18176;6560;6310
444;Limburg (PV);2000;1343;9936;;;1009;18037;6250;6200
445;Limburg (PV);2001;1262;9337;13867.0;6933.0;997;17362;5730;5380
446;Limburg (PV);2002;1252;9261;13699.0;6850.0;922;16337;5490;4970
447;Limburg (PV);2003;1230;9105;13383.0;6692.0;893;13783;5390;3270
448;Limburg (PV);2004;1147;8485;11791.0;5895.0;903;13328;5180;4170
449;Limburg (PV);2005;1141;8441;11739.0;5870.0;900;14926;5710;4770
450;Limburg (PV);2006;1153;8533;11763.0;5881.0;900;14760;5920;4820
451;Limburg (PV);2007;1145;8471;11636.0;5818.0;909;14583;5840;4840
452;Limburg (PV);2008;1222;9044;12079.0;6040.0;958;15669;6320;5030
453;Limburg (PV);2009;1240;9173;11765.0;5882.0;986;16360;6670;5490
454;Limburg (PV);2010;1280;9471;11645.0;5823.0;1009;16241;6610;5450
455;Limburg (PV);2011;1260;9325;11593.0;5797.0;1042;14482;6510;4890
456;Limburg (PV);2012;1257;9305;11709.0;5855.0;1053;14399;5930;4670
457;Limburg (PV);2013;1264;9354;11711.0;5855.0;1028;15211;5940;5070
458;Limburg (PV);2014;1268;9382;11789.0;5894.0;1011;15998;5860;4980
459;Limburg (PV);2015;1250;9251;11702.0;5851.0;1055;16466;6160;5090
460;Limburg (PV);2016;1249;9246;11686.0;5843.0;1052;17161;6030;5540
461;Limburg (PV);2017;1245;9215;11493.0;5747.0;1021;17112;5650;5270
462;Limburg (PV);2018;1240;9177;11456.0;5728.0;1035;16567;6130;4980
463;Limburg (PV);2019;1220;9025;11437.0;5719.0;1020;15507;6040;4990
464;Limburg (PV);2020;1195;8840;11465.0;5732.0;974;15131;6050;4600
465;Limburg (PV);2021;1072;7936;11467.0;5734.0;910;14561;5610;4530
466;Limburg (PV);2022;1069;7913;11409.0;5705.0;890;14613;5510;4480
467;Limburg (PV);2023;1065;7880;11238.0;5619.0;845;14389;4900;4360
468;Niet in te delen (PV);1998;0;0;;;0;0;0;0
469;Niet in te delen (PV);1999;0;0;;;0;0;0;0
470;Niet in te delen (PV);2000;0;0;;;0;0;0;0
471;Niet in te delen (PV);2001;0;0;0.0;0.0;0;0;0;0
472;Niet in te delen (PV);2002;0;0;0.0;0.0;0;0;0;0
473;Niet in te delen (PV);2003;0;0;0.0;0.0;0;0;0;0
474;Niet in te delen (PV);2004;67;493;306.0;153.0;0;0;0;0
475;Niet in te delen (PV);2005;54;398;191.0;96.0;0;0;0;0
476;Niet in te delen (PV);2006;54;399;194.0;97.0;0;0;0;0
477;Niet in te delen (PV);2007;47;345;131.0;66.0;0;0;0;0
478;Niet in te delen (PV);2008;57;421;122.0;61.0;0;0;0;0
479;Niet in te delen (PV);2009;59;438;107.0;54.0;0;0;0;0
480;Niet in te delen (PV);2010;5;39;21.0;11.0;0;0;0;0
481;Niet in te delen (PV);2011;2;15;11.0;5.0;0;0;0;0
482;Niet in te delen (PV);2012;2;17;0.0;0.0;0;0;0;0
483;Niet in te delen (PV);2013;2;13;2.0;1.0;0;0;0;0
484;Niet in te delen (PV);2014;5;34;95.0;47.0;0;0;0;0
485;Niet in te delen (PV);2015;1;4;2.0;1.0;0;0;0;0
486;Niet in te delen (PV);2016;1;4;2.0;1.0;0;0;0;0
487;Niet in te delen (PV);2017;1;4;2.0;1.0;0;0;0;0
488;Niet in te delen (PV);2018;1;4;2.0;1.0;0;0;0;0
489;Niet in te delen (PV);2019;1;4;2.0;1.0;0;0;0;0
490;Niet in te delen (PV);2020;1;4;2.0;1.0;0;0;0;0
491;Niet in te delen (PV);2021;1;4;2.0;1.0;0;0;0;0
492;Niet in te delen (PV);2022;1;4;2.0;1.0;0;0;0;0
493;Niet in te delen (PV);2023;1;4;2.0;1.0;0;0;0;0
