ID;Pensioenuitvoerders;Pensioenregelingen;StatusPensioenaanspraken;Perioden;Pensioenaanspraken_1;BrutoJaarbedragOpgebouwdPensioen_2;BrutoJaarbedragTeBereikenPensioen_3
51;Totaal pensioenuitvoerders;Uitkeringsovereenkomst;Niet-actieve pensioenaanspraken;2019;10027060;18528031;18528031
52;Totaal pensioenuitvoerders;Uitkeringsovereenkomst;Niet-actieve pensioenaanspraken;2020;9973740;18557384;18557384
53;Totaal pensioenuitvoerders;Uitkeringsovereenkomst;Niet-actieve pensioenaanspraken;2021;9965920;19026964;19026964
54;Totaal pensioenuitvoerders;Uitkeringsovereenkomst;Niet-actieve pensioenaanspraken;2022;9336180;19324305;19324305
55;Totaal pensioenuitvoerders;Uitkeringsovereenkomst;Niet-actieve pensioenaanspraken;2023;8753110;20843739;20843739
56;Totaal pensioenuitvoerders;Uitkeringsovereenkomst;Onbekend;2016;0;0;0
57;Totaal pensioenuitvoerders;Uitkeringsovereenkomst;Onbekend;2017;0;0;0
58;Totaal pensioenuitvoerders;Uitkeringsovereenkomst;Onbekend;2018;0;0;0
59;Totaal pensioenuitvoerders;Uitkeringsovereenkomst;Onbekend;2019;0;0;0
60;Totaal pensioenuitvoerders;Uitkeringsovereenkomst;Onbekend;2020;0;0;0
61;Totaal pensioenuitvoerders;Uitkeringsovereenkomst;Onbekend;2021;0;0;0
62;Totaal pensioenuitvoerders;Uitkeringsovereenkomst;Onbekend;2022;0;0;0
63;Totaal pensioenuitvoerders;Uitkeringsovereenkomst;Onbekend;2023;0;0;0
64;Totaal pensioenuitvoerders;Premieovereenkomst;Totaal pensioenaanspraken;2016;4211080;3064087;9357956
65;Totaal pensioenuitvoerders;Premieovereenkomst;Totaal pensioenaanspraken;2017;4587160;3434223;10309262
66;Totaal pensioenuitvoerders;Premieovereenkomst;Totaal pensioenaanspraken;2018;4736840;3554543;11847968
67;Totaal pensioenuitvoerders;Premieovereenkomst;Totaal pensioenaanspraken;2019;4784210;4091074;15555994
68;Totaal pensioenuitvoerders;Premieovereenkomst;Totaal pensioenaanspraken;2020;4892310;4760531;18140434
69;Totaal pensioenuitvoerders;Premieovereenkomst;Totaal pensioenaanspraken;2021;5138370;5664704;19043707
70;Totaal pensioenuitvoerders;Premieovereenkomst;Totaal pensioenaanspraken;2022;5418720;9234711;30618678
71;Totaal pensioenuitvoerders;Premieovereenkomst;Totaal pensioenaanspraken;2023;5790260;9202278;32188282
72;Totaal pensioenuitvoerders;Premieovereenkomst;Actieve pensioenaanspraken;2016;1409330;1443948;7737817
73;Totaal pensioenuitvoerders;Premieovereenkomst;Actieve pensioenaanspraken;2017;1468510;1529189;8404228
74;Totaal pensioenuitvoerders;Premieovereenkomst;Actieve pensioenaanspraken;2018;1471780;1440382;9733807
75;Totaal pensioenuitvoerders;Premieovereenkomst;Actieve pensioenaanspraken;2019;1543900;1649200;13114120
76;Totaal pensioenuitvoerders;Premieovereenkomst;Actieve pensioenaanspraken;2020;1503970;2071078;15450981
77;Totaal pensioenuitvoerders;Premieovereenkomst;Actieve pensioenaanspraken;2021;1700710;2510245;15889248
78;Totaal pensioenuitvoerders;Premieovereenkomst;Actieve pensioenaanspraken;2022;1928360;4111782;25495748
79;Totaal pensioenuitvoerders;Premieovereenkomst;Actieve pensioenaanspraken;2023;1978610;4194436;27180440
80;Totaal pensioenuitvoerders;Premieovereenkomst;Niet-actieve pensioenaanspraken;2016;2801750;1620139;1620139
81;Totaal pensioenuitvoerders;Premieovereenkomst;Niet-actieve pensioenaanspraken;2017;3118650;1905034;1905034
82;Totaal pensioenuitvoerders;Premieovereenkomst;Niet-actieve pensioenaanspraken;2018;3265060;2114161;2114161
83;Totaal pensioenuitvoerders;Premieovereenkomst;Niet-actieve pensioenaanspraken;2019;3240310;2441874;2441874
84;Totaal pensioenuitvoerders;Premieovereenkomst;Niet-actieve pensioenaanspraken;2020;3388350;2689453;2689453
85;Totaal pensioenuitvoerders;Premieovereenkomst;Niet-actieve pensioenaanspraken;2021;3437660;3154459;3154459
86;Totaal pensioenuitvoerders;Premieovereenkomst;Niet-actieve pensioenaanspraken;2022;3490360;5122930;5122930
87;Totaal pensioenuitvoerders;Premieovereenkomst;Niet-actieve pensioenaanspraken;2023;3811650;5007842;5007842
88;Totaal pensioenuitvoerders;Premieovereenkomst;Onbekend;2016;0;0;0
89;Totaal pensioenuitvoerders;Premieovereenkomst;Onbekend;2017;0;0;0
90;Totaal pensioenuitvoerders;Premieovereenkomst;Onbekend;2018;0;0;0
91;Totaal pensioenuitvoerders;Premieovereenkomst;Onbekend;2019;0;0;0
92;Totaal pensioenuitvoerders;Premieovereenkomst;Onbekend;2020;0;0;0
93;Totaal pensioenuitvoerders;Premieovereenkomst;Onbekend;2021;0;0;0
94;Totaal pensioenuitvoerders;Premieovereenkomst;Onbekend;2022;0;0;0
95;Totaal pensioenuitvoerders;Premieovereenkomst;Onbekend;2023;0;0;0
96;Totaal pensioenuitvoerders;Onbekend;Totaal pensioenaanspraken;2016;0;0;0
97;Totaal pensioenuitvoerders;Onbekend;Totaal pensioenaanspraken;2017;0;0;0
98;Totaal pensioenuitvoerders;Onbekend;Totaal pensioenaanspraken;2018;0;0;0
99;Totaal pensioenuitvoerders;Onbekend;Totaal pensioenaanspraken;2019;0;0;0
100;Totaal pensioenuitvoerders;Onbekend;Totaal pensioenaanspraken;2020;0;0;0
101;Totaal pensioenuitvoerders;Onbekend;Totaal pensioenaanspraken;2021;0;0;0
102;Totaal pensioenuitvoerders;Onbekend;Totaal pensioenaanspraken;2022;0;0;0
103;Totaal pensioenuitvoerders;Onbekend;Totaal pensioenaanspraken;2023;0;0;0
104;Totaal pensioenuitvoerders;Onbekend;Actieve pensioenaanspraken;2016;0;0;0
105;Totaal pensioenuitvoerders;Onbekend;Actieve pensioenaanspraken;2017;0;0;0
106;Totaal pensioenuitvoerders;Onbekend;Actieve pensioenaanspraken;2018;0;0;0
107;Totaal pensioenuitvoerders;Onbekend;Actieve pensioenaanspraken;2019;0;0;0
108;Totaal pensioenuitvoerders;Onbekend;Actieve pensioenaanspraken;2020;0;0;0
109;Totaal pensioenuitvoerders;Onbekend;Actieve pensioenaanspraken;2021;0;0;0
110;Totaal pensioenuitvoerders;Onbekend;Actieve pensioenaanspraken;2022;0;0;0
111;Totaal pensioenuitvoerders;Onbekend;Actieve pensioenaanspraken;2023;0;0;0
112;Totaal pensioenuitvoerders;Onbekend;Niet-actieve pensioenaanspraken;2016;0;0;0
113;Totaal pensioenuitvoerders;Onbekend;Niet-actieve pensioenaanspraken;2017;0;0;0
114;Totaal pensioenuitvoerders;Onbekend;Niet-actieve pensioenaanspraken;2018;0;0;0
115;Totaal pensioenuitvoerders;Onbekend;Niet-actieve pensioenaanspraken;2019;0;0;0
116;Totaal pensioenuitvoerders;Onbekend;Niet-actieve pensioenaanspraken;2020;0;0;0
117;Totaal pensioenuitvoerders;Onbekend;Niet-actieve pensioenaanspraken;2021;0;0;0
118;Totaal pensioenuitvoerders;Onbekend;Niet-actieve pensioenaanspraken;2022;0;0;0
119;Totaal pensioenuitvoerders;Onbekend;Niet-actieve pensioenaanspraken;2023;0;0;0
120;Totaal pensioenuitvoerders;Onbekend;Onbekend;2016;0;0;0
121;Totaal pensioenuitvoerders;Onbekend;Onbekend;2017;0;0;0
122;Totaal pensioenuitvoerders;Onbekend;Onbekend;2018;0;0;0
123;Totaal pensioenuitvoerders;Onbekend;Onbekend;2019;0;0;0
124;Totaal pensioenuitvoerders;Onbekend;Onbekend;2020;0;0;0
125;Totaal pensioenuitvoerders;Onbekend;Onbekend;2021;0;0;0
126;Totaal pensioenuitvoerders;Onbekend;Onbekend;2022;0;0;0
127;Totaal pensioenuitvoerders;Onbekend;Onbekend;2023;0;0;0
128;Bedrijfstakpensioenfonds;Totaal ;Totaal pensioenaanspraken;2016;13433080;38394171;76392543
129;Bedrijfstakpensioenfonds;Totaal ;Totaal pensioenaanspraken;2017;13497780;38698663;76466025
130;Bedrijfstakpensioenfonds;Totaal ;Totaal pensioenaanspraken;2018;13799380;39519828;77939740
131;Bedrijfstakpensioenfonds;Totaal ;Totaal pensioenaanspraken;2019;13831980;40522399;82164168
132;Bedrijfstakpensioenfonds;Totaal ;Totaal pensioenaanspraken;2020;13712600;40649520;83891431
133;Bedrijfstakpensioenfonds;Totaal ;Totaal pensioenaanspraken;2021;13659480;41092305;85398215
134;Bedrijfstakpensioenfonds;Totaal ;Totaal pensioenaanspraken;2022;13395470;42388826;91425701
135;Bedrijfstakpensioenfonds;Totaal ;Totaal pensioenaanspraken;2023;12695750;44095515;95101559
136;Bedrijfstakpensioenfonds;Totaal ;Actieve pensioenaanspraken;2016;5142950;29103913;67102285
137;Bedrijfstakpensioenfonds;Totaal ;Actieve pensioenaanspraken;2017;5143370;29108728;66876089
138;Bedrijfstakpensioenfonds;Totaal ;Actieve pensioenaanspraken;2018;5225250;29383795;67803707
139;Bedrijfstakpensioenfonds;Totaal ;Actieve pensioenaanspraken;2019;5386670;29864468;71506237
140;Bedrijfstakpensioenfonds;Totaal ;Actieve pensioenaanspraken;2020;5353180;30050409;73292320
141;Bedrijfstakpensioenfonds;Totaal ;Actieve pensioenaanspraken;2021;5490820;30136104;74442014
142;Bedrijfstakpensioenfonds;Totaal ;Actieve pensioenaanspraken;2022;5662820;30740372;79777247
143;Bedrijfstakpensioenfonds;Totaal ;Actieve pensioenaanspraken;2023;5657260;31842750;82848793
144;Bedrijfstakpensioenfonds;Totaal ;Niet-actieve pensioenaanspraken;2016;8290130;9290258;9290258
145;Bedrijfstakpensioenfonds;Totaal ;Niet-actieve pensioenaanspraken;2017;8354400;9589935;9589935
146;Bedrijfstakpensioenfonds;Totaal ;Niet-actieve pensioenaanspraken;2018;8574120;10136033;10136033
147;Bedrijfstakpensioenfonds;Totaal ;Niet-actieve pensioenaanspraken;2019;8445320;10657931;10657931
148;Bedrijfstakpensioenfonds;Totaal ;Niet-actieve pensioenaanspraken;2020;8359410;10599111;10599111
149;Bedrijfstakpensioenfonds;Totaal ;Niet-actieve pensioenaanspraken;2021;8168660;10956201;10956201
150;Bedrijfstakpensioenfonds;Totaal ;Niet-actieve pensioenaanspraken;2022;7732650;11648454;11648454
151;Bedrijfstakpensioenfonds;Totaal ;Niet-actieve pensioenaanspraken;2023;7038490;12252765;12252765
152;Bedrijfstakpensioenfonds;Totaal ;Onbekend;2016;0;0;0
153;Bedrijfstakpensioenfonds;Totaal ;Onbekend;2017;0;0;0
154;Bedrijfstakpensioenfonds;Totaal ;Onbekend;2018;0;0;0
155;Bedrijfstakpensioenfonds;Totaal ;Onbekend;2019;0;0;0
156;Bedrijfstakpensioenfonds;Totaal ;Onbekend;2020;0;0;0
157;Bedrijfstakpensioenfonds;Totaal ;Onbekend;2021;0;0;0
158;Bedrijfstakpensioenfonds;Totaal ;Onbekend;2022;0;0;0
159;Bedrijfstakpensioenfonds;Totaal ;Onbekend;2023;0;0;0
160;Bedrijfstakpensioenfonds;Uitkeringsovereenkomst;Totaal pensioenaanspraken;2016;12184470;38244987;75564981
161;Bedrijfstakpensioenfonds;Uitkeringsovereenkomst;Totaal pensioenaanspraken;2017;12163130;38623571;76337057
162;Bedrijfstakpensioenfonds;Uitkeringsovereenkomst;Totaal pensioenaanspraken;2018;12449170;39443511;77811658
163;Bedrijfstakpensioenfonds;Uitkeringsovereenkomst;Totaal pensioenaanspraken;2019;12584730;40334454;80976278
164;Bedrijfstakpensioenfonds;Uitkeringsovereenkomst;Totaal pensioenaanspraken;2020;12508710;40446518;82369933
165;Bedrijfstakpensioenfonds;Uitkeringsovereenkomst;Totaal pensioenaanspraken;2021;12546420;40876082;83578926
166;Bedrijfstakpensioenfonds;Uitkeringsovereenkomst;Totaal pensioenaanspraken;2022;12205560;42055319;88195345
167;Bedrijfstakpensioenfonds;Uitkeringsovereenkomst;Totaal pensioenaanspraken;2023;11466630;43650012;91395645
168;Bedrijfstakpensioenfonds;Uitkeringsovereenkomst;Actieve pensioenaanspraken;2016;4793650;29033963;66353957
169;Bedrijfstakpensioenfonds;Uitkeringsovereenkomst;Actieve pensioenaanspraken;2017;4742310;29069929;66783416
170;Bedrijfstakpensioenfonds;Uitkeringsovereenkomst;Actieve pensioenaanspraken;2018;4833140;29345425;67713572
171;Bedrijfstakpensioenfonds;Uitkeringsovereenkomst;Actieve pensioenaanspraken;2019;4978910;29773326;70415150
172;Bedrijfstakpensioenfonds;Uitkeringsovereenkomst;Actieve pensioenaanspraken;2020;4995040;29951928;71875343
173;Bedrijfstakpensioenfonds;Uitkeringsovereenkomst;Actieve pensioenaanspraken;2021;5062330;30023823;72726667
174;Bedrijfstakpensioenfonds;Uitkeringsovereenkomst;Actieve pensioenaanspraken;2022;5140790;30551789;76691815
175;Bedrijfstakpensioenfonds;Uitkeringsovereenkomst;Actieve pensioenaanspraken;2023;5185820;31590142;79335775
176;Bedrijfstakpensioenfonds;Uitkeringsovereenkomst;Niet-actieve pensioenaanspraken;2016;7390820;9211024;9211024
177;Bedrijfstakpensioenfonds;Uitkeringsovereenkomst;Niet-actieve pensioenaanspraken;2017;7420820;9553642;9553642
178;Bedrijfstakpensioenfonds;Uitkeringsovereenkomst;Niet-actieve pensioenaanspraken;2018;7616030;10098085;10098085
179;Bedrijfstakpensioenfonds;Uitkeringsovereenkomst;Niet-actieve pensioenaanspraken;2019;7605820;10561128;10561128
180;Bedrijfstakpensioenfonds;Uitkeringsovereenkomst;Niet-actieve pensioenaanspraken;2020;7513670;10494590;10494590
181;Bedrijfstakpensioenfonds;Uitkeringsovereenkomst;Niet-actieve pensioenaanspraken;2021;7484100;10852259;10852259
182;Bedrijfstakpensioenfonds;Uitkeringsovereenkomst;Niet-actieve pensioenaanspraken;2022;7064770;11503530;11503530
183;Bedrijfstakpensioenfonds;Uitkeringsovereenkomst;Niet-actieve pensioenaanspraken;2023;6280820;12059870;12059870
184;Bedrijfstakpensioenfonds;Uitkeringsovereenkomst;Onbekend;2016;0;0;0
185;Bedrijfstakpensioenfonds;Uitkeringsovereenkomst;Onbekend;2017;0;0;0
186;Bedrijfstakpensioenfonds;Uitkeringsovereenkomst;Onbekend;2018;0;0;0
187;Bedrijfstakpensioenfonds;Uitkeringsovereenkomst;Onbekend;2019;0;0;0
188;Bedrijfstakpensioenfonds;Uitkeringsovereenkomst;Onbekend;2020;0;0;0
189;Bedrijfstakpensioenfonds;Uitkeringsovereenkomst;Onbekend;2021;0;0;0
190;Bedrijfstakpensioenfonds;Uitkeringsovereenkomst;Onbekend;2022;0;0;0
191;Bedrijfstakpensioenfonds;Uitkeringsovereenkomst;Onbekend;2023;0;0;0
192;Bedrijfstakpensioenfonds;Premieovereenkomst;Totaal pensioenaanspraken;2016;1248610;149184;827563
193;Bedrijfstakpensioenfonds;Premieovereenkomst;Totaal pensioenaanspraken;2017;1334650;75093;128967
194;Bedrijfstakpensioenfonds;Premieovereenkomst;Totaal pensioenaanspraken;2018;1350210;76318;128082
195;Bedrijfstakpensioenfonds;Premieovereenkomst;Totaal pensioenaanspraken;2019;1247260;187945;1187890
196;Bedrijfstakpensioenfonds;Premieovereenkomst;Totaal pensioenaanspraken;2020;1203890;203003;1521498
197;Bedrijfstakpensioenfonds;Premieovereenkomst;Totaal pensioenaanspraken;2021;1113050;216223;1819289
198;Bedrijfstakpensioenfonds;Premieovereenkomst;Totaal pensioenaanspraken;2022;1189910;333507;3230356
199;Bedrijfstakpensioenfonds;Premieovereenkomst;Totaal pensioenaanspraken;2023;1229110;445504;3705914
200;Bedrijfstakpensioenfonds;Premieovereenkomst;Actieve pensioenaanspraken;2016;349300;69950;748329
201;Bedrijfstakpensioenfonds;Premieovereenkomst;Actieve pensioenaanspraken;2017;401060;38799;92673
202;Bedrijfstakpensioenfonds;Premieovereenkomst;Actieve pensioenaanspraken;2018;392120;38370;90135
203;Bedrijfstakpensioenfonds;Premieovereenkomst;Actieve pensioenaanspraken;2019;407760;91142;1091087
204;Bedrijfstakpensioenfonds;Premieovereenkomst;Actieve pensioenaanspraken;2020;358150;98481;1416976
205;Bedrijfstakpensioenfonds;Premieovereenkomst;Actieve pensioenaanspraken;2021;428490;112281;1715347
206;Bedrijfstakpensioenfonds;Premieovereenkomst;Actieve pensioenaanspraken;2022;522030;188583;3085432
207;Bedrijfstakpensioenfonds;Premieovereenkomst;Actieve pensioenaanspraken;2023;471440;252608;3513018
208;Bedrijfstakpensioenfonds;Premieovereenkomst;Niet-actieve pensioenaanspraken;2016;899320;79234;79234
209;Bedrijfstakpensioenfonds;Premieovereenkomst;Niet-actieve pensioenaanspraken;2017;933590;36294;36294
210;Bedrijfstakpensioenfonds;Premieovereenkomst;Niet-actieve pensioenaanspraken;2018;958090;37948;37948
211;Bedrijfstakpensioenfonds;Premieovereenkomst;Niet-actieve pensioenaanspraken;2019;839500;96803;96803
212;Bedrijfstakpensioenfonds;Premieovereenkomst;Niet-actieve pensioenaanspraken;2020;845740;104521;104521
213;Bedrijfstakpensioenfonds;Premieovereenkomst;Niet-actieve pensioenaanspraken;2021;684560;103942;103942
214;Bedrijfstakpensioenfonds;Premieovereenkomst;Niet-actieve pensioenaanspraken;2022;667880;144924;144924
215;Bedrijfstakpensioenfonds;Premieovereenkomst;Niet-actieve pensioenaanspraken;2023;757670;192896;192896
216;Bedrijfstakpensioenfonds;Premieovereenkomst;Onbekend;2016;0;0;0
217;Bedrijfstakpensioenfonds;Premieovereenkomst;Onbekend;2017;0;0;0
218;Bedrijfstakpensioenfonds;Premieovereenkomst;Onbekend;2018;0;0;0
219;Bedrijfstakpensioenfonds;Premieovereenkomst;Onbekend;2019;0;0;0
220;Bedrijfstakpensioenfonds;Premieovereenkomst;Onbekend;2020;0;0;0
221;Bedrijfstakpensioenfonds;Premieovereenkomst;Onbekend;2021;0;0;0
222;Bedrijfstakpensioenfonds;Premieovereenkomst;Onbekend;2022;0;0;0
223;Bedrijfstakpensioenfonds;Premieovereenkomst;Onbekend;2023;0;0;0
224;Bedrijfstakpensioenfonds;Onbekend;Totaal pensioenaanspraken;2016;0;0;0
225;Bedrijfstakpensioenfonds;Onbekend;Totaal pensioenaanspraken;2017;0;0;0
226;Bedrijfstakpensioenfonds;Onbekend;Totaal pensioenaanspraken;2018;0;0;0
227;Bedrijfstakpensioenfonds;Onbekend;Totaal pensioenaanspraken;2019;0;0;0
228;Bedrijfstakpensioenfonds;Onbekend;Totaal pensioenaanspraken;2020;0;0;0
229;Bedrijfstakpensioenfonds;Onbekend;Totaal pensioenaanspraken;2021;0;0;0
230;Bedrijfstakpensioenfonds;Onbekend;Totaal pensioenaanspraken;2022;0;0;0
231;Bedrijfstakpensioenfonds;Onbekend;Totaal pensioenaanspraken;2023;0;0;0
232;Bedrijfstakpensioenfonds;Onbekend;Actieve pensioenaanspraken;2016;0;0;0
233;Bedrijfstakpensioenfonds;Onbekend;Actieve pensioenaanspraken;2017;0;0;0
234;Bedrijfstakpensioenfonds;Onbekend;Actieve pensioenaanspraken;2018;0;0;0
235;Bedrijfstakpensioenfonds;Onbekend;Actieve pensioenaanspraken;2019;0;0;0
236;Bedrijfstakpensioenfonds;Onbekend;Actieve pensioenaanspraken;2020;0;0;0
237;Bedrijfstakpensioenfonds;Onbekend;Actieve pensioenaanspraken;2021;0;0;0
238;Bedrijfstakpensioenfonds;Onbekend;Actieve pensioenaanspraken;2022;0;0;0
239;Bedrijfstakpensioenfonds;Onbekend;Actieve pensioenaanspraken;2023;0;0;0
240;Bedrijfstakpensioenfonds;Onbekend;Niet-actieve pensioenaanspraken;2016;0;0;0
241;Bedrijfstakpensioenfonds;Onbekend;Niet-actieve pensioenaanspraken;2017;0;0;0
242;Bedrijfstakpensioenfonds;Onbekend;Niet-actieve pensioenaanspraken;2018;0;0;0
243;Bedrijfstakpensioenfonds;Onbekend;Niet-actieve pensioenaanspraken;2019;0;0;0
244;Bedrijfstakpensioenfonds;Onbekend;Niet-actieve pensioenaanspraken;2020;0;0;0
245;Bedrijfstakpensioenfonds;Onbekend;Niet-actieve pensioenaanspraken;2021;0;0;0
246;Bedrijfstakpensioenfonds;Onbekend;Niet-actieve pensioenaanspraken;2022;0;0;0
247;Bedrijfstakpensioenfonds;Onbekend;Niet-actieve pensioenaanspraken;2023;0;0;0
248;Bedrijfstakpensioenfonds;Onbekend;Onbekend;2016;0;0;0
249;Bedrijfstakpensioenfonds;Onbekend;Onbekend;2017;0;0;0
250;Bedrijfstakpensioenfonds;Onbekend;Onbekend;2018;0;0;0
251;Bedrijfstakpensioenfonds;Onbekend;Onbekend;2019;0;0;0
252;Bedrijfstakpensioenfonds;Onbekend;Onbekend;2020;0;0;0
253;Bedrijfstakpensioenfonds;Onbekend;Onbekend;2021;0;0;0
254;Bedrijfstakpensioenfonds;Onbekend;Onbekend;2022;0;0;0
255;Bedrijfstakpensioenfonds;Onbekend;Onbekend;2023;0;0;0
256;Ondernemingspensioenfonds;Totaal ;Totaal pensioenaanspraken;2016;1752630;8165465;14088286
257;Ondernemingspensioenfonds;Totaal ;Totaal pensioenaanspraken;2017;1482060;7862527;13725535
258;Ondernemingspensioenfonds;Totaal ;Totaal pensioenaanspraken;2018;1579630;8407993;14519255
259;Ondernemingspensioenfonds;Totaal ;Totaal pensioenaanspraken;2019;1497460;8322849;14277603
260;Ondernemingspensioenfonds;Totaal ;Totaal pensioenaanspraken;2020;1461230;8054213;14223884
261;Ondernemingspensioenfonds;Totaal ;Totaal pensioenaanspraken;2021;1237100;7823483;12864532
262;Ondernemingspensioenfonds;Totaal ;Totaal pensioenaanspraken;2022;1217000;7753114;12954435
263;Ondernemingspensioenfonds;Totaal ;Totaal pensioenaanspraken;2023;1248500;8158292;14101229
264;Ondernemingspensioenfonds;Totaal ;Actieve pensioenaanspraken;2016;676720;4647163;10569983
265;Ondernemingspensioenfonds;Totaal ;Actieve pensioenaanspraken;2017;557570;4429946;10292954
266;Ondernemingspensioenfonds;Totaal ;Actieve pensioenaanspraken;2018;569700;4379859;10491121
267;Ondernemingspensioenfonds;Totaal ;Actieve pensioenaanspraken;2019;510710;3994363;9949117
