ID;Pensioenuitvoerders;Pensioenregelingen;StatusPensioenaanspraken;Perioden;Pensioenaanspraken_1;BrutoJaarbedragOpgebouwdPensioen_2;BrutoJaarbedragTeBereikenPensioen_3
553;Overige pensioenuitvoerders;Uitkeringsovereenkomst;Actieve pensioenaanspraken;2017;83180;805437;1750411
554;Overige pensioenuitvoerders;Uitkeringsovereenkomst;Actieve pensioenaanspraken;2018;93180;837463;1856966
555;Overige pensioenuitvoerders;Uitkeringsovereenkomst;Actieve pensioenaanspraken;2019;97520;835871;1940369
556;Overige pensioenuitvoerders;Uitkeringsovereenkomst;Actieve pensioenaanspraken;2020;107740;883339;1942502
557;Overige pensioenuitvoerders;Uitkeringsovereenkomst;Actieve pensioenaanspraken;2021;80450;547899;1352173
558;Overige pensioenuitvoerders;Uitkeringsovereenkomst;Actieve pensioenaanspraken;2022;78150;562285;1395628
559;Overige pensioenuitvoerders;Uitkeringsovereenkomst;Actieve pensioenaanspraken;2023;75140;561002;1414876
560;Overige pensioenuitvoerders;Uitkeringsovereenkomst;Niet-actieve pensioenaanspraken;2016;52420;234630;234630
561;Overige pensioenuitvoerders;Uitkeringsovereenkomst;Niet-actieve pensioenaanspraken;2017;48930;255751;255751
562;Overige pensioenuitvoerders;Uitkeringsovereenkomst;Niet-actieve pensioenaanspraken;2018;73110;338398;338398
563;Overige pensioenuitvoerders;Uitkeringsovereenkomst;Niet-actieve pensioenaanspraken;2019;77100;344561;344561
564;Overige pensioenuitvoerders;Uitkeringsovereenkomst;Niet-actieve pensioenaanspraken;2020;107620;449460;449460
565;Overige pensioenuitvoerders;Uitkeringsovereenkomst;Niet-actieve pensioenaanspraken;2021;138070;610987;610987
566;Overige pensioenuitvoerders;Uitkeringsovereenkomst;Niet-actieve pensioenaanspraken;2022;143860;681312;681312
567;Overige pensioenuitvoerders;Uitkeringsovereenkomst;Niet-actieve pensioenaanspraken;2023;134960;674157;674157
568;Overige pensioenuitvoerders;Uitkeringsovereenkomst;Onbekend;2016;0;0;0
569;Overige pensioenuitvoerders;Uitkeringsovereenkomst;Onbekend;2017;0;0;0
570;Overige pensioenuitvoerders;Uitkeringsovereenkomst;Onbekend;2018;0;0;0
571;Overige pensioenuitvoerders;Uitkeringsovereenkomst;Onbekend;2019;0;0;0
572;Overige pensioenuitvoerders;Uitkeringsovereenkomst;Onbekend;2020;0;0;0
573;Overige pensioenuitvoerders;Uitkeringsovereenkomst;Onbekend;2021;0;0;0
574;Overige pensioenuitvoerders;Uitkeringsovereenkomst;Onbekend;2022;0;0;0
575;Overige pensioenuitvoerders;Uitkeringsovereenkomst;Onbekend;2023;0;0;0
576;Overige pensioenuitvoerders;Premieovereenkomst;Totaal pensioenaanspraken;2016;350020;332279;1717602
577;Overige pensioenuitvoerders;Premieovereenkomst;Totaal pensioenaanspraken;2017;459480;455314;2733294
578;Overige pensioenuitvoerders;Premieovereenkomst;Totaal pensioenaanspraken;2018;617350;623290;3840279
579;Overige pensioenuitvoerders;Premieovereenkomst;Totaal pensioenaanspraken;2019;948350;1124550;6108308
580;Overige pensioenuitvoerders;Premieovereenkomst;Totaal pensioenaanspraken;2020;680820;988728;5119898
581;Overige pensioenuitvoerders;Premieovereenkomst;Totaal pensioenaanspraken;2021;836300;1303937;5515758
582;Overige pensioenuitvoerders;Premieovereenkomst;Totaal pensioenaanspraken;2022;1022130;2700929;9853040
583;Overige pensioenuitvoerders;Premieovereenkomst;Totaal pensioenaanspraken;2023;1128580;2583689;9655630
584;Overige pensioenuitvoerders;Premieovereenkomst;Actieve pensioenaanspraken;2016;238140;243512;1628835
585;Overige pensioenuitvoerders;Premieovereenkomst;Actieve pensioenaanspraken;2017;291380;330838;2608818
586;Overige pensioenuitvoerders;Premieovereenkomst;Actieve pensioenaanspraken;2018;366020;434036;3651024
587;Overige pensioenuitvoerders;Premieovereenkomst;Actieve pensioenaanspraken;2019;468000;642919;5626676
588;Overige pensioenuitvoerders;Premieovereenkomst;Actieve pensioenaanspraken;2020;359270;641633;4772803
589;Overige pensioenuitvoerders;Premieovereenkomst;Actieve pensioenaanspraken;2021;448680;797502;5009323
590;Overige pensioenuitvoerders;Premieovereenkomst;Actieve pensioenaanspraken;2022;538520;1440615;8592726
591;Overige pensioenuitvoerders;Premieovereenkomst;Actieve pensioenaanspraken;2023;568390;1389127;8461068
592;Overige pensioenuitvoerders;Premieovereenkomst;Niet-actieve pensioenaanspraken;2016;111870;88767;88767
593;Overige pensioenuitvoerders;Premieovereenkomst;Niet-actieve pensioenaanspraken;2017;168100;124476;124476
594;Overige pensioenuitvoerders;Premieovereenkomst;Niet-actieve pensioenaanspraken;2018;251340;189254;189254
595;Overige pensioenuitvoerders;Premieovereenkomst;Niet-actieve pensioenaanspraken;2019;480350;481632;481632
596;Overige pensioenuitvoerders;Premieovereenkomst;Niet-actieve pensioenaanspraken;2020;321550;347095;347095
597;Overige pensioenuitvoerders;Premieovereenkomst;Niet-actieve pensioenaanspraken;2021;387620;506435;506435
598;Overige pensioenuitvoerders;Premieovereenkomst;Niet-actieve pensioenaanspraken;2022;483610;1260314;1260314
599;Overige pensioenuitvoerders;Premieovereenkomst;Niet-actieve pensioenaanspraken;2023;560180;1194562;1194562
600;Overige pensioenuitvoerders;Premieovereenkomst;Onbekend;2016;0;0;0
601;Overige pensioenuitvoerders;Premieovereenkomst;Onbekend;2017;0;0;0
602;Overige pensioenuitvoerders;Premieovereenkomst;Onbekend;2018;0;0;0
603;Overige pensioenuitvoerders;Premieovereenkomst;Onbekend;2019;0;0;0
604;Overige pensioenuitvoerders;Premieovereenkomst;Onbekend;2020;0;0;0
605;Overige pensioenuitvoerders;Premieovereenkomst;Onbekend;2021;0;0;0
606;Overige pensioenuitvoerders;Premieovereenkomst;Onbekend;2022;0;0;0
607;Overige pensioenuitvoerders;Premieovereenkomst;Onbekend;2023;0;0;0
608;Overige pensioenuitvoerders;Onbekend;Totaal pensioenaanspraken;2016;0;0;0
609;Overige pensioenuitvoerders;Onbekend;Totaal pensioenaanspraken;2017;0;0;0
610;Overige pensioenuitvoerders;Onbekend;Totaal pensioenaanspraken;2018;0;0;0
611;Overige pensioenuitvoerders;Onbekend;Totaal pensioenaanspraken;2019;0;0;0
612;Overige pensioenuitvoerders;Onbekend;Totaal pensioenaanspraken;2020;0;0;0
613;Overige pensioenuitvoerders;Onbekend;Totaal pensioenaanspraken;2021;0;0;0
614;Overige pensioenuitvoerders;Onbekend;Totaal pensioenaanspraken;2022;0;0;0
615;Overige pensioenuitvoerders;Onbekend;Totaal pensioenaanspraken;2023;0;0;0
616;Overige pensioenuitvoerders;Onbekend;Actieve pensioenaanspraken;2016;0;0;0
617;Overige pensioenuitvoerders;Onbekend;Actieve pensioenaanspraken;2017;0;0;0
618;Overige pensioenuitvoerders;Onbekend;Actieve pensioenaanspraken;2018;0;0;0
619;Overige pensioenuitvoerders;Onbekend;Actieve pensioenaanspraken;2019;0;0;0
620;Overige pensioenuitvoerders;Onbekend;Actieve pensioenaanspraken;2020;0;0;0
621;Overige pensioenuitvoerders;Onbekend;Actieve pensioenaanspraken;2021;0;0;0
622;Overige pensioenuitvoerders;Onbekend;Actieve pensioenaanspraken;2022;0;0;0
623;Overige pensioenuitvoerders;Onbekend;Actieve pensioenaanspraken;2023;0;0;0
624;Overige pensioenuitvoerders;Onbekend;Niet-actieve pensioenaanspraken;2016;0;0;0
625;Overige pensioenuitvoerders;Onbekend;Niet-actieve pensioenaanspraken;2017;0;0;0
626;Overige pensioenuitvoerders;Onbekend;Niet-actieve pensioenaanspraken;2018;0;0;0
627;Overige pensioenuitvoerders;Onbekend;Niet-actieve pensioenaanspraken;2019;0;0;0
628;Overige pensioenuitvoerders;Onbekend;Niet-actieve pensioenaanspraken;2020;0;0;0
629;Overige pensioenuitvoerders;Onbekend;Niet-actieve pensioenaanspraken;2021;0;0;0
630;Overige pensioenuitvoerders;Onbekend;Niet-actieve pensioenaanspraken;2022;0;0;0
631;Overige pensioenuitvoerders;Onbekend;Niet-actieve pensioenaanspraken;2023;0;0;0
632;Overige pensioenuitvoerders;Onbekend;Onbekend;2016;0;0;0
633;Overige pensioenuitvoerders;Onbekend;Onbekend;2017;0;0;0
634;Overige pensioenuitvoerders;Onbekend;Onbekend;2018;0;0;0
635;Overige pensioenuitvoerders;Onbekend;Onbekend;2019;0;0;0
636;Overige pensioenuitvoerders;Onbekend;Onbekend;2020;0;0;0
637;Overige pensioenuitvoerders;Onbekend;Onbekend;2021;0;0;0
638;Overige pensioenuitvoerders;Onbekend;Onbekend;2022;0;0;0
639;Overige pensioenuitvoerders;Onbekend;Onbekend;2023;0;0;0
