ID;WisselingWerkgever;PositieInWerkkringVoorgaandePeriode;Persoonskenmerken;Perioden;Werknemer_1
7516;Wisseling werkgever onbekend;Totaal;1 Basisonderwijs, vmbo, mbo1;2020 1e kwartaal;0.0
7517;Wisseling werkgever onbekend;Totaal;1 Basisonderwijs, vmbo, mbo1;2020 2e kwartaal;0.0
7518;Wisseling werkgever onbekend;Totaal;1 Basisonderwijs, vmbo, mbo1;2020 3e kwartaal;0.0
7519;Wisseling werkgever onbekend;Totaal;1 Basisonderwijs, vmbo, mbo1;2020 4e kwartaal;0.0
7520;Wisseling werkgever onbekend;Totaal;1 Basisonderwijs, vmbo, mbo1;2021 1e kwartaal;
7521;Wisseling werkgever onbekend;Totaal;1 Basisonderwijs, vmbo, mbo1;2021 2e kwartaal;0.0
7522;Wisseling werkgever onbekend;Totaal;1 Basisonderwijs, vmbo, mbo1;2021 3e kwartaal;0.0
7523;Wisseling werkgever onbekend;Totaal;1 Basisonderwijs, vmbo, mbo1;2021 4e kwartaal;0.0
7524;Wisseling werkgever onbekend;Totaal;1 Basisonderwijs, vmbo, mbo1;2022 1e kwartaal;0.0
7525;Wisseling werkgever onbekend;Totaal;1 Basisonderwijs, vmbo, mbo1;2022 2e kwartaal;0.0
7526;Wisseling werkgever onbekend;Totaal;1 Basisonderwijs, vmbo, mbo1;2022 3e kwartaal;0.0
7527;Wisseling werkgever onbekend;Totaal;1 Basisonderwijs, vmbo, mbo1;2022 4e kwartaal;0.0
7528;Wisseling werkgever onbekend;Totaal;1 Basisonderwijs, vmbo, mbo1;2023 1e kwartaal;0.0
7529;Wisseling werkgever onbekend;Totaal;1 Basisonderwijs, vmbo, mbo1;2023 2e kwartaal;0.0
7530;Wisseling werkgever onbekend;Totaal;1 Basisonderwijs, vmbo, mbo1;2023  3e kwartaal;0.0
7531;Wisseling werkgever onbekend;Totaal;1 Basisonderwijs, vmbo, mbo1;2023 4e kwartaal;0.0
7532;Wisseling werkgever onbekend;Totaal;1 Basisonderwijs, vmbo, mbo1;2024 1e kwartaal;0.0
7533;Wisseling werkgever onbekend;Totaal;1 Basisonderwijs, vmbo, mbo1;2024 2e kwartaal;0.0
7534;Wisseling werkgever onbekend;Totaal;1 Basisonderwijs, vmbo, mbo1;2024 3e kwartaal;0.0
7535;Wisseling werkgever onbekend;Totaal;1 Basisonderwijs, vmbo, mbo1;2024 4e kwartaal;0.0
7536;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2013 1e kwartaal;0.0
7537;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2013 2e kwartaal;0.0
7538;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2013 3e kwartaal;0.0
7539;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2013 4e kwartaal;0.0
7540;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2014 1e kwartaal;0.0
7541;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2014 2e kwartaal;0.0
7542;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2014 3e kwartaal;0.0
7543;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2014 4e kwartaal;0.0
7544;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2015 1e kwartaal;1.0
7545;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2015 2e kwartaal;0.0
7546;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2015 3e kwartaal;0.0
7547;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2015 4e kwartaal;0.0
7548;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2016 1e kwartaal;0.0
7549;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2016 2e kwartaal;0.0
7550;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2016 3e kwartaal;1.0
7551;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2016 4e kwartaal;0.0
7552;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2017 1e kwartaal;0.0
7553;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2017 2e kwartaal;0.0
7554;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2017 3e kwartaal;0.0
7555;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2017 4e kwartaal;0.0
7556;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2018 1e kwartaal;0.0
7557;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2018 2e kwartaal;0.0
7558;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2018 3e kwartaal;0.0
7559;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2018 4e kwartaal;0.0
7560;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2019 1e kwartaal;1.0
7561;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2019 2e kwartaal;0.0
7562;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2019 3e kwartaal;0.0
7563;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2019 4e kwartaal;0.0
7564;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2020 1e kwartaal;0.0
7565;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2020 2e kwartaal;0.0
7566;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2020 3e kwartaal;0.0
7567;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2020 4e kwartaal;1.0
7568;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2021 1e kwartaal;
7569;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2021 2e kwartaal;0.0
7570;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2021 3e kwartaal;1.0
7571;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2021 4e kwartaal;1.0
7572;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2022 1e kwartaal;0.0
7573;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2022 2e kwartaal;0.0
7574;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2022 3e kwartaal;0.0
7575;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2022 4e kwartaal;0.0
7576;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2023 1e kwartaal;0.0
7577;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2023 2e kwartaal;0.0
7578;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2023  3e kwartaal;0.0
7579;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2023 4e kwartaal;0.0
7580;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2024 1e kwartaal;0.0
7581;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2024 2e kwartaal;0.0
7582;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2024 3e kwartaal;0.0
7583;Wisseling werkgever onbekend;Totaal;2 Havo, vwo, mbo2-4;2024 4e kwartaal;0.0
7584;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2013 1e kwartaal;0.0
7585;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2013 2e kwartaal;0.0
7586;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2013 3e kwartaal;0.0
7587;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2013 4e kwartaal;0.0
7588;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2014 1e kwartaal;0.0
7589;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2014 2e kwartaal;0.0
7590;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2014 3e kwartaal;0.0
7591;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2014 4e kwartaal;0.0
7592;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2015 1e kwartaal;0.0
7593;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2015 2e kwartaal;0.0
7594;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2015 3e kwartaal;0.0
7595;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2015 4e kwartaal;1.0
7596;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2016 1e kwartaal;0.0
7597;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2016 2e kwartaal;0.0
7598;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2016 3e kwartaal;0.0
7599;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2016 4e kwartaal;0.0
7600;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2017 1e kwartaal;0.0
7601;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2017 2e kwartaal;0.0
7602;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2017 3e kwartaal;0.0
7603;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2017 4e kwartaal;0.0
7604;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2018 1e kwartaal;0.0
7605;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2018 2e kwartaal;0.0
7606;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2018 3e kwartaal;0.0
7607;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2018 4e kwartaal;0.0
7608;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2019 1e kwartaal;0.0
7609;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2019 2e kwartaal;0.0
7610;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2019 3e kwartaal;0.0
7611;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2019 4e kwartaal;0.0
7612;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2020 1e kwartaal;0.0
7613;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2020 2e kwartaal;0.0
7614;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2020 3e kwartaal;0.0
7615;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2020 4e kwartaal;0.0
7616;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2021 1e kwartaal;
7617;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2021 2e kwartaal;0.0
7618;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2021 3e kwartaal;0.0
7619;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2021 4e kwartaal;0.0
7620;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2022 1e kwartaal;0.0
7621;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2022 2e kwartaal;0.0
7622;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2022 3e kwartaal;0.0
7623;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2022 4e kwartaal;0.0
7624;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2023 1e kwartaal;0.0
7625;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2023 2e kwartaal;0.0
7626;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2023  3e kwartaal;0.0
7627;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2023 4e kwartaal;0.0
7628;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2024 1e kwartaal;0.0
7629;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2024 2e kwartaal;0.0
7630;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2024 3e kwartaal;0.0
7631;Wisseling werkgever onbekend;Totaal;3 Hbo, wo;2024 4e kwartaal;0.0
7632;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2013 1e kwartaal;0.0
7633;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2013 2e kwartaal;0.0
7634;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2013 3e kwartaal;0.0
7635;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2013 4e kwartaal;0.0
7636;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2014 1e kwartaal;0.0
7637;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2014 2e kwartaal;0.0
7638;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2014 3e kwartaal;0.0
7639;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2014 4e kwartaal;0.0
7640;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2015 1e kwartaal;0.0
7641;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2015 2e kwartaal;0.0
7642;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2015 3e kwartaal;0.0
7643;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2015 4e kwartaal;0.0
7644;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2016 1e kwartaal;0.0
7645;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2016 2e kwartaal;0.0
7646;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2016 3e kwartaal;0.0
7647;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2016 4e kwartaal;0.0
7648;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2017 1e kwartaal;0.0
7649;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2017 2e kwartaal;0.0
7650;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2017 3e kwartaal;0.0
7651;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2017 4e kwartaal;0.0
7652;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2018 1e kwartaal;0.0
7653;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2018 2e kwartaal;0.0
7654;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2018 3e kwartaal;0.0
7655;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2018 4e kwartaal;0.0
7656;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2019 1e kwartaal;0.0
7657;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2019 2e kwartaal;0.0
7658;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2019 3e kwartaal;0.0
7659;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2019 4e kwartaal;0.0
7660;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2020 1e kwartaal;0.0
7661;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2020 2e kwartaal;0.0
7662;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2020 3e kwartaal;0.0
7663;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2020 4e kwartaal;0.0
7664;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2021 1e kwartaal;
7665;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2021 2e kwartaal;0.0
7666;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2021 3e kwartaal;0.0
7667;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2021 4e kwartaal;0.0
7668;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2022 1e kwartaal;0.0
7669;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2022 2e kwartaal;0.0
7670;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2022 3e kwartaal;0.0
7671;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2022 4e kwartaal;0.0
7672;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2023 1e kwartaal;0.0
7673;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2023 2e kwartaal;0.0
7674;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2023  3e kwartaal;0.0
7675;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2023 4e kwartaal;0.0
7676;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2024 1e kwartaal;0.0
7677;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2024 2e kwartaal;0.0
7678;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2024 3e kwartaal;0.0
7679;Wisseling werkgever onbekend;Totaal;Onderwijsniveau: onbekend;2024 4e kwartaal;0.0
7680;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2013 1e kwartaal;1.0
7681;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2013 2e kwartaal;0.0
7682;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2013 3e kwartaal;0.0
7683;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2013 4e kwartaal;0.0
7684;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2014 1e kwartaal;0.0
7685;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2014 2e kwartaal;0.0
7686;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2014 3e kwartaal;0.0
7687;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2014 4e kwartaal;0.0
7688;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2015 1e kwartaal;0.0
7689;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2015 2e kwartaal;0.0
7690;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2015 3e kwartaal;0.0
7691;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2015 4e kwartaal;1.0
7692;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2016 1e kwartaal;0.0
7693;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2016 2e kwartaal;0.0
7694;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2016 3e kwartaal;0.0
7695;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2016 4e kwartaal;0.0
7696;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2017 1e kwartaal;0.0
7697;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2017 2e kwartaal;0.0
7698;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2017 3e kwartaal;0.0
7699;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2017 4e kwartaal;0.0
7700;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2018 1e kwartaal;0.0
7701;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2018 2e kwartaal;0.0
7702;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2018 3e kwartaal;0.0
7703;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2018 4e kwartaal;0.0
7704;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2019 1e kwartaal;0.0
7705;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2019 2e kwartaal;0.0
7706;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2019 3e kwartaal;0.0
7707;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2019 4e kwartaal;0.0
7708;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2020 1e kwartaal;0.0
7709;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2020 2e kwartaal;0.0
7710;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2020 3e kwartaal;0.0
7711;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2020 4e kwartaal;1.0
7712;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2021 1e kwartaal;
7713;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2021 2e kwartaal;0.0
7714;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2021 3e kwartaal;1.0
7715;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2021 4e kwartaal;0.0
7716;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2022 1e kwartaal;0.0
7717;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2022 2e kwartaal;0.0
7718;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2022 3e kwartaal;0.0
7719;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2022 4e kwartaal;0.0
7720;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2023 1e kwartaal;0.0
7721;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2023 2e kwartaal;0.0
7722;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2023  3e kwartaal;0.0
7723;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2023 4e kwartaal;0.0
7724;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2024 1e kwartaal;0.0
7725;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2024 2e kwartaal;0.0
7726;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2024 3e kwartaal;0.0
7727;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Totaal personen;2024 4e kwartaal;0.0
7728;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2013 1e kwartaal;0.0
7729;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2013 2e kwartaal;0.0
7730;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2013 3e kwartaal;0.0
7731;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2013 4e kwartaal;0.0
7732;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2014 1e kwartaal;0.0
7733;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2014 2e kwartaal;0.0
7734;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2014 3e kwartaal;0.0
7735;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2014 4e kwartaal;0.0
7736;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2015 1e kwartaal;0.0
7737;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2015 2e kwartaal;0.0
7738;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2015 3e kwartaal;0.0
7739;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2015 4e kwartaal;1.0
7740;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2016 1e kwartaal;0.0
7741;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2016 2e kwartaal;0.0
7742;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2016 3e kwartaal;0.0
7743;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2016 4e kwartaal;0.0
7744;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2017 1e kwartaal;0.0
7745;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2017 2e kwartaal;0.0
7746;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2017 3e kwartaal;0.0
7747;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2017 4e kwartaal;0.0
7748;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2018 1e kwartaal;0.0
7749;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2018 2e kwartaal;0.0
7750;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2018 3e kwartaal;0.0
7751;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2018 4e kwartaal;0.0
7752;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2019 1e kwartaal;0.0
7753;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2019 2e kwartaal;0.0
7754;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2019 3e kwartaal;0.0
7755;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2019 4e kwartaal;0.0
7756;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2020 1e kwartaal;0.0
7757;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2020 2e kwartaal;0.0
7758;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2020 3e kwartaal;0.0
7759;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2020 4e kwartaal;0.0
7760;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2021 1e kwartaal;
7761;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2021 2e kwartaal;0.0
7762;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2021 3e kwartaal;1.0
7763;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2021 4e kwartaal;0.0
7764;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2022 1e kwartaal;0.0
7765;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2022 2e kwartaal;0.0
7766;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2022 3e kwartaal;0.0
7767;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2022 4e kwartaal;0.0
7768;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2023 1e kwartaal;0.0
7769;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2023 2e kwartaal;0.0
7770;Wisseling werkgever onbekend;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2023  3e kwartaal;0.0
