ID;BedrijfsactiviteitenSBI93;Perioden;RealisatieToegenomen_1;RealisatieGelijkGebleven_2;RealisatieAfgenomen_3;RealisatieSaldo_4;VerwachteProductieToenemen_5;VerwachteProductieGelijkBlijven_6;VerwachteProductieAfnemen_7;VerwachteProductieSaldo_8;Bezettingsgraad_9;ProductiecapaciteitTeGroot_10;ProductiecapaciteitVoldoende_11;ProductiecapaciteitTeKlein_12;ProductiecapaciteitSaldo_13;GeenProductiebelemmeringen_14;BelemmeringDoorOnvoldoendeVraag_15;BelemmeringDoorPersoneelstekort_16;BelemmeringDoorGebrekAanCapaciteit_17;BelemmeringDoorAndereOorzaken_18;OrderontvangstToegenomen_19;OrderontvangstGelijkGebleven_20;OrderontvangstAfgenomen_21;OrderontvangstSaldo_22;OrderontvangstToegenomen_23;OrderontvangstGelijkGebleven_24;OrderontvangstAfgenomen_25;OrderontvangstSaldo_26;OrderontvangstToegenomen_27;OrderontvangstGelijkGebleven_28;OrderontvangstAfgenomen_29;OrderontvangstSaldo_30;OordeelOrderontvangstGroot_31;OordeelOrderontvangstNormaal_32;OordeelOrderontvangstKlein_33;OordeelOrderontvangstSaldo_34;BasisindexcijferJuli2000100_35;OordeelOrderpositieGroot_36;OordeelOrderpositieNormaal_37;OordeelOrderpositieKlein_38;OordeelOrderpositieSaldo_39;BuitenlandseOrderpositieGroot_40;BuitenlandseOrderpositieNormaal_41;BuitenlandseOrderpositieKlein_42;BuitenlandseOrderpositieSaldo_43;VerkoopprijzenStijgen_44;VerkoopprijzenBlijvenGelijk_45;VerkoopprijzenDalen_46;VerkoopprijzenSaldo_47;VoorradenEindproductTeGroot_48;VoorradenEindproductVoldoende_49;VoorradenEindproductTeKlein_50;VoorradenEindproductSaldo_51;ConcurrentiepositieVerbeterd_52;ConcurrentiepositieOngewijzigd_53;ConcurrentiepositieVerslechterd_54;ConcurrentiepositieSaldo_55;ConcurrentiepositieVerbeterd_56;ConcurrentiepositieOngewijzigd_57;ConcurrentiepositieVerslechterd_58;ConcurrentiepositieSaldo_59;ConcurrentiepositieVerbeterd_60;ConcurrentiepositieOngewijzigd_61;ConcurrentiepositieVerslechterd_62;ConcurrentiepositieSaldo_63;AfzetBuitenlandToenemen_64;AfzetBuitenlandGelijkBlijven_65;AfzetBuitenlandAfnemen_66;AfzetBuitenlandSaldo_67;PersoneelssterkteToenemen_68;PersoneelssterkteGelijkBlijven_69;PersoneelssterkteAfnemen_70;PersoneelssterkteSaldo_71;RealisatieProductie_72;VerwachtingProductie_73;OordeelProductiecapaciteit_74;OrdersTotaal_75;OrdersBinnenland_76;OrdersBuitenland_77;OordeelOrderontvangst_78;OordeelTotaleOrderpositie_79;OordeelOrderpositieBuitenland_80;Verkoopprijzen_81;VoorradenEindproduct_82;NederlandseMarkt_83;BinnenEU_84;BuitenEU_85;AfzetBuitenland_86;Personeelssterkte_87
979;1510d VV consumentengoederen;2002 juni;16.0;72.0;12.0;4.0;13.0;66.0;21.0;-8.0;;;;;;;;;;;12.0;75.0;13.0;-1.0;15.0;70.0;15.0;0.0;6.0;83.0;11.0;-5.0;5.0;68.0;27.0;-22.0;98.8;7.0;75.0;18.0;-11.0;8.0;76.0;12.0;-4.0;5.0;87.0;8.0;-3.0;9.0;86.0;5.0;4.0;;;;;;;;;;;;;;;;;4.0;80.0;16.0;-12.0;4.0;-8.0;;-1.0;0.0;-5.0;-22.0;-11.0;-4.0;-3.0;4.0;;;;;-12.0
980;1510d VV consumentengoederen;2002 juli;17.0;54.0;29.0;-12.0;11.0;71.0;18.0;-7.0;83.4;9.0;87.0;4.0;5.0;77.0;14.0;3.0;1.0;5.0;16.0;58.0;26.0;-10.0;13.0;55.0;32.0;-19.0;18.0;65.0;17.0;1.0;8.0;65.0;27.0;-19.0;97.8;5.0;74.0;21.0;-16.0;5.0;76.0;16.0;-11.0;5.0;87.0;8.0;-3.0;8.0;87.0;5.0;3.0;8.0;83.0;9.0;-1.0;2.0;90.0;8.0;-6.0;1.0;93.0;6.0;-5.0;10.0;76.0;14.0;-4.0;3.0;82.0;15.0;-12.0;-12.0;-7.0;5.0;-10.0;-19.0;1.0;-19.0;-16.0;-11.0;-3.0;3.0;-1.0;-6.0;-5.0;-4.0;-12.0
981;1510d VV consumentengoederen;2002 augustus;18.0;65.0;17.0;1.0;25.0;69.0;6.0;19.0;;;;;;;;;;;13.0;70.0;17.0;-4.0;16.0;66.0;18.0;-2.0;9.0;75.0;16.0;-7.0;7.0;72.0;21.0;-14.0;97.7;7.0;75.0;18.0;-11.0;5.0;77.0;15.0;-10.0;6.0;90.0;4.0;2.0;9.0;86.0;5.0;4.0;;;;;;;;;;;;;;;;;3.0;83.0;14.0;-11.0;1.0;19.0;;-4.0;-2.0;-7.0;-14.0;-11.0;-10.0;2.0;4.0;;;;;-11.0
982;1510d VV consumentengoederen;2002 september;12.0;68.0;20.0;-8.0;24.0;69.0;7.0;17.0;;;;;;;;;;;20.0;65.0;15.0;5.0;22.0;64.0;14.0;8.0;13.0;75.0;12.0;1.0;4.0;75.0;21.0;-17.0;98.3;7.0;74.0;19.0;-12.0;7.0;77.0;13.0;-6.0;6.0;91.0;3.0;3.0;11.0;84.0;5.0;6.0;;;;;;;;;;;;;;;;;5.0;77.0;18.0;-13.0;-8.0;17.0;;5.0;8.0;1.0;-17.0;-12.0;-6.0;3.0;6.0;;;;;-13.0
983;1510d VV consumentengoederen;2002 oktober;21.0;65.0;14.0;7.0;19.0;72.0;9.0;10.0;83.1;11.0;85.0;4.0;7.0;79.0;13.0;2.0;2.0;4.0;19.0;64.0;17.0;2.0;20.0;65.0;15.0;5.0;16.0;60.0;24.0;-8.0;4.0;71.0;25.0;-21.0;97.6;5.0;73.0;22.0;-17.0;5.0;77.0;15.0;-10.0;10.0;86.0;4.0;6.0;8.0;87.0;5.0;3.0;8.0;85.0;7.0;1.0;4.0;81.0;15.0;-11.0;2.0;92.0;6.0;-4.0;12.0;78.0;10.0;2.0;4.0;76.0;20.0;-16.0;7.0;10.0;7.0;2.0;5.0;-8.0;-21.0;-17.0;-10.0;6.0;3.0;1.0;-11.0;-4.0;2.0;-16.0
984;1510d VV consumentengoederen;2002 november;22.0;63.0;15.0;7.0;19.0;72.0;9.0;10.0;;;;;;;;;;;25.0;66.0;9.0;16.0;28.0;63.0;9.0;19.0;26.0;63.0;11.0;15.0;7.0;76.0;17.0;-10.0;98.9;5.0;77.0;18.0;-13.0;4.0;79.0;14.0;-10.0;12.0;81.0;7.0;5.0;9.0;86.0;5.0;4.0;;;;;;;;;;;;;;;;;8.0;75.0;17.0;-9.0;7.0;10.0;;16.0;19.0;15.0;-10.0;-13.0;-10.0;5.0;4.0;;;;;-9.0
985;1510d VV consumentengoederen;2002 december;22.0;65.0;13.0;9.0;14.0;65.0;21.0;-7.0;;;;;;;;;;;21.0;68.0;11.0;10.0;25.0;62.0;13.0;12.0;13.0;77.0;10.0;3.0;5.0;80.0;15.0;-10.0;99.6;5.0;79.0;16.0;-11.0;4.0;82.0;11.0;-7.0;16.0;77.0;7.0;9.0;8.0;87.0;5.0;3.0;;;;;;;;;;;;;;;;;4.0;76.0;20.0;-16.0;9.0;-7.0;;10.0;12.0;3.0;-10.0;-11.0;-7.0;9.0;3.0;;;;;-16.0
986;1510d VV consumentengoederen;2003 januari;13.0;76.0;11.0;2.0;8.0;68.0;24.0;-16.0;83.0;12.0;82.0;6.0;6.0;82.0;14.0;0.0;1.0;3.0;14.0;74.0;12.0;2.0;15.0;69.0;16.0;-1.0;14.0;78.0;8.0;6.0;3.0;77.0;20.0;-17.0;99.8;5.0;74.0;21.0;-16.0;5.0;77.0;15.0;-10.0;17.0;68.0;15.0;2.0;7.0;88.0;5.0;2.0;7.0;88.0;5.0;2.0;3.0;93.0;4.0;-1.0;2.0;94.0;4.0;-2.0;10.0;80.0;10.0;0.0;3.0;75.0;22.0;-19.0;2.0;-16.0;6.0;2.0;-1.0;6.0;-17.0;-16.0;-10.0;2.0;2.0;2.0;-1.0;-2.0;0.0;-19.0
987;1510d VV consumentengoederen;2003 februari;10.0;66.0;24.0;-14.0;12.0;69.0;19.0;-7.0;;;;;;;;;;;15.0;65.0;20.0;-5.0;19.0;58.0;23.0;-4.0;13.0;69.0;18.0;-5.0;3.0;73.0;24.0;-21.0;98.9;2.0;76.0;22.0;-20.0;3.0;79.0;15.0;-12.0;9.0;80.0;11.0;-2.0;10.0;85.0;5.0;5.0;;;;;;;;;;;;;;;;;2.0;78.0;20.0;-18.0;-14.0;-7.0;;-5.0;-4.0;-5.0;-21.0;-20.0;-12.0;-2.0;5.0;;;;;-18.0
988;1510d VV consumentengoederen;2003 maart;13.0;72.0;15.0;-2.0;15.0;70.0;15.0;0.0;;;;;;;;;;;16.0;68.0;16.0;0.0;15.0;68.0;17.0;-2.0;19.0;67.0;14.0;5.0;4.0;71.0;25.0;-21.0;98.3;2.0;73.0;25.0;-23.0;3.0;75.0;19.0;-16.0;14.0;78.0;8.0;6.0;10.0;86.0;4.0;6.0;;;;;;;;;;;;;;;;;3.0;75.0;22.0;-19.0;-2.0;0.0;;0.0;-2.0;5.0;-21.0;-23.0;-16.0;6.0;6.0;;;;;-19.0
989;1510d VV consumentengoederen;2003 april;14.0;71.0;15.0;-1.0;23.0;66.0;11.0;12.0;82.5;12.0;81.0;7.0;5.0;73.0;20.0;0.0;3.0;4.0;13.0;57.0;30.0;-17.0;14.0;58.0;28.0;-14.0;10.0;55.0;35.0;-25.0;2.0;71.0;27.0;-25.0;96.1;2.0;72.0;26.0;-24.0;3.0;71.0;23.0;-20.0;13.0;77.0;10.0;3.0;11.0;85.0;4.0;7.0;7.0;80.0;13.0;-6.0;2.0;84.0;14.0;-12.0;4.0;92.0;4.0;0.0;6.0;78.0;16.0;-10.0;2.0;79.0;19.0;-17.0;-1.0;12.0;5.0;-17.0;-14.0;-25.0;-25.0;-24.0;-20.0;3.0;7.0;-6.0;-12.0;0.0;-10.0;-17.0
990;1510d VV consumentengoederen;2003 mei;13.0;73.0;14.0;-1.0;11.0;71.0;18.0;-7.0;;;;;;;;;;;16.0;70.0;14.0;2.0;16.0;72.0;12.0;4.0;12.0;75.0;13.0;-1.0;4.0;72.0;24.0;-20.0;97.0;2.0;75.0;23.0;-21.0;3.0;70.0;25.0;-22.0;8.0;85.0;7.0;1.0;10.0;85.0;5.0;5.0;;;;;;;;;;;;;;;;;5.0;78.0;17.0;-12.0;-1.0;-7.0;;2.0;4.0;-1.0;-20.0;-21.0;-22.0;1.0;5.0;;;;;-12.0
991;1510d VV consumentengoederen;2003 juni;11.0;71.0;18.0;-7.0;9.0;66.0;25.0;-16.0;;;;;;;;;;;14.0;64.0;22.0;-8.0;13.0;69.0;18.0;-5.0;16.0;54.0;30.0;-14.0;2.0;70.0;28.0;-26.0;95.7;2.0;73.0;25.0;-23.0;2.0;68.0;28.0;-26.0;4.0;89.0;7.0;-3.0;12.0;84.0;4.0;8.0;;;;;;;;;;;;;;;;;4.0;74.0;22.0;-18.0;-7.0;-16.0;;-8.0;-5.0;-14.0;-26.0;-23.0;-26.0;-3.0;8.0;;;;;-18.0
992;1510d VV consumentengoederen;2003 juli;14.0;63.0;23.0;-9.0;12.0;70.0;18.0;-6.0;81.3;12.0;83.0;5.0;7.0;75.0;20.0;1.0;2.0;2.0;13.0;66.0;21.0;-8.0;16.0;63.0;21.0;-5.0;9.0;60.0;31.0;-22.0;4.0;71.0;25.0;-21.0;95.6;4.0;71.0;25.0;-21.0;3.0;66.0;28.0;-25.0;3.0;91.0;6.0;-3.0;13.0;82.0;5.0;8.0;8.0;77.0;15.0;-7.0;5.0;76.0;19.0;-14.0;2.0;90.0;8.0;-6.0;8.0;64.0;28.0;-20.0;4.0;76.0;20.0;-16.0;-9.0;-6.0;7.0;-8.0;-5.0;-22.0;-21.0;-21.0;-25.0;-3.0;8.0;-7.0;-14.0;-6.0;-20.0;-16.0
993;1510d VV consumentengoederen;2003 augustus;22.0;59.0;19.0;3.0;16.0;71.0;13.0;3.0;;;;;;;;;;;15.0;60.0;25.0;-10.0;17.0;59.0;24.0;-7.0;10.0;66.0;24.0;-14.0;5.0;68.0;27.0;-22.0;95.3;3.0;71.0;26.0;-23.0;2.0;67.0;29.0;-27.0;4.0;91.0;5.0;-1.0;13.0;83.0;4.0;9.0;;;;;;;;;;;;;;;;;5.0;74.0;21.0;-16.0;3.0;3.0;;-10.0;-7.0;-14.0;-22.0;-23.0;-27.0;-1.0;9.0;;;;;-16.0
994;1510d VV consumentengoederen;2003 september;15.0;57.0;28.0;-13.0;28.0;67.0;5.0;23.0;;;;;;;;;;;11.0;69.0;20.0;-9.0;10.0;66.0;24.0;-14.0;12.0;72.0;16.0;-4.0;4.0;66.0;30.0;-26.0;93.7;3.0;70.0;27.0;-24.0;4.0;65.0;29.0;-25.0;6.0;91.0;3.0;3.0;12.0;82.0;6.0;6.0;;;;;;;;;;;;;;;;;5.0;70.0;25.0;-20.0;-13.0;23.0;;-9.0;-14.0;-4.0;-26.0;-24.0;-25.0;3.0;6.0;;;;;-20.0
995;1510d VV consumentengoederen;2003 oktober;36.0;55.0;9.0;27.0;18.0;68.0;14.0;4.0;81.7;11.0;84.0;5.0;6.0;77.0;18.0;1.0;2.0;2.0;24.0;63.0;13.0;11.0;29.0;54.0;17.0;12.0;17.0;74.0;9.0;8.0;3.0;72.0;25.0;-22.0;94.1;2.0;73.0;25.0;-23.0;3.0;75.0;20.0;-17.0;6.0;85.0;9.0;-3.0;9.0;86.0;5.0;4.0;7.0;82.0;11.0;-4.0;2.0;76.0;22.0;-20.0;2.0;91.0;7.0;-5.0;11.0;81.0;8.0;3.0;4.0;74.0;22.0;-18.0;27.0;4.0;6.0;11.0;12.0;8.0;-22.0;-23.0;-17.0;-3.0;4.0;-4.0;-20.0;-5.0;3.0;-18.0
996;1510d VV consumentengoederen;2003 november;31.0;58.0;11.0;20.0;14.0;72.0;14.0;0.0;;;;;;;;;;;26.0;63.0;11.0;15.0;26.0;60.0;14.0;12.0;24.0;69.0;7.0;17.0;4.0;73.0;23.0;-19.0;95.7;4.0;73.0;23.0;-19.0;3.0;77.0;18.0;-15.0;15.0;77.0;8.0;7.0;7.0;89.0;4.0;3.0;;;;;;;;;;;;;;;;;4.0;76.0;20.0;-16.0;20.0;0.0;;15.0;12.0;17.0;-19.0;-19.0;-15.0;7.0;3.0;;;;;-16.0
997;1510d VV consumentengoederen;2003 december;20.0;69.0;11.0;9.0;8.0;70.0;22.0;-14.0;;;;;;;;;;;16.0;59.0;25.0;-9.0;20.0;59.0;21.0;-1.0;8.0;64.0;28.0;-20.0;5.0;71.0;24.0;-19.0;95.4;3.0;74.0;23.0;-20.0;4.0;72.0;22.0;-18.0;20.0;67.0;13.0;7.0;9.0;87.0;4.0;5.0;;;;;;;;;;;;;;;;;4.0;72.0;24.0;-20.0;9.0;-14.0;;-9.0;-1.0;-20.0;-19.0;-20.0;-18.0;7.0;5.0;;;;;-20.0
998;1510d VV consumentengoederen;2004 januari;22.0;66.0;12.0;10.0;13.0;67.0;20.0;-7.0;82.6;13.0;83.0;4.0;9.0;78.0;18.0;0.0;1.0;3.0;17.0;68.0;15.0;2.0;21.0;65.0;14.0;7.0;12.0;73.0;15.0;-3.0;4.0;72.0;24.0;-20.0;94.9;3.0;74.0;23.0;-20.0;3.0;72.0;23.0;-20.0;18.0;73.0;9.0;9.0;10.0;86.0;4.0;6.0;5.0;89.0;6.0;-1.0;1.0;92.0;7.0;-6.0;1.0;91.0;8.0;-7.0;6.0;82.0;12.0;-6.0;4.0;75.0;21.0;-17.0;10.0;-7.0;9.0;2.0;7.0;-3.0;-20.0;-20.0;-20.0;9.0;6.0;-1.0;-6.0;-7.0;-6.0;-17.0
999;1510d VV consumentengoederen;2004 februari;14.0;68.0;18.0;-4.0;11.0;69.0;20.0;-9.0;;;;;;;;;;;10.0;74.0;16.0;-6.0;13.0;72.0;15.0;-2.0;9.0;73.0;18.0;-9.0;3.0;71.0;26.0;-23.0;93.3;3.0;73.0;24.0;-21.0;3.0;69.0;26.0;-23.0;16.0;74.0;10.0;6.0;8.0;88.0;4.0;4.0;;;;;;;;;;;;;;;;;3.0;80.0;17.0;-14.0;-4.0;-9.0;;-6.0;-2.0;-9.0;-23.0;-21.0;-23.0;6.0;4.0;;;;;-14.0
1000;1510d VV consumentengoederen;2004 maart;15.0;73.0;12.0;3.0;15.0;70.0;15.0;0.0;;;;;;;;;;;13.0;62.0;25.0;-12.0;16.0;62.0;22.0;-6.0;9.0;62.0;29.0;-20.0;2.0;70.0;28.0;-26.0;93.6;2.0;73.0;25.0;-23.0;3.0;70.0;25.0;-22.0;14.0;81.0;5.0;9.0;10.0;86.0;4.0;6.0;;;;;;;;;;;;;;;;;3.0;77.0;20.0;-17.0;3.0;0.0;;-12.0;-6.0;-20.0;-26.0;-23.0;-22.0;9.0;6.0;;;;;-17.0
1001;1510d VV consumentengoederen;2004 april;31.0;59.0;10.0;21.0;14.0;73.0;13.0;1.0;83.0;11.0;84.0;5.0;6.0;77.0;16.0;1.0;2.0;4.0;21.0;63.0;16.0;5.0;17.0;63.0;20.0;-3.0;24.0;63.0;13.0;11.0;3.0;74.0;23.0;-20.0;94.0;2.0;75.0;23.0;-21.0;5.0;76.0;18.0;-13.0;8.0;86.0;6.0;2.0;7.0;90.0;3.0;4.0;7.0;87.0;6.0;1.0;4.0;92.0;4.0;0.0;2.0;92.0;6.0;-4.0;19.0;74.0;7.0;12.0;3.0;77.0;20.0;-17.0;21.0;1.0;6.0;5.0;-3.0;11.0;-20.0;-21.0;-13.0;2.0;4.0;1.0;0.0;-4.0;12.0;-17.0
1002;1510d VV consumentengoederen;2004 mei;23.0;67.0;10.0;13.0;14.0;73.0;13.0;1.0;;;;;;;;;;;16.0;72.0;12.0;4.0;18.0;70.0;12.0;6.0;13.0;75.0;12.0;1.0;3.0;75.0;22.0;-19.0;93.6;2.0;76.0;22.0;-20.0;3.0;82.0;14.0;-11.0;6.0;89.0;5.0;1.0;7.0;89.0;4.0;3.0;;;;;;;;;;;;;;;;;4.0;78.0;18.0;-14.0;13.0;1.0;;4.0;6.0;1.0;-19.0;-20.0;-11.0;1.0;3.0;;;;;-14.0
1003;1510d VV consumentengoederen;2004 juni;21.0;64.0;15.0;6.0;16.0;70.0;14.0;2.0;;;;;;;;;;;15.0;60.0;25.0;-10.0;17.0;56.0;27.0;-10.0;15.0;60.0;25.0;-10.0;4.0;77.0;19.0;-15.0;93.3;4.0;77.0;19.0;-15.0;6.0;79.0;13.0;-7.0;6.0;83.0;11.0;-5.0;4.0;91.0;5.0;-1.0;;;;;;;;;;;;;;;;;4.0;77.0;19.0;-15.0;6.0;2.0;;-10.0;-10.0;-10.0;-15.0;-15.0;-7.0;-5.0;-1.0;;;;;-15.0
1004;1510d VV consumentengoederen;2004 juli;22.0;67.0;11.0;11.0;9.0;68.0;23.0;-14.0;82.8;9.0;84.0;7.0;2.0;77.0;13.0;2.0;5.0;3.0;22.0;59.0;19.0;3.0;19.0;58.0;23.0;-4.0;23.0;65.0;12.0;11.0;7.0;78.0;15.0;-8.0;92.8;4.0;81.0;15.0;-11.0;6.0;81.0;11.0;-5.0;8.0;83.0;9.0;-1.0;6.0;90.0;4.0;2.0;16.0;78.0;6.0;10.0;13.0;81.0;6.0;7.0;4.0;90.0;6.0;-2.0;10.0;81.0;9.0;1.0;4.0;80.0;16.0;-12.0;11.0;-14.0;2.0;3.0;-4.0;11.0;-8.0;-11.0;-5.0;-1.0;2.0;10.0;7.0;-2.0;1.0;-12.0
1005;1510d VV consumentengoederen;2004 augustus;16.0;64.0;20.0;-4.0;13.0;72.0;15.0;-2.0;;;;;;;;;;;18.0;57.0;25.0;-7.0;12.0;55.0;33.0;-21.0;22.0;62.0;16.0;6.0;6.0;76.0;18.0;-12.0;93.0;7.0;77.0;16.0;-9.0;10.0;77.0;12.0;-2.0;6.0;85.0;9.0;-3.0;4.0;93.0;3.0;1.0;;;;;;;;;;;;;;;;;3.0;80.0;17.0;-14.0;-4.0;-2.0;;-7.0;-21.0;6.0;-12.0;-9.0;-2.0;-3.0;1.0;;;;;-14.0
1006;1510d VV consumentengoederen;2004 september;12.0;65.0;23.0;-11.0;28.0;64.0;8.0;20.0;;;;;;;;;;;15.0;70.0;15.0;0.0;15.0;66.0;19.0;-4.0;12.0;77.0;11.0;1.0;4.0;79.0;17.0;-13.0;95.9;4.0;78.0;18.0;-14.0;4.0;82.0;13.0;-9.0;10.0;84.0;6.0;4.0;7.0;90.0;3.0;4.0;;;;;;;;;;;;;;;;;3.0;80.0;17.0;-14.0;-11.0;20.0;;0.0;-4.0;1.0;-13.0;-14.0;-9.0;4.0;4.0;;;;;-14.0
1007;1510d VV consumentengoederen;2004 oktober;24.0;65.0;11.0;13.0;16.0;77.0;7.0;9.0;82.1;7.0;87.0;6.0;1.0;79.0;11.0;1.0;4.0;5.0;16.0;67.0;17.0;-1.0;21.0;60.0;19.0;2.0;9.0;77.0;14.0;-5.0;7.0;78.0;15.0;-8.0;97.9;4.0;79.0;17.0;-13.0;5.0;79.0;14.0;-9.0;8.0;85.0;7.0;1.0;5.0;92.0;3.0;2.0;6.0;87.0;7.0;-1.0;12.0;84.0;4.0;8.0;2.0;94.0;4.0;-2.0;13.0;79.0;8.0;5.0;4.0;77.0;19.0;-15.0;13.0;9.0;1.0;-1.0;2.0;-5.0;-8.0;-13.0;-9.0;1.0;2.0;-1.0;8.0;-2.0;5.0;-15.0
1008;1510d VV consumentengoederen;2004 november;22.0;62.0;16.0;6.0;17.0;72.0;11.0;6.0;;;;;;;;;;;27.0;55.0;18.0;9.0;29.0;52.0;19.0;10.0;21.0;65.0;14.0;7.0;5.0;77.0;18.0;-13.0;96.9;5.0;79.0;16.0;-11.0;5.0;80.0;12.0;-7.0;10.0;79.0;11.0;-1.0;6.0;90.0;4.0;2.0;;;;;;;;;;;;;;;;;6.0;77.0;17.0;-11.0;6.0;6.0;;9.0;10.0;7.0;-13.0;-11.0;-7.0;-1.0;2.0;;;;;-11.0
1009;1510d VV consumentengoederen;2004 december;23.0;68.0;9.0;14.0;8.0;73.0;19.0;-11.0;;;;;;;;;;;22.0;61.0;17.0;5.0;26.0;51.0;23.0;3.0;17.0;73.0;10.0;7.0;3.0;78.0;19.0;-16.0;97.5;3.0;82.0;15.0;-12.0;3.0;82.0;13.0;-10.0;17.0;67.0;16.0;1.0;6.0;92.0;2.0;4.0;;;;;;;;;;;;;;;;;5.0;76.0;19.0;-14.0;14.0;-11.0;;5.0;3.0;7.0;-16.0;-12.0;-10.0;1.0;4.0;;;;;-14.0
1010;1510d VV consumentengoederen;2005 januari;12.0;70.0;18.0;-6.0;8.0;64.0;28.0;-20.0;81.4;12.0;84.0;4.0;8.0;80.0;11.0;0.0;4.0;5.0;17.0;67.0;16.0;1.0;20.0;59.0;21.0;-1.0;11.0;80.0;9.0;2.0;4.0;80.0;16.0;-12.0;97.2;5.0;81.0;14.0;-9.0;4.0;84.0;10.0;-6.0;23.0;59.0;18.0;5.0;7.0;87.0;6.0;1.0;15.0;75.0;10.0;5.0;12.0;86.0;2.0;10.0;9.0;85.0;6.0;3.0;8.0;82.0;10.0;-2.0;5.0;78.0;17.0;-12.0;-6.0;-20.0;8.0;1.0;-1.0;2.0;-12.0;-9.0;-6.0;5.0;1.0;5.0;10.0;3.0;-2.0;-12.0
1011;1510d VV consumentengoederen;2005 februari;11.0;62.0;27.0;-16.0;19.0;70.0;11.0;8.0;;;;;;;;;;;16.0;60.0;24.0;-8.0;19.0;53.0;28.0;-9.0;12.0;71.0;17.0;-5.0;4.0;77.0;19.0;-15.0;97.0;4.0;85.0;11.0;-7.0;2.0;87.0;9.0;-7.0;10.0;68.0;22.0;-12.0;9.0;88.0;3.0;6.0;;;;;;;;;;;;;;;;;4.0;77.0;19.0;-15.0;-16.0;8.0;;-8.0;-9.0;-5.0;-15.0;-7.0;-7.0;-12.0;6.0;;;;;-15.0
1012;1510d VV consumentengoederen;2005 maart;17.0;63.0;20.0;-3.0;28.0;66.0;6.0;22.0;;;;;;;;;;;10.0;74.0;16.0;-6.0;11.0;70.0;19.0;-8.0;8.0;78.0;14.0;-6.0;4.0;77.0;19.0;-15.0;96.3;4.0;83.0;13.0;-9.0;3.0;84.0;11.0;-8.0;6.0;79.0;15.0;-9.0;8.0;88.0;4.0;4.0;;;;;;;;;;;;;;;;;3.0;80.0;17.0;-14.0;-3.0;22.0;;-6.0;-8.0;-6.0;-15.0;-9.0;-8.0;-9.0;4.0;;;;;-14.0
1013;1510d VV consumentengoederen;2005 april;25.0;62.0;13.0;12.0;22.0;70.0;8.0;14.0;81.0;10.0;84.0;6.0;4.0;81.0;11.0;0.0;4.0;4.0;18.0;70.0;12.0;6.0;21.0;64.0;15.0;6.0;13.0;73.0;14.0;-1.0;4.0;76.0;20.0;-16.0;95.3;3.0;81.0;16.0;-13.0;2.0;82.0;14.0;-12.0;2.0;82.0;16.0;-14.0;6.0;90.0;4.0;2.0;10.0;76.0;14.0;-4.0;4.0;91.0;5.0;-1.0;2.0;90.0;8.0;-6.0;8.0;84.0;8.0;0.0;5.0;76.0;19.0;-14.0;12.0;14.0;4.0;6.0;6.0;-1.0;-16.0;-13.0;-12.0;-14.0;2.0;-4.0;-1.0;-6.0;0.0;-14.0
1014;1510d VV consumentengoederen;2005 mei;15.0;71.0;14.0;1.0;17.0;71.0;12.0;5.0;;;;;;;;;;;13.0;68.0;19.0;-6.0;16.0;63.0;21.0;-5.0;6.0;78.0;16.0;-10.0;2.0;76.0;22.0;-20.0;94.8;3.0;82.0;15.0;-12.0;4.0;81.0;13.0;-9.0;6.0;87.0;7.0;-1.0;6.0;89.0;5.0;1.0;;;;;;;;;;;;;;;;;3.0;77.0;20.0;-17.0;1.0;5.0;;-6.0;-5.0;-10.0;-20.0;-12.0;-9.0;-1.0;1.0;;;;;-17.0
1015;1510d VV consumentengoederen;2005 juni;17.0;63.0;20.0;-3.0;14.0;70.0;16.0;-2.0;;;;;;;;;;;16.0;69.0;15.0;1.0;19.0;65.0;16.0;3.0;8.0;80.0;12.0;-4.0;4.0;76.0;20.0;-16.0;95.9;4.0;78.0;18.0;-14.0;4.0;81.0;13.0;-9.0;5.0;86.0;9.0;-4.0;8.0;85.0;7.0;1.0;;;;;;;;;;;;;;;;;5.0;75.0;20.0;-15.0;-3.0;-2.0;;1.0;3.0;-4.0;-16.0;-14.0;-9.0;-4.0;1.0;;;;;-15.0
1016;1510d VV consumentengoederen;2005 juli;16.0;65.0;19.0;-3.0;9.0;64.0;27.0;-18.0;80.7;12.0;83.0;5.0;7.0;76.0;19.0;0.0;2.0;3.0;17.0;65.0;18.0;-1.0;18.0;58.0;24.0;-6.0;16.0;67.0;17.0;-1.0;5.0;75.0;20.0;-15.0;94.7;3.0;77.0;20.0;-17.0;3.0;79.0;16.0;-13.0;4.0;86.0;10.0;-6.0;6.0;87.0;7.0;-1.0;8.0;83.0;9.0;-1.0;10.0;85.0;5.0;5.0;3.0;91.0;6.0;-3.0;13.0;77.0;10.0;3.0;5.0;74.0;21.0;-16.0;-3.0;-18.0;7.0;-1.0;-6.0;-1.0;-15.0;-17.0;-13.0;-6.0;-1.0;-1.0;5.0;-3.0;3.0;-16.0
