ID;BedrijfstakkenBranchesSBI2008;Perioden;SnelgroeiendeBedrijven_1;WerknemersBijSnelgroeiendeBedrijven_2;JongeSnelgroeiendeBedrijven_3;WerknemersBijJongeSnelgroeiendeBed_4
93;089 Winning van overige delfstoffen;2012;0.0;0.0;;
94;089 Winning van overige delfstoffen;2013;1.0;;;
95;089 Winning van overige delfstoffen;2014;1.0;;;
96;089 Winning van overige delfstoffen;2015;1.0;;;
97;089 Winning van overige delfstoffen;2016;0.0;0.0;;
98;089 Winning van overige delfstoffen;2017;0.0;0.0;;
99;089 Winning van overige delfstoffen;2018;1.0;;;
100;089 Winning van overige delfstoffen;2019;2.0;;;
101;089 Winning van overige delfstoffen;2020;1.0;;;
102;089 Winning van overige delfstoffen;2021;1.0;;0.0;0.0
103;089 Winning van overige delfstoffen;2022;0.0;0.0;;
104;09 Dienstverlening delfstoffenwinning;2010;3.0;;;
105;09 Dienstverlening delfstoffenwinning;2011;5.0;283.0;;
106;09 Dienstverlening delfstoffenwinning;2012;3.0;;;
107;09 Dienstverlening delfstoffenwinning;2013;6.0;;;
108;09 Dienstverlening delfstoffenwinning;2014;10.0;2645.0;;
109;09 Dienstverlening delfstoffenwinning;2015;8.0;1346.0;;
110;09 Dienstverlening delfstoffenwinning;2016;6.0;754.0;;
111;09 Dienstverlening delfstoffenwinning;2017;1.0;;;
112;09 Dienstverlening delfstoffenwinning;2018;1.0;;;
113;09 Dienstverlening delfstoffenwinning;2019;1.0;;;
114;09 Dienstverlening delfstoffenwinning;2020;2.0;;;
115;09 Dienstverlening delfstoffenwinning;2021;0.0;0.0;0.0;0.0
116;09 Dienstverlening delfstoffenwinning;2022;2.0;;;
117;091 Dienstverlening olie- en gaswinning;2010;3.0;;;
118;091 Dienstverlening olie- en gaswinning;2011;5.0;283.0;;
119;091 Dienstverlening olie- en gaswinning;2012;3.0;;;
120;091 Dienstverlening olie- en gaswinning;2013;6.0;;;
121;091 Dienstverlening olie- en gaswinning;2014;10.0;2645.0;;
122;091 Dienstverlening olie- en gaswinning;2015;8.0;1346.0;;
123;091 Dienstverlening olie- en gaswinning;2016;6.0;754.0;;
124;091 Dienstverlening olie- en gaswinning;2017;1.0;;;
125;091 Dienstverlening olie- en gaswinning;2018;1.0;;;
126;091 Dienstverlening olie- en gaswinning;2019;1.0;;;
127;091 Dienstverlening olie- en gaswinning;2020;1.0;;;
128;091 Dienstverlening olie- en gaswinning;2021;0.0;0.0;0.0;0.0
129;091 Dienstverlening olie- en gaswinning;2022;2.0;;;
130;099 Dienstverlening overige winning;2010;0.0;0.0;;
131;099 Dienstverlening overige winning;2011;0.0;0.0;;
132;099 Dienstverlening overige winning;2012;0.0;0.0;;
133;099 Dienstverlening overige winning;2013;0.0;0.0;;
134;099 Dienstverlening overige winning;2014;0.0;0.0;;
135;099 Dienstverlening overige winning;2015;0.0;0.0;;
136;099 Dienstverlening overige winning;2016;0.0;0.0;;
137;099 Dienstverlening overige winning;2017;0.0;0.0;;
138;099 Dienstverlening overige winning;2018;0.0;0.0;;
139;099 Dienstverlening overige winning;2019;0.0;0.0;;
140;099 Dienstverlening overige winning;2020;1.0;;;
141;099 Dienstverlening overige winning;2021;0.0;0.0;0.0;0.0
142;099 Dienstverlening overige winning;2022;0.0;0.0;;
143;C Industrie;2010;711.0;63016.0;;
144;C Industrie;2011;690.0;58919.0;;
145;C Industrie;2012;803.0;64701.0;;
146;C Industrie;2013;801.0;68868.0;;
147;C Industrie;2014;736.0;53060.0;;
148;C Industrie;2015;767.0;52455.0;;
149;C Industrie;2016;898.0;60492.0;;
150;C Industrie;2017;1055.0;80554.0;;
151;C Industrie;2018;1242.0;95019.0;;
152;C Industrie;2019;1143.0;105292.0;;
153;C Industrie;2020;961.0;94762.0;;
154;C Industrie;2021;903.0;86430.0;40.0;2176.0
155;C Industrie;2022;891.0;87538.0;;
156;10 Voedingsmiddelenindustrie;2010;152.0;10871.0;;
157;10 Voedingsmiddelenindustrie;2011;152.0;11197.0;;
158;10 Voedingsmiddelenindustrie;2012;156.0;16900.0;;
159;10 Voedingsmiddelenindustrie;2013;137.0;11518.0;;
160;10 Voedingsmiddelenindustrie;2014;146.0;12410.0;;
161;10 Voedingsmiddelenindustrie;2015;147.0;10696.0;;
162;10 Voedingsmiddelenindustrie;2016;156.0;9936.0;;
163;10 Voedingsmiddelenindustrie;2017;167.0;20466.0;;
164;10 Voedingsmiddelenindustrie;2018;191.0;;;
165;10 Voedingsmiddelenindustrie;2019;172.0;14679.0;;
166;10 Voedingsmiddelenindustrie;2020;162.0;17791.0;;
167;10 Voedingsmiddelenindustrie;2021;158.0;14829.0;10.0;480.0
168;10 Voedingsmiddelenindustrie;2022;168.0;12153.0;;
169;101 Slachterijen en vleeswarenindustrie;2010;20.0;1873.0;;
170;101 Slachterijen en vleeswarenindustrie;2011;18.0;1248.0;;
171;101 Slachterijen en vleeswarenindustrie;2012;20.0;1319.0;;
172;101 Slachterijen en vleeswarenindustrie;2013;19.0;1913.0;;
173;101 Slachterijen en vleeswarenindustrie;2014;16.0;2353.0;;
174;101 Slachterijen en vleeswarenindustrie;2015;16.0;1778.0;;
175;101 Slachterijen en vleeswarenindustrie;2016;17.0;1023.0;;
176;101 Slachterijen en vleeswarenindustrie;2017;22.0;1818.0;;
177;101 Slachterijen en vleeswarenindustrie;2018;14.0;1418.0;;
178;101 Slachterijen en vleeswarenindustrie;2019;16.0;1641.0;;
179;101 Slachterijen en vleeswarenindustrie;2020;19.0;3140.0;;
180;101 Slachterijen en vleeswarenindustrie;2021;16.0;2266.0;3.0;
181;101 Slachterijen en vleeswarenindustrie;2022;21.0;2144.0;;
182;102 Visverwerkende industrie;2010;5.0;361.0;;
183;102 Visverwerkende industrie;2011;4.0;154.0;;
184;102 Visverwerkende industrie;2012;6.0;367.0;;
185;102 Visverwerkende industrie;2013;7.0;555.0;;
186;102 Visverwerkende industrie;2014;3.0;;;
187;102 Visverwerkende industrie;2015;5.0;;;
188;102 Visverwerkende industrie;2016;3.0;;;
189;102 Visverwerkende industrie;2017;4.0;;;
190;102 Visverwerkende industrie;2018;6.0;563.0;;
191;102 Visverwerkende industrie;2019;3.0;;;
192;102 Visverwerkende industrie;2020;3.0;;;
193;102 Visverwerkende industrie;2021;2.0;;0.0;0.0
194;102 Visverwerkende industrie;2022;4.0;;;
195;103 Groente-, fruitverwerkende industrie;2010;4.0;;;
196;103 Groente-, fruitverwerkende industrie;2011;5.0;;;
197;103 Groente-, fruitverwerkende industrie;2012;7.0;762.0;;
198;103 Groente-, fruitverwerkende industrie;2013;6.0;338.0;;
199;103 Groente-, fruitverwerkende industrie;2014;9.0;907.0;;
200;103 Groente-, fruitverwerkende industrie;2015;9.0;678.0;;
201;103 Groente-, fruitverwerkende industrie;2016;6.0;1613.0;;
202;103 Groente-, fruitverwerkende industrie;2017;5.0;969.0;;
203;103 Groente-, fruitverwerkende industrie;2018;9.0;1980.0;;
204;103 Groente-, fruitverwerkende industrie;2019;10.0;1766.0;;
205;103 Groente-, fruitverwerkende industrie;2020;11.0;1966.0;;
206;103 Groente-, fruitverwerkende industrie;2021;9.0;670.0;0.0;0.0
207;103 Groente-, fruitverwerkende industrie;2022;7.0;319.0;;
208;104 Spijsoliën- en -vettenindustrie e.d.;2010;3.0;;;
209;104 Spijsoliën- en -vettenindustrie e.d.;2011;1.0;;;
210;104 Spijsoliën- en -vettenindustrie e.d.;2012;2.0;;;
211;104 Spijsoliën- en -vettenindustrie e.d.;2013;3.0;;;
212;104 Spijsoliën- en -vettenindustrie e.d.;2014;3.0;;;
213;104 Spijsoliën- en -vettenindustrie e.d.;2015;2.0;;;
214;104 Spijsoliën- en -vettenindustrie e.d.;2016;2.0;;;
215;104 Spijsoliën- en -vettenindustrie e.d.;2017;0.0;0.0;;
216;104 Spijsoliën- en -vettenindustrie e.d.;2018;0.0;0.0;;
217;104 Spijsoliën- en -vettenindustrie e.d.;2019;1.0;;;
218;104 Spijsoliën- en -vettenindustrie e.d.;2020;2.0;;;
219;104 Spijsoliën- en -vettenindustrie e.d.;2021;2.0;;0.0;0.0
220;104 Spijsoliën- en -vettenindustrie e.d.;2022;2.0;;;
221;105 Zuivelindustrie;2010;9.0;812.0;;
222;105 Zuivelindustrie;2011;9.0;851.0;;
223;105 Zuivelindustrie;2012;13.0;4873.0;;
224;105 Zuivelindustrie;2013;8.0;868.0;;
225;105 Zuivelindustrie;2014;5.0;;;
226;105 Zuivelindustrie;2015;9.0;973.0;;
227;105 Zuivelindustrie;2016;13.0;1252.0;;
228;105 Zuivelindustrie;2017;13.0;;;
229;105 Zuivelindustrie;2018;15.0;1085.0;;
230;105 Zuivelindustrie;2019;12.0;1296.0;;
231;105 Zuivelindustrie;2020;8.0;1281.0;;
232;105 Zuivelindustrie;2021;5.0;;0.0;0.0
233;105 Zuivelindustrie;2022;4.0;;;
234;106 Meelindustrie;2010;2.0;;;
235;106 Meelindustrie;2011;1.0;;;
236;106 Meelindustrie;2012;2.0;;;
237;106 Meelindustrie;2013;2.0;;;
238;106 Meelindustrie;2014;2.0;;;
239;106 Meelindustrie;2015;1.0;;;
240;106 Meelindustrie;2016;4.0;124.0;;
241;106 Meelindustrie;2017;4.0;117.0;;
242;106 Meelindustrie;2018;4.0;;;
243;106 Meelindustrie;2019;3.0;;;
244;106 Meelindustrie;2020;3.0;;;
245;106 Meelindustrie;2021;2.0;;0.0;0.0
246;106 Meelindustrie;2022;3.0;;;
247;107 Brood- en deegwarenindustrie;2010;82.0;4538.0;;
248;107 Brood- en deegwarenindustrie;2011;86.0;4474.0;;
249;107 Brood- en deegwarenindustrie;2012;77.0;6413.0;;
250;107 Brood- en deegwarenindustrie;2013;58.0;4000.0;;
251;107 Brood- en deegwarenindustrie;2014;66.0;2946.0;;
252;107 Brood- en deegwarenindustrie;2015;64.0;3332.0;;
253;107 Brood- en deegwarenindustrie;2016;73.0;3133.0;;
254;107 Brood- en deegwarenindustrie;2017;81.0;4387.0;;
255;107 Brood- en deegwarenindustrie;2018;103.0;6518.0;;
256;107 Brood- en deegwarenindustrie;2019;87.0;4856.0;;
257;107 Brood- en deegwarenindustrie;2020;77.0;4559.0;;
258;107 Brood- en deegwarenindustrie;2021;79.0;4452.0;4.0;83.0
259;107 Brood- en deegwarenindustrie;2022;87.0;5005.0;;
260;108 Overige voedingsmiddelenindustrie;2010;17.0;1180.0;;
261;108 Overige voedingsmiddelenindustrie;2011;17.0;1873.0;;
262;108 Overige voedingsmiddelenindustrie;2012;20.0;1653.0;;
263;108 Overige voedingsmiddelenindustrie;2013;26.0;1781.0;;
264;108 Overige voedingsmiddelenindustrie;2014;29.0;3171.0;;
265;108 Overige voedingsmiddelenindustrie;2015;34.0;1799.0;;
266;108 Overige voedingsmiddelenindustrie;2016;30.0;2038.0;;
267;108 Overige voedingsmiddelenindustrie;2017;33.0;2551.0;;
268;108 Overige voedingsmiddelenindustrie;2018;33.0;2815.0;;
269;108 Overige voedingsmiddelenindustrie;2019;33.0;3488.0;;
270;108 Overige voedingsmiddelenindustrie;2020;32.0;5058.0;;
271;108 Overige voedingsmiddelenindustrie;2021;30.0;4409.0;3.0;
272;108 Overige voedingsmiddelenindustrie;2022;31.0;2434.0;;
273;109 Diervoederindustrie;2010;10.0;663.0;;
274;109 Diervoederindustrie;2011;11.0;1544.0;;
275;109 Diervoederindustrie;2012;9.0;681.0;;
276;109 Diervoederindustrie;2013;8.0;1285.0;;
277;109 Diervoederindustrie;2014;13.0;1678.0;;
278;109 Diervoederindustrie;2015;7.0;1500.0;;
279;109 Diervoederindustrie;2016;8.0;419.0;;
280;109 Diervoederindustrie;2017;5.0;443.0;;
281;109 Diervoederindustrie;2018;7.0;561.0;;
282;109 Diervoederindustrie;2019;7.0;;;
283;109 Diervoederindustrie;2020;7.0;1334.0;;
284;109 Diervoederindustrie;2021;13.0;1518.0;0.0;0.0
285;109 Diervoederindustrie;2022;9.0;777.0;;
286;11 Drankenindustrie;2010;1.0;;;
287;11 Drankenindustrie;2011;3.0;;;
288;11 Drankenindustrie;2012;4.0;93.0;;
289;11 Drankenindustrie;2013;4.0;;;
290;11 Drankenindustrie;2014;5.0;334.0;;
291;11 Drankenindustrie;2015;4.0;;;
292;11 Drankenindustrie;2016;8.0;;;
293;11 Drankenindustrie;2017;8.0;1236.0;;
294;11 Drankenindustrie;2018;10.0;1342.0;;
295;11 Drankenindustrie;2019;12.0;1377.0;;
296;11 Drankenindustrie;2020;2.0;;;
297;11 Drankenindustrie;2021;8.0;;3.0;
298;11 Drankenindustrie;2022;10.0;440.0;;
299;110 Drankenindustrie;2010;1.0;;;
300;110 Drankenindustrie;2011;3.0;;;
301;110 Drankenindustrie;2012;4.0;93.0;;
302;110 Drankenindustrie;2013;4.0;;;
303;110 Drankenindustrie;2014;5.0;334.0;;
304;110 Drankenindustrie;2015;4.0;;;
305;110 Drankenindustrie;2016;8.0;;;
306;110 Drankenindustrie;2017;8.0;1236.0;;
307;110 Drankenindustrie;2018;10.0;1342.0;;
308;110 Drankenindustrie;2019;12.0;1377.0;;
309;110 Drankenindustrie;2020;2.0;;;
310;110 Drankenindustrie;2021;8.0;;3.0;
311;110 Drankenindustrie;2022;10.0;440.0;;
312;12 Tabaksindustrie;2010;0.0;0.0;;
313;12 Tabaksindustrie;2011;0.0;0.0;;
314;12 Tabaksindustrie;2012;0.0;0.0;;
315;12 Tabaksindustrie;2013;0.0;0.0;;
316;12 Tabaksindustrie;2014;0.0;0.0;;
317;12 Tabaksindustrie;2015;0.0;0.0;;
318;12 Tabaksindustrie;2016;0.0;0.0;;
319;12 Tabaksindustrie;2017;0.0;0.0;;
320;12 Tabaksindustrie;2018;0.0;0.0;;
321;12 Tabaksindustrie;2019;0.0;0.0;;
322;12 Tabaksindustrie;2020;1.0;;;
323;12 Tabaksindustrie;2021;0.0;0.0;0.0;0.0
324;12 Tabaksindustrie;2022;0.0;0.0;;
325;120 Tabaksindustrie;2010;0.0;0.0;;
326;120 Tabaksindustrie;2011;0.0;0.0;;
327;120 Tabaksindustrie;2012;0.0;0.0;;
328;120 Tabaksindustrie;2013;0.0;0.0;;
329;120 Tabaksindustrie;2014;0.0;0.0;;
330;120 Tabaksindustrie;2015;0.0;0.0;;
331;120 Tabaksindustrie;2016;0.0;0.0;;
332;120 Tabaksindustrie;2017;0.0;0.0;;
333;120 Tabaksindustrie;2018;0.0;0.0;;
334;120 Tabaksindustrie;2019;0.0;0.0;;
335;120 Tabaksindustrie;2020;1.0;;;
336;120 Tabaksindustrie;2021;0.0;0.0;0.0;0.0
337;120 Tabaksindustrie;2022;0.0;0.0;;
338;13 Textielindustrie;2010;14.0;773.0;;
339;13 Textielindustrie;2011;14.0;1109.0;;
340;13 Textielindustrie;2012;20.0;1375.0;;
341;13 Textielindustrie;2013;13.0;738.0;;
342;13 Textielindustrie;2014;11.0;1136.0;;
343;13 Textielindustrie;2015;11.0;469.0;;
344;13 Textielindustrie;2016;14.0;913.0;;
345;13 Textielindustrie;2017;17.0;1370.0;;
346;13 Textielindustrie;2018;20.0;1361.0;;
347;13 Textielindustrie;2019;13.0;618.0;;
348;13 Textielindustrie;2020;10.0;305.0;;
349;13 Textielindustrie;2021;17.0;713.0;1.0;
350;13 Textielindustrie;2022;21.0;943.0;;
351;131 Spinnerijen;2010;0.0;0.0;;
352;131 Spinnerijen;2011;0.0;0.0;;
353;131 Spinnerijen;2012;0.0;0.0;;
354;131 Spinnerijen;2013;2.0;;;
355;131 Spinnerijen;2014;0.0;0.0;;
356;131 Spinnerijen;2015;0.0;0.0;;
357;131 Spinnerijen;2016;0.0;0.0;;
358;131 Spinnerijen;2017;0.0;0.0;;
359;131 Spinnerijen;2018;1.0;;;
360;131 Spinnerijen;2019;1.0;;;
361;131 Spinnerijen;2020;1.0;;;
362;131 Spinnerijen;2021;1.0;;0.0;0.0
363;131 Spinnerijen;2022;0.0;0.0;;
364;132 Weverijen;2010;1.0;;;
365;132 Weverijen;2011;0.0;0.0;;
366;132 Weverijen;2012;2.0;;;
367;132 Weverijen;2013;1.0;;;
368;132 Weverijen;2014;0.0;0.0;;
369;132 Weverijen;2015;1.0;;;
370;132 Weverijen;2016;1.0;;;
371;132 Weverijen;2017;1.0;;;
372;132 Weverijen;2018;0.0;0.0;;
373;132 Weverijen;2019;0.0;0.0;;
374;132 Weverijen;2020;0.0;0.0;;
375;132 Weverijen;2021;0.0;0.0;0.0;0.0
376;132 Weverijen;2022;2.0;;;
377;133 Textielveredelingsindustrie;2010;2.0;;;
378;133 Textielveredelingsindustrie;2011;1.0;;;
379;133 Textielveredelingsindustrie;2012;4.0;;;
380;133 Textielveredelingsindustrie;2013;1.0;;;
381;133 Textielveredelingsindustrie;2014;2.0;;;
382;133 Textielveredelingsindustrie;2015;0.0;0.0;;
383;133 Textielveredelingsindustrie;2016;3.0;;;
384;133 Textielveredelingsindustrie;2017;2.0;;;
385;133 Textielveredelingsindustrie;2018;3.0;;;
386;133 Textielveredelingsindustrie;2019;1.0;;;
387;133 Textielveredelingsindustrie;2020;2.0;;;
388;133 Textielveredelingsindustrie;2021;0.0;0.0;0.0;0.0
389;133 Textielveredelingsindustrie;2022;0.0;0.0;;
390;139 Overige textielproductenindustrie;2010;11.0;;;
391;139 Overige textielproductenindustrie;2011;13.0;;;
392;139 Overige textielproductenindustrie;2012;14.0;949.0;;
393;139 Overige textielproductenindustrie;2013;9.0;606.0;;
394;139 Overige textielproductenindustrie;2014;9.0;;;
395;139 Overige textielproductenindustrie;2015;10.0;;;
396;139 Overige textielproductenindustrie;2016;10.0;;;
397;139 Overige textielproductenindustrie;2017;14.0;;;
398;139 Overige textielproductenindustrie;2018;16.0;;;
399;139 Overige textielproductenindustrie;2019;11.0;;;
400;139 Overige textielproductenindustrie;2020;7.0;;;
401;139 Overige textielproductenindustrie;2021;16.0;;1.0;
402;139 Overige textielproductenindustrie;2022;19.0;;;
403;14 Kledingindustrie;2010;7.0;202.0;;
404;14 Kledingindustrie;2011;5.0;188.0;;
405;14 Kledingindustrie;2012;5.0;135.0;;
406;14 Kledingindustrie;2013;2.0;;;
407;14 Kledingindustrie;2014;3.0;;;
408;14 Kledingindustrie;2015;6.0;238.0;;
409;14 Kledingindustrie;2016;3.0;;;
410;14 Kledingindustrie;2017;3.0;;;
411;14 Kledingindustrie;2018;7.0;153.0;;
412;14 Kledingindustrie;2019;5.0;;;
413;14 Kledingindustrie;2020;7.0;172.0;;
414;14 Kledingindustrie;2021;7.0;180.0;0.0;0.0
415;14 Kledingindustrie;2022;9.0;297.0;;
416;141 Kledingindustrie (geen bontkleding);2010;7.0;202.0;;
417;141 Kledingindustrie (geen bontkleding);2011;5.0;188.0;;
418;141 Kledingindustrie (geen bontkleding);2012;5.0;135.0;;
419;141 Kledingindustrie (geen bontkleding);2013;2.0;;;
420;141 Kledingindustrie (geen bontkleding);2014;3.0;;;
421;141 Kledingindustrie (geen bontkleding);2015;6.0;238.0;;
422;141 Kledingindustrie (geen bontkleding);2016;3.0;;;
423;141 Kledingindustrie (geen bontkleding);2017;3.0;;;
424;141 Kledingindustrie (geen bontkleding);2018;6.0;;;
425;141 Kledingindustrie (geen bontkleding);2019;5.0;;;
426;141 Kledingindustrie (geen bontkleding);2020;7.0;172.0;;
427;141 Kledingindustrie (geen bontkleding);2021;7.0;180.0;0.0;0.0
428;141 Kledingindustrie (geen bontkleding);2022;9.0;297.0;;
429;142 Bontartikelenindustrie;2010;0.0;0.0;;
430;142 Bontartikelenindustrie;2011;0.0;0.0;;
431;142 Bontartikelenindustrie;2012;0.0;0.0;;
432;142 Bontartikelenindustrie;2013;0.0;0.0;;
433;142 Bontartikelenindustrie;2014;0.0;0.0;;
434;142 Bontartikelenindustrie;2015;0.0;0.0;;
435;142 Bontartikelenindustrie;2016;0.0;0.0;;
436;142 Bontartikelenindustrie;2017;0.0;0.0;;
437;142 Bontartikelenindustrie;2018;0.0;0.0;;
438;142 Bontartikelenindustrie;2019;0.0;0.0;;
439;142 Bontartikelenindustrie;2020;0.0;0.0;;
440;142 Bontartikelenindustrie;2021;0.0;0.0;0.0;0.0
441;142 Bontartikelenindustrie;2022;0.0;0.0;;
442;143 Gebreide kledingindustrie;2010;0.0;0.0;;
443;143 Gebreide kledingindustrie;2011;0.0;0.0;;
444;143 Gebreide kledingindustrie;2012;0.0;0.0;;
445;143 Gebreide kledingindustrie;2013;0.0;0.0;;
446;143 Gebreide kledingindustrie;2014;0.0;0.0;;
447;143 Gebreide kledingindustrie;2015;0.0;0.0;;
448;143 Gebreide kledingindustrie;2016;0.0;0.0;;
449;143 Gebreide kledingindustrie;2017;0.0;0.0;;
450;143 Gebreide kledingindustrie;2018;1.0;;;
451;143 Gebreide kledingindustrie;2019;0.0;0.0;;
452;143 Gebreide kledingindustrie;2020;0.0;0.0;;
453;143 Gebreide kledingindustrie;2021;0.0;0.0;0.0;0.0
454;143 Gebreide kledingindustrie;2022;0.0;0.0;;
455;15 Leer- en schoenenindustrie;2010;1.0;;;
456;15 Leer- en schoenenindustrie;2011;3.0;;;
457;15 Leer- en schoenenindustrie;2012;4.0;;;
458;15 Leer- en schoenenindustrie;2013;4.0;;;
459;15 Leer- en schoenenindustrie;2014;3.0;;;
460;15 Leer- en schoenenindustrie;2015;4.0;;;
461;15 Leer- en schoenenindustrie;2016;5.0;418.0;;
462;15 Leer- en schoenenindustrie;2017;3.0;;;
463;15 Leer- en schoenenindustrie;2018;4.0;535.0;;
464;15 Leer- en schoenenindustrie;2019;3.0;;;
465;15 Leer- en schoenenindustrie;2020;1.0;;;
466;15 Leer- en schoenenindustrie;2021;2.0;;1.0;
467;15 Leer- en schoenenindustrie;2022;1.0;;;
468;151 Looierijen en lederwarenindustrie;2010;0.0;0.0;;
469;151 Looierijen en lederwarenindustrie;2011;1.0;;;
470;151 Looierijen en lederwarenindustrie;2012;3.0;;;
471;151 Looierijen en lederwarenindustrie;2013;3.0;;;
472;151 Looierijen en lederwarenindustrie;2014;3.0;;;
473;151 Looierijen en lederwarenindustrie;2015;4.0;;;
