ID;SBI93;Perioden;VacaturesSeizoengecorrigeerd_1
141;C-F Nijverheid;2006 2e kwartaal;32.6
142;C-F Nijverheid;2006 3e kwartaal;39.6
143;C-F Nijverheid;2006 4e kwartaal;40.5
144;C-F Nijverheid;2007 1e kwartaal;40.4
145;C-F Nijverheid;2007 2e kwartaal;42.2
146;C-F Nijverheid;2007 3e kwartaal;48.7
147;C-F Nijverheid;2007 4e kwartaal;47.3
148;C-F Nijverheid;2008 1e kwartaal;47.8
149;C-F Nijverheid;2008 2e kwartaal;44.8
150;C-F Nijverheid;2008 3e kwartaal;43.0
151;C-F Nijverheid;2008 4e kwartaal;30.3
152;C-F Nijverheid;2009 1e kwartaal*;19.5
153;C-F Nijverheid;2009 2e kwartaal*;15.7
154;C-F Nijverheid;2009 3e kwartaal*;14.1
155;C-F Nijverheid;2009 4e kwartaal*;14.2
156;G-K Commerciële dienstverlening;1997 1e kwartaal;43.7
157;G-K Commerciële dienstverlening;1997 2e kwartaal;46.6
158;G-K Commerciële dienstverlening;1997 3e kwartaal;46.6
159;G-K Commerciële dienstverlening;1997 4e kwartaal;68.3
160;G-K Commerciële dienstverlening;1998 1e kwartaal;69.7
161;G-K Commerciële dienstverlening;1998 2e kwartaal;76.7
162;G-K Commerciële dienstverlening;1998 3e kwartaal;79.8
163;G-K Commerciële dienstverlening;1998 4e kwartaal;79.0
164;G-K Commerciële dienstverlening;1999 1e kwartaal;82.1
165;G-K Commerciële dienstverlening;1999 2e kwartaal;103.2
166;G-K Commerciële dienstverlening;1999 3e kwartaal;107.2
167;G-K Commerciële dienstverlening;1999 4e kwartaal;107.6
168;G-K Commerciële dienstverlening;2000 1e kwartaal;111.8
169;G-K Commerciële dienstverlening;2000 2e kwartaal;106.9
170;G-K Commerciële dienstverlening;2000 3e kwartaal;112.7
171;G-K Commerciële dienstverlening;2000 4e kwartaal;120.5
172;G-K Commerciële dienstverlening;2001 1e kwartaal;111.8
173;G-K Commerciële dienstverlening;2001 2e kwartaal;108.9
174;G-K Commerciële dienstverlening;2001 3e kwartaal;100.9
175;G-K Commerciële dienstverlening;2001 4e kwartaal;88.9
176;G-K Commerciële dienstverlening;2002 1e kwartaal;84.7
177;G-K Commerciële dienstverlening;2002 2e kwartaal;75.9
178;G-K Commerciële dienstverlening;2002 3e kwartaal;67.2
179;G-K Commerciële dienstverlening;2002 4e kwartaal;66.8
180;G-K Commerciële dienstverlening;2003 1e kwartaal;62.2
181;G-K Commerciële dienstverlening;2003 2e kwartaal;63.5
182;G-K Commerciële dienstverlening;2003 3e kwartaal;46.6
183;G-K Commerciële dienstverlening;2003 4e kwartaal;57.4
184;G-K Commerciële dienstverlening;2004 1e kwartaal;63.9
185;G-K Commerciële dienstverlening;2004 2e kwartaal;69.8
186;G-K Commerciële dienstverlening;2004 3e kwartaal;70.3
187;G-K Commerciële dienstverlening;2004 4e kwartaal;76.7
188;G-K Commerciële dienstverlening;2005 1e kwartaal;87.9
189;G-K Commerciële dienstverlening;2005 2e kwartaal;83.8
190;G-K Commerciële dienstverlening;2005 3e kwartaal;102.2
191;G-K Commerciële dienstverlening;2005 4e kwartaal;99.4
192;G-K Commerciële dienstverlening;2006 1e kwartaal;107.1
193;G-K Commerciële dienstverlening;2006 2e kwartaal;117.6
194;G-K Commerciële dienstverlening;2006 3e kwartaal;129.2
195;G-K Commerciële dienstverlening;2006 4e kwartaal;135.4
196;G-K Commerciële dienstverlening;2007 1e kwartaal;136.6
197;G-K Commerciële dienstverlening;2007 2e kwartaal;137.0
198;G-K Commerciële dienstverlening;2007 3e kwartaal;145.0
199;G-K Commerciële dienstverlening;2007 4e kwartaal;144.1
200;G-K Commerciële dienstverlening;2008 1e kwartaal;135.6
201;G-K Commerciële dienstverlening;2008 2e kwartaal;136.8
202;G-K Commerciële dienstverlening;2008 3e kwartaal;136.5
203;G-K Commerciële dienstverlening;2008 4e kwartaal;105.9
204;G-K Commerciële dienstverlening;2009 1e kwartaal*;78.5
205;G-K Commerciële dienstverlening;2009 2e kwartaal*;65.1
206;G-K Commerciële dienstverlening;2009 3e kwartaal*;66.3
207;G-K Commerciële dienstverlening;2009 4e kwartaal*;61.3
208;G Handel;1997 1e kwartaal;13.3
209;G Handel;1997 2e kwartaal;14.2
210;G Handel;1997 3e kwartaal;14.2
211;G Handel;1997 4e kwartaal;21.3
212;G Handel;1998 1e kwartaal;18.8
213;G Handel;1998 2e kwartaal;22.8
214;G Handel;1998 3e kwartaal;25.2
215;G Handel;1998 4e kwartaal;23.4
216;G Handel;1999 1e kwartaal;26.2
217;G Handel;1999 2e kwartaal;31.5
218;G Handel;1999 3e kwartaal;31.6
219;G Handel;1999 4e kwartaal;31.2
220;G Handel;2000 1e kwartaal;32.9
221;G Handel;2000 2e kwartaal;32.2
222;G Handel;2000 3e kwartaal;32.9
223;G Handel;2000 4e kwartaal;34.8
224;G Handel;2001 1e kwartaal;32.3
225;G Handel;2001 2e kwartaal;30.7
226;G Handel;2001 3e kwartaal;27.8
227;G Handel;2001 4e kwartaal;25.5
228;G Handel;2002 1e kwartaal;27.5
229;G Handel;2002 2e kwartaal;23.8
230;G Handel;2002 3e kwartaal;21.6
231;G Handel;2002 4e kwartaal;23.2
232;G Handel;2003 1e kwartaal;21.3
233;G Handel;2003 2e kwartaal;23.1
234;G Handel;2003 3e kwartaal;14.6
235;G Handel;2003 4e kwartaal;18.6
236;G Handel;2004 1e kwartaal;19.2
237;G Handel;2004 2e kwartaal;19.9
238;G Handel;2004 3e kwartaal;19.4
239;G Handel;2004 4e kwartaal;21.7
240;G Handel;2005 1e kwartaal;22.2
241;G Handel;2005 2e kwartaal;20.5
242;G Handel;2005 3e kwartaal;27.5
243;G Handel;2005 4e kwartaal;27.6
244;G Handel;2006 1e kwartaal;28.8
245;G Handel;2006 2e kwartaal;31.4
246;G Handel;2006 3e kwartaal;35.2
247;G Handel;2006 4e kwartaal;34.9
248;G Handel;2007 1e kwartaal;36.0
249;G Handel;2007 2e kwartaal;37.7
250;G Handel;2007 3e kwartaal;41.8
251;G Handel;2007 4e kwartaal;41.6
252;G Handel;2008 1e kwartaal;40.8
253;G Handel;2008 2e kwartaal;40.7
254;G Handel;2008 3e kwartaal;40.9
255;G Handel;2008 4e kwartaal;29.2
256;G Handel;2009 1e kwartaal*;23.2
257;G Handel;2009 2e kwartaal*;20.5
258;G Handel;2009 3e kwartaal*;19.6
259;G Handel;2009 4e kwartaal*;18.5
260;K Zakelijke dienstverlening;1997 1e kwartaal;17.6
261;K Zakelijke dienstverlening;1997 2e kwartaal;18.6
262;K Zakelijke dienstverlening;1997 3e kwartaal;18.6
263;K Zakelijke dienstverlening;1997 4e kwartaal;26.3
264;K Zakelijke dienstverlening;1998 1e kwartaal;28.9
265;K Zakelijke dienstverlening;1998 2e kwartaal;32.3
266;K Zakelijke dienstverlening;1998 3e kwartaal;33.2
267;K Zakelijke dienstverlening;1998 4e kwartaal;31.4
268;K Zakelijke dienstverlening;1999 1e kwartaal;29.7
269;K Zakelijke dienstverlening;1999 2e kwartaal;35.8
270;K Zakelijke dienstverlening;1999 3e kwartaal;39.8
271;K Zakelijke dienstverlening;1999 4e kwartaal;42.7
272;K Zakelijke dienstverlening;2000 1e kwartaal;46.9
273;K Zakelijke dienstverlening;2000 2e kwartaal;44.5
274;K Zakelijke dienstverlening;2000 3e kwartaal;46.9
275;K Zakelijke dienstverlening;2000 4e kwartaal;52.0
276;K Zakelijke dienstverlening;2001 1e kwartaal;49.1
277;K Zakelijke dienstverlening;2001 2e kwartaal;49.6
278;K Zakelijke dienstverlening;2001 3e kwartaal;44.4
279;K Zakelijke dienstverlening;2001 4e kwartaal;36.3
280;K Zakelijke dienstverlening;2002 1e kwartaal;33.0
281;K Zakelijke dienstverlening;2002 2e kwartaal;29.0
282;K Zakelijke dienstverlening;2002 3e kwartaal;26.1
283;K Zakelijke dienstverlening;2002 4e kwartaal;26.1
284;K Zakelijke dienstverlening;2003 1e kwartaal;23.5
285;K Zakelijke dienstverlening;2003 2e kwartaal;24.0
286;K Zakelijke dienstverlening;2003 3e kwartaal;18.1
287;K Zakelijke dienstverlening;2003 4e kwartaal;21.2
288;K Zakelijke dienstverlening;2004 1e kwartaal;25.2
289;K Zakelijke dienstverlening;2004 2e kwartaal;28.3
290;K Zakelijke dienstverlening;2004 3e kwartaal;28.7
291;K Zakelijke dienstverlening;2004 4e kwartaal;32.2
292;K Zakelijke dienstverlening;2005 1e kwartaal;37.1
293;K Zakelijke dienstverlening;2005 2e kwartaal;36.8
294;K Zakelijke dienstverlening;2005 3e kwartaal;43.4
295;K Zakelijke dienstverlening;2005 4e kwartaal;41.8
296;K Zakelijke dienstverlening;2006 1e kwartaal;44.1
297;K Zakelijke dienstverlening;2006 2e kwartaal;47.7
298;K Zakelijke dienstverlening;2006 3e kwartaal;54.3
299;K Zakelijke dienstverlening;2006 4e kwartaal;58.6
300;K Zakelijke dienstverlening;2007 1e kwartaal;56.0
301;K Zakelijke dienstverlening;2007 2e kwartaal;57.3
302;K Zakelijke dienstverlening;2007 3e kwartaal;59.6
303;K Zakelijke dienstverlening;2007 4e kwartaal;60.5
304;K Zakelijke dienstverlening;2008 1e kwartaal;57.8
305;K Zakelijke dienstverlening;2008 2e kwartaal;57.7
306;K Zakelijke dienstverlening;2008 3e kwartaal;58.7
307;K Zakelijke dienstverlening;2008 4e kwartaal;45.9
308;K Zakelijke dienstverlening;2009 1e kwartaal*;32.7
309;K Zakelijke dienstverlening;2009 2e kwartaal*;25.2
310;K Zakelijke dienstverlening;2009 3e kwartaal*;26.2
311;K Zakelijke dienstverlening;2009 4e kwartaal*;24.8
312;L-O Niet commerciële dienstverlening;1997 1e kwartaal;19.7
313;L-O Niet commerciële dienstverlening;1997 2e kwartaal;21.0
314;L-O Niet commerciële dienstverlening;1997 3e kwartaal;21.0
315;L-O Niet commerciële dienstverlening;1997 4e kwartaal;24.5
316;L-O Niet commerciële dienstverlening;1998 1e kwartaal;28.3
317;L-O Niet commerciële dienstverlening;1998 2e kwartaal;31.5
318;L-O Niet commerciële dienstverlening;1998 3e kwartaal;31.6
319;L-O Niet commerciële dienstverlening;1998 4e kwartaal;32.0
320;L-O Niet commerciële dienstverlening;1999 1e kwartaal;33.5
321;L-O Niet commerciële dienstverlening;1999 2e kwartaal;36.1
322;L-O Niet commerciële dienstverlening;1999 3e kwartaal;38.4
323;L-O Niet commerciële dienstverlening;1999 4e kwartaal;40.6
324;L-O Niet commerciële dienstverlening;2000 1e kwartaal;40.5
325;L-O Niet commerciële dienstverlening;2000 2e kwartaal;39.8
326;L-O Niet commerciële dienstverlening;2000 3e kwartaal;41.4
327;L-O Niet commerciële dienstverlening;2000 4e kwartaal;44.2
328;L-O Niet commerciële dienstverlening;2001 1e kwartaal;44.3
329;L-O Niet commerciële dienstverlening;2001 2e kwartaal;45.7
330;L-O Niet commerciële dienstverlening;2001 3e kwartaal;47.5
331;L-O Niet commerciële dienstverlening;2001 4e kwartaal;45.4
332;L-O Niet commerciële dienstverlening;2002 1e kwartaal;45.0
333;L-O Niet commerciële dienstverlening;2002 2e kwartaal;39.5
334;L-O Niet commerciële dienstverlening;2002 3e kwartaal;38.2
335;L-O Niet commerciële dienstverlening;2002 4e kwartaal;37.5
336;L-O Niet commerciële dienstverlening;2003 1e kwartaal;31.8
337;L-O Niet commerciële dienstverlening;2003 2e kwartaal;31.0
338;L-O Niet commerciële dienstverlening;2003 3e kwartaal;28.2
339;L-O Niet commerciële dienstverlening;2003 4e kwartaal;26.2
340;L-O Niet commerciële dienstverlening;2004 1e kwartaal;29.7
341;L-O Niet commerciële dienstverlening;2004 2e kwartaal;32.7
342;L-O Niet commerciële dienstverlening;2004 3e kwartaal;30.7
343;L-O Niet commerciële dienstverlening;2004 4e kwartaal;30.2
344;L-O Niet commerciële dienstverlening;2005 1e kwartaal;32.5
345;L-O Niet commerciële dienstverlening;2005 2e kwartaal;32.5
346;L-O Niet commerciële dienstverlening;2005 3e kwartaal;34.9
347;L-O Niet commerciële dienstverlening;2005 4e kwartaal;37.6
348;L-O Niet commerciële dienstverlening;2006 1e kwartaal;38.8
349;L-O Niet commerciële dienstverlening;2006 2e kwartaal;42.2
350;L-O Niet commerciële dienstverlening;2006 3e kwartaal;43.1
351;L-O Niet commerciële dienstverlening;2006 4e kwartaal;48.6
352;L-O Niet commerciële dienstverlening;2007 1e kwartaal;49.0
353;L-O Niet commerciële dienstverlening;2007 2e kwartaal;51.8
354;L-O Niet commerciële dienstverlening;2007 3e kwartaal;53.8
355;L-O Niet commerciële dienstverlening;2007 4e kwartaal;52.9
356;L-O Niet commerciële dienstverlening;2008 1e kwartaal;55.3
357;L-O Niet commerciële dienstverlening;2008 2e kwartaal;56.0
358;L-O Niet commerciële dienstverlening;2008 3e kwartaal;63.5
359;L-O Niet commerciële dienstverlening;2008 4e kwartaal;60.4
360;L-O Niet commerciële dienstverlening;2009 1e kwartaal*;51.5
361;L-O Niet commerciële dienstverlening;2009 2e kwartaal*;47.1
362;L-O Niet commerciële dienstverlening;2009 3e kwartaal*;45.2
363;L-O Niet commerciële dienstverlening;2009 4e kwartaal*;44.6
