ID;RegioS;SamenstellingVanHetHuishouden;Totaal_1;Totaal_2;HuishoudensMetEenLaagInkomen_3;HuishOnderOfRondHetSociaalMinimum_4;Totaal_5;HuishMetEenLangdurigLaagInkomen_6;HuishLangdurigOnderOfRondSocMin_7
523;Aalten;Paar met kinderen;3.7;3.5;4.0;2.0;3.1;;
524;Aalten;Eenoudergezin;0.5;0.4;18.0;18.0;0.4;;
525;Abcoude;Totaal particulier huishouden;3.3;3.3;5.0;5.0;3.0;;
526;Abcoude;Eenpersoonshuishouden;0.8;0.8;;;0.7;;
527;Abcoude;Paar zonder kinderen;1.0;1.0;;;1.0;;
528;Abcoude;Paar met kinderen;1.3;1.2;;;1.1;;
529;Abcoude;Eenoudergezin;0.2;0.2;;;0.1;;
530;Achtkarspelen;Totaal particulier huishouden;11.1;10.8;11.0;9.0;9.6;4.0;3.0
531;Achtkarspelen;Eenpersoonshuishouden;2.8;2.8;20.0;18.0;2.5;8.0;6.0
532;Achtkarspelen;Paar zonder kinderen;3.4;3.4;5.0;5.0;3.1;;
533;Achtkarspelen;Paar met kinderen;4.0;3.9;7.0;3.0;3.3;;
534;Achtkarspelen;Eenoudergezin;0.6;0.6;27.0;29.0;0.5;;
535;Alblasserdam;Totaal particulier huishouden;7.3;7.1;7.0;6.0;6.5;2.0;2.0
536;Alblasserdam;Eenpersoonshuishouden;2.0;1.9;13.0;13.0;1.8;5.0;4.0
537;Alblasserdam;Paar zonder kinderen;2.2;2.2;;;2.1;;
538;Alblasserdam;Paar met kinderen;2.5;2.4;;;2.2;;
539;Alblasserdam;Eenoudergezin;0.4;0.3;32.0;27.0;0.3;;
540;Albrandswaard;Totaal particulier huishouden;8.3;8.1;6.0;6.0;7.6;2.0;2.0
541;Albrandswaard;Eenpersoonshuishouden;2.0;1.9;15.0;13.0;1.8;5.0;4.0
542;Albrandswaard;Paar zonder kinderen;2.7;2.7;;;2.6;;
543;Albrandswaard;Paar met kinderen;3.0;3.0;3.0;;2.7;;
544;Albrandswaard;Eenoudergezin;0.4;0.4;25.0;24.0;0.3;;
545;Alkemade;Totaal particulier huishouden;5.4;5.3;7.0;7.0;4.9;1.0;
546;Alkemade;Eenpersoonshuishouden;1.2;1.2;13.0;14.0;1.2;;
547;Alkemade;Paar zonder kinderen;1.6;1.6;5.0;;1.5;;
548;Alkemade;Paar met kinderen;2.2;2.1;5.0;4.0;1.9;;
549;Alkemade;Eenoudergezin;0.2;0.2;;;0.2;;
550;Alkmaar;Totaal particulier huishouden;41.9;40.3;11.0;9.0;35.7;3.0;3.0
551;Alkmaar;Eenpersoonshuishouden;15.5;14.7;17.0;14.0;13.1;6.0;6.0
552;Alkmaar;Paar zonder kinderen;11.3;11.1;4.0;3.0;10.0;1.0;1.0
553;Alkmaar;Paar met kinderen;11.0;10.7;5.0;3.0;9.5;1.0;
554;Alkmaar;Eenoudergezin;2.8;2.6;28.0;29.0;2.1;8.0;10.0
555;Almelo;Totaal particulier huishouden;30.0;28.8;13.0;11.0;25.6;4.0;3.0
556;Almelo;Eenpersoonshuishouden;9.3;8.8;20.0;18.0;8.0;6.0;5.0
557;Almelo;Paar zonder kinderen;8.7;8.6;5.0;5.0;7.9;2.0;2.0
558;Almelo;Paar met kinderen;9.0;8.7;10.0;5.0;7.4;3.0;
559;Almelo;Eenoudergezin;1.8;1.7;27.0;28.0;1.4;11.0;11.0
560;Almere;Totaal particulier huishouden;68.8;65.7;10.0;9.0;56.9;2.0;3.0
561;Almere;Eenpersoonshuishouden;17.5;16.4;17.0;16.0;14.5;5.0;6.0
562;Almere;Paar zonder kinderen;16.3;16.1;3.0;3.0;14.5;;1.0
563;Almere;Paar met kinderen;25.1;24.3;6.0;3.0;21.2;1.0;1.0
564;Almere;Eenoudergezin;6.6;5.9;26.0;27.0;4.5;8.0;8.0
565;Alphen aan den Rijn;Totaal particulier huishouden;28.4;27.7;7.0;6.0;24.9;2.0;2.0
566;Alphen aan den Rijn;Eenpersoonshuishouden;8.0;7.7;12.0;11.0;7.0;4.0;4.0
567;Alphen aan den Rijn;Paar zonder kinderen;8.5;8.4;3.0;2.0;7.7;;
568;Alphen aan den Rijn;Paar met kinderen;9.4;9.2;4.0;3.0;8.2;;
569;Alphen aan den Rijn;Eenoudergezin;1.6;1.5;23.0;26.0;1.3;6.0;7.0
570;Alphen-Chaam;Totaal particulier huishouden;3.6;3.5;7.0;6.0;3.2;;
571;Alphen-Chaam;Eenpersoonshuishouden;0.7;0.7;;;0.6;;
572;Alphen-Chaam;Paar zonder kinderen;1.2;1.2;;;1.1;;
573;Alphen-Chaam;Paar met kinderen;1.4;1.3;6.0;;1.2;;
574;Alphen-Chaam;Eenoudergezin;0.2;0.1;;;0.1;;
575;Ambt Montfort;Totaal particulier huishouden;4.4;4.2;7.0;7.0;3.8;;
576;Ambt Montfort;Eenpersoonshuishouden;1.0;0.9;12.0;13.0;0.9;;
577;Ambt Montfort;Paar zonder kinderen;1.6;1.5;;;1.4;;
578;Ambt Montfort;Paar met kinderen;1.5;1.4;;;1.2;;
579;Ambt Montfort;Eenoudergezin;0.2;0.2;;;0.2;;
580;Ameland;Totaal particulier huishouden;1.4;1.4;9.0;6.0;0.8;;
581;Ameland;Eenpersoonshuishouden;0.4;0.4;;;0.2;;
582;Ameland;Paar zonder kinderen;0.4;0.4;;;0.2;;
583;Ameland;Paar met kinderen;0.5;0.4;;;0.3;;
584;Ameland;Eenoudergezin;;;;;;;
585;Amersfoort;Totaal particulier huishouden;56.3;54.6;9.0;7.0;48.2;3.0;2.0
586;Amersfoort;Eenpersoonshuishouden;18.4;17.6;15.0;13.0;15.7;5.0;5.0
587;Amersfoort;Paar zonder kinderen;14.9;14.8;3.0;3.0;13.4;1.0;1.0
588;Amersfoort;Paar met kinderen;17.6;17.2;5.0;3.0;15.2;1.0;
589;Amersfoort;Eenoudergezin;3.5;3.2;25.0;27.0;2.5;7.0;8.0
590;Amstelveen;Totaal particulier huishouden;34.9;33.6;7.0;6.0;29.5;2.0;2.0
591;Amstelveen;Eenpersoonshuishouden;13.9;13.2;10.0;9.0;11.8;3.0;3.0
592;Amstelveen;Paar zonder kinderen;9.0;8.9;3.0;3.0;8.2;;
593;Amstelveen;Paar met kinderen;8.9;8.6;4.0;2.0;7.3;;
594;Amstelveen;Eenoudergezin;2.2;2.0;17.0;18.0;1.6;5.0;6.0
595;Amsterdam;Totaal particulier huishouden;361.8;337.3;18.0;16.0;272.7;7.0;6.0
596;Amsterdam;Eenpersoonshuishouden;183.3;169.3;22.0;20.0;140.3;10.0;9.0
597;Amsterdam;Paar zonder kinderen;69.4;67.3;6.0;6.0;54.7;1.0;2.0
598;Amsterdam;Paar met kinderen;57.4;54.9;16.0;8.0;43.6;5.0;2.0
599;Amsterdam;Eenoudergezin;34.2;30.1;28.0;30.0;23.5;11.0;11.0
600;Andijk;Totaal particulier huishouden;2.5;2.5;8.0;8.0;2.2;;
601;Andijk;Eenpersoonshuishouden;0.6;0.6;13.0;15.0;0.6;;
602;Andijk;Paar zonder kinderen;0.8;0.8;;;0.7;;
603;Andijk;Paar met kinderen;0.9;0.9;;;0.8;;
604;Andijk;Eenoudergezin;0.1;0.1;;;0.1;;
605;Anna Paulowna;Totaal particulier huishouden;5.5;5.3;8.0;8.0;4.9;2.0;2.0
606;Anna Paulowna;Eenpersoonshuishouden;1.4;1.3;16.0;13.0;1.2;;
607;Anna Paulowna;Paar zonder kinderen;1.7;1.7;;5.0;1.6;;
608;Anna Paulowna;Paar met kinderen;2.0;2.0;6.0;4.0;1.8;;
609;Anna Paulowna;Eenoudergezin;0.2;0.2;;;0.2;;
610;Apeldoorn;Totaal particulier huishouden;64.2;62.2;8.0;7.0;56.5;2.0;2.0
611;Apeldoorn;Eenpersoonshuishouden;19.8;18.9;14.0;12.0;17.2;4.0;4.0
612;Apeldoorn;Paar zonder kinderen;19.7;19.6;3.0;3.0;18.5;1.0;1.0
613;Apeldoorn;Paar met kinderen;19.0;18.4;5.0;3.0;16.4;1.0;
614;Apeldoorn;Eenoudergezin;3.4;3.1;27.0;29.0;2.5;7.0;8.0
615;Appingedam;Totaal particulier huishouden;5.4;5.2;11.0;9.0;4.7;3.0;3.0
616;Appingedam;Eenpersoonshuishouden;1.7;1.6;15.0;12.0;1.4;;
617;Appingedam;Paar zonder kinderen;1.8;1.8;4.0;5.0;1.7;;
618;Appingedam;Paar met kinderen;1.4;1.4;9.0;;1.2;;
619;Appingedam;Eenoudergezin;0.3;0.3;43.0;44.0;0.2;;
620;Arcen en Velden;Totaal particulier huishouden;3.5;3.4;6.0;6.0;3.0;;
621;Arcen en Velden;Eenpersoonshuishouden;0.8;0.8;11.0;;0.7;;
622;Arcen en Velden;Paar zonder kinderen;1.2;1.2;;;1.1;;
623;Arcen en Velden;Paar met kinderen;1.3;1.2;;;1.1;;
624;Arcen en Velden;Eenoudergezin;0.1;0.1;;;0.1;;
625;Arnhem;Totaal particulier huishouden;63.7;60.4;15.0;13.0;48.2;2.0;2.0
626;Arnhem;Eenpersoonshuishouden;26.2;24.4;21.0;18.0;19.1;3.0;3.0
627;Arnhem;Paar zonder kinderen;16.2;15.9;6.0;5.0;13.7;1.0;1.0
628;Arnhem;Paar met kinderen;14.3;13.7;11.0;5.0;11.3;2.0;
629;Arnhem;Eenoudergezin;4.7;4.3;32.0;34.0;2.7;5.0;4.0
630;Assen;Totaal particulier huishouden;26.4;25.7;10.0;9.0;22.9;4.0;3.0
631;Assen;Eenpersoonshuishouden;8.5;8.2;17.0;15.0;7.2;7.0;6.0
632;Assen;Paar zonder kinderen;7.8;7.7;3.0;3.0;7.2;;
633;Assen;Paar met kinderen;7.8;7.6;7.0;4.0;6.6;3.0;1.0
634;Assen;Eenoudergezin;1.7;1.6;29.0;32.0;1.3;7.0;9.0
635;Asten;Totaal particulier huishouden;6.2;6.1;7.0;6.0;5.6;2.0;2.0
636;Asten;Eenpersoonshuishouden;1.5;1.5;12.0;13.0;1.4;;
637;Asten;Paar zonder kinderen;2.0;1.9;4.0;;1.8;;
638;Asten;Paar met kinderen;2.3;2.2;5.0;;2.0;;
639;Asten;Eenoudergezin;0.3;0.2;;;0.2;;
640;Baarle-Nassau;Totaal particulier huishouden;2.8;2.7;11.0;9.0;2.3;;
641;Baarle-Nassau;Eenpersoonshuishouden;0.8;0.8;21.0;18.0;0.7;;
642;Baarle-Nassau;Paar zonder kinderen;0.9;0.9;;;0.8;;
643;Baarle-Nassau;Paar met kinderen;0.8;0.8;;;0.7;;
644;Baarle-Nassau;Eenoudergezin;0.1;0.1;;;0.1;;
645;Baarn;Totaal particulier huishouden;10.4;10.0;7.0;7.0;9.1;2.0;2.0
646;Baarn;Eenpersoonshuishouden;3.7;3.5;11.0;10.0;3.2;;3.0
647;Baarn;Paar zonder kinderen;3.0;3.0;3.0;3.0;2.8;;
648;Baarn;Paar met kinderen;2.9;2.8;6.0;4.0;2.5;;
649;Baarn;Eenoudergezin;0.5;0.5;20.0;20.0;0.4;;
650;Barendrecht;Totaal particulier huishouden;15.8;15.5;5.0;4.0;14.2;1.0;1.0
651;Barendrecht;Eenpersoonshuishouden;3.3;3.1;11.0;10.0;2.8;3.0;2.0
652;Barendrecht;Paar zonder kinderen;5.0;5.0;2.0;2.0;4.7;;
653;Barendrecht;Paar met kinderen;6.3;6.2;3.0;2.0;5.6;;
654;Barendrecht;Eenoudergezin;0.7;0.7;16.0;18.0;0.6;;
655;Barneveld;Totaal particulier huishouden;17.1;16.7;8.0;6.0;15.1;1.0;1.0
656;Barneveld;Eenpersoonshuishouden;3.8;3.6;15.0;12.0;3.3;3.0;3.0
657;Barneveld;Paar zonder kinderen;4.7;4.7;4.0;4.0;4.4;;
658;Barneveld;Paar met kinderen;7.1;7.0;6.0;4.0;6.2;;
659;Barneveld;Eenoudergezin;0.7;0.7;15.0;16.0;0.5;;
660;Bedum;Totaal particulier huishouden;4.1;4.1;6.0;6.0;3.8;;
661;Bedum;Eenpersoonshuishouden;1.0;1.0;9.0;10.0;1.0;;
662;Bedum;Paar zonder kinderen;1.3;1.3;;;1.3;;
663;Bedum;Paar met kinderen;1.5;1.5;5.0;;1.3;;
664;Bedum;Eenoudergezin;0.2;0.2;;;0.2;;
665;Beek (L.);Totaal particulier huishouden;7.1;6.8;7.0;6.0;6.2;2.0;1.0
666;Beek (L.);Eenpersoonshuishouden;1.9;1.8;13.0;12.0;1.7;;
667;Beek (L.);Paar zonder kinderen;2.3;2.3;;;2.1;;
668;Beek (L.);Paar met kinderen;2.3;2.2;6.0;3.0;2.0;;
669;Beek (L.);Eenoudergezin;0.3;0.3;;;0.2;;
670;Beemster;Totaal particulier huishouden;3.4;3.3;7.0;6.0;3.1;;
671;Beemster;Eenpersoonshuishouden;0.9;0.8;12.0;11.0;0.8;;
672;Beemster;Paar zonder kinderen;1.1;1.1;;;1.0;;
673;Beemster;Paar met kinderen;1.2;1.2;;;1.0;;
674;Beemster;Eenoudergezin;0.2;0.2;;;0.1;;
675;Beesel;Totaal particulier huishouden;5.4;5.3;7.0;6.0;4.8;2.0;
676;Beesel;Eenpersoonshuishouden;1.2;1.2;13.0;13.0;1.1;;
677;Beesel;Paar zonder kinderen;1.9;1.8;;;1.7;;
678;Beesel;Paar met kinderen;1.9;1.8;5.0;;1.6;;
679;Beesel;Eenoudergezin;0.3;0.3;;;0.2;;
680;Bellingwedde;Totaal particulier huishouden;4.1;4.0;11.0;11.0;3.5;3.0;3.0
681;Bellingwedde;Eenpersoonshuishouden;1.1;1.1;20.0;20.0;1.0;;
682;Bellingwedde;Paar zonder kinderen;1.5;1.5;5.0;6.0;1.3;;
683;Bellingwedde;Paar met kinderen;1.2;1.1;8.0;;1.0;;
684;Bellingwedde;Eenoudergezin;0.2;0.2;;;0.2;;
685;Bennebroek;Totaal particulier huishouden;2.1;2.1;5.0;5.0;1.9;;
686;Bennebroek;Eenpersoonshuishouden;0.6;0.6;;;0.6;;
687;Bennebroek;Paar zonder kinderen;0.8;0.8;;;0.8;;
688;Bennebroek;Paar met kinderen;0.6;0.6;;;0.5;;
689;Bennebroek;Eenoudergezin;0.1;0.1;;;0.1;;
690;Bergambacht;Totaal particulier huishouden;3.6;3.5;5.0;5.0;3.2;;
691;Bergambacht;Eenpersoonshuishouden;0.9;0.8;10.0;9.0;0.7;;
692;Bergambacht;Paar zonder kinderen;1.2;1.2;;;1.2;;
693;Bergambacht;Paar met kinderen;1.3;1.2;;;1.1;;
694;Bergambacht;Eenoudergezin;0.1;0.1;;;0.1;;
695;Bergeijk;Totaal particulier huishouden;6.9;6.7;6.0;6.0;6.1;2.0;2.0
696;Bergeijk;Eenpersoonshuishouden;1.5;1.4;13.0;13.0;1.4;;6.0
697;Bergeijk;Paar zonder kinderen;2.3;2.3;;;2.1;;
698;Bergeijk;Paar met kinderen;2.6;2.5;4.0;3.0;2.3;;
699;Bergeijk;Eenoudergezin;0.2;0.2;;;0.2;;
700;Bergen (L.);Totaal particulier huishouden;5.3;5.1;8.0;8.0;4.6;;
701;Bergen (L.);Eenpersoonshuishouden;1.1;1.1;13.0;15.0;1.0;;
702;Bergen (L.);Paar zonder kinderen;1.8;1.7;;;1.6;;
703;Bergen (L.);Paar met kinderen;1.9;1.8;7.0;5.0;1.6;;
704;Bergen (L.);Eenoudergezin;0.2;0.2;;;0.2;;
705;Bergen (NH.);Totaal particulier huishouden;13.2;12.8;8.0;7.0;11.7;2.0;2.0
706;Bergen (NH.);Eenpersoonshuishouden;4.1;3.9;12.0;11.0;3.7;4.0;3.0
707;Bergen (NH.);Paar zonder kinderen;4.3;4.3;5.0;4.0;4.0;;
708;Bergen (NH.);Paar met kinderen;3.6;3.5;5.0;3.0;3.0;;
709;Bergen (NH.);Eenoudergezin;0.8;0.7;19.0;21.0;0.6;;
710;Bergen op Zoom;Totaal particulier huishouden;27.7;26.6;9.0;8.0;23.7;2.0;2.0
711;Bergen op Zoom;Eenpersoonshuishouden;8.6;8.1;15.0;14.0;7.3;4.0;4.0
712;Bergen op Zoom;Paar zonder kinderen;8.5;8.4;3.0;3.0;7.8;;
713;Bergen op Zoom;Paar met kinderen;8.1;7.8;6.0;3.0;6.8;2.0;
714;Bergen op Zoom;Eenoudergezin;1.5;1.4;23.0;23.0;1.1;;
715;Bergschenhoek;Totaal particulier huishouden;5.9;5.7;5.0;5.0;5.3;;
716;Bergschenhoek;Eenpersoonshuishouden;1.0;1.0;9.0;9.0;0.9;;
717;Bergschenhoek;Paar zonder kinderen;1.6;1.6;;;1.5;;
718;Bergschenhoek;Paar met kinderen;2.8;2.7;3.0;;2.5;;
719;Bergschenhoek;Eenoudergezin;0.3;0.3;;;0.2;;
720;Berkel en Rodenrijs;Totaal particulier huishouden;7.4;7.2;6.0;6.0;6.5;2.0;1.0
721;Berkel en Rodenrijs;Eenpersoonshuishouden;1.7;1.7;12.0;11.0;1.5;;
722;Berkel en Rodenrijs;Paar zonder kinderen;2.4;2.4;;3.0;2.3;;
723;Berkel en Rodenrijs;Paar met kinderen;2.7;2.7;6.0;3.0;2.3;;
724;Berkel en Rodenrijs;Eenoudergezin;0.3;0.3;;;0.3;;
725;Berkelland;Totaal particulier huishouden;17.5;17.1;7.0;7.0;15.8;2.0;2.0
726;Berkelland;Eenpersoonshuishouden;4.1;3.9;13.0;14.0;3.7;4.0;4.0
727;Berkelland;Paar zonder kinderen;5.9;5.8;4.0;4.0;5.6;;
728;Berkelland;Paar met kinderen;6.0;5.9;4.0;3.0;5.3;;
729;Berkelland;Eenoudergezin;0.8;0.7;21.0;25.0;0.6;;
730;Bernheze;Totaal particulier huishouden;10.7;10.5;6.0;5.0;9.7;1.0;1.0
731;Bernheze;Eenpersoonshuishouden;2.1;2.1;8.0;8.0;1.9;;
732;Bernheze;Paar zonder kinderen;3.4;3.4;3.0;4.0;3.2;;
733;Bernheze;Paar met kinderen;4.3;4.3;5.0;4.0;3.9;;
734;Bernheze;Eenoudergezin;0.5;0.4;23.0;21.0;0.3;;
735;Bernisse;Totaal particulier huishouden;5.0;5.0;5.0;5.0;4.6;;
736;Bernisse;Eenpersoonshuishouden;1.2;1.1;11.0;10.0;1.0;;
737;Bernisse;Paar zonder kinderen;1.8;1.8;;;1.7;;
738;Bernisse;Paar met kinderen;1.8;1.8;;;1.6;;
739;Bernisse;Eenoudergezin;0.2;0.2;;;0.2;;
740;Best;Totaal particulier huishouden;11.4;11.1;7.0;6.0;10.1;2.0;2.0
741;Best;Eenpersoonshuishouden;2.8;2.7;13.0;14.0;2.5;4.0;4.0
742;Best;Paar zonder kinderen;3.6;3.6;2.0;2.0;3.3;;
743;Best;Paar met kinderen;4.2;4.1;4.0;2.0;3.7;;
744;Best;Eenoudergezin;0.5;0.5;22.0;22.0;0.4;;
745;Beuningen;Totaal particulier huishouden;9.6;9.3;7.0;6.0;8.5;2.0;1.0
746;Beuningen;Eenpersoonshuishouden;2.3;2.2;16.0;13.0;2.0;;
747;Beuningen;Paar zonder kinderen;2.7;2.7;3.0;3.0;2.6;;
748;Beuningen;Paar met kinderen;3.8;3.7;3.0;2.0;3.3;;
749;Beuningen;Eenoudergezin;0.5;0.5;26.0;26.0;0.4;;
750;Beverwijk;Totaal particulier huishouden;16.2;15.6;8.0;7.0;14.3;2.0;2.0
751;Beverwijk;Eenpersoonshuishouden;5.6;5.3;13.0;11.0;4.9;4.0;3.0
752;Beverwijk;Paar zonder kinderen;4.6;4.6;3.0;3.0;4.4;;
753;Beverwijk;Paar met kinderen;4.5;4.3;5.0;3.0;3.9;;
754;Beverwijk;Eenoudergezin;1.0;0.9;29.0;30.0;0.7;;
755;Binnenmaas;Totaal particulier huishouden;8.0;7.8;5.0;4.0;7.3;;1.0
756;Binnenmaas;Eenpersoonshuishouden;1.8;1.8;10.0;9.0;1.7;;
757;Binnenmaas;Paar zonder kinderen;2.9;2.9;;;2.8;;
758;Binnenmaas;Paar met kinderen;2.7;2.7;3.0;;2.4;;
759;Binnenmaas;Eenoudergezin;0.3;0.3;;;0.2;;
760;Bladel;Totaal particulier huishouden;7.2;7.0;7.0;6.0;6.3;;
761;Bladel;Eenpersoonshuishouden;1.6;1.5;15.0;12.0;1.3;;
762;Bladel;Paar zonder kinderen;2.3;2.3;3.0;4.0;2.2;;
763;Bladel;Paar met kinderen;2.7;2.7;5.0;3.0;2.4;;
764;Bladel;Eenoudergezin;0.3;0.3;;;0.3;;
765;Blaricum;Totaal particulier huishouden;3.8;3.7;8.0;7.0;3.3;;
766;Blaricum;Eenpersoonshuishouden;1.0;0.9;14.0;12.0;0.9;;
767;Blaricum;Paar zonder kinderen;1.2;1.2;;;1.2;;
768;Blaricum;Paar met kinderen;1.2;1.1;7.0;;1.0;;
769;Blaricum;Eenoudergezin;0.2;0.2;;;0.2;;
770;Bleiswijk;Totaal particulier huishouden;3.8;3.7;5.0;4.0;3.4;;
771;Bleiswijk;Eenpersoonshuishouden;0.8;0.7;;;0.7;;
772;Bleiswijk;Paar zonder kinderen;1.2;1.2;;;1.2;;
773;Bleiswijk;Paar met kinderen;1.5;1.5;5.0;;1.3;;
774;Bleiswijk;Eenoudergezin;0.2;0.1;;;0.1;;
775;Bloemendaal;Totaal particulier huishouden;6.7;6.5;7.0;7.0;5.8;;
776;Bloemendaal;Eenpersoonshuishouden;1.9;1.8;14.0;12.0;1.6;;
777;Bloemendaal;Paar zonder kinderen;2.2;2.2;4.0;3.0;2.0;;
778;Bloemendaal;Paar met kinderen;2.1;2.1;6.0;5.0;1.8;;
779;Bloemendaal;Eenoudergezin;0.3;0.3;;;0.3;;
780;Boarnsterhim;Totaal particulier huishouden;7.9;7.7;8.0;7.0;6.9;2.0;2.0
781;Boarnsterhim;Eenpersoonshuishouden;2.2;2.1;13.0;11.0;1.9;4.0;
782;Boarnsterhim;Paar zonder kinderen;2.6;2.6;5.0;5.0;2.4;;
783;Boarnsterhim;Paar met kinderen;2.6;2.5;6.0;5.0;2.3;;
784;Boarnsterhim;Eenoudergezin;0.4;0.3;25.0;23.0;0.3;;
785;Bodegraven;Totaal particulier huishouden;7.3;7.1;5.0;4.0;6.5;;
786;Bodegraven;Eenpersoonshuishouden;1.8;1.7;9.0;8.0;1.6;;
787;Bodegraven;Paar zonder kinderen;2.1;2.1;;;2.0;;
788;Bodegraven;Paar met kinderen;2.8;2.8;4.0;;2.5;;
789;Bodegraven;Eenoudergezin;0.3;0.3;;;0.2;;
790;Boekel;Totaal particulier huishouden;3.2;3.2;6.0;7.0;2.9;;
791;Boekel;Eenpersoonshuishouden;0.6;0.6;;15.0;0.5;;
792;Boekel;Paar zonder kinderen;1.0;1.0;;;0.9;;
793;Boekel;Paar met kinderen;1.4;1.4;6.0;;1.2;;
794;Boekel;Eenoudergezin;0.1;0.1;;;0.1;;
795;Bolsward;Totaal particulier huishouden;4.1;3.9;9.0;9.0;3.6;3.0;3.0
796;Bolsward;Eenpersoonshuishouden;1.4;1.3;14.0;15.0;1.3;;6.0
797;Bolsward;Paar zonder kinderen;1.2;1.2;;;1.1;;
798;Bolsward;Paar met kinderen;1.2;1.2;;;1.0;;
799;Bolsward;Eenoudergezin;0.2;0.2;;;0.1;;
800;Borger-Odoorn;Totaal particulier huishouden;10.6;10.4;10.0;9.0;9.3;2.0;2.0
801;Borger-Odoorn;Eenpersoonshuishouden;2.4;2.4;17.0;17.0;2.2;4.0;3.0
802;Borger-Odoorn;Paar zonder kinderen;3.9;3.9;5.0;5.0;3.6;;
803;Borger-Odoorn;Paar met kinderen;3.5;3.4;9.0;6.0;3.0;2.0;
804;Borger-Odoorn;Eenoudergezin;0.4;0.4;27.0;28.0;0.3;;
805;Borne;Totaal particulier huishouden;8.1;7.9;6.0;5.0;7.2;1.0;1.0
806;Borne;Eenpersoonshuishouden;1.9;1.9;11.0;10.0;1.7;;
807;Borne;Paar zonder kinderen;2.7;2.7;;3.0;2.5;;
808;Borne;Paar met kinderen;2.8;2.7;4.0;;2.4;;
809;Borne;Eenoudergezin;0.4;0.4;23.0;24.0;0.3;;
810;Borsele;Totaal particulier huishouden;8.7;8.5;6.0;6.0;7.9;1.0;1.0
811;Borsele;Eenpersoonshuishouden;2.2;2.1;12.0;11.0;2.0;;
812;Borsele;Paar zonder kinderen;2.8;2.7;3.0;3.0;2.6;;
813;Borsele;Paar met kinderen;3.1;3.0;4.0;2.0;2.7;;
814;Borsele;Eenoudergezin;0.5;0.5;19.0;20.0;0.4;;
815;Boskoop;Totaal particulier huishouden;5.9;5.7;6.0;6.0;5.2;2.0;1.0
816;Boskoop;Eenpersoonshuishouden;1.5;1.4;10.0;11.0;1.3;;
817;Boskoop;Paar zonder kinderen;1.9;1.9;;;1.8;;
818;Boskoop;Paar met kinderen;2.1;2.0;6.0;4.0;1.8;;
819;Boskoop;Eenoudergezin;0.2;0.2;;;0.2;;
820;Boxmeer;Totaal particulier huishouden;11.1;10.8;8.0;7.0;9.9;1.0;2.0
821;Boxmeer;Eenpersoonshuishouden;2.6;2.5;16.0;17.0;2.3;4.0;4.0
822;Boxmeer;Paar zonder kinderen;3.5;3.5;3.0;3.0;3.3;;
823;Boxmeer;Paar met kinderen;4.1;4.0;5.0;3.0;3.6;;
824;Boxmeer;Eenoudergezin;0.5;0.5;21.0;19.0;0.4;;
825;Boxtel;Totaal particulier huishouden;11.8;11.4;7.0;6.0;10.3;2.0;2.0
826;Boxtel;Eenpersoonshuishouden;3.2;3.1;15.0;13.0;2.8;6.0;5.0
827;Boxtel;Paar zonder kinderen;3.6;3.6;2.0;3.0;3.3;;
828;Boxtel;Paar met kinderen;3.9;3.8;4.0;2.0;3.4;;
829;Boxtel;Eenoudergezin;0.6;0.6;18.0;20.0;0.5;;
830;Breda;Totaal particulier huishouden;72.0;69.4;10.0;9.0;60.5;3.0;3.0
831;Breda;Eenpersoonshuishouden;24.9;23.5;17.0;15.0;20.3;5.0;5.0
832;Breda;Paar zonder kinderen;21.5;21.3;3.0;3.0;19.2;1.0;1.0
833;Breda;Paar met kinderen;19.2;18.7;7.0;4.0;16.3;2.0;1.0
834;Breda;Eenoudergezin;4.1;3.7;27.0;29.0;3.0;9.0;9.0
835;Breukelen;Totaal particulier huishouden;5.8;5.7;7.0;7.0;5.1;;
836;Breukelen;Eenpersoonshuishouden;1.7;1.6;13.0;13.0;1.4;;
837;Breukelen;Paar zonder kinderen;1.7;1.7;;;1.6;;
838;Breukelen;Paar met kinderen;2.0;1.9;5.0;4.0;1.7;;
839;Breukelen;Eenoudergezin;0.3;0.3;;;0.2;;
840;Brielle;Totaal particulier huishouden;6.6;6.5;6.0;6.0;6.0;1.0;
841;Brielle;Eenpersoonshuishouden;1.7;1.6;10.0;9.0;1.5;;
842;Brielle;Paar zonder kinderen;2.3;2.3;;;2.2;;
843;Brielle;Paar met kinderen;2.1;2.1;6.0;4.0;1.9;;
844;Brielle;Eenoudergezin;0.3;0.3;;;0.2;;
845;Bronckhorst;Totaal particulier huishouden;14.6;14.4;7.0;6.0;12.3;1.0;1.0
846;Bronckhorst;Eenpersoonshuishouden;3.3;3.2;13.0;12.0;2.8;3.0;
847;Bronckhorst;Paar zonder kinderen;4.9;4.9;3.0;3.0;4.3;;
848;Bronckhorst;Paar met kinderen;5.2;5.1;6.0;4.0;4.3;;
849;Bronckhorst;Eenoudergezin;0.5;0.5;14.0;17.0;0.4;;
850;Brummen;Totaal particulier huishouden;8.4;8.2;7.0;6.0;7.5;2.0;1.0
851;Brummen;Eenpersoonshuishouden;2.0;1.9;13.0;11.0;1.8;4.0;
852;Brummen;Paar zonder kinderen;2.9;2.9;3.0;2.0;2.8;;
853;Brummen;Paar met kinderen;2.8;2.8;5.0;3.0;2.5;;
854;Brummen;Eenoudergezin;0.3;0.3;23.0;26.0;0.3;;
