ID;Geslacht;Achtergrondkenmerken;Perioden;WerknemersDieRegelmatigOverwerken_1;WerknemersDieRegelmatigOverwerken_2
531;3;Antillianen/Arubanen;2006;7.0;30.0
532;3;Overige niet-westerse allochtonen;2000;7.0;17.0
533;3;Overige niet-westerse allochtonen;2001;8.0;18.0
534;3;Overige niet-westerse allochtonen;2002;7.0;15.0
535;3;Overige niet-westerse allochtonen;2003;9.0;16.0
536;3;Overige niet-westerse allochtonen;2004;13.0;24.0
537;3;Overige niet-westerse allochtonen;2005;15.0;27.0
538;3;Overige niet-westerse allochtonen;2006;14.0;24.0
539;3;Herkomst: onbekend;2000;;
540;3;Herkomst: onbekend;2001;;
541;3;Herkomst: onbekend;2002;;
542;3;Herkomst: onbekend;2003;;
543;3;Herkomst: onbekend;2004;;
544;3;Herkomst: onbekend;2005;;
545;3;Herkomst: onbekend;2006;;
546;3;Eenpersoonshuishouden;2000;93.0;26.0
547;3;Eenpersoonshuishouden;2001;110.0;30.0
548;3;Eenpersoonshuishouden;2002;100.0;28.0
549;3;Eenpersoonshuishouden;2003;114.0;32.0
550;3;Eenpersoonshuishouden;2004;131.0;36.0
551;3;Eenpersoonshuishouden;2005;129.0;37.0
552;3;Eenpersoonshuishouden;2006;142.0;37.0
553;3;Lid van ouderpaar;2000;231.0;25.0
554;3;Lid van ouderpaar;2001;246.0;25.0
555;3;Lid van ouderpaar;2002;262.0;25.0
556;3;Lid van ouderpaar;2003;296.0;28.0
557;3;Lid van ouderpaar;2004;331.0;31.0
558;3;Lid van ouderpaar;2005;349.0;32.0
559;3;Lid van ouderpaar;2006;369.0;33.0
560;3;Lid van een paar (geen ouder);2000;219.0;26.0
561;3;Lid van een paar (geen ouder);2001;222.0;27.0
562;3;Lid van een paar (geen ouder);2002;216.0;27.0
563;3;Lid van een paar (geen ouder);2003;253.0;30.0
564;3;Lid van een paar (geen ouder);2004;271.0;33.0
565;3;Lid van een paar (geen ouder);2005;282.0;35.0
566;3;Lid van een paar (geen ouder);2006;293.0;36.0
567;3;Alleenstaande ouder;2000;30.0;25.0
568;3;Alleenstaande ouder;2001;31.0;23.0
569;3;Alleenstaande ouder;2002;33.0;22.0
570;3;Alleenstaande ouder;2003;40.0;25.0
571;3;Alleenstaande ouder;2004;47.0;30.0
572;3;Alleenstaande ouder;2005;53.0;31.0
573;3;Alleenstaande ouder;2006;62.0;35.0
574;3;Overig lid huishouden;2000;40.0;16.0
575;3;Overig lid huishouden;2001;41.0;15.0
576;3;Overig lid huishouden;2002;48.0;17.0
577;3;Overig lid huishouden;2003;49.0;19.0
578;3;Overig lid huishouden;2004;54.0;22.0
579;3;Overig lid huishouden;2005;61.0;23.0
580;3;Overig lid huishouden;2006;57.0;23.0
581;3;Vaste arbeidsrelatie;2000;564.0;25.0
582;3;Vaste arbeidsrelatie;2001;609.0;26.0
583;3;Vaste arbeidsrelatie;2002;622.0;26.0
584;3;Vaste arbeidsrelatie;2003;712.0;29.0
585;3;Vaste arbeidsrelatie;2004;786.0;32.0
586;3;Vaste arbeidsrelatie;2005;818.0;33.0
587;3;Vaste arbeidsrelatie;2006;857.0;35.0
588;3;Flexibele arbeidsrelatie;2000;50.0;18.0
589;3;Flexibele arbeidsrelatie;2001;41.0;16.0
590;3;Flexibele arbeidsrelatie;2002;37.0;15.0
591;3;Flexibele arbeidsrelatie;2003;40.0;19.0
592;3;Flexibele arbeidsrelatie;2004;47.0;21.0
593;3;Flexibele arbeidsrelatie;2005;57.0;23.0
594;3;Flexibele arbeidsrelatie;2006;66.0;24.0
595;3;Voltijdbaan;2000;257.0;28.0
596;3;Voltijdbaan;2001;279.0;30.0
597;3;Voltijdbaan;2002;260.0;29.0
598;3;Voltijdbaan;2003;280.0;32.0
599;3;Voltijdbaan;2004;316.0;37.0
600;3;Voltijdbaan;2005;324.0;39.0
601;3;Voltijdbaan;2006;346.0;40.0
602;3;Deeltijdbaan;2000;357.0;23.0
603;3;Deeltijdbaan;2001;371.0;22.0
604;3;Deeltijdbaan;2002;399.0;23.0
605;3;Deeltijdbaan;2003;472.0;26.0
606;3;Deeltijdbaan;2004;517.0;29.0
607;3;Deeltijdbaan;2005;551.0;30.0
608;3;Deeltijdbaan;2006;577.0;30.0
