ID;Functies;Perioden;TotaalVerstrekt_1;VerstrektAanBedrijven_2;VerstrektAanGezinnen_3;VerstrektAanOverheid_4;VerstrektAanOverigeInstellingen_5;TotaleAflossing_6;AflossingBedrijven_7;AflossingGezinnen_8;AflossingOverheid_9;AflossingOverigeInstellingen_10;TotaalAandelenDeelnemingen_11;AandelenDeelnemingenInNederland_12;AandelenDeelnemingenInBuitenland_13;TotaalLiquidatieAandelenDeelnemingen_14;LiquidatieDeelnemingenInNederland_15;LiquidatieDeelnemingenInBuitenland_16;OpbrengstObligaties_17;AflossingObligaties_18;OpbrengstLanglopendeLeningen_19;AflossingLanglopendeLeningen_20
37;Milieubescherming;2005;26;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38;Milieubescherming;2006;28;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
39;Milieubescherming;2007;9;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
40;Milieubescherming;2008;7;0;0;7;0;7;7;0;0;0;0;0;0;41;41;0;0;0;0;0
41;Milieubescherming;2009*;8;0;0;8;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0
42;Huisvesting en gemeenschapsvoorzieningen;2003;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
43;Huisvesting en gemeenschapsvoorzieningen;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44;Huisvesting en gemeenschapsvoorzieningen;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
45;Huisvesting en gemeenschapsvoorzieningen;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46;Huisvesting en gemeenschapsvoorzieningen;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47;Huisvesting en gemeenschapsvoorzieningen;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48;Huisvesting en gemeenschapsvoorzieningen;2009*;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49;Volksgezondheid;2003;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0
50;Volksgezondheid;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0
51;Volksgezondheid;2005;0;0;0;0;0;0;0;0;0;0;27;27;0;0;0;0;0;0;0;0
52;Volksgezondheid;2006;0;0;0;0;0;0;0;0;0;0;27;27;0;2;2;0;0;0;0;0
53;Volksgezondheid;2007;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0
54;Volksgezondheid;2008;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
55;Volksgezondheid;2009*;13;13;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0
56;Recreatie, cultuur en religie;2003;11;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0
57;Recreatie, cultuur en religie;2004;7;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
58;Recreatie, cultuur en religie;2005;9;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
59;Recreatie, cultuur en religie;2006;10;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
60;Recreatie, cultuur en religie;2007;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61;Recreatie, cultuur en religie;2008;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
62;Recreatie, cultuur en religie;2009*;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
63;Onderwijs;2003;980;0;980;0;0;667;0;667;0;0;0;0;0;0;0;0;0;0;0;0
64;Onderwijs;2004;1066;0;1066;0;0;800;0;800;0;0;0;0;0;0;0;0;0;0;0;0
65;Onderwijs;2005;1971;0;1971;0;0;953;0;953;0;0;0;0;0;0;0;0;0;0;0;0
66;Onderwijs;2006;2292;0;2292;0;0;832;0;832;0;0;0;0;0;0;0;0;0;0;0;0
67;Onderwijs;2007;2721;0;2721;0;0;980;0;980;0;0;0;0;0;0;0;0;0;0;0;0
68;Onderwijs;2008;3004;0;3004;0;0;1291;0;1291;0;0;0;0;0;0;0;0;0;0;0;0
69;Onderwijs;2009*;2993;0;2993;0;0;1425;0;1425;0;0;0;0;0;0;0;0;0;0;0;0
70;Sociale bescherming;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
71;Sociale bescherming;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
72;Sociale bescherming;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
73;Sociale bescherming;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
74;Sociale bescherming;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
75;Sociale bescherming;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
76;Sociale bescherming;2009*;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
