ID;BedrijfstakkenBranchesSBI2008;Perioden;Arbeidsinkomensquote_1;BeloningWerknemers_2;ToegerekendArbeidsinkomen_3;NettoExploitatieoverschotGemengdIn_4;TotaleBeloningVanArbeid_5;TotaleBeloningVanArbeidEnKapitaal_6
56;A Landbouw, bosbouw en visserij;2022;70.7;4120;4268;7741;8388;11861
57;A Landbouw, bosbouw en visserij;2023;72.0;4386;5365;9162;9751;13548
58;B Delfstoffenwinning;1995;12.1;760;5;5565;765;6325
59;B Delfstoffenwinning;1996;10.3;786;6;6875;792;7661
60;B Delfstoffenwinning;1997;10.6;771;7;6547;778;7318
61;B Delfstoffenwinning;1998;12.2;788;7;5716;795;6504
62;B Delfstoffenwinning;1999;13.9;751;8;4691;759;5442
63;B Delfstoffenwinning;2000;10.4;833;8;7271;841;8104
64;B Delfstoffenwinning;2001;7.8;805;9;9598;814;10403
65;B Delfstoffenwinning;2002;9.7;896;10;8490;906;9386
66;B Delfstoffenwinning;2003;9.3;905;11;8927;916;9832
67;B Delfstoffenwinning;2004;9.0;937;8;9519;945;10456
68;B Delfstoffenwinning;2005;6.7;770;7;10804;777;11574
69;B Delfstoffenwinning;2006;5.1;762;7;14185;769;14947
70;B Delfstoffenwinning;2007;5.6;799;6;13508;805;14307
71;B Delfstoffenwinning;2008;4.2;850;7;19646;857;20496
72;B Delfstoffenwinning;2009;6.0;858;7;13584;865;14442
73;B Delfstoffenwinning;2010;5.7;905;6;14991;911;15896
74;B Delfstoffenwinning;2011;5.9;1007;7;16275;1014;17282
75;B Delfstoffenwinning;2012;5.5;1072;8;18738;1080;19810
76;B Delfstoffenwinning;2013;5.6;1158;9;19507;1167;20665
77;B Delfstoffenwinning;2014;8.7;1284;15;13727;1299;15011
78;B Delfstoffenwinning;2015;12.5;1327;11;9343;1338;10670
79;B Delfstoffenwinning;2016;21.2;1260;10;4718;1270;5978
80;B Delfstoffenwinning;2017;17.9;977;11;4551;988;5528
81;B Delfstoffenwinning;2018;18.7;977;9;4293;986;5270
82;B Delfstoffenwinning;2019;25.8;935;11;2726;946;3661
83;B Delfstoffenwinning;2020;105.8;999;15;-41;1014;958
84;B Delfstoffenwinning;2021;22.2;907;18;3253;925;4160
85;B Delfstoffenwinning;2022;5.3;974;19;17640;993;18614
86;B Delfstoffenwinning;2023;12.1;1060;21;7881;1081;8941
87;B-E Nijverheid (geen bouw) en energie;1995;61.3;28799;1390;20486;30189;49285
88;B-E Nijverheid (geen bouw) en energie;1996;59.7;28979;1484;22011;30463;50990
89;B-E Nijverheid (geen bouw) en energie;1997;59.5;29583;1575;22811;31158;52394
90;B-E Nijverheid (geen bouw) en energie;1998;58.9;30749;1684;24352;32433;55101
91;B-E Nijverheid (geen bouw) en energie;1999;61.5;32079;1759;22909;33838;54988
92;B-E Nijverheid (geen bouw) en energie;2000;60.0;34049;1866;25820;35915;59869
93;B-E Nijverheid (geen bouw) en energie;2001;57.2;34810;2075;29724;36885;64534
94;B-E Nijverheid (geen bouw) en energie;2002;60.1;35895;2030;27185;37925;63080
95;B-E Nijverheid (geen bouw) en energie;2003;60.5;35784;2097;26859;37881;62643
96;B-E Nijverheid (geen bouw) en energie;2004;58.1;35767;2051;29332;37818;65099
97;B-E Nijverheid (geen bouw) en energie;2005;53.9;35315;2142;34163;37457;69478
98;B-E Nijverheid (geen bouw) en energie;2006;50.4;35738;2253;39599;37991;75337
99;B-E Nijverheid (geen bouw) en energie;2007;50.0;37174;2484;42082;39658;79256
100;B-E Nijverheid (geen bouw) en energie;2008;49.9;39426;2656;44945;42082;84371
101;B-E Nijverheid (geen bouw) en energie;2009;59.0;39995;2574;32139;42569;72134
102;B-E Nijverheid (geen bouw) en energie;2010;55.5;38085;2577;35213;40662;73298
103;B-E Nijverheid (geen bouw) en energie;2011;53.5;39141;2525;38806;41666;77947
104;B-E Nijverheid (geen bouw) en energie;2012;52.8;39734;2691;40667;42425;80401
105;B-E Nijverheid (geen bouw) en energie;2013;54.4;40240;2739;38747;42979;78987
106;B-E Nijverheid (geen bouw) en energie;2014;60.4;41534;3100;32401;44634;73935
107;B-E Nijverheid (geen bouw) en energie;2015;59.7;41442;3466;33734;44908;75176
108;B-E Nijverheid (geen bouw) en energie;2016;63.5;42919;3617;30397;46536;73316
109;B-E Nijverheid (geen bouw) en energie;2017;61.6;43987;3736;33539;47723;77526
110;B-E Nijverheid (geen bouw) en energie;2018;61.4;46117;4156;35722;50273;81839
111;B-E Nijverheid (geen bouw) en energie;2019;63.8;48467;4327;34319;52794;82786
112;B-E Nijverheid (geen bouw) en energie;2020;67.4;50132;4701;31236;54833;81368
113;B-E Nijverheid (geen bouw) en energie;2021;59.7;51527;4088;41648;55615;93175
114;B-E Nijverheid (geen bouw) en energie;2022;50.3;54428;5374;64349;59802;118777
115;B-E Nijverheid (geen bouw) en energie;2023;52.5;59027;5713;64220;64740;123247
116;C Industrie;1995;69.3;25864;1290;13339;27154;39203
117;C Industrie;1996;70.0;26038;1378;13150;27416;39188
118;C Industrie;1997;68.3;26573;1455;14449;28028;41022
119;C Industrie;1998;66.0;27580;1556;16576;29136;44156
120;C Industrie;1999;67.5;28768;1611;16248;30379;45016
121;C Industrie;2000;67.9;30558;1701;16970;32259;47528
122;C Industrie;2001;66.2;31225;1901;18780;33126;50005
123;C Industrie;2002;69.0;32031;1837;17062;33868;49093
124;C Industrie;2003;70.3;31797;1889;16128;33686;47925
125;C Industrie;2004;67.0;31773;1846;18394;33619;50167
126;C Industrie;2005;63.4;31448;1942;21235;33390;52683
127;C Industrie;2006;62.4;31892;2027;22508;33919;54400
128;C Industrie;2007;60.4;33147;2238;25484;35385;58631
129;C Industrie;2008;64.8;35154;2390;22776;37544;57930
130;C Industrie;2009;76.1;35559;2280;14178;37839;49737
131;C Industrie;2010;71.4;33462;2300;16637;35762;50099
132;C Industrie;2011;68.8;34412;2250;18913;36662;53325
133;C Industrie;2012;70.4;34912;2424;18105;37336;53017
134;C Industrie;2013;73.7;35170;2460;15854;37630;51024
135;C Industrie;2014;75.0;36363;2783;15812;39146;52175
136;C Industrie;2015;68.4;36311;2998;21193;39309;57504
137;C Industrie;2016;67.6;37808;3155;22771;40963;60579
138;C Industrie;2017;64.4;39038;3221;26618;42259;65656
139;C Industrie;2018;63.5;40951;3458;28975;44409;69926
140;C Industrie;2019;64.7;43136;3437;28855;46573;71991
141;C Industrie;2020;66.6;44613;3546;27699;48159;72312
142;C Industrie;2021;60.8;45860;3775;35813;49635;81673
143;C Industrie;2022;60.3;48295;4010;38479;52305;86774
144;C Industrie;2023;57.4;52149;4363;46293;56512;98442
145;D Energievoorziening;1995;54.6;1466;18;1254;1484;2720
146;D Energievoorziening;1996;47.4;1405;17;1597;1422;3002
147;D Energievoorziening;1997;51.3;1414;17;1376;1431;2790
148;D Energievoorziening;1998;46.3;1452;19;1728;1471;3180
149;D Energievoorziening;1999;49.6;1475;18;1537;1493;3012
150;D Energievoorziening;2000;59.5;1501;16;1047;1517;2548
151;D Energievoorziening;2001;65.4;1474;9;795;1483;2269
152;D Energievoorziening;2002;59.6;1559;14;1079;1573;2638
153;D Energievoorziening;2003;57.5;1572;17;1191;1589;2763
154;D Energievoorziening;2004;66.5;1565;17;814;1582;2379
155;D Energievoorziening;2005;51.9;1612;18;1527;1630;3139
156;D Energievoorziening;2006;43.3;1603;28;2163;1631;3766
157;D Energievoorziening;2007;43.7;1699;34;2270;1733;3969
158;D Energievoorziening;2008;54.7;1818;24;1547;1842;3365
159;D Energievoorziening;2009;35.3;1892;61;3637;1953;5529
160;D Energievoorziening;2010;41.3;1981;49;2935;2030;4916
161;D Energievoorziening;2011;40.9;1917;45;2879;1962;4796
162;D Energievoorziening;2012;39.9;1946;57;3069;2003;5015
163;D Energievoorziening;2013;46.7;2093;66;2534;2159;4627
164;D Energievoorziening;2014;54.9;2055;86;1842;2141;3897
165;D Energievoorziening;2015;55.6;1998;249;2044;2247;4042
166;D Energievoorziening;2016;58.4;1995;252;1853;2247;3848
167;D Energievoorziening;2017;69.4;2046;300;1332;2346;3378
168;D Energievoorziening;2018;71.9;2129;497;1523;2626;3652
169;D Energievoorziening;2019;69.0;2238;705;2026;2943;4264
170;D Energievoorziening;2020;63.9;2306;983;2843;3289;5149
171;D Energievoorziening;2021;67.3;2441;267;1583;2708;4024
172;D Energievoorziening;2022;41.4;2675;1314;6967;3989;9642
173;D Energievoorziening;2023;37.5;3168;1299;8746;4467;11914
174;E Waterbedrijven en afvalbeheer;1995;75.8;709;77;328;786;1037
175;E Waterbedrijven en afvalbeheer;1996;73.1;750;83;389;833;1139
176;E Waterbedrijven en afvalbeheer;1997;72.9;825;96;439;921;1264
177;E Waterbedrijven en afvalbeheer;1998;81.8;929;102;332;1031;1261
178;E Waterbedrijven en afvalbeheer;1999;79.5;1085;122;433;1207;1518
179;E Waterbedrijven en afvalbeheer;2000;76.9;1157;141;532;1298;1689
180;E Waterbedrijven en afvalbeheer;2001;78.7;1306;156;551;1462;1857
181;E Waterbedrijven en afvalbeheer;2002;80.4;1409;169;554;1578;1963
182;E Waterbedrijven en afvalbeheer;2003;79.6;1510;180;613;1690;2123
183;E Waterbedrijven en afvalbeheer;2004;79.7;1492;180;605;1672;2097
184;E Waterbedrijven en afvalbeheer;2005;79.7;1485;175;597;1660;2082
185;E Waterbedrijven en afvalbeheer;2006;75.2;1481;191;743;1672;2224
186;E Waterbedrijven en afvalbeheer;2007;73.9;1529;206;820;1735;2349
187;E Waterbedrijven en afvalbeheer;2008;71.3;1604;235;976;1839;2580
188;E Waterbedrijven en afvalbeheer;2009;78.8;1686;226;740;1912;2426
189;E Waterbedrijven en afvalbeheer;2010;82.1;1737;222;650;1959;2387
190;E Waterbedrijven en afvalbeheer;2011;79.7;1805;223;739;2028;2544
191;E Waterbedrijven en afvalbeheer;2012;78.4;1804;202;755;2006;2559
192;E Waterbedrijven en afvalbeheer;2013;75.7;1819;204;852;2023;2671
193;E Waterbedrijven en afvalbeheer;2014;71.8;1832;216;1020;2048;2852
194;E Waterbedrijven en afvalbeheer;2015;68.0;1806;208;1154;2014;2960
195;E Waterbedrijven en afvalbeheer;2016;70.6;1856;200;1055;2056;2911
196;E Waterbedrijven en afvalbeheer;2017;71.9;1926;204;1038;2130;2964
197;E Waterbedrijven en afvalbeheer;2018;75.3;2060;192;931;2252;2991
198;E Waterbedrijven en afvalbeheer;2019;81.3;2158;174;712;2332;2870
199;E Waterbedrijven en afvalbeheer;2020;80.4;2214;157;735;2371;2949
200;E Waterbedrijven en afvalbeheer;2021;70.7;2319;28;999;2347;3318
201;E Waterbedrijven en afvalbeheer;2022;67.1;2484;31;1263;2515;3747
202;E Waterbedrijven en afvalbeheer;2023;67.8;2650;30;1300;2680;3950
203;F Bouwnijverheid;1995;98.8;11909;2212;2378;14121;14287
204;F Bouwnijverheid;1996;99.1;12232;2310;2438;14542;14670
205;F Bouwnijverheid;1997;99.0;12672;2428;2585;15100;15257
206;F Bouwnijverheid;1998;98.9;13569;2613;2798;16182;16367
207;F Bouwnijverheid;1999;95.5;14691;2903;3737;17594;18428
208;F Bouwnijverheid;2000;96.1;15938;3228;4006;19166;19944
209;F Bouwnijverheid;2001;93.0;16724;3574;5113;20298;21837
210;F Bouwnijverheid;2002;92.0;17254;3853;5698;21107;22952
211;F Bouwnijverheid;2003;91.7;17067;3992;5906;21059;22973
212;F Bouwnijverheid;2004;90.9;17030;4118;6238;21148;23268
213;F Bouwnijverheid;2005;87.6;17037;4465;7499;21502;24536
214;F Bouwnijverheid;2006;84.6;17351;4897;8933;22248;26284
215;F Bouwnijverheid;2007;81.7;18068;5395;10643;23463;28711
216;F Bouwnijverheid;2008;80.5;18996;5868;11903;24864;30899
217;F Bouwnijverheid;2009;80.2;18875;6061;12230;24936;31105
218;F Bouwnijverheid;2010;87.1;18577;5514;9096;24091;27673
219;F Bouwnijverheid;2011;90.1;18631;5986;8695;24617;27326
220;F Bouwnijverheid;2012;96.8;18485;5507;6303;23992;24788
221;F Bouwnijverheid;2013;97.1;17065;5425;6101;22490;23166
222;F Bouwnijverheid;2014;95.7;16475;5881;6893;22356;23368
223;F Bouwnijverheid;2015;93.2;16044;5989;7597;22033;23641
224;F Bouwnijverheid;2016;89.3;16367;6546;9297;22913;25664
225;F Bouwnijverheid;2017;87.8;16973;7111;10456;24084;27429
226;F Bouwnijverheid;2018;87.3;18008;8173;11977;26181;29985
227;F Bouwnijverheid;2019;83.8;19052;9010;14428;28062;33480
228;F Bouwnijverheid;2020;80.1;19923;9493;16808;29416;36731
229;F Bouwnijverheid;2021;80.0;20757;10161;17885;30918;38642
230;F Bouwnijverheid;2022;80.7;21716;11175;19052;32891;40768
231;F Bouwnijverheid;2023;78.0;23136;11980;21896;35116;45032
232;G-I Handel, vervoer en horeca;1995;81.8;34762;5947;15018;40709;49780
233;G-I Handel, vervoer en horeca;1996;82.0;36034;6298;15568;42332;51602
234;G-I Handel, vervoer en horeca;1997;77.3;37652;6978;20106;44630;57758
235;G-I Handel, vervoer en horeca;1998;74.9;40139;8002;24133;48141;64272
236;G-I Handel, vervoer en horeca;1999;76.5;43426;8577;24577;52003;68003
237;G-I Handel, vervoer en horeca;2000;75.8;46684;9201;27048;55885;73732
238;G-I Handel, vervoer en horeca;2001;74.7;48726;9879;29704;58605;78430
239;G-I Handel, vervoer en horeca;2002;73.9;50466;10127;31511;60593;81977
240;G-I Handel, vervoer en horeca;2003;76.6;51966;9594;28419;61560;80385
241;G-I Handel, vervoer en horeca;2004;74.5;52547;9416;30578;61963;83125
242;G-I Handel, vervoer en horeca;2005;72.7;52673;9475;32827;62148;85500
243;G-I Handel, vervoer en horeca;2006;71.5;53886;9901;35375;63787;89261
244;G-I Handel, vervoer en horeca;2007;70.6;56899;10485;38555;67384;95454
245;G-I Handel, vervoer en horeca;2008;71.7;59892;10112;37779;70004;97671
246;G-I Handel, vervoer en horeca;2009;75.8;60225;9308;31511;69533;91736
247;G-I Handel, vervoer en horeca;2010;74.6;60534;9430;33238;69964;93772
248;G-I Handel, vervoer en horeca;2011;75.0;62680;9836;33975;72516;96655
249;G-I Handel, vervoer en horeca;2012;74.8;63951;9488;34281;73439;98232
250;G-I Handel, vervoer en horeca;2013;71.8;64068;9171;37917;73239;101985
251;G-I Handel, vervoer en horeca;2014;70.6;64477;9702;40532;74179;105009
252;G-I Handel, vervoer en horeca;2015;68.8;65784;10815;45605;76599;111389
253;G-I Handel, vervoer en horeca;2016;68.8;68318;11444;47551;79762;115869
254;G-I Handel, vervoer en horeca;2017;67.7;70757;11660;50903;82417;121660
255;G-I Handel, vervoer en horeca;2018;68.6;74947;12497;52470;87444;127417
256;G-I Handel, vervoer en horeca;2019;67.5;78970;12766;57030;91736;136000
257;G-I Handel, vervoer en horeca;2020;69.0;79847;11695;52821;91542;132668
258;G-I Handel, vervoer en horeca;2021;64.7;82699;16434;70536;99133;153235
259;G-I Handel, vervoer en horeca;2022;64.7;89652;16296;74117;105948;163769
260;G-I Handel, vervoer en horeca;2023;67.5;96654;16800;71408;113454;168062
261;G Handel;1995;77.6;21736;3658;10979;25394;32715
262;G Handel;1996;77.0;22535;3848;11732;26383;34267
263;G Handel;1997;72.5;23504;4142;14632;27646;38136
264;G Handel;1998;70.1;24979;4765;17454;29744;42433
265;G Handel;1999;71.0;27145;5090;18242;32235;45387
266;G Handel;2000;69.8;29240;5544;20600;34784;49840
267;G Handel;2001;68.5;30562;5951;22732;36513;53294
268;G Handel;2002;67.4;31725;6076;24381;37801;56106
269;G Handel;2003;70.8;32878;5691;21624;38569;54502
270;G Handel;2004;68.9;33268;5525;22996;38793;56264
271;G Handel;2005;67.7;33417;5492;24098;38909;57515
272;G Handel;2006;67.3;34445;5752;25298;40197;59743
273;G Handel;2007;66.4;36405;6041;27530;42446;63935
274;G Handel;2008;67.2;38522;5759;27417;44281;65939
275;G Handel;2009;70.2;38793;5188;23851;43981;62644
276;G Handel;2010;69.4;39069;5536;25158;44605;64227
277;G Handel;2011;69.3;40457;5714;26167;46171;66624
278;G Handel;2012;69.3;41498;5424;26228;46922;67726
279;G Handel;2013;65.7;41368;5124;29388;46492;70756
280;G Handel;2014;65.6;41653;5367;30057;47020;71710
281;G Handel;2015;64.2;42405;5909;32853;48314;75258
282;G Handel;2016;63.9;43798;6311;34590;50109;78388
283;G Handel;2017;63.1;45431;6444;36810;51875;82241
284;G Handel;2018;63.2;47807;6880;38740;54687;86547
285;G Handel;2019;61.7;50195;7292;43015;57487;93210
286;G Handel;2020;61.9;51581;7864;44484;59445;96065
287;G Handel;2021;58.2;53874;10296;56359;64170;110233
288;G Handel;2022;60.4;57725;9688;53920;67413;111645
289;G Handel;2023;61.7;61575;9669;53954;71244;115529
290;H Vervoer en opslag;1995;86.8;10004;812;2454;10816;12458
291;H Vervoer en opslag;1996;89.9;10366;874;2132;11240;12498
292;H Vervoer en opslag;1997;83.4;10799;1032;3390;11831;14189
293;H Vervoer en opslag;1998;81.1;11609;1182;4158;12791;15767
294;H Vervoer en opslag;1999;85.6;12399;1217;3511;13616;15910
295;H Vervoer en opslag;2000;86.6;13143;1202;3426;14345;16569
296;H Vervoer en opslag;2001;86.4;13700;1310;3681;15010;17381
297;H Vervoer en opslag;2002;87.6;14223;1198;3376;15421;17599
298;H Vervoer en opslag;2003;87.9;14603;1206;3387;15809;17990
299;H Vervoer en opslag;2004;84.2;14790;1218;4211;16008;19001
300;H Vervoer en opslag;2005;79.8;14707;1244;5286;15951;19993
301;H Vervoer en opslag;2006;75.4;14747;1322;6559;16069;21306
302;H Vervoer en opslag;2007;74.8;15600;1396;7122;16996;22722
303;H Vervoer en opslag;2008;76.5;16280;1407;6831;17687;23111
304;H Vervoer en opslag;2009;85.1;16312;1278;4355;17590;20667
305;H Vervoer en opslag;2010;81.6;16190;1200;5117;17390;21307
306;H Vervoer en opslag;2011;84.8;16719;1341;4580;18060;21299
307;H Vervoer en opslag;2012;83.8;16818;1313;4814;18131;21632
308;H Vervoer en opslag;2013;82.8;16946;1355;5150;18301;22096
309;H Vervoer en opslag;2014;77.8;16780;1451;6647;18231;23427
310;H Vervoer en opslag;2015;74.1;17059;1673;8220;18732;25279
311;H Vervoer en opslag;2016;76.0;17752;1700;7841;19452;25593
312;H Vervoer en opslag;2017;74.5;18133;1734;8530;19867;26663
313;H Vervoer en opslag;2018;78.3;19336;1839;7698;21175;27034
314;H Vervoer en opslag;2019;78.2;20422;1794;8005;22216;28427
315;H Vervoer en opslag;2020;83.3;20423;1533;5923;21956;26346
316;H Vervoer en opslag;2021;76.6;21090;1881;8910;22971;30000
317;H Vervoer en opslag;2022;67.7;22625;2248;14131;24873;36756
318;H Vervoer en opslag;2023;76.6;24617;2093;10269;26710;34886
319;I Horeca;1995;97.7;3022;1477;1585;4499;4607
320;I Horeca;1996;97.4;3133;1576;1704;4709;4837
321;I Horeca;1997;94.8;3349;1804;2084;5153;5433
322;I Horeca;1998;92.3;3551;2055;2521;5606;6072
323;I Horeca;1999;91.7;3882;2270;2824;6152;6706
324;I Horeca;2000;92.3;4301;2455;3022;6756;7323
325;I Horeca;2001;91.3;4464;2618;3291;7082;7755
326;I Horeca;2002;89.1;4518;2853;3754;7371;8272
327;I Horeca;2003;91.0;4485;2697;3408;7182;7893
328;I Horeca;2004;91.1;4489;2673;3371;7162;7860
329;I Horeca;2005;91.2;4549;2739;3443;7288;7992
330;I Horeca;2006;91.6;4694;2827;3518;7521;8212
331;I Horeca;2007;90.3;4894;3048;3903;7942;8797
332;I Horeca;2008;93.2;5090;2946;3531;8036;8621
333;I Horeca;2009;94.5;5120;2842;3305;7962;8425
334;I Horeca;2010;96.7;5275;2694;2963;7969;8238
335;I Horeca;2011;94.9;5504;2781;3228;8285;8732
336;I Horeca;2012;94.5;5635;2751;3239;8386;8874
337;I Horeca;2013;92.5;5754;2692;3379;8446;9133
338;I Horeca;2014;90.4;6044;2884;3828;8928;9872
339;I Horeca;2015;88.0;6320;3233;4532;9553;10852
340;I Horeca;2016;85.8;6768;3433;5120;10201;11888
341;I Horeca;2017;83.7;7193;3482;5563;10675;12756
342;I Horeca;2018;83.7;7804;3778;6032;11582;13836
343;I Horeca;2019;83.8;8353;3680;6010;12033;14363
344;I Horeca;2020;98.9;7843;2298;2414;10141;10257
345;I Horeca;2021;92.2;7735;4257;5267;11992;13002
346;I Horeca;2022;88.9;9302;4360;6066;13662;15368
347;I Horeca;2023;87.8;10462;5038;7185;15500;17647
348;J Informatie en communicatie;1995;69.8;5054;264;2565;5318;7619
349;J Informatie en communicatie;1996;70.4;5659;338;2865;5997;8524
350;J Informatie en communicatie;1997;68.3;6529;442;3680;6971;10209
351;J Informatie en communicatie;1998;69.5;7821;527;4196;8348;12017
352;J Informatie en communicatie;1999;72.8;9176;609;4269;9785;13445
353;J Informatie en communicatie;2000;76.7;10641;673;4112;11314;14753
354;J Informatie en communicatie;2001;74.0;11351;782;5056;12133;16407
355;J Informatie en communicatie;2002;67.4;11112;743;6482;11855;17594
356;J Informatie en communicatie;2003;63.1;11080;734;7651;11814;18731
357;J Informatie en communicatie;2004;61.9;11033;761;8012;11794;19045
358;J Informatie en communicatie;2005;62.6;11587;815;8236;12402;19823
359;J Informatie en communicatie;2006;62.2;12215;916;8889;13131;21104
360;J Informatie en communicatie;2007;60.8;13192;1002;10160;14194;23352
361;J Informatie en communicatie;2008;64.1;14193;1037;9563;15230;23756
362;J Informatie en communicatie;2009;69.5;14590;976;7803;15566;22393
363;J Informatie en communicatie;2010;66.3;13914;999;8569;14913;22483
364;J Informatie en communicatie;2011;68.7;14291;1143;8170;15434;22461
365;J Informatie en communicatie;2012;71.9;14658;1235;7433;15893;22091
366;J Informatie en communicatie;2013;71.9;14545;1229;7391;15774;21936
367;J Informatie en communicatie;2014;72.4;14700;1369;7506;16069;22206
368;J Informatie en communicatie;2015;73.6;15427;1538;7618;16965;23045
369;J Informatie en communicatie;2016;73.9;16278;1611;7921;17889;24199
370;J Informatie en communicatie;2017;76.2;17290;1789;7732;19079;25022
371;J Informatie en communicatie;2018;78.5;18551;1964;7581;20515;26132
372;J Informatie en communicatie;2019;78.4;20065;2181;8325;22246;28390
373;J Informatie en communicatie;2020;74.9;21038;2247;10038;23285;31076
374;J Informatie en communicatie;2021;80.2;23328;2827;9292;26155;32620
375;J Informatie en communicatie;2022;77.6;25448;3127;11379;28575;36827
376;J Informatie en communicatie;2023;79.9;27501;3311;11066;30812;38567
377;K Financiële dienstverlening;1995;44.3;8827;201;11535;9028;20362
378;K Financiële dienstverlening;1996;45.3;9327;245;11805;9572;21132
379;K Financiële dienstverlening;1997;47.3;10309;289;12074;10598;22383
380;K Financiële dienstverlening;1998;48.4;11008;329;12401;11337;23409
381;K Financiële dienstverlening;1999;49.7;12273;348;13120;12621;25393
382;K Financiële dienstverlening;2000;52.3;13514;376;13058;13890;26572
383;K Financiële dienstverlening;2001;50.1;14000;374;14668;14374;28668
384;K Financiële dienstverlening;2002;53.0;15656;366;14597;16022;30253
385;K Financiële dienstverlening;2003;49.5;15498;381;16569;15879;32067
