ID;UitgaveVoorAanschafEnBezit;Perioden;Prijsindex_1;OntwikkelingTOVVoorgaandePeriode_2;OntwikkelingTOVEenJaarEerder_3
32;Uitgaven aanschaf en bezit koopwoning;2016 3e kwartaal;81.1;1.3;2.9
33;Uitgaven aanschaf en bezit koopwoning;2016 4e kwartaal;82.0;1.2;3.7
34;Uitgaven aanschaf en bezit koopwoning;2016;80.5;3.2;3.2
35;Uitgaven aanschaf en bezit koopwoning;2017 1e kwartaal;83.1;1.3;5.1
36;Uitgaven aanschaf en bezit koopwoning;2017 2e kwartaal;84.0;1.2;5.0
37;Uitgaven aanschaf en bezit koopwoning;2017 3e kwartaal;84.9;1.0;4.7
38;Uitgaven aanschaf en bezit koopwoning;2017 4e kwartaal;86.9;2.4;6.0
39;Uitgaven aanschaf en bezit koopwoning;2017;84.7;5.2;5.2
40;Uitgaven aanschaf en bezit koopwoning;2018 1e kwartaal;88.1;1.4;6.1
41;Uitgaven aanschaf en bezit koopwoning;2018 2e kwartaal;89.3;1.4;6.3
42;Uitgaven aanschaf en bezit koopwoning;2018 3e kwartaal;91.4;2.4;7.7
43;Uitgaven aanschaf en bezit koopwoning;2018 4e kwartaal;91.9;0.5;5.7
44;Uitgaven aanschaf en bezit koopwoning;2018;90.2;6.4;6.4
45;Uitgaven aanschaf en bezit koopwoning;2019 1e kwartaal;93.8;2.1;6.5
46;Uitgaven aanschaf en bezit koopwoning;2019 2e kwartaal;94.9;1.1;6.2
47;Uitgaven aanschaf en bezit koopwoning;2019 3e kwartaal;95.6;0.8;4.6
48;Uitgaven aanschaf en bezit koopwoning;2019 4e kwartaal;96.6;1.0;5.1
49;Uitgaven aanschaf en bezit koopwoning;2019;95.2;5.6;5.6
50;Uitgaven aanschaf en bezit koopwoning;2020 1e kwartaal;97.7;1.2;4.1
51;Uitgaven aanschaf en bezit koopwoning;2020 2e kwartaal;99.3;1.7;4.7
52;Uitgaven aanschaf en bezit koopwoning;2020 3e kwartaal;101.4;2.1;6.0
53;Uitgaven aanschaf en bezit koopwoning;2020 4e kwartaal;101.6;0.2;5.2
54;Uitgaven aanschaf en bezit koopwoning;2020;100.0;5.0;5.0
55;Uitgaven aanschaf en bezit koopwoning;2021 1e kwartaal;104.0;2.4;6.5
56;Uitgaven aanschaf en bezit koopwoning;2021 2e kwartaal;106.5;2.4;7.2
57;Uitgaven aanschaf en bezit koopwoning;2021 3e kwartaal;108.1;1.5;6.6
58;Uitgaven aanschaf en bezit koopwoning;2021 4e kwartaal;110.8;2.5;9.1
59;Uitgaven aanschaf en bezit koopwoning;2021;107.4;7.3;7.3
60;Uitgaven aanschaf en bezit koopwoning;2022 1e kwartaal;114.0;2.9;9.6
61;Uitgaven aanschaf en bezit koopwoning;2022 2e kwartaal;117.4;3.0;10.3
62;Uitgaven aanschaf en bezit koopwoning;2022 3e kwartaal;119.5;1.8;10.5
63;Uitgaven aanschaf en bezit koopwoning;2022 4e kwartaal;119.9;0.3;8.2
64;Uitgaven aanschaf en bezit koopwoning;2022;117.7;9.6;9.6
65;Uitgaven aanschaf en bezit koopwoning;2023 1e kwartaal;123.0;2.6;7.9
66;Uitgaven aanschaf en bezit koopwoning;2023 2e kwartaal;124.3;1.1;5.9
67;Uitgaven aanschaf en bezit koopwoning;2023 3e kwartaal;124.8;0.4;4.5
68;Uitgaven aanschaf en bezit koopwoning;2023 4e kwartaal;125.8;0.8;5.0
69;Uitgaven aanschaf en bezit koopwoning;2023;124.5;5.8;5.8
70;Uitgaven aanschaf en bezit koopwoning;2024 1e kwartaal;127.2;1.1;3.5
71;Uitgaven aanschaf en bezit koopwoning;2024 2e kwartaal;128.2;0.8;3.1
72;Uitgaven aanschaf en bezit koopwoning;2024 3e kwartaal;130.6;1.9;4.6
73;Uitgaven aanschaf en bezit koopwoning;2024 4e kwartaal;132.3;1.2;5.1
74;Uitgaven aanschaf en bezit koopwoning;2024;129.6;4.1;4.1
75;Aanschaf woning: totaal;2010 1e kwartaal;87.6;;
76;Aanschaf woning: totaal;2010 2e kwartaal;87.6;0.0;
77;Aanschaf woning: totaal;2010 3e kwartaal;87.3;-0.4;
78;Aanschaf woning: totaal;2010 4e kwartaal;87.8;0.7;
79;Aanschaf woning: totaal;2010;87.6;;
80;Aanschaf woning: totaal;2011 1e kwartaal;88.4;0.6;0.8
81;Aanschaf woning: totaal;2011 2e kwartaal;85.9;-2.8;-1.9
82;Aanschaf woning: totaal;2011 3e kwartaal;81.5;-5.1;-6.6
83;Aanschaf woning: totaal;2011 4e kwartaal;80.5;-1.2;-8.3
84;Aanschaf woning: totaal;2011;84.1;-4.0;-4.0
85;Aanschaf woning: totaal;2012 1e kwartaal;77.2;-4.2;-12.6
86;Aanschaf woning: totaal;2012 2e kwartaal;77.4;0.2;-9.9
87;Aanschaf woning: totaal;2012 3e kwartaal;75.2;-2.8;-7.7
88;Aanschaf woning: totaal;2012 4e kwartaal;77.0;2.4;-4.4
89;Aanschaf woning: totaal;2012;76.7;-8.8;-8.8
90;Aanschaf woning: totaal;2013 1e kwartaal;75.8;-1.5;-1.7
91;Aanschaf woning: totaal;2013 2e kwartaal;73.8;-2.7;-4.6
92;Aanschaf woning: totaal;2013 3e kwartaal;74.3;0.7;-1.1
93;Aanschaf woning: totaal;2013 4e kwartaal;73.5;-1.1;-4.5
94;Aanschaf woning: totaal;2013;74.4;-3.1;-3.1
95;Aanschaf woning: totaal;2014 1e kwartaal;72.6;-1.2;-4.2
96;Aanschaf woning: totaal;2014 2e kwartaal;73.1;0.6;-1.0
97;Aanschaf woning: totaal;2014 3e kwartaal;73.3;0.3;-1.3
98;Aanschaf woning: totaal;2014 4e kwartaal;73.7;0.5;0.3
99;Aanschaf woning: totaal;2014;73.2;-1.6;-1.6
100;Aanschaf woning: totaal;2015 1e kwartaal;74.3;0.7;2.2
101;Aanschaf woning: totaal;2015 2e kwartaal;75.3;1.4;3.0
102;Aanschaf woning: totaal;2015 3e kwartaal;75.4;0.2;2.9
103;Aanschaf woning: totaal;2015 4e kwartaal;75.2;-0.4;2.0
104;Aanschaf woning: totaal;2015;75.1;2.6;2.6
105;Aanschaf woning: totaal;2016 1e kwartaal;75.1;0.0;1.2
106;Aanschaf woning: totaal;2016 2e kwartaal;76.3;1.6;1.3
107;Aanschaf woning: totaal;2016 3e kwartaal;77.7;1.9;3.0
108;Aanschaf woning: totaal;2016 4e kwartaal;78.8;1.4;4.8
109;Aanschaf woning: totaal;2016;77.0;2.6;2.6
110;Aanschaf woning: totaal;2017 1e kwartaal;80.0;1.5;6.4
111;Aanschaf woning: totaal;2017 2e kwartaal;81.0;1.3;6.1
112;Aanschaf woning: totaal;2017 3e kwartaal;82.3;1.6;5.8
113;Aanschaf woning: totaal;2017 4e kwartaal;85.1;3.5;8.1
114;Aanschaf woning: totaal;2017;82.1;6.7;6.7
115;Aanschaf woning: totaal;2018 1e kwartaal;86.2;1.3;7.9
116;Aanschaf woning: totaal;2018 2e kwartaal;87.6;1.6;8.2
117;Aanschaf woning: totaal;2018 3e kwartaal;90.5;3.4;10.1
118;Aanschaf woning: totaal;2018 4e kwartaal;91.0;0.5;6.9
119;Aanschaf woning: totaal;2018;88.8;8.2;8.2
120;Aanschaf woning: totaal;2019 1e kwartaal;92.6;1.7;7.4
121;Aanschaf woning: totaal;2019 2e kwartaal;94.0;1.5;7.3
122;Aanschaf woning: totaal;2019 3e kwartaal;95.1;1.2;5.1
123;Aanschaf woning: totaal;2019 4e kwartaal;96.4;1.3;5.9
124;Aanschaf woning: totaal;2019;94.5;6.4;6.4
125;Aanschaf woning: totaal;2020 1e kwartaal;97.3;1.0;5.1
126;Aanschaf woning: totaal;2020 2e kwartaal;99.5;2.3;5.8
127;Aanschaf woning: totaal;2020 3e kwartaal;101.6;2.1;6.7
128;Aanschaf woning: totaal;2020 4e kwartaal;101.6;0.1;5.5
129;Aanschaf woning: totaal;2020;100.0;5.8;5.8
130;Aanschaf woning: totaal;2021 1e kwartaal;104.5;2.8;7.4
131;Aanschaf woning: totaal;2021 2e kwartaal;107.8;3.1;8.4
132;Aanschaf woning: totaal;2021 3e kwartaal;110.0;2.1;8.3
133;Aanschaf woning: totaal;2021 4e kwartaal;113.2;2.9;11.4
134;Aanschaf woning: totaal;2021;108.9;8.9;8.9
135;Aanschaf woning: totaal;2022 1e kwartaal;116.6;3.0;11.6
136;Aanschaf woning: totaal;2022 2e kwartaal;121.3;4.0;12.5
137;Aanschaf woning: totaal;2022 3e kwartaal;123.5;1.8;12.3
138;Aanschaf woning: totaal;2022 4e kwartaal;123.4;-0.1;9.0
139;Aanschaf woning: totaal;2022;121.2;11.3;11.3
140;Aanschaf woning: totaal;2023 1e kwartaal;124.8;1.1;7.0
141;Aanschaf woning: totaal;2023 2e kwartaal;126.0;1.0;3.9
142;Aanschaf woning: totaal;2023 3e kwartaal;126.2;0.2;2.1
143;Aanschaf woning: totaal;2023 4e kwartaal;127.3;0.9;3.2
144;Aanschaf woning: totaal;2023;126.1;4.0;4.0
145;Aanschaf woning: totaal;2024 1e kwartaal;127.4;0.1;2.1
146;Aanschaf woning: totaal;2024 2e kwartaal;128.6;0.9;2.1
147;Aanschaf woning: totaal;2024 3e kwartaal;131.2;2.1;4.0
148;Aanschaf woning: totaal;2024 4e kwartaal;132.9;1.3;4.4
149;Aanschaf woning: totaal;2024;130.0;3.1;3.1
150;Aanschaf nieuwe koopwoning;2010 1e kwartaal;79.8;;
151;Aanschaf nieuwe koopwoning;2010 2e kwartaal;79.5;-0.4;
152;Aanschaf nieuwe koopwoning;2010 3e kwartaal;79.1;-0.5;
153;Aanschaf nieuwe koopwoning;2010 4e kwartaal;80.7;2.0;
154;Aanschaf nieuwe koopwoning;2010;79.8;;
155;Aanschaf nieuwe koopwoning;2011 1e kwartaal;81.2;0.6;1.7
156;Aanschaf nieuwe koopwoning;2011 2e kwartaal;79.2;-2.4;-0.3
157;Aanschaf nieuwe koopwoning;2011 3e kwartaal;79.4;0.2;0.3
158;Aanschaf nieuwe koopwoning;2011 4e kwartaal;78.3;-1.3;-3.0
159;Aanschaf nieuwe koopwoning;2011;79.5;-0.3;-0.3
160;Aanschaf nieuwe koopwoning;2012 1e kwartaal;74.0;-5.5;-8.8
161;Aanschaf nieuwe koopwoning;2012 2e kwartaal;74.9;1.2;-5.4
162;Aanschaf nieuwe koopwoning;2012 3e kwartaal;72.3;-3.6;-8.9
163;Aanschaf nieuwe koopwoning;2012 4e kwartaal;75.7;4.8;-3.3
164;Aanschaf nieuwe koopwoning;2012;74.2;-6.7;-6.7
165;Aanschaf nieuwe koopwoning;2013 1e kwartaal;74.4;-1.7;0.5
166;Aanschaf nieuwe koopwoning;2013 2e kwartaal;72.0;-3.3;-4.0
167;Aanschaf nieuwe koopwoning;2013 3e kwartaal;72.9;1.3;0.9
168;Aanschaf nieuwe koopwoning;2013 4e kwartaal;71.9;-1.5;-5.1
169;Aanschaf nieuwe koopwoning;2013;72.8;-1.9;-1.9
170;Aanschaf nieuwe koopwoning;2014 1e kwartaal;70.4;-2.0;-5.4
171;Aanschaf nieuwe koopwoning;2014 2e kwartaal;71.0;0.9;-1.3
172;Aanschaf nieuwe koopwoning;2014 3e kwartaal;71.3;0.4;-2.2
173;Aanschaf nieuwe koopwoning;2014 4e kwartaal;71.6;0.4;-0.4
174;Aanschaf nieuwe koopwoning;2014;71.1;-2.4;-2.4
175;Aanschaf nieuwe koopwoning;2015 1e kwartaal;72.5;1.3;2.9
176;Aanschaf nieuwe koopwoning;2015 2e kwartaal;73.6;1.6;3.6
177;Aanschaf nieuwe koopwoning;2015 3e kwartaal;73.6;0.0;3.2
178;Aanschaf nieuwe koopwoning;2015 4e kwartaal;73.1;-0.7;2.1
179;Aanschaf nieuwe koopwoning;2015;73.2;3.0;3.0
180;Aanschaf nieuwe koopwoning;2016 1e kwartaal;72.7;-0.5;0.3
181;Aanschaf nieuwe koopwoning;2016 2e kwartaal;73.9;1.7;0.4
182;Aanschaf nieuwe koopwoning;2016 3e kwartaal;75.5;2.1;2.6
183;Aanschaf nieuwe koopwoning;2016 4e kwartaal;76.7;1.7;5.0
184;Aanschaf nieuwe koopwoning;2016;74.7;2.0;2.0
185;Aanschaf nieuwe koopwoning;2017 1e kwartaal;78.0;1.7;7.4
186;Aanschaf nieuwe koopwoning;2017 2e kwartaal;78.8;1.0;6.6
187;Aanschaf nieuwe koopwoning;2017 3e kwartaal;80.3;1.9;6.4
188;Aanschaf nieuwe koopwoning;2017 4e kwartaal;84.1;4.7;9.6
189;Aanschaf nieuwe koopwoning;2017;80.3;7.5;7.5
190;Aanschaf nieuwe koopwoning;2018 1e kwartaal;85.1;1.3;9.1
191;Aanschaf nieuwe koopwoning;2018 2e kwartaal;86.1;1.1;9.2
192;Aanschaf nieuwe koopwoning;2018 3e kwartaal;89.6;4.1;11.6
193;Aanschaf nieuwe koopwoning;2018 4e kwartaal;90.0;0.5;7.1
194;Aanschaf nieuwe koopwoning;2018;87.7;9.2;9.2
195;Aanschaf nieuwe koopwoning;2019 1e kwartaal;91.6;1.8;7.7
196;Aanschaf nieuwe koopwoning;2019 2e kwartaal;93.3;1.8;8.4
197;Aanschaf nieuwe koopwoning;2019 3e kwartaal;94.6;1.4;5.6
198;Aanschaf nieuwe koopwoning;2019 4e kwartaal;96.2;1.6;6.8
199;Aanschaf nieuwe koopwoning;2019;93.9;7.1;7.1
200;Aanschaf nieuwe koopwoning;2020 1e kwartaal;96.7;0.6;5.5
201;Aanschaf nieuwe koopwoning;2020 2e kwartaal;99.6;3.0;6.7
202;Aanschaf nieuwe koopwoning;2020 3e kwartaal;102.1;2.5;7.8
203;Aanschaf nieuwe koopwoning;2020 4e kwartaal;101.6;-0.4;5.7
204;Aanschaf nieuwe koopwoning;2020;100.0;6.5;6.5
205;Aanschaf nieuwe koopwoning;2021 1e kwartaal;104.9;3.2;8.5
206;Aanschaf nieuwe koopwoning;2021 2e kwartaal;108.6;3.5;9.1
207;Aanschaf nieuwe koopwoning;2021 3e kwartaal;110.5;1.7;8.2
208;Aanschaf nieuwe koopwoning;2021 4e kwartaal;113.6;2.8;11.8
209;Aanschaf nieuwe koopwoning;2021;109.4;9.4;9.4
210;Aanschaf nieuwe koopwoning;2022 1e kwartaal;117.4;3.3;11.8
211;Aanschaf nieuwe koopwoning;2022 2e kwartaal;122.6;4.4;12.8
212;Aanschaf nieuwe koopwoning;2022 3e kwartaal;125.4;2.3;13.5
213;Aanschaf nieuwe koopwoning;2022 4e kwartaal;126.0;0.5;10.9
214;Aanschaf nieuwe koopwoning;2022;122.9;12.3;12.3
215;Aanschaf nieuwe koopwoning;2023 1e kwartaal;127.8;1.4;8.9
216;Aanschaf nieuwe koopwoning;2023 2e kwartaal;129.5;1.4;5.7
217;Aanschaf nieuwe koopwoning;2023 3e kwartaal;129.8;0.2;3.5
218;Aanschaf nieuwe koopwoning;2023 4e kwartaal;131.1;1.0;4.0
219;Aanschaf nieuwe koopwoning;2023;129.6;5.5;5.5
220;Aanschaf nieuwe koopwoning;2024 1e kwartaal;130.4;-0.5;2.0
221;Aanschaf nieuwe koopwoning;2024 2e kwartaal;130.7;0.2;0.9
222;Aanschaf nieuwe koopwoning;2024 3e kwartaal;133.7;2.3;3.0
223;Aanschaf nieuwe koopwoning;2024 4e kwartaal;135.3;1.3;3.3
224;Aanschaf nieuwe koopwoning;2024;132.5;2.3;2.3
225;Aanschaf nieuwe koopwoning: nieuwbouw;2010 1e kwartaal;72.9;;
226;Aanschaf nieuwe koopwoning: nieuwbouw;2010 2e kwartaal;71.9;-1.3;
227;Aanschaf nieuwe koopwoning: nieuwbouw;2010 3e kwartaal;72.0;0.1;
228;Aanschaf nieuwe koopwoning: nieuwbouw;2010 4e kwartaal;73.4;2.0;
229;Aanschaf nieuwe koopwoning: nieuwbouw;2010;72.6;;
230;Aanschaf nieuwe koopwoning: nieuwbouw;2011 1e kwartaal;75.2;2.4;3.2
231;Aanschaf nieuwe koopwoning: nieuwbouw;2011 2e kwartaal;71.8;-4.5;-0.1
232;Aanschaf nieuwe koopwoning: nieuwbouw;2011 3e kwartaal;72.2;0.5;0.3
233;Aanschaf nieuwe koopwoning: nieuwbouw;2011 4e kwartaal;70.9;-1.8;-3.5
234;Aanschaf nieuwe koopwoning: nieuwbouw;2011;72.5;0.0;0.0
235;Aanschaf nieuwe koopwoning: nieuwbouw;2012 1e kwartaal;66.8;-5.8;-11.2
236;Aanschaf nieuwe koopwoning: nieuwbouw;2012 2e kwartaal;66.7;-0.1;-7.1
237;Aanschaf nieuwe koopwoning: nieuwbouw;2012 3e kwartaal;64.4;-3.5;-10.8
238;Aanschaf nieuwe koopwoning: nieuwbouw;2012 4e kwartaal;69.0;7.2;-2.6
239;Aanschaf nieuwe koopwoning: nieuwbouw;2012;66.7;-8.0;-8.0
240;Aanschaf nieuwe koopwoning: nieuwbouw;2013 1e kwartaal;64.8;-6.1;-3.0
241;Aanschaf nieuwe koopwoning: nieuwbouw;2013 2e kwartaal;63.3;-2.2;-5.1
242;Aanschaf nieuwe koopwoning: nieuwbouw;2013 3e kwartaal;65.0;2.7;1.1
243;Aanschaf nieuwe koopwoning: nieuwbouw;2013 4e kwartaal;65.0;-0.1;-5.9
244;Aanschaf nieuwe koopwoning: nieuwbouw;2013;64.5;-3.3;-3.3
245;Aanschaf nieuwe koopwoning: nieuwbouw;2014 1e kwartaal;65.1;0.1;0.4
246;Aanschaf nieuwe koopwoning: nieuwbouw;2014 2e kwartaal;64.4;-1.0;1.7
247;Aanschaf nieuwe koopwoning: nieuwbouw;2014 3e kwartaal;63.2;-1.9;-2.8
248;Aanschaf nieuwe koopwoning: nieuwbouw;2014 4e kwartaal;65.5;3.6;0.9
249;Aanschaf nieuwe koopwoning: nieuwbouw;2014;64.6;0.0;0.0
250;Aanschaf nieuwe koopwoning: nieuwbouw;2015 1e kwartaal;67.0;2.3;3.0
251;Aanschaf nieuwe koopwoning: nieuwbouw;2015 2e kwartaal;68.0;1.5;5.6
252;Aanschaf nieuwe koopwoning: nieuwbouw;2015 3e kwartaal;70.3;3.4;11.2
253;Aanschaf nieuwe koopwoning: nieuwbouw;2015 4e kwartaal;69.8;-0.7;6.5
254;Aanschaf nieuwe koopwoning: nieuwbouw;2015;68.8;6.5;6.5
255;Aanschaf nieuwe koopwoning: nieuwbouw;2016 1e kwartaal;69.5;-0.5;3.7
256;Aanschaf nieuwe koopwoning: nieuwbouw;2016 2e kwartaal;71.0;2.2;4.3
257;Aanschaf nieuwe koopwoning: nieuwbouw;2016 3e kwartaal;72.1;1.6;2.5
258;Aanschaf nieuwe koopwoning: nieuwbouw;2016 4e kwartaal;73.7;2.3;5.6
259;Aanschaf nieuwe koopwoning: nieuwbouw;2016;71.6;4.1;4.1
260;Aanschaf nieuwe koopwoning: nieuwbouw;2017 1e kwartaal;75.1;1.9;8.1
261;Aanschaf nieuwe koopwoning: nieuwbouw;2017 2e kwartaal;74.5;-0.7;5.1
262;Aanschaf nieuwe koopwoning: nieuwbouw;2017 3e kwartaal;77.6;4.0;7.6
263;Aanschaf nieuwe koopwoning: nieuwbouw;2017 4e kwartaal;81.7;5.3;10.8
264;Aanschaf nieuwe koopwoning: nieuwbouw;2017;77.2;7.9;7.9
265;Aanschaf nieuwe koopwoning: nieuwbouw;2018 1e kwartaal;81.9;0.3;9.1
266;Aanschaf nieuwe koopwoning: nieuwbouw;2018 2e kwartaal;82.9;1.2;11.2
267;Aanschaf nieuwe koopwoning: nieuwbouw;2018 3e kwartaal;87.2;5.3;12.5
268;Aanschaf nieuwe koopwoning: nieuwbouw;2018 4e kwartaal;87.6;0.4;7.2
269;Aanschaf nieuwe koopwoning: nieuwbouw;2018;84.9;9.9;9.9
270;Aanschaf nieuwe koopwoning: nieuwbouw;2019 1e kwartaal;89.1;1.7;8.8
271;Aanschaf nieuwe koopwoning: nieuwbouw;2019 2e kwartaal;91.1;2.3;9.9
272;Aanschaf nieuwe koopwoning: nieuwbouw;2019 3e kwartaal;92.7;1.7;6.3
273;Aanschaf nieuwe koopwoning: nieuwbouw;2019 4e kwartaal;94.8;2.2;8.2
274;Aanschaf nieuwe koopwoning: nieuwbouw;2019;91.9;8.3;8.3
275;Aanschaf nieuwe koopwoning: nieuwbouw;2020 1e kwartaal;95.4;0.6;7.0
276;Aanschaf nieuwe koopwoning: nieuwbouw;2020 2e kwartaal;99.5;4.4;9.2
277;Aanschaf nieuwe koopwoning: nieuwbouw;2020 3e kwartaal;102.9;3.3;11.0
278;Aanschaf nieuwe koopwoning: nieuwbouw;2020 4e kwartaal;102.3;-0.6;7.9
279;Aanschaf nieuwe koopwoning: nieuwbouw;2020;100.0;8.8;8.8
280;Aanschaf nieuwe koopwoning: nieuwbouw;2021 1e kwartaal;106.3;3.9;11.4
281;Aanschaf nieuwe koopwoning: nieuwbouw;2021 2e kwartaal;110.4;3.9;10.9
282;Aanschaf nieuwe koopwoning: nieuwbouw;2021 3e kwartaal;111.8;1.3;8.7
283;Aanschaf nieuwe koopwoning: nieuwbouw;2021 4e kwartaal;115.6;3.4;13.1
284;Aanschaf nieuwe koopwoning: nieuwbouw;2021;111.0;11.0;11.0
285;Aanschaf nieuwe koopwoning: nieuwbouw;2022 1e kwartaal;119.7;3.5;12.7
286;Aanschaf nieuwe koopwoning: nieuwbouw;2022 2e kwartaal;125.2;4.6;13.5
287;Aanschaf nieuwe koopwoning: nieuwbouw;2022 3e kwartaal;128.1;2.3;14.5
288;Aanschaf nieuwe koopwoning: nieuwbouw;2022 4e kwartaal;128.6;0.5;11.3
289;Aanschaf nieuwe koopwoning: nieuwbouw;2022;125.4;12.9;12.9
290;Aanschaf nieuwe koopwoning: nieuwbouw;2023 1e kwartaal;128.3;-0.3;7.1
291;Aanschaf nieuwe koopwoning: nieuwbouw;2023 2e kwartaal;130.4;1.6;4.1
292;Aanschaf nieuwe koopwoning: nieuwbouw;2023 3e kwartaal;129.9;-0.4;1.4
293;Aanschaf nieuwe koopwoning: nieuwbouw;2023 4e kwartaal;132.0;1.6;2.6
294;Aanschaf nieuwe koopwoning: nieuwbouw;2023;130.2;3.8;3.8
295;Aanschaf nieuwe koopwoning: nieuwbouw;2024 1e kwartaal;130.8;-0.9;2.0
296;Aanschaf nieuwe koopwoning: nieuwbouw;2024 2e kwartaal;130.7;0.0;0.3
297;Aanschaf nieuwe koopwoning: nieuwbouw;2024 3e kwartaal;135.8;3.9;4.5
298;Aanschaf nieuwe koopwoning: nieuwbouw;2024 4e kwartaal;138.2;1.8;4.8
299;Aanschaf nieuwe koopwoning: nieuwbouw;2024;133.9;2.9;2.9
300;Aanschaf nieuwe koopwoning: zelfbouw;2010 1e kwartaal;89.0;;
301;Aanschaf nieuwe koopwoning: zelfbouw;2010 2e kwartaal;90.0;1.2;
302;Aanschaf nieuwe koopwoning: zelfbouw;2010 3e kwartaal;88.8;-1.3;
303;Aanschaf nieuwe koopwoning: zelfbouw;2010 4e kwartaal;90.6;2.0;
304;Aanschaf nieuwe koopwoning: zelfbouw;2010;89.6;;
305;Aanschaf nieuwe koopwoning: zelfbouw;2011 1e kwartaal;89.3;-1.4;0.4
306;Aanschaf nieuwe koopwoning: zelfbouw;2011 2e kwartaal;89.2;-0.1;-0.9
307;Aanschaf nieuwe koopwoning: zelfbouw;2011 3e kwartaal;89.0;-0.2;0.3
308;Aanschaf nieuwe koopwoning: zelfbouw;2011 4e kwartaal;88.4;-0.7;-2.4
309;Aanschaf nieuwe koopwoning: zelfbouw;2011;89.0;-0.7;-0.7
310;Aanschaf nieuwe koopwoning: zelfbouw;2012 1e kwartaal;84.0;-5.1;-6.0
311;Aanschaf nieuwe koopwoning: zelfbouw;2012 2e kwartaal;86.6;3.2;-2.9
312;Aanschaf nieuwe koopwoning: zelfbouw;2012 3e kwartaal;83.5;-3.6;-6.2
313;Aanschaf nieuwe koopwoning: zelfbouw;2012 4e kwartaal;84.5;1.2;-4.5
314;Aanschaf nieuwe koopwoning: zelfbouw;2012;84.7;-4.9;-4.9
315;Aanschaf nieuwe koopwoning: zelfbouw;2013 1e kwartaal;86.3;2.2;2.8
316;Aanschaf nieuwe koopwoning: zelfbouw;2013 2e kwartaal;82.7;-4.2;-4.5
317;Aanschaf nieuwe koopwoning: zelfbouw;2013 3e kwartaal;82.8;0.1;-0.8
318;Aanschaf nieuwe koopwoning: zelfbouw;2013 4e kwartaal;80.7;-2.6;-4.5
319;Aanschaf nieuwe koopwoning: zelfbouw;2013;83.1;-1.8;-1.8
320;Aanschaf nieuwe koopwoning: zelfbouw;2014 1e kwartaal;78.0;-3.3;-9.7
321;Aanschaf nieuwe koopwoning: zelfbouw;2014 2e kwartaal;79.6;2.1;-3.7
