ID;Regions;Periods;TotalPronouncedBankruptcies_1;BankruptciesOfLegalPersons_2;TotalNaturalPersons_3;WithoutSingleOwnerCompany_4;WithSingleOwnerCompany_5
3925;Province of Gelderland;2010;1121.0;726.0;395.0;280.0;115.0
3926;Province of Gelderland;2011 January;73.0;44.0;29.0;15.0;14.0
3927;Province of Gelderland;2011 February;77.0;52.0;25.0;16.0;9.0
3928;Province of Gelderland;2011 March;110.0;69.0;41.0;27.0;14.0
3929;Province of Gelderland;2011 1st quarter;260.0;165.0;95.0;58.0;37.0
3930;Province of Gelderland;2011 April;70.0;40.0;30.0;20.0;10.0
3931;Province of Gelderland;2011 May;84.0;56.0;28.0;18.0;10.0
3932;Province of Gelderland;2011 June;67.0;41.0;26.0;16.0;10.0
3933;Province of Gelderland;2011 2nd quarter;221.0;137.0;84.0;54.0;30.0
3934;Province of Gelderland;2011 July;74.0;44.0;30.0;22.0;8.0
3935;Province of Gelderland;2011 August;101.0;58.0;43.0;27.0;16.0
3936;Province of Gelderland;2011 September;90.0;55.0;35.0;24.0;11.0
3937;Province of Gelderland;2011 3rd Quarter;265.0;157.0;108.0;73.0;35.0
3938;Province of Gelderland;2011 October;99.0;51.0;48.0;38.0;10.0
3939;Province of Gelderland;2011 November;120.0;71.0;49.0;36.0;13.0
3940;Province of Gelderland;2011 December;94.0;71.0;23.0;19.0;4.0
3941;Province of Gelderland;2011 4th Quarter;313.0;193.0;120.0;93.0;27.0
3942;Province of Gelderland;2011;1059.0;652.0;407.0;278.0;129.0
3943;Province of Gelderland;2012 January;154.0;112.0;42.0;24.0;18.0
3944;Province of Gelderland;2012 February;118.0;78.0;40.0;27.0;13.0
3945;Province of Gelderland;2012 March;112.0;78.0;34.0;23.0;11.0
3946;Province of Gelderland;2012 1st Quarter;384.0;268.0;116.0;74.0;42.0
3947;Province of Gelderland;2012 April;105.0;73.0;32.0;18.0;14.0
3948;Province of Gelderland;2012 May;151.0;113.0;38.0;21.0;17.0
3949;Province of Gelderland;2012 June;115.0;79.0;36.0;18.0;18.0
3950;Province of Gelderland;2012 2nd Quarter;371.0;265.0;106.0;57.0;49.0
3951;Province of Gelderland;2012 July;93.0;63.0;30.0;18.0;12.0
3952;Province of Gelderland;2012 August;104.0;59.0;45.0;33.0;12.0
3953;Province of Gelderland;2012 September;88.0;57.0;31.0;19.0;12.0
3954;Province of Gelderland;2012 3rd Quarter;285.0;179.0;106.0;70.0;36.0
3955;Province of Gelderland;2012 October;116.0;76.0;40.0;26.0;14.0
3956;Province of Gelderland;2012 November;127.0;79.0;48.0;31.0;17.0
3957;Province of Gelderland;2012 December;102.0;78.0;24.0;20.0;4.0
3958;Province of Gelderland;2012 4th Quarter;345.0;233.0;112.0;77.0;35.0
3959;Province of Gelderland;2012;1385.0;945.0;440.0;278.0;162.0
3960;Province of Gelderland;2013 January;133.0;96.0;37.0;21.0;16.0
3961;Province of Gelderland;2013 February;134.0;92.0;42.0;29.0;13.0
3962;Province of Gelderland;2013 March;129.0;90.0;39.0;22.0;17.0
3963;Province of Gelderland;2013 1st Quarter;396.0;278.0;118.0;72.0;46.0
3964;Province of Gelderland;2013 April;133.0;95.0;38.0;28.0;10.0
3965;Province of Gelderland;2013 May;145.0;106.0;39.0;26.0;13.0
3966;Province of Gelderland;2013 June;133.0;95.0;38.0;25.0;13.0
3967;Province of Gelderland;2013 2nd Quarter;411.0;296.0;115.0;79.0;36.0
3968;Province of Gelderland;2013 July;130.0;91.0;39.0;24.0;15.0
3969;Province of Gelderland;2013 August;121.0;90.0;31.0;20.0;11.0
3970;Province of Gelderland;2013 September;115.0;68.0;47.0;34.0;13.0
3971;Province of Gelderland;2013 3rd Quarter;366.0;249.0;117.0;78.0;39.0
3972;Province of Gelderland;2013 October;146.0;108.0;38.0;22.0;16.0
3973;Province of Gelderland;2013 November;137.0;92.0;45.0;29.0;16.0
3974;Province of Gelderland;2013 December;109.0;79.0;30.0;18.0;12.0
3975;Province of Gelderland;2013 4th Quarter;392.0;279.0;113.0;69.0;44.0
3976;Province of Gelderland;2013;1565.0;1102.0;463.0;298.0;165.0
3977;Province of Gelderland;2014 January;116.0;76.0;40.0;25.0;15.0
3978;Province of Gelderland;2014 February;108.0;79.0;29.0;15.0;14.0
3979;Province of Gelderland;2014 March;82.0;55.0;27.0;22.0;5.0
3980;Province of Gelderland;2014 1st Quarter;306.0;210.0;96.0;62.0;34.0
3981;Province of Gelderland;2014 April;116.0;86.0;30.0;18.0;12.0
3982;Province of Utrecht;1993 January;20.0;7.0;13.0;2.0;11.0
3983;Province of Utrecht;1993 February;45.0;23.0;22.0;8.0;14.0
3984;Province of Utrecht;1993 March;47.0;32.0;15.0;3.0;12.0
3985;Province of Utrecht;1993 1st quarter;112.0;62.0;50.0;13.0;37.0
3986;Province of Utrecht;1993 April;33.0;21.0;12.0;3.0;9.0
3987;Province of Utrecht;1993 May;32.0;17.0;15.0;8.0;7.0
3988;Province of Utrecht;1993 June;49.0;32.0;17.0;3.0;14.0
3989;Province of Utrecht;1993 2nd quarter;114.0;70.0;44.0;14.0;30.0
3990;Province of Utrecht;1993 July;52.0;36.0;16.0;5.0;11.0
3991;Province of Utrecht;1993 August;24.0;14.0;10.0;3.0;7.0
3992;Province of Utrecht;1993 September;58.0;35.0;23.0;9.0;14.0
3993;Province of Utrecht;1993 3rd quarter;134.0;85.0;49.0;17.0;32.0
3994;Province of Utrecht;1993 October;36.0;18.0;18.0;6.0;12.0
3995;Province of Utrecht;1993 November;34.0;20.0;14.0;4.0;10.0
3996;Province of Utrecht;1993 December;47.0;30.0;17.0;8.0;9.0
3997;Province of Utrecht;1993 4th quarter;117.0;68.0;49.0;18.0;31.0
3998;Province of Utrecht;1993;477.0;285.0;192.0;62.0;130.0
3999;Province of Utrecht;1994 January;42.0;21.0;21.0;12.0;9.0
4000;Province of Utrecht;1994 February;36.0;20.0;16.0;7.0;9.0
4001;Province of Utrecht;1994 March;52.0;33.0;19.0;3.0;16.0
4002;Province of Utrecht;1994 1st quarter;130.0;74.0;56.0;22.0;34.0
4003;Province of Utrecht;1994 April;25.0;13.0;12.0;5.0;7.0
4004;Province of Utrecht;1994 May;23.0;13.0;10.0;5.0;5.0
4005;Province of Utrecht;1994 June;39.0;21.0;18.0;6.0;12.0
4006;Province of Utrecht;1994 2nd quarter;87.0;47.0;40.0;16.0;24.0
4007;Province of Utrecht;1994 July;28.0;9.0;19.0;11.0;8.0
4008;Province of Utrecht;1994 August;46.0;29.0;17.0;5.0;12.0
4009;Province of Utrecht;1994 September;41.0;25.0;16.0;6.0;10.0
4010;Province of Utrecht;1994 3rd quarter;115.0;63.0;52.0;22.0;30.0
4011;Province of Utrecht;1994 October;32.0;17.0;15.0;3.0;12.0
4012;Province of Utrecht;1994 November;65.0;32.0;33.0;12.0;21.0
4013;Province of Utrecht;1994 December;25.0;13.0;12.0;6.0;6.0
4014;Province of Utrecht;1994 4th quarter;122.0;62.0;60.0;21.0;39.0
4015;Province of Utrecht;1994;454.0;246.0;208.0;81.0;127.0
4016;Province of Utrecht;1995 January;33.0;15.0;18.0;5.0;13.0
4017;Province of Utrecht;1995 February;28.0;11.0;17.0;5.0;12.0
4018;Province of Utrecht;1995 March;29.0;15.0;14.0;2.0;12.0
4019;Province of Utrecht;1995 1st quarter;90.0;41.0;49.0;12.0;37.0
4020;Province of Utrecht;1995 April;28.0;14.0;14.0;3.0;11.0
4021;Province of Utrecht;1995 May;34.0;20.0;14.0;6.0;8.0
4022;Province of Utrecht;1995 June;27.0;16.0;11.0;4.0;7.0
4023;Province of Utrecht;1995 2nd quarter;89.0;50.0;39.0;13.0;26.0
4024;Province of Utrecht;1995 July;26.0;14.0;12.0;1.0;11.0
4025;Province of Utrecht;1995 August;36.0;18.0;18.0;6.0;12.0
4026;Province of Utrecht;1995 September;32.0;19.0;13.0;4.0;9.0
4027;Province of Utrecht;1995 3rd quarter;94.0;51.0;43.0;11.0;32.0
4028;Province of Utrecht;1995 October;22.0;11.0;11.0;2.0;9.0
4029;Province of Utrecht;1995 November;44.0;25.0;19.0;11.0;8.0
4030;Province of Utrecht;1995 December;26.0;12.0;14.0;8.0;6.0
4031;Province of Utrecht;1995 4th quarter;92.0;48.0;44.0;21.0;23.0
4032;Province of Utrecht;1995;365.0;190.0;175.0;57.0;118.0
4033;Province of Utrecht;1996 January;28.0;20.0;8.0;3.0;5.0
4034;Province of Utrecht;1996 February;28.0;16.0;12.0;5.0;7.0
4035;Province of Utrecht;1996 March;27.0;14.0;13.0;7.0;6.0
4036;Province of Utrecht;1996 1st quarter;83.0;50.0;33.0;15.0;18.0
4037;Province of Utrecht;1996 April;21.0;14.0;7.0;3.0;4.0
4038;Province of Utrecht;1996 May;24.0;16.0;8.0;3.0;5.0
4039;Province of Utrecht;1996 June;22.0;13.0;9.0;3.0;6.0
4040;Province of Utrecht;1996 2nd quarter;67.0;43.0;24.0;9.0;15.0
4041;Province of Utrecht;1996 July;29.0;18.0;11.0;5.0;6.0
4042;Province of Utrecht;1996 August;18.0;5.0;13.0;3.0;10.0
4043;Province of Utrecht;1996 September;33.0;19.0;14.0;8.0;6.0
4044;Province of Utrecht;1996 3rd quarter;80.0;42.0;38.0;16.0;22.0
4045;Province of Utrecht;1996 October;37.0;25.0;12.0;5.0;7.0
4046;Province of Utrecht;1996 November;35.0;13.0;22.0;6.0;16.0
4047;Province of Utrecht;1996 December;30.0;17.0;13.0;7.0;6.0
4048;Province of Utrecht;1996 4th quarter;102.0;55.0;47.0;18.0;29.0
4049;Province of Utrecht;1996;332.0;190.0;142.0;58.0;84.0
4050;Province of Utrecht;1997 January;33.0;19.0;14.0;2.0;12.0
4051;Province of Utrecht;1997 February;24.0;13.0;11.0;4.0;7.0
4052;Province of Utrecht;1997 March;37.0;20.0;17.0;10.0;7.0
4053;Province of Utrecht;1997 1st quarter;94.0;52.0;42.0;16.0;26.0
4054;Province of Utrecht;1997 April;38.0;23.0;15.0;5.0;10.0
4055;Province of Utrecht;1997 May;26.0;16.0;10.0;4.0;6.0
4056;Province of Utrecht;1997 June;36.0;16.0;20.0;9.0;11.0
4057;Province of Utrecht;1997 2nd quarter;100.0;55.0;45.0;18.0;27.0
4058;Province of Utrecht;1997 July;42.0;23.0;19.0;8.0;11.0
4059;Province of Utrecht;1997 August;15.0;8.0;7.0;2.0;5.0
4060;Province of Utrecht;1997 September;33.0;14.0;19.0;9.0;10.0
4061;Province of Utrecht;1997 3rd quarter;90.0;45.0;45.0;19.0;26.0
4062;Province of Utrecht;1997 October;33.0;14.0;19.0;3.0;16.0
4063;Province of Utrecht;1997 November;17.0;12.0;5.0;2.0;3.0
4064;Province of Utrecht;1997 December;27.0;18.0;9.0;4.0;5.0
4065;Province of Utrecht;1997 4th quarter;77.0;44.0;33.0;9.0;24.0
4066;Province of Utrecht;1997;361.0;196.0;165.0;62.0;103.0
4067;Province of Utrecht;1998 January;27.0;18.0;9.0;4.0;5.0
4068;Province of Utrecht;1998 February;34.0;15.0;19.0;10.0;9.0
4069;Province of Utrecht;1998 March;34.0;21.0;13.0;3.0;10.0
4070;Province of Utrecht;1998 1st quarter;95.0;54.0;41.0;17.0;24.0
4071;Province of Utrecht;1998 April;30.0;18.0;12.0;8.0;4.0
4072;Province of Utrecht;1998 May;15.0;9.0;6.0;3.0;3.0
4073;Province of Utrecht;1998 June;19.0;14.0;5.0;;5.0
4074;Province of Utrecht;1998 2nd quarter;64.0;41.0;23.0;11.0;12.0
4075;Province of Utrecht;1998 July;19.0;7.0;12.0;3.0;9.0
4076;Province of Utrecht;1998 August;17.0;11.0;6.0;2.0;4.0
4077;Province of Utrecht;1998 September;23.0;15.0;8.0;2.0;6.0
4078;Province of Utrecht;1998 3rd quarter;59.0;33.0;26.0;7.0;19.0
4079;Province of Utrecht;1998 October;26.0;21.0;5.0;;5.0
4080;Province of Utrecht;1998 November;21.0;16.0;5.0;3.0;2.0
4081;Province of Utrecht;1998 December;25.0;17.0;8.0;3.0;5.0
4082;Province of Utrecht;1998 4th quarter;72.0;54.0;18.0;6.0;12.0
4083;Province of Utrecht;1998;290.0;182.0;108.0;41.0;67.0
4084;Province of Utrecht;1999 January;21.0;12.0;9.0;3.0;6.0
4085;Province of Utrecht;1999 February;24.0;15.0;9.0;5.0;4.0
4086;Province of Utrecht;1999 March;33.0;25.0;8.0;2.0;6.0
4087;Province of Utrecht;1999 1st quarter;78.0;52.0;26.0;10.0;16.0
4088;Province of Utrecht;1999 April;23.0;16.0;7.0;3.0;4.0
4089;Province of Utrecht;1999 May;19.0;15.0;4.0;1.0;3.0
4090;Province of Utrecht;1999 June;35.0;29.0;6.0;;6.0
4091;Province of Utrecht;1999 2nd quarter;77.0;60.0;17.0;4.0;13.0
4092;Province of Utrecht;1999 July;14.0;10.0;4.0;1.0;3.0
4093;Province of Utrecht;1999 August;9.0;5.0;4.0;2.0;2.0
4094;Province of Utrecht;1999 September;19.0;10.0;9.0;3.0;6.0
4095;Province of Utrecht;1999 3rd quarter;42.0;25.0;17.0;6.0;11.0
4096;Province of Utrecht;1999 October;10.0;4.0;6.0;2.0;4.0
4097;Province of Utrecht;1999 November;23.0;17.0;6.0;1.0;5.0
4098;Province of Utrecht;1999 December;19.0;15.0;4.0;2.0;2.0
4099;Province of Utrecht;1999 4th quarter;52.0;36.0;16.0;5.0;11.0
4100;Province of Utrecht;1999;249.0;173.0;76.0;25.0;51.0
4101;Province of Utrecht;2000 January;17.0;11.0;6.0;3.0;3.0
4102;Province of Utrecht;2000 February;13.0;11.0;2.0;1.0;1.0
4103;Province of Utrecht;2000 March;23.0;17.0;6.0;1.0;5.0
4104;Province of Utrecht;2000 1st quarter;53.0;39.0;14.0;5.0;9.0
4105;Province of Utrecht;2000 April;21.0;17.0;4.0;1.0;3.0
4106;Province of Utrecht;2000 May;15.0;10.0;5.0;2.0;3.0
4107;Province of Utrecht;2000 June;20.0;14.0;6.0;3.0;3.0
4108;Province of Utrecht;2000 2nd quarter;56.0;41.0;15.0;6.0;9.0
4109;Province of Utrecht;2000 July;18.0;16.0;2.0;1.0;1.0
4110;Province of Utrecht;2000 August;38.0;31.0;7.0;1.0;6.0
4111;Province of Utrecht;2000 September;32.0;20.0;12.0;4.0;8.0
4112;Province of Utrecht;2000 3rd quarter;88.0;67.0;21.0;6.0;15.0
4113;Province of Utrecht;2000 October;43.0;38.0;5.0;1.0;4.0
4114;Province of Utrecht;2000 November;35.0;26.0;9.0;4.0;5.0
4115;Province of Utrecht;2000 December;28.0;21.0;7.0;4.0;3.0
4116;Province of Utrecht;2000 4th quarter;106.0;85.0;21.0;9.0;12.0
4117;Province of Utrecht;2000;303.0;232.0;71.0;26.0;45.0
4118;Province of Utrecht;2001 January;26.0;13.0;13.0;7.0;6.0
4119;Province of Utrecht;2001 February;21.0;19.0;2.0;;2.0
4120;Province of Utrecht;2001 March;37.0;25.0;12.0;8.0;4.0
4121;Province of Utrecht;2001 1st quarter;84.0;57.0;27.0;15.0;12.0
4122;Province of Utrecht;2001 April;16.0;12.0;4.0;2.0;2.0
4123;Province of Utrecht;2001 May;40.0;31.0;9.0;7.0;2.0
4124;Province of Utrecht;2001 June;44.0;31.0;13.0;9.0;4.0
4125;Province of Utrecht;2001 2nd quarter;100.0;74.0;26.0;18.0;8.0
4126;Province of Utrecht;2001 July;30.0;25.0;5.0;3.0;2.0
4127;Province of Utrecht;2001 August;49.0;37.0;12.0;7.0;5.0
4128;Province of Utrecht;2001 September;19.0;15.0;4.0;4.0;
4129;Province of Utrecht;2001 3rd quarter;98.0;77.0;21.0;14.0;7.0
4130;Province of Utrecht;2001 October;34.0;24.0;10.0;5.0;5.0
4131;Province of Utrecht;2001 November;28.0;22.0;6.0;5.0;1.0
4132;Province of Utrecht;2001 December;24.0;20.0;4.0;2.0;2.0
4133;Province of Utrecht;2001 4th quarter;86.0;66.0;20.0;12.0;8.0
4134;Province of Utrecht;2001;368.0;274.0;94.0;59.0;35.0
4135;Province of Utrecht;2002 January;48.0;45.0;3.0;2.0;1.0
4136;Province of Utrecht;2002 February;32.0;24.0;8.0;7.0;1.0
4137;Province of Utrecht;2002 March;19.0;15.0;4.0;2.0;2.0
4138;Province of Utrecht;2002 1st quarter;99.0;84.0;15.0;11.0;4.0
4139;Province of Utrecht;2002 April;34.0;29.0;5.0;4.0;1.0
4140;Province of Utrecht;2002 May;52.0;44.0;8.0;5.0;3.0
4141;Province of Utrecht;2002 June;35.0;28.0;7.0;1.0;6.0
4142;Province of Utrecht;2002 2nd quarter;121.0;101.0;20.0;10.0;10.0
4143;Province of Utrecht;2002 July;86.0;67.0;19.0;12.0;7.0
4144;Province of Utrecht;2002 August;32.0;17.0;15.0;11.0;4.0
4145;Province of Utrecht;2002 September;51.0;38.0;13.0;10.0;3.0
4146;Province of Utrecht;2002 3rd quarter;169.0;122.0;47.0;33.0;14.0
4147;Province of Utrecht;2002 October;68.0;50.0;18.0;10.0;8.0
4148;Province of Utrecht;2002 November;45.0;42.0;3.0;3.0;
4149;Province of Utrecht;2002 December;26.0;24.0;2.0;;2.0
4150;Province of Utrecht;2002 4th quarter;139.0;116.0;23.0;13.0;10.0
4151;Province of Utrecht;2002;528.0;423.0;105.0;67.0;38.0
4152;Province of Utrecht;2003 January;48.0;34.0;14.0;9.0;5.0
4153;Province of Utrecht;2003 February;44.0;36.0;8.0;5.0;3.0
4154;Province of Utrecht;2003 March;41.0;28.0;13.0;9.0;4.0
4155;Province of Utrecht;2003 1st quarter;133.0;98.0;35.0;23.0;12.0
4156;Province of Utrecht;2003 April;59.0;44.0;15.0;6.0;9.0
4157;Province of Utrecht;2003 May;33.0;30.0;3.0;2.0;1.0
4158;Province of Utrecht;2003 June;36.0;30.0;6.0;5.0;1.0
4159;Province of Utrecht;2003 2nd quarter;128.0;104.0;24.0;13.0;11.0
4160;Province of Utrecht;2003 July;56.0;40.0;16.0;5.0;11.0
4161;Province of Utrecht;2003 August;36.0;20.0;16.0;10.0;6.0
4162;Province of Utrecht;2003 September;59.0;41.0;18.0;15.0;3.0
4163;Province of Utrecht;2003 3rd quarter;151.0;101.0;50.0;30.0;20.0
4164;Province of Utrecht;2003 October;62.0;42.0;20.0;16.0;4.0
4165;Province of Utrecht;2003 November;54.0;35.0;19.0;13.0;6.0
4166;Province of Utrecht;2003 December;36.0;29.0;7.0;5.0;2.0
4167;Province of Utrecht;2003 4th quarter;152.0;106.0;46.0;34.0;12.0
4168;Province of Utrecht;2003;564.0;409.0;155.0;100.0;55.0
4169;Province of Utrecht;2004 January;46.0;33.0;13.0;9.0;4.0
4170;Province of Utrecht;2004 February;55.0;27.0;28.0;23.0;5.0
4171;Province of Utrecht;2004 March;58.0;38.0;20.0;7.0;13.0
4172;Province of Utrecht;2004 1st quarter;159.0;98.0;61.0;39.0;22.0
4173;Province of Utrecht;2004 April;44.0;22.0;22.0;19.0;3.0
4174;Province of Utrecht;2004 May;51.0;30.0;21.0;17.0;4.0
4175;Province of Utrecht;2004 June;76.0;56.0;20.0;13.0;7.0
4176;Province of Utrecht;2004 2nd quarter;171.0;108.0;63.0;49.0;14.0
4177;Province of Utrecht;2004 July;58.0;38.0;20.0;15.0;5.0
4178;Province of Utrecht;2004 August;57.0;44.0;13.0;8.0;5.0
4179;Province of Utrecht;2004 September;68.0;47.0;21.0;14.0;7.0
4180;Province of Utrecht;2004 3rd quarter;183.0;129.0;54.0;37.0;17.0
4181;Province of Utrecht;2004 October;59.0;34.0;25.0;14.0;11.0
4182;Province of Utrecht;2004 November;58.0;35.0;23.0;18.0;5.0
4183;Province of Utrecht;2004 December;69.0;34.0;35.0;26.0;9.0
4184;Province of Utrecht;2004 4th quarter;186.0;103.0;83.0;58.0;25.0
4185;Province of Utrecht;2004;699.0;438.0;261.0;183.0;78.0
4186;Province of Utrecht;2005 January;55.0;25.0;30.0;26.0;4.0
4187;Province of Utrecht;2005 February;48.0;28.0;20.0;17.0;3.0
4188;Province of Utrecht;2005 March;75.0;41.0;34.0;26.0;8.0
4189;Province of Utrecht;2005 1st quarter;178.0;94.0;84.0;69.0;15.0
4190;Province of Utrecht;2005 April;52.0;36.0;16.0;13.0;3.0
4191;Province of Utrecht;2005 May;58.0;37.0;21.0;13.0;8.0
4192;Province of Utrecht;2005 June;66.0;30.0;36.0;26.0;10.0
4193;Province of Utrecht;2005 2nd quarter;176.0;103.0;73.0;52.0;21.0
4194;Province of Utrecht;2005 July;48.0;19.0;29.0;24.0;5.0
4195;Province of Utrecht;2005 August;54.0;26.0;28.0;16.0;12.0
4196;Province of Utrecht;2005 September;44.0;21.0;23.0;17.0;6.0
4197;Province of Utrecht;2005 3rd quarter;146.0;66.0;80.0;57.0;23.0
4198;Province of Utrecht;2005 October;53.0;20.0;33.0;26.0;7.0
4199;Province of Utrecht;2005 November;73.0;38.0;35.0;26.0;9.0
4200;Province of Utrecht;2005 December;55.0;34.0;21.0;12.0;9.0
4201;Province of Utrecht;2005 4th quarter;181.0;92.0;89.0;64.0;25.0
4202;Province of Utrecht;2005;681.0;355.0;326.0;242.0;84.0
4203;Province of Utrecht;2006 January;63.0;32.0;31.0;23.0;8.0
4204;Province of Utrecht;2006 February;68.0;30.0;38.0;23.0;15.0
4205;Province of Utrecht;2006 March;63.0;18.0;45.0;32.0;13.0
4206;Province of Utrecht;2006 1st quarter;194.0;80.0;114.0;78.0;36.0
4207;Province of Utrecht;2006 April;48.0;18.0;30.0;19.0;11.0
4208;Province of Utrecht;2006 May;52.0;32.0;20.0;12.0;8.0
4209;Province of Utrecht;2006 June;35.0;17.0;18.0;15.0;3.0
4210;Province of Utrecht;2006 2nd quarter;135.0;67.0;68.0;46.0;22.0
4211;Province of Utrecht;2006 July;40.0;13.0;27.0;18.0;9.0
4212;Province of Utrecht;2006 August;69.0;38.0;31.0;26.0;5.0
4213;Province of Utrecht;2006 September;42.0;21.0;21.0;17.0;4.0
4214;Province of Utrecht;2006 3rd quarter;151.0;72.0;79.0;61.0;18.0
4215;Province of Utrecht;2006 October;49.0;19.0;30.0;18.0;12.0
4216;Province of Utrecht;2006 November;59.0;24.0;35.0;25.0;10.0
4217;Province of Utrecht;2006 December;43.0;15.0;28.0;18.0;10.0
4218;Province of Utrecht;2006 4th quarter;151.0;58.0;93.0;61.0;32.0
4219;Province of Utrecht;2006;631.0;277.0;354.0;246.0;108.0
4220;Province of Utrecht;2007 January;71.0;40.0;31.0;26.0;5.0
4221;Province of Utrecht;2007 February;45.0;26.0;19.0;18.0;1.0
4222;Province of Utrecht;2007 March;44.0;19.0;25.0;24.0;1.0
4223;Province of Utrecht;2007 1st quarter;160.0;85.0;75.0;68.0;7.0
4224;Province of Utrecht;2007 April;66.0;29.0;37.0;27.0;10.0
4225;Province of Utrecht;2007 May;71.0;28.0;43.0;33.0;10.0
4226;Province of Utrecht;2007 June;48.0;22.0;26.0;23.0;3.0
4227;Province of Utrecht;2007 2nd quarter;185.0;79.0;106.0;83.0;23.0
4228;Province of Utrecht;2007 July;54.0;24.0;30.0;29.0;1.0
4229;Province of Utrecht;2007 August;68.0;35.0;33.0;26.0;7.0
4230;Province of Utrecht;2007 September;44.0;22.0;22.0;16.0;6.0
4231;Province of Utrecht;2007 3rd quarter;166.0;81.0;85.0;71.0;14.0
4232;Province of Utrecht;2007 October;54.0;33.0;21.0;12.0;9.0
4233;Province of Utrecht;2007 November;36.0;13.0;23.0;15.0;8.0
4234;Province of Utrecht;2007 December;32.0;21.0;11.0;6.0;5.0
4235;Province of Utrecht;2007 4th quarter;122.0;67.0;55.0;33.0;22.0
4236;Province of Utrecht;2007;633.0;312.0;321.0;255.0;66.0
4237;Province of Utrecht;2008 January;66.0;27.0;39.0;36.0;3.0
4238;Province of Utrecht;2008 February;31.0;19.0;12.0;9.0;3.0
4239;Province of Utrecht;2008 March;34.0;16.0;18.0;13.0;5.0
4240;Province of Utrecht;2008 1st quarter;131.0;62.0;69.0;58.0;11.0
4241;Province of Utrecht;2008 April;40.0;29.0;11.0;7.0;4.0
4242;Province of Utrecht;2008 May;24.0;16.0;8.0;5.0;3.0
4243;Province of Utrecht;2008 June;42.0;26.0;16.0;12.0;4.0
4244;Province of Utrecht;2008 2nd quarter;106.0;71.0;35.0;24.0;11.0
4245;Province of Utrecht;2008 July;38.0;19.0;19.0;14.0;5.0
4246;Province of Utrecht;2008 August;22.0;14.0;8.0;6.0;2.0
4247;Province of Utrecht;2008 September;49.0;28.0;21.0;15.0;6.0
4248;Province of Utrecht;2008 3rd quarter;109.0;61.0;48.0;35.0;13.0
4249;Province of Utrecht;2008 October;44.0;25.0;19.0;17.0;2.0
4250;Province of Utrecht;2008 November;47.0;30.0;17.0;15.0;2.0
4251;Province of Utrecht;2008 December;53.0;30.0;23.0;20.0;3.0
4252;Province of Utrecht;2008 4th quarter;144.0;85.0;59.0;52.0;7.0
4253;Province of Utrecht;2008;490.0;279.0;211.0;169.0;42.0
4254;Province of Utrecht;2009 January;46.0;31.0;15.0;10.0;5.0
4255;Province of Utrecht;2009 February;81.0;63.0;18.0;18.0;
4256;Province of Utrecht;2009 March;70.0;49.0;21.0;18.0;3.0
4257;Province of Utrecht;2009 1st quarter;197.0;143.0;54.0;46.0;8.0
4258;Province of Utrecht;2009 April;66.0;52.0;14.0;11.0;3.0
