ID;Regions;Periods;TotalPronouncedBankruptcies_1;BankruptciesOfLegalPersons_2;TotalNaturalPersons_3;WithoutSingleOwnerCompany_4;WithSingleOwnerCompany_5
3559;Province of Flevoland;2010 October;23.0;19.0;4.0;3.0;1.0
3560;Province of Flevoland;2010 November;23.0;15.0;8.0;4.0;4.0
3561;Province of Flevoland;2010 December;11.0;6.0;5.0;1.0;4.0
3562;Province of Flevoland;2010 4th quarter;57.0;40.0;17.0;8.0;9.0
3563;Province of Flevoland;2010;237.0;169.0;68.0;47.0;21.0
3564;Province of Flevoland;2011 January;29.0;23.0;6.0;2.0;4.0
3565;Province of Flevoland;2011 February;18.0;11.0;7.0;4.0;3.0
3566;Province of Flevoland;2011 March;23.0;18.0;5.0;3.0;2.0
3567;Province of Flevoland;2011 1st quarter;70.0;52.0;18.0;9.0;9.0
3568;Province of Flevoland;2011 April;24.0;16.0;8.0;5.0;3.0
3569;Province of Flevoland;2011 May;28.0;12.0;16.0;14.0;2.0
3570;Province of Flevoland;2011 June;17.0;13.0;4.0;3.0;1.0
3571;Province of Flevoland;2011 2nd quarter;69.0;41.0;28.0;22.0;6.0
3572;Province of Flevoland;2011 July;29.0;18.0;11.0;10.0;1.0
3573;Province of Flevoland;2011 August;24.0;16.0;8.0;5.0;3.0
3574;Province of Flevoland;2011 September;16.0;11.0;5.0;3.0;2.0
3575;Province of Flevoland;2011 3rd Quarter;69.0;45.0;24.0;18.0;6.0
3576;Province of Flevoland;2011 October;18.0;14.0;4.0;3.0;1.0
3577;Province of Flevoland;2011 November;26.0;19.0;7.0;6.0;1.0
3578;Province of Flevoland;2011 December;22.0;14.0;8.0;7.0;1.0
3579;Province of Flevoland;2011 4th Quarter;66.0;47.0;19.0;16.0;3.0
3580;Province of Flevoland;2011;274.0;185.0;89.0;65.0;24.0
3581;Province of Flevoland;2012 January;15.0;9.0;6.0;4.0;2.0
3582;Province of Flevoland;2012 February;24.0;14.0;10.0;8.0;2.0
3583;Province of Flevoland;2012 March;23.0;15.0;8.0;6.0;2.0
3584;Province of Flevoland;2012 1st Quarter;62.0;38.0;24.0;18.0;6.0
3585;Province of Flevoland;2012 April;29.0;21.0;8.0;8.0;0.0
3586;Province of Flevoland;2012 May;27.0;14.0;13.0;10.0;3.0
3587;Province of Flevoland;2012 June;21.0;14.0;7.0;6.0;1.0
3588;Province of Flevoland;2012 2nd Quarter;77.0;49.0;28.0;24.0;4.0
3589;Province of Flevoland;2012 July;22.0;13.0;9.0;4.0;5.0
3590;Province of Flevoland;2012 August;19.0;13.0;6.0;3.0;3.0
3591;Province of Flevoland;2012 September;26.0;13.0;13.0;9.0;4.0
3592;Province of Flevoland;2012 3rd Quarter;67.0;39.0;28.0;16.0;12.0
3593;Province of Flevoland;2012 October;32.0;21.0;11.0;8.0;3.0
3594;Province of Flevoland;2012 November;22.0;11.0;11.0;9.0;2.0
3595;Province of Flevoland;2012 December;20.0;8.0;12.0;9.0;3.0
3596;Province of Flevoland;2012 4th Quarter;74.0;40.0;34.0;26.0;8.0
3597;Province of Flevoland;2012;280.0;166.0;114.0;84.0;30.0
3598;Province of Flevoland;2013 January;33.0;15.0;18.0;11.0;7.0
3599;Province of Flevoland;2013 February;25.0;20.0;5.0;5.0;
3600;Province of Flevoland;2013 March;29.0;17.0;12.0;8.0;4.0
3601;Province of Flevoland;2013 1st Quarter;87.0;52.0;35.0;24.0;11.0
3602;Province of Flevoland;2013 April;32.0;19.0;13.0;10.0;3.0
3603;Province of Flevoland;2013 May;48.0;34.0;14.0;8.0;6.0
3604;Province of Flevoland;2013 June;27.0;15.0;12.0;10.0;2.0
3605;Province of Flevoland;2013 2nd Quarter;107.0;68.0;39.0;28.0;11.0
3606;Province of Flevoland;2013 July;32.0;25.0;7.0;2.0;5.0
3607;Province of Flevoland;2013 August;20.0;10.0;10.0;10.0;
3608;Province of Flevoland;2013 September;25.0;17.0;8.0;4.0;4.0
3609;Province of Flevoland;2013 3rd Quarter;77.0;52.0;25.0;16.0;9.0
3610;Province of Flevoland;2013 October;41.0;30.0;11.0;9.0;2.0
3611;Province of Flevoland;2013 November;23.0;12.0;11.0;9.0;2.0
3612;Province of Flevoland;2013 December;14.0;9.0;5.0;2.0;3.0
3613;Province of Flevoland;2013 4th Quarter;78.0;51.0;27.0;20.0;7.0
3614;Province of Flevoland;2013;349.0;223.0;126.0;88.0;38.0
3615;Province of Flevoland;2014 January;37.0;17.0;20.0;17.0;3.0
3616;Province of Flevoland;2014 February;31.0;19.0;12.0;10.0;2.0
3617;Province of Flevoland;2014 March;26.0;18.0;8.0;5.0;3.0
3618;Province of Flevoland;2014 1st Quarter;94.0;54.0;40.0;32.0;8.0
3619;Province of Flevoland;2014 April;28.0;14.0;14.0;9.0;5.0
3620;Province of Gelderland;1993 January;50.0;18.0;32.0;11.0;21.0
3621;Province of Gelderland;1993 February;45.0;20.0;25.0;12.0;13.0
3622;Province of Gelderland;1993 March;55.0;30.0;25.0;4.0;21.0
3623;Province of Gelderland;1993 1st quarter;150.0;68.0;82.0;27.0;55.0
3624;Province of Gelderland;1993 April;68.0;32.0;36.0;11.0;25.0
3625;Province of Gelderland;1993 May;47.0;30.0;17.0;6.0;11.0
3626;Province of Gelderland;1993 June;52.0;35.0;17.0;4.0;13.0
3627;Province of Gelderland;1993 2nd quarter;167.0;97.0;70.0;21.0;49.0
3628;Province of Gelderland;1993 July;69.0;37.0;32.0;7.0;25.0
3629;Province of Gelderland;1993 August;53.0;32.0;21.0;5.0;16.0
3630;Province of Gelderland;1993 September;68.0;37.0;31.0;11.0;20.0
3631;Province of Gelderland;1993 3rd quarter;190.0;106.0;84.0;23.0;61.0
3632;Province of Gelderland;1993 October;56.0;18.0;38.0;15.0;23.0
3633;Province of Gelderland;1993 November;50.0;23.0;27.0;7.0;20.0
3634;Province of Gelderland;1993 December;70.0;40.0;30.0;4.0;26.0
3635;Province of Gelderland;1993 4th quarter;176.0;81.0;95.0;26.0;69.0
3636;Province of Gelderland;1993;683.0;352.0;331.0;97.0;234.0
3637;Province of Gelderland;1994 January;50.0;30.0;20.0;10.0;10.0
3638;Province of Gelderland;1994 February;55.0;25.0;30.0;8.0;22.0
3639;Province of Gelderland;1994 March;67.0;34.0;33.0;8.0;25.0
3640;Province of Gelderland;1994 1st quarter;172.0;89.0;83.0;26.0;57.0
3641;Province of Gelderland;1994 April;59.0;30.0;29.0;14.0;15.0
3642;Province of Gelderland;1994 May;36.0;24.0;12.0;1.0;11.0
3643;Province of Gelderland;1994 June;66.0;43.0;23.0;7.0;16.0
3644;Province of Gelderland;1994 2nd quarter;161.0;97.0;64.0;22.0;42.0
3645;Province of Gelderland;1994 July;35.0;21.0;14.0;2.0;12.0
3646;Province of Gelderland;1994 August;75.0;47.0;28.0;9.0;19.0
3647;Province of Gelderland;1994 September;59.0;32.0;27.0;12.0;15.0
3648;Province of Gelderland;1994 3rd quarter;169.0;100.0;69.0;23.0;46.0
3649;Province of Gelderland;1994 October;41.0;25.0;16.0;4.0;12.0
3650;Province of Gelderland;1994 November;58.0;24.0;34.0;8.0;26.0
3651;Province of Gelderland;1994 December;53.0;24.0;29.0;11.0;18.0
3652;Province of Gelderland;1994 4th quarter;152.0;73.0;79.0;23.0;56.0
3653;Province of Gelderland;1994;654.0;359.0;295.0;94.0;201.0
3654;Province of Gelderland;1995 January;65.0;30.0;35.0;17.0;18.0
3655;Province of Gelderland;1995 February;47.0;20.0;27.0;10.0;17.0
3656;Province of Gelderland;1995 March;54.0;21.0;33.0;11.0;22.0
3657;Province of Gelderland;1995 1st quarter;166.0;71.0;95.0;38.0;57.0
3658;Province of Gelderland;1995 April;33.0;16.0;17.0;8.0;9.0
3659;Province of Gelderland;1995 May;31.0;19.0;12.0;5.0;7.0
3660;Province of Gelderland;1995 June;53.0;27.0;26.0;8.0;18.0
3661;Province of Gelderland;1995 2nd quarter;117.0;62.0;55.0;21.0;34.0
3662;Province of Gelderland;1995 July;42.0;16.0;26.0;7.0;19.0
3663;Province of Gelderland;1995 August;52.0;21.0;31.0;12.0;19.0
3664;Province of Gelderland;1995 September;47.0;22.0;25.0;6.0;19.0
3665;Province of Gelderland;1995 3rd quarter;141.0;59.0;82.0;25.0;57.0
3666;Province of Gelderland;1995 October;52.0;23.0;29.0;9.0;20.0
3667;Province of Gelderland;1995 November;59.0;25.0;34.0;16.0;18.0
3668;Province of Gelderland;1995 December;37.0;16.0;21.0;4.0;17.0
3669;Province of Gelderland;1995 4th quarter;148.0;64.0;84.0;29.0;55.0
3670;Province of Gelderland;1995;572.0;256.0;316.0;113.0;203.0
3671;Province of Gelderland;1996 January;46.0;19.0;27.0;7.0;20.0
3672;Province of Gelderland;1996 February;56.0;26.0;30.0;9.0;21.0
3673;Province of Gelderland;1996 March;57.0;17.0;40.0;8.0;32.0
3674;Province of Gelderland;1996 1st quarter;159.0;62.0;97.0;24.0;73.0
3675;Province of Gelderland;1996 April;34.0;15.0;19.0;6.0;13.0
3676;Province of Gelderland;1996 May;53.0;23.0;30.0;10.0;20.0
3677;Province of Gelderland;1996 June;45.0;19.0;26.0;11.0;15.0
3678;Province of Gelderland;1996 2nd quarter;132.0;57.0;75.0;27.0;48.0
3679;Province of Gelderland;1996 July;39.0;15.0;24.0;6.0;18.0
3680;Province of Gelderland;1996 August;56.0;34.0;22.0;5.0;17.0
3681;Province of Gelderland;1996 September;43.0;26.0;17.0;7.0;10.0
3682;Province of Gelderland;1996 3rd quarter;138.0;75.0;63.0;18.0;45.0
3683;Province of Gelderland;1996 October;59.0;24.0;35.0;13.0;22.0
3684;Province of Gelderland;1996 November;45.0;17.0;28.0;10.0;18.0
3685;Province of Gelderland;1996 December;46.0;19.0;27.0;13.0;14.0
3686;Province of Gelderland;1996 4th quarter;150.0;60.0;90.0;36.0;54.0
3687;Province of Gelderland;1996;579.0;254.0;325.0;105.0;220.0
3688;Province of Gelderland;1997 January;51.0;21.0;30.0;15.0;15.0
3689;Province of Gelderland;1997 February;48.0;22.0;26.0;14.0;12.0
3690;Province of Gelderland;1997 March;47.0;15.0;32.0;13.0;19.0
3691;Province of Gelderland;1997 1st quarter;146.0;58.0;88.0;42.0;46.0
3692;Province of Gelderland;1997 April;46.0;24.0;22.0;11.0;11.0
3693;Province of Gelderland;1997 May;55.0;20.0;35.0;17.0;18.0
3694;Province of Gelderland;1997 June;56.0;29.0;27.0;13.0;14.0
3695;Province of Gelderland;1997 2nd quarter;157.0;73.0;84.0;41.0;43.0
3696;Province of Gelderland;1997 July;46.0;19.0;27.0;11.0;16.0
3697;Province of Gelderland;1997 August;46.0;25.0;21.0;9.0;12.0
3698;Province of Gelderland;1997 September;44.0;20.0;24.0;8.0;16.0
3699;Province of Gelderland;1997 3rd quarter;136.0;64.0;72.0;28.0;44.0
3700;Province of Gelderland;1997 October;55.0;23.0;32.0;13.0;19.0
3701;Province of Gelderland;1997 November;48.0;23.0;25.0;7.0;18.0
3702;Province of Gelderland;1997 December;42.0;20.0;22.0;6.0;16.0
3703;Province of Gelderland;1997 4th quarter;145.0;66.0;79.0;26.0;53.0
3704;Province of Gelderland;1997;584.0;261.0;323.0;137.0;186.0
3705;Province of Gelderland;1998 January;43.0;18.0;25.0;12.0;13.0
3706;Province of Gelderland;1998 February;48.0;25.0;23.0;8.0;15.0
3707;Province of Gelderland;1998 March;79.0;37.0;42.0;16.0;26.0
3708;Province of Gelderland;1998 1st quarter;170.0;80.0;90.0;36.0;54.0
3709;Province of Gelderland;1998 April;45.0;20.0;25.0;9.0;16.0
3710;Province of Gelderland;1998 May;44.0;15.0;29.0;11.0;18.0
3711;Province of Gelderland;1998 June;38.0;20.0;18.0;6.0;12.0
3712;Province of Gelderland;1998 2nd quarter;127.0;55.0;72.0;26.0;46.0
3713;Province of Gelderland;1998 July;53.0;28.0;25.0;9.0;16.0
3714;Province of Gelderland;1998 August;40.0;19.0;21.0;4.0;17.0
3715;Province of Gelderland;1998 September;51.0;24.0;27.0;10.0;17.0
3716;Province of Gelderland;1998 3rd quarter;144.0;71.0;73.0;23.0;50.0
3717;Province of Gelderland;1998 October;40.0;24.0;16.0;5.0;11.0
3718;Province of Gelderland;1998 November;33.0;18.0;15.0;7.0;8.0
3719;Province of Gelderland;1998 December;31.0;23.0;8.0;;8.0
3720;Province of Gelderland;1998 4th quarter;104.0;65.0;39.0;12.0;27.0
3721;Province of Gelderland;1998;545.0;271.0;274.0;97.0;177.0
3722;Province of Gelderland;1999 January;18.0;12.0;6.0;6.0;
3723;Province of Gelderland;1999 February;32.0;26.0;6.0;;6.0
3724;Province of Gelderland;1999 March;45.0;38.0;7.0;2.0;5.0
3725;Province of Gelderland;1999 1st quarter;95.0;76.0;19.0;8.0;11.0
3726;Province of Gelderland;1999 April;42.0;26.0;16.0;6.0;10.0
3727;Province of Gelderland;1999 May;23.0;16.0;7.0;1.0;6.0
3728;Province of Gelderland;1999 June;40.0;28.0;12.0;2.0;10.0
3729;Province of Gelderland;1999 2nd quarter;105.0;70.0;35.0;9.0;26.0
3730;Province of Gelderland;1999 July;34.0;19.0;15.0;6.0;9.0
3731;Province of Gelderland;1999 August;26.0;19.0;7.0;3.0;4.0
3732;Province of Gelderland;1999 September;33.0;16.0;17.0;10.0;7.0
3733;Province of Gelderland;1999 3rd quarter;93.0;54.0;39.0;19.0;20.0
3734;Province of Gelderland;1999 October;39.0;24.0;15.0;6.0;9.0
3735;Province of Gelderland;1999 November;39.0;25.0;14.0;5.0;9.0
3736;Province of Gelderland;1999 December;38.0;26.0;12.0;8.0;4.0
3737;Province of Gelderland;1999 4th quarter;116.0;75.0;41.0;19.0;22.0
3738;Province of Gelderland;1999;409.0;275.0;134.0;55.0;79.0
3739;Province of Gelderland;2000 January;38.0;24.0;14.0;7.0;7.0
3740;Province of Gelderland;2000 February;41.0;22.0;19.0;13.0;6.0
3741;Province of Gelderland;2000 March;50.0;30.0;20.0;9.0;11.0
3742;Province of Gelderland;2000 1st quarter;129.0;76.0;53.0;29.0;24.0
3743;Province of Gelderland;2000 April;37.0;23.0;14.0;8.0;6.0
3744;Province of Gelderland;2000 May;40.0;27.0;13.0;4.0;9.0
3745;Province of Gelderland;2000 June;50.0;38.0;12.0;2.0;10.0
3746;Province of Gelderland;2000 2nd quarter;127.0;88.0;39.0;14.0;25.0
3747;Province of Gelderland;2000 July;58.0;39.0;19.0;10.0;9.0
3748;Province of Gelderland;2000 August;57.0;30.0;27.0;12.0;15.0
3749;Province of Gelderland;2000 September;44.0;23.0;21.0;15.0;6.0
3750;Province of Gelderland;2000 3rd quarter;159.0;92.0;67.0;37.0;30.0
3751;Province of Gelderland;2000 October;35.0;13.0;22.0;13.0;9.0
3752;Province of Gelderland;2000 November;69.0;35.0;34.0;21.0;13.0
3753;Province of Gelderland;2000 December;42.0;31.0;11.0;7.0;4.0
3754;Province of Gelderland;2000 4th quarter;146.0;79.0;67.0;41.0;26.0
3755;Province of Gelderland;2000;561.0;335.0;226.0;121.0;105.0
3756;Province of Gelderland;2001 January;45.0;26.0;19.0;12.0;7.0
3757;Province of Gelderland;2001 February;41.0;24.0;17.0;11.0;6.0
3758;Province of Gelderland;2001 March;62.0;33.0;29.0;21.0;8.0
3759;Province of Gelderland;2001 1st quarter;148.0;83.0;65.0;44.0;21.0
3760;Province of Gelderland;2001 April;56.0;23.0;33.0;22.0;11.0
3761;Province of Gelderland;2001 May;48.0;26.0;22.0;11.0;11.0
3762;Province of Gelderland;2001 June;62.0;31.0;31.0;22.0;9.0
3763;Province of Gelderland;2001 2nd quarter;166.0;80.0;86.0;55.0;31.0
3764;Province of Gelderland;2001 July;46.0;25.0;21.0;14.0;7.0
3765;Province of Gelderland;2001 August;43.0;26.0;17.0;5.0;12.0
3766;Province of Gelderland;2001 September;58.0;28.0;30.0;18.0;12.0
3767;Province of Gelderland;2001 3rd quarter;147.0;79.0;68.0;37.0;31.0
3768;Province of Gelderland;2001 October;86.0;44.0;42.0;31.0;11.0
3769;Province of Gelderland;2001 November;89.0;55.0;34.0;25.0;9.0
3770;Province of Gelderland;2001 December;40.0;30.0;10.0;8.0;2.0
3771;Province of Gelderland;2001 4th quarter;215.0;129.0;86.0;64.0;22.0
3772;Province of Gelderland;2001;676.0;371.0;305.0;200.0;105.0
3773;Province of Gelderland;2002 January;81.0;42.0;39.0;30.0;9.0
3774;Province of Gelderland;2002 February;68.0;39.0;29.0;19.0;10.0
3775;Province of Gelderland;2002 March;73.0;53.0;20.0;10.0;10.0
3776;Province of Gelderland;2002 1st quarter;222.0;134.0;88.0;59.0;29.0
3777;Province of Gelderland;2002 April;56.0;30.0;26.0;18.0;8.0
3778;Province of Gelderland;2002 May;56.0;26.0;30.0;20.0;10.0
3779;Province of Gelderland;2002 June;71.0;38.0;33.0;23.0;10.0
3780;Province of Gelderland;2002 2nd quarter;183.0;94.0;89.0;61.0;28.0
3781;Province of Gelderland;2002 July;61.0;41.0;20.0;14.0;6.0
3782;Province of Gelderland;2002 August;57.0;38.0;19.0;13.0;6.0
3783;Province of Gelderland;2002 September;56.0;30.0;26.0;22.0;4.0
3784;Province of Gelderland;2002 3rd quarter;174.0;109.0;65.0;49.0;16.0
3785;Province of Gelderland;2002 October;84.0;37.0;47.0;33.0;14.0
3786;Province of Gelderland;2002 November;69.0;37.0;32.0;30.0;2.0
3787;Province of Gelderland;2002 December;65.0;35.0;30.0;27.0;3.0
3788;Province of Gelderland;2002 4th quarter;218.0;109.0;109.0;90.0;19.0
3789;Province of Gelderland;2002;797.0;446.0;351.0;259.0;92.0
3790;Province of Gelderland;2003 January;87.0;41.0;46.0;32.0;14.0
3791;Province of Gelderland;2003 February;64.0;31.0;33.0;24.0;9.0
3792;Province of Gelderland;2003 March;97.0;44.0;53.0;35.0;18.0
3793;Province of Gelderland;2003 1st quarter;248.0;116.0;132.0;91.0;41.0
3794;Province of Gelderland;2003 April;96.0;58.0;38.0;20.0;18.0
3795;Province of Gelderland;2003 May;115.0;58.0;57.0;44.0;13.0
3796;Province of Gelderland;2003 June;111.0;62.0;49.0;41.0;8.0
3797;Province of Gelderland;2003 2nd quarter;322.0;178.0;144.0;105.0;39.0
3798;Province of Gelderland;2003 July;80.0;45.0;35.0;24.0;11.0
3799;Province of Gelderland;2003 August;69.0;43.0;26.0;14.0;12.0
3800;Province of Gelderland;2003 September;103.0;61.0;42.0;33.0;9.0
3801;Province of Gelderland;2003 3rd quarter;252.0;149.0;103.0;71.0;32.0
3802;Province of Gelderland;2003 October;106.0;72.0;34.0;20.0;14.0
3803;Province of Gelderland;2003 November;94.0;50.0;44.0;28.0;16.0
3804;Province of Gelderland;2003 December;80.0;51.0;29.0;21.0;8.0
3805;Province of Gelderland;2003 4th quarter;280.0;173.0;107.0;69.0;38.0
3806;Province of Gelderland;2003;1102.0;616.0;486.0;336.0;150.0
3807;Province of Gelderland;2004 January;80.0;44.0;36.0;24.0;12.0
3808;Province of Gelderland;2004 February;99.0;59.0;40.0;25.0;15.0
3809;Province of Gelderland;2004 March;85.0;52.0;33.0;22.0;11.0
3810;Province of Gelderland;2004 1st quarter;264.0;155.0;109.0;71.0;38.0
3811;Province of Gelderland;2004 April;100.0;46.0;54.0;44.0;10.0
3812;Province of Gelderland;2004 May;89.0;32.0;57.0;50.0;7.0
3813;Province of Gelderland;2004 June;110.0;59.0;51.0;37.0;14.0
3814;Province of Gelderland;2004 2nd quarter;299.0;137.0;162.0;131.0;31.0
3815;Province of Gelderland;2004 July;99.0;60.0;39.0;23.0;16.0
3816;Province of Gelderland;2004 August;77.0;47.0;30.0;21.0;9.0
3817;Province of Gelderland;2004 September;91.0;43.0;48.0;34.0;14.0
3818;Province of Gelderland;2004 3rd quarter;267.0;150.0;117.0;78.0;39.0
3819;Province of Gelderland;2004 October;108.0;55.0;53.0;47.0;6.0
3820;Province of Gelderland;2004 November;89.0;50.0;39.0;26.0;13.0
3821;Province of Gelderland;2004 December;96.0;62.0;34.0;26.0;8.0
3822;Province of Gelderland;2004 4th quarter;293.0;167.0;126.0;99.0;27.0
3823;Province of Gelderland;2004;1123.0;609.0;514.0;379.0;135.0
3824;Province of Gelderland;2005 January;120.0;61.0;59.0;48.0;11.0
3825;Province of Gelderland;2005 February;118.0;57.0;61.0;49.0;12.0
3826;Province of Gelderland;2005 March;139.0;53.0;86.0;57.0;29.0
3827;Province of Gelderland;2005 1st quarter;377.0;171.0;206.0;154.0;52.0
3828;Province of Gelderland;2005 April;99.0;46.0;53.0;41.0;12.0
3829;Province of Gelderland;2005 May;91.0;35.0;56.0;42.0;14.0
3830;Province of Gelderland;2005 June;91.0;48.0;43.0;30.0;13.0
3831;Province of Gelderland;2005 2nd quarter;281.0;129.0;152.0;113.0;39.0
3832;Province of Gelderland;2005 July;100.0;35.0;65.0;50.0;15.0
3833;Province of Gelderland;2005 August;74.0;46.0;28.0;12.0;16.0
3834;Province of Gelderland;2005 September;113.0;54.0;59.0;42.0;17.0
3835;Province of Gelderland;2005 3rd quarter;287.0;135.0;152.0;104.0;48.0
3836;Province of Gelderland;2005 October;98.0;44.0;54.0;42.0;12.0
3837;Province of Gelderland;2005 November;134.0;66.0;68.0;55.0;13.0
3838;Province of Gelderland;2005 December;117.0;55.0;62.0;48.0;14.0
3839;Province of Gelderland;2005 4th quarter;349.0;165.0;184.0;145.0;39.0
3840;Province of Gelderland;2005;1294.0;600.0;694.0;516.0;178.0
3841;Province of Gelderland;2006 January;98.0;44.0;54.0;37.0;17.0
3842;Province of Gelderland;2006 February;128.0;64.0;64.0;44.0;20.0
3843;Province of Gelderland;2006 March;133.0;59.0;74.0;54.0;20.0
3844;Province of Gelderland;2006 1st quarter;359.0;167.0;192.0;135.0;57.0
3845;Province of Gelderland;2006 April;86.0;40.0;46.0;35.0;11.0
3846;Province of Gelderland;2006 May;106.0;43.0;63.0;44.0;19.0
3847;Province of Gelderland;2006 June;98.0;48.0;50.0;36.0;14.0
3848;Province of Gelderland;2006 2nd quarter;290.0;131.0;159.0;115.0;44.0
3849;Province of Gelderland;2006 July;104.0;31.0;73.0;52.0;21.0
3850;Province of Gelderland;2006 August;92.0;43.0;49.0;27.0;22.0
3851;Province of Gelderland;2006 September;76.0;23.0;53.0;41.0;12.0
3852;Province of Gelderland;2006 3rd quarter;272.0;97.0;175.0;120.0;55.0
3853;Province of Gelderland;2006 October;89.0;34.0;55.0;41.0;14.0
3854;Province of Gelderland;2006 November;76.0;36.0;40.0;32.0;8.0
3855;Province of Gelderland;2006 December;93.0;47.0;46.0;30.0;16.0
3856;Province of Gelderland;2006 4th quarter;258.0;117.0;141.0;103.0;38.0
3857;Province of Gelderland;2006;1179.0;512.0;667.0;473.0;194.0
3858;Province of Gelderland;2007 January;100.0;51.0;49.0;45.0;4.0
3859;Province of Gelderland;2007 February;81.0;27.0;54.0;41.0;13.0
3860;Province of Gelderland;2007 March;80.0;30.0;50.0;43.0;7.0
3861;Province of Gelderland;2007 1st quarter;261.0;108.0;153.0;129.0;24.0
3862;Province of Gelderland;2007 April;85.0;30.0;55.0;48.0;7.0
3863;Province of Gelderland;2007 May;83.0;37.0;46.0;32.0;14.0
3864;Province of Gelderland;2007 June;73.0;29.0;44.0;34.0;10.0
3865;Province of Gelderland;2007 2nd quarter;241.0;96.0;145.0;114.0;31.0
3866;Province of Gelderland;2007 July;96.0;31.0;65.0;53.0;12.0
3867;Province of Gelderland;2007 August;99.0;38.0;61.0;49.0;12.0
3868;Province of Gelderland;2007 September;98.0;52.0;46.0;32.0;14.0
3869;Province of Gelderland;2007 3rd quarter;293.0;121.0;172.0;134.0;38.0
3870;Province of Gelderland;2007 October;97.0;45.0;52.0;40.0;12.0
3871;Province of Gelderland;2007 November;61.0;19.0;42.0;34.0;8.0
3872;Province of Gelderland;2007 December;61.0;25.0;36.0;26.0;10.0
3873;Province of Gelderland;2007 4th quarter;219.0;89.0;130.0;100.0;30.0
3874;Province of Gelderland;2007;1014.0;414.0;600.0;477.0;123.0
3875;Province of Gelderland;2008 January;91.0;42.0;49.0;40.0;9.0
3876;Province of Gelderland;2008 February;67.0;36.0;31.0;21.0;10.0
3877;Province of Gelderland;2008 March;52.0;26.0;26.0;17.0;9.0
3878;Province of Gelderland;2008 1st quarter;210.0;104.0;106.0;78.0;28.0
3879;Province of Gelderland;2008 April;58.0;27.0;31.0;18.0;13.0
3880;Province of Gelderland;2008 May;34.0;20.0;14.0;11.0;3.0
3881;Province of Gelderland;2008 June;55.0;34.0;21.0;16.0;5.0
3882;Province of Gelderland;2008 2nd quarter;147.0;81.0;66.0;45.0;21.0
3883;Province of Gelderland;2008 July;59.0;32.0;27.0;20.0;7.0
3884;Province of Gelderland;2008 August;52.0;26.0;26.0;18.0;8.0
3885;Province of Gelderland;2008 September;52.0;33.0;19.0;14.0;5.0
3886;Province of Gelderland;2008 3rd quarter;163.0;91.0;72.0;52.0;20.0
3887;Province of Gelderland;2008 October;72.0;43.0;29.0;17.0;12.0
3888;Province of Gelderland;2008 November;77.0;36.0;41.0;26.0;15.0
3889;Province of Gelderland;2008 December;101.0;58.0;43.0;27.0;16.0
3890;Province of Gelderland;2008 4th quarter;250.0;137.0;113.0;70.0;43.0
3891;Province of Gelderland;2008;770.0;413.0;357.0;245.0;112.0
3892;Province of Gelderland;2009 January;97.0;56.0;41.0;27.0;14.0
3893;Province of Gelderland;2009 February;98.0;63.0;35.0;25.0;10.0
3894;Province of Gelderland;2009 March;136.0;87.0;49.0;37.0;12.0
3895;Province of Gelderland;2009 1st quarter;331.0;206.0;125.0;89.0;36.0
3896;Province of Gelderland;2009 April;96.0;59.0;37.0;26.0;11.0
3897;Province of Gelderland;2009 May;113.0;78.0;35.0;27.0;8.0
3898;Province of Gelderland;2009 June;131.0;87.0;44.0;28.0;16.0
3899;Province of Gelderland;2009 2nd quarter;340.0;224.0;116.0;81.0;35.0
3900;Province of Gelderland;2009 July;111.0;82.0;29.0;14.0;15.0
3901;Province of Gelderland;2009 August;99.0;70.0;29.0;20.0;9.0
3902;Province of Gelderland;2009 September;95.0;66.0;29.0;22.0;7.0
3903;Province of Gelderland;2009 3rd quarter;305.0;218.0;87.0;56.0;31.0
3904;Province of Gelderland;2009 October;99.0;54.0;45.0;30.0;15.0
3905;Province of Gelderland;2009 November;116.0;85.0;31.0;22.0;9.0
3906;Province of Gelderland;2009 December;104.0;75.0;29.0;22.0;7.0
3907;Province of Gelderland;2009 4th quarter;319.0;214.0;105.0;74.0;31.0
3908;Province of Gelderland;2009;1295.0;862.0;433.0;300.0;133.0
3909;Province of Gelderland;2010 January;81.0;45.0;36.0;20.0;16.0
3910;Province of Gelderland;2010 February;88.0;58.0;30.0;25.0;5.0
3911;Province of Gelderland;2010 March;128.0;80.0;48.0;30.0;18.0
3912;Province of Gelderland;2010 1st quarter;297.0;183.0;114.0;75.0;39.0
3913;Province of Gelderland;2010 April;128.0;82.0;46.0;34.0;12.0
3914;Province of Gelderland;2010 May;62.0;39.0;23.0;15.0;8.0
3915;Province of Gelderland;2010 June;129.0;81.0;48.0;36.0;12.0
3916;Province of Gelderland;2010 2nd quarter;319.0;202.0;117.0;85.0;32.0
3917;Province of Gelderland;2010 July;73.0;53.0;20.0;13.0;7.0
3918;Province of Gelderland;2010 August;89.0;55.0;34.0;26.0;8.0
3919;Province of Gelderland;2010 September;77.0;52.0;25.0;17.0;8.0
3920;Province of Gelderland;2010 3rd quarter;239.0;160.0;79.0;56.0;23.0
3921;Province of Gelderland;2010 October;87.0;69.0;18.0;14.0;4.0
3922;Province of Gelderland;2010 November;116.0;69.0;47.0;33.0;14.0
3923;Province of Gelderland;2010 December;63.0;43.0;20.0;17.0;3.0
3924;Province of Gelderland;2010 4th quarter;266.0;181.0;85.0;64.0;21.0
