ID;Energiedragers;Perioden;TotaalAanbodTPES_1;Winning_2;Invoer_3;Uitvoer_4;Invoersaldo_5;Bunkering_6;Voorraadmutatie_7;Verbruikssaldo_8;TotaalInzet_9;InzetElektriciteitWKKOmzetting_10;InzetAndereOmzetting_11;TotaalProductie_12;ProductieElektriciteitWKKOmzetting_13;ProductieAndereOmzetting_14;TotaalSaldoEnergieomzetting_15;SaldoElektriciteitWKKOmzetting_16;SaldoAndereOmzetting_17;EigenVerbruikEnergiesector_18;VerliezenBijDistributie_19;TotaalFinaalVerbruik_20;FinaalEnergieverbruik_21;NietEnergetischGebruik_22;StatistischeVerschillen_23
139;Totaal energiedragers;2013 1e kwartaal;959.0;1078.0;2487.0;2373.0;114.0;173.0;-61.0;824.0;1123.0;269.0;854.0;997.0;171.0;827.0;126.0;99.0;27.0;45.0;7.0;646.0;505.0;141.0;135.0
140;Totaal energiedragers;2013 2e kwartaal;734.0;537.0;2413.0;2070.0;344.0;180.0;34.0;775.0;1062.0;221.0;842.0;946.0;134.0;812.0;116.0;86.0;30.0;40.0;6.0;613.0;465.0;148.0;-40.0
141;Totaal energiedragers;2013 3e kwartaal;687.0;435.0;2523.0;2077.0;445.0;177.0;-17.0;786.0;1047.0;218.0;829.0;925.0;125.0;799.0;122.0;92.0;30.0;40.0;5.0;619.0;465.0;155.0;-100.0
142;Totaal energiedragers;2013 4e kwartaal;839.0;808.0;2502.0;2319.0;183.0;165.0;13.0;821.0;1033.0;258.0;775.0;904.0;156.0;748.0;129.0;102.0;27.0;41.0;6.0;646.0;504.0;142.0;18.0
143;Totaal energiedragers;2013;3219.0;2858.0;9925.0;8839.0;1086.0;695.0;-30.0;3206.0;4265.0;965.0;3299.0;3772.0;586.0;3186.0;493.0;379.0;114.0;165.0;24.0;2524.0;1939.0;585.0;13.0
144;Totaal energiedragers;2014 1e kwartaal;859.0;759.0;2593.0;2337.0;257.0;169.0;12.0;786.0;1098.0;250.0;848.0;964.0;151.0;813.0;135.0;100.0;35.0;42.0;6.0;603.0;457.0;146.0;73.0
145;Totaal energiedragers;2014 2e kwartaal;708.0;553.0;2628.0;2142.0;486.0;181.0;-150.0;752.0;1098.0;228.0;871.0;974.0;132.0;843.0;124.0;96.0;28.0;38.0;5.0;586.0;428.0;158.0;-44.0
146;Totaal energiedragers;2014 3e kwartaal;680.0;486.0;2624.0;2188.0;436.0;177.0;-65.0;749.0;1075.0;226.0;849.0;941.0;130.0;811.0;134.0;96.0;38.0;39.0;5.0;571.0;421.0;149.0;-69.0
147;Totaal energiedragers;2014 4e kwartaal;801.0;704.0;2651.0;2442.0;209.0;165.0;53.0;758.0;1139.0;269.0;870.0;998.0;155.0;843.0;141.0;114.0;27.0;42.0;7.0;569.0;452.0;117.0;43.0
148;Totaal energiedragers;2014;3048.0;2503.0;10497.0;9109.0;1388.0;692.0;-150.0;3045.0;4410.0;972.0;3438.0;3877.0;567.0;3310.0;534.0;405.0;129.0;161.0;23.0;2328.0;1758.0;570.0;3.0
149;Totaal energiedragers;2015 1e kwartaal;882.0;665.0;2714.0;2524.0;190.0;167.0;195.0;;1169.0;269.0;899.0;1031.0;163.0;868.0;138.0;106.0;32.0;44.0;7.0;;;123.0;
150;Totaal energiedragers;2015 2e kwartaal;675.0;389.0;2944.0;2293.0;651.0;174.0;-192.0;;1152.0;223.0;928.0;1026.0;128.0;898.0;126.0;96.0;30.0;41.0;5.0;;;111.0;
151;Totaal energiedragers;2015 3e kwartaal;703.0;379.0;2905.0;2110.0;795.0;171.0;-299.0;;1194.0;241.0;953.0;1053.0;131.0;922.0;141.0;110.0;31.0;41.0;5.0;;;157.0;
152;Totaal energiedragers;2015 4e kwartaal;833.0;522.0;2786.0;2354.0;433.0;173.0;52.0;;1187.0;273.0;914.0;1043.0;164.0;880.0;143.0;109.0;34.0;44.0;6.0;;;152.0;
153;Totaal energiedragers;2015;3094.0;1954.0;11349.0;9280.0;2069.0;685.0;-243.0;3075.0;4701.0;1006.0;3695.0;4153.0;586.0;3568.0;548.0;420.0;127.0;170.0;24.0;2334.0;1792.0;542.0;19.0
154;Totaal energiedragers;2016 1e kwartaal;895.0;557.0;2747.0;2490.0;256.0;165.0;247.0;;1172.0;265.0;908.0;1041.0;160.0;881.0;131.0;104.0;27.0;47.0;6.0;;;134.0;
155;Totaal energiedragers;2016 2e kwartaal;695.0;387.0;2852.0;2272.0;581.0;178.0;-95.0;;1169.0;229.0;940.0;1044.0;132.0;912.0;125.0;97.0;28.0;44.0;6.0;;;138.0;
156;Totaal energiedragers;2016 3e kwartaal;681.0;360.0;2793.0;2228.0;564.0;183.0;-61.0;;1188.0;234.0;954.0;1061.0;134.0;927.0;127.0;100.0;27.0;43.0;6.0;;;145.0;
157;Totaal energiedragers;2016 4e kwartaal;871.0;507.0;2919.0;2588.0;331.0;159.0;193.0;;1315.0;287.0;1029.0;1175.0;172.0;1003.0;141.0;115.0;26.0;47.0;6.0;;;150.0;
158;Totaal energiedragers;2016;3141.0;1811.0;11311.0;9578.0;1732.0;685.0;283.0;3131.0;4845.0;1015.0;3830.0;4321.0;598.0;3723.0;524.0;417.0;107.0;181.0;24.0;2402.0;1835.0;567.0;11.0
159;Totaal kool en koolproducten;1946;305.0;241.0;94.0;13.0;81.0;5.0;-12.0;305.0;;;;;;;;;;;;;;;
160;Totaal kool en koolproducten;1947;367.0;290.0;115.0;16.0;99.0;7.0;-15.0;367.0;;;;;;;;;;;;;;;
161;Totaal kool en koolproducten;1948;392.0;310.0;112.0;28.0;85.0;8.0;5.0;392.0;;;;;;;;;;;;;;;
162;Totaal kool en koolproducten;1949;417.0;327.0;131.0;29.0;102.0;10.0;-2.0;417.0;;;;;;;;;;;;;;;
163;Totaal kool en koolproducten;1950;456.0;341.0;153.0;33.0;120.0;11.0;7.0;456.0;;;;;;;;;;;;;;;
164;Totaal kool en koolproducten;1951;474.0;348.0;175.0;36.0;139.0;10.0;-3.0;474.0;;;;;;;;;;;;;;;
165;Totaal kool en koolproducten;1952;462.0;350.0;180.0;42.0;138.0;8.0;-18.0;462.0;;;;;;;;;;;;;;;
166;Totaal kool en koolproducten;1953;473.0;344.0;178.0;48.0;129.0;6.0;6.0;473.0;;;;;;;;;;;;;;;
167;Totaal kool en koolproducten;1954;485.0;336.0;236.0;80.0;156.0;5.0;-2.0;485.0;;;;;;;;;;;;;;;
168;Totaal kool en koolproducten;1955;493.0;333.0;263.0;90.0;174.0;7.0;-7.0;493.0;;;;;;;;;;;;;;;
169;Totaal kool en koolproducten;1956;513.0;332.0;288.0;95.0;193.0;6.0;-6.0;513.0;;;;;;;;;;;;;;;
170;Totaal kool en koolproducten;1957;474.0;320.0;289.0;99.0;190.0;5.0;-31.0;474.0;;;;;;;;;;;;;;;
171;Totaal kool en koolproducten;1958;450.0;333.0;230.0;98.0;132.0;2.0;-13.0;450.0;;;;;;;;;;;;;;;
172;Totaal kool en koolproducten;1959;426.0;334.0;214.0;126.0;88.0;1.0;5.0;426.0;;;;;;;;;;;;;;;
173;Totaal kool en koolproducten;1960;444.0;343.0;231.0;147.0;84.0;1.0;18.0;444.0;;;;;;;;;;;;;;;
174;Totaal kool en koolproducten;1961;425.0;346.0;230.0;158.0;72.0;1.0;8.0;425.0;;;;;;;;;;;;;;;
175;Totaal kool en koolproducten;1962;453.0;317.0;283.0;152.0;131.0;0.0;6.0;453.0;;;;;;;;;;;;;;;
176;Totaal kool en koolproducten;1963;473.0;316.0;320.0;161.0;159.0;0.0;-2.0;473.0;;;;;;;;;;;;;;;
177;Totaal kool en koolproducten;1964;427.0;315.0;289.0;155.0;134.0;0.0;-22.0;427.0;;;;;;;;;;;;;;;
178;Totaal kool en koolproducten;1965;371.0;314.0;222.0;157.0;66.0;0.0;-8.0;371.0;;;;;;;;;;;;;;;
179;Totaal kool en koolproducten;1966;338.0;276.0;207.0;135.0;72.0;;-10.0;338.0;;;;;;;;;;;;;;;
180;Totaal kool en koolproducten;1967;325.0;221.0;215.0;137.0;78.0;;26.0;325.0;;;;;;;;;;;;;;;
181;Totaal kool en koolproducten;1968;308.0;182.0;232.0;126.0;105.0;;21.0;308.0;;;;;;;;;;;;;;;
182;Totaal kool en koolproducten;1969;262.0;152.0;205.0;102.0;103.0;;7.0;262.0;;;;;;;;;;;;;;;
183;Totaal kool en koolproducten;1970;192.0;119.0;168.0;90.0;78.0;;-4.0;192.0;;;;;;;;;;;;;;;
184;Totaal kool en koolproducten;1971;145.0;99.0;131.0;82.0;49.0;;-4.0;145.0;;;;;;;;;;;;;;;
185;Totaal kool en koolproducten;1972;124.0;77.0;121.0;88.0;32.0;;14.0;124.0;;;;;;;;;;;;;;;
186;Totaal kool en koolproducten;1973;126.0;47.0;134.0;72.0;62.0;;16.0;126.0;;;;;;;;;;;;;;;
187;Totaal kool en koolproducten;1974;120.0;21.0;149.0;52.0;97.0;;2.0;120.0;;;;;;;;;;;;;;;
188;Totaal kool en koolproducten;1975;101.0;0.0;131.0;21.0;110.0;;-8.0;101.0;;28.0;;;;;40.0;28.0;12.0;;;61.0;20.0;41.0;
189;Totaal kool en koolproducten;1976;126.0;0.0;149.0;22.0;127.0;;-1.0;126.0;;53.0;;;;;68.0;53.0;15.0;;;58.0;19.0;39.0;
190;Totaal kool en koolproducten;1977;132.0;0.0;153.0;22.0;131.0;;1.0;132.0;;64.0;;;;;77.0;64.0;13.0;;;56.0;17.0;39.0;
191;Totaal kool en koolproducten;1978;151.0;0.0;166.0;28.0;138.0;;13.0;152.0;;73.0;;;;;90.0;73.0;17.0;;;61.0;20.0;41.0;
192;Totaal kool en koolproducten;1979;144.0;0.0;208.0;56.0;152.0;;-8.0;145.0;;59.0;;;;;77.0;59.0;18.0;;;67.0;24.0;43.0;
193;Totaal kool en koolproducten;1980;167.0;0.0;221.0;56.0;165.0;;2.0;167.0;;87.0;;;;;106.0;87.0;19.0;;;60.0;22.0;38.0;
194;Totaal kool en koolproducten;1981;185.0;0.0;245.0;50.0;195.0;;-10.0;185.0;;101.0;;;;;118.0;101.0;17.0;;;67.0;23.0;44.0;
195;Totaal kool en koolproducten;1982;214.0;0.0;263.0;38.0;225.0;;-11.0;214.0;;137.0;;;;;151.0;137.0;14.0;;;62.0;20.0;42.0;
196;Totaal kool en koolproducten;1983;221.0;3.0;230.0;42.0;188.0;;31.0;222.0;;142.0;;;;;152.0;142.0;10.0;;;69.0;20.0;49.0;
197;Totaal kool en koolproducten;1984;267.0;3.0;328.0;70.0;258.0;;6.0;267.0;;162.0;;;;;176.0;162.0;14.0;;;91.0;29.0;62.0;
198;Totaal kool en koolproducten;1985;266.0;3.0;337.0;76.0;261.0;;2.0;266.0;;160.0;;;;;175.0;160.0;15.0;;;91.0;30.0;61.0;
199;Totaal kool en koolproducten;1986;274.0;2.0;358.0;94.0;264.0;;8.0;274.0;;173.0;;;;;188.0;173.0;15.0;;;87.0;30.0;57.0;
200;Totaal kool en koolproducten;1987;289.0;0.0;372.0;73.0;299.0;;-10.0;289.0;;187.0;;;;;201.0;187.0;14.0;;;88.0;37.0;51.0;
201;Totaal kool en koolproducten;1988;346.0;0.0;423.0;77.0;346.0;;0.0;346.0;;235.0;;;;;251.0;235.0;16.0;;;95.0;33.0;62.0;
202;Totaal kool en koolproducten;1989;343.0;0.0;404.0;58.0;346.0;;-3.0;343.0;;231.0;;;;;246.0;231.0;15.0;;;96.0;34.0;62.0;
203;Totaal kool en koolproducten;1990;367.0;;520.0;130.0;389.0;;-22.0;367.0;456.0;257.0;199.0;133.0;;133.0;323.0;257.0;66.0;;;44.0;33.0;11.0;0.0
204;Totaal kool en koolproducten;1991;336.0;;472.0;129.0;344.0;;-8.0;336.0;437.0;234.0;202.0;141.0;;141.0;296.0;234.0;62.0;;;40.0;30.0;10.0;0.0
205;Totaal kool en koolproducten;1992;335.0;;453.0;127.0;326.0;;9.0;335.0;444.0;240.0;204.0;142.0;;142.0;302.0;240.0;62.0;;;33.0;23.0;10.0;0.0
206;Totaal kool en koolproducten;1993;337.0;;451.0;124.0;328.0;;9.0;337.0;446.0;235.0;211.0;145.0;;145.0;301.0;235.0;66.0;1.0;;34.0;25.0;10.0;0.0
207;Totaal kool en koolproducten;1994;367.0;;477.0;104.0;373.0;;-6.0;367.0;478.0;257.0;221.0;144.0;;144.0;334.0;257.0;77.0;2.0;;31.0;21.0;10.0;0.0
208;Totaal kool en koolproducten;1995 1e kwartaal;93.0;;127.0;33.0;93.0;;0.0;;120.0;68.0;52.0;35.0;;35.0;85.0;68.0;17.0;1.0;;;;2.0;
209;Totaal kool en koolproducten;1995 2e kwartaal;97.0;;125.0;34.0;92.0;;5.0;;123.0;68.0;55.0;37.0;;37.0;86.0;68.0;18.0;1.0;;;;2.0;
210;Totaal kool en koolproducten;1995 3e kwartaal;93.0;;109.0;23.0;86.0;;6.0;;120.0;65.0;55.0;37.0;;37.0;83.0;65.0;18.0;0.0;;;;3.0;
211;Totaal kool en koolproducten;1995 4e kwartaal;91.0;;128.0;35.0;94.0;;-3.0;;121.0;67.0;54.0;36.0;;36.0;85.0;67.0;17.0;-1.0;;;;3.0;
212;Totaal kool en koolproducten;1995;373.0;;489.0;124.0;365.0;;8.0;374.0;484.0;268.0;215.0;145.0;;145.0;339.0;268.0;70.0;;;35.0;25.0;10.0;-1.0
213;Totaal kool en koolproducten;1996 1e kwartaal;94.0;;109.0;34.0;75.0;;19.0;;121.0;69.0;52.0;35.0;;35.0;86.0;69.0;17.0;1.0;;;;2.0;
214;Totaal kool en koolproducten;1996 2e kwartaal;90.0;;131.0;25.0;106.0;;-16.0;;116.0;62.0;54.0;36.0;;36.0;79.0;62.0;18.0;1.0;;;;3.0;
215;Totaal kool en koolproducten;1996 3e kwartaal;88.0;;111.0;30.0;81.0;;7.0;;117.0;62.0;55.0;37.0;;37.0;80.0;62.0;18.0;1.0;;;;3.0;
216;Totaal kool en koolproducten;1996 4e kwartaal;88.0;;114.0;27.0;87.0;;1.0;;118.0;63.0;55.0;37.0;;37.0;81.0;63.0;18.0;-2.0;;;;3.0;
217;Totaal kool en koolproducten;1996;360.0;;466.0;117.0;349.0;;10.0;362.0;472.0;256.0;216.0;145.0;;145.0;326.0;256.0;71.0;;;35.0;24.0;11.0;-2.0
218;Totaal kool en koolproducten;1997 1e kwartaal;90.0;;124.0;33.0;91.0;;-2.0;;118.0;63.0;55.0;36.0;;36.0;82.0;63.0;19.0;1.0;;;;2.0;
219;Totaal kool en koolproducten;1997 2e kwartaal;87.0;;158.0;32.0;126.0;;-39.0;;115.0;61.0;54.0;36.0;;36.0;79.0;61.0;18.0;0.0;;;;2.0;
220;Totaal kool en koolproducten;1997 3e kwartaal;81.0;;141.0;24.0;117.0;;-36.0;;109.0;53.0;55.0;36.0;;36.0;72.0;53.0;19.0;0.0;;;;3.0;
221;Totaal kool en koolproducten;1997 4e kwartaal;93.0;;125.0;54.0;71.0;;22.0;;120.0;65.0;55.0;37.0;;37.0;84.0;65.0;19.0;-1.0;;;;3.0;
222;Totaal kool en koolproducten;1997;350.0;;548.0;143.0;405.0;;-55.0;352.0;462.0;243.0;220.0;145.0;;145.0;317.0;243.0;75.0;;;35.0;25.0;10.0;-2.0
223;Totaal kool en koolproducten;1998 1e kwartaal;84.0;;125.0;65.0;60.0;;24.0;;118.0;64.0;54.0;36.0;;36.0;82.0;64.0;18.0;0.0;;;;2.0;
224;Totaal kool en koolproducten;1998 2e kwartaal;90.0;;147.0;43.0;104.0;;-14.0;;118.0;62.0;55.0;36.0;;36.0;81.0;62.0;19.0;1.0;;;;2.0;
225;Totaal kool en koolproducten;1998 3e kwartaal;90.0;;167.0;79.0;88.0;;3.0;;120.0;65.0;55.0;36.0;;36.0;84.0;65.0;19.0;-1.0;;;;2.0;
226;Totaal kool en koolproducten;1998 4e kwartaal;95.0;;154.0;66.0;88.0;;8.0;;114.0;63.0;51.0;33.0;;33.0;80.0;63.0;17.0;;;;;3.0;
227;Totaal kool en koolproducten;1998;357.0;;593.0;257.0;336.0;;20.0;359.0;469.0;254.0;215.0;141.0;;141.0;328.0;254.0;73.0;;;31.0;22.0;9.0;-2.0
228;Totaal kool en koolproducten;1999 1e kwartaal;84.0;;140.0;59.0;81.0;;2.0;;110.0;59.0;51.0;32.0;;32.0;77.0;59.0;19.0;;;;;1.0;
229;Totaal kool en koolproducten;1999 2e kwartaal;72.0;;166.0;68.0;98.0;;-26.0;;98.0;48.0;50.0;32.0;;32.0;65.0;48.0;17.0;;;;;2.0;
230;Totaal kool en koolproducten;1999 3e kwartaal;76.0;;115.0;50.0;66.0;;11.0;;98.0;51.0;47.0;29.0;;29.0;70.0;51.0;18.0;;;;;1.0;
231;Totaal kool en koolproducten;1999 4e kwartaal;81.0;;96.0;40.0;56.0;;25.0;;102.0;57.0;45.0;28.0;;28.0;75.0;57.0;17.0;;;;;2.0;
232;Totaal kool en koolproducten;1999;313.0;;517.0;216.0;301.0;;12.0;313.0;408.0;215.0;193.0;121.0;;121.0;287.0;215.0;72.0;;;26.0;20.0;6.0;0.0
233;Totaal kool en koolproducten;2000 1e kwartaal;81.0;;146.0;70.0;76.0;;5.0;;104.0;57.0;46.0;28.0;;28.0;75.0;57.0;18.0;;;;;1.0;
234;Totaal kool en koolproducten;2000 2e kwartaal;78.0;;147.0;67.0;79.0;;-2.0;;98.0;55.0;43.0;27.0;;27.0;71.0;55.0;16.0;;;;;1.0;
235;Totaal kool en koolproducten;2000 3e kwartaal;86.0;;153.0;59.0;94.0;;-8.0;;110.0;63.0;47.0;29.0;;29.0;81.0;63.0;17.0;;;;;1.0;
236;Totaal kool en koolproducten;2000 4e kwartaal;80.0;;150.0;67.0;83.0;;-3.0;;102.0;58.0;43.0;28.0;;28.0;74.0;58.0;15.0;;;;;1.0;
237;Totaal kool en koolproducten;2000;325.0;;596.0;263.0;332.0;;-7.0;325.0;414.0;234.0;179.0;112.0;;112.0;301.0;234.0;67.0;;;24.0;19.0;5.0;0.0
238;Totaal kool en koolproducten;2001 1e kwartaal;91.0;;178.0;101.0;76.0;;14.0;;114.0;69.0;45.0;28.0;;28.0;85.0;69.0;17.0;;;;;1.0;
239;Totaal kool en koolproducten;2001 2e kwartaal;88.0;;245.0;143.0;103.0;;-15.0;;111.0;65.0;47.0;29.0;;29.0;82.0;65.0;17.0;;;;;1.0;
240;Totaal kool en koolproducten;2001 3e kwartaal;86.0;;203.0;114.0;89.0;;-3.0;;110.0;61.0;49.0;30.0;;30.0;80.0;61.0;19.0;;;;;1.0;
241;Totaal kool en koolproducten;2001 4e kwartaal;81.0;;179.0;98.0;81.0;;0.0;;104.0;56.0;49.0;30.0;;30.0;75.0;56.0;19.0;;;;;1.0;
242;Totaal kool en koolproducten;2001;346.0;;805.0;455.0;349.0;;-3.0;346.0;440.0;251.0;189.0;118.0;;118.0;322.0;251.0;71.0;;;24.0;20.0;4.0;0.0
243;Totaal kool en koolproducten;2002 1e kwartaal;88.0;;154.0;69.0;85.0;;3.0;;110.0;63.0;47.0;29.0;;29.0;81.0;63.0;18.0;;;;;1.0;
244;Totaal kool en koolproducten;2002 2e kwartaal;80.0;;123.0;50.0;73.0;;7.0;;102.0;61.0;41.0;27.0;;27.0;75.0;61.0;15.0;;;;;1.0;
245;Totaal kool en koolproducten;2002 3e kwartaal;89.0;;138.0;60.0;77.0;;12.0;;113.0;63.0;49.0;29.0;;29.0;83.0;63.0;20.0;;;;;1.0;
246;Totaal kool en koolproducten;2002 4e kwartaal;91.0;;168.0;65.0;103.0;;-12.0;;114.0;66.0;48.0;29.0;;29.0;84.0;66.0;19.0;0.0;;;;1.0;
247;Totaal kool en koolproducten;2002;348.0;;583.0;245.0;338.0;;10.0;348.0;438.0;253.0;185.0;114.0;;114.0;324.0;253.0;72.0;0.0;;24.0;19.0;4.0;0.0
248;Totaal kool en koolproducten;2003 1e kwartaal;96.0;;155.0;53.0;102.0;;-6.0;;118.0;72.0;46.0;28.0;;28.0;90.0;72.0;18.0;;;;;1.0;
249;Totaal kool en koolproducten;2003 2e kwartaal;90.0;;143.0;55.0;88.0;;2.0;;113.0;65.0;48.0;29.0;;29.0;84.0;65.0;19.0;0.0;;;;1.0;
250;Totaal kool en koolproducten;2003 3e kwartaal;93.0;;150.0;51.0;100.0;;-7.0;;117.0;67.0;50.0;30.0;;30.0;86.0;67.0;19.0;0.0;;;;1.0;
251;Totaal kool en koolproducten;2003 4e kwartaal;81.0;;136.0;50.0;86.0;;-5.0;;104.0;54.0;50.0;30.0;;30.0;74.0;54.0;20.0;;;;;1.0;
252;Totaal kool en koolproducten;2003;360.0;;584.0;208.0;376.0;;-15.0;359.0;453.0;259.0;194.0;118.0;;118.0;335.0;259.0;76.0;;;25.0;20.0;5.0;1.0
253;Totaal kool en koolproducten;2004 1e kwartaal;85.0;;137.0;51.0;85.0;;0.0;;109.0;60.0;48.0;30.0;;30.0;79.0;60.0;19.0;;;;;1.0;
254;Totaal kool en koolproducten;2004 2e kwartaal;84.0;;173.0;81.0;92.0;;-8.0;;108.0;59.0;49.0;31.0;;31.0;77.0;59.0;18.0;;;;;1.0;
255;Totaal kool en koolproducten;2004 3e kwartaal;93.0;;162.0;54.0;108.0;;-15.0;;118.0;66.0;51.0;31.0;;31.0;87.0;66.0;20.0;;;;;1.0;
256;Totaal kool en koolproducten;2004 4e kwartaal;93.0;;136.0;71.0;65.0;;28.0;;117.0;65.0;51.0;31.0;;31.0;86.0;65.0;20.0;;;;;1.0;
257;Totaal kool en koolproducten;2004;355.0;;607.0;257.0;350.0;;5.0;355.0;451.0;251.0;200.0;122.0;;122.0;329.0;251.0;78.0;;;26.0;21.0;5.0;0.0
258;Totaal kool en koolproducten;2005 1e kwartaal;89.0;;129.0;40.0;89.0;;0.0;;113.0;62.0;51.0;31.0;;31.0;82.0;62.0;20.0;;;;;1.0;
259;Totaal kool en koolproducten;2005 2e kwartaal;80.0;;136.0;52.0;83.0;;-3.0;;105.0;56.0;49.0;30.0;;30.0;74.0;56.0;18.0;;;;;1.0;
260;Totaal kool en koolproducten;2005 3e kwartaal;85.0;;166.0;67.0;99.0;;-14.0;;109.0;60.0;49.0;31.0;;31.0;78.0;60.0;19.0;0.0;;;;1.0;
261;Totaal kool en koolproducten;2005 4e kwartaal;85.0;;122.0;50.0;72.0;;13.0;;109.0;58.0;51.0;31.0;;31.0;78.0;58.0;20.0;;;;;1.0;
262;Totaal kool en koolproducten;2005;339.0;;552.0;208.0;344.0;;-5.0;339.0;436.0;236.0;199.0;123.0;;123.0;313.0;236.0;76.0;0.0;;26.0;21.0;5.0;0.0
263;Totaal kool en koolproducten;2006 1e kwartaal;86.0;;138.0;77.0;61.0;;24.0;;109.0;60.0;49.0;30.0;;30.0;79.0;60.0;18.0;;;;;1.0;
264;Totaal kool en koolproducten;2006 2e kwartaal;82.0;;148.0;80.0;68.0;;14.0;;105.0;54.0;51.0;31.0;;31.0;74.0;54.0;20.0;;;;;1.0;
265;Totaal kool en koolproducten;2006 3e kwartaal;82.0;;142.0;60.0;82.0;;0.0;;104.0;59.0;45.0;29.0;;29.0;75.0;59.0;16.0;;;;;1.0;
266;Totaal kool en koolproducten;2006 4e kwartaal;74.0;;137.0;42.0;95.0;;-21.0;;94.0;55.0;40.0;26.0;;26.0;68.0;55.0;13.0;0.0;;;;1.0;
267;Totaal kool en koolproducten;2006;323.0;;565.0;259.0;306.0;;17.0;324.0;413.0;228.0;185.0;116.0;;116.0;297.0;228.0;69.0;0.0;;27.0;22.0;5.0;0.0
268;Totaal kool en koolproducten;2007 1e kwartaal;92.0;;181.0;86.0;95.0;;-2.0;;116.0;67.0;48.0;30.0;;30.0;86.0;67.0;19.0;0.0;;;;1.0;
269;Totaal kool en koolproducten;2007 2e kwartaal;77.0;;158.0;88.0;70.0;;7.0;;100.0;50.0;50.0;30.0;;30.0;70.0;50.0;20.0;;;;;1.0;
270;Totaal kool en koolproducten;2007 3e kwartaal;89.0;;193.0;94.0;99.0;;-9.0;;113.0;62.0;51.0;31.0;;31.0;81.0;62.0;20.0;0.0;;;;1.0;
271;Totaal kool en koolproducten;2007 4e kwartaal;94.0;;169.0;62.0;108.0;;-14.0;;117.0;66.0;51.0;32.0;;32.0;86.0;66.0;20.0;;;;;1.0;
272;Totaal kool en koolproducten;2007;352.0;;700.0;330.0;371.0;;-18.0;352.0;446.0;245.0;201.0;123.0;;123.0;323.0;245.0;78.0;;;29.0;24.0;5.0;0.0
273;Totaal kool en koolproducten;2008 1e kwartaal;90.0;;152.0;61.0;91.0;;-1.0;;114.0;63.0;51.0;31.0;;31.0;83.0;63.0;20.0;;;;;1.0;
274;Totaal kool en koolproducten;2008 2e kwartaal;86.0;;150.0;59.0;91.0;;-6.0;;110.0;58.0;52.0;32.0;;32.0;78.0;58.0;20.0;;;;;1.0;
275;Totaal kool en koolproducten;2008 3e kwartaal;77.0;;117.0;38.0;79.0;;-2.0;;101.0;50.0;51.0;32.0;;32.0;68.0;50.0;19.0;;;;;1.0;
276;Totaal kool en koolproducten;2008 4e kwartaal;81.0;;141.0;48.0;93.0;;-12.0;;100.0;61.0;39.0;24.0;;24.0;75.0;61.0;15.0;;;;;1.0;
277;Totaal kool en koolproducten;2008;333.0;;561.0;207.0;355.0;;-21.0;333.0;424.0;231.0;193.0;120.0;;120.0;304.0;231.0;73.0;;;29.0;24.0;5.0;0.0
278;Totaal kool en koolproducten;2009 1e kwartaal;83.0;;136.0;28.0;108.0;;-25.0;;98.0;65.0;33.0;20.0;;20.0;78.0;65.0;13.0;;;;;1.0;
279;Totaal kool en koolproducten;2009 2e kwartaal;71.0;;129.0;31.0;98.0;;-27.0;;86.0;55.0;32.0;21.0;;21.0;66.0;55.0;11.0;;;;;1.0;
280;Totaal kool en koolproducten;2009 3e kwartaal;79.0;;127.0;33.0;93.0;;-14.0;;98.0;55.0;43.0;26.0;;26.0;72.0;55.0;17.0;;;;;1.0;
281;Totaal kool en koolproducten;2009 4e kwartaal;80.0;;126.0;34.0;91.0;;-12.0;;99.0;54.0;45.0;27.0;;27.0;73.0;54.0;19.0;;;;;1.0;
282;Totaal kool en koolproducten;2009;314.0;;516.0;125.0;392.0;;-77.0;312.0;382.0;229.0;153.0;94.0;;94.0;289.0;229.0;60.0;;;23.0;19.0;4.0;2.0
283;Totaal kool en koolproducten;2010 1e kwartaal;84.0;;143.0;31.0;111.0;;-27.0;;105.0;63.0;42.0;27.0;;27.0;78.0;63.0;15.0;;;;;1.0;
284;Totaal kool en koolproducten;2010 2e kwartaal;69.0;;125.0;52.0;74.0;;-5.0;;91.0;45.0;46.0;29.0;;29.0;62.0;45.0;17.0;;;;;1.0;
285;Totaal kool en koolproducten;2010 3e kwartaal;76.0;;114.0;20.0;94.0;;-19.0;;99.0;51.0;47.0;30.0;;30.0;69.0;51.0;18.0;;;;;1.0;
286;Totaal kool en koolproducten;2010 4e kwartaal;87.0;;159.0;55.0;103.0;;-16.0;;109.0;64.0;45.0;29.0;;29.0;80.0;64.0;16.0;;;;;1.0;
287;Totaal kool en koolproducten;2010;316.0;;541.0;158.0;383.0;;-67.0;315.0;404.0;224.0;181.0;114.0;;114.0;290.0;224.0;66.0;;;26.0;22.0;4.0;0.0
288;Totaal kool en koolproducten;2011 1e kwartaal;79.0;;143.0;107.0;35.0;;43.0;;101.0;56.0;46.0;29.0;;29.0;72.0;56.0;17.0;;;;;1.0;
289;Totaal kool en koolproducten;2011 2e kwartaal;77.0;;174.0;70.0;104.0;;-27.0;;99.0;51.0;49.0;29.0;;29.0;70.0;51.0;19.0;;;;;1.0;
290;Totaal kool en koolproducten;2011 3e kwartaal;70.0;;177.0;69.0;107.0;;-38.0;;92.0;45.0;47.0;29.0;;29.0;63.0;45.0;19.0;;;;;1.0;
