ID;Geslacht;Leeftijd;Onderwijssoort;Migratieachtergrond;RegioS;Perioden;LeerlingenStudenten_1
19;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Nederland;2019/'20;950461.0
20;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Nederland;2020/'21;934228.0
21;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Nederland;2021/'22;929565.0
22;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Nederland;2022/'23;936579.0
23;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Noord-Nederland (LD);2000/'01;
24;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Noord-Nederland (LD);2001/'02;
25;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Noord-Nederland (LD);2002/'03;
26;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Noord-Nederland (LD);2003/'04;86723.0
27;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Noord-Nederland (LD);2004/'05;87208.0
28;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Noord-Nederland (LD);2005/'06;92302.0
29;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Noord-Nederland (LD);2006/'07;92932.0
30;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Noord-Nederland (LD);2007/'08;96590.0
31;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Noord-Nederland (LD);2008/'09;96316.0
32;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Noord-Nederland (LD);2009/'10;96976.0
33;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Noord-Nederland (LD);2010/'11;97308.0
34;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Noord-Nederland (LD);2011/'12;98360.0
35;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Noord-Nederland (LD);2012/'13;99451.0
36;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Noord-Nederland (LD);2013/'14;100767.0
37;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Noord-Nederland (LD);2014/'15;101765.0
38;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Noord-Nederland (LD);2015/'16;102423.0
39;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Noord-Nederland (LD);2016/'17;101519.0
40;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Noord-Nederland (LD);2017/'18;99973.0
41;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Noord-Nederland (LD);2018/'19;97115.0
42;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Noord-Nederland (LD);2019/'20;94187.0
43;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Noord-Nederland (LD);2020/'21;91359.0
44;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Noord-Nederland (LD);2021/'22;90260.0
45;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Noord-Nederland (LD);2022/'23;91007.0
46;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Oost-Nederland (LD);2000/'01;
47;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Oost-Nederland (LD);2001/'02;
48;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Oost-Nederland (LD);2002/'03;
49;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Oost-Nederland (LD);2003/'04;192303.0
50;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Oost-Nederland (LD);2004/'05;194468.0
51;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Oost-Nederland (LD);2005/'06;202096.0
52;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Oost-Nederland (LD);2006/'07;203360.0
53;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Oost-Nederland (LD);2007/'08;209696.0
54;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Oost-Nederland (LD);2008/'09;209048.0
55;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Oost-Nederland (LD);2009/'10;209485.0
56;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Oost-Nederland (LD);2010/'11;210191.0
57;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Oost-Nederland (LD);2011/'12;212547.0
58;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Oost-Nederland (LD);2012/'13;215841.0
59;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Oost-Nederland (LD);2013/'14;219386.0
60;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Oost-Nederland (LD);2014/'15;222298.0
61;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Oost-Nederland (LD);2015/'16;225693.0
62;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Oost-Nederland (LD);2016/'17;226150.0
63;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Oost-Nederland (LD);2017/'18;223111.0
64;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Oost-Nederland (LD);2018/'19;218515.0
65;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Oost-Nederland (LD);2019/'20;213207.0
66;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Oost-Nederland (LD);2020/'21;207984.0
67;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Oost-Nederland (LD);2021/'22;205784.0
68;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Oost-Nederland (LD);2022/'23;206677.0
69;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;West-Nederland (LD);2000/'01;
70;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;West-Nederland (LD);2001/'02;
71;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;West-Nederland (LD);2002/'03;
72;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;West-Nederland (LD);2003/'04;386482.0
73;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;West-Nederland (LD);2004/'05;393875.0
74;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;West-Nederland (LD);2005/'06;416507.0
75;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;West-Nederland (LD);2006/'07;417791.0
76;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;West-Nederland (LD);2007/'08;429476.0
77;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;West-Nederland (LD);2008/'09;426563.0
78;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;West-Nederland (LD);2009/'10;427008.0
79;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;West-Nederland (LD);2010/'11;430372.0
80;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;West-Nederland (LD);2011/'12;435862.0
81;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;West-Nederland (LD);2012/'13;442964.0
82;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;West-Nederland (LD);2013/'14;449803.0
83;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;West-Nederland (LD);2014/'15;456595.0
84;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;West-Nederland (LD);2015/'16;462746.0
85;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;West-Nederland (LD);2016/'17;464669.0
86;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;West-Nederland (LD);2017/'18;462835.0
87;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;West-Nederland (LD);2018/'19;458186.0
88;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;West-Nederland (LD);2019/'20;453232.0
89;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;West-Nederland (LD);2020/'21;449294.0
90;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;West-Nederland (LD);2021/'22;449833.0
91;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;West-Nederland (LD);2022/'23;455347.0
92;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Zuid-Nederland (LD);2000/'01;
93;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Zuid-Nederland (LD);2001/'02;
94;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Zuid-Nederland (LD);2002/'03;
95;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Zuid-Nederland (LD);2003/'04;189339.0
96;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Zuid-Nederland (LD);2004/'05;191786.0
97;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Zuid-Nederland (LD);2005/'06;198235.0
98;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Zuid-Nederland (LD);2006/'07;198964.0
99;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Zuid-Nederland (LD);2007/'08;202698.0
100;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Zuid-Nederland (LD);2008/'09;200381.0
101;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Zuid-Nederland (LD);2009/'10;199221.0
102;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Zuid-Nederland (LD);2010/'11;199535.0
103;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Zuid-Nederland (LD);2011/'12;199771.0
104;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Zuid-Nederland (LD);2012/'13;200272.0
105;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Zuid-Nederland (LD);2013/'14;201462.0
106;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Zuid-Nederland (LD);2014/'15;202307.0
107;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Zuid-Nederland (LD);2015/'16;202269.0
108;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Zuid-Nederland (LD);2016/'17;200954.0
109;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Zuid-Nederland (LD);2017/'18;197194.0
110;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Zuid-Nederland (LD);2018/'19;192341.0
111;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Zuid-Nederland (LD);2019/'20;187242.0
112;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Zuid-Nederland (LD);2020/'21;182449.0
113;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Zuid-Nederland (LD);2021/'22;180402.0
114;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Zuid-Nederland (LD);2022/'23;181107.0
115;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Niet in te delen (LD);2000/'01;
116;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Niet in te delen (LD);2001/'02;
117;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Niet in te delen (LD);2002/'03;
118;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Niet in te delen (LD);2003/'04;7695.0
119;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Niet in te delen (LD);2004/'05;6978.0
120;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Niet in te delen (LD);2005/'06;3461.0
121;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Niet in te delen (LD);2006/'07;2198.0
122;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Niet in te delen (LD);2007/'08;2676.0
123;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Niet in te delen (LD);2008/'09;2252.0
124;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Niet in te delen (LD);2009/'10;2253.0
125;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Niet in te delen (LD);2010/'11;2128.0
126;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Niet in te delen (LD);2011/'12;2133.0
127;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Niet in te delen (LD);2012/'13;2154.0
128;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Niet in te delen (LD);2013/'14;2096.0
129;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Niet in te delen (LD);2014/'15;2104.0
130;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Niet in te delen (LD);2015/'16;2205.0
131;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Niet in te delen (LD);2016/'17;2185.0
132;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Niet in te delen (LD);2017/'18;2139.0
133;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Niet in te delen (LD);2018/'19;2086.0
134;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Niet in te delen (LD);2019/'20;2593.0
135;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Niet in te delen (LD);2020/'21;3142.0
136;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Niet in te delen (LD);2021/'22;3286.0
137;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Niet in te delen (LD);2022/'23;2441.0
138;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Groningen (PV);2000/'01;
139;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Groningen (PV);2001/'02;
140;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Groningen (PV);2002/'03;
141;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Groningen (PV);2003/'04;27084.0
142;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Groningen (PV);2004/'05;27253.0
143;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Groningen (PV);2005/'06;28795.0
144;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Groningen (PV);2006/'07;28887.0
145;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Groningen (PV);2007/'08;30362.0
146;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Groningen (PV);2008/'09;29952.0
147;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Groningen (PV);2009/'10;29981.0
148;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Groningen (PV);2010/'11;30114.0
149;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Groningen (PV);2011/'12;30147.0
150;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Groningen (PV);2012/'13;30338.0
151;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Groningen (PV);2013/'14;30823.0
152;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Groningen (PV);2014/'15;31147.0
153;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Groningen (PV);2015/'16;31474.0
154;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Groningen (PV);2016/'17;31042.0
155;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Groningen (PV);2017/'18;30367.0
156;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Groningen (PV);2018/'19;29615.0
157;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Groningen (PV);2019/'20;28765.0
158;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Groningen (PV);2020/'21;28081.0
159;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Groningen (PV);2021/'22;27872.0
160;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Groningen (PV);2022/'23;28244.0
161;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Fryslân (PV);2000/'01;
162;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Fryslân (PV);2001/'02;
163;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Fryslân (PV);2002/'03;
164;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Fryslân (PV);2003/'04;34342.0
165;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Fryslân (PV);2004/'05;34536.0
166;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Fryslân (PV);2005/'06;36570.0
167;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Fryslân (PV);2006/'07;36770.0
168;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Fryslân (PV);2007/'08;37975.0
169;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Fryslân (PV);2008/'09;37929.0
170;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Fryslân (PV);2009/'10;38214.0
171;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Fryslân (PV);2010/'11;38065.0
172;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Fryslân (PV);2011/'12;38428.0
173;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Fryslân (PV);2012/'13;38860.0
174;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Fryslân (PV);2013/'14;39279.0
175;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Fryslân (PV);2014/'15;39597.0
176;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Fryslân (PV);2015/'16;40042.0
177;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Fryslân (PV);2016/'17;39641.0
178;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Fryslân (PV);2017/'18;39381.0
179;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Fryslân (PV);2018/'19;38274.0
180;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Fryslân (PV);2019/'20;37315.0
181;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Fryslân (PV);2020/'21;36182.0
182;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Fryslân (PV);2021/'22;35819.0
183;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Fryslân (PV);2022/'23;36071.0
184;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Drenthe (PV);2000/'01;
185;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Drenthe (PV);2001/'02;
186;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Drenthe (PV);2002/'03;
187;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Drenthe (PV);2003/'04;25297.0
188;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Drenthe (PV);2004/'05;25419.0
189;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Drenthe (PV);2005/'06;26937.0
190;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Drenthe (PV);2006/'07;27275.0
191;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Drenthe (PV);2007/'08;28253.0
192;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Drenthe (PV);2008/'09;28435.0
193;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Drenthe (PV);2009/'10;28781.0
194;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Drenthe (PV);2010/'11;29129.0
195;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Drenthe (PV);2011/'12;29785.0
196;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Drenthe (PV);2012/'13;30253.0
197;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Drenthe (PV);2013/'14;30665.0
198;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Drenthe (PV);2014/'15;31021.0
199;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Drenthe (PV);2015/'16;30907.0
200;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Drenthe (PV);2016/'17;30836.0
201;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Drenthe (PV);2017/'18;30225.0
202;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Drenthe (PV);2018/'19;29226.0
203;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Drenthe (PV);2019/'20;28107.0
204;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Drenthe (PV);2020/'21;27096.0
205;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Drenthe (PV);2021/'22;26569.0
206;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Drenthe (PV);2022/'23;26692.0
207;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Overijssel (PV);2000/'01;
208;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Overijssel (PV);2001/'02;
209;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Overijssel (PV);2002/'03;
210;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Overijssel (PV);2003/'04;61229.0
211;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Overijssel (PV);2004/'05;61498.0
212;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Overijssel (PV);2005/'06;63567.0
213;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Overijssel (PV);2006/'07;64004.0
214;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Overijssel (PV);2007/'08;65991.0
215;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Overijssel (PV);2008/'09;65586.0
216;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Overijssel (PV);2009/'10;65581.0
217;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Overijssel (PV);2010/'11;65879.0
218;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Overijssel (PV);2011/'12;66879.0
219;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Overijssel (PV);2012/'13;67941.0
220;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Overijssel (PV);2013/'14;69193.0
221;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Overijssel (PV);2014/'15;70151.0
222;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Overijssel (PV);2015/'16;71580.0
223;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Overijssel (PV);2016/'17;71930.0
224;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Overijssel (PV);2017/'18;71308.0
225;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Overijssel (PV);2018/'19;70214.0
