ID;Geslacht;Vooropleiding;Startjaar;OpleidingsrichtingEnSectorDiploma;Peilmoment;OnderwijspositiePeilmoment;TotaalDeelnemersStartjaar_1;TotaalGediplomeerden_2;Niveau1_3;Niveau2_4;Niveau3_5;Niveau4_6;NietGediplomeerden_7;TotaalGediplomeerden_8;Niveau1_9;Niveau2_10;Niveau3_11;Niveau4_12;NietGediplomeerden_13
15;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Onderwijs;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;7.0;0.0;0.0;0.0;7.0;;0.0;0.0;0.0;0.0;0.0;
16;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Onderwijs;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
17;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Onderwijs;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;7.0;0.0;0.0;0.0;7.0;;0.0;0.0;0.0;0.0;0.0;
18;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Onderwijs;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;43.0;0.0;0.0;0.0;43.0;;0.0;0.0;0.0;0.0;0.0;
19;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Onderwijs;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
20;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Onderwijs;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;43.0;0.0;0.0;0.0;43.0;;0.0;0.0;0.0;0.0;0.0;
21;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Onderwijs;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;1863.0;0.0;0.0;0.0;1863.0;;2.0;0.0;0.0;0.0;2.0;
22;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Onderwijs;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;50.0;0.0;0.0;0.0;50.0;;0.0;0.0;0.0;0.0;0.0;
23;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Onderwijs;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;1813.0;0.0;0.0;0.0;1813.0;;4.0;0.0;0.0;0.0;4.0;
24;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Onderwijs;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;2470.0;0.0;0.0;0.0;2470.0;;2.0;0.0;0.0;0.0;2.0;
25;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Onderwijs;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;121.0;0.0;0.0;0.0;121.0;;0.0;0.0;0.0;0.0;0.0;
26;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Onderwijs;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;2349.0;0.0;0.0;0.0;2349.0;;3.0;0.0;0.0;0.0;3.0;
27;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Onderwijs;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;2660.0;0.0;0.0;0.0;2660.0;;3.0;0.0;0.0;0.0;3.0;
28;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Onderwijs;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;149.0;0.0;0.0;0.0;149.0;;1.0;0.0;0.0;0.0;1.0;
29;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Onderwijs;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;2511.0;0.0;0.0;0.0;2511.0;;3.0;0.0;0.0;0.0;3.0;
30;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Vormgeving en audiovisuele ondersteuning;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;13.0;0.0;13.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
31;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Vormgeving en audiovisuele ondersteuning;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;11.0;0.0;11.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
32;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Vormgeving en audiovisuele ondersteuning;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;2.0;0.0;2.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
33;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Vormgeving en audiovisuele ondersteuning;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;357.0;0.0;285.0;37.0;35.0;;0.0;0.0;0.0;0.0;0.0;
34;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Vormgeving en audiovisuele ondersteuning;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;226.0;0.0;197.0;27.0;2.0;;0.0;0.0;0.0;0.0;0.0;
35;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Vormgeving en audiovisuele ondersteuning;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;131.0;0.0;88.0;10.0;33.0;;1.0;0.0;0.0;0.0;0.0;
36;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Vormgeving en audiovisuele ondersteuning;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;1122.0;0.0;350.0;311.0;461.0;;1.0;0.0;0.0;0.0;0.0;
37;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Vormgeving en audiovisuele ondersteuning;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;432.0;0.0;225.0;191.0;16.0;;1.0;0.0;0.0;0.0;0.0;
38;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Vormgeving en audiovisuele ondersteuning;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;690.0;0.0;125.0;120.0;445.0;;1.0;0.0;0.0;0.0;1.0;
39;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Vormgeving en audiovisuele ondersteuning;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;3657.0;0.0;343.0;367.0;2947.0;;4.0;0.0;0.0;0.0;3.0;
40;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Vormgeving en audiovisuele ondersteuning;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;435.0;0.0;184.0;166.0;85.0;;1.0;0.0;1.0;1.0;0.0;
41;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Vormgeving en audiovisuele ondersteuning;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;3222.0;0.0;159.0;201.0;2862.0;;4.0;0.0;0.0;0.0;4.0;
42;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Vormgeving en audiovisuele ondersteuning;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;4398.0;0.0;302.0;400.0;3696.0;;4.0;0.0;0.0;0.0;4.0;
43;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Vormgeving en audiovisuele ondersteuning;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;336.0;0.0;127.0;129.0;80.0;;2.0;0.0;1.0;1.0;0.0;
44;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Vormgeving en audiovisuele ondersteuning;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;4062.0;0.0;175.0;271.0;3616.0;;5.0;0.0;0.0;0.0;4.0;
45;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Handel en administratie en jur. onderst.;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;953.0;204.0;462.0;175.0;112.0;;1.0;0.0;0.0;0.0;0.0;
46;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Handel en administratie en jur. onderst.;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;674.0;167.0;352.0;150.0;5.0;;1.0;0.0;0.0;0.0;0.0;
47;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Handel en administratie en jur. onderst.;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;279.0;37.0;110.0;25.0;107.0;;3.0;0.0;1.0;0.0;1.0;
48;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Handel en administratie en jur. onderst.;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;6139.0;267.0;2806.0;2259.0;807.0;;6.0;0.0;3.0;2.0;1.0;
49;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Handel en administratie en jur. onderst.;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;3925.0;173.0;1934.0;1801.0;17.0;;5.0;0.0;2.0;2.0;0.0;
50;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Handel en administratie en jur. onderst.;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;2214.0;94.0;872.0;458.0;790.0;;9.0;0.0;4.0;2.0;3.0;
51;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Handel en administratie en jur. onderst.;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;13708.0;204.0;3758.0;3402.0;6344.0;;13.0;0.0;4.0;3.0;6.0;
52;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Handel en administratie en jur. onderst.;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;4466.0;76.0;2200.0;2090.0;100.0;;8.0;0.0;4.0;4.0;0.0;
53;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Handel en administratie en jur. onderst.;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;9242.0;128.0;1558.0;1312.0;6244.0;;20.0;0.0;3.0;3.0;13.0;
54;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Handel en administratie en jur. onderst.;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;17073.0;174.0;3717.0;3682.0;9500.0;;16.0;0.0;4.0;4.0;9.0;
55;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Handel en administratie en jur. onderst.;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;3643.0;33.0;1777.0;1599.0;234.0;;12.0;0.0;6.0;5.0;1.0;
56;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Handel en administratie en jur. onderst.;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;13430.0;141.0;1940.0;2083.0;9266.0;;18.0;0.0;3.0;3.0;13.0;
57;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Handel en administratie en jur. onderst.;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;18477.0;171.0;3349.0;3891.0;11066.0;;18.0;0.0;3.0;4.0;11.0;
58;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Handel en administratie en jur. onderst.;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;2591.0;25.0;1166.0;1147.0;253.0;;14.0;0.0;6.0;6.0;1.0;
59;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Handel en administratie en jur. onderst.;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;15886.0;146.0;2183.0;2744.0;10813.0;;19.0;0.0;3.0;3.0;13.0;
60;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;ICT;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;123.0;0.0;97.0;24.0;2.0;;0.0;0.0;0.0;0.0;0.0;
61;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;ICT;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;109.0;0.0;85.0;24.0;0.0;;0.0;0.0;0.0;0.0;0.0;
62;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;ICT;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;14.0;0.0;12.0;0.0;2.0;;0.0;0.0;0.0;0.0;0.0;
63;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;ICT;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;928.0;0.0;556.0;340.0;32.0;;1.0;0.0;1.0;0.0;0.0;
64;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;ICT;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;731.0;0.0;433.0;298.0;0.0;;1.0;0.0;1.0;0.0;0.0;
65;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;ICT;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;197.0;0.0;123.0;42.0;32.0;;1.0;0.0;1.0;0.0;0.0;
66;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;ICT;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;1877.0;0.0;691.0;806.0;380.0;;2.0;0.0;1.0;1.0;0.0;
67;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;ICT;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;1087.0;0.0;479.0;608.0;0.0;;2.0;0.0;1.0;1.0;0.0;
68;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;ICT;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;790.0;0.0;212.0;198.0;380.0;;2.0;0.0;0.0;0.0;1.0;
69;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;ICT;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;2845.0;0.0;627.0;883.0;1335.0;;3.0;0.0;1.0;1.0;1.0;
70;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;ICT;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;885.0;0.0;354.0;524.0;7.0;;3.0;0.0;1.0;2.0;0.0;
71;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;ICT;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;1960.0;0.0;273.0;359.0;1328.0;;3.0;0.0;0.0;0.0;2.0;
72;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;ICT;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;3181.0;0.0;559.0;868.0;1754.0;;3.0;0.0;1.0;1.0;2.0;
73;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;ICT;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;612.0;0.0;225.0;374.0;13.0;;3.0;0.0;1.0;2.0;0.0;
74;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;ICT;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;2569.0;0.0;334.0;494.0;1741.0;;3.0;0.0;0.0;1.0;2.0;
75;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Techniek, industrie en bouw;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;674.0;552.0;121.0;0.0;1.0;;1.0;1.0;0.0;0.0;0.0;
76;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Techniek, industrie en bouw;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;568.0;470.0;98.0;0.0;0.0;;1.0;1.0;0.0;0.0;0.0;
77;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Techniek, industrie en bouw;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;106.0;82.0;23.0;0.0;1.0;;1.0;1.0;0.0;0.0;0.0;
78;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Techniek, industrie en bouw;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;5110.0;754.0;4080.0;172.0;104.0;;5.0;1.0;4.0;0.0;0.0;
79;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Techniek, industrie en bouw;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;3398.0;523.0;2806.0;67.0;2.0;;4.0;1.0;4.0;0.0;0.0;
80;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Techniek, industrie en bouw;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;1712.0;231.0;1274.0;105.0;102.0;;7.0;1.0;5.0;0.0;0.0;
81;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Techniek, industrie en bouw;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;8286.0;550.0;6421.0;867.0;448.0;;8.0;1.0;6.0;1.0;0.0;
82;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Techniek, industrie en bouw;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;4626.0;255.0;3966.0;397.0;8.0;;8.0;0.0;7.0;1.0;0.0;
83;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Techniek, industrie en bouw;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;3660.0;295.0;2455.0;470.0;440.0;;8.0;1.0;5.0;1.0;1.0;
84;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Techniek, industrie en bouw;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;12466.0;429.0;5774.0;2625.0;3638.0;;12.0;0.0;6.0;3.0;4.0;
85;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Techniek, industrie en bouw;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;3805.0;111.0;2742.0;875.0;77.0;;12.0;0.0;9.0;3.0;0.0;
86;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Techniek, industrie en bouw;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;8661.0;318.0;3032.0;1750.0;3561.0;;12.0;0.0;4.0;2.0;5.0;
87;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Techniek, industrie en bouw;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;13674.0;377.0;4967.0;3676.0;4654.0;;13.0;0.0;5.0;4.0;4.0;
88;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Techniek, industrie en bouw;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;2777.0;45.0;1589.0;1012.0;131.0;;15.0;0.0;9.0;5.0;1.0;
89;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Techniek, industrie en bouw;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;10897.0;332.0;3378.0;2664.0;4523.0;;13.0;0.0;4.0;3.0;5.0;
90;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Landbouw en dieren;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;167.0;114.0;51.0;0.0;2.0;;0.0;0.0;0.0;0.0;0.0;
91;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Landbouw en dieren;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;93.0;64.0;29.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
92;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Landbouw en dieren;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;74.0;50.0;22.0;0.0;2.0;;1.0;0.0;0.0;0.0;0.0;
93;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Landbouw en dieren;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;1222.0;176.0;905.0;62.0;79.0;;1.0;0.0;1.0;0.0;0.0;
94;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Landbouw en dieren;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;584.0;65.0;472.0;40.0;7.0;;1.0;0.0;1.0;0.0;0.0;
95;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Landbouw en dieren;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;638.0;111.0;433.0;22.0;72.0;;3.0;0.0;2.0;0.0;0.0;
96;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Landbouw en dieren;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;2408.0;163.0;1076.0;807.0;362.0;;2.0;0.0;1.0;1.0;0.0;
97;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Landbouw en dieren;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;824.0;39.0;461.0;304.0;20.0;;1.0;0.0;1.0;1.0;0.0;
98;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Landbouw en dieren;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;1584.0;124.0;615.0;503.0;342.0;;3.0;0.0;1.0;1.0;1.0;
99;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Landbouw en dieren;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;3685.0;149.0;1040.0;1103.0;1393.0;;4.0;0.0;1.0;1.0;1.0;
100;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Landbouw en dieren;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;717.0;15.0;333.0;315.0;54.0;;2.0;0.0;1.0;1.0;0.0;
101;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Landbouw en dieren;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;2968.0;134.0;707.0;788.0;1339.0;;4.0;0.0;1.0;1.0;2.0;
102;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Landbouw en dieren;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;4034.0;143.0;950.0;1213.0;1728.0;;4.0;0.0;1.0;1.0;2.0;
103;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Landbouw en dieren;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;459.0;8.0;179.0;198.0;74.0;;2.0;0.0;1.0;1.0;0.0;
104;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Landbouw en dieren;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;3575.0;135.0;771.0;1015.0;1654.0;;4.0;0.0;1.0;1.0;2.0;
105;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Gezondheidszorg en welzijn;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;702.0;234.0;421.0;14.0;33.0;;1.0;0.0;0.0;0.0;0.0;
106;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Gezondheidszorg en welzijn;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;542.0;189.0;350.0;2.0;1.0;;1.0;0.0;0.0;0.0;0.0;
