ID;Geslacht;Vooropleiding;Startjaar;OpleidingsrichtingEnSectorDiploma;Peilmoment;OnderwijspositiePeilmoment;TotaalDeelnemersStartjaar_1;TotaalGediplomeerden_2;Niveau1_3;Niveau2_4;Niveau3_5;Niveau4_6;NietGediplomeerden_7;TotaalGediplomeerden_8;Niveau1_9;Niveau2_10;Niveau3_11;Niveau4_12;NietGediplomeerden_13
4349;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;ICT;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
4350;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Techniek, industrie en bouw;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;81.0;54.0;26.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4351;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Techniek, industrie en bouw;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;76.0;51.0;25.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4352;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Techniek, industrie en bouw;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;5.0;3.0;1.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4353;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Techniek, industrie en bouw;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;645.0;64.0;520.0;61.0;0.0;;2.0;0.0;1.0;0.0;0.0;
4354;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Techniek, industrie en bouw;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;495.0;51.0;404.0;40.0;0.0;;1.0;0.0;1.0;0.0;0.0;
4355;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Techniek, industrie en bouw;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;150.0;13.0;116.0;21.0;0.0;;3.0;0.0;2.0;0.0;0.0;
4356;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Techniek, industrie en bouw;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;1426.0;46.0;763.0;370.0;247.0;;4.0;0.0;2.0;1.0;1.0;
4357;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Techniek, industrie en bouw;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;746.0;28.0;535.0;179.0;4.0;;3.0;0.0;2.0;1.0;0.0;
4358;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Techniek, industrie en bouw;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;680.0;18.0;228.0;191.0;243.0;;4.0;0.0;1.0;1.0;1.0;
4359;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Techniek, industrie en bouw;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
4360;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Techniek, industrie en bouw;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
4361;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Techniek, industrie en bouw;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
4362;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Techniek, industrie en bouw;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
4363;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Techniek, industrie en bouw;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
4364;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Techniek, industrie en bouw;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
4365;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Landbouw en dieren;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;16.0;8.0;8.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4366;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Landbouw en dieren;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;12.0;7.0;5.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4367;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Landbouw en dieren;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;4.0;1.0;3.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4368;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Landbouw en dieren;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;74.0;4.0;53.0;14.0;3.0;;0.0;0.0;0.0;0.0;0.0;
4369;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Landbouw en dieren;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;37.0;3.0;26.0;8.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4370;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Landbouw en dieren;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;37.0;1.0;27.0;6.0;3.0;;1.0;0.0;1.0;0.0;0.0;
4371;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Landbouw en dieren;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;514.0;3.0;81.0;171.0;259.0;;1.0;0.0;0.0;0.0;1.0;
4372;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Landbouw en dieren;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;114.0;2.0;34.0;62.0;16.0;;1.0;0.0;0.0;0.0;0.0;
4373;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Landbouw en dieren;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;400.0;1.0;47.0;109.0;243.0;;2.0;0.0;0.0;1.0;1.0;
4374;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Landbouw en dieren;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
4375;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Landbouw en dieren;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
4376;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Landbouw en dieren;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
4377;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Landbouw en dieren;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
4378;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Landbouw en dieren;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
4379;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Landbouw en dieren;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
4380;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Gezondheidszorg en welzijn;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;59.0;19.0;40.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4381;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Gezondheidszorg en welzijn;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;53.0;18.0;35.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4382;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Gezondheidszorg en welzijn;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;6.0;1.0;5.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4383;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Gezondheidszorg en welzijn;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;295.0;24.0;197.0;6.0;68.0;;1.0;0.0;0.0;0.0;0.0;
4384;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Gezondheidszorg en welzijn;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;172.0;17.0;147.0;5.0;3.0;;0.0;0.0;0.0;0.0;0.0;
4385;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Gezondheidszorg en welzijn;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;123.0;7.0;50.0;1.0;65.0;;2.0;0.0;1.0;0.0;1.0;
4386;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Gezondheidszorg en welzijn;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;3081.0;15.0;288.0;571.0;2207.0;;8.0;0.0;1.0;1.0;6.0;
4387;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Gezondheidszorg en welzijn;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;564.0;9.0;186.0;291.0;78.0;;3.0;0.0;1.0;1.0;0.0;
4388;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Gezondheidszorg en welzijn;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;2517.0;6.0;102.0;280.0;2129.0;;14.0;0.0;1.0;2.0;12.0;
4389;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Gezondheidszorg en welzijn;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
4390;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Gezondheidszorg en welzijn;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
4391;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Gezondheidszorg en welzijn;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
4392;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Gezondheidszorg en welzijn;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
4393;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Gezondheidszorg en welzijn;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
4394;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Gezondheidszorg en welzijn;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
4395;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Persoonlijke dienstverlening;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;292.0;49.0;223.0;19.0;1.0;;1.0;0.0;1.0;0.0;0.0;
4396;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Persoonlijke dienstverlening;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;219.0;43.0;159.0;17.0;0.0;;1.0;0.0;0.0;0.0;0.0;
4397;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Persoonlijke dienstverlening;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;73.0;6.0;64.0;2.0;1.0;;3.0;0.0;3.0;0.0;0.0;
4398;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Persoonlijke dienstverlening;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;1650.0;45.0;1124.0;459.0;22.0;;4.0;0.0;3.0;1.0;0.0;
4399;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Persoonlijke dienstverlening;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;985.0;37.0;679.0;265.0;4.0;;3.0;0.0;2.0;1.0;0.0;
4400;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Persoonlijke dienstverlening;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;665.0;8.0;445.0;194.0;18.0;;13.0;0.0;8.0;4.0;0.0;
4401;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Persoonlijke dienstverlening;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;4157.0;33.0;1299.0;1616.0;1209.0;;10.0;0.0;3.0;4.0;3.0;
4402;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Persoonlijke dienstverlening;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;1428.0;20.0;664.0;689.0;55.0;;6.0;0.0;3.0;3.0;0.0;
4403;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Persoonlijke dienstverlening;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;2729.0;13.0;635.0;927.0;1154.0;;16.0;0.0;4.0;5.0;7.0;
4404;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Persoonlijke dienstverlening;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
4405;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Persoonlijke dienstverlening;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
4406;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Persoonlijke dienstverlening;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
4407;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Persoonlijke dienstverlening;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
4408;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Persoonlijke dienstverlening;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
4409;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Persoonlijke dienstverlening;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
4410;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Algemeen;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;308.0;308.0;0.0;0.0;0.0;;1.0;1.0;0.0;0.0;0.0;
4411;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Algemeen;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;263.0;263.0;0.0;0.0;0.0;;1.0;1.0;0.0;0.0;0.0;
4412;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Algemeen;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;45.0;45.0;0.0;0.0;0.0;;2.0;2.0;0.0;0.0;0.0;
4413;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Algemeen;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;320.0;320.0;0.0;0.0;0.0;;1.0;1.0;0.0;0.0;0.0;
4414;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Algemeen;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;224.0;224.0;0.0;0.0;0.0;;1.0;1.0;0.0;0.0;0.0;
4415;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Algemeen;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;96.0;96.0;0.0;0.0;0.0;;2.0;2.0;0.0;0.0;0.0;
4416;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Algemeen;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;241.0;241.0;0.0;0.0;0.0;;1.0;1.0;0.0;0.0;0.0;
4417;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Algemeen;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;127.0;127.0;0.0;0.0;0.0;;1.0;1.0;0.0;0.0;0.0;
4418;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Algemeen;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;114.0;114.0;0.0;0.0;0.0;;1.0;1.0;0.0;0.0;0.0;
4419;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Algemeen;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
4420;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Algemeen;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
4421;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Algemeen;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
4422;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Algemeen;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
4423;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Algemeen;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
4424;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Algemeen;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
4425;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector landbouw;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;42.0;11.0;18.0;0.0;13.0;;0.0;0.0;0.0;0.0;0.0;
4426;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector landbouw;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;23.0;10.0;12.0;0.0;1.0;;0.0;0.0;0.0;0.0;0.0;
4427;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector landbouw;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;19.0;1.0;6.0;0.0;12.0;;1.0;0.0;0.0;0.0;1.0;
4428;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector landbouw;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;146.0;7.0;86.0;19.0;34.0;;0.0;0.0;0.0;0.0;0.0;
4429;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector landbouw;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;67.0;5.0;47.0;10.0;5.0;;0.0;0.0;0.0;0.0;0.0;
4430;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector landbouw;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;79.0;2.0;39.0;9.0;29.0;;2.0;0.0;1.0;0.0;1.0;
4431;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector landbouw;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;704.0;6.0;117.0;221.0;360.0;;2.0;0.0;0.0;1.0;1.0;
4432;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector landbouw;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;157.0;3.0;53.0;77.0;24.0;;1.0;0.0;0.0;0.0;0.0;
4433;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector landbouw;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;547.0;3.0;64.0;144.0;336.0;;3.0;0.0;0.0;1.0;2.0;
4434;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector landbouw;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
4435;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector landbouw;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
4436;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector landbouw;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
4437;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector landbouw;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
4438;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector landbouw;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
4439;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector landbouw;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
4440;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector techniek;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;153.0;55.0;97.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4441;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector techniek;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;142.0;51.0;91.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4442;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector techniek;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;11.0;4.0;6.0;1.0;0.0;;1.0;0.0;0.0;0.0;0.0;
4443;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector techniek;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;871.0;67.0;679.0;111.0;14.0;;2.0;0.0;2.0;0.0;0.0;
4444;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector techniek;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;625.0;52.0;503.0;69.0;1.0;;2.0;0.0;1.0;0.0;0.0;
4445;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector techniek;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;246.0;15.0;176.0;42.0;13.0;;5.0;0.0;3.0;1.0;0.0;
4446;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector techniek;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;2377.0;54.0;996.0;503.0;824.0;;6.0;0.0;2.0;1.0;2.0;
4447;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector techniek;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;965.0;34.0;669.0;250.0;12.0;;4.0;0.0;3.0;1.0;0.0;
4448;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector techniek;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;1412.0;20.0;327.0;253.0;812.0;;8.0;0.0;2.0;1.0;5.0;
4449;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector techniek;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
4450;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector techniek;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
4451;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector techniek;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
4452;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector techniek;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
4453;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector techniek;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
4454;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector techniek;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
4455;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector economie;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;546.0;68.0;265.0;211.0;2.0;;1.0;0.0;1.0;1.0;0.0;
4456;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector economie;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;443.0;62.0;187.0;194.0;0.0;;1.0;0.0;0.0;1.0;0.0;
4457;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector economie;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;103.0;6.0;78.0;17.0;2.0;;5.0;0.0;4.0;1.0;0.0;
4458;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector economie;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;3455.0;63.0;1114.0;1672.0;606.0;;9.0;0.0;3.0;4.0;2.0;
4459;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector economie;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;1993.0;51.0;625.0;1306.0;11.0;;6.0;0.0;2.0;4.0;0.0;
4460;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector economie;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;1462.0;12.0;489.0;366.0;595.0;;28.0;0.0;9.0;7.0;11.0;
4461;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector economie;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;9325.0;41.0;1345.0;2210.0;5729.0;;23.0;0.0;3.0;6.0;14.0;
4462;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector economie;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;2036.0;22.0;692.0;1184.0;138.0;;9.0;0.0;3.0;5.0;1.0;
4463;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector economie;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;7289.0;19.0;653.0;1026.0;5591.0;;42.0;0.0;4.0;6.0;32.0;
4464;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector economie;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
4465;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector economie;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
4466;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector economie;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
4467;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector economie;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
4468;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector economie;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
4469;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector economie;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
4470;Totaal deelnemers startjaar;Vmbo gemengd/theoretisch;2012;Sector zorg en welzijn;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;89.0;19.0;67.0;0.0;3.0;;0.0;0.0;0.0;0.0;0.0;
