ID;Bestemmingen;Perioden;Wegingscoefficienten_1;Prijsindexcijfers_2
5178;  Oostenrijk             per touringcar;  maart     1987;144.0;99.0
5179;  Oostenrijk             per touringcar;zomer   1987;32.0;89.0
5180;  Oostenrijk             per touringcar;  april     1987;32.0;85.0
5181;  Oostenrijk             per touringcar;  mei       1987;32.0;87.0
5182;  Oostenrijk             per touringcar;  juni      1987;32.0;91.0
5183;  Oostenrijk             per touringcar;  juli      1987;32.0;94.0
5184;  Oostenrijk             per touringcar;  augustus  1987;32.0;91.0
5185;  Oostenrijk             per touringcar;  september 1987;32.0;88.0
5186;  Oostenrijk             per touringcar;  oktober   1987;32.0;86.0
5187;  Oostenrijk             per touringcar;winter  1988;144.0;101.0
5188;  Oostenrijk             per touringcar;  december  1987;144.0;103.0
5189;  Oostenrijk             per touringcar;  januari   1988;144.0;94.0
5190;  Oostenrijk             per touringcar;  februari  1988;144.0;106.0
5191;  Oostenrijk             per touringcar;  maart     1988;144.0;101.0
5192;  Oostenrijk             per touringcar;zomer   1988;32.0;91.0
5193;  Oostenrijk             per touringcar;  april     1988;32.0;87.0
5194;  Oostenrijk             per touringcar;  mei       1988;32.0;90.0
5195;  Oostenrijk             per touringcar;  juni      1988;32.0;93.0
5196;  Oostenrijk             per touringcar;  juli      1988;32.0;96.0
5197;  Oostenrijk             per touringcar;  augustus  1988;32.0;95.0
5198;  Oostenrijk             per touringcar;  september 1988;32.0;91.0
5199;  Oostenrijk             per touringcar;  oktober   1988;32.0;88.0
5200;  Oostenrijk             per touringcar;winter  1989;144.0;98.0
5201;  Oostenrijk             per touringcar;  december  1988;144.0;111.0
5202;  Oostenrijk             per touringcar;  januari   1989;144.0;90.0
5203;  Oostenrijk             per touringcar;  februari  1989;144.0;105.0
5204;  Oostenrijk             per touringcar;  maart     1989;144.0;88.0
5205;  Oostenrijk             per touringcar;zomer   1989;32.0;96.0
5206;  Oostenrijk             per touringcar;  april     1989;32.0;91.0
5207;  Oostenrijk             per touringcar;  mei       1989;32.0;94.0
5208;  Oostenrijk             per touringcar;  juni      1989;32.0;97.0
5209;  Oostenrijk             per touringcar;  juli      1989;32.0;99.0
5210;  Oostenrijk             per touringcar;  augustus  1989;32.0;99.0
5211;  Oostenrijk             per touringcar;  september 1989;32.0;97.0
5212;  Oostenrijk             per touringcar;  oktober   1989;32.0;91.0
5213;  Oostenrijk             per touringcar;winter  1990;144.0;100.0
5214;  Oostenrijk             per touringcar;  december  1989;;
5215;  Oostenrijk             per touringcar;  januari   1990;144.0;100.0
5216;  Oostenrijk             per touringcar;  februari  1990;144.0;100.0
5217;  Oostenrijk             per touringcar;  maart     1990;144.0;100.0
5218;  Oostenrijk             per touringcar;zomer   1990;32.0;100.0
5219;  Oostenrijk             per touringcar;  april     1990;32.0;100.0
5220;  Oostenrijk             per touringcar;  mei       1990;32.0;100.0
5221;  Oostenrijk             per touringcar;  juni      1990;32.0;100.0
5222;  Oostenrijk             per touringcar;  juli      1990;32.0;100.0
5223;  Oostenrijk             per touringcar;  augustus  1990;32.0;100.0
5224;  Oostenrijk             per touringcar;  september 1990;32.0;100.0
5225;  Oostenrijk             per touringcar;  oktober   1990;32.0;100.0
5226;  Oostenrijk             per touringcar;winter  1991;144.0;107.0
5227;  Oostenrijk             per touringcar;  december  1990;144.0;114.0
5228;  Oostenrijk             per touringcar;  januari   1991;144.0;98.0
5229;  Oostenrijk             per touringcar;  februari  1991;144.0;118.0
5230;  Oostenrijk             per touringcar;  maart     1991;144.0;100.0
5231;  Oostenrijk             per touringcar;zomer   1991;32.0;105.0
5232;  Oostenrijk             per touringcar;  april     1991;32.0;98.0
5233;  Oostenrijk             per touringcar;  mei       1991;32.0;102.0
5234;  Oostenrijk             per touringcar;  juni      1991;32.0;108.0
5235;  Oostenrijk             per touringcar;  juli      1991;32.0;114.0
5236;  Oostenrijk             per touringcar;  augustus  1991;32.0;110.0
5237;  Oostenrijk             per touringcar;  september 1991;32.0;103.0
5238;  Oostenrijk             per touringcar;  oktober   1991;32.0;101.0
5239;  Oostenrijk             per touringcar;winter  1992;144.0;112.0
5240;  Oostenrijk             per touringcar;  december  1991;144.0;120.0
5241;  Oostenrijk             per touringcar;  januari   1992;144.0;103.0
5242;  Oostenrijk             per touringcar;  februari  1992;144.0;124.0
5243;  Oostenrijk             per touringcar;  maart     1992;144.0;102.0
5244;  Oostenrijk             per touringcar;zomer   1992;32.0;109.0
5245;  Oostenrijk             per touringcar;  april     1992;32.0;106.0
5246;  Oostenrijk             per touringcar;  mei       1992;32.0;106.0
5247;  Oostenrijk             per touringcar;  juni      1992;32.0;110.0
5248;  Oostenrijk             per touringcar;  juli      1992;32.0;119.0
5249;  Oostenrijk             per touringcar;  augustus  1992;32.0;114.0
5250;  Oostenrijk             per touringcar;  september 1992;32.0;107.0
5251;  Oostenrijk             per touringcar;  oktober   1992;32.0;105.0
5252;  Oostenrijk             per touringcar;winter  1993;144.0;121.0
5253;  Oostenrijk             per touringcar;  december  1992;144.0;129.0
5254;  Oostenrijk             per touringcar;  januari   1993;144.0;109.0
5255;  Oostenrijk             per touringcar;  februari  1993;144.0;135.0
5256;  Oostenrijk             per touringcar;  maart     1993;144.0;111.0
5257;  Oostenrijk             per touringcar;zomer   1993;32.0;115.0
5258;  Oostenrijk             per touringcar;  april     1993;32.0;111.0
5259;  Oostenrijk             per touringcar;  mei       1993;32.0;111.0
5260;  Oostenrijk             per touringcar;  juni      1993;32.0;114.0
5261;  Oostenrijk             per touringcar;  juli      1993;32.0;123.0
5262;  Oostenrijk             per touringcar;  augustus  1993;32.0;119.0
5263;  Oostenrijk             per touringcar;  september 1993;32.0;113.0
5264;  Oostenrijk             per touringcar;  oktober   1993;32.0;112.0
5265;  Oostenrijk             per touringcar;winter  1994;144.0;126.0
5266;  Oostenrijk             per touringcar;  december  1993;144.0;133.0
5267;  Oostenrijk             per touringcar;  januari   1994;144.0;114.0
5268;  Oostenrijk             per touringcar;  februari  1994;144.0;139.0
5269;  Oostenrijk             per touringcar;  maart     1994;144.0;117.0
5270;  Oostenrijk             per touringcar;zomer   1994;32.0;116.0
5271;  Oostenrijk             per touringcar;  april     1994;32.0;107.0
5272;  Oostenrijk             per touringcar;  mei       1994;32.0;113.0
5273;  Oostenrijk             per touringcar;  juni      1994;32.0;118.0
5274;  Oostenrijk             per touringcar;  juli      1994;32.0;128.0
5275;  Oostenrijk             per touringcar;  augustus  1994;32.0;124.0
5276;  Oostenrijk             per touringcar;  september 1994;32.0;114.0
5277;  Oostenrijk             per touringcar;  oktober   1994;32.0;108.0
5278;  Oostenrijk             per touringcar;winter  1995;144.0;131.0
5279;  Oostenrijk             per touringcar;  december  1994;144.0;143.0
5280;  Oostenrijk             per touringcar;  januari   1995;144.0;120.0
5281;  Oostenrijk             per touringcar;  februari  1995;144.0;144.0
5282;  Oostenrijk             per touringcar;  maart     1995;144.0;118.0
5283;  Oostenrijk             per touringcar;zomer   1995;32.0;115.0
5284;  Oostenrijk             per touringcar;  april     1995;32.0;105.0
5285;  Oostenrijk             per touringcar;  mei       1995;32.0;112.0
5286;  Oostenrijk             per touringcar;  juni      1995;32.0;117.0
5287;  Oostenrijk             per touringcar;  juli      1995;32.0;125.0
5288;  Oostenrijk             per touringcar;  augustus  1995;32.0;120.0
5289;  Oostenrijk             per touringcar;  september 1995;32.0;115.0
5290;  Oostenrijk             per touringcar;  oktober   1995;32.0;108.0
5291;  Oostenrijk             per touringcar;winter  1996;;
5292;  Oostenrijk             per touringcar;  december  1995;144.0;139.0
5293;  Oostenrijk             per touringcar;  januari   1996;144.0;118.0
5294;  Oostenrijk             per touringcar;  februari  1996;144.0;143.0
5295;  Oostenrijk             per touringcar;  maart     1996;144.0;122.0
5296;  Oostenrijk             per touringcar;zomer   1996;32.0;113.0
5297;  Oostenrijk             per touringcar;  april     1996;32.0;107.0
5298;  Oostenrijk             per touringcar;  mei       1996;32.0;111.0
5299;  Oostenrijk             per touringcar;  juni      1996;32.0;115.0
5300;  Oostenrijk             per touringcar;  juli      1996;32.0;124.0
5301;  Oostenrijk             per touringcar;  augustus  1996;32.0;119.0
5302;  Oostenrijk             per touringcar;  september 1996;32.0;111.0
5303;  Oostenrijk             per touringcar;  oktober   1996;32.0;106.0
5304;  Oostenrijk             per trein;winter  1985;37.0;113.0
5305;  Oostenrijk             per trein;  december  1984;37.0;113.0
5306;  Oostenrijk             per trein;  januari   1985;37.0;113.0
5307;  Oostenrijk             per trein;  februari  1985;37.0;113.0
5308;  Oostenrijk             per trein;  maart     1985;37.0;113.0
5309;  Oostenrijk             per trein;zomer   1985;;
5310;  Oostenrijk             per trein;  april     1985;;
5311;  Oostenrijk             per trein;  mei       1985;;
5312;  Oostenrijk             per trein;  juni      1985;;
5313;  Oostenrijk             per trein;  juli      1985;;
5314;  Oostenrijk             per trein;  augustus  1985;;
5315;  Oostenrijk             per trein;  september 1985;;
5316;  Oostenrijk             per trein;  oktober   1985;;
5317;  Oostenrijk             per trein;winter  1986;37.0;115.0
5318;  Oostenrijk             per trein;  december  1985;37.0;118.0
5319;  Oostenrijk             per trein;  januari   1986;37.0;113.0
5320;  Oostenrijk             per trein;  februari  1986;37.0;117.0
5321;  Oostenrijk             per trein;  maart     1986;37.0;114.0
5322;  Oostenrijk             per trein;zomer   1986;;
5323;  Oostenrijk             per trein;  april     1986;;
5324;  Oostenrijk             per trein;  mei       1986;;
5325;  Oostenrijk             per trein;  juni      1986;;
5326;  Oostenrijk             per trein;  juli      1986;;
5327;  Oostenrijk             per trein;  augustus  1986;;
5328;  Oostenrijk             per trein;  september 1986;;
5329;  Oostenrijk             per trein;  oktober   1986;;
5330;  Oostenrijk             per trein;winter  1987;37.0;120.0
5331;  Oostenrijk             per trein;  december  1986;37.0;137.0
5332;  Oostenrijk             per trein;  januari   1987;37.0;110.0
5333;  Oostenrijk             per trein;  februari  1987;37.0;128.0
5334;  Oostenrijk             per trein;  maart     1987;37.0;106.0
5335;  Oostenrijk             per trein;zomer   1987;;
5336;  Oostenrijk             per trein;  april     1987;;
5337;  Oostenrijk             per trein;  mei       1987;;
5338;  Oostenrijk             per trein;  juni      1987;;
5339;  Oostenrijk             per trein;  juli      1987;;
5340;  Oostenrijk             per trein;  augustus  1987;;
5341;  Oostenrijk             per trein;  september 1987;;
5342;  Oostenrijk             per trein;  oktober   1987;;
5343;  Oostenrijk             per trein;winter  1988;37.0;94.0
5344;  Oostenrijk             per trein;  december  1987;37.0;102.0
5345;  Oostenrijk             per trein;  januari   1988;37.0;87.0
5346;  Oostenrijk             per trein;  februari  1988;37.0;100.0
5347;  Oostenrijk             per trein;  maart     1988;37.0;85.0
5348;  Oostenrijk             per trein;zomer   1988;;
5349;  Oostenrijk             per trein;  april     1988;;
5350;  Oostenrijk             per trein;  mei       1988;;
5351;  Oostenrijk             per trein;  juni      1988;;
5352;  Oostenrijk             per trein;  juli      1988;;
5353;  Oostenrijk             per trein;  augustus  1988;;
5354;  Oostenrijk             per trein;  september 1988;;
5355;  Oostenrijk             per trein;  oktober   1988;;
5356;  Oostenrijk             per trein;winter  1989;37.0;97.0
5357;  Oostenrijk             per trein;  december  1988;37.0;104.0
5358;  Oostenrijk             per trein;  januari   1989;37.0;88.0
5359;  Oostenrijk             per trein;  februari  1989;37.0;106.0
5360;  Oostenrijk             per trein;  maart     1989;37.0;91.0
5361;  Oostenrijk             per trein;zomer   1989;;
5362;  Oostenrijk             per trein;  april     1989;;
5363;  Oostenrijk             per trein;  mei       1989;;
5364;  Oostenrijk             per trein;  juni      1989;;
5365;  Oostenrijk             per trein;  juli      1989;;
5366;  Oostenrijk             per trein;  augustus  1989;;
5367;  Oostenrijk             per trein;  september 1989;;
5368;  Oostenrijk             per trein;  oktober   1989;;
5369;  Oostenrijk             per trein;winter  1990;37.0;100.0
5370;  Oostenrijk             per trein;  december  1989;;
5371;  Oostenrijk             per trein;  januari   1990;37.0;100.0
5372;  Oostenrijk             per trein;  februari  1990;37.0;100.0
5373;  Oostenrijk             per trein;  maart     1990;37.0;100.0
5374;  Oostenrijk             per trein;zomer   1990;;
5375;  Oostenrijk             per trein;  april     1990;;
5376;  Oostenrijk             per trein;  mei       1990;;
5377;  Oostenrijk             per trein;  juni      1990;;
5378;  Oostenrijk             per trein;  juli      1990;;
5379;  Oostenrijk             per trein;  augustus  1990;;
5380;  Oostenrijk             per trein;  september 1990;;
5381;  Oostenrijk             per trein;  oktober   1990;;
5382;  Oostenrijk             per trein;winter  1991;37.0;106.0
5383;  Oostenrijk             per trein;  december  1990;37.0;119.0
5384;  Oostenrijk             per trein;  januari   1991;37.0;93.0
