ID;TechnologyArea;Periods;EnterprisesApplyingForAnEPOPatent_1;PatentApplicationsAtTheEPO_2;EnterprisesApplyingForANLOCPatent_3;PatentApplicationsAtTheNLOC_4
104;B3 Printing;2005;28.0;67.0;22.0;26.0
105;B3 Printing;2006;17.0;46.0;28.0;22.0
106;B3 Printing;2007;23.0;47.0;24.0;21.0
107;B3 Printing;2008;20.0;39.0;26.0;18.0
108;B3 Printing;2009;25.0;32.0;21.0;13.0
109;B3 Printing;2010;17.0;18.0;12.0;11.0
110;B4 Transporting;2000;143.0;218.0;208.0;294.0
111;B4 Transporting;2001;143.0;204.0;226.0;268.0
112;B4 Transporting;2002;126.0;175.0;207.0;250.0
113;B4 Transporting;2003;130.0;187.0;238.0;300.0
114;B4 Transporting;2004;159.0;222.0;227.0;301.0
115;B4 Transporting;2005;176.0;241.0;234.0;284.0
116;B4 Transporting;2006;157.0;221.0;249.0;280.0
117;B4 Transporting;2007;169.0;248.0;232.0;243.0
118;B4 Transporting;2008;134.0;213.0;254.0;265.0
119;B4 Transporting;2009;152.0;210.0;336.0;251.0
120;B4 Transporting;2010;151.0;172.0;247.0;257.0
121;B5 Micro-structural and  nanotechnology;2000;1.0;1.0;;
122;B5 Micro-structural and  nanotechnology;2001;1.0;1.0;1.0;1.0
123;B5 Micro-structural and  nanotechnology;2002;3.0;4.0;1.0;1.0
124;B5 Micro-structural and  nanotechnology;2003;1.0;3.0;3.0;5.0
125;B5 Micro-structural and  nanotechnology;2004;3.0;7.0;;
126;B5 Micro-structural and  nanotechnology;2005;2.0;5.0;;
127;B5 Micro-structural and  nanotechnology;2006;3.0;10.0;1.0;0.0
128;B5 Micro-structural and  nanotechnology;2007;4.0;9.0;1.0;1.0
129;B5 Micro-structural and  nanotechnology;2008;6.0;6.0;3.0;1.0
130;B5 Micro-structural and  nanotechnology;2009;18.0;37.0;1.0;0.0
131;B5 Micro-structural and  nanotechnology;2010;16.0;24.0;3.0;2.0
132;"C  Chemistry; metallurgy";2000;157.0;628.0;50.0;93.0
133;"C  Chemistry; metallurgy";2001;154.0;624.0;52.0;91.0
134;"C  Chemistry; metallurgy";2002;142.0;659.0;50.0;88.0
135;"C  Chemistry; metallurgy";2003;149.0;628.0;46.0;100.0
136;"C  Chemistry; metallurgy";2004;133.0;628.0;44.0;48.0
137;"C  Chemistry; metallurgy";2005;140.0;580.0;52.0;70.0
138;"C  Chemistry; metallurgy";2006;155.0;715.0;51.0;55.0
139;"C  Chemistry; metallurgy";2007;172.0;771.0;59.0;53.0
140;"C  Chemistry; metallurgy";2008;155.0;697.0;54.0;41.0
141;"C  Chemistry; metallurgy";2009;166.0;636.0;93.0;64.0
142;"C  Chemistry; metallurgy";2010;160.0;515.0;72.0;65.0
143;C1 Chemistry;2000;145.0;605.0;37.0;75.0
144;C1 Chemistry;2001;136.0;601.0;46.0;85.0
145;C1 Chemistry;2002;127.0;636.0;41.0;74.0
146;C1 Chemistry;2003;135.0;605.0;35.0;86.0
147;C1 Chemistry;2004;114.0;605.0;39.0;44.0
148;C1 Chemistry;2005;124.0;560.0;44.0;62.0
149;C1 Chemistry;2006;135.0;690.0;43.0;48.0
150;C1 Chemistry;2007;153.0;746.0;53.0;50.0
151;C1 Chemistry;2008;140.0;669.0;45.0;36.0
152;C1 Chemistry;2009;144.0;614.0;81.0;57.0
153;C1 Chemistry;2010;136.0;489.0;63.0;59.0
154;C2 Metallurgy;2000;12.0;23.0;13.0;18.0
155;C2 Metallurgy;2001;17.0;23.0;6.0;6.0
156;C2 Metallurgy;2002;15.0;23.0;9.0;14.0
157;C2 Metallurgy;2003;14.0;23.0;11.0;14.0
158;C2 Metallurgy;2004;19.0;24.0;5.0;4.0
159;C2 Metallurgy;2005;16.0;19.0;8.0;8.0
160;C2 Metallurgy;2006;20.0;25.0;8.0;7.0
161;C2 Metallurgy;2007;19.0;25.0;6.0;3.0
162;C2 Metallurgy;2008;14.0;28.0;9.0;5.0
163;C2 Metallurgy;2009;22.0;22.0;12.0;7.0
164;C2 Metallurgy;2010;22.0;25.0;8.0;6.0
165;C3 Combinatorial technology;2000;;;;
166;C3 Combinatorial technology;2001;1.0;0.0;;
167;C3 Combinatorial technology;2002;;;;
168;C3 Combinatorial technology;2003;;;;
169;C3 Combinatorial technology;2004;;;;
170;C3 Combinatorial technology;2005;;;;
171;C3 Combinatorial technology;2006;;;;
172;C3 Combinatorial technology;2007;;;;
173;C3 Combinatorial technology;2008;1.0;0.0;;
174;C3 Combinatorial technology;2009;;;;
175;C3 Combinatorial technology;2010;2.0;1.0;1.0;0.0
176;"D  Textiles; paper";2000;21.0;41.0;12.0;17.0
177;"D  Textiles; paper";2001;28.0;61.0;8.0;7.0
178;"D  Textiles; paper";2002;21.0;40.0;10.0;10.0
179;"D  Textiles; paper";2003;24.0;43.0;8.0;11.0
180;"D  Textiles; paper";2004;26.0;40.0;14.0;18.0
181;"D  Textiles; paper";2005;32.0;66.0;7.0;7.0
182;"D  Textiles; paper";2006;30.0;57.0;15.0;13.0
183;"D  Textiles; paper";2007;30.0;56.0;14.0;12.0
184;"D  Textiles; paper";2008;24.0;46.0;12.0;10.0
185;"D  Textiles; paper";2009;30.0;44.0;24.0;11.0
186;"D  Textiles; paper";2010;27.0;32.0;12.0;8.0
187;D1 Textiles or flexible materials n.e.c.;2000;17.0;31.0;12.0;17.0
188;D1 Textiles or flexible materials n.e.c.;2001;20.0;43.0;8.0;7.0
189;D1 Textiles or flexible materials n.e.c.;2002;15.0;29.0;9.0;9.0
190;D1 Textiles or flexible materials n.e.c.;2003;17.0;35.0;8.0;11.0
191;D1 Textiles or flexible materials n.e.c.;2004;20.0;32.0;12.0;16.0
192;D1 Textiles or flexible materials n.e.c.;2005;24.0;49.0;7.0;7.0
193;D1 Textiles or flexible materials n.e.c.;2006;21.0;42.0;12.0;11.0
194;D1 Textiles or flexible materials n.e.c.;2007;19.0;38.0;12.0;10.0
195;D1 Textiles or flexible materials n.e.c.;2008;17.0;35.0;9.0;9.0
196;D1 Textiles or flexible materials n.e.c.;2009;17.0;30.0;22.0;10.0
197;D1 Textiles or flexible materials n.e.c.;2010;20.0;26.0;8.0;6.0
198;D2 Paper;2000;4.0;10.0;;
199;D2 Paper;2001;8.0;19.0;;
200;D2 Paper;2002;6.0;11.0;1.0;1.0
201;D2 Paper;2003;7.0;9.0;;
202;D2 Paper;2004;6.0;8.0;2.0;2.0
203;D2 Paper;2005;8.0;16.0;;
204;D2 Paper;2006;9.0;15.0;3.0;2.0
205;D2 Paper;2007;11.0;19.0;2.0;1.0
206;D2 Paper;2008;7.0;12.0;3.0;1.0
207;D2 Paper;2009;13.0;13.0;2.0;1.0
208;D2 Paper;2010;7.0;7.0;4.0;3.0
209;E  Fixed constructions;2000;96.0;134.0;167.0;217.0
210;E  Fixed constructions;2001;95.0;132.0;167.0;200.0
211;E  Fixed constructions;2002;78.0;128.0;161.0;183.0
212;E  Fixed constructions;2003;90.0;119.0;181.0;219.0
213;E  Fixed constructions;2004;106.0;169.0;187.0;217.0
214;E  Fixed constructions;2005;82.0;130.0;169.0;214.0
215;E  Fixed constructions;2006;112.0;169.0;241.0;248.0
216;E  Fixed constructions;2007;118.0;189.0;211.0;232.0
217;E  Fixed constructions;2008;101.0;205.0;177.0;170.0
218;E  Fixed constructions;2009;98.0;164.0;286.0;222.0
219;E  Fixed constructions;2010;109.0;177.0;235.0;232.0
220;E1 Building;2000;81.0;83.0;155.0;205.0
221;E1 Building;2001;83.0;75.0;162.0;195.0
222;E1 Building;2002;69.0;73.0;157.0;178.0
223;E1 Building;2003;81.0;79.0;178.0;217.0
224;E1 Building;2004;95.0;118.0;184.0;214.0
225;E1 Building;2005;78.0;85.0;164.0;210.0
226;E1 Building;2006;103.0;107.0;239.0;247.0
227;E1 Building;2007;111.0;131.0;203.0;228.0
228;E1 Building;2008;91.0;100.0;170.0;164.0
229;E1 Building;2009;90.0;87.0;278.0;218.0
230;E1 Building;2010;101.0;118.0;216.0;218.0
231;E2 Earth or rock drilling and mining;2000;15.0;51.0;12.0;12.0
232;E2 Earth or rock drilling and mining;2001;12.0;56.0;5.0;5.0
233;E2 Earth or rock drilling and mining;2002;9.0;55.0;4.0;5.0
234;E2 Earth or rock drilling and mining;2003;9.0;41.0;3.0;2.0
235;E2 Earth or rock drilling and mining;2004;11.0;51.0;3.0;3.0
236;E2 Earth or rock drilling and mining;2005;4.0;45.0;5.0;4.0
237;E2 Earth or rock drilling and mining;2006;9.0;62.0;2.0;2.0
238;E2 Earth or rock drilling and mining;2007;7.0;58.0;8.0;4.0
239;E2 Earth or rock drilling and mining;2008;10.0;105.0;7.0;6.0
240;E2 Earth or rock drilling and mining;2009;8.0;77.0;8.0;4.0
241;E2 Earth or rock drilling and mining;2010;8.0;59.0;19.0;14.0
242;"F  Mechanical engineering; lighting";2000;114.0;167.0;125.0;169.0
243;"F  Mechanical engineering; lighting";2001;111.0;198.0;113.0;129.0
244;"F  Mechanical engineering; lighting";2002;103.0;130.0;101.0;125.0
245;"F  Mechanical engineering; lighting";2003;107.0;141.0;120.0;136.0
246;"F  Mechanical engineering; lighting";2004;96.0;116.0;119.0;141.0
247;"F  Mechanical engineering; lighting";2005;121.0;146.0;120.0;131.0
248;"F  Mechanical engineering; lighting";2006;117.0;173.0;154.0;133.0
249;"F  Mechanical engineering; lighting";2007;125.0;242.0;123.0;113.0
250;"F  Mechanical engineering; lighting";2008;117.0;200.0;149.0;135.0
251;"F  Mechanical engineering; lighting";2009;182.0;233.0;266.0;174.0
252;"F  Mechanical engineering; lighting";2010;133.0;181.0;180.0;158.0
253;F1 Engines or pumps;2000;17.0;19.0;23.0;29.0
254;F1 Engines or pumps;2001;17.0;47.0;25.0;27.0
255;F1 Engines or pumps;2002;21.0;12.0;15.0;17.0
256;F1 Engines or pumps;2003;20.0;22.0;23.0;23.0
257;F1 Engines or pumps;2004;14.0;13.0;15.0;14.0
258;F1 Engines or pumps;2005;16.0;14.0;23.0;23.0
259;F1 Engines or pumps;2006;20.0;18.0;28.0;29.0
260;F1 Engines or pumps;2007;27.0;39.0;25.0;28.0
261;F1 Engines or pumps;2008;28.0;29.0;22.0;23.0
262;F1 Engines or pumps;2009;33.0;30.0;64.0;46.0
263;F1 Engines or pumps;2010;29.0;22.0;35.0;37.0
264;F2 Engineering in general;2000;44.0;70.0;44.0;59.0
265;F2 Engineering in general;2001;48.0;55.0;38.0;45.0
266;F2 Engineering in general;2002;36.0;45.0;40.0;55.0
267;F2 Engineering in general;2003;39.0;47.0;42.0;47.0
268;F2 Engineering in general;2004;39.0;40.0;41.0;57.0
269;F2 Engineering in general;2005;54.0;57.0;35.0;40.0
270;F2 Engineering in general;2006;45.0;48.0;54.0;45.0
271;F2 Engineering in general;2007;42.0;59.0;47.0;41.0
272;F2 Engineering in general;2008;43.0;54.0;51.0;45.0
273;F2 Engineering in general;2009;78.0;71.0;79.0;47.0
274;F2 Engineering in general;2010;56.0;56.0;55.0;46.0
275;F3 Lighting and heating;2000;51.0;78.0;55.0;76.0
276;F3 Lighting and heating;2001;45.0;92.0;49.0;56.0
277;F3 Lighting and heating;2002;44.0;72.0;45.0;52.0
278;F3 Lighting and heating;2003;46.0;70.0;53.0;63.0
279;F3 Lighting and heating;2004;41.0;59.0;61.0;68.0
280;F3 Lighting and heating;2005;50.0;74.0;61.0;67.0
281;F3 Lighting and heating;2006;49.0;102.0;67.0;57.0
282;F3 Lighting and heating;2007;51.0;133.0;48.0;42.0
283;F3 Lighting and heating;2008;38.0;109.0;73.0;66.0
284;F3 Lighting and heating;2009;66.0;122.0;116.0;79.0
285;F3 Lighting and heating;2010;44.0;98.0;90.0;76.0
286;F4 Weapons and blasting;2000;2.0;2.0;3.0;5.0
287;F4 Weapons and blasting;2001;1.0;4.0;1.0;1.0
288;F4 Weapons and blasting;2002;2.0;1.0;1.0;1.0
289;F4 Weapons and blasting;2003;2.0;2.0;2.0;3.0
290;F4 Weapons and blasting;2004;2.0;3.0;2.0;2.0
291;F4 Weapons and blasting;2005;1.0;2.0;1.0;1.0
292;F4 Weapons and blasting;2006;3.0;4.0;5.0;3.0
293;F4 Weapons and blasting;2007;5.0;11.0;3.0;2.0
294;F4 Weapons and blasting;2008;8.0;9.0;3.0;2.0
295;F4 Weapons and blasting;2009;5.0;9.0;7.0;2.0
296;F4 Weapons and blasting;2010;4.0;6.0;;
297;G  Physics;2000;157.0;813.0;165.0;216.0
298;G  Physics;2001;151.0;1024.0;146.0;187.0
299;G  Physics;2002;130.0;1334.0;105.0;147.0
300;G  Physics;2003;127.0;1579.0;152.0;186.0
301;G  Physics;2004;143.0;1574.0;118.0;137.0
302;G  Physics;2005;117.0;1439.0;154.0;176.0
303;G  Physics;2006;148.0;1316.0;151.0;154.0
304;G  Physics;2007;167.0;1188.0;243.0;154.0
305;G  Physics;2008;164.0;1032.0;132.0;198.0
306;G  Physics;2009;150.0;965.0;243.0;314.0
307;G  Physics;2010;150.0;664.0;140.0;303.0
308;G1 Physics: instruments;2000;155.0;803.0;162.0;213.0
309;G1 Physics: instruments;2001;148.0;1017.0;145.0;186.0
310;G1 Physics: instruments;2002;126.0;1327.0;105.0;147.0
311;G1 Physics: instruments;2003;125.0;1572.0;151.0;185.0
312;G1 Physics: instruments;2004;141.0;1571.0;116.0;135.0
313;G1 Physics: instruments;2005;115.0;1437.0;154.0;176.0
314;G1 Physics: instruments;2006;144.0;1311.0;149.0;153.0
315;G1 Physics: instruments;2007;159.0;1180.0;151.0;154.0
316;G1 Physics: instruments;2008;157.0;1026.0;127.0;196.0
317;G1 Physics: instruments;2009;146.0;955.0;238.0;310.0
318;G1 Physics: instruments;2010;147.0;657.0;136.0;298.0
319;G2 Nucleonics;2000;2.0;10.0;3.0;3.0
320;G2 Nucleonics;2001;3.0;8.0;1.0;1.0
321;G2 Nucleonics;2002;4.0;7.0;;
322;G2 Nucleonics;2003;2.0;6.0;1.0;1.0
323;G2 Nucleonics;2004;2.0;3.0;2.0;2.0
324;G2 Nucleonics;2005;2.0;2.0;;
325;G2 Nucleonics;2006;4.0;5.0;2.0;1.0
326;G2 Nucleonics;2007;8.0;8.0;;
327;G2 Nucleonics;2008;7.0;6.0;5.0;3.0
328;G2 Nucleonics;2009;4.0;10.0;5.0;5.0
329;G2 Nucleonics;2010;3.0;7.0;4.0;6.0
330;H  Electricity;2000;75.0;1044.0;76.0;126.0
331;H  Electricity;2001;73.0;1219.0;51.0;93.0
332;H  Electricity;2002;65.0;1400.0;52.0;90.0
333;H  Electricity;2003;74.0;1382.0;49.0;69.0
334;H  Electricity;2004;73.0;1061.0;70.0;100.0
335;H  Electricity;2005;79.0;1088.0;69.0;103.0
336;H  Electricity;2006;87.0;1077.0;75.0;91.0
337;H  Electricity;2007;102.0;983.0;92.0;81.0
338;H  Electricity;2008;93.0;819.0;73.0;122.0
339;H  Electricity;2009;116.0;939.0;181.0;144.0
340;H  Electricity;2010;104.0;710.0;88.0;103.0
341;Unknown;2000;;185.0;;335.0
342;Unknown;2001;;169.0;;306.0
343;Unknown;2002;;185.0;;328.0
344;Unknown;2003;;156.0;;299.0
345;Unknown;2004;;162.0;;282.0
346;Unknown;2005;;195.0;;311.0
347;Unknown;2006;;110.0;;265.0
348;Unknown;2007;;116.0;;274.0
349;Unknown;2008;;253.0;;434.0
350;Unknown;2009;;104.0;;189.0
351;Unknown;2010;;76.0;;226.0
