ID;Inkomensbegrippen;Kenmerken;Perioden;ParticuliereHuishoudens_1;PersonenPerHuishouden_2;MediaanInkomen_3;GemiddeldInkomen_4;Theilcoefficient_5;Ginicoefficient_6;PolarisatieIndex_7;RelatieveInterkwartielafstand_8;Ratio8020_9;k_1eDeciel_10;k_2eDeciel_11;k_3eDeciel_12;k_4eDeciel_13;k_5eDeciel_14;k_6eDeciel_15;k_7eDeciel_16;k_8eDeciel_17;k_9eDeciel_18;k_10Deciel_19
49;17;24;2004;900;1.0;16.1;17.3;0.227;0.332;0.234;0.657;7.066;0.8;4.7;6.2;7.5;8.7;9.8;10.9;12.4;14.6;24.3
50;17;24;2005;927;1.0;16.0;17.5;0.218;0.327;0.232;0.646;6.586;1.1;4.8;6.2;7.5;8.7;9.7;10.7;12.2;14.7;24.3
51;17;24;2006;941;1.0;16.8;18.6;0.23;0.328;0.232;0.634;6.251;1.5;4.8;6.2;7.4;8.5;9.5;10.6;12.0;14.4;25.0
52;17;24;2007;958;1.0;17.4;19.4;0.246;0.335;0.231;0.647;6.64;1.2;4.8;6.2;7.4;8.5;9.5;10.6;12.0;14.4;25.5
53;17;24;2008;985;1.0;17.8;19.8;0.242;0.335;0.234;0.658;6.788;1.2;4.7;6.2;7.5;8.5;9.5;10.6;12.1;14.4;25.3
54;17;24;2009;994;1.0;18.0;19.7;0.236;0.334;0.238;0.662;7.114;0.8;4.7;6.3;7.5;8.6;9.7;10.8;12.4;14.8;24.5
55;17;24;2010;1007;1.0;17.8;19.6;0.219;0.327;0.235;0.655;6.452;1.3;4.8;6.3;7.4;8.5;9.5;10.7;12.3;14.6;24.5
56;17;24;2011;1033;1.0;17.7;19.3;0.222;0.328;0.234;0.644;6.772;0.8;4.9;6.4;7.5;8.6;9.7;10.8;12.4;14.8;24.1
57;17;24;2012;1044;1.0;17.7;19.3;0.229;0.336;0.242;0.65;7.486;0.7;4.5;6.3;7.4;8.6;9.7;10.9;12.4;14.8;24.5
58;17;24;2013;1040;1.0;17.9;19.6;0.237;0.339;0.249;0.691;7.522;0.7;4.5;6.2;7.3;8.6;9.7;11.0;12.6;14.9;24.5
59;17;24;2014;1056;1.0;18.2;20.5;0.265;0.352;0.255;0.685;7.78;0.9;4.3;6.1;7.1;8.3;9.4;10.8;12.3;14.6;26.2
60;17;25;2000;157;1.0;13.7;16.4;0.11;0.244;0.212;0.587;3.157;5.2;6.2;6.8;7.2;8.0;8.9;10.2;11.8;14.3;21.6
61;17;25;2001;160;1.0;14.2;17.4;0.132;0.252;0.198;0.56;3.238;5.1;6.3;6.8;7.2;7.9;8.6;9.8;11.4;13.9;23.0
62;17;25;2002;164;1.0;15.1;18.4;0.14;0.255;0.199;0.55;3.295;5.0;6.3;6.8;7.3;7.9;8.6;9.7;11.5;13.9;23.0
63;17;25;2003;167;1.0;15.8;19.5;0.161;0.265;0.204;0.542;3.436;4.7;6.3;6.8;7.1;7.7;8.6;9.8;11.2;13.7;24.1
64;17;25;2004;172;1.0;16.2;19.4;0.106;0.237;0.197;0.562;3.051;5.3;6.4;7.0;7.4;7.9;8.8;9.9;11.5;13.9;21.8
65;17;25;2005;179;1.0;16.1;19.8;0.157;0.262;0.195;0.526;3.428;4.6;6.3;6.8;7.3;7.8;8.7;9.7;11.2;13.7;23.8
66;17;25;2006;185;1.0;17.0;20.0;0.115;0.241;0.181;0.492;3.174;4.8;6.5;7.0;7.6;8.2;8.9;9.9;11.2;13.9;22.1
67;17;25;2007;191;1.0;17.7;21.0;0.117;0.239;0.184;0.513;3.07;5.4;6.3;7.0;7.5;8.1;8.9;9.8;11.3;13.6;22.3
68;17;25;2008;198;1.0;18.6;22.1;0.125;0.248;0.187;0.531;3.224;5.0;6.2;6.9;7.4;8.1;8.9;9.8;11.4;13.5;22.8
69;17;25;2009;209;1.0;18.9;22.2;0.106;0.231;0.177;0.491;3.018;5.2;6.4;7.1;7.7;8.2;9.0;9.9;11.3;13.6;21.5
70;17;25;2010;210;1.0;18.8;22.0;0.11;0.234;0.175;0.497;3.043;5.2;6.4;7.1;7.7;8.2;8.9;9.8;11.3;13.5;21.9
71;17;25;2011;221;1.0;19.0;21.9;0.105;0.228;0.171;0.484;2.986;5.0;6.6;7.1;7.8;8.3;9.0;10.1;11.3;13.5;21.3
72;17;25;2012;235;1.0;19.2;22.0;0.088;0.218;0.171;0.488;2.886;5.1;6.7;7.3;7.9;8.4;9.2;10.2;11.5;13.7;20.1
73;17;25;2013;243;1.0;19.2;22.2;0.093;0.22;0.164;0.452;2.867;5.3;6.7;7.3;7.9;8.4;9.0;10.0;11.3;13.3;20.9
74;17;25;2014;255;1.0;19.5;23.1;0.119;0.228;0.16;0.443;2.931;5.3;6.7;7.3;7.7;8.2;8.9;9.8;11.0;13.0;22.2
75;17;26;2000;1241;1.0;12.4;13.9;0.126;0.249;0.178;0.484;3.581;3.4;6.4;7.3;7.9;8.6;9.3;10.3;11.7;14.0;21.2
76;17;26;2001;1260;1.0;13.2;15.1;0.141;0.26;0.182;0.509;3.772;3.2;6.3;7.2;7.8;8.5;9.2;10.2;11.7;13.9;22.0
77;17;26;2002;1276;1.0;13.9;15.8;0.151;0.266;0.183;0.5;3.94;3.0;6.3;7.2;7.8;8.5;9.2;10.2;11.6;13.8;22.5
78;17;26;2003;1279;1.0;14.2;16.0;0.145;0.264;0.181;0.497;3.95;2.9;6.2;7.2;7.9;8.5;9.3;10.2;11.7;13.8;22.2
79;17;26;2004;1296;1.0;14.5;16.2;0.145;0.263;0.178;0.481;3.952;2.9;6.2;7.2;7.9;8.6;9.3;10.2;11.6;13.8;22.2
80;17;26;2005;1331;1.0;14.7;16.6;0.182;0.272;0.178;0.48;4.085;2.9;6.1;7.2;7.8;8.5;9.2;10.1;11.5;13.6;23.1
81;17;26;2006;1347;1.0;15.3;17.1;0.171;0.267;0.176;0.476;4.02;2.8;6.2;7.3;7.9;8.6;9.3;10.2;11.5;13.6;22.6
82;17;26;2007;1362;1.0;15.9;17.7;0.149;0.264;0.178;0.486;3.947;2.9;6.2;7.2;7.9;8.6;9.3;10.2;11.6;13.7;22.3
83;17;26;2008;1378;1.0;16.4;18.0;0.149;0.268;0.18;0.487;4.225;2.4;6.1;7.3;8.0;8.7;9.5;10.4;11.7;13.9;22.0
84;17;26;2009;1395;1.0;16.7;18.2;0.141;0.262;0.176;0.473;4.187;2.3;6.2;7.4;8.1;8.8;9.6;10.5;11.8;13.9;21.4
85;17;26;2010;1399;1.0;16.7;18.2;0.143;0.262;0.173;0.464;4.142;2.5;6.1;7.4;8.1;8.8;9.5;10.4;11.7;13.8;21.7
86;17;26;2011;1425;1.0;16.9;18.1;0.123;0.25;0.169;0.459;3.902;2.6;6.2;7.5;8.3;9.0;9.7;10.5;11.8;13.8;20.6
87;17;26;2012;1439;1.0;17.1;18.3;0.137;0.258;0.173;0.468;4.152;2.3;6.1;7.5;8.2;9.0;9.7;10.6;11.9;13.9;21.0
88;17;26;2013;1432;1.0;17.2;18.3;0.13;0.257;0.173;0.472;4.201;2.3;6.0;7.5;8.3;9.0;9.7;10.6;11.9;14.0;20.7
89;17;26;2014;1463;1.0;17.5;18.9;0.141;0.262;0.171;0.469;4.243;2.3;6.0;7.4;8.3;8.9;9.6;10.4;11.8;13.9;21.3
90;17;27;2000;681;1.0;12.3;13.4;0.154;0.276;0.21;0.576;4.461;2.5;5.5;6.9;7.7;8.7;9.7;10.9;12.2;14.3;21.6
91;17;27;2001;696;1.0;13.5;14.8;0.171;0.291;0.224;0.609;4.9;2.1;5.4;6.7;7.6;8.6;9.8;11.0;12.3;14.3;22.3
92;17;27;2002;707;1.0;14.1;15.3;0.178;0.297;0.227;0.61;5.293;1.8;5.2;6.7;7.6;8.6;9.8;11.1;12.4;14.5;22.3
93;17;27;2003;708;1.0;14.3;15.2;0.165;0.293;0.228;0.621;5.292;1.8;5.1;6.7;7.7;8.7;10.0;11.2;12.6;14.5;21.8
94;17;27;2004;720;1.0;14.5;15.5;0.175;0.298;0.226;0.604;5.404;1.8;5.0;6.7;7.6;8.7;9.9;11.0;12.4;14.4;22.5
95;17;27;2005;746;1.0;14.3;15.8;0.239;0.309;0.225;0.605;5.547;1.9;4.9;6.6;7.5;8.5;9.7;10.8;12.1;14.1;23.8
96;17;27;2006;758;1.0;14.9;16.4;0.229;0.306;0.219;0.591;5.559;1.7;5.1;6.7;7.6;8.6;9.7;10.8;12.2;14.1;23.6
97;17;27;2007;768;1.0;15.6;16.9;0.18;0.296;0.22;0.599;5.251;1.9;5.1;6.8;7.7;8.7;9.8;10.9;12.3;14.3;22.6
98;17;27;2008;778;1.0;15.8;17.0;0.19;0.309;0.227;0.612;6.154;1.3;4.8;6.7;7.7;8.8;9.9;11.0;12.4;14.6;22.8
99;17;27;2009;786;1.0;16.0;17.2;0.178;0.305;0.231;0.617;6.037;1.4;4.7;6.8;7.7;8.8;9.9;11.1;12.6;14.7;22.3
100;17;27;2010;792;1.0;15.8;17.1;0.182;0.306;0.23;0.618;6.001;1.5;4.7;6.7;7.7;8.7;9.8;11.1;12.5;14.7;22.6
101;17;27;2011;801;1.0;16.0;17.1;0.164;0.295;0.226;0.606;5.533;1.8;4.8;6.8;7.8;8.8;9.9;11.1;12.5;14.6;21.9
102;17;27;2012;800;1.0;15.9;17.1;0.185;0.308;0.236;0.627;6.35;1.5;4.4;6.7;7.8;8.8;10.0;11.2;12.7;14.8;22.3
103;17;27;2013;796;1.0;15.9;17.1;0.183;0.314;0.243;0.663;6.679;1.3;4.3;6.5;7.8;8.8;10.0;11.2;12.8;15.1;22.3
104;17;27;2014;813;1.0;16.3;17.6;0.19;0.317;0.244;0.668;6.696;1.4;4.2;6.5;7.7;8.6;9.8;11.1;12.8;15.0;22.8
105;17;28;2000;560;1.0;12.5;14.6;0.091;0.213;0.153;0.408;2.752;5.6;6.9;7.4;7.9;8.3;8.9;9.6;11.0;13.7;20.8
106;17;28;2001;564;1.0;13.1;15.5;0.106;0.217;0.14;0.373;2.793;5.6;7.0;7.4;7.9;8.3;8.7;9.3;10.7;13.3;21.8
107;17;28;2002;569;1.0;13.8;16.5;0.119;0.223;0.141;0.368;2.836;5.7;6.9;7.4;7.8;8.2;8.7;9.3;10.5;13.0;22.7
108;17;28;2003;571;1.0;14.2;17.0;0.121;0.222;0.14;0.367;2.821;5.7;6.9;7.4;7.8;8.2;8.6;9.3;10.5;13.0;22.6
109;17;28;2004;576;1.0;14.5;17.1;0.109;0.215;0.139;0.36;2.748;5.8;7.0;7.5;7.8;8.2;8.7;9.3;10.6;13.1;21.9
110;17;28;2005;585;1.0;14.8;17.6;0.114;0.22;0.144;0.385;2.796;5.7;6.9;7.4;7.8;8.2;8.7;9.3;10.7;13.2;22.2
111;17;28;2006;589;1.0;15.5;18.0;0.101;0.213;0.141;0.388;2.733;5.6;7.0;7.4;7.9;8.4;8.9;9.5;10.8;13.0;21.5
112;17;28;2007;594;1.0;16.0;18.8;0.11;0.218;0.144;0.394;2.786;5.6;6.9;7.4;7.8;8.3;8.8;9.5;10.8;13.0;21.9
113;17;28;2008;599;1.0;16.7;19.3;0.096;0.211;0.144;0.4;2.717;5.6;7.0;7.4;7.9;8.4;8.9;9.6;11.0;13.1;21.1
114;17;28;2009;609;1.0;17.1;19.5;0.092;0.203;0.133;0.378;2.652;5.4;7.2;7.6;8.1;8.6;9.0;9.7;11.0;13.0;20.3
115;17;28;2010;607;1.0;17.2;19.7;0.093;0.2;0.129;0.365;2.58;5.7;7.2;7.6;8.1;8.5;9.0;9.6;10.8;12.8;20.6
116;17;28;2011;624;1.0;17.4;19.4;0.071;0.187;0.126;0.356;2.473;5.6;7.4;7.8;8.3;8.7;9.2;9.8;11.0;12.9;19.2
117;17;28;2012;639;1.0;17.7;19.9;0.079;0.191;0.128;0.365;2.514;5.6;7.3;7.7;8.2;8.7;9.1;9.8;11.0;12.9;19.5
118;17;28;2013;636;1.0;17.8;19.9;0.067;0.181;0.122;0.353;2.399;5.9;7.4;7.9;8.3;8.7;9.2;9.8;11.0;12.9;18.9
119;17;28;2014;651;1.0;18.1;20.4;0.083;0.186;0.119;0.331;2.44;5.9;7.4;7.9;8.3;8.7;9.1;9.7;10.8;12.8;19.6
120;17;29;2000;4542;3.0;27.2;30.6;0.204;0.287;0.208;0.595;4.361;3.1;5.5;6.5;7.5;8.4;9.4;10.5;11.8;13.9;23.4
121;17;29;2001;4574;3.0;29.8;33.3;0.148;0.274;0.211;0.599;4.06;3.5;5.5;6.6;7.5;8.5;9.4;10.6;11.9;14.1;22.4
122;17;29;2002;4594;2.9;30.9;34.3;0.15;0.274;0.209;0.596;4.104;3.3;5.6;6.6;7.6;8.5;9.5;10.6;12.0;14.1;22.2
123;17;29;2003;4607;2.9;31.0;34.3;0.146;0.273;0.209;0.594;4.122;3.1;5.6;6.7;7.6;8.6;9.6;10.7;12.1;14.2;21.8
124;17;29;2004;4622;2.9;31.6;35.2;0.151;0.277;0.21;0.595;4.161;3.2;5.6;6.6;7.6;8.5;9.5;10.5;12.0;14.1;22.4
125;17;29;2005;4626;2.9;32.0;35.9;0.148;0.274;0.21;0.593;4.046;3.5;5.6;6.6;7.5;8.4;9.4;10.5;11.9;14.1;22.5
126;17;29;2006;4636;2.9;33.3;37.3;0.141;0.27;0.208;0.59;3.927;3.7;5.6;6.6;7.6;8.4;9.4;10.5;11.9;14.1;22.3
127;17;29;2007;4655;2.9;34.9;40.2;0.168;0.289;0.215;0.602;4.267;3.5;5.4;6.4;7.3;8.2;9.2;10.3;11.7;13.9;24.0
128;17;29;2008;4681;2.9;36.0;40.8;0.146;0.276;0.214;0.604;4.052;3.5;5.6;6.5;7.5;8.4;9.3;10.5;11.9;14.1;22.7
129;17;29;2009;4704;2.9;36.7;41.1;0.146;0.276;0.216;0.614;4.104;3.3;5.6;6.5;7.5;8.4;9.4;10.6;12.0;14.2;22.3
130;17;29;2010;4721;2.9;36.5;41.1;0.143;0.275;0.216;0.614;4.03;3.5;5.6;6.5;7.5;8.4;9.4;10.5;12.0;14.2;22.4
131;17;29;2011;4737;2.9;36.8;41.5;0.145;0.276;0.216;0.615;4.071;3.4;5.6;6.5;7.5;8.4;9.4;10.6;12.0;14.2;22.4
132;17;29;2012;4753;2.9;37.0;41.5;0.144;0.275;0.216;0.612;4.057;3.5;5.6;6.5;7.5;8.4;9.4;10.6;12.0;14.2;22.4
133;17;29;2013;4772;2.9;37.2;41.8;0.147;0.278;0.221;0.627;4.114;3.4;5.5;6.5;7.4;8.4;9.4;10.6;12.1;14.3;22.5
134;17;29;2014;4783;2.9;38.2;43.7;0.162;0.29;0.225;0.639;4.273;3.5;5.4;6.3;7.2;8.2;9.3;10.4;11.9;14.1;23.7
135;17;30;2000;3952;3.0;27.8;31.3;0.202;0.281;0.2;0.57;4.176;3.2;5.6;6.6;7.6;8.4;9.3;10.4;11.7;13.7;23.3
136;17;30;2001;3968;3.0;30.5;34.1;0.142;0.267;0.203;0.575;3.879;3.7;5.6;6.7;7.6;8.5;9.4;10.5;11.8;13.9;22.2
137;17;30;2002;3966;2.9;31.7;35.1;0.141;0.266;0.2;0.573;3.898;3.4;5.7;6.7;7.7;8.6;9.5;10.6;11.9;14.0;21.8
138;17;30;2003;3962;2.9;31.9;35.2;0.139;0.265;0.201;0.57;3.915;3.3;5.8;6.8;7.7;8.6;9.5;10.6;12.0;14.1;21.6
139;17;30;2004;3970;2.9;32.5;36.2;0.146;0.27;0.201;0.57;3.975;3.4;5.7;6.7;7.6;8.5;9.4;10.5;11.9;14.0;22.3
140;17;30;2005;3971;2.9;32.9;36.9;0.142;0.267;0.201;0.566;3.85;3.7;5.7;6.7;7.6;8.5;9.4;10.4;11.8;13.9;22.3
141;17;30;2006;3969;2.9;34.2;38.5;0.135;0.262;0.2;0.563;3.721;3.9;5.7;6.7;7.6;8.5;9.4;10.4;11.8;13.9;22.1
142;17;30;2007;3983;2.9;35.9;41.5;0.161;0.28;0.206;0.577;4.035;3.7;5.6;6.5;7.4;8.2;9.1;10.2;11.6;13.8;23.9
143;17;30;2008;3998;2.9;37.3;42.1;0.138;0.267;0.204;0.575;3.819;3.8;5.7;6.7;7.5;8.4;9.3;10.4;11.8;13.9;22.4
144;17;30;2009;4002;2.9;37.9;42.5;0.136;0.266;0.206;0.582;3.861;3.6;5.7;6.7;7.6;8.5;9.4;10.5;11.9;14.0;22.0
145;17;30;2010;4107;2.9;37.7;42.4;0.135;0.266;0.207;0.585;3.82;3.8;5.7;6.7;7.6;8.4;9.4;10.5;11.9;14.0;22.1
146;17;30;2011;4106;2.9;38.1;42.9;0.136;0.266;0.206;0.583;3.824;3.7;5.7;6.7;7.6;8.5;9.4;10.5;11.9;14.0;22.1
147;17;30;2012;4115;2.9;38.4;43.0;0.135;0.265;0.205;0.58;3.815;3.7;5.7;6.7;7.6;8.5;9.4;10.5;11.9;14.0;22.1
148;17;30;2013;4127;2.9;38.7;43.3;0.138;0.268;0.21;0.597;3.876;3.7;5.7;6.6;7.5;8.5;9.4;10.6;11.9;14.1;22.1
149;17;30;2014;4123;2.9;39.9;45.4;0.153;0.28;0.214;0.606;4.036;3.7;5.5;6.4;7.4;8.3;9.3;10.4;11.7;13.9;23.4
150;17;31;2000;1970;2.0;24.7;28.0;0.213;0.282;0.203;0.579;4.063;3.5;5.7;6.5;7.4;8.4;9.3;10.3;11.6;13.6;23.7
151;17;31;2001;1983;2.0;26.8;30.4;0.149;0.27;0.211;0.6;3.79;4.0;5.7;6.5;7.4;8.3;9.3;10.4;11.8;13.9;22.8
152;17;31;2002;1984;2.0;27.9;31.5;0.141;0.265;0.208;0.588;3.702;4.1;5.8;6.6;7.4;8.4;9.4;10.4;11.8;13.9;22.4
153;17;31;2003;1990;2.0;28.3;31.9;0.132;0.26;0.205;0.576;3.616;4.1;5.8;6.6;7.5;8.4;9.4;10.4;11.8;13.9;22.1
154;17;31;2004;2001;2.0;28.6;32.5;0.143;0.267;0.205;0.576;3.746;3.9;5.8;6.6;7.4;8.3;9.3;10.4;11.7;13.8;22.6
155;17;31;2005;2019;2.0;29.1;33.1;0.142;0.265;0.203;0.576;3.701;4.0;5.8;6.6;7.5;8.3;9.3;10.3;11.7;13.8;22.7
156;17;31;2006;2034;2.0;29.9;34.2;0.14;0.262;0.2;0.562;3.588;4.3;5.9;6.6;7.4;8.3;9.2;10.3;11.6;13.7;22.7
157;17;31;2007;2057;2.0;31.4;36.7;0.162;0.279;0.205;0.572;3.847;4.1;5.7;6.5;7.3;8.1;9.0;10.1;11.4;13.5;24.3
158;17;31;2008;2070;2.0;32.6;37.2;0.135;0.262;0.2;0.565;3.609;4.2;5.9;6.6;7.5;8.3;9.2;10.3;11.6;13.7;22.7
159;17;31;2009;2083;2.0;33.2;37.8;0.13;0.26;0.205;0.578;3.585;4.2;5.9;6.6;7.5;8.3;9.3;10.4;11.7;13.8;22.3
160;17;31;2010;2114;2.0;32.7;37.2;0.133;0.261;0.203;0.571;3.603;4.1;5.9;6.7;7.5;8.3;9.3;10.4;11.7;13.8;22.3
